date_obj,Villager%20robe%20(yellow) price
2015-07-11,24334
2015-07-12,24334
2015-07-13,24334
2015-07-14,24334
2015-07-15,24334
2015-07-16,24334
2015-07-17,24334
2015-07-18,24334
2015-07-19,24334
2015-07-20,24334
2015-07-21,24334
2015-07-22,24334
2015-07-23,24334
2015-07-24,24334
2015-07-25,24334
2015-07-26,24334
2015-07-27,24334
2015-07-28,24334
2015-07-29,23449
2015-07-30,23449
2015-07-31,23449
2015-08-01,23449
2015-08-02,23449
2015-08-03,23449
2015-08-04,23449
2015-08-05,23449
2015-08-06,23449
2015-08-07,23449
2015-08-08,23449
2015-08-09,23449
2015-08-10,23449
2015-08-11,23449
2015-08-12,23449
2015-08-13,23449
2015-08-14,23449
2015-08-15,23449
2015-08-16,23449
2015-08-17,23449
2015-08-18,23449
2015-08-19,23449
2015-08-20,23449
2015-08-21,23449
2015-08-22,23449
2015-08-23,23449
2015-08-24,23449
2015-08-25,23449
2015-08-26,23449
2015-08-27,23449
2015-08-28,23449
2015-08-29,23449
2015-08-30,23449
2015-08-31,23449
2015-09-01,23449
2015-09-02,23449
2015-09-03,23449
2015-09-04,23449
2015-09-05,23449
2015-09-06,23449
2015-09-07,23449
2015-09-08,23449
2015-09-09,23449
2015-09-10,23449
2015-09-11,23449
2015-09-12,23449
2015-09-13,23449
2015-09-14,23449
2015-09-15,23449
2015-09-16,23449
2015-09-17,23449
2015-09-18,23449
2015-09-19,23449
2015-09-20,23449
2015-09-21,23449
2015-09-22,23449
2015-09-23,23449
2015-09-24,23449
2015-09-25,23449
2015-09-26,23449
2015-09-27,23449
2015-09-28,23449
2015-09-29,22605
2015-09-30,22605
2015-10-01,22605
2015-10-02,22605
2015-10-03,22605
2015-10-04,22605
2015-10-05,22605
2015-10-06,22605
2015-10-07,22605
2015-10-08,22605
2015-10-09,22605
2015-10-10,22605
2015-10-11,22605
2015-10-12,22605
2015-10-13,22605
2015-10-14,22605
2015-10-15,22605
2015-10-16,22605
2015-10-17,22605
2015-10-18,22605
2015-10-19,22605
2015-10-20,22605
2015-10-21,22605
2015-10-22,22605
2015-10-23,22605
2015-10-24,22605
2015-10-25,22605
2015-10-26,22605
2015-10-27,22605
2015-10-28,22605
2015-10-29,22605
2015-10-30,22605
2015-10-31,22605
2015-11-01,22605
2015-11-02,22605
2015-11-03,22605
2015-11-04,22605
2015-11-05,22605
2015-11-06,22605
2015-11-07,22605
2015-11-08,22605
2015-11-09,22605
2015-11-10,22605
2015-11-11,22605
2015-11-12,22605
2015-11-13,22605
2015-11-14,22605
2015-11-15,22605
2015-11-16,22605
2015-11-17,22605
2015-11-18,22605
2015-11-19,22605
2015-11-20,22605
2015-11-21,22605
2015-11-22,22605
2015-11-23,22605
2015-11-24,22605
2015-11-25,22605
2015-11-26,22605
2015-11-27,22605
2015-11-28,22605
2015-11-29,22605
2015-11-30,22605
2015-12-01,22605
2015-12-02,22605
2015-12-03,22605
2015-12-04,22605
2015-12-05,22605
2015-12-06,22605
2015-12-07,21816
2015-12-08,21816
2015-12-09,21816
2015-12-10,21816
2015-12-11,21816
2015-12-12,21816
2015-12-13,21816
2015-12-14,21816
2015-12-15,21816
2015-12-16,21816
2015-12-17,21816
2015-12-18,21816
2015-12-19,21816
2015-12-20,21816
2015-12-21,21816
2015-12-22,21816
2015-12-23,21816
2015-12-24,21816
2015-12-25,21816
2015-12-26,21816
2015-12-27,21816
2015-12-28,21816
2015-12-29,21816
2015-12-30,21816
2015-12-31,21816
2016-01-01,21816
2016-01-02,21816
2016-01-03,21816
2016-01-04,21816
2016-01-05,21816
2016-01-06,21816
2016-01-07,21816
2016-01-08,21816
2016-01-09,21816
2016-01-10,21816
2016-01-11,21816
2016-01-12,21816
2016-01-13,21816
2016-01-14,21816
2016-01-15,21816
2016-01-16,21816
2016-01-17,21816
2016-01-18,21816
2016-01-19,21816
2016-01-20,21816
2016-01-21,21816
2016-01-22,21816
2016-01-23,21816
2016-01-24,21816
2016-01-25,21816
2016-01-26,21816
2016-01-27,21816
2016-01-28,21816
2016-01-29,21816
2016-01-30,21816
2016-01-31,21816
2016-02-01,21816
2016-02-02,21816
2016-02-03,21816
2016-02-04,21816
2016-02-05,21816
2016-02-06,21816
2016-02-07,21816
2016-02-08,21816
2016-02-09,21006
2016-02-10,21006
2016-02-11,21006
2016-02-12,21006
2016-02-13,21006
2016-02-14,21006
2016-02-15,21006
2016-02-16,21006
2016-02-17,21006
2016-02-18,21006
2016-02-19,21006
2016-02-20,21006
2016-02-21,21006
2016-02-22,21006
2016-02-23,21006
2016-02-24,21006
2016-02-25,21006
2016-02-26,21006
2016-02-27,21006
2016-02-28,21006
2016-02-29,21006
2016-03-01,21006
2016-03-02,21006
2016-03-03,21006
2016-03-04,21006
2016-03-05,21006
2016-03-06,21006
2016-03-07,21006
2016-03-08,21006
2016-03-09,21006
2016-03-10,21006
2016-03-11,21006
2016-03-12,21006
2016-03-13,21006
2016-03-14,21006
2016-03-15,21006
2016-03-16,21006
2016-03-17,21006
2016-03-18,21006
2016-03-19,21006
2016-03-20,21006
2016-03-21,21006
2016-03-22,21006
2016-03-23,21006
2016-03-24,21006
2016-03-25,21006
2016-03-26,21006
2016-03-27,21006
2016-03-28,21006
2016-03-29,21006
2016-03-30,21006
2016-03-31,21006
2016-04-01,21006
2016-04-02,21006
2016-04-03,21006
2016-04-04,21006
2016-04-05,21006
2016-04-06,21006
2016-04-07,21006
2016-04-08,21006
2016-04-09,21006
2016-04-10,21006
2016-04-11,21006
2016-04-12,21006
2016-04-13,21006
2016-04-14,20134
2016-04-15,20134
2016-04-16,20134
2016-04-17,20134
2016-04-18,20134
2016-04-19,20134
2016-04-20,20134
2016-04-21,20134
2016-04-22,20134
2016-04-23,20134
2016-04-24,20134
2016-04-25,20134
2016-04-26,20134
2016-04-27,20134
2016-04-28,20134
2016-04-29,20134
2016-04-30,20134
2016-05-01,20134
2016-05-02,20134
2016-05-03,20134
2016-05-04,20134
2016-05-05,20134
2016-05-06,20134
2016-05-07,20134
2016-05-08,20134
2016-05-09,20134
2016-05-10,20134
2016-05-11,20134
2016-05-12,20134
2016-05-13,20134
2016-05-14,20134
2016-05-15,20134
2016-05-16,20134
2016-05-17,20134
2016-05-18,20134
2016-05-19,20134
2016-05-20,20134
2016-05-21,20134
2016-05-22,20134
2016-05-23,20134
2016-05-24,20134
2016-05-25,20134
2016-05-26,20134
2016-05-27,20134
2016-05-28,20134
2016-05-29,20134
2016-05-30,20134
2016-05-31,20134
2016-06-01,20134
2016-06-02,20134
2016-06-03,20134
2016-06-04,20134
2016-06-05,20134
2016-06-06,20134
2016-06-07,20134
2016-06-08,20134
2016-06-09,20134
2016-06-10,20134
2016-06-11,20134
2016-06-12,20134
2016-06-13,20134
2016-06-14,19268
2016-06-15,19268
2016-06-16,19268
2016-06-17,19268
2016-06-18,19268
2016-06-19,19268
2016-06-20,19268
2016-06-21,19268
2016-06-22,19268
2016-06-23,19268
2016-06-24,19268
2016-06-25,19268
2016-06-26,19268
2016-06-27,19268
2016-06-28,19268
2016-06-29,19268
2016-06-30,19268
2016-07-01,19268
2016-07-02,19268
2016-07-03,19268
2016-07-04,19268
2016-07-05,19268
2016-07-06,19268
2016-07-07,19268
2016-07-08,19268
2016-07-09,19268
2016-07-10,19268
2016-07-11,19268
2016-07-12,19268
2016-07-13,19268
2016-07-14,19268
2016-07-15,19268
2016-07-16,19268
2016-07-17,19268
2016-07-18,19268
2016-07-19,19268
2016-07-20,19268
2016-07-21,19268
2016-07-22,19268
2016-07-23,19268
2016-07-24,19268
2016-07-25,19268
2016-07-26,19268
2016-07-27,19268
2016-07-28,19268
2016-07-29,19268
2016-07-30,19268
2016-07-31,19268
2016-08-01,19268
2016-08-02,19268
2016-08-03,19268
2016-08-04,19268
2016-08-05,19268
2016-08-06,19268
2016-08-07,18497
2016-08-08,18497
2016-08-09,18497
2016-08-10,18497
2016-08-11,18497
2016-08-12,18497
2016-08-13,18497
2016-08-14,18497
2016-08-15,18497
2016-08-16,18497
2016-08-17,18497
2016-08-18,18497
2016-08-19,18497
2016-08-20,18497
2016-08-21,18497
2016-08-22,18497
2016-08-23,18497
2016-08-24,18497
2016-08-25,18497
2016-08-26,18497
2016-08-27,18497
2016-08-28,18497
2016-08-29,18497
2016-08-30,18497
2016-08-31,18497
2016-09-01,18497
2016-09-02,18497
2016-09-03,18497
2016-09-04,18497
2016-09-05,18497
2016-09-06,18497
2016-09-07,18497
2016-09-08,18497
2016-09-09,18497
2016-09-10,18497
2016-09-11,18497
2016-09-12,18497
2016-09-13,18497
2016-09-14,18497
2016-09-15,18497
2016-09-16,18497
2016-09-17,18497
2016-09-18,18497
2016-09-19,18497
2016-09-20,18497
2016-09-21,18497
2016-09-22,18497
2016-09-23,18497
2016-09-24,18497
2016-09-25,18497
2016-09-26,18497
2016-09-27,18497
2016-09-28,18497
2016-09-29,18497
2016-09-30,18497
2016-10-01,18497
2016-10-02,18497
2016-10-03,18497
2016-10-04,18497
2016-10-05,18497
2016-10-06,18497
2016-10-07,17855
2016-10-08,17855
2016-10-09,17855
2016-10-10,17855
2016-10-11,17855
2016-10-12,17855
2016-10-13,17855
2016-10-14,17855
2016-10-15,17855
2016-10-16,17855
2016-10-17,17855
2016-10-18,17855
2016-10-19,17855
2016-10-20,17855
2016-10-21,17855
2016-10-22,17855
2016-10-23,17855
2016-10-24,17855
2016-10-25,17855
2016-10-26,17855
2016-10-27,17855
2016-10-28,17855
2016-10-29,17855
2016-10-30,17855
2016-10-31,17855
2016-11-01,17855
2016-11-02,17855
2016-11-03,17855
2016-11-04,17855
2016-11-05,17855
2016-11-06,17855
2016-11-07,17855
2016-11-08,17855
2016-11-09,17855
2016-11-10,17855
2016-11-11,17855
2016-11-12,17855
2016-11-13,17855
2016-11-14,17855
2016-11-15,17855
2016-11-16,17855
2016-11-17,17855
2016-11-18,17855
2016-11-19,17855
2016-11-20,17855
2016-11-21,17855
2016-11-22,17855
2016-11-23,17855
2016-11-24,17855
2016-11-25,17855
2016-11-26,17855
2016-11-27,17855
2016-11-28,17855
2016-11-29,17855
2016-11-30,17855
2016-12-01,17855
2016-12-02,17855
2016-12-03,17855
2016-12-04,17855
2016-12-05,17855
2016-12-06,17855
2016-12-07,17855
2016-12-08,17855
2016-12-09,17040
2016-12-10,17040
2016-12-11,17040
2016-12-12,17040
2016-12-13,17040
2016-12-14,17040
2016-12-15,17040
2016-12-16,17040
2016-12-17,17040
2016-12-18,17040
2016-12-19,17040
2016-12-20,17040
2016-12-21,17040
2016-12-22,17040
2016-12-23,17040
2016-12-24,17040
2016-12-25,17040
2016-12-26,17040
2016-12-27,17040
2016-12-28,17040
2016-12-29,17040
2016-12-30,17040
2016-12-31,17040
2017-01-01,17040
2017-01-02,17040
2017-01-03,17040
2017-01-04,17040
2017-01-05,17040
2017-01-06,17040
2017-01-07,17040
2017-01-08,17040
2017-01-09,17040
2017-01-10,17040
2017-01-11,17040
2017-01-12,17040
2017-01-13,17040
2017-01-14,17040
2017-01-15,17040
2017-01-16,17040
2017-01-17,17040
2017-01-18,17040
2017-01-19,17040
2017-01-20,17040
2017-01-21,17040
2017-01-22,17040
2017-01-23,17040
2017-01-24,17040
2017-01-25,17040
2017-01-26,17040
2017-01-27,17040
2017-01-28,17040
2017-01-29,17040
2017-01-30,17040
2017-01-31,17040
2017-02-01,17040
2017-02-02,17040
2017-02-03,17040
2017-02-04,17040
2017-02-05,17040
2017-02-06,17040
2017-02-07,17040
2017-02-08,17040
2017-02-09,17040
2017-02-10,17040
2017-02-11,17040
2017-02-12,17040
2017-02-13,16448
2017-02-14,16448
2017-02-15,16448
2017-02-16,16448
2017-02-17,16448
2017-02-18,16448
2017-02-19,16448
2017-02-20,16448
2017-02-21,16448
2017-02-22,16448
2017-02-23,16448
2017-02-24,16448
2017-02-25,16448
2017-02-26,16448
2017-02-27,16448
2017-02-28,16448
2017-03-01,16448
2017-03-02,16448
2017-03-03,16448
2017-03-04,16448
2017-03-05,16448
2017-03-06,16448
2017-03-07,16448
2017-03-08,16448
2017-03-09,16448
2017-03-10,16448
2017-03-11,16448
2017-03-12,16448
2017-03-13,16448
2017-03-14,16448
2017-03-15,16448
2017-03-16,16448
2017-03-17,16448
2017-03-18,16448
2017-03-19,16448
2017-03-20,16448
2017-03-21,16448
2017-03-22,16448
2017-03-23,16448
2017-03-24,16448
2017-03-25,16448
2017-03-26,16448
2017-03-27,16448
2017-03-28,16448
2017-03-29,16448
2017-03-30,16448
2017-03-31,16448
2017-04-01,16448
2017-04-02,16448
2017-04-03,16448
2017-04-04,16448
2017-04-05,16448
2017-04-06,16448
2017-04-07,16448
2017-04-08,16448
2017-04-09,16448
2017-04-10,16448
2017-04-11,16448
2017-04-12,16448
2017-04-13,15636
2017-04-14,15636
2017-04-15,15636
2017-04-16,15636
2017-04-17,15636
2017-04-18,15636
2017-04-19,15636
2017-04-20,15636
2017-04-21,15636
2017-04-22,15636
2017-04-23,15636
2017-04-24,15636
2017-04-25,15636
2017-04-26,15636
2017-04-27,15636
2017-04-28,15636
2017-04-29,15636
2017-04-30,15636
2017-05-01,15636
2017-05-02,15636
2017-05-03,15636
2017-05-04,15636
2017-05-05,15636
2017-05-06,15636
2017-05-07,15636
2017-05-08,15636
2017-05-09,15636
2017-05-10,15636
2017-05-11,15636
2017-05-12,15636
2017-05-13,15636
2017-05-14,15636
2017-05-15,15636
2017-05-16,15636
2017-05-17,15636
2017-05-18,15636
2017-05-19,15636
2017-05-20,15636
2017-05-21,15636
2017-05-22,15636
2017-05-23,15636
2017-05-24,15636
2017-05-25,15636
2017-05-26,15636
2017-05-27,15636
2017-05-28,15636
2017-05-29,15636
2017-05-30,15636
2017-05-31,15636
2017-06-01,15636
2017-06-02,15636
2017-06-03,15636
2017-06-04,15636
2017-06-05,15636
2017-06-06,15636
2017-06-07,15636
2017-06-08,15636
2017-06-09,15636
2017-06-10,15636
2017-06-11,15636
2017-06-12,15636
2017-06-13,15636
2017-06-14,15636
2017-06-15,15636
2017-06-16,15636
2017-06-17,15003
2017-06-18,15003
2017-06-19,15003
2017-06-20,15003
2017-06-21,15003
2017-06-22,15003
2017-06-23,15003
2017-06-24,15003
2017-06-25,15003
2017-06-26,15003
2017-06-27,15003
2017-06-28,15003
2017-06-29,15003
2017-06-30,15003
2017-07-01,15003
2017-07-02,15003
2017-07-03,15003
2017-07-04,15003
2017-07-05,15003
2017-07-06,15003
2017-07-07,15003
2017-07-08,15003
2017-07-09,15003
2017-07-10,15003
2017-07-11,15003
2017-07-12,15003
2017-07-13,15003
2017-07-14,15003
2017-07-15,15003
2017-07-16,15003
2017-07-17,15003
2017-07-18,15003
2017-07-19,15003
2017-07-20,15003
2017-07-21,15003
2017-07-22,15003
2017-07-23,15003
2017-07-24,15003
2017-07-25,15003
2017-07-26,15003
2017-07-27,15003
2017-07-28,15003
2017-07-29,15003
2017-07-30,15003
2017-07-31,15003
2017-08-01,15003
2017-08-02,15003
2017-08-03,15003
2017-08-04,15003
2017-08-05,15003
2017-08-06,15003
2017-08-07,15003
2017-08-08,15003
2017-08-09,15003
2017-08-10,15003
2017-08-11,15003
2017-08-12,15003
2017-08-13,15003
2017-08-14,15003
2017-08-15,15003
2017-08-16,15003
2017-08-17,15003
2017-08-18,15003
2017-08-19,15003
2017-08-20,14298
2017-08-21,14298
2017-08-22,14298
2017-08-23,14298
2017-08-24,14298
2017-08-25,14298
2017-08-26,14298
2017-08-27,14298
2017-08-28,14298
2017-08-29,14298
2017-08-30,14298
2017-08-31,14298
2017-09-01,14298
2017-09-02,14298
2017-09-03,14298
2017-09-04,14298
2017-09-05,14298
2017-09-06,14298
2017-09-07,14298
2017-09-08,14298
2017-09-09,14298
2017-09-10,14298
2017-09-11,14298
2017-09-12,14298
2017-09-13,14298
2017-09-14,14298
2017-09-15,14298
2017-09-16,14298
2017-09-17,14298
2017-09-18,14298
2017-09-19,14298
2017-09-20,14298
2017-09-21,14298
2017-09-22,14298
2017-09-23,14298
2017-09-24,14298
2017-09-25,14298
2017-09-26,14298
2017-09-27,14298
2017-09-28,14298
2017-09-29,14298
2017-09-30,14298
2017-10-01,14298
2017-10-02,14298
2017-10-03,14298
2017-10-04,14298
2017-10-05,14298
2017-10-06,14298
2017-10-07,14298
2017-10-08,14298
2017-10-09,14298
2017-10-10,14298
2017-10-11,14298
2017-10-12,14298
2017-10-13,14298
2017-10-14,14298
2017-10-15,14298
2017-10-16,14298
2017-10-17,14298
2017-10-18,14298
2017-10-19,14298
2017-10-20,14298
2017-10-21,14298
2017-10-22,14298
2017-10-23,14298
2017-10-24,14298
2017-10-25,14298
2017-10-26,13725
2017-10-27,13725
2017-10-28,13725
2017-10-29,13725
2017-10-30,13725
2017-10-31,13725
2017-11-01,13725
2017-11-02,13725
2017-11-03,13725
2017-11-04,13725
2017-11-05,13725
2017-11-06,13725
2017-11-07,13725
2017-11-08,13725
2017-11-09,13725
2017-11-10,13725
2017-11-11,13725
2017-11-12,13725
2017-11-13,13725
2017-11-14,13725
2017-11-15,13725
2017-11-16,13725
2017-11-17,13725
2017-11-18,13725
2017-11-19,13725
2017-11-20,13725
2017-11-21,13725
2017-11-22,13725
2017-11-23,13725
2017-11-24,13725
2017-11-25,13725
2017-11-26,13725
2017-11-27,13725
2017-11-28,13725
2017-11-29,13725
2017-11-30,13725
2017-12-01,13725
2017-12-02,13725
2017-12-03,13725
2017-12-04,13725
2017-12-05,13725
2017-12-06,13725
2017-12-07,13725
2017-12-08,13725
2017-12-09,13725
2017-12-10,13725
2017-12-11,13725
2017-12-12,13725
2017-12-13,13725
2017-12-14,13725
2017-12-15,13725
2017-12-16,13725
2017-12-17,13725
2017-12-18,13725
2017-12-19,13725
2017-12-20,13725
2017-12-21,13725
2017-12-22,13725
2017-12-23,13725
2017-12-24,13725
2017-12-25,13725
2017-12-26,13725
2017-12-27,13725
2017-12-28,13725
2017-12-29,13725
2017-12-30,13725
2017-12-31,13725
2018-01-01,13725
2018-01-02,13101
2018-01-03,13101
2018-01-04,13101
2018-01-05,13101
2018-01-06,13101
2018-01-07,13101
2018-01-08,13101
2018-01-09,13101
2018-01-10,13101
2018-01-11,13101
2018-01-12,13101
2018-01-13,13101
2018-01-14,13101
2018-01-15,13101
2018-01-16,13101
2018-01-17,13101
2018-01-18,13101
2018-01-19,13101
2018-01-20,13101
2018-01-21,13101
2018-01-22,13101
2018-01-23,13101
2018-01-24,13101
2018-01-25,13101
2018-01-26,13101
2018-01-27,13101
2018-01-28,13101
2018-01-29,12500
2018-01-30,12500
2018-02-01,12500
2018-02-02,12500
2018-02-03,12500
2018-02-04,12500
2018-02-05,12500
2018-02-06,12500
2018-02-07,12500
2018-02-08,12500
2018-02-09,12500
2018-02-10,12500
2018-02-11,12500
2018-02-12,12500
2018-02-13,12500
2018-02-14,12500
2018-02-15,12500
2018-02-16,12500
2018-02-17,12500
2018-02-18,12500
2018-02-19,12500
2018-02-20,12500
2018-02-21,12500
2018-02-22,12500
2018-02-23,12500
2018-02-24,12500
2018-02-25,11889
2018-02-26,11889
2018-02-27,11889
2018-02-28,11889
2018-03-01,11889
2018-03-02,11889
2018-03-03,11889
2018-03-04,11889
2018-03-05,11889
2018-03-06,11889
2018-03-07,11889
2018-03-08,11889
2018-03-09,11889
2018-03-10,11889
2018-03-11,11889
2018-03-12,11889
2018-03-13,11889
2018-03-14,11889
2018-03-15,11889
2018-03-16,11889
2018-03-17,11889
2018-03-18,11889
2018-03-19,11889
2018-03-20,11889
2018-03-21,11889
2018-03-23,11889
2018-03-24,11308
2018-03-26,11308
2018-03-27,11308
2018-03-28,11308
2018-03-29,11308
2018-03-30,11308
2018-03-31,11308
2018-04-01,11308
2018-04-02,11308
2018-04-03,11308
2018-04-04,11308
2018-04-05,11308
2018-04-06,11308
2018-04-08,11308
2018-04-09,11308
2018-04-10,11308
2018-04-11,11308
2018-04-12,11308
2018-04-13,11308
2018-04-14,11308
2018-04-16,11308
2018-04-17,11308
2018-04-18,11308
2018-04-19,11308
2018-04-20,11308
2018-04-21,11308
2018-04-22,11308
2018-04-23,11308
2018-04-24,11308
2018-04-25,11308
2018-04-26,11308
2018-04-27,11308
2018-04-28,10839
2018-04-29,10839
2018-04-30,10839
2018-05-02,10839
2018-05-03,10839
2018-05-04,10839
2018-05-05,10839
2018-05-06,10839
2018-05-07,10839
2018-05-08,10839
2018-05-09,10839
2018-05-10,10839
2018-05-11,10839
2018-05-12,10839
2018-05-13,10839
2018-05-14,10839
2018-05-15,10839
2018-05-16,10839
2018-05-17,10839
2018-05-18,10839
2018-05-19,10839
2018-05-20,10839
2018-05-21,10839
2018-05-22,10839
2018-05-23,10839
2018-05-24,10839
2018-05-25,10839
2018-05-26,10839
2018-05-27,10839
2018-05-28,10839
2018-05-29,10839
2018-05-30,10322
2018-05-31,10322
2018-06-01,10322
2018-06-02,10322
2018-06-03,10322
2018-06-04,10322
2018-06-05,10322
2018-06-06,10322
2018-06-07,10322
2018-06-08,10322
2018-06-09,10322
2018-06-10,10322
2018-06-11,10322
2018-06-12,10322
2018-06-13,10322
2018-06-14,10322
2018-06-15,10322
2018-06-16,10322
2018-06-17,10322
2018-06-18,10322
2018-06-19,10322
2018-06-20,10322
2018-06-21,10322
2018-06-22,10322
2018-06-23,10322
2018-06-24,10322
2018-06-25,10322
2018-06-26,10322
2018-06-27,9827
2018-06-28,9827
2018-06-29,9827
2018-06-30,9827
2018-07-01,9827
2018-07-02,9827
2018-07-03,9827
2018-07-04,9827
2018-07-05,9827
2018-07-06,9827
2018-07-07,9827
2018-07-08,9827
2018-07-09,9827
2018-07-10,9827
2018-07-11,9827
2018-07-12,9827
2018-07-13,9827
2018-07-14,9827
2018-07-15,9827
2018-07-16,9827
2018-07-17,9827
2018-07-18,9827
2018-07-19,9827
2018-07-20,9827
2018-07-21,9827
2018-07-22,9827
2018-07-23,9827
2018-07-24,9827
2018-07-25,9827
2018-07-26,9827
2018-07-27,9827
2018-07-28,9827
2018-07-29,9827
2018-07-30,9827
2018-07-31,9827
2018-08-01,9827
2018-08-02,9827
2018-08-03,9827
2018-08-04,9827
2018-08-05,9827
2018-08-06,9827
2018-08-07,9412
2018-08-08,9412
2018-08-09,9412
2018-08-10,9412
2018-08-11,9412
2018-08-12,9412
2018-08-14,9412
2018-08-16,9412
2018-08-17,9412
2018-08-18,9412
2018-08-19,9412
2018-08-20,9412
2018-08-21,9412
2018-08-22,9412
2018-08-23,9412
2018-08-24,9412
2018-08-25,9412
2018-08-26,9412
2018-08-27,9412
2018-08-28,9412
2018-08-29,9412
2018-08-30,9412
2018-08-31,9487
2018-09-01,9487
2018-09-02,9487
2018-09-03,9487
2018-09-04,9487
2018-09-05,9487
2018-09-06,9487
2018-09-07,9487
2018-09-08,9487
2018-09-09,9487
2018-09-10,9487
2018-09-11,9487
2018-09-12,9487
2018-09-13,9487
2018-09-14,9487
2018-09-15,9487
2018-09-16,9487
2018-09-17,9487
2018-09-18,9487
2018-09-19,9487
2018-09-20,9487
2018-09-21,9487
2018-09-22,9487
2018-09-23,9091
2018-09-24,9091
2018-09-25,9091
2018-09-26,9091
2018-09-27,9091
2018-09-28,9091
2018-09-29,9091
2018-09-30,9091
2018-10-02,9091
2018-10-03,9091
2018-10-04,9091
2018-10-05,9091
2018-10-06,9091
2018-10-07,9091
2018-10-08,9091
2018-10-09,9091
2018-10-10,9091
2018-10-11,9091
2018-10-12,9091
2018-10-13,9091
2018-10-14,9091
2018-10-15,9091
2018-10-16,9091
2018-10-17,9091
2018-10-18,9091
2018-10-19,9091
2018-10-20,9091
2018-10-21,9091
2018-10-22,9091
2018-10-23,9091
2018-10-24,9091
2018-10-25,8893
2018-10-26,8893
2018-10-27,8893
2018-10-28,8893
2018-10-29,8893
2018-10-30,8893
2018-10-31,8893
2018-11-01,8893
2018-11-03,8893
2018-11-04,8893
2018-11-05,8893
2018-11-06,8893
2018-11-07,8893
2018-11-08,8893
2018-11-09,8893
2018-11-10,8893
2018-11-11,8893
2018-11-12,8893
2018-11-13,8893
2018-11-14,8893
2018-11-15,8893
2018-11-16,8466
2018-11-17,8466
2018-11-18,8466
2018-11-19,8466
2018-11-20,8466
2018-11-21,8466
2018-11-22,8466
2018-11-23,8466
2018-11-24,8466
2018-11-25,8466
2018-11-26,8466
2018-11-27,8466
2018-11-28,8466
2018-11-29,8466
2018-12-01,8049
2018-12-02,8049
2018-12-03,8049
2018-12-04,8049
2018-12-05,8049
2018-12-07,8049
2018-12-09,8049
2018-12-10,8049
2018-12-11,8049
2018-12-12,8049
2018-12-13,8049
2018-12-14,8049
2018-12-15,8049
2018-12-16,7680
2018-12-17,7680
2018-12-18,7680
2018-12-19,7680
2018-12-20,7680
2018-12-21,7680
2018-12-22,7680
2018-12-23,7680
2018-12-24,7680
2018-12-25,7680
2018-12-26,7680
2018-12-27,7680
2018-12-28,7680
2018-12-29,7680
2018-12-30,7680
2018-12-31,7680
2019-01-01,7680
2019-01-02,7382
