date_obj,Mahogany%20bench%20(flatpack) price
2015-03-05,1000
2015-03-06,1000
2015-03-07,1000
2015-03-08,1000
2015-03-09,1000
2015-03-10,1000
2015-03-11,1000
2015-03-12,1000
2015-03-13,1000
2015-03-14,1000
2015-03-15,1000
2015-03-16,1000
2015-03-17,1000
2015-03-18,1000
2015-03-19,1000
2015-03-20,1000
2015-03-21,1000
2015-03-22,1000
2015-03-23,1000
2015-03-24,1000
2015-03-25,1000
2015-03-26,1000
2015-03-27,1000
2015-03-28,1000
2015-03-29,1000
2015-03-30,1000
2015-03-31,1000
2015-04-01,1000
2015-04-02,1000
2015-04-03,1000
2015-04-04,1000
2015-04-05,1000
2015-04-06,1000
2015-04-07,1000
2015-04-08,1000
2015-04-09,1000
2015-04-10,1000
2015-04-11,1000
2015-04-12,1000
2015-04-13,1000
2015-04-14,1000
2015-04-15,1000
2015-04-16,1000
2015-04-17,1000
2015-04-18,1000
2015-04-19,1000
2015-04-20,1000
2015-04-21,1000
2015-04-22,1000
2015-04-23,1000
2015-04-24,1000
2015-04-25,1000
2015-04-26,1000
2015-04-27,1000
2015-04-28,1000
2015-04-29,1000
2015-04-30,1000
2015-05-01,1000
2015-05-02,1000
2015-05-03,1000
2015-05-04,1000
2015-05-05,1000
2015-05-06,1000
2015-05-07,1000
2015-05-08,1000
2015-05-09,1000
2015-05-10,1000
2015-05-11,1000
2015-05-12,1000
2015-05-13,1000
2015-05-14,1000
2015-05-15,1000
2015-05-16,1000
2015-05-17,1000
2015-05-18,1000
2015-05-19,1000
2015-05-20,1000
2015-05-21,1000
2015-05-22,1000
2015-05-23,1000
2015-05-24,1000
2015-05-25,1000
2015-05-26,1000
2015-05-27,1000
2015-05-28,1000
2015-05-29,1000
2015-05-30,1000
2015-05-31,1000
2015-06-01,1000
2015-06-02,1000
2015-06-03,1000
2015-06-04,1000
2015-06-05,1000
2015-06-06,1000
2015-06-07,1000
2015-06-08,1000
2015-06-09,1000
2015-06-10,1000
2015-06-11,1000
2015-06-12,1000
2015-06-13,1000
2015-06-14,1000
2015-06-15,1000
2015-06-16,1000
2015-06-17,1000
2015-06-18,1000
2015-06-19,1000
2015-06-20,1000
2015-06-21,1000
2015-06-22,1000
2015-06-23,1000
2015-06-24,1000
2015-06-25,1000
2015-06-26,1000
2015-06-27,1000
2015-06-28,1000
2015-06-29,1000
2015-06-30,1000
2015-07-01,1000
2015-07-02,1000
2015-07-03,1000
2015-07-04,1000
2015-07-05,1000
2015-07-06,1000
2015-07-07,1000
2015-07-08,1000
2015-07-09,1000
2015-07-10,1000
2015-07-11,1000
2015-07-12,1000
2015-07-13,1000
2015-07-14,1000
2015-07-15,1000
2015-07-16,1000
2015-07-17,1000
2015-07-18,1000
2015-07-19,1000
2015-07-20,1000
2015-07-21,1000
2015-07-22,1000
2015-07-23,1000
2015-07-24,1000
2015-07-25,1000
2015-07-26,1000
2015-07-27,1000
2015-07-28,1000
2015-07-29,1000
2015-07-30,1000
2015-07-31,1000
2015-08-01,1000
2015-08-02,966
2015-08-03,966
2015-08-04,966
2015-08-05,966
2015-08-06,966
2015-08-07,966
2015-08-08,966
2015-08-09,966
2015-08-10,966
2015-08-11,966
2015-08-12,966
2015-08-13,966
2015-08-14,966
2015-08-15,966
2015-08-16,966
2015-08-17,966
2015-08-18,966
2015-08-19,966
2015-08-20,966
2015-08-21,966
2015-08-22,966
2015-08-23,966
2015-08-24,966
2015-08-25,966
2015-08-26,966
2015-08-27,966
2015-08-28,966
2015-08-29,966
2015-08-30,966
2015-08-31,966
2015-09-02,966
2015-09-07,966
2015-09-08,966
2015-09-10,966
2015-09-14,966
2015-09-16,966
2015-09-22,966
2015-09-23,966
2015-09-24,966
2015-09-25,966
2015-09-27,966
2015-09-28,966
2015-09-29,966
2015-09-30,966
2015-10-05,966
2015-10-06,966
2015-10-07,966
2015-10-08,966
2015-10-09,966
2015-10-10,966
2015-10-11,966
2015-10-12,966
2015-10-13,966
2015-10-14,966
2015-10-15,966
2015-10-16,966
2015-10-17,966
2015-10-18,966
2015-10-19,966
2015-10-20,966
2015-10-22,966
2015-10-23,966
2015-10-24,966
2015-10-25,966
2015-10-26,966
2015-10-27,966
2015-10-29,966
2015-10-30,966
2015-10-31,966
2015-11-01,966
2015-11-02,966
2015-11-03,966
2015-11-04,966
2015-11-05,966
2015-11-06,966
2015-11-07,966
2015-11-08,966
2015-11-09,966
2015-11-10,966
2015-11-11,966
2015-11-12,966
2015-11-13,966
2015-11-14,966
2015-11-15,966
2015-11-16,966
2015-11-17,966
2015-11-18,966
2015-11-19,966
2015-11-20,966
2015-11-21,966
2015-11-22,966
2015-11-23,966
2015-11-24,966
2015-11-25,966
2015-11-26,966
2015-11-27,966
2015-11-28,966
2015-11-29,966
2015-11-30,966
2015-12-01,966
2015-12-02,966
2015-12-03,966
2015-12-04,966
2015-12-05,966
2015-12-06,966
2015-12-07,966
2015-12-08,966
2015-12-09,966
2015-12-10,966
2015-12-11,966
2015-12-12,966
2015-12-13,966
2015-12-14,966
2015-12-15,966
2015-12-16,966
2015-12-17,966
2015-12-18,966
2015-12-19,925
2015-12-20,925
2015-12-21,925
2015-12-22,925
2015-12-23,925
2015-12-24,925
2015-12-25,925
2015-12-26,925
2015-12-27,925
2015-12-28,925
2015-12-29,925
2015-12-30,925
2015-12-31,925
2016-01-01,925
2016-01-02,925
2016-01-03,925
2016-01-04,925
2016-01-05,925
2016-01-06,925
2016-01-07,925
2016-01-08,925
2016-01-09,925
2016-01-10,925
2016-01-11,925
2016-01-12,925
2016-01-13,925
2016-01-14,925
2016-01-15,925
2016-01-16,925
2016-01-17,925
2016-01-18,925
2016-01-19,925
2016-01-20,925
2016-01-21,925
2016-01-22,925
2016-01-23,925
2016-01-24,925
2016-01-25,925
2016-01-26,925
2016-01-27,925
2016-01-28,925
2016-01-29,925
2016-01-30,925
2016-01-31,925
2016-02-01,925
2016-02-02,925
2016-02-03,925
2016-02-04,925
2016-02-05,925
2016-02-06,925
2016-02-07,925
2016-02-08,925
2016-02-09,925
2016-02-10,925
2016-02-11,925
2016-02-12,925
2016-02-13,925
2016-02-14,925
2016-02-15,925
2016-02-16,925
2016-02-17,925
2016-02-18,925
2016-02-19,925
2016-02-20,925
2016-02-21,925
2016-02-22,925
2016-02-23,925
2016-02-24,925
2016-02-25,925
2016-02-26,925
2016-02-27,925
2016-02-28,925
2016-02-29,925
2016-03-01,925
2016-03-02,925
2016-03-03,925
2016-03-04,925
2016-03-05,925
2016-03-06,925
2016-03-07,925
2016-03-08,925
2016-03-09,925
2016-03-10,925
2016-03-11,925
2016-03-12,925
2016-03-13,925
2016-03-14,925
2016-03-15,925
2016-03-16,925
2016-03-17,925
2016-03-18,925
2016-03-19,925
2016-03-20,925
2016-03-21,925
2016-03-22,925
2016-03-23,925
2016-03-24,925
2016-03-25,925
2016-03-26,925
2016-03-27,925
2016-03-28,925
2016-03-29,925
2016-03-30,925
2016-03-31,925
2016-04-01,925
2016-04-02,925
2016-04-03,925
2016-04-04,925
2016-04-05,925
2016-04-06,925
2016-04-07,925
2016-04-08,925
2016-04-09,925
2016-04-10,925
2016-04-11,925
2016-04-12,925
2016-04-13,925
2016-04-14,925
2016-04-15,925
2016-04-16,925
2016-04-17,925
2016-04-18,925
2016-04-19,925
2016-04-20,925
2016-04-21,925
2016-04-22,879
2016-04-23,879
2016-04-24,879
2016-04-25,879
2016-04-26,879
2016-04-27,879
2016-04-28,879
2016-04-29,879
2016-04-30,879
2016-05-01,879
2016-05-02,879
2016-05-03,879
2016-05-04,879
2016-05-05,879
2016-05-06,879
2016-05-07,879
2016-05-08,879
2016-05-09,879
2016-05-10,879
2016-05-11,879
2016-05-12,879
2016-05-13,879
2016-05-14,879
2016-05-15,879
2016-05-16,879
2016-05-17,879
2016-05-18,879
2016-05-19,879
2016-05-22,879
2016-05-23,879
2016-05-24,879
2016-05-25,879
2016-05-26,879
2016-05-27,879
2016-05-28,879
2016-05-29,879
2016-05-30,879
2016-05-31,879
2016-06-01,879
2016-06-02,879
2016-06-03,879
2016-06-04,879
2016-06-05,879
2016-06-06,879
2016-06-07,879
2016-06-08,879
2016-06-09,879
2016-06-10,879
2016-06-11,879
2016-06-12,879
2016-06-13,879
2016-06-14,879
2016-06-15,879
2016-06-16,879
2016-06-17,879
2016-06-18,879
2016-06-19,879
2016-06-20,879
2016-06-21,879
2016-06-22,879
2016-06-23,879
2016-06-24,879
2016-06-25,879
2016-06-26,879
2016-06-27,879
2016-06-28,879
2016-06-29,879
2016-06-30,879
2016-07-01,879
2016-07-02,879
2016-07-03,879
