date_obj,Pat%20of%20butter price
2019-08-28,99
2019-08-29,99
2019-08-30,99
2019-08-31,99
2019-09-01,102
2019-09-02,102
2019-09-03,102
2019-09-04,102
2019-09-05,102
2019-09-06,102
2019-09-07,102
2019-09-08,102
2019-09-09,102
2019-09-10,102
2019-09-11,102
2019-09-12,100
2019-09-13,100
2019-09-14,100
2019-09-15,100
2019-09-16,100
2019-09-17,97
2019-09-18,97
2019-09-19,97
2019-09-20,97
2019-09-21,97
2019-09-22,92
2019-09-23,92
2019-09-24,92
2019-09-25,92
2019-09-26,92
2019-09-27,92
2019-09-28,89
2019-09-29,89
2019-09-30,89
2019-10-01,89
2019-10-02,89
2019-10-03,85
2019-10-04,85
2019-10-05,85
2019-10-06,85
2019-10-07,85
2019-10-08,82
2019-10-09,82
2019-10-10,82
2019-10-11,82
2019-10-12,82
2019-10-13,82
2019-10-14,77
2019-10-15,77
2019-10-16,77
2019-10-17,77
2019-10-18,77
2019-10-19,73
2019-10-20,73
2019-10-21,73
2019-10-22,73
2019-10-23,73
2019-10-24,69
2019-10-25,69
2019-10-26,69
2019-10-27,69
2019-10-28,65
2019-10-29,65
2019-10-30,65
2019-10-31,65
2019-11-01,65
2019-11-02,65
2019-11-03,65
2019-11-04,65
2019-11-05,65
2019-11-06,65
2019-11-07,65
2019-11-08,65
2019-11-09,65
2019-11-10,65
2019-11-11,65
2019-11-12,65
2019-11-13,65
2019-11-14,65
2019-11-15,65
2019-11-16,65
2019-11-17,65
2019-11-18,65
2019-11-19,67
2019-11-20,67
2019-11-21,67
2019-11-22,67
2019-11-23,67
2019-11-24,70
2019-11-25,70
2019-11-26,70
2019-11-27,70
2019-11-28,70
2019-11-29,69
2019-11-30,69
2019-12-01,69
2019-12-02,69
2019-12-03,69
2019-12-04,71
2019-12-05,71
2019-12-06,71
2019-12-07,71
2019-12-08,71
2019-12-09,71
2019-12-10,70
2019-12-11,70
2019-12-12,70
2019-12-13,70
2019-12-14,70
2019-12-15,70
2019-12-16,69
2019-12-17,69
2019-12-18,69
2019-12-19,69
2019-12-20,69
2019-12-21,69
2019-12-22,68
2019-12-23,68
2019-12-24,68
2019-12-25,68
2019-12-26,68
2019-12-27,68
2019-12-28,68
2019-12-29,68
2019-12-30,68
2019-12-31,68
2020-01-01,69
2020-01-02,69
2020-01-03,69
2020-01-04,69
2020-01-05,68
2020-01-06,68
2020-01-07,68
2020-01-08,68
2020-01-09,68
2020-01-10,65
2020-01-11,65
2020-01-12,65
2020-01-13,65
2020-01-14,65
2020-01-15,62
2020-01-16,62
2020-01-17,62
2020-01-18,62
2020-01-19,62
2020-01-20,62
2020-01-21,62
2020-01-22,62
2020-01-23,62
2020-01-24,61
2020-01-25,61
2020-01-26,61
2020-01-27,61
2020-01-28,61
2020-01-29,61
2020-01-30,61
2020-01-31,61
2020-02-01,61
2020-02-02,57
2020-02-03,57
2020-02-04,57
2020-02-05,57
2020-02-06,55
2020-02-07,55
2020-02-08,55
2020-02-09,55
2020-02-10,53
2020-02-11,53
2020-02-12,53
2020-02-13,53
2020-02-14,53
2020-02-15,51
2020-02-16,51
2020-02-17,51
2020-02-18,49
2020-02-19,49
2020-02-20,49
2020-02-21,49
2020-02-22,48
2020-02-23,48
2020-02-24,48
2020-02-25,48
2020-02-26,48
2020-02-27,48
2020-02-28,48
2020-02-29,48
2020-03-01,48
2020-03-02,48
2020-03-03,48
2020-03-04,48
2020-03-05,48
2020-03-06,48
2020-03-07,48
2020-03-08,48
2020-03-09,48
2020-03-10,47
2020-03-11,47
2020-03-12,47
2020-03-13,47
2020-03-14,47
2020-03-15,46
2020-03-16,46
2020-03-17,46
2020-03-18,46
2020-03-19,45
2020-03-20,45
2020-03-21,45
2020-03-22,43
2020-03-23,43
2020-03-24,43
2020-03-25,41
2020-03-26,41
2020-03-27,43
2020-03-28,43
2020-03-29,46
2020-03-30,46
2020-03-31,49
2020-04-01,49
2020-04-02,52
2020-04-03,52
2020-04-04,55
2020-04-05,55
2020-04-06,58
2020-04-07,58
2020-04-08,61
2020-04-09,61
2020-04-10,61
2020-04-11,65
2020-04-12,65
2020-04-13,69
2020-04-14,69
2020-04-15,73
2020-04-16,73
2020-04-17,77
2020-04-18,77
2020-04-19,81
2020-04-20,81
2020-04-21,86
2020-04-22,86
2020-04-23,91
2020-04-24,91
2020-04-25,96
2020-04-26,96
2020-04-27,101
2020-04-28,101
2020-04-29,107
2020-04-30,107
2020-05-01,112
2020-05-02,112
2020-05-03,113
2020-05-04,113
2020-05-05,113
2020-05-06,111
2020-05-07,111
2020-05-08,111
2020-05-09,105
2020-05-10,105
2020-05-11,105
2020-05-12,99
2020-05-13,99
