date_obj,Red%20salamander price
2019-08-28,42
2019-08-29,42
2019-08-30,43
2019-08-31,43
2019-09-01,45
2019-09-02,45
2019-09-03,47
2019-09-04,47
2019-09-05,49
2019-09-06,49
2019-09-07,49
2019-09-08,47
2019-09-09,47
2019-09-10,45
2019-09-11,45
2019-09-12,43
2019-09-13,43
2019-09-14,44
2019-09-15,44
2019-09-16,43
2019-09-17,45
2019-09-18,47
2019-09-19,47
2019-09-20,47
2019-09-21,46
2019-09-22,44
2019-09-23,41
2019-09-24,41
2019-09-25,40
2019-09-26,39
2019-09-27,39
2019-09-28,38
2019-09-29,38
2019-09-30,37
2019-10-01,37
2019-10-02,37
2019-10-03,38
2019-10-04,38
2019-10-05,38
2019-10-06,37
2019-10-07,36
2019-10-08,37
2019-10-09,37
2019-10-10,37
2019-10-11,37
2019-10-12,37
2019-10-13,38
2019-10-14,37
2019-10-15,35
2019-10-16,37
2019-10-17,37
2019-10-18,39
2019-10-19,40
2019-10-20,42
2019-10-21,45
2019-10-22,47
2019-10-23,49
2019-10-24,50
2019-10-25,52
2019-10-26,52
2019-10-27,52
2019-10-28,54
2019-10-29,54
2019-10-30,55
2019-10-31,57
2019-11-01,59
2019-11-02,60
2019-11-03,61
2019-11-04,62
2019-11-05,62
2019-11-06,62
2019-11-07,60
2019-11-08,57
2019-11-09,54
2019-11-10,51
2019-11-11,48
2019-11-12,45
2019-11-13,42
2019-11-14,40
2019-11-15,40
2019-11-16,40
2019-11-17,40
2019-11-18,42
2019-11-19,42
2019-11-20,45
2019-11-21,45
2019-11-22,48
2019-11-23,51
2019-11-24,53
2019-11-25,56
2019-11-26,56
2019-11-27,56
2019-11-28,56
2019-11-29,56
2019-11-30,57
2019-12-01,57
2019-12-02,58
2019-12-03,58
2019-12-04,59
2019-12-05,59
2019-12-06,59
2019-12-07,61
2019-12-08,61
2019-12-09,63
2019-12-10,62
2019-12-11,58
2019-12-12,55
2019-12-13,52
2019-12-14,49
2019-12-15,46
2019-12-16,43
2019-12-17,41
2019-12-18,41
2019-12-19,42
2019-12-20,45
2019-12-21,47
2019-12-22,44
2019-12-23,44
2019-12-24,46
2019-12-25,49
2019-12-26,49
2019-12-27,51
2019-12-28,48
2019-12-29,45
2019-12-30,42
2019-12-31,39
2020-01-01,37
2020-01-02,36
2020-01-03,36
2020-01-04,36
2020-01-05,38
2020-01-06,40
2020-01-07,42
2020-01-08,42
2020-01-09,45
2020-01-10,48
2020-01-11,48
2020-01-12,46
2020-01-13,46
2020-01-14,45
2020-01-15,43
2020-01-16,42
2020-01-17,42
2020-01-18,41
2020-01-19,43
2020-01-20,42
2020-01-21,42
2020-01-22,42
2020-01-23,45
2020-01-24,48
2020-01-25,48
2020-01-26,48
2020-01-27,47
2020-01-28,47
2020-01-29,47
2020-01-30,50
2020-01-31,53
2020-02-01,55
2020-02-02,57
2020-02-03,57
2020-02-04,57
2020-02-05,58
2020-02-06,57
2020-02-07,57
2020-02-08,56
2020-02-09,54
2020-02-10,51
2020-02-11,48
2020-02-12,47
2020-02-13,47
2020-02-14,47
2020-02-15,49
2020-02-16,49
2020-02-17,52
2020-02-18,54
2020-02-19,56
2020-02-20,58
2020-02-21,58
2020-02-22,59
2020-02-23,61
2020-02-24,65
2020-02-25,68
2020-02-26,69
2020-02-27,72
2020-02-28,69
2020-02-29,69
2020-03-01,71
2020-03-02,74
2020-03-03,77
2020-03-04,77
2020-03-05,77
2020-03-06,81
2020-03-07,81
2020-03-08,85
2020-03-09,89
2020-03-10,89
2020-03-11,89
2020-03-12,89
2020-03-13,88
2020-03-14,89
2020-03-15,87
2020-03-16,87
2020-03-17,86
2020-03-18,85
2020-03-19,81
2020-03-20,82
2020-03-21,81
2020-03-22,82
2020-03-23,80
2020-03-24,82
2020-03-25,85
2020-03-26,86
2020-03-27,87
2020-03-28,85
2020-03-29,87
2020-03-30,88
2020-03-31,87
2020-04-01,88
2020-04-02,92
2020-04-03,92
2020-04-04,96
2020-04-05,99
2020-04-06,102
2020-04-07,100
2020-04-08,102
2020-04-09,102
2020-04-10,102
2020-04-11,103
2020-04-12,101
2020-04-13,100
2020-04-14,96
2020-04-15,98
2020-04-16,99
2020-04-17,99
2020-04-18,99
2020-04-19,99
2020-04-20,101
2020-04-21,100
2020-04-22,100
2020-04-23,97
2020-04-24,94
2020-04-25,95
2020-04-26,95
2020-04-27,96
2020-04-28,96
2020-04-29,94
2020-04-30,92
2020-05-01,91
2020-05-02,92
2020-05-03,91
2020-05-04,91
2020-05-05,87
2020-05-06,88
2020-05-07,92
2020-05-08,92
2020-05-09,91
2020-05-10,89
2020-05-11,87
2020-05-12,84
2020-05-13,84
