date_obj,Villager%20hat%20(pink) price
2015-07-12,22248
2015-07-13,22248
2015-07-14,22248
2015-07-15,22248
2015-07-16,22248
2015-07-17,22248
2015-07-18,22248
2015-07-19,22248
2015-07-20,22248
2015-07-21,22248
2015-07-22,22248
2015-07-23,22248
2015-07-24,22248
2015-07-25,22248
2015-07-26,22248
2015-07-27,22248
2015-07-28,22248
2015-07-29,22248
2015-07-30,22248
2015-07-31,22248
2015-08-01,22248
2015-08-02,22248
2015-08-03,22248
2015-08-04,22248
2015-08-05,22248
2015-08-06,22248
2015-08-07,22248
2015-08-08,22248
2015-08-09,22248
2015-08-10,21186
2015-08-11,21186
2015-08-12,21186
2015-08-13,21186
2015-08-14,21186
2015-08-15,21186
2015-08-16,21186
2015-08-17,21186
2015-08-18,21186
2015-08-19,21186
2015-08-20,21186
2015-08-21,21186
2015-08-22,21186
2015-08-23,21186
2015-08-24,21186
2015-08-25,21186
2015-08-26,21186
2015-08-27,21186
2015-08-28,21186
2015-08-29,21186
2015-08-30,21186
2015-08-31,21186
2015-09-01,21186
2015-09-02,21186
2015-09-03,21186
2015-09-04,21186
2015-09-05,21186
2015-09-06,21186
2015-09-07,21186
2015-09-08,21186
2015-09-09,21186
2015-09-10,21186
2015-09-11,21186
2015-09-12,21186
2015-09-13,21186
2015-09-14,20140
2015-09-15,20140
2015-09-16,20140
2015-09-17,20140
2015-09-18,20140
2015-09-19,20140
2015-09-20,20140
2015-09-21,20140
2015-09-22,20140
2015-09-23,20140
2015-09-24,20140
2015-09-25,20140
2015-09-26,20140
2015-09-27,20140
2015-09-28,20140
2015-09-29,20140
2015-09-30,20140
2015-10-01,20140
2015-10-02,20140
2015-10-03,20140
2015-10-04,20140
2015-10-05,20140
2015-10-06,20140
2015-10-07,20140
2015-10-08,20140
2015-10-09,20140
2015-10-10,20140
2015-10-11,20140
2015-10-12,20140
2015-10-13,20140
2015-10-14,20140
2015-10-15,19166
2015-10-16,19166
2015-10-17,19166
2015-10-18,19166
2015-10-19,19166
2015-10-20,19166
2015-10-21,19166
2015-10-22,19166
2015-10-23,19166
2015-10-24,19166
2015-10-25,19166
2015-10-26,19166
2015-10-27,19166
2015-10-28,19166
2015-10-29,19166
2015-10-30,19166
2015-10-31,19166
2015-11-01,19166
2015-11-02,19166
2015-11-03,19166
2015-11-04,19166
2015-11-05,19166
2015-11-06,19166
2015-11-07,19166
2015-11-08,19166
2015-11-09,19166
2015-11-10,19166
2015-11-11,19166
2015-11-12,19166
2015-11-13,19166
2015-11-14,19166
2015-11-15,19166
2015-11-16,19166
2015-11-17,19166
2015-11-18,19166
2015-11-19,19166
2015-11-20,19166
2015-11-21,19166
2015-11-22,19166
2015-11-23,19166
2015-11-24,19166
2015-11-25,19166
2015-11-26,18272
2015-11-27,18272
2015-11-28,18272
2015-11-29,18272
2015-11-30,18272
2015-12-01,18272
2015-12-02,18272
2015-12-03,18272
2015-12-04,18272
2015-12-05,18272
2015-12-06,18272
2015-12-07,18272
2015-12-08,18272
2015-12-09,18272
2015-12-10,18272
2015-12-11,18272
2015-12-12,18272
2015-12-13,18272
2015-12-14,18272
2015-12-15,18272
2015-12-16,18272
2015-12-17,18272
2015-12-18,18272
2015-12-19,18272
2015-12-20,18272
2015-12-21,18272
2015-12-22,18272
2015-12-23,18272
2015-12-24,18272
2015-12-25,18272
2015-12-26,18272
2015-12-27,18272
2015-12-28,18272
2015-12-29,18272
2015-12-30,18272
2015-12-31,18272
2016-01-01,18272
2016-01-02,17825
2016-01-03,17825
2016-01-04,17825
2016-01-05,17825
2016-01-06,17825
2016-01-07,17825
2016-01-08,17825
2016-01-09,17825
2016-01-10,17825
2016-01-11,17825
2016-01-12,17825
2016-01-13,17825
2016-01-14,17825
2016-01-15,17825
2016-01-16,17825
2016-01-17,17825
2016-01-18,17825
2016-01-19,17825
2016-01-20,17825
2016-01-21,17825
2016-01-22,17825
2016-01-23,17825
2016-01-24,17825
2016-01-25,17825
2016-01-26,17825
2016-01-27,17825
2016-01-28,17825
2016-01-29,17825
2016-01-30,17825
2016-01-31,17825
2016-02-01,17825
2016-02-02,17825
2016-02-03,17825
2016-02-04,17825
2016-02-05,17825
2016-02-06,17825
2016-02-07,17825
2016-02-08,17825
2016-02-09,17825
2016-02-10,17825
2016-02-11,17825
2016-02-12,17825
2016-02-13,17825
2016-02-14,17825
2016-02-15,17093
2016-02-16,17093
2016-02-17,17093
2016-02-18,17093
2016-02-19,17093
2016-02-20,17093
2016-02-21,17093
2016-02-22,17093
2016-02-23,17093
2016-02-24,17093
2016-02-25,17093
2016-02-26,17093
2016-02-27,17093
2016-02-28,17093
2016-02-29,17093
2016-03-01,17093
2016-03-02,17093
2016-03-03,17093
2016-03-04,17093
2016-03-05,17093
2016-03-06,17093
2016-03-07,17093
2016-03-08,17093
2016-03-09,17093
2016-03-10,17093
2016-03-11,17093
2016-03-12,17093
2016-03-13,17093
2016-03-14,17093
2016-03-15,17093
2016-03-16,17093
2016-03-17,17093
2016-03-18,17093
2016-03-19,17093
2016-03-20,17093
2016-03-21,16354
2016-03-22,16354
2016-03-23,16354
2016-03-24,16354
2016-03-25,16354
2016-03-26,16354
2016-03-27,16354
2016-03-28,16354
2016-03-29,16354
2016-03-30,16354
2016-03-31,16354
2016-04-01,16354
2016-04-02,16354
2016-04-03,16354
2016-04-04,16354
2016-04-05,16354
2016-04-06,16354
2016-04-07,16354
2016-04-08,16354
2016-04-09,16354
2016-04-10,16354
2016-04-11,16354
2016-04-12,16354
2016-04-13,16354
2016-04-14,16354
2016-04-15,16354
2016-04-16,16354
2016-04-17,16354
2016-04-18,16354
2016-04-19,16354
2016-04-20,16354
2016-04-21,16354
2016-04-22,16354
2016-04-23,16354
2016-04-24,16354
2016-04-25,15543
2016-04-26,15543
2016-04-27,15543
2016-04-28,15543
2016-04-29,15543
2016-04-30,15543
2016-05-01,15543
2016-05-02,15543
2016-05-03,15543
2016-05-04,15543
2016-05-05,15543
2016-05-06,15543
2016-05-07,15543
2016-05-08,15543
2016-05-09,15543
2016-05-10,15543
2016-05-11,15543
2016-05-12,15543
2016-05-13,15543
2016-05-14,15543
2016-05-15,15543
2016-05-16,15543
2016-05-17,15543
2016-05-18,15543
2016-05-19,15543
2016-05-20,15543
2016-05-21,15543
2016-05-22,15543
2016-05-23,15543
2016-05-24,15543
2016-05-25,15543
2016-05-26,15543
2016-05-27,15543
2016-05-28,15543
2016-05-29,14771
2016-05-30,14771
2016-05-31,14771
2016-06-01,14771
2016-06-02,14771
2016-06-03,14771
2016-06-04,14771
2016-06-05,14771
2016-06-06,14771
2016-06-07,14771
2016-06-08,14771
2016-06-09,14771
2016-06-10,14771
2016-06-11,14771
2016-06-12,14771
2016-06-13,14771
2016-06-14,14771
2016-06-15,14771
2016-06-16,14771
2016-06-17,14771
2016-06-18,14771
2016-06-19,14771
2016-06-20,14771
2016-06-21,14771
2016-06-22,14771
2016-06-23,14771
2016-06-24,14771
2016-06-25,14771
2016-06-26,14771
2016-06-27,14771
2016-06-28,14771
2016-06-29,14771
2016-06-30,14771
2016-07-01,14771
2016-07-02,14771
2016-07-03,14771
2016-07-04,14216
2016-07-05,14216
2016-07-06,14216
2016-07-07,14216
2016-07-08,14216
2016-07-09,14216
2016-07-10,14216
2016-07-11,14216
2016-07-13,14216
2016-07-14,14216
2016-07-15,14216
2016-07-16,14216
2016-07-17,14216
2016-07-18,14216
2016-07-19,14216
2016-07-20,14216
2016-07-21,14216
2016-07-22,14216
2016-07-23,14216
2016-07-24,14216
2016-07-25,14216
2016-07-26,14216
2016-07-27,14216
2016-07-28,14216
2016-07-29,14216
2016-07-30,14216
2016-07-31,14216
2016-08-01,14216
2016-08-02,14216
2016-08-03,14216
2016-08-04,13603
2016-08-05,13603
2016-08-06,13603
2016-08-07,13603
2016-08-08,13603
2016-08-09,13603
2016-08-10,13603
2016-08-11,13603
2016-08-12,13603
2016-08-13,13603
2016-08-14,13603
2016-08-15,13603
2016-08-16,13603
2016-08-17,13603
2016-08-18,13603
2016-08-19,13603
2016-08-20,13603
2016-08-21,13603
2016-08-22,13603
2016-08-23,13603
2016-08-24,13603
2016-08-25,13603
2016-08-26,13603
2016-08-27,13603
2016-08-28,13603
2016-08-29,13603
2016-08-30,13603
2016-08-31,13603
2016-09-01,13603
2016-09-02,13603
2016-09-03,13603
2016-09-04,13603
2016-09-05,13603
2016-09-06,13603
2016-09-07,13603
2016-09-08,13603
2016-09-09,13603
2016-09-10,13603
2016-09-11,13603
2016-09-12,13237
2016-09-13,13237
2016-09-14,13237
2016-09-15,13237
2016-09-16,13237
2016-09-17,13237
2016-09-18,13237
2016-09-19,13237
2016-09-20,13237
2016-09-21,13237
2016-09-22,13237
2016-09-23,13237
2016-09-24,13237
2016-09-25,13237
2016-09-26,13237
2016-09-27,13237
2016-09-28,13237
2016-09-29,13237
2016-09-30,13237
2016-10-01,13237
2016-10-02,13237
2016-10-03,13237
2016-10-04,13237
2016-10-05,13237
2016-10-06,13237
2016-10-07,13237
2016-10-08,13237
2016-10-09,13237
2016-10-10,13237
2016-10-11,13237
2016-10-12,13237
2016-10-13,13237
2016-10-14,13237
2016-10-15,13237
2016-10-16,13237
2016-10-17,13237
2016-10-18,13237
2016-10-19,13237
2016-10-20,12645
2016-10-21,12645
2016-10-22,12645
2016-10-23,12645
2016-10-24,12645
2016-10-25,12645
2016-10-26,12645
2016-10-27,12645
2016-10-28,12645
2016-10-29,12645
2016-10-30,12645
2016-10-31,12645
2016-11-01,12645
2016-11-02,12645
2016-11-03,12645
2016-11-04,12645
2016-11-05,12645
2016-11-06,12645
2016-11-07,12645
2016-11-08,12645
2016-11-09,12645
2016-11-10,12645
2016-11-11,12645
2016-11-12,12645
2016-11-13,12645
2016-11-14,12645
2016-11-15,12645
2016-11-16,12645
2016-11-17,12645
2016-11-18,12645
2016-11-19,12645
2016-11-20,12645
2016-11-21,12645
2016-11-22,12645
2016-11-23,12645
2016-11-24,12645
2016-11-25,12645
2016-11-26,12645
2016-11-27,12645
2016-11-28,12645
2016-11-29,12645
2016-11-30,12645
2016-12-01,12134
2016-12-02,12134
2016-12-03,12134
2016-12-04,12134
2016-12-05,12134
2016-12-06,12134
2016-12-07,12134
2016-12-08,12134
2016-12-09,12134
2016-12-10,12134
2016-12-11,12134
2016-12-12,12134
2016-12-13,12134
2016-12-14,12134
2016-12-15,12134
2016-12-16,12134
2016-12-17,12134
2016-12-18,12134
2016-12-19,12134
2016-12-20,12134
2016-12-21,12134
2016-12-22,12134
2016-12-23,12134
2016-12-24,12134
2016-12-25,12134
2016-12-26,12134
2016-12-27,12134
2016-12-28,12134
2016-12-29,12134
2016-12-30,12134
2016-12-31,12134
2017-01-01,12134
2017-01-02,12134
2017-01-03,12134
2017-01-04,12134
2017-01-05,12134
2017-01-06,12134
2017-01-07,12134
2017-01-08,12134
2017-01-09,12134
2017-01-10,12134
2017-01-11,11667
2017-01-12,11667
2017-01-13,11667
2017-01-14,11667
2017-01-15,11667
2017-01-16,11667
2017-01-17,11667
2017-01-18,11667
2017-01-19,11667
2017-01-20,11667
2017-01-21,11667
2017-01-22,11667
2017-01-23,11667
2017-01-24,11667
2017-01-25,11667
2017-01-26,11667
2017-01-27,11667
2017-01-28,11667
2017-01-29,11667
2017-01-30,11667
2017-01-31,11667
2017-02-01,11667
2017-02-02,11667
2017-02-03,11667
2017-02-04,11667
2017-02-05,11667
2017-02-06,11667
2017-02-07,11667
2017-02-08,11667
2017-02-09,11667
2017-02-10,11667
2017-02-11,11667
2017-02-12,11667
2017-02-13,11667
2017-02-14,11667
2017-02-15,11667
2017-02-16,11667
2017-02-17,11667
2017-02-18,11307
2017-02-19,11307
2017-02-20,11307
2017-02-21,11307
2017-02-22,11307
2017-02-23,11307
2017-02-24,11307
2017-02-25,11307
2017-02-26,11307
2017-02-27,11307
2017-02-28,11307
2017-03-01,11307
2017-03-02,11307
2017-03-03,11307
2017-03-04,11307
2017-03-05,11307
2017-03-06,11307
2017-03-07,11307
2017-03-08,11307
2017-03-09,11307
2017-03-10,11307
2017-03-11,11307
2017-03-12,11307
2017-03-13,11307
2017-03-14,11307
2017-03-15,11307
2017-03-16,11307
2017-03-17,11307
2017-03-18,11307
2017-03-19,11307
2017-03-20,11307
2017-03-21,11307
2017-03-22,11307
2017-03-23,11307
2017-03-24,11307
2017-03-25,11307
2017-03-26,11307
2017-03-27,11307
2017-03-28,11252
2017-03-29,11252
2017-03-30,11252
2017-03-31,11252
2017-04-01,11252
2017-04-02,11252
2017-04-03,11252
2017-04-04,11252
2017-04-05,11252
2017-04-06,11252
2017-04-07,11252
2017-04-08,11252
2017-04-09,11252
2017-04-10,11252
2017-04-11,11252
2017-04-12,11252
2017-04-13,11252
2017-04-14,11252
2017-04-15,11252
2017-04-16,11252
2017-04-17,11252
2017-04-18,11252
2017-04-19,11252
2017-04-20,11252
2017-04-21,11252
2017-04-22,11252
2017-04-23,11252
2017-04-24,11252
2017-04-25,11252
2017-04-26,11252
2017-04-27,11252
2017-04-28,11252
2017-04-29,11252
2017-04-30,11252
2017-05-01,11005
2017-05-02,11005
2017-05-03,11005
2017-05-04,11005
2017-05-05,11005
2017-05-06,11005
2017-05-07,11005
2017-05-08,11005
2017-05-09,11005
2017-05-10,11005
2017-05-11,11005
2017-05-12,11005
2017-05-13,11005
2017-05-14,11005
2017-05-15,11005
2017-05-16,11005
2017-05-17,11005
2017-05-18,11005
2017-05-19,11005
2017-05-20,11005
2017-05-21,11005
2017-05-22,11005
2017-05-23,11005
2017-05-24,11005
2017-05-25,11005
2017-05-26,11005
2017-05-27,11005
2017-05-28,11005
2017-05-29,11005
2017-05-30,11005
2017-05-31,11005
2017-06-01,11005
2017-06-02,11005
2017-06-03,11005
2017-06-04,11005
2017-06-05,11005
2017-06-06,10913
2017-06-07,10913
2017-06-08,10913
2017-06-09,10913
2017-06-10,10913
2017-06-11,10913
2017-06-12,10913
2017-06-13,10913
2017-06-14,10913
2017-06-15,10913
2017-06-16,10913
2017-06-17,10913
2017-06-18,10913
2017-06-19,10913
2017-06-20,10913
2017-06-21,10913
2017-06-22,10913
2017-06-23,10913
2017-06-24,10913
2017-06-25,10913
2017-06-26,10913
2017-06-27,10913
2017-06-28,10913
2017-06-29,10913
2017-06-30,10913
2017-07-01,10913
2017-07-02,10913
2017-07-03,10913
2017-07-04,10913
2017-07-05,10913
2017-07-06,10913
2017-07-07,10913
2017-07-08,10913
2017-07-09,10913
2017-07-10,10913
2017-07-11,10913
2017-07-12,10913
2017-07-13,10374
2017-07-14,10374
2017-07-15,10374
2017-07-16,10374
2017-07-17,10374
2017-07-18,10374
2017-07-19,10374
2017-07-20,10374
2017-07-21,10374
2017-07-22,10374
2017-07-23,10374
2017-07-24,10374
2017-07-25,10374
2017-07-26,10374
2017-07-27,10374
2017-07-28,10374
2017-07-29,10374
2017-07-30,10374
2017-07-31,10374
2017-08-01,10374
2017-08-02,10374
2017-08-03,10374
2017-08-04,10374
2017-08-05,10374
2017-08-06,10374
2017-08-07,10374
2017-08-08,10374
2017-08-09,10374
2017-08-10,10374
2017-08-11,10374
2017-08-12,10374
2017-08-13,10374
2017-08-14,9867
2017-08-15,9867
2017-08-16,9867
2017-08-17,9867
2017-08-18,9867
2017-08-19,9867
2017-08-20,9867
2017-08-21,9867
2017-08-22,9867
2017-08-23,9867
2017-08-24,9867
2017-08-25,9867
2017-08-26,9867
2017-08-27,9867
2017-08-28,9867
2017-08-29,9867
2017-08-30,9867
2017-08-31,9867
2017-09-01,9867
2017-09-02,9867
2017-09-03,9867
2017-09-04,9867
2017-09-05,9867
2017-09-06,9867
2017-09-07,9867
2017-09-08,9867
2017-09-09,9867
2017-09-10,9867
2017-09-11,9867
2017-09-12,9439
2017-09-13,9439
2017-09-14,9439
2017-09-15,9439
2017-09-16,9439
2017-09-17,9439
2017-09-18,9439
2017-09-19,9439
2017-09-20,9439
2017-09-21,9439
2017-09-22,9439
2017-09-23,9439
2017-09-24,9439
2017-09-25,9439
2017-09-26,9439
2017-09-27,9439
2017-09-28,9439
2017-09-29,9439
2017-09-30,9439
2017-10-01,9439
2017-10-02,9439
2017-10-03,9439
2017-10-04,9439
2017-10-05,9439
2017-10-06,9439
2017-10-07,9439
2017-10-08,9439
2017-10-09,9439
2017-10-10,9439
2017-10-11,9439
2017-10-12,9327
2017-10-13,9327
2017-10-14,9327
2017-10-15,9327
2017-10-16,9327
2017-10-17,9327
2017-10-18,9327
2017-10-19,9327
2017-10-20,9327
2017-10-21,9327
2017-10-22,9327
2017-10-23,9327
2017-10-24,9327
2017-10-25,9327
2017-10-26,9327
2017-10-27,9327
2017-10-28,9327
2017-10-29,9327
2017-10-30,9327
2017-10-31,9327
2017-11-01,9327
2017-11-02,9327
2017-11-03,9327
2017-11-04,9327
2017-11-05,9327
2017-11-06,9327
2017-11-07,9327
2017-11-08,9327
2017-11-09,9327
2017-11-10,9327
2017-11-11,9327
2017-11-12,9327
2017-11-13,9327
2017-11-14,9327
2017-11-15,9327
2017-11-16,9327
2017-11-17,9327
2017-11-18,9026
2017-11-19,9026
2017-11-20,9026
2017-11-21,9026
2017-11-22,9026
2017-11-23,9026
2017-11-24,9026
2017-11-25,9026
2017-11-26,9026
2017-11-27,9026
2017-11-28,9026
2017-11-29,9026
2017-11-30,9026
2017-12-01,9026
2017-12-02,9026
2017-12-03,9026
2017-12-04,9026
2017-12-05,9026
2017-12-06,9026
2017-12-07,9026
2017-12-08,9026
2017-12-09,9026
2017-12-10,9026
2017-12-11,9026
2017-12-12,9026
2017-12-13,9026
2017-12-14,9026
2017-12-15,9026
2017-12-16,9026
2017-12-17,9026
2017-12-18,9026
2017-12-19,9026
2017-12-20,9026
2017-12-21,9026
2017-12-22,8845
2017-12-23,8845
2017-12-24,8845
2017-12-25,8845
2017-12-26,8845
2017-12-27,8845
2017-12-28,8845
2017-12-29,8845
2017-12-30,8845
2017-12-31,8845
2018-01-01,8845
2018-01-02,8845
2018-01-03,8845
2018-01-04,8845
2018-01-05,8845
2018-01-06,8845
2018-01-07,8845
2018-01-08,8845
2018-01-09,8845
2018-01-10,8845
2018-01-11,8845
2018-01-12,8845
2018-01-13,8845
2018-01-14,8845
2018-01-15,8845
2018-01-16,8845
2018-01-17,8845
2018-01-18,8845
2018-01-19,8845
2018-01-20,8845
2018-01-21,8845
2018-01-22,8845
2018-01-23,8845
2018-01-24,8559
2018-01-25,8559
2018-01-26,8559
2018-01-27,8559
2018-01-28,8559
2018-01-29,8559
2018-01-30,8559
2018-02-01,8559
2018-02-02,8559
2018-02-03,8559
2018-02-04,8559
2018-02-05,8559
2018-02-06,8559
2018-02-07,8559
2018-02-08,8559
2018-02-09,8559
2018-02-10,8559
2018-02-11,8392
2018-02-12,8392
2018-02-13,8392
2018-02-14,8392
2018-02-15,8392
2018-02-16,8392
2018-02-17,8392
2018-02-18,8392
2018-02-19,8392
2018-02-20,8392
2018-02-21,8392
2018-02-22,8392
2018-02-23,8392
2018-02-24,8392
2018-02-25,8126
2018-02-26,8126
2018-02-27,8126
2018-02-28,8126
2018-03-01,8126
2018-03-02,8126
2018-03-03,8126
2018-03-04,8126
2018-03-05,8126
2018-03-06,8126
2018-03-07,8126
2018-03-08,8126
2018-03-09,8126
2018-03-10,8126
2018-03-11,8126
2018-03-12,8126
2018-03-13,8126
2018-03-14,8126
2018-03-15,8126
2018-03-16,8126
2018-03-17,8397
2018-03-18,8397
2018-03-19,8397
2018-03-20,8397
2018-03-21,8397
2018-03-23,8397
2018-03-24,8397
2018-03-26,8397
2018-03-27,8397
2018-03-28,8397
2018-03-29,8397
2018-03-30,8397
2018-03-31,8397
2018-04-01,8397
2018-04-02,8397
2018-04-03,8397
2018-04-04,8397
2018-04-05,8352
2018-04-06,8352
2018-04-08,8352
2018-04-09,8352
2018-04-10,8352
2018-04-11,8352
2018-04-12,8352
2018-04-13,8352
2018-04-14,8352
2018-04-16,8352
2018-04-17,8352
2018-04-18,8352
2018-04-19,8352
2018-04-20,8352
2018-04-21,8352
2018-04-22,8352
2018-04-23,8352
2018-04-24,8352
2018-04-25,8352
2018-04-26,8352
2018-04-27,8352
2018-04-28,8352
2018-04-29,8352
2018-04-30,8552
2018-05-02,8552
2018-05-03,8552
2018-05-04,8552
2018-05-05,8552
2018-05-06,8552
2018-05-07,8552
2018-05-08,8552
2018-05-09,8552
2018-05-10,8552
2018-05-11,8552
2018-05-12,8552
2018-05-13,8552
2018-05-14,8552
2018-05-15,8552
2018-05-16,8552
2018-05-17,8552
2018-05-18,8552
2018-05-19,8552
2018-05-20,8552
2018-05-21,8552
2018-05-22,8552
2018-05-23,8552
2018-05-24,8288
2018-05-25,8288
2018-05-26,8288
2018-05-27,8288
2018-05-28,8288
2018-05-29,8288
2018-05-30,8288
2018-05-31,8288
2018-06-01,8288
2018-06-02,8288
2018-06-03,8288
2018-06-04,8288
2018-06-05,8288
2018-06-06,8288
2018-06-07,8288
2018-06-08,8288
2018-06-09,8288
2018-06-10,8001
2018-06-11,8001
2018-06-12,8001
2018-06-13,8001
2018-06-14,8001
2018-06-15,8001
2018-06-16,8001
2018-06-17,8001
2018-06-18,8001
2018-06-19,8001
2018-06-20,8001
2018-06-21,8001
2018-06-22,8001
2018-06-23,8001
2018-06-24,8001
2018-06-25,8001
2018-06-26,8001
2018-06-27,8001
2018-06-28,8001
2018-06-29,8001
2018-06-30,8001
2018-07-01,8001
2018-07-02,7619
2018-07-03,7619
2018-07-04,7619
2018-07-05,7619
2018-07-06,7619
2018-07-07,7619
2018-07-08,7619
2018-07-09,7619
2018-07-10,7619
2018-07-11,7619
2018-07-12,7619
2018-07-13,7619
2018-07-14,7619
2018-07-15,7619
2018-07-16,7619
2018-07-17,7619
2018-07-18,7619
2018-07-19,7619
2018-07-20,7619
2018-07-21,7619
2018-07-22,7619
2018-07-23,7619
2018-07-24,7619
2018-07-25,7619
2018-07-26,7619
2018-07-27,7619
2018-07-28,7619
2018-07-29,7678
2018-07-30,7678
2018-07-31,7678
2018-08-01,7678
2018-08-02,7678
2018-08-03,7678
2018-08-04,7678
2018-08-05,7678
2018-08-06,7678
2018-08-07,7678
2018-08-08,7678
2018-08-09,7678
2018-08-10,7678
2018-08-11,7678
2018-08-12,7678
2018-08-14,7678
2018-08-16,7605
2018-08-17,7605
2018-08-18,7605
2018-08-19,7605
2018-08-20,7605
2018-08-21,7605
2018-08-22,7605
2018-08-23,7605
2018-08-24,7605
2018-08-25,7605
2018-08-26,7605
2018-08-27,7605
2018-08-28,7605
2018-08-29,7291
2018-08-30,7291
2018-08-31,7291
2018-09-01,7291
2018-09-02,7291
2018-09-03,7291
2018-09-04,7291
2018-09-05,7291
2018-09-06,7291
2018-09-07,7291
2018-09-08,7291
2018-09-09,7291
2018-09-10,7291
2018-09-11,7291
2018-09-12,7291
2018-09-13,7291
2018-09-14,6979
2018-09-15,6979
2018-09-16,6979
2018-09-17,6979
2018-09-18,6979
2018-09-19,6979
2018-09-20,6979
2018-09-21,6979
2018-09-22,6979
2018-09-23,6979
2018-09-24,6979
2018-09-25,6979
2018-09-26,6979
2018-09-27,6979
2018-09-28,6979
2018-09-29,6979
2018-09-30,6979
2018-10-02,6979
2018-10-03,7186
2018-10-04,7186
2018-10-05,7186
2018-10-06,7186
2018-10-07,7186
2018-10-08,7186
2018-10-09,7186
2018-10-10,7186
2018-10-11,7186
2018-10-12,7186
2018-10-13,7186
2018-10-14,7186
2018-10-15,7186
2018-10-16,7186
2018-10-17,7186
2018-10-18,7186
2018-10-19,7186
2018-10-20,7186
2018-10-21,7186
2018-10-22,7261
2018-10-23,7261
2018-10-24,7261
2018-10-25,7261
2018-10-26,7261
2018-10-27,7261
2018-10-28,7261
2018-10-29,7261
2018-10-30,7261
2018-10-31,7261
2018-11-01,7261
2018-11-03,7261
2018-11-04,7261
2018-11-05,7261
2018-11-06,7261
2018-11-07,7177
2018-11-08,7177
2018-11-09,7177
2018-11-10,7177
2018-11-11,7177
2018-11-12,7177
2018-11-13,7177
2018-11-14,7177
2018-11-15,7177
2018-11-16,7177
2018-11-17,7177
2018-11-18,7177
2018-11-19,7003
2018-11-20,7003
2018-11-21,7003
2018-11-22,7003
2018-11-23,7003
2018-11-24,7003
2018-11-25,7003
2018-11-26,7003
2018-11-27,7003
2018-11-28,7003
2018-11-29,6657
2018-12-01,6657
2018-12-02,6657
2018-12-03,6657
2018-12-04,6657
2018-12-05,6657
2018-12-07,6657
2018-12-09,6372
2018-12-10,6372
2018-12-11,6372
2018-12-12,6372
2018-12-13,6372
2018-12-14,6372
2018-12-15,6372
2018-12-16,6372
2018-12-17,6372
2018-12-18,6191
2018-12-19,6191
2018-12-20,6191
2018-12-21,6191
2018-12-22,6191
2018-12-23,6191
2018-12-24,6191
2018-12-25,6191
2018-12-26,6191
2018-12-27,6160
2018-12-28,6160
2018-12-29,6160
2018-12-30,6160
2018-12-31,6160
2019-01-01,6160
2019-01-02,6160
2019-01-03,6160
2019-01-04,6160
