date_obj,Bird%20house price
2018-01-14,600
2018-01-15,600
2018-01-16,600
2018-01-17,600
2018-01-18,600
2018-01-19,600
2018-01-20,600
2018-01-21,600
2018-01-22,600
2018-01-23,600
2018-01-24,600
2018-01-25,600
2018-01-26,600
2018-01-27,600
2018-01-28,608
2018-01-29,608
2018-01-30,608
2018-01-31,608
2018-02-01,608
2018-02-02,608
2018-02-03,608
2018-02-04,608
2018-02-05,608
2018-02-06,608
2018-02-07,608
2018-02-08,608
2018-02-09,608
2018-02-10,608
2018-02-11,608
2018-02-12,608
2018-02-13,608
2018-02-14,608
2018-02-15,608
2018-02-16,608
2018-02-17,608
2018-02-18,608
2018-02-19,608
2018-02-20,608
2018-02-21,608
2018-02-22,608
2018-02-23,608
2018-02-24,608
2018-02-25,608
2018-02-26,608
2018-02-27,608
2018-02-28,608
2018-03-01,608
2018-03-02,608
2018-03-03,608
2018-03-04,608
2018-03-05,608
2018-03-06,608
2018-03-07,608
2018-03-08,608
2018-03-09,608
2018-03-10,608
2018-03-11,608
2018-03-12,608
2018-03-13,608
2018-03-14,608
2018-03-15,608
2018-03-16,608
2018-03-17,608
2018-03-18,608
2018-03-19,608
2018-03-20,608
2018-03-21,608
2018-03-22,608
2018-03-23,608
2018-03-24,608
2018-03-25,608
2018-03-26,608
2018-03-27,608
2018-03-28,608
2018-03-29,608
2018-03-30,608
2018-03-31,608
2018-04-01,608
2018-04-02,608
2018-04-03,608
2018-04-04,608
2018-04-05,608
2018-04-06,608
2018-04-07,608
2018-04-08,608
2018-04-09,608
2018-04-10,608
2018-04-11,608
2018-04-12,608
2018-04-13,608
2018-04-14,608
2018-04-15,608
2018-04-16,608
2018-04-17,608
2018-04-18,608
2018-04-19,608
2018-04-20,608
2018-04-21,608
2018-04-22,608
2018-04-23,608
2018-04-24,608
2018-04-25,608
2018-04-26,608
2018-04-27,608
2018-04-28,608
2018-04-29,608
2018-04-30,608
2018-05-01,608
2018-05-02,608
2018-05-03,608
2018-05-04,608
2018-05-05,608
2018-05-06,608
2018-05-07,608
2018-05-08,608
2018-05-09,608
2018-05-10,608
2018-05-11,608
2018-05-12,608
2018-05-13,608
2018-05-14,608
2018-05-15,608
2018-05-16,608
2018-05-17,608
2018-05-18,608
2018-05-19,608
2018-05-20,608
2018-05-21,608
2018-05-22,608
2018-05-23,608
2018-05-24,608
2018-05-25,608
2018-05-26,608
2018-05-27,608
2018-05-28,608
2018-05-29,608
2018-05-30,608
2018-05-31,608
2018-06-01,608
2018-06-02,608
2018-06-03,608
2018-06-04,608
2018-06-05,608
2018-06-06,608
2018-06-07,608
2018-06-08,608
2018-06-09,608
2018-06-10,608
2018-06-11,608
2018-06-12,608
2018-06-13,608
2018-06-14,608
2018-06-15,608
2018-06-16,608
2018-06-17,608
2018-06-18,608
2018-06-19,608
2018-06-20,608
2018-06-21,608
2018-06-22,608
2018-06-23,608
2018-06-24,608
2018-06-25,608
2018-06-26,608
2018-06-27,608
2018-06-28,608
2018-06-29,608
2018-06-30,608
2018-07-01,608
2018-07-02,608
2018-07-03,608
2018-07-04,608
2018-07-05,608
2018-07-06,608
2018-07-07,608
2018-07-08,608
2018-07-09,608
2018-07-10,608
2018-07-11,608
2018-07-12,608
2018-07-13,608
2018-07-14,608
2018-07-15,608
2018-07-16,608
2018-07-17,608
2018-07-18,608
2018-07-19,608
2018-07-20,608
2018-07-21,608
2018-07-22,608
2018-07-23,608
2018-07-24,608
2018-07-25,608
2018-07-26,608
2018-07-27,608
2018-07-28,608
2018-07-29,608
2018-07-30,608
2018-07-31,608
2018-08-01,608
2018-08-02,608
2018-08-03,608
2018-08-04,608
2018-08-05,608
2018-08-06,608
2018-08-07,608
2018-08-08,608
2018-08-09,608
2018-08-10,608
2018-08-11,608
2018-08-12,608
2018-08-14,608
2018-08-16,608
2018-08-17,608
2018-08-18,608
2018-08-19,608
2018-08-20,608
2018-08-21,608
2018-08-22,608
2018-08-23,608
2018-08-24,602
2018-08-25,602
2018-08-26,602
2018-08-27,602
2018-08-28,602
2018-08-29,602
2018-08-30,602
2018-08-31,602
2018-09-01,602
2018-09-02,602
2018-09-03,602
2018-09-04,602
2018-09-05,602
2018-09-06,602
2018-09-07,602
2018-09-08,602
2018-09-09,602
2018-09-10,602
2018-09-11,602
2018-09-12,602
2018-09-13,602
2018-09-14,602
2018-09-15,602
2018-09-16,602
2018-09-17,602
2018-09-18,602
2018-09-19,602
2018-09-20,602
2018-09-21,602
2018-09-22,602
2018-09-23,602
2018-09-24,602
2018-09-25,602
2018-09-26,602
2018-09-27,602
2018-09-28,581
2018-09-29,581
2018-09-30,581
2018-10-02,581
2018-10-03,581
2018-10-04,581
2018-10-05,581
2018-10-06,581
2018-10-07,581
2018-10-08,581
2018-10-09,581
2018-10-10,581
2018-10-11,581
2018-10-12,581
2018-10-13,581
2018-10-14,581
2018-10-15,581
2018-10-16,581
2018-10-17,581
2018-10-18,581
2018-10-19,581
2018-10-20,581
2018-10-21,581
2018-10-22,581
2018-10-23,581
2018-10-24,581
2018-10-25,581
2018-10-26,581
2018-10-27,581
2018-10-28,581
2018-10-29,589
2018-10-30,589
2018-10-31,589
2018-11-01,589
2018-11-03,589
2018-11-04,589
2018-11-05,589
2018-11-06,589
2018-11-07,589
2018-11-08,589
2018-11-09,589
2018-11-10,589
2018-11-11,589
2018-11-12,589
2018-11-13,589
2018-11-15,589
2018-11-16,589
2018-11-17,582
2018-11-18,582
2018-11-19,582
2018-11-20,582
2018-11-21,582
2018-11-22,582
2018-11-23,582
2018-11-24,582
2018-11-25,582
2018-11-26,582
2018-11-27,582
2018-11-28,582
2018-11-29,582
2018-12-01,570
2018-12-02,570
2018-12-03,570
2018-12-04,570
2018-12-05,570
2018-12-07,570
2018-12-09,570
2018-12-10,570
2018-12-11,570
2018-12-12,570
2018-12-13,570
2018-12-14,570
2018-12-15,570
2018-12-16,570
2018-12-17,570
2018-12-18,550
2018-12-19,550
2018-12-20,550
2018-12-21,550
2018-12-22,550
2018-12-23,550
2018-12-24,550
2018-12-25,550
2018-12-26,550
2018-12-27,550
2018-12-28,550
2018-12-29,550
2018-12-30,550
2018-12-31,550
2019-01-01,550
2019-01-02,550
2019-01-03,550
2019-01-04,537
2019-01-05,537
2019-01-06,537
2019-01-08,537
2019-01-10,537
2019-01-11,537
2019-01-12,537
2019-01-13,537
2019-01-14,537
2019-01-15,537
2019-01-16,537
2019-01-17,537
2019-01-18,537
2019-01-19,537
2019-01-20,532
2019-01-21,532
2019-01-22,532
2019-01-23,532
2019-01-24,532
2019-01-25,532
2019-01-26,532
2019-01-27,532
2019-01-28,532
2019-01-29,532
2019-01-30,532
2019-01-31,532
2019-02-01,532
2019-02-02,532
2019-02-03,532
2019-02-04,532
2019-02-05,532
2019-02-06,532
2019-02-07,546
2019-02-08,546
2019-02-09,546
2019-02-10,546
2019-02-11,546
2019-02-12,546
2019-02-13,546
2019-02-14,546
2019-02-15,546
2019-02-16,546
2019-02-17,546
2019-02-18,546
2019-02-19,546
2019-02-20,546
2019-02-21,546
2019-02-22,546
2019-02-23,546
2019-02-24,546
2019-02-25,557
2019-02-26,557
2019-02-27,557
2019-02-28,557
2019-03-01,557
2019-03-02,557
2019-03-03,557
2019-03-04,557
2019-03-05,557
2019-03-06,557
2019-03-07,557
2019-03-08,557
2019-03-09,557
2019-03-10,557
2019-03-11,557
2019-03-12,557
2019-03-13,557
2019-03-14,557
2019-03-15,557
2019-03-16,557
2019-03-17,554
2019-03-18,554
2019-03-19,554
2019-03-20,554
2019-03-21,554
2019-03-22,554
2019-03-23,554
2019-03-24,554
2019-03-25,554
2019-03-26,554
2019-03-27,554
2019-03-28,554
2019-03-29,554
2019-03-30,554
2019-03-31,554
2019-04-01,554
2019-04-02,561
2019-04-03,561
2019-04-04,561
2019-04-05,561
2019-04-06,561
2019-04-07,561
2019-04-08,561
2019-04-09,561
2019-04-10,561
2019-04-11,561
2019-04-12,561
2019-04-13,561
2019-04-14,561
2019-04-15,561
2019-04-16,561
2019-04-17,564
2019-04-18,564
2019-04-19,564
2019-04-20,564
2019-04-21,564
2019-04-22,564
2019-04-23,564
2019-04-24,564
2019-04-25,564
2019-04-26,564
2019-04-27,564
2019-04-28,564
2019-04-29,564
2019-04-30,572
2019-05-01,572
2019-05-02,572
2019-05-03,572
2019-05-04,572
2019-05-05,572
2019-05-06,572
2019-05-07,572
2019-05-08,572
2019-05-09,572
2019-05-10,572
2019-05-11,572
2019-05-12,572
2019-05-13,572
2019-05-14,572
2019-05-15,579
2019-05-16,579
2019-05-17,579
2019-05-18,579
2019-05-19,579
2019-05-20,579
2019-05-21,579
2019-05-22,579
2019-05-23,579
2019-05-24,579
2019-05-25,579
2019-05-26,579
2019-05-27,579
2019-05-28,578
2019-05-29,578
2019-05-30,578
2019-05-31,578
2019-06-01,578
2019-06-02,578
2019-06-03,578
2019-06-04,578
2019-06-05,578
2019-06-06,578
2019-06-07,578
2019-06-08,578
2019-06-09,578
2019-06-10,578
2019-06-11,592
2019-06-12,592
2019-06-13,592
2019-06-14,592
2019-06-15,592
2019-06-16,592
2019-06-17,592
2019-06-18,592
2019-06-19,592
2019-06-20,592
2019-06-21,592
2019-06-22,592
2019-06-23,592
2019-06-24,592
2019-06-25,592
2019-06-26,603
2019-06-27,603
2019-06-28,603
2019-06-29,603
2019-06-30,603
2019-07-01,603
2019-07-02,603
2019-07-03,603
2019-07-04,603
2019-07-05,603
2019-07-06,603
2019-07-07,603
2019-07-08,603
2019-07-09,603
2019-07-10,603
2019-07-11,603
2019-07-12,614
2019-07-13,614
2019-07-14,614
2019-07-15,614
2019-07-16,614
2019-07-17,614
2019-07-18,614
2019-07-19,614
2019-07-20,614
2019-07-21,614
2019-07-22,614
2019-07-23,614
2019-07-24,614
2019-07-25,614
2019-07-26,614
2019-07-27,614
2019-07-28,614
2019-07-29,626
2019-07-30,626
2019-07-31,626
2019-08-01,626
2019-08-02,626
2019-08-03,626
2019-08-04,626
2019-08-05,626
2019-08-06,626
2019-08-07,626
2019-08-08,626
2019-08-09,626
2019-08-10,626
2019-08-11,626
2019-08-12,626
2019-08-13,626
2019-08-14,626
2019-08-15,624
2019-08-16,624
2019-08-17,624
2019-08-18,624
2019-08-19,624
2019-08-20,624
2019-08-21,624
2019-08-22,624
2019-08-23,624
2019-08-24,624
2019-08-24,624
2019-08-25,624
2019-08-25,624
2019-08-26,624
2019-08-27,624
2019-08-27,624
2019-08-28,624
2019-08-29,624
2019-08-30,624
2019-08-31,624
2019-09-01,619
2019-09-02,619
2019-09-03,619
2019-09-04,619
2019-09-05,619
2019-09-06,619
2019-09-07,619
2019-09-08,619
2019-09-09,619
2019-09-10,619
2019-09-11,619
2019-09-12,619
2019-09-13,619
2019-09-14,619
2019-09-15,619
2019-09-16,619
2019-09-17,619
2019-09-18,619
2019-09-19,619
2019-09-20,610
2019-09-21,610
2019-09-22,610
2019-09-23,610
2019-09-24,610
2019-09-25,610
2019-09-26,610
2019-09-27,610
2019-09-28,610
2019-09-29,610
2019-09-30,610
2019-10-01,610
2019-10-02,610
2019-10-03,610
2019-10-04,610
2019-10-05,610
2019-10-06,610
2019-10-07,610
2019-10-08,609
2019-10-09,609
2019-10-10,609
2019-10-11,609
2019-10-12,609
2019-10-13,609
2019-10-14,609
2019-10-15,609
2019-10-16,609
2019-10-17,609
2019-10-18,609
2019-10-19,609
2019-10-20,609
2019-10-21,609
2019-10-22,609
2019-10-23,609
2019-10-24,609
2019-10-25,609
2019-10-26,625
2019-10-27,625
2019-10-28,625
2019-10-29,625
2019-10-30,625
2019-10-31,625
2019-11-01,625
2019-11-02,625
2019-11-03,625
2019-11-04,625
2019-11-05,625
2019-11-06,625
2019-11-07,625
2019-11-08,625
2019-11-09,625
2019-11-10,625
2019-11-11,625
2019-11-12,625
2019-11-13,625
2019-11-14,625
2019-11-15,625
2019-11-16,625
2019-11-17,625
2019-11-18,625
2019-11-19,625
2019-11-20,625
2019-11-21,625
2019-11-22,625
2019-11-23,625
2019-11-24,625
2019-11-25,625
2019-11-26,625
2019-11-27,625
2019-11-28,625
2019-11-29,625
2019-11-30,625
2019-12-01,625
2019-12-02,625
2019-12-03,617
2019-12-04,617
2019-12-05,617
2019-12-06,617
2019-12-07,617
2019-12-08,617
2019-12-09,617
2019-12-10,617
2019-12-11,617
2019-12-12,617
2019-12-13,617
2019-12-14,617
2019-12-15,617
2019-12-16,617
2019-12-17,617
2019-12-18,617
2019-12-19,617
2019-12-20,617
2019-12-21,617
2019-12-22,603
2019-12-23,603
2019-12-24,603
2019-12-25,603
2019-12-26,603
2019-12-27,603
2019-12-28,603
2019-12-29,603
2019-12-30,603
2019-12-31,603
2020-01-01,603
2020-01-02,603
2020-01-03,603
2020-01-04,603
2020-01-05,603
2020-01-06,603
2020-01-07,603
2020-01-08,603
2020-01-09,604
2020-01-10,604
2020-01-11,604
2020-01-12,604
2020-01-13,604
2020-01-14,604
2020-01-15,604
2020-01-16,604
2020-01-17,604
2020-01-18,604
2020-01-19,604
2020-01-20,604
2020-01-21,604
2020-01-22,604
2020-01-23,604
2020-01-24,604
2020-01-25,600
2020-01-26,600
2020-01-27,600
2020-01-28,600
2020-01-29,600
2020-01-30,600
2020-01-31,600
2020-02-01,600
2020-02-02,600
2020-02-03,600
2020-02-04,600
2020-02-05,600
2020-02-06,600
2020-02-07,599
2020-02-08,599
2020-02-09,599
2020-02-10,599
2020-02-11,599
2020-02-12,599
2020-02-13,599
2020-02-14,599
2020-02-15,599
2020-02-16,599
2020-02-17,599
2020-02-18,599
2020-02-19,599
2020-02-20,599
2020-02-21,599
2020-02-22,599
2020-02-23,599
2020-02-24,599
2020-02-25,599
2020-02-26,599
2020-02-27,599
2020-02-28,599
2020-02-29,599
2020-03-01,599
2020-03-02,599
2020-03-03,599
2020-03-04,599
2020-03-05,599
2020-03-06,599
2020-03-07,599
2020-03-08,612
2020-03-09,612
2020-03-10,612
2020-03-11,612
2020-03-12,612
2020-03-13,612
2020-03-14,612
2020-03-15,612
2020-03-16,612
2020-03-17,612
2020-03-18,612
2020-03-19,612
2020-03-20,612
2020-03-21,626
2020-03-22,626
2020-03-23,626
2020-03-24,626
2020-03-25,626
2020-03-26,626
2020-03-27,626
2020-03-28,626
2020-03-29,626
2020-03-30,651
2020-03-31,651
2020-04-01,651
2020-04-02,651
2020-04-03,651
2020-04-04,651
2020-04-05,651
2020-04-06,651
2020-04-07,675
2020-04-08,675
2020-04-09,675
2020-04-10,675
2020-04-11,675
2020-04-12,675
2020-04-13,675
2020-04-14,692
2020-04-15,692
2020-04-16,692
2020-04-17,692
2020-04-18,692
2020-04-19,692
2020-04-20,692
2020-04-21,711
2020-04-22,711
2020-04-23,711
2020-04-24,711
2020-04-25,711
2020-04-26,711
2020-04-27,711
2020-04-28,710
2020-04-29,710
2020-04-30,710
2020-05-01,710
2020-05-02,710
2020-05-03,710
2020-05-04,710
2020-05-05,710
2020-05-06,723
2020-05-07,723
2020-05-08,723
2020-05-09,723
2020-05-10,723
2020-05-11,723
2020-05-12,723
2020-05-13,723
