date_obj,Marble%20magic%20wardrobe%20(flatpack) price
2015-08-04,2081
2015-08-05,2081
2015-08-06,2081
2015-08-07,2081
2015-08-08,2081
2015-08-09,2081
2015-08-10,2081
2015-08-11,2081
2015-08-12,2081
2015-08-13,2081
2015-08-14,2081
2015-08-15,2081
2015-08-16,2081
2015-08-17,2081
2015-08-18,2081
2015-08-19,2081
2015-08-20,2081
2015-08-21,2081
2015-08-22,2081
2015-08-23,2081
2015-08-24,2081
2015-08-25,2081
2015-08-26,2178
2015-08-27,2178
2015-08-28,2178
2015-08-29,2178
2015-08-30,2178
2015-08-31,2178
2015-09-02,2178
2015-09-07,2178
2015-09-08,2178
2015-09-10,2178
2015-09-14,2178
2015-09-16,2178
2015-09-22,2178
2015-09-23,2178
2015-09-24,2178
2015-09-25,2178
2015-09-27,2178
2015-09-28,2178
2015-09-29,2178
2015-09-30,2178
2015-10-05,2178
2015-10-06,2178
2015-10-07,2178
2015-10-08,2178
2015-10-09,2178
2015-10-10,2178
2015-10-11,2178
2015-10-12,2178
2015-10-13,2178
2015-10-14,2178
2015-10-15,2178
2015-10-16,2178
2015-10-17,2178
2015-10-18,2178
2015-10-19,2178
2015-10-20,2178
2015-10-22,2178
2015-10-23,2178
2015-10-24,2178
2015-10-25,2178
2015-10-26,2178
2015-10-27,2178
2015-10-29,2178
2015-10-30,2178
2015-10-31,2178
2015-11-01,2178
2015-11-02,2178
2015-11-03,2178
2015-11-04,2178
2015-11-05,2178
2015-11-06,2178
2015-11-07,2178
2015-11-08,2178
2015-11-09,2178
2015-11-10,2178
2015-11-11,2282
2015-11-12,2282
2015-11-13,2282
2015-11-14,2282
2015-11-15,2282
2015-11-16,2282
2015-11-17,2282
2015-11-18,2282
2015-11-19,2282
2015-11-20,2282
2015-11-21,2282
2015-11-22,2282
2015-11-23,2282
2015-11-24,2282
2015-11-25,2282
2015-11-26,2282
2015-11-27,2282
2015-11-28,2282
2015-11-29,2282
2015-11-30,2282
2015-12-01,2282
2015-12-02,2282
2015-12-03,2282
2015-12-04,2282
2015-12-05,2282
2015-12-06,2282
2015-12-07,2282
2015-12-08,2282
2015-12-09,2282
2015-12-10,2282
2015-12-11,2282
2015-12-12,2282
2015-12-13,2282
2015-12-14,2282
2015-12-15,2282
2015-12-16,2282
2015-12-17,2282
2015-12-18,2282
2015-12-19,2282
2015-12-20,2282
2015-12-21,2282
2015-12-22,2282
2015-12-23,2282
2015-12-24,2282
2015-12-25,2282
2015-12-26,2282
2015-12-27,2282
2015-12-28,2282
2015-12-29,2282
2015-12-30,2282
2015-12-31,2282
2016-01-01,2282
2016-01-02,2282
2016-01-03,2282
2016-01-04,2282
2016-01-05,2282
2016-01-06,2282
2016-01-07,2282
2016-01-08,2282
2016-01-09,2282
2016-01-10,2282
2016-01-11,2391
2016-01-12,2391
2016-01-13,2391
2016-01-14,2391
2016-01-15,2391
2016-01-16,2391
2016-01-17,2391
2016-01-18,2391
2016-01-19,2391
2016-01-20,2391
2016-01-21,2391
2016-01-22,2391
2016-01-23,2391
2016-01-24,2391
2016-01-25,2391
2016-01-26,2391
2016-01-27,2391
2016-01-28,2391
2016-01-29,2391
2016-01-30,2391
2016-01-31,2391
2016-02-01,2391
2016-02-02,2391
2016-02-03,2391
2016-02-04,2391
2016-02-05,2391
2016-02-06,2391
2016-02-07,2391
2016-02-08,2391
2016-02-09,2391
2016-02-10,2391
2016-02-11,2391
2016-02-12,2391
2016-02-13,2391
2016-02-14,2391
2016-02-15,2391
2016-02-16,2391
2016-02-17,2391
2016-02-18,2391
2016-02-19,2391
2016-02-20,2391
2016-02-21,2391
2016-02-22,2391
2016-02-23,2391
2016-02-24,2391
2016-02-25,2391
2016-02-26,2391
2016-02-27,2391
2016-02-28,2391
2016-02-29,2391
2016-03-01,2391
2016-03-02,2391
2016-03-03,2391
2016-03-04,2391
2016-03-05,2391
2016-03-06,2391
2016-03-07,2391
2016-03-08,2391
2016-03-09,2391
2016-03-10,2391
2016-03-11,2506
2016-03-12,2506
2016-03-13,2506
2016-03-14,2506
2016-03-15,2506
2016-03-16,2506
2016-03-17,2506
2016-03-18,2506
2016-03-19,2506
2016-03-20,2506
2016-03-21,2506
2016-03-22,2506
2016-03-23,2506
2016-03-24,2506
2016-03-25,2506
2016-03-26,2506
2016-03-27,2506
2016-03-28,2506
2016-03-29,2506
2016-03-30,2506
2016-03-31,2506
2016-04-01,2506
2016-04-02,2506
2016-04-03,2506
2016-04-04,2506
2016-04-05,2506
2016-04-06,2506
2016-04-07,2506
2016-04-08,2506
2016-04-09,2506
2016-04-10,2506
2016-04-11,2506
2016-04-12,2506
2016-04-13,2506
2016-04-14,2506
2016-04-15,2506
2016-04-16,2506
2016-04-17,2506
2016-04-18,2506
2016-04-19,2506
2016-04-20,2506
2016-04-21,2506
2016-04-22,2506
2016-04-23,2506
2016-04-24,2506
2016-04-25,2506
2016-04-26,2506
2016-04-27,2506
2016-04-28,2506
2016-04-29,2506
2016-04-30,2506
2016-05-01,2506
2016-05-02,2506
2016-05-03,2506
2016-05-04,2506
2016-05-05,2506
2016-05-06,2506
2016-05-07,2506
2016-05-08,2506
2016-05-09,2506
2016-05-10,2625
2016-05-11,2625
2016-05-12,2625
2016-05-13,2625
2016-05-14,2625
2016-05-15,2625
2016-05-16,2625
2016-05-17,2625
2016-05-18,2625
2016-05-19,2625
2016-05-22,2625
2016-05-23,2625
2016-05-24,2625
2016-05-25,2625
2016-05-26,2625
2016-05-27,2625
2016-05-28,2625
2016-05-29,2625
2016-05-30,2625
2016-05-31,2625
2016-06-01,2625
2016-06-02,2625
2016-06-03,2625
2016-06-04,2625
2016-06-05,2625
2016-06-06,2625
2016-06-07,2625
2016-06-08,2625
2016-06-09,2625
2016-06-10,2625
2016-06-11,2625
2016-06-12,2625
2016-06-13,2625
2016-06-14,2625
2016-06-15,2625
2016-06-16,2625
2016-06-17,2625
2016-06-18,2625
2016-06-19,2625
2016-06-20,2625
2016-06-21,2625
2016-06-22,2625
2016-06-23,2625
2016-06-24,2625
2016-06-25,2625
2016-06-26,2625
2016-06-27,2625
2016-06-28,2625
2016-06-29,2625
2016-06-30,2625
2016-07-01,2625
2016-07-02,2625
2016-07-03,2625
2016-07-04,2625
2016-07-05,2625
2016-07-06,2625
2016-07-07,2625
2016-07-08,2748
2016-07-09,2748
2016-07-10,2748
2016-07-11,2748
2016-07-12,2748
2016-07-13,2748
2016-07-14,2748
2016-07-15,2748
2016-07-16,2748
2016-07-17,2748
2016-07-18,2748
2016-07-23,2748
2016-07-24,2748
2016-07-25,2748
2016-07-26,2748
2016-07-27,2748
2016-07-28,2748
2016-07-29,2748
2016-07-30,2748
2016-07-31,2748
2016-08-01,2748
2016-08-02,2748
2016-08-03,2748
2016-08-04,2748
2016-08-05,2748
2016-08-06,2748
2016-08-07,2748
2016-08-08,2748
2016-08-09,2748
2016-08-10,2748
2016-08-11,2748
2016-08-12,2748
2016-08-13,2748
2016-08-14,2748
2016-08-15,2748
2016-08-16,2748
2016-08-17,2748
2016-08-18,2748
2016-08-19,2748
2016-08-20,2748
2016-08-21,2748
2016-08-22,2748
2016-08-23,2748
2016-08-24,2748
2016-08-25,2748
2016-08-26,2748
2016-08-28,2881
2016-08-31,2881
2016-09-01,2881
2016-09-02,2881
2016-09-03,2881
2016-09-04,2881
2016-09-05,2881
2016-09-06,2881
2016-09-07,2881
2016-09-08,2881
2016-09-09,2881
2016-09-10,2881
2016-09-11,2881
2016-09-12,2881
2016-09-13,2881
2016-09-14,2881
2016-09-15,2881
2016-09-16,2881
2016-09-17,2881
2016-09-18,2881
2016-09-19,2881
2016-09-20,2881
2016-09-21,2881
2016-09-22,2881
2016-09-23,2881
2016-09-24,2881
2016-09-25,2881
2016-09-26,2881
2016-09-27,2881
2016-09-28,2881
2016-09-29,2881
2016-09-30,2881
2016-10-01,2881
2016-10-02,2881
2016-10-03,2881
2016-10-04,2881
2016-10-05,2881
2016-10-06,2881
2016-10-07,2881
2016-10-08,2881
2016-10-09,2881
2016-10-10,2881
2016-10-11,2881
2016-10-12,2881
2016-10-13,2881
2016-10-14,3018
2016-10-15,3018
2016-10-16,3018
2016-10-17,3018
2016-10-18,3018
2016-10-19,3018
2016-10-20,3018
2016-10-21,3018
2016-10-22,3018
2016-10-23,3018
2016-10-24,3018
2016-10-25,3018
2016-10-26,3018
2016-10-27,3018
2016-10-28,3018
2016-10-29,3018
2016-10-30,3018
2016-10-31,3018
2016-11-01,3018
2016-11-02,3018
2016-11-03,3018
2016-11-04,3018
2016-11-05,3018
2016-11-06,3018
2016-11-07,3018
2016-11-08,3018
2016-11-09,3018
2016-11-10,3018
2016-11-11,3018
2016-11-12,3018
2016-11-13,3018
2016-11-14,3018
2016-12-07,3159
2016-12-08,3159
2016-12-09,3159
2016-12-10,3159
2016-12-11,3159
2016-12-12,3159
2016-12-13,3159
2016-12-14,3159
2016-12-15,3159
2016-12-16,3159
2016-12-17,3159
2016-12-18,3159
2016-12-19,3159
2016-12-20,3159
2016-12-21,3159
2016-12-22,3159
2016-12-23,3159
2016-12-24,3159
2016-12-25,3159
2016-12-26,3159
2016-12-27,3159
2016-12-28,3159
2016-12-29,3159
2016-12-30,3159
2016-12-31,3159
2017-01-01,3159
2017-01-02,3159
2017-01-03,3159
2017-01-04,3159
2017-01-05,3159
2017-01-06,3159
2017-01-07,3159
2017-01-08,3159
2017-01-09,3159
2017-01-10,3159
2017-01-11,3159
2017-01-12,3159
2017-01-13,3159
2017-01-14,3159
2017-01-15,3308
2017-01-16,3308
2017-01-17,3308
2017-01-18,3308
2017-01-19,3308
2017-01-20,3308
2017-01-21,3308
2017-01-22,3308
2017-01-27,3308
2017-01-28,3308
2017-01-29,3308
2017-01-30,3308
2017-01-31,3308
2017-02-01,3308
2017-02-02,3308
2017-02-03,3308
2017-02-04,3308
2017-02-05,3308
2017-02-06,3308
2017-02-07,3308
2017-02-08,3308
2017-02-09,3308
2017-02-10,3308
2017-02-11,3308
2017-02-12,3308
2017-02-13,3308
2017-02-14,3308
2017-02-15,3308
2017-02-16,3308
2017-02-18,3308
2017-02-19,3308
2017-02-20,3308
2017-02-21,3367
2017-02-22,3367
2017-02-23,3367
2017-02-24,3367
2017-02-25,3367
2017-02-26,3367
2017-02-27,3367
2017-02-28,3367
2017-03-01,3367
2017-03-02,3367
2017-03-03,3367
2017-03-04,3367
2017-03-05,3367
2017-03-06,3367
2017-03-07,3367
2017-03-08,3367
2017-03-09,3367
2017-03-10,3367
2017-03-11,3367
2017-03-12,3367
2017-03-13,3367
2017-03-14,3367
2017-03-15,3367
2017-03-16,3367
2017-03-17,3367
2017-03-18,3367
2017-03-19,3367
2017-03-20,3367
2017-03-21,3367
2017-03-22,3367
2017-03-23,3367
2017-03-24,3367
2017-03-25,3367
2017-03-26,3367
2017-03-27,3367
2017-03-28,3367
2017-03-29,3367
2017-03-30,3367
2017-03-31,3367
2017-04-01,3367
2017-04-02,3367
2017-04-03,3530
2017-04-04,3530
2017-04-12,3530
2017-04-13,3530
2017-04-14,3530
2017-04-15,3530
2017-04-16,3530
2017-04-17,3530
2017-04-18,3530
2017-04-19,3530
2017-04-20,3530
2017-04-21,3530
2017-04-22,3530
2017-04-23,3530
2017-04-24,3530
2017-04-25,3530
2017-04-26,3530
2017-04-27,3530
2017-04-28,3530
2017-04-29,3530
2017-04-30,3530
2017-05-01,3530
2017-05-02,3530
2017-05-03,3530
2017-05-04,3530
2017-05-05,3530
2017-05-06,3530
2017-05-07,3530
2017-05-08,3530
2017-05-09,3700
2017-05-10,3700
2017-05-11,3700
2017-05-12,3700
2017-05-13,3700
2017-05-14,3700
2017-05-15,3700
2017-05-16,3700
2017-05-17,3700
2017-05-18,3700
2017-05-19,3700
2017-05-20,3700
2017-05-21,3700
2017-05-22,3700
2017-05-23,3700
2017-05-24,3700
2017-05-25,3700
2017-05-26,3700
2017-05-27,3700
2017-05-28,3700
2017-05-29,3700
2017-05-30,3700
2017-05-31,3700
2017-06-01,3700
2017-06-02,3700
2017-06-03,3700
2017-06-06,3700
2017-06-07,3700
2017-06-08,3700
2017-06-09,3700
2017-06-10,3700
2017-06-11,3700
2017-06-12,3700
2017-06-13,3700
2017-06-14,3700
2017-06-15,3700
2017-06-16,3875
2017-06-17,3875
2017-06-18,3875
2017-06-19,3875
2017-06-20,3875
2017-06-21,3875
2017-06-22,3875
2017-06-23,3875
2017-06-24,3875
2017-06-25,3875
2017-06-26,3875
2017-06-27,3875
2017-06-28,3875
2017-06-29,3875
2017-06-30,3875
2017-07-01,3875
2017-07-02,3875
2017-07-03,3875
2017-07-04,3875
2017-07-05,3875
2017-07-06,3875
2017-07-07,3875
2017-07-08,3875
2017-07-13,3875
2017-07-14,3875
2017-07-15,3875
2017-07-16,3875
2017-07-17,3875
2017-07-18,3875
2017-07-19,3875
2017-07-20,3875
2017-07-21,3875
2017-07-22,3875
2017-07-23,4057
2017-07-24,4057
2017-07-25,4057
2017-07-26,4057
2017-07-27,4057
2017-07-28,4057
2017-07-29,4057
2017-07-30,4057
2017-07-31,4057
2017-08-01,4057
2017-08-02,4057
2017-08-03,4057
2017-08-04,4057
2017-08-05,4057
2017-08-06,4057
2017-08-09,4057
2017-08-10,4057
2017-08-11,4057
2017-08-12,4057
2017-08-13,4057
2017-08-14,4057
2017-08-15,4057
2017-08-16,4057
2017-08-17,4057
2017-08-18,4057
2017-08-19,4057
2017-08-20,4057
2017-08-21,4057
2017-08-22,4057
2017-08-23,4057
2017-08-24,4057
2017-08-25,4057
2017-08-26,4249
2017-08-27,4249
2017-08-28,4249
2017-08-29,4249
2017-08-30,4249
2017-08-31,4249
2017-09-01,4249
2017-09-02,4249
2017-09-03,4249
2017-09-04,4249
2017-09-05,4249
2017-09-06,4249
2017-09-07,4249
2017-09-08,4249
2017-09-09,4249
2017-09-10,4249
2017-09-11,4249
2017-09-12,4249
2017-09-13,4249
2017-09-14,4249
2017-09-15,4249
2017-09-16,4249
2017-09-17,4249
2017-09-19,4249
2017-09-20,4249
2017-09-21,4249
2017-09-22,4249
2017-09-23,4249
2017-09-24,4249
2017-09-25,4249
2017-09-26,4249
2017-09-27,4450
2017-09-28,4450
2017-09-29,4450
2017-09-30,4450
2017-10-01,4450
2017-10-02,4450
2017-10-03,4450
2017-10-04,4450
2017-10-05,4450
2017-10-06,4450
2017-10-07,4450
2017-10-08,4450
2017-10-09,4450
2017-10-10,4450
2017-10-11,4450
2017-10-12,4450
2017-10-13,4450
2017-10-14,4450
2017-10-15,4450
2017-10-16,4450
2017-10-17,4450
2017-10-18,4450
2017-10-19,4450
2017-10-20,4450
2017-10-21,4450
2017-10-22,4450
2017-10-23,4450
2017-10-24,4450
2017-10-25,4450
2017-10-26,4450
2017-10-27,4450
2017-10-28,4450
2017-10-29,4666
2017-10-30,4666
2017-10-31,4666
2017-11-02,4666
2017-11-03,4666
2017-11-04,4666
2017-11-05,4666
2017-11-06,4666
2017-11-07,4666
2017-11-08,4666
2017-11-09,4666
2017-11-10,4666
2017-11-11,4666
2017-11-12,4666
2017-11-13,4666
2017-11-14,4666
2017-11-15,4666
2017-11-16,4666
2017-11-17,4666
2017-11-18,4666
2017-11-19,4666
2017-11-20,4666
2017-11-21,4666
2017-11-22,4666
2017-11-23,4666
2017-11-24,4666
2017-11-25,4666
2017-11-26,4666
2017-11-27,4666
2017-11-28,4666
2017-11-29,4666
2017-11-30,4666
2017-12-01,4666
2017-12-02,4892
2017-12-03,4892
2017-12-04,4892
2017-12-05,4892
2017-12-06,4892
2017-12-07,4892
2017-12-08,4892
2017-12-09,4892
2017-12-10,4892
2017-12-11,4892
2017-12-12,4892
2017-12-14,4892
2017-12-15,4892
2017-12-17,4892
2017-12-18,4892
2017-12-19,4892
2017-12-20,4892
2017-12-21,4892
2017-12-22,4892
2017-12-23,4892
2017-12-24,4892
2017-12-25,4892
2017-12-26,4892
2017-12-27,4892
2017-12-28,4892
2017-12-29,4892
2017-12-30,5124
2017-12-31,5124
2018-01-01,5124
2018-01-02,5124
2018-01-03,5124
2018-01-04,5124
2018-01-05,5124
2018-01-06,5124
2018-01-07,5124
2018-01-08,5124
2018-01-09,5124
2018-01-10,5124
2018-01-11,5124
2018-01-12,5124
2018-01-13,5124
2018-01-14,5124
2018-01-15,5124
2018-01-16,5124
2018-01-17,5124
2018-01-18,5124
2018-01-19,5124
2018-01-20,5124
2018-01-21,5124
2018-01-22,5124
2018-01-23,5124
2018-01-25,5369
2018-01-26,5369
2018-01-27,5369
2018-01-28,5369
2018-01-29,5369
2018-01-31,5369
2018-02-01,5369
2018-02-02,5369
2018-02-03,5369
2018-02-04,5369
2018-02-05,5369
2018-02-06,5369
2018-02-07,5620
2018-02-08,5620
2018-02-09,5620
2018-02-10,5620
2018-02-11,5620
2018-02-12,5620
2018-02-13,5620
2018-02-14,5620
2018-02-15,5620
2018-02-16,5620
2018-02-17,5620
2018-02-18,5620
2018-02-19,5620
2018-02-20,5888
2018-02-21,5888
2018-02-22,5888
2018-02-23,5888
2018-02-24,5888
2018-02-25,5888
2018-02-26,5888
2018-02-27,5888
2018-03-01,5888
2018-03-02,5888
2018-03-03,5888
2018-03-04,5888
2018-03-05,5888
2018-03-06,5888
2018-03-07,6175
2018-03-08,6175
2018-03-09,6175
2018-03-10,6175
2018-03-11,6175
2018-03-12,6175
2018-03-13,6175
2018-03-14,6175
2018-03-15,6175
2018-03-16,6175
2018-03-17,6175
2018-03-18,6175
2018-03-19,6175
2018-03-20,6175
2018-03-21,6175
2018-03-23,6453
2018-03-24,6453
2018-03-26,6453
2018-03-27,6453
2018-03-28,6453
2018-03-29,6453
2018-03-30,6453
2018-03-31,6453
2018-04-01,6453
2018-04-02,6453
2018-04-03,6453
2018-04-04,6768
2018-04-05,6768
2018-04-06,6768
2018-04-07,6768
2018-04-08,6768
2018-04-09,6768
2018-04-10,6768
2018-04-11,6768
2018-04-12,6768
2018-04-13,6768
2018-04-14,6768
2018-04-15,6768
2018-04-16,6768
2018-04-17,7084
2018-04-18,7084
2018-04-19,7084
2018-04-20,7084
2018-04-21,7084
2018-04-22,7084
2018-04-23,7084
2018-04-24,7084
2018-04-25,7084
2018-04-26,7084
2018-04-27,7084
2018-04-28,7084
2018-04-29,7426
2018-04-30,7426
2018-05-01,7426
2018-05-04,7426
2018-05-05,7426
2018-05-06,7426
2018-05-07,7426
2018-05-08,7426
2018-05-09,7426
2018-05-10,7426
2018-05-11,7783
2018-05-12,7783
2018-05-13,7783
2018-05-14,7783
2018-05-15,7783
2018-05-16,7783
2018-05-17,7783
2018-05-18,7783
2018-05-19,7783
2018-05-20,7783
2018-05-21,7783
2018-05-22,7783
2018-05-23,8162
2018-05-24,8162
2018-05-25,8162
2018-05-26,8162
2018-05-27,8162
2018-05-28,8162
2018-05-29,8162
2018-05-30,8162
2018-05-31,8162
2018-06-01,8162
2018-06-02,8554
2018-06-03,8554
2018-06-04,8554
2018-06-05,8554
2018-06-06,8554
2018-06-07,8554
2018-06-08,8554
2018-06-09,8554
2018-06-10,8554
2018-06-11,8554
2018-06-12,8554
2018-06-13,8554
2018-06-14,8971
2018-06-15,8971
2018-06-16,8971
2018-06-17,8971
2018-06-18,8971
2018-06-19,8971
2018-06-20,8971
2018-06-21,8971
2018-06-22,8971
2018-06-23,8971
2018-06-24,8971
2018-06-25,8971
2018-06-26,8971
2018-06-27,8971
2018-06-28,9393
2018-06-29,9393
2018-06-30,9393
2018-07-01,9393
2018-07-02,9393
2018-07-03,9393
2018-07-04,9393
2018-07-05,9393
2018-07-06,9393
2018-07-07,9393
2018-07-08,9393
2018-07-09,9393
2018-07-10,9393
2018-07-11,9841
2018-07-12,9841
2018-07-13,9841
2018-07-14,9841
2018-07-15,9841
2018-07-16,9841
2018-07-17,9841
2018-07-18,9841
2018-07-19,9841
2018-07-20,9841
2018-07-21,9841
2018-07-22,9841
2018-07-23,10288
2018-07-24,10288
2018-07-25,10288
2018-07-26,10288
2018-07-27,10288
2018-07-28,10288
2018-07-29,10288
2018-07-30,10288
2018-07-31,10288
2018-08-01,10288
2018-08-02,10288
2018-08-03,10762
2018-08-04,10762
2018-08-05,10762
2018-08-06,10762
2018-08-07,10762
2018-08-08,10762
2018-08-09,10762
2018-08-10,10762
2018-08-11,10762
2018-08-12,10762
2018-08-14,11274
2018-08-16,11274
2018-08-17,11274
2018-08-18,11274
2018-08-19,11274
2018-08-20,11274
2018-08-21,11274
2018-08-22,11274
2018-08-23,11274
2018-08-24,11274
2018-08-25,11794
2018-08-26,11794
2018-08-27,11794
2018-08-28,11794
2018-08-29,11794
2018-08-30,11794
2018-08-31,11794
2018-09-01,11794
2018-09-02,12368
2018-09-03,12368
2018-09-04,12368
2018-09-05,12368
2018-09-06,12368
2018-09-07,12368
2018-09-08,12368
2018-09-09,12368
2018-09-10,12368
2018-09-11,12368
2018-09-12,12368
2018-09-13,12936
2018-09-14,12936
2018-09-15,12936
2018-09-16,12936
2018-09-17,12936
2018-09-18,12936
2018-09-19,12936
2018-09-20,12936
2018-09-21,12936
2018-09-22,13537
2018-09-23,13537
2018-09-24,13537
2018-09-25,13537
2018-09-26,13537
2018-09-27,13537
2018-09-28,13537
2018-09-29,13537
2018-09-30,13537
2018-10-02,14187
2018-10-03,14187
2018-10-04,14187
2018-10-05,14187
2018-10-06,14187
2018-10-07,14187
2018-10-08,14187
2018-10-09,14187
2018-10-10,14187
2018-10-11,14883
2018-10-12,14883
2018-10-13,14883
2018-10-14,14883
2018-10-15,14883
2018-10-16,14883
2018-10-17,14883
2018-10-18,14883
2018-10-19,14883
2018-10-20,14883
2018-10-21,14883
2018-10-22,15566
2018-10-23,15566
2018-10-24,15566
2018-10-25,15566
2018-10-26,15566
2018-10-27,15566
2018-10-28,15566
2018-10-29,16308
2018-10-30,16308
2018-10-31,16308
2018-11-01,16308
2018-11-03,16308
2018-11-04,16308
2018-11-05,17020
2018-11-06,17020
2018-11-07,17020
2018-11-08,17020
2018-11-09,17020
2018-11-10,17020
2018-11-11,17020
2018-11-12,17785
2018-11-13,17785
2018-11-14,17785
2018-11-15,17785
2018-11-16,17785
2018-11-17,17785
2018-11-18,17785
2018-11-19,17785
2018-11-20,18597
2018-11-21,18597
2018-11-22,18597
2018-11-23,18597
2018-11-24,18597
2018-11-25,18597
2018-11-26,18597
2018-11-27,18597
2018-11-28,19483
2018-11-29,19483
2018-12-01,19483
2018-12-02,19483
2018-12-03,19483
2018-12-04,19483
2018-12-05,19483
2018-12-07,20407
2018-12-09,20407
2018-12-10,20407
2018-12-11,20407
2018-12-12,20407
2018-12-13,21368
2018-12-14,21368
2018-12-15,21368
2018-12-16,21368
2018-12-17,21368
2018-12-18,21368
2018-12-19,22339
2018-12-20,22339
2018-12-21,22339
2018-12-22,22339
2018-12-23,22339
2018-12-24,22339
2018-12-25,23353
2018-12-26,23353
2018-12-27,23353
2018-12-28,23353
2018-12-29,23353
2018-12-30,24457
2018-12-31,24457
2019-01-01,24457
2019-01-02,24457
2019-01-03,24457
2019-01-04,24457
2019-01-05,25583
2019-01-06,25583
2019-01-08,25583
2019-01-10,25583
2019-01-11,25583
2019-01-12,26766
2019-01-13,26766
2019-01-14,26766
2019-01-15,26766
2019-01-16,26766
2019-01-17,26766
2019-01-18,27977
2019-01-19,27977
2019-01-20,27977
2019-01-21,27977
2019-01-22,27977
2019-01-23,27977
2019-01-24,27977
2019-01-25,27977
2019-01-26,29287
2019-01-27,29287
2019-01-28,29287
2019-01-29,29287
2019-01-30,29287
2019-01-31,29287
2019-02-01,29287
2019-02-02,30698
2019-02-03,30698
2019-02-04,30698
2019-02-05,30698
2019-02-06,30698
2019-02-07,32147
2019-02-08,32147
2019-02-09,32147
2019-02-10,32147
2019-02-11,32147
2019-02-12,32147
2019-02-13,32147
2019-02-14,32147
2019-02-15,33623
2019-02-16,33623
2019-02-17,33623
2019-02-18,33623
2019-02-19,33623
2019-02-20,33623
2019-02-21,35196
2019-02-22,35196
2019-02-23,35196
2019-02-24,35196
2019-02-25,36823
2019-02-26,36823
2019-02-27,36823
2019-02-28,36823
2019-03-01,36823
2019-03-02,36823
2019-03-03,36823
2019-03-04,36823
2019-03-05,38579
2019-03-06,38579
2019-03-07,38579
2019-03-08,38579
2019-03-09,38579
2019-03-10,38579
2019-03-11,40386
2019-03-12,40386
2019-03-13,40386
2019-03-14,40386
2019-03-15,40386
2019-03-16,40386
2019-03-17,40386
2019-03-18,42247
2019-03-19,42247
2019-03-20,42247
2019-03-21,42247
2019-03-22,42247
2019-03-23,42247
2019-03-24,44290
2019-03-25,44290
2019-03-26,44290
2019-03-27,44290
2019-03-28,44290
2019-03-29,44290
2019-03-30,44290
