date_obj,Leaping%20sturgeon price
2015-03-26,96
2015-03-27,96
2015-03-28,96
2015-03-29,96
2015-03-30,96
2015-03-31,96
2015-04-01,96
2015-04-02,96
2015-04-03,96
2015-04-04,96
2015-04-05,96
2015-04-06,96
2015-04-07,96
2015-04-08,96
2015-04-09,96
2015-04-10,96
2015-04-11,96
2015-04-12,96
2015-04-13,93
2015-04-14,93
2015-04-15,93
2015-04-16,93
2015-04-17,93
2015-04-18,93
2015-04-19,93
2015-04-20,93
2015-04-21,93
2015-04-22,93
2015-04-23,93
2015-04-24,93
2015-04-25,93
2015-04-26,93
2015-04-27,93
2015-04-28,93
2015-04-29,93
2015-04-30,93
2015-05-01,93
2015-05-02,93
2015-05-03,93
2015-05-04,91
2015-05-05,91
2015-05-06,91
2015-05-07,91
2015-05-08,91
2015-05-09,91
2015-05-10,91
2015-05-11,91
2015-05-12,91
2015-05-13,91
2015-05-14,91
2015-05-15,91
2015-05-16,91
2015-05-17,91
2015-05-18,91
2015-05-19,91
2015-05-20,91
2015-05-21,91
2015-05-22,91
2015-05-23,91
2015-05-24,91
2015-05-25,87
2015-05-26,87
2015-05-27,87
2015-05-28,87
2015-05-29,87
2015-05-30,87
2015-05-31,87
2015-06-01,87
2015-06-02,87
2015-06-03,87
2015-06-04,87
2015-06-05,87
2015-06-06,87
2015-06-07,87
2015-06-08,87
2015-06-09,87
2015-06-10,83
2015-06-11,83
2015-06-12,83
2015-06-13,83
2015-06-14,83
2015-06-15,83
2015-06-16,83
2015-06-17,83
2015-06-18,83
2015-06-19,83
2015-06-20,83
2015-06-21,83
2015-06-22,83
2015-06-23,83
2015-06-24,83
2015-06-25,83
2015-06-26,83
2015-06-27,83
2015-06-28,83
2015-06-29,83
2015-06-30,83
2015-07-01,78
2015-07-02,78
2015-07-03,78
2015-07-04,78
2015-07-05,78
2015-07-06,78
2015-07-07,78
2015-07-08,78
2015-07-09,78
2015-07-10,78
2015-07-11,78
2015-07-12,78
2015-07-13,78
2015-07-14,78
2015-07-15,78
2015-07-16,78
2015-07-17,78
2015-07-18,78
2015-07-19,78
2015-07-20,74
2015-07-21,74
2015-07-22,74
2015-07-23,74
2015-07-24,74
2015-07-25,74
2015-07-26,74
2015-07-27,74
2015-07-28,74
2015-07-29,74
2015-07-30,74
2015-07-31,74
2015-08-01,74
2015-08-02,74
2015-08-03,74
2015-08-04,74
2015-08-05,74
2015-08-06,72
2015-08-07,72
2015-08-08,72
2015-08-09,72
2015-08-10,72
2015-08-11,72
2015-08-12,72
2015-08-13,72
2015-08-14,72
2015-08-15,72
2015-08-16,72
2015-08-17,72
2015-08-18,72
2015-08-19,72
2015-08-20,68
2015-08-21,68
2015-08-22,68
2015-08-23,68
2015-08-24,68
2015-08-25,68
2015-08-26,68
2015-08-27,68
2015-08-28,68
2015-08-29,68
2015-08-30,68
2015-08-31,68
2015-09-01,68
2015-09-02,68
2015-09-03,68
2015-09-04,68
2015-09-05,68
2015-09-06,68
2015-09-07,68
2015-09-08,70
2015-09-09,70
2015-09-10,70
2015-09-11,70
2015-09-12,70
2015-09-13,70
2015-09-14,70
2015-09-15,70
2015-09-16,70
2015-09-17,70
2015-09-18,70
2015-09-19,70
2015-09-20,70
2015-09-21,70
2015-09-22,70
2015-09-23,70
2015-09-24,70
2015-09-25,67
2015-09-27,67
2015-09-28,67
2015-09-29,67
2015-09-30,67
2015-10-05,67
2015-10-06,67
2015-10-07,67
2015-10-08,67
2015-10-09,67
2015-10-10,67
2015-10-11,67
2015-10-12,67
2015-10-13,64
2015-10-14,64
2015-10-15,64
2015-10-16,64
2015-10-17,64
2015-10-18,64
2015-10-19,64
2015-10-20,64
2015-10-22,64
2015-10-23,64
2015-10-24,64
2015-10-25,64
2015-10-26,64
2015-10-27,64
2015-10-29,64
2015-10-30,64
2015-10-31,60
2015-11-01,60
2015-11-02,60
2015-11-03,60
2015-11-04,60
2015-11-05,60
2015-11-06,60
2015-11-07,60
2015-11-08,60
2015-11-09,60
2015-11-10,60
2015-11-11,60
2015-11-12,60
2015-11-13,60
2015-11-14,60
2015-11-15,60
2015-11-16,60
2015-11-17,60
2015-11-18,60
2015-11-19,60
2015-11-20,58
2015-11-21,58
2015-11-22,58
2015-11-23,58
2015-11-24,58
2015-11-25,58
2015-11-26,58
2015-11-27,58
2015-11-28,58
2015-11-29,58
2015-11-30,58
2015-12-01,58
2015-12-02,58
2015-12-03,58
2015-12-04,58
2015-12-05,58
2015-12-06,57
2015-12-07,57
2015-12-08,57
2015-12-09,57
2015-12-10,57
2015-12-11,57
2015-12-12,57
2015-12-13,57
2015-12-14,57
2015-12-15,57
2015-12-16,57
2015-12-17,57
2015-12-18,57
2015-12-19,57
2015-12-20,55
2015-12-21,55
2015-12-22,55
2015-12-23,55
2015-12-24,55
2015-12-25,55
2015-12-26,55
2015-12-27,55
2015-12-28,55
2015-12-29,55
2015-12-30,55
2015-12-31,55
2016-01-01,55
2016-01-02,55
2016-01-03,54
2016-01-04,54
2016-01-05,54
2016-01-06,54
2016-01-07,54
2016-01-08,54
2016-01-09,54
2016-01-10,54
2016-01-11,54
2016-01-12,54
2016-01-13,54
2016-01-14,54
2016-01-15,53
2016-01-16,53
2016-01-17,53
2016-01-18,53
2016-01-19,53
2016-01-20,53
2016-01-21,53
2016-01-22,53
2016-01-23,53
2016-01-24,53
2016-01-25,53
2016-01-26,53
2016-01-27,50
2016-01-28,50
2016-01-29,50
2016-01-30,50
2016-01-31,50
2016-02-01,50
2016-02-02,50
2016-02-03,50
2016-02-04,50
2016-02-05,50
2016-02-06,47
2016-02-07,47
2016-02-08,47
2016-02-09,47
2016-02-10,47
2016-02-11,47
2016-02-12,47
2016-02-13,47
2016-02-14,47
2016-02-15,47
2016-02-16,47
2016-02-17,47
2016-02-18,47
2016-02-19,45
2016-02-20,45
2016-02-21,45
2016-02-22,45
2016-02-23,45
2016-02-24,45
2016-02-25,45
2016-02-26,45
2016-02-27,45
2016-02-28,46
2016-02-29,46
2016-03-01,46
2016-03-02,46
2016-03-03,46
2016-03-04,46
2016-03-05,46
2016-03-06,46
2016-03-07,46
2016-03-08,46
2016-03-09,48
2016-03-10,48
2016-03-11,48
2016-03-12,48
2016-03-13,48
2016-03-14,48
2016-03-15,48
2016-03-16,48
2016-03-17,48
2016-03-18,48
2016-03-19,48
2016-03-20,47
2016-03-21,47
2016-03-22,47
2016-03-23,47
2016-03-24,47
2016-03-25,47
2016-03-26,47
2016-03-27,47
2016-03-28,47
2016-03-29,44
2016-03-30,44
2016-03-31,44
2016-04-01,44
2016-04-02,44
2016-04-03,44
2016-04-04,44
2016-04-05,44
2016-04-06,44
2016-04-07,44
2016-04-08,44
2016-04-09,41
2016-04-10,41
2016-04-11,41
2016-04-12,41
2016-04-13,41
2016-04-14,41
2016-04-15,41
2016-04-16,41
2016-04-17,41
2016-04-18,41
2016-04-19,41
2016-04-20,38
2016-04-21,38
2016-04-22,38
2016-04-23,38
2016-04-24,38
2016-04-25,38
2016-04-26,38
2016-04-27,38
2016-04-28,38
2016-04-29,38
2016-04-30,38
2016-05-01,36
2016-05-02,36
2016-05-03,36
2016-05-04,36
2016-05-05,36
2016-05-06,36
2016-05-07,36
2016-05-08,36
2016-05-09,36
2016-05-10,34
2016-05-11,34
2016-05-12,34
2016-05-13,34
2016-05-14,34
2016-05-15,34
2016-05-16,34
2016-05-17,34
2016-05-18,34
2016-05-19,34
2016-05-22,33
2016-05-23,33
2016-05-24,33
2016-05-25,33
2016-05-26,33
2016-05-27,33
2016-05-28,33
2016-05-29,32
2016-05-30,32
2016-05-31,32
2016-06-01,32
2016-06-02,32
2016-06-03,32
2016-06-04,32
2016-06-05,32
2016-06-06,32
2016-06-07,32
2016-06-08,32
2016-06-09,32
2016-06-10,32
2016-06-11,32
2016-06-12,32
2016-06-13,32
2016-06-14,31
2016-06-15,31
2016-06-16,31
2016-06-17,31
2016-06-18,31
2016-06-19,31
2016-06-20,31
2016-06-21,30
2016-06-22,30
2016-06-23,30
2016-06-24,30
2016-06-25,30
2016-06-26,30
2016-06-27,30
2016-06-28,30
2016-06-29,29
2016-06-30,29
2016-07-01,29
2016-07-02,29
2016-07-03,29
2016-07-04,29
2016-07-05,29
2016-07-06,29
2016-07-07,28
2016-07-08,28
2016-07-09,28
2016-07-10,28
2016-07-11,28
2016-07-12,28
2016-07-13,28
2016-07-14,28
2016-07-15,29
2016-07-16,29
2016-07-17,29
2016-07-18,29
2016-07-23,29
2016-07-24,29
2016-07-25,29
2016-07-26,29
2016-07-27,29
2016-07-28,29
2016-07-29,29
2016-07-30,29
2016-07-31,29
2016-08-01,29
2016-08-02,29
2016-08-03,29
2016-08-04,28
2016-08-05,28
2016-08-06,28
2016-08-07,28
2016-08-08,28
2016-08-09,28
2016-08-10,28
2016-08-11,28
2016-08-12,28
2016-08-13,28
2016-08-14,28
2016-08-15,27
2016-08-16,27
2016-08-17,27
2016-08-18,27
2016-08-19,27
2016-08-20,27
2016-08-21,27
2016-08-22,27
2016-08-23,27
2016-08-24,27
2016-08-25,25
2016-08-26,25
2016-08-28,25
2016-08-31,25
2016-09-01,25
2016-09-02,25
2016-09-03,25
2016-09-04,25
2016-09-05,25
2016-09-06,26
2016-09-07,26
2016-09-08,26
2016-09-09,26
2016-09-10,26
2016-09-11,26
2016-09-12,26
2016-09-13,26
2016-09-14,26
2016-09-15,26
2016-09-16,26
2016-09-17,26
2016-09-18,26
2016-09-19,26
2016-09-20,26
2016-09-21,26
2016-09-22,26
2016-09-23,26
2016-09-24,26
2016-09-25,26
2016-09-26,26
2016-09-27,26
2016-09-28,26
2016-09-29,27
2016-09-30,27
2016-10-01,27
2016-10-02,27
2016-10-03,27
2016-10-04,27
2016-10-05,27
2016-10-06,27
2016-10-07,27
2016-10-08,27
2016-10-09,27
2016-10-10,27
2016-10-11,28
2016-10-12,28
2016-10-13,28
2016-10-14,28
2016-10-15,28
2016-10-16,28
2016-10-17,28
2016-10-18,28
2016-10-19,28
2016-10-20,28
2016-10-21,28
2016-10-22,28
2016-10-23,28
2016-10-24,28
