date_obj,Jade%20necklace price
2018-03-27,1456
2018-03-28,1456
2018-03-29,1456
2018-03-30,1456
2018-03-31,1456
2018-04-01,1456
2018-04-02,1456
2018-04-03,1456
2018-04-04,1456
2018-04-05,1456
2018-04-06,1456
2018-04-07,1456
2018-04-08,1456
2018-04-09,1456
2018-04-10,1456
2018-04-11,1456
2018-04-12,1456
2018-04-13,1456
2018-04-14,1456
2018-04-15,1456
2018-04-16,1456
2018-04-17,1456
2018-04-18,1456
2018-04-19,1456
2018-04-20,1456
2018-04-21,1456
2018-04-22,1456
2018-04-23,1456
2018-04-24,1456
2018-04-25,1456
2018-04-26,1456
2018-04-27,1456
2018-04-28,1456
2018-04-29,1456
2018-04-30,1456
2018-05-01,1456
2018-05-04,1456
2018-05-05,1456
2018-05-06,1456
2018-05-07,1456
2018-05-08,1456
2018-05-09,1456
2018-05-10,1456
2018-05-11,1456
2018-05-12,1456
2018-05-13,1456
2018-05-14,1384
2018-05-15,1384
2018-05-16,1384
2018-05-17,1384
2018-05-18,1384
2018-05-19,1384
2018-05-20,1384
2018-05-21,1384
2018-05-22,1384
2018-05-23,1384
2018-05-24,1384
2018-05-25,1384
2018-05-26,1384
2018-05-27,1384
2018-05-28,1384
2018-05-29,1384
2018-05-30,1384
2018-05-31,1384
2018-06-01,1384
2018-06-02,1384
2018-06-03,1384
2018-06-04,1384
2018-06-05,1384
2018-06-06,1384
2018-06-07,1384
2018-06-08,1384
2018-06-09,1384
2018-06-10,1384
2018-06-11,1384
2018-06-12,1384
2018-06-13,1384
2018-06-14,1384
2018-06-15,1384
2018-06-16,1384
2018-06-17,1384
2018-06-18,1384
2018-06-19,1384
2018-06-20,1384
2018-06-21,1384
2018-06-22,1384
2018-06-23,1384
2018-06-24,1384
2018-06-25,1384
2018-06-26,1384
2018-06-27,1384
2018-06-28,1384
2018-06-29,1384
2018-06-30,1384
2018-07-01,1384
2018-07-02,1384
2018-07-03,1384
2018-07-04,1384
2018-07-05,1316
2018-07-06,1316
2018-07-07,1316
2018-07-08,1316
2018-07-09,1316
2018-07-10,1316
2018-07-11,1316
2018-07-12,1316
2018-07-13,1316
2018-07-14,1316
2018-07-15,1316
2018-07-16,1316
2018-07-17,1316
2018-07-18,1316
2018-07-19,1316
2018-07-20,1316
2018-07-21,1316
2018-07-22,1316
2018-07-23,1316
2018-07-24,1316
2018-07-25,1316
2018-07-26,1316
2018-07-27,1316
2018-07-28,1316
2018-07-29,1316
2018-07-30,1316
2018-07-31,1316
2018-08-01,1316
2018-08-02,1316
2018-08-03,1316
2018-08-04,1316
2018-08-05,1316
2018-08-06,1316
2018-08-07,1316
2018-08-08,1316
2018-08-09,1316
2018-08-10,1316
2018-08-11,1316
2018-08-12,1316
2018-08-14,1316
2018-08-16,1316
2018-08-17,1252
2018-08-18,1252
2018-08-19,1252
2018-08-20,1252
2018-08-21,1252
2018-08-22,1252
2018-08-23,1252
2018-08-24,1252
2018-08-25,1252
2018-08-26,1252
2018-08-27,1252
2018-08-28,1252
2018-08-29,1252
2018-08-30,1252
2018-08-31,1252
2018-09-01,1252
2018-09-02,1252
2018-09-03,1252
2018-09-04,1252
2018-09-05,1252
2018-09-06,1252
2018-09-07,1252
2018-09-08,1252
2018-09-09,1252
2018-09-10,1252
2018-09-11,1252
2018-09-12,1252
2018-09-13,1252
2018-09-14,1252
2018-09-15,1252
2018-09-16,1252
2018-09-17,1252
2018-09-18,1252
2018-09-19,1197
2018-09-20,1197
2018-09-21,1197
2018-09-22,1197
2018-09-23,1197
2018-09-24,1197
2018-09-25,1197
2018-09-26,1197
2018-09-27,1197
2018-09-28,1197
2018-09-29,1197
2018-09-30,1197
2018-10-02,1197
2018-10-03,1197
2018-10-04,1197
2018-10-05,1197
2018-10-06,1197
2018-10-07,1197
2018-10-08,1197
2018-10-09,1197
2018-10-10,1197
2018-10-11,1197
2018-10-12,1197
2018-10-13,1197
2018-10-14,1197
2018-10-15,1197
2018-10-16,1197
2018-10-17,1197
2018-10-18,1197
2018-10-19,1197
2018-10-20,1197
2018-10-21,1197
2018-10-22,1142
2018-10-23,1142
2018-10-24,1142
2018-10-25,1142
2018-10-26,1142
2018-10-27,1142
2018-10-28,1142
2018-10-29,1142
2018-10-30,1142
2018-10-31,1142
2018-11-01,1142
2018-11-03,1142
2018-11-04,1142
2018-11-05,1142
2018-11-06,1142
2018-11-07,1142
2018-11-08,1142
2018-11-09,1142
2018-11-10,1142
2018-11-11,1142
2018-11-12,1142
2018-11-13,1142
2018-11-14,1087
2018-11-15,1087
2018-11-16,1087
2018-11-17,1087
2018-11-18,1087
2018-11-19,1087
2018-11-20,1087
2018-11-21,1087
2018-11-22,1087
2018-11-23,1087
2018-11-24,1087
2018-11-25,1087
2018-11-26,1087
2018-11-27,1087
2018-11-28,1087
2018-11-29,1039
2018-12-01,1039
2018-12-02,1039
2018-12-03,1039
2018-12-04,1039
2018-12-05,1039
2018-12-07,1039
2018-12-09,1039
2018-12-10,1039
2018-12-11,1039
2018-12-12,1039
2018-12-13,1039
2018-12-14,1039
2018-12-15,1039
2018-12-16,996
2018-12-17,996
2018-12-18,996
2018-12-19,996
2018-12-20,996
2018-12-21,996
2018-12-22,996
2018-12-23,996
2018-12-24,996
2018-12-25,996
2018-12-26,996
2018-12-27,996
2018-12-28,996
2018-12-29,996
2018-12-30,996
2018-12-31,996
2019-01-01,996
2019-01-02,968
2019-01-03,968
2019-01-04,968
2019-01-05,968
2019-01-06,968
2019-01-08,968
2019-01-10,968
2019-01-11,968
2019-01-12,968
2019-01-13,968
2019-01-14,968
2019-01-15,968
2019-01-16,968
2019-01-17,968
2019-01-18,968
2019-01-19,968
2019-01-20,935
2019-01-21,935
2019-01-22,935
2019-01-23,935
2019-01-24,935
2019-01-25,935
2019-01-26,935
2019-01-27,935
2019-01-28,935
2019-01-29,935
2019-01-30,935
2019-01-31,935
2019-02-01,935
2019-02-02,935
2019-02-03,935
2019-02-04,935
2019-02-05,935
2019-02-06,935
2019-02-07,935
2019-02-08,900
2019-02-09,900
2019-02-10,900
2019-02-11,900
2019-02-12,900
2019-02-13,900
2019-02-14,900
2019-02-15,900
2019-02-16,900
2019-02-17,900
2019-02-18,900
2019-02-19,900
2019-02-20,900
2019-02-21,900
2019-02-22,900
2019-02-23,900
2019-02-24,900
2019-02-25,900
2019-02-26,900
2019-02-27,900
2019-02-28,900
2019-03-01,900
2019-03-02,900
2019-03-03,900
2019-03-04,900
2019-03-05,900
2019-03-06,900
2019-03-07,900
2019-03-08,900
2019-03-09,900
2019-03-10,900
2019-03-11,900
2019-03-12,900
2019-03-13,900
2019-03-14,900
2019-03-15,900
2019-03-16,900
2019-03-17,900
2019-03-18,899
2019-03-19,899
2019-03-20,899
2019-03-21,899
2019-03-22,899
2019-03-23,899
2019-03-24,899
2019-03-25,899
2019-03-26,899
2019-03-27,899
2019-03-28,899
2019-03-29,899
2019-03-30,899
2019-03-31,899
2019-04-01,899
2019-04-02,899
2019-04-03,899
2019-04-04,899
2019-04-05,899
2019-04-06,899
2019-04-07,899
2019-04-08,899
2019-04-09,899
2019-04-10,899
2019-04-11,873
2019-04-12,873
2019-04-13,873
2019-04-14,873
2019-04-15,873
2019-04-16,873
2019-04-17,873
2019-04-18,873
2019-04-19,873
2019-04-20,873
2019-04-21,873
2019-04-22,873
2019-04-23,873
2019-04-24,873
2019-04-25,873
2019-04-26,873
2019-04-27,889
2019-04-28,889
2019-04-29,889
2019-04-30,889
2019-05-01,889
2019-05-02,889
2019-05-03,889
2019-05-04,889
2019-05-05,889
2019-05-06,889
2019-05-07,889
2019-05-08,889
2019-05-09,889
2019-05-10,889
2019-05-11,889
2019-05-12,889
2019-05-13,889
2019-05-14,889
2019-05-15,889
2019-05-16,889
2019-05-17,889
2019-05-18,889
2019-05-19,889
2019-05-20,889
2019-05-21,889
2019-05-22,889
2019-05-23,864
2019-05-24,864
2019-05-25,864
2019-05-26,864
2019-05-27,864
2019-05-28,864
2019-05-29,864
2019-05-30,864
2019-05-31,864
2019-06-01,864
2019-06-02,864
2019-06-03,864
2019-06-04,864
2019-06-05,864
2019-06-06,864
2019-06-07,864
2019-06-08,864
2019-06-09,864
2019-06-10,864
2019-06-11,864
2019-06-12,864
2019-06-13,864
2019-06-14,864
2019-06-15,864
2019-06-16,864
2019-06-17,853
2019-06-18,853
2019-06-19,853
2019-06-20,853
2019-06-21,853
2019-06-22,853
2019-06-23,853
2019-06-24,853
2019-06-25,853
2019-06-26,853
2019-06-27,853
2019-06-28,853
2019-06-29,853
2019-06-30,853
2019-07-01,853
2019-07-02,853
2019-07-03,853
2019-07-04,853
2019-07-05,853
2019-07-06,853
2019-07-07,853
2019-07-08,853
2019-07-09,853
2019-07-10,853
2019-07-11,853
2019-07-12,853
2019-07-13,859
2019-07-14,859
2019-07-15,859
2019-07-16,859
2019-07-17,859
2019-07-18,859
2019-07-19,859
2019-07-20,859
2019-07-21,859
2019-07-22,859
2019-07-23,859
2019-07-24,859
2019-07-25,859
2019-07-26,859
2019-07-27,859
2019-07-28,859
2019-07-29,859
2019-07-30,859
2019-07-31,859
2019-08-01,859
2019-08-02,859
2019-08-03,859
2019-08-04,859
2019-08-05,859
2019-08-06,859
2019-08-07,859
2019-08-08,859
2019-08-09,859
2019-08-10,859
2019-08-11,859
2019-08-12,851
2019-08-13,851
2019-08-14,851
2019-08-15,851
2019-08-16,851
2019-08-17,851
2019-08-18,851
2019-08-19,851
2019-08-20,851
2019-08-21,851
2019-08-22,851
2019-08-23,851
2019-08-24,851
2019-08-24,851
2019-08-25,851
2019-08-25,851
2019-08-26,851
2019-08-26,851
2019-08-27,851
2019-08-27,851
2019-08-28,851
2019-08-29,851
2019-08-30,851
2019-08-31,851
2019-09-01,851
2019-09-02,851
2019-09-03,851
2019-09-04,851
2019-09-05,851
2019-09-06,851
2019-09-07,851
2019-09-08,851
2019-09-09,851
2019-09-10,851
2019-09-11,851
2019-09-12,851
2019-09-13,851
2019-09-14,851
2019-09-15,851
2019-09-16,851
2019-09-17,851
2019-09-18,817
2019-09-19,817
2019-09-20,817
2019-09-21,817
2019-09-22,817
2019-09-23,817
2019-09-24,817
2019-09-25,817
2019-09-26,817
2019-09-27,817
2019-09-28,817
2019-09-29,817
2019-09-30,817
2019-10-01,817
2019-10-02,817
2019-10-03,817
2019-10-04,817
2019-10-05,817
2019-10-06,817
2019-10-07,817
2019-10-08,817
2019-10-09,817
2019-10-10,817
2019-10-11,817
2019-10-12,817
2019-10-13,815
2019-10-14,815
2019-10-15,815
2019-10-16,815
2019-10-17,815
2019-10-18,815
2019-10-19,815
2019-10-20,815
2019-10-21,815
2019-10-22,815
2019-10-23,815
2019-10-24,815
2019-10-25,815
2019-10-26,815
2019-10-27,815
2019-10-28,815
2019-10-29,815
2019-10-30,815
2019-10-31,815
2019-11-01,815
2019-11-02,815
2019-11-03,815
2019-11-04,815
2019-11-05,815
2019-11-06,815
2019-11-07,815
2019-11-08,815
2019-11-09,815
2019-11-10,815
2019-11-11,815
2019-11-12,815
2019-11-13,815
2019-11-14,815
2019-11-15,815
2019-11-16,805
2019-11-17,805
2019-11-18,805
2019-11-19,805
2019-11-20,805
2019-11-21,805
2019-11-22,805
2019-11-23,805
2019-11-24,805
2019-11-25,805
2019-11-26,805
2019-11-27,805
2019-11-28,805
2019-11-29,805
2019-11-30,805
2019-12-01,805
2019-12-02,805
2019-12-03,805
2019-12-04,805
2019-12-05,805
2019-12-06,805
2019-12-07,805
2019-12-08,805
2019-12-09,805
2019-12-10,805
2019-12-11,805
2019-12-12,805
2019-12-13,805
2019-12-14,805
2019-12-15,805
2019-12-16,805
2019-12-17,805
2019-12-18,805
2019-12-19,805
2019-12-20,805
2019-12-21,806
2019-12-22,806
2019-12-23,806
2019-12-24,806
2019-12-25,806
2019-12-26,806
2019-12-27,806
2019-12-28,806
2019-12-29,806
2019-12-30,806
2019-12-31,806
2020-01-01,806
2020-01-02,806
2020-01-03,806
2020-01-04,806
2020-01-05,806
2020-01-06,806
2020-01-07,806
2020-01-08,806
2020-01-09,806
2020-01-10,806
2020-01-11,806
2020-01-12,806
2020-01-13,806
2020-01-14,806
2020-01-15,806
2020-01-16,806
2020-01-17,806
2020-01-18,806
2020-01-19,806
2020-01-20,806
2020-01-21,806
2020-01-22,806
2020-01-23,806
2020-01-24,806
2020-01-25,806
2020-01-26,806
2020-01-27,806
2020-01-28,806
2020-01-29,806
2020-01-30,780
2020-01-31,780
2020-02-01,780
2020-02-02,780
2020-02-03,780
2020-02-04,780
2020-02-05,780
2020-02-06,780
2020-02-07,780
2020-02-08,780
2020-02-09,780
2020-02-10,780
2020-02-11,780
2020-02-12,780
2020-02-13,780
2020-02-14,780
2020-02-15,780
2020-02-16,780
2020-02-17,780
2020-02-18,780
2020-02-19,780
2020-02-20,780
2020-02-21,780
2020-02-22,780
2020-02-23,780
2020-02-24,780
2020-02-25,780
2020-02-26,780
2020-02-27,780
2020-02-28,780
2020-02-29,780
2020-03-01,780
2020-03-02,780
2020-03-03,780
2020-03-04,780
2020-03-05,780
2020-03-06,741
2020-03-07,741
2020-03-08,741
2020-03-09,741
2020-03-10,741
2020-03-11,741
2020-03-12,741
2020-03-13,741
2020-03-14,741
2020-03-15,741
2020-03-16,741
2020-03-17,741
2020-03-18,741
2020-03-19,741
2020-03-20,741
2020-03-21,741
2020-03-22,741
2020-03-23,741
2020-03-24,741
2020-03-25,741
2020-03-26,733
2020-03-27,733
2020-03-28,733
2020-03-29,733
2020-03-30,733
2020-03-31,733
2020-04-01,733
2020-04-02,733
2020-04-03,733
2020-04-04,733
2020-04-05,733
2020-04-06,733
2020-04-07,733
2020-04-08,733
2020-04-09,733
2020-04-10,733
2020-04-11,725
2020-04-12,725
2020-04-13,725
2020-04-14,725
2020-04-15,725
2020-04-16,725
2020-04-17,725
2020-04-18,725
2020-04-19,725
2020-04-20,725
2020-04-21,725
2020-04-22,725
2020-04-23,725
2020-04-24,718
2020-04-25,718
2020-04-26,718
2020-04-27,718
2020-04-28,718
2020-04-29,718
2020-04-30,718
2020-05-01,718
2020-05-02,718
2020-05-03,718
2020-05-04,718
2020-05-05,718
2020-05-06,718
2020-05-07,718
2020-05-08,718
2020-05-09,717
2020-05-10,717
2020-05-11,717
2020-05-12,717
2020-05-13,717
