date_obj,Arctic%20pyre%20logs price
2016-10-07,2342
2016-10-08,2342
2016-10-09,2342
2016-10-10,2342
2016-10-11,2342
2016-10-12,2342
2016-10-13,2342
2016-10-14,2342
2016-10-15,2342
2016-10-16,2342
2016-10-17,2342
2016-10-18,2342
2016-10-19,2342
2016-10-20,2342
2016-10-21,2342
2016-10-22,2342
2016-10-23,2342
2016-10-24,2342
2016-10-25,2342
2016-10-26,2342
2016-10-27,2342
2016-10-28,2342
2016-10-29,2342
2016-10-30,2431
2016-10-31,2431
2016-11-01,2431
2016-11-02,2431
2016-11-03,2431
2016-11-04,2431
2016-11-05,2431
2016-11-06,2431
2016-11-07,2431
2016-11-08,2431
2016-11-09,2431
2016-11-10,2431
2016-11-11,2431
2016-11-12,2431
2016-11-13,2431
2016-11-14,2431
2016-11-15,2431
2016-12-07,2431
2016-12-08,2431
2016-12-09,2431
2016-12-10,2431
2016-12-11,2431
2016-12-12,2431
2016-12-13,2431
2016-12-14,2431
2016-12-15,2431
2016-12-16,2431
2016-12-17,2431
2016-12-18,2431
2016-12-19,2431
2016-12-20,2431
2016-12-21,2431
2016-12-22,2431
2016-12-23,2431
2016-12-24,2431
2016-12-25,2431
2016-12-26,2431
2016-12-27,2431
2016-12-28,2431
2016-12-29,2431
2016-12-30,2431
2016-12-31,2431
2017-01-01,2431
2017-01-02,2431
2017-01-03,2431
2017-01-04,2431
2017-01-05,2431
2017-01-06,2431
2017-01-07,2431
2017-01-08,2431
2017-01-09,2431
2017-01-10,2431
2017-01-11,2431
2017-01-12,2431
2017-01-13,2431
2017-01-14,2431
2017-01-15,2431
2017-01-16,2431
2017-01-17,2431
2017-01-18,2431
2017-01-19,2431
2017-01-20,2431
2017-01-21,2431
2017-01-22,2431
2017-01-23,2431
2017-01-27,2431
2017-01-28,2431
2017-01-29,2431
2017-01-30,2431
2017-01-31,2431
2017-02-01,2431
2017-02-02,2431
2017-02-03,2431
2017-02-04,2431
2017-02-05,2431
2017-02-06,2431
2017-02-07,2431
2017-02-08,2431
2017-02-09,2431
2017-02-10,2431
2017-02-11,2431
2017-02-12,2431
2017-02-13,2431
2017-02-14,2431
2017-02-15,2431
2017-02-16,2431
2017-02-18,2519
2017-02-19,2519
2017-02-20,2519
2017-02-21,2519
2017-02-22,2519
2017-02-23,2519
2017-02-24,2519
2017-02-25,2519
2017-02-26,2519
2017-02-27,2519
2017-02-28,2519
2017-03-01,2519
2017-03-02,2519
2017-03-03,2519
2017-03-04,2519
2017-03-05,2519
2017-03-06,2519
2017-03-07,2519
2017-03-08,2519
2017-03-09,2519
2017-03-10,2519
2017-03-11,2519
2017-03-12,2519
2017-03-13,2519
2017-03-14,2519
2017-03-15,2519
2017-03-16,2519
2017-03-17,2519
2017-03-18,2519
2017-03-19,2519
2017-03-20,2519
2017-03-21,2519
2017-03-22,2519
2017-03-23,2519
2017-03-24,2519
2017-03-25,2519
2017-03-26,2519
2017-03-27,2519
2017-03-28,2519
2017-03-29,2519
2017-03-30,2519
2017-03-31,2519
2017-04-01,2519
2017-04-02,2519
2017-04-03,2519
2017-04-04,2519
2017-04-05,2519
2017-04-12,2519
2017-04-13,2519
2017-04-14,2519
2017-04-15,2519
2017-04-16,2519
2017-04-17,2519
2017-04-18,2519
2017-04-19,2519
2017-04-20,2519
2017-04-21,2519
2017-04-22,2519
2017-04-23,2519
2017-04-24,2519
2017-04-25,2519
2017-04-26,2519
2017-04-27,2519
2017-04-28,2519
2017-04-29,2519
2017-04-30,2519
2017-05-01,2519
2017-05-02,2519
2017-05-03,2519
2017-05-04,2519
2017-05-05,2519
2017-05-06,2519
2017-05-07,2519
2017-05-08,2519
2017-05-09,2519
2017-05-10,2519
2017-05-11,2519
2017-05-12,2519
2017-05-13,2519
2017-05-14,2519
2017-05-15,2519
2017-05-16,2519
2017-05-17,2519
2017-05-18,2519
2017-05-19,2519
2017-05-20,2519
2017-05-21,2519
2017-05-22,2519
2017-05-23,2519
2017-05-24,2519
2017-05-25,2519
2017-05-26,2519
2017-05-27,2519
2017-05-28,2519
2017-05-29,2519
2017-05-30,2519
2017-05-31,2519
2017-06-01,2519
2017-06-02,2519
2017-06-03,2519
2017-06-04,2519
2017-06-05,2519
2017-06-06,2519
2017-06-07,2519
2017-06-08,2611
2017-06-09,2611
2017-06-10,2611
2017-06-11,2611
2017-06-12,2611
2017-06-13,2611
2017-06-14,2611
2017-06-15,2611
2017-06-16,2611
2017-06-17,2611
2017-06-18,2611
2017-06-19,2611
2017-06-20,2611
2017-06-21,2611
2017-06-22,2611
2017-06-23,2611
2017-06-24,2611
2017-06-25,2611
2017-06-26,2611
2017-06-27,2611
2017-06-28,2611
2017-06-29,2611
2017-06-30,2611
2017-07-01,2611
2017-07-02,2611
2017-07-03,2611
2017-07-04,2611
2017-07-05,2611
2017-07-06,2611
2017-07-07,2611
2017-07-08,2611
2017-07-09,2611
2017-07-13,2611
2017-07-14,2611
2017-07-15,2611
2017-07-16,2611
2017-07-17,2611
2017-07-18,2611
2017-07-19,2611
2017-07-20,2611
2017-07-21,2611
2017-07-22,2611
2017-07-23,2611
2017-07-24,2611
2017-07-25,2611
2017-07-26,2611
2017-07-27,2611
2017-07-28,2611
2017-07-29,2611
2017-07-30,2611
2017-07-31,2611
2017-08-01,2611
2017-08-02,2611
2017-08-03,2611
2017-08-04,2611
2017-08-05,2611
2017-08-06,2611
2017-08-07,2611
2017-08-08,2611
2017-08-09,2611
2017-08-10,2611
2017-08-11,2611
2017-08-12,2611
2017-08-13,2611
2017-08-14,2611
2017-08-15,2611
2017-08-16,2611
2017-08-17,2611
2017-08-18,2611
2017-08-19,2611
2017-08-20,2611
2017-08-21,2611
2017-08-22,2611
2017-08-23,2611
2017-08-24,2611
2017-08-25,2611
2017-08-26,2611
2017-08-27,2611
2017-08-28,2611
2017-08-29,2611
2017-08-30,2611
2017-08-31,2611
2017-09-01,2611
2017-09-02,2611
2017-09-03,2611
2017-09-04,2611
2017-09-05,2611
2017-09-06,2611
2017-09-07,2611
2017-09-08,2611
2017-09-09,2611
2017-09-10,2611
2017-09-11,2611
2017-09-12,2611
2017-09-13,2611
2017-09-14,2611
2017-09-15,2611
2017-09-16,2611
2017-09-17,2611
2017-09-18,2611
2017-09-19,2611
2017-09-20,2611
2017-09-22,2611
2017-09-23,2611
2017-09-24,2611
2017-09-25,2611
2017-09-26,2611
2017-09-27,2611
2017-09-28,2611
2017-09-29,2611
2017-09-30,2611
2017-10-01,2611
2017-10-02,2719
2017-10-03,2719
2017-10-04,2719
2017-10-05,2719
2017-10-06,2719
2017-10-07,2719
2017-10-08,2719
2017-10-09,2719
2017-10-10,2719
2017-10-11,2719
2017-10-12,2719
2017-10-13,2719
2017-10-14,2719
2017-10-15,2719
2017-10-16,2719
2017-10-17,2719
2017-10-18,2719
2017-10-19,2719
2017-10-20,2719
2017-10-21,2719
2017-10-22,2719
2017-10-23,2719
2017-10-24,2719
2017-10-25,2719
2017-10-26,2719
2017-10-27,2719
2017-10-28,2719
2017-10-29,2719
2017-10-30,2719
2017-10-31,2719
2017-11-01,2719
2017-11-02,2719
2017-11-03,2719
2017-11-04,2719
2017-11-05,2719
2017-11-06,2719
2017-11-07,2719
2017-11-08,2719
2017-11-09,2719
2017-11-10,2719
2017-11-11,2719
2017-11-12,2719
2017-11-13,2719
2017-11-14,2719
2017-11-15,2719
2017-11-16,2719
2017-11-17,2719
2017-11-18,2719
2017-11-19,2719
2017-11-20,2719
2017-11-21,2719
2017-11-22,2719
2017-11-23,2719
2017-11-24,2719
2017-11-25,2719
2017-11-26,2719
2017-11-27,2719
2017-11-28,2719
2017-11-29,2719
2017-11-30,2719
2017-12-01,2719
2017-12-02,2719
2017-12-03,2719
2017-12-04,2719
2017-12-05,2719
2017-12-06,2719
2017-12-07,2719
2017-12-08,2719
2017-12-09,2719
2017-12-10,2719
2017-12-11,2719
2017-12-12,2719
2017-12-13,2719
2017-12-14,2719
2017-12-15,2719
2017-12-16,2719
2017-12-17,2719
2017-12-18,2719
2017-12-19,2719
2017-12-20,2719
2017-12-21,2719
2017-12-22,2719
2017-12-23,2719
2017-12-24,2719
2017-12-25,2719
2017-12-26,2719
2017-12-27,2719
2017-12-28,2719
2017-12-29,2719
2017-12-30,2719
2017-12-31,2719
2018-01-01,2719
2018-01-02,2719
2018-01-03,2719
2018-01-04,2719
2018-01-05,2719
2018-01-06,2719
2018-01-07,2719
2018-01-08,2719
2018-01-09,2719
2018-01-10,2719
2018-01-11,2719
2018-01-12,2719
2018-01-13,2719
2018-01-14,2719
2018-01-15,2719
2018-01-16,2719
2018-01-17,2719
2018-01-18,2719
2018-01-19,2719
2018-01-20,2719
2018-01-21,2719
2018-01-22,2719
2018-01-23,2719
2018-01-24,2610
2018-01-25,2610
2018-01-26,2610
2018-01-27,2610
2018-01-29,2610
2018-01-30,2610
2018-01-31,2610
2018-02-01,2610
2018-02-02,2610
2018-02-03,2610
2018-02-04,2610
2018-02-05,2610
2018-02-06,2610
2018-02-07,2610
2018-02-08,2610
2018-02-09,2610
2018-02-10,2610
2018-02-11,2610
2018-02-12,2610
2018-02-13,2610
2018-02-14,2610
2018-02-15,2610
2018-02-16,2610
2018-02-17,2610
2018-02-18,2610
2018-02-19,2610
2018-02-20,2610
2018-02-21,2610
2018-02-22,2610
2018-02-23,2610
2018-02-24,2610
2018-02-25,2610
2018-02-26,2610
2018-02-27,2610
2018-02-28,2610
2018-03-01,2610
2018-03-02,2610
2018-03-03,2610
2018-03-04,2610
2018-03-05,2610
2018-03-06,2610
2018-03-07,2610
2018-03-08,2610
2018-03-09,2610
2018-03-10,2610
2018-03-11,2610
2018-03-12,2610
2018-03-13,2486
2018-03-14,2486
2018-03-15,2486
2018-03-16,2486
2018-03-17,2486
2018-03-18,2486
2018-03-20,2486
2018-03-22,2486
2018-03-23,2486
2018-03-24,2486
2018-03-25,2486
2018-03-26,2486
2018-03-27,2486
2018-03-28,2486
2018-03-29,2486
2018-03-30,2486
2018-03-31,2486
2018-04-01,2486
2018-04-02,2486
2018-04-03,2486
2018-04-04,2486
2018-04-05,2486
2018-04-06,2486
2018-04-07,2486
2018-04-08,2486
2018-04-09,2486
2018-04-10,2486
2018-04-11,2486
2018-04-12,2486
2018-04-13,2486
2018-04-14,2486
2018-04-15,2486
2018-04-16,2486
2018-04-17,2486
2018-04-18,2486
2018-04-19,2486
2018-04-20,2486
2018-04-21,2486
2018-04-22,2486
2018-04-23,2486
2018-04-24,2486
2018-04-25,2486
2018-04-26,2486
2018-04-27,2486
2018-04-28,2486
2018-04-29,2486
2018-04-30,2566
2018-05-01,2566
2018-05-02,2566
2018-05-03,2566
2018-05-04,2566
2018-05-05,2566
2018-05-06,2566
2018-05-07,2566
2018-05-08,2566
2018-05-09,2566
2018-05-10,2566
2018-05-11,2566
2018-05-12,2566
2018-05-13,2566
2018-05-14,2566
2018-05-15,2566
2018-05-16,2566
2018-05-17,2566
2018-05-18,2566
2018-05-19,2566
2018-05-20,2566
2018-05-21,2566
2018-05-22,2566
2018-05-23,2566
2018-05-24,2566
2018-05-25,2566
2018-05-26,2566
2018-05-27,2566
2018-05-28,2566
2018-05-29,2566
2018-05-30,2566
2018-05-31,2566
2018-06-01,2566
2018-06-02,2566
2018-06-03,2566
2018-06-04,2566
2018-06-05,2566
2018-06-06,2566
2018-06-07,2566
2018-06-08,2566
2018-06-09,2566
2018-06-10,2566
2018-06-11,2566
2018-06-12,2566
2018-06-13,2566
2018-06-14,2566
2018-06-15,2566
2018-06-16,2566
2018-06-17,2566
2018-06-18,2647
2018-06-19,2647
2018-06-20,2647
2018-06-21,2647
2018-06-22,2647
2018-06-23,2647
2018-06-24,2647
2018-06-25,2647
2018-06-26,2647
2018-06-27,2647
2018-06-28,2647
2018-06-29,2647
2018-06-30,2647
2018-07-01,2647
2018-07-02,2647
2018-07-03,2647
2018-07-04,2647
2018-07-05,2647
2018-07-06,2647
2018-07-07,2647
2018-07-08,2647
2018-07-09,2647
2018-07-10,2647
2018-07-11,2647
2018-07-12,2647
2018-07-13,2647
2018-07-14,2647
2018-07-15,2647
2018-07-16,2647
2018-07-17,2647
2018-07-18,2647
2018-07-19,2647
2018-07-20,2647
2018-07-21,2647
2018-07-22,2647
2018-07-23,2647
2018-07-24,2647
2018-07-25,2647
2018-07-26,2647
2018-07-27,2647
2018-07-28,2647
2018-07-29,2647
2018-07-30,2647
2018-07-31,2647
2018-08-01,2647
2018-08-02,2647
2018-08-03,2647
2018-08-04,2647
2018-08-05,2647
2018-08-06,2647
2018-08-07,2647
2018-08-08,2647
2018-08-09,2647
2018-08-10,2647
2018-08-11,2647
2018-08-12,2647
2018-08-14,2637
2018-08-16,2637
2018-08-17,2637
2018-08-18,2637
2018-08-19,2637
2018-08-20,2637
2018-08-21,2637
2018-08-22,2637
2018-08-23,2637
2018-08-24,2637
2018-08-25,2637
2018-08-26,2637
2018-08-27,2637
2018-08-28,2637
2018-08-29,2637
2018-08-30,2637
2018-08-31,2637
2018-09-01,2637
2018-09-02,2637
2018-09-03,2637
2018-09-04,2637
2018-09-05,2637
2018-09-06,2637
2018-09-07,2637
2018-09-08,2637
2018-09-09,2637
2018-09-10,2637
2018-09-11,2637
2018-09-12,2545
2018-09-13,2545
2018-09-14,2545
2018-09-15,2545
2018-09-16,2545
2018-09-17,2545
2018-09-18,2545
2018-09-19,2545
2018-09-20,2545
2018-09-21,2545
2018-09-22,2545
2018-09-23,2545
2018-09-24,2545
2018-09-25,2545
2018-09-26,2545
2018-09-27,2545
2018-09-28,2545
2018-09-29,2545
2018-09-30,2545
2018-10-01,2545
2018-10-02,2545
2018-10-03,2545
2018-10-04,2545
2018-10-05,2545
2018-10-06,2545
2018-10-07,2545
2018-10-08,2545
2018-10-09,2545
2018-10-10,2545
2018-10-11,2545
2018-10-12,2545
2018-10-13,2545
2018-10-14,2575
2018-10-15,2575
2018-10-16,2575
2018-10-17,2575
2018-10-18,2575
2018-10-19,2575
2018-10-20,2575
2018-10-21,2575
2018-10-22,2575
2018-10-23,2575
2018-10-24,2575
2018-10-25,2575
2018-10-26,2575
2018-10-27,2575
2018-10-28,2575
2018-10-29,2575
2018-10-30,2575
2018-10-31,2575
2018-11-01,2575
2018-11-03,2575
2018-11-04,2575
2018-11-05,2575
2018-11-06,2575
2018-11-07,2575
2018-11-08,2525
2018-11-09,2525
2018-11-10,2525
2018-11-11,2525
2018-11-12,2525
2018-11-13,2525
2018-11-14,2525
2018-11-15,2525
2018-11-16,2525
2018-11-17,2525
2018-11-18,2525
2018-11-19,2525
2018-11-20,2525
2018-11-21,2525
2018-11-22,2525
2018-11-23,2525
2018-11-24,2525
2018-11-25,2525
2018-11-26,2525
2018-11-27,2525
2018-11-28,2460
2018-11-29,2460
2018-12-01,2460
2018-12-02,2460
2018-12-03,2460
2018-12-04,2460
2018-12-05,2460
2018-12-07,2460
2018-12-09,2460
2018-12-10,2460
2018-12-11,2460
2018-12-12,2460
2018-12-13,2460
2018-12-14,2460
2018-12-15,2460
2018-12-16,2348
2018-12-17,2348
2018-12-18,2348
2018-12-19,2348
2018-12-20,2348
2018-12-21,2348
2018-12-22,2348
2018-12-23,2348
2018-12-24,2348
2018-12-25,2348
2018-12-26,2348
2018-12-27,2348
2018-12-28,2348
2018-12-29,2348
2018-12-30,2348
2018-12-31,2348
2019-01-01,2348
2019-01-02,2348
2019-01-03,2348
2019-01-04,2348
2019-01-05,2232
2019-01-06,2232
2019-01-08,2232
2019-01-10,2232
2019-01-11,2232
2019-01-12,2232
2019-01-13,2232
2019-01-14,2232
2019-01-15,2232
2019-01-16,2232
2019-01-17,2232
2019-01-18,2232
2019-01-19,2232
2019-01-20,2129
2019-01-21,2129
2019-01-22,2129
2019-01-23,2129
2019-01-24,2129
2019-01-25,2129
2019-01-26,2129
2019-01-27,2129
2019-01-28,2129
2019-01-29,2129
2019-01-30,2129
2019-01-31,2129
2019-02-01,2129
2019-02-02,2129
2019-02-03,2129
2019-02-04,2129
2019-02-05,2129
2019-02-06,2129
2019-02-07,2062
2019-02-08,2062
2019-02-09,2062
2019-02-10,2062
2019-02-11,2062
2019-02-12,2062
2019-02-13,2062
2019-02-14,2062
2019-02-15,2062
2019-02-16,2062
2019-02-17,2062
2019-02-18,2062
2019-02-19,2062
2019-02-20,2062
2019-02-21,2062
2019-02-22,2062
2019-02-23,2062
2019-02-24,2062
2019-02-25,2062
2019-02-26,2062
2019-02-27,1976
2019-02-28,1976
2019-03-01,1976
2019-03-02,1976
2019-03-03,1976
2019-03-04,1976
2019-03-05,1976
2019-03-06,1976
2019-03-07,1976
2019-03-08,1976
2019-03-09,1976
2019-03-10,1976
2019-03-11,1976
2019-03-12,1976
2019-03-13,1976
2019-03-14,1976
2019-03-15,1976
2019-03-16,1976
2019-03-17,1976
2019-03-18,1976
2019-03-19,1976
2019-03-20,1915
2019-03-21,1915
