date_obj,Oak%20longbow price
2015-03-26,245
2015-03-27,245
2015-03-28,232
2015-03-29,220
2015-03-30,209
2015-03-31,198
2015-04-01,198
2015-04-02,188
2015-04-03,178
2015-04-04,169
2015-04-05,169
2015-04-06,160
2015-04-07,152
2015-04-08,152
2015-04-09,144
2015-04-10,136
2015-04-11,129
2015-04-12,122
2015-04-13,115
2015-04-14,115
2015-04-15,109
2015-04-16,109
2015-04-17,103
2015-04-18,98
2015-04-19,93
2015-04-20,93
2015-04-21,88
2015-04-22,88
2015-04-23,83
2015-04-24,78
2015-04-25,74
2015-04-26,74
2015-04-27,70
2015-04-28,66
2015-04-29,66
2015-04-30,62
2015-05-01,58
2015-05-02,55
2015-05-03,55
2015-05-04,52
2015-05-05,52
2015-05-06,49
2015-05-07,48
2015-05-08,48
2015-05-09,47
2015-05-10,44
2015-05-11,44
2015-05-12,41
2015-05-13,41
2015-05-14,39
2015-05-15,39
2015-05-16,39
2015-05-17,40
2015-05-18,40
2015-05-19,40
2015-05-20,40
2015-05-21,40
2015-05-22,41
2015-05-23,41
2015-05-24,41
2015-05-25,41
2015-05-26,41
2015-05-27,41
2015-05-28,41
2015-05-29,43
2015-05-30,41
2015-05-31,41
2015-06-01,38
2015-06-02,38
2015-06-03,38
2015-06-04,38
2015-06-05,38
2015-06-06,39
2015-06-07,40
2015-06-08,40
2015-06-09,41
2015-06-10,42
2015-06-11,42
2015-06-12,41
2015-06-13,41
2015-06-14,41
2015-06-15,41
2015-06-16,41
2015-06-17,41
2015-06-18,42
2015-06-19,42
2015-06-20,42
2015-06-21,42
2015-06-22,44
2015-06-23,44
2015-06-24,46
2015-06-25,46
2015-06-26,48
2015-06-27,48
2015-06-28,49
2015-06-29,49
2015-06-30,49
2015-07-01,47
2015-07-02,47
2015-07-03,48
2015-07-04,48
2015-07-05,49
2015-07-06,49
2015-07-07,51
2015-07-08,53
2015-07-09,53
2015-07-10,53
2015-07-11,53
2015-07-12,52
2015-07-13,50
2015-07-14,50
2015-07-15,52
2015-07-16,52
2015-07-17,51
2015-07-18,51
2015-07-19,52
2015-07-20,52
2015-07-21,52
2015-07-22,50
2015-07-23,50
2015-07-24,50
2015-07-25,50
2015-07-26,49
2015-07-27,47
2015-07-28,47
2015-07-29,48
2015-07-30,48
2015-07-31,48
2015-08-01,48
2015-08-02,48
2015-08-03,48
2015-08-04,48
2015-08-05,48
2015-08-06,48
2015-08-07,48
2015-08-08,46
2015-08-09,48
2015-08-10,48
2015-08-11,48
2015-08-12,48
2015-08-13,49
2015-08-14,49
2015-08-15,49
2015-08-16,48
2015-08-17,48
2015-08-18,48
2015-08-19,49
2015-08-20,49
2015-08-21,48
2015-08-22,49
2015-08-23,49
2015-08-24,49
2015-08-25,49
2015-08-26,48
2015-08-27,48
2015-08-28,48
2015-08-29,48
2015-08-30,48
2015-08-31,48
2015-09-01,48
2015-09-02,49
2015-09-03,49
2015-09-04,47
2015-09-05,47
2015-09-06,46
2015-09-07,46
2015-09-08,47
2015-09-09,47
2015-09-10,45
2015-09-11,45
2015-09-12,47
2015-09-13,47
2015-09-14,46
2015-09-15,44
2015-09-16,44
2015-09-17,44
2015-09-18,44
2015-09-19,45
2015-09-20,45
2015-09-21,44
2015-09-22,44
2015-09-23,44
2015-09-24,44
2015-09-25,45
2015-09-27,45
2015-09-28,45
2015-09-29,44
2015-09-30,46
2015-10-05,44
2015-10-06,44
2015-10-07,44
2015-10-08,44
2015-10-09,44
2015-10-10,44
2015-10-11,42
2015-10-12,42
2015-10-13,45
2015-10-14,45
2015-10-15,45
2015-10-16,45
2015-10-17,45
2015-10-18,45
2015-10-19,46
2015-10-20,46
2015-10-22,46
2015-10-23,47
2015-10-24,47
2015-10-25,45
2015-10-26,45
2015-10-27,45
2015-10-29,45
2015-10-30,45
2015-10-31,46
2015-11-01,46
2015-11-02,44
2015-11-03,44
2015-11-04,44
2015-11-05,46
2015-11-06,46
2015-11-07,46
2015-11-08,46
2015-11-09,48
2015-11-10,48
2015-11-11,49
2015-11-12,49
2015-11-13,47
2015-11-14,47
2015-11-15,50
2015-11-16,50
2015-11-17,53
2015-11-18,53
2015-11-19,53
2015-11-20,53
2015-11-21,52
2015-11-22,50
2015-11-23,50
2015-11-24,51
2015-11-25,49
2015-11-26,49
2015-11-27,50
2015-11-28,50
2015-11-29,49
2015-11-30,47
2015-12-01,47
2015-12-02,50
2015-12-03,50
2015-12-04,51
2015-12-05,51
2015-12-06,51
2015-12-07,51
2015-12-08,50
2015-12-09,49
2015-12-10,49
2015-12-11,48
2015-12-12,48
2015-12-13,49
2015-12-14,49
2015-12-15,47
2015-12-16,47
2015-12-17,46
2015-12-18,49
2015-12-19,49
2015-12-20,52
2015-12-21,52
2015-12-22,55
2015-12-23,57
2015-12-24,57
2015-12-25,55
2015-12-26,55
2015-12-27,54
2015-12-28,54
2015-12-29,54
2015-12-30,57
2015-12-31,57
2016-01-01,60
2016-01-02,60
2016-01-03,61
2016-01-04,57
2016-01-05,57
2016-01-06,57
2016-01-07,57
2016-01-08,58
2016-01-09,58
2016-01-10,58
2016-01-11,58
2016-01-12,59
2016-01-13,59
2016-01-14,60
2016-01-15,60
2016-01-16,58
2016-01-17,58
2016-01-18,57
2016-01-19,57
2016-01-20,57
2016-01-21,57
2016-01-22,60
2016-01-23,60
2016-01-24,61
2016-01-25,63
2016-01-26,63
2016-01-27,62
2016-01-28,62
2016-01-29,58
2016-01-30,58
2016-01-31,57
2016-02-01,57
2016-02-02,57
2016-02-03,56
2016-02-04,56
2016-02-05,55
2016-02-06,53
2016-02-07,53
2016-02-08,52
2016-02-09,52
2016-02-10,51
2016-02-11,51
2016-02-12,49
2016-02-13,48
2016-02-14,48
2016-02-15,48
2016-02-16,48
2016-02-17,47
2016-02-18,47
2016-02-19,46
2016-02-20,43
2016-02-21,41
2016-02-22,41
2016-02-23,41
2016-02-24,41
2016-02-25,40
2016-02-26,40
2016-02-27,39
2016-02-28,39
2016-02-29,38
2016-03-01,40
2016-03-02,40
2016-03-03,40
2016-03-04,38
2016-03-05,36
2016-03-06,36
2016-03-07,36
2016-03-08,35
2016-03-09,35
2016-03-10,36
2016-03-11,36
2016-03-12,38
2016-03-13,38
2016-03-14,40
2016-03-15,38
2016-03-16,39
2016-03-17,39
2016-03-18,37
2016-03-19,37
2016-03-20,35
2016-03-21,35
2016-03-22,33
2016-03-23,31
2016-03-24,30
2016-03-25,29
2016-03-26,27
2016-03-27,27
2016-03-28,28
2016-03-29,26
2016-03-30,26
2016-03-31,26
2016-04-01,26
2016-04-02,28
2016-04-03,30
2016-04-04,31
2016-04-05,31
2016-04-06,31
2016-04-07,31
2016-04-08,30
2016-04-09,30
2016-04-10,31
2016-04-11,31
2016-04-12,31
2016-04-13,31
2016-04-14,31
2016-04-15,30
2016-04-16,32
2016-04-17,31
2016-04-18,30
2016-04-19,30
2016-04-20,30
2016-04-21,30
2016-04-22,29
2016-04-23,30
2016-04-24,29
2016-04-25,28
2016-04-26,27
2016-04-27,26
2016-04-28,26
2016-04-29,26
2016-04-30,27
2016-05-01,27
2016-05-02,27
2016-05-03,27
2016-05-04,27
2016-05-05,28
2016-05-06,28
2016-05-07,28
2016-05-08,28
2016-05-09,29
2016-05-10,31
2016-05-11,31
2016-05-12,33
2016-05-13,34
2016-05-14,34
2016-05-15,34
2016-05-16,34
2016-05-17,33
2016-05-18,32
2016-05-19,32
2016-05-22,32
2016-05-23,32
2016-05-24,33
2016-05-25,33
2016-05-26,34
2016-05-27,35
2016-05-28,35
2016-05-29,36
2016-05-30,36
2016-05-31,37
2016-06-01,36
2016-06-02,35
2016-06-03,34
2016-06-04,34
2016-06-05,34
2016-06-06,35
2016-06-07,35
2016-06-08,35
2016-06-09,36
2016-06-10,36
2016-06-11,36
2016-06-12,37
2016-06-13,37
2016-06-14,39
2016-06-15,39
2016-06-16,41
2016-06-17,39
2016-06-18,39
2016-06-19,38
2016-06-20,37
2016-06-21,36
2016-06-22,34
2016-06-23,33
2016-06-24,33
2016-06-25,31
2016-06-26,31
2016-06-27,32
2016-06-28,32
2016-06-29,31
2016-06-30,33
2016-07-01,35
2016-07-02,35
2016-07-03,37
2016-07-04,39
2016-07-05,39
2016-07-06,37
2016-07-07,35
2016-07-08,33
2016-07-09,32
2016-07-10,32
2016-07-11,31
2016-07-12,30
2016-07-13,28
2016-07-14,27
2016-07-15,28
2016-07-16,27
2016-07-17,25
2016-07-18,26
2016-07-23,28
2016-07-24,28
2016-07-25,28
2016-07-26,28
2016-07-27,28
2016-07-28,28
2016-07-29,30
2016-07-30,30
2016-07-31,30
2016-08-01,30
2016-08-02,32
2016-08-03,31
2016-08-04,31
2016-08-05,32
2016-08-06,31
2016-08-07,31
2016-08-08,31
2016-08-09,31
2016-08-10,30
2016-08-11,30
2016-08-12,30
2016-08-13,30
2016-08-14,28
2016-08-15,26
2016-08-16,24
2016-08-17,24
2016-08-18,23
2016-08-19,23
2016-08-20,22
2016-08-21,22
2016-08-22,21
2016-08-23,21
2016-08-24,21
2016-08-25,22
2016-08-26,22
2016-08-28,24
2016-08-31,24
2016-09-01,24
2016-09-02,24
2016-09-03,23
2016-09-04,23
2016-09-05,23
2016-09-06,23
2016-09-07,23
2016-09-08,23
2016-09-09,23
2016-09-10,25
2016-09-11,25
2016-09-12,27
2016-09-13,29
2016-09-14,29
2016-09-15,31
2016-09-16,31
2016-09-17,32
2016-09-18,32
2016-09-19,32
2016-09-20,32
2016-09-21,34
2016-09-22,35
2016-09-23,35
2016-09-24,36
2016-09-25,37
2016-09-26,37
2016-09-27,37
2016-09-28,37
2016-09-29,38
2016-09-30,39
2016-10-01,39
2016-10-02,39
2016-10-03,39
2016-10-04,38
2016-10-05,38
2016-10-06,37
2016-10-07,37
2016-10-08,36
2016-10-09,36
2016-10-10,35
2016-10-11,35
2016-10-12,35
2016-10-13,35
2016-10-14,37
2016-10-15,37
2016-10-16,38
2016-10-17,40
2016-10-18,40
2016-10-19,38
2016-10-20,38
2016-10-21,37
2016-10-22,37
2016-10-23,37
2016-10-24,35
2016-10-25,35
2016-10-26,34
2016-10-27,34
2016-10-28,35
2016-10-29,37
2016-10-30,37
2016-10-31,39
2016-11-01,39
2016-11-02,40
2016-11-03,40
2016-11-04,41
2016-11-05,41
2016-11-06,39
2016-11-07,39
2016-11-08,39
2016-11-09,39
2016-11-10,38
2016-11-11,38
2016-11-12,37
2016-11-13,37
2016-11-14,36
2016-12-07,37
2016-12-08,37
2016-12-09,37
2016-12-10,37
2016-12-11,36
2016-12-12,35
2016-12-13,36
2016-12-14,38
2016-12-15,38
2016-12-16,40
2016-12-17,42
2016-12-18,42
2016-12-19,44
2016-12-20,46
2016-12-21,46
2016-12-22,46
2016-12-23,46
2016-12-24,46
2016-12-25,44
2016-12-26,43
2016-12-27,40
2016-12-28,38
2016-12-29,38
2016-12-30,37
2016-12-31,38
2017-01-01,39
2017-01-03,38
2017-01-04,38
2017-01-05,38
2017-01-06,38
2017-01-07,38
2017-01-08,37
2017-01-09,38
2017-01-10,38
2017-01-11,36
2017-01-12,36
2017-01-13,36
2017-01-14,37
2017-01-15,38
2017-01-16,40
2017-01-17,42
2017-01-18,42
2017-01-19,42
2017-01-20,43
2017-01-21,46
2017-01-22,46
2017-01-27,46
2017-01-28,45
2017-01-29,45
2017-01-30,45
2017-01-31,45
2017-02-01,45
2017-02-02,45
2017-02-03,45
2017-02-04,45
2017-02-05,43
2017-02-06,43
2017-02-07,42
2017-02-08,43
2017-02-09,43
2017-02-10,43
2017-02-11,42
2017-02-12,42
2017-02-13,40
2017-02-14,40
2017-02-15,40
2017-02-16,39
2017-02-18,40
2017-02-19,41
2017-02-20,41
2017-02-21,41
2017-02-22,41
2017-02-23,41
2017-02-24,41
2017-02-25,41
2017-02-26,38
2017-02-27,39
2017-02-28,39
2017-03-01,38
2017-03-02,39
2017-03-03,39
2017-03-04,40
2017-03-05,41
2017-03-06,42
2017-03-07,44
2017-03-08,44
2017-03-09,47
2017-03-10,49
2017-03-11,50
2017-03-12,48
2017-03-13,51
2017-03-14,54
2017-03-15,55
2017-03-16,57
2017-03-17,56
2017-03-18,57
2017-03-19,59
2017-03-20,58
2017-03-21,58
2017-03-22,59
2017-03-23,62
2017-03-24,62
2017-03-25,62
2017-03-26,64
2017-03-27,64
2017-03-28,65
2017-03-29,66
2017-03-30,65
2017-03-31,66
2017-04-01,70
2017-04-02,70
2017-04-03,69
2017-04-04,69
2017-04-12,67
2017-04-13,65
2017-04-14,65
2017-04-15,63
2017-04-16,60
2017-04-17,58
2017-04-18,55
2017-04-19,53
2017-04-20,53
2017-04-21,51
2017-04-22,51
2017-04-23,49
2017-04-24,49
2017-04-25,49
2017-04-26,49
2017-04-27,47
2017-04-28,44
2017-04-29,41
2017-04-30,38
2017-05-01,38
2017-05-02,38
2017-05-03,38
2017-05-04,39
2017-05-05,40
2017-05-06,40
2017-05-07,40
2017-05-08,40
2017-05-09,39
2017-05-10,39
2017-05-11,38
2017-05-12,37
2017-05-13,36
2017-05-14,36
2017-05-15,37
2017-05-16,37
2017-05-17,37
2017-05-18,38
2017-05-19,38
2017-05-20,40
2017-05-21,40
2017-05-22,42
2017-05-23,43
2017-05-24,46
2017-05-25,46
2017-05-26,49
2017-05-27,52
2017-05-28,52
2017-05-29,55
2017-05-30,55
2017-05-31,56
2017-06-01,54
2017-06-02,52
2017-06-03,52
2017-06-06,52
2017-06-07,51
2017-06-08,51
2017-06-09,51
2017-06-10,51
2017-06-11,51
2017-06-12,51
2017-06-13,52
2017-06-14,53
2017-06-15,53
2017-06-16,55
2017-06-17,55
2017-06-18,55
2017-06-19,55
2017-06-20,56
2017-06-21,57
2017-06-22,57
2017-06-23,58
2017-06-24,58
2017-06-25,59
2017-06-26,59
2017-06-27,59
2017-06-28,59
2017-06-29,60
2017-06-30,60
2017-07-01,60
2017-07-02,59
2017-07-03,57
2017-07-04,56
2017-07-05,56
2017-07-06,53
2017-07-07,53
2017-07-08,52
2017-07-13,48
2017-07-14,48
2017-07-15,48
2017-07-16,49
2017-07-17,51
2017-07-18,54
2017-07-19,57
2017-07-20,55
2017-07-21,55
2017-07-22,55
2017-07-23,55
2017-07-24,55
2017-07-25,54
2017-07-26,53
2017-07-27,51
2017-07-28,50
2017-07-29,50
2017-07-30,52
2017-07-31,52
2017-08-01,49
2017-08-02,51
2017-08-03,52
2017-08-04,52
2017-08-05,49
2017-08-06,46
2017-08-09,39
2017-08-10,37
2017-08-11,35
2017-08-12,34
2017-08-13,36
2017-08-14,37
2017-08-15,37
2017-08-17,39
2017-08-18,39
2017-08-19,40
2017-08-20,39
2017-08-22,40
2017-08-23,38
2017-08-24,38
2017-08-25,37
2017-08-26,37
2017-08-27,38
2017-08-28,39
2017-08-29,39
2017-08-30,40
2017-08-31,40
2017-09-01,42
2017-09-02,45
2017-09-03,45
2017-09-04,47
2017-09-05,49
2017-09-06,49
2017-09-07,50
2017-09-08,50
2017-09-09,50
2017-09-10,50
2017-09-11,50
2017-09-12,50
2017-09-13,50
2017-09-14,51
2017-09-15,51
2017-09-16,52
2017-09-17,52
2017-09-19,53
2017-09-20,53
2017-09-21,53
2017-09-22,53
2017-09-23,53
2017-09-24,54
2017-09-25,54
2017-09-26,51
2017-09-27,51
2017-09-28,48
2017-09-29,45
2017-09-30,42
2017-10-01,39
2017-10-02,39
2017-10-03,39
2017-10-04,37
2017-10-05,36
2017-10-06,35
2017-10-07,34
2017-10-08,32
2017-10-09,33
2017-10-10,33
2017-10-11,33
2017-10-12,34
2017-10-13,35
2017-10-14,37
2017-10-15,37
2017-10-16,37
2017-10-17,37
2017-10-18,38
2017-10-19,40
2017-10-20,40
2017-10-21,40
2017-10-22,39
2017-10-23,37
2017-10-24,36
2017-10-25,35
2017-10-26,35
2017-10-27,35
2017-10-28,35
2017-10-29,34
2017-10-30,34
2017-10-31,34
2017-11-01,34
2017-11-02,36
2017-11-03,38
2017-11-04,40
2017-11-05,42
2017-11-06,45
2017-11-07,45
2017-11-08,45
2017-11-09,46
2017-11-10,46
2017-11-11,48
2017-11-12,48
2017-11-13,49
2017-11-14,49
2017-11-15,49
2017-11-16,50
2017-11-17,49
2017-11-18,49
2017-11-19,50
2017-11-20,50
2017-11-21,51
2017-11-22,51
2017-11-23,52
2017-11-24,52
2017-11-25,53
2017-11-26,52
2017-11-27,52
2017-11-28,51
2017-11-29,51
2017-11-30,53
2017-12-01,53
2017-12-02,53
2017-12-03,53
2017-12-04,53
2017-12-05,53
2017-12-06,52
