date_obj,Mahogany%20bird%20house price
2018-01-17,600
2018-01-18,600
2018-01-19,600
2018-01-20,600
2018-01-21,600
2018-01-22,600
2018-01-23,600
2018-01-25,600
2018-01-26,600
2018-01-27,600
2018-01-28,600
2018-01-29,600
2018-01-31,600
2018-02-01,600
2018-02-02,600
2018-02-03,600
2018-02-04,600
2018-02-05,600
2018-02-06,600
2018-02-07,600
2018-02-08,600
2018-02-09,600
2018-02-10,600
2018-02-11,600
2018-02-12,600
2018-02-13,600
2018-02-14,600
2018-02-15,600
2018-02-16,600
2018-02-17,600
2018-02-18,600
2018-02-19,600
2018-02-20,600
2018-02-21,600
2018-02-22,600
2018-02-23,600
2018-02-24,600
2018-02-25,600
2018-02-26,600
2018-02-27,600
2018-02-28,600
2018-03-01,600
2018-03-02,600
2018-03-03,600
2018-03-04,600
2018-03-05,600
2018-03-06,600
2018-03-07,600
2018-03-08,600
2018-03-09,600
2018-03-10,600
2018-03-11,600
2018-03-12,600
2018-03-13,600
2018-03-14,600
2018-03-15,600
2018-03-16,600
2018-03-17,600
2018-03-18,600
2018-03-19,600
2018-03-20,600
2018-03-21,600
2018-03-23,600
2018-03-24,600
2018-03-26,600
2018-03-27,600
2018-03-28,600
2018-03-29,600
2018-03-30,600
2018-03-31,600
2018-04-01,600
2018-04-02,600
2018-04-03,600
2018-04-04,600
2018-04-05,600
2018-04-06,600
2018-04-07,600
2018-04-08,600
2018-04-09,600
2018-04-10,600
2018-04-11,600
2018-04-12,600
2018-04-13,600
2018-04-14,600
2018-04-15,600
2018-04-16,600
2018-04-17,600
2018-04-18,600
2018-04-19,600
2018-04-20,600
2018-04-21,600
2018-04-22,600
2018-04-23,600
2018-04-24,600
2018-04-25,600
2018-04-26,600
2018-04-27,600
2018-04-28,600
2018-04-29,600
2018-04-30,600
2018-05-01,600
2018-05-04,600
2018-05-05,600
2018-05-06,600
2018-05-07,600
2018-05-08,600
2018-05-09,625
2018-05-10,625
2018-05-11,625
2018-05-12,625
2018-05-13,625
2018-05-14,625
2018-05-15,625
2018-05-16,625
2018-05-17,625
2018-05-18,625
2018-05-19,625
2018-05-20,625
2018-05-21,625
2018-05-22,625
2018-05-23,625
2018-05-24,625
2018-05-25,625
2018-05-26,625
2018-05-27,625
2018-05-28,625
2018-05-29,625
2018-05-30,625
2018-05-31,625
2018-06-01,625
2018-06-02,625
2018-06-03,625
2018-06-04,625
2018-06-05,625
2018-06-06,625
2018-06-07,625
2018-06-08,625
2018-06-09,625
2018-06-10,625
2018-06-11,625
2018-06-12,625
2018-06-13,625
2018-06-14,625
2018-06-15,625
2018-06-16,625
2018-06-17,625
2018-06-18,625
2018-06-19,652
2018-06-20,652
2018-06-21,652
2018-06-22,652
2018-06-23,652
2018-06-24,652
2018-06-25,652
2018-06-26,652
2018-06-27,652
2018-06-28,652
2018-06-29,652
2018-06-30,652
2018-07-01,652
2018-07-02,652
2018-07-03,652
2018-07-04,652
2018-07-05,652
2018-07-06,652
2018-07-07,652
2018-07-08,652
2018-07-09,652
2018-07-10,652
2018-07-11,652
2018-07-12,652
2018-07-13,652
2018-07-14,652
2018-07-15,652
2018-07-16,652
2018-07-17,652
2018-07-18,652
2018-07-19,652
2018-07-20,652
2018-07-21,652
2018-07-22,652
2018-07-23,652
2018-07-24,652
2018-07-25,652
2018-07-26,652
2018-07-27,652
2018-07-28,652
2018-07-29,652
2018-07-30,652
2018-07-31,652
2018-08-01,652
2018-08-02,652
2018-08-03,652
2018-08-04,652
2018-08-05,652
2018-08-06,652
2018-08-07,652
2018-08-08,652
2018-08-09,652
2018-08-10,652
2018-08-11,652
2018-08-12,683
2018-08-14,683
2018-08-16,683
2018-08-17,683
2018-08-18,683
2018-08-19,683
2018-08-20,683
2018-08-21,683
2018-08-22,683
2018-08-23,683
2018-08-24,683
2018-08-25,683
2018-08-26,683
2018-08-27,683
2018-08-28,683
2018-08-29,683
2018-08-30,683
2018-08-31,683
2018-09-01,683
2018-09-02,683
2018-09-03,683
2018-09-04,683
2018-09-05,683
2018-09-06,683
2018-09-07,683
2018-09-08,683
2018-09-09,683
2018-09-10,683
2018-09-11,683
2018-09-12,683
2018-09-13,716
2018-09-14,716
2018-09-15,716
2018-09-16,716
2018-09-17,716
2018-09-18,716
2018-09-19,716
2018-09-20,716
2018-09-21,716
2018-09-22,716
2018-09-23,716
2018-09-24,716
2018-09-25,716
2018-09-26,716
2018-09-27,716
2018-09-28,716
2018-09-29,716
2018-09-30,716
2018-10-02,716
2018-10-03,716
2018-10-04,716
2018-10-05,716
2018-10-06,716
2018-10-07,716
2018-10-08,716
2018-10-09,716
2018-10-10,716
2018-10-11,751
2018-10-12,751
2018-10-13,751
2018-10-14,751
2018-10-15,751
2018-10-16,751
2018-10-17,751
2018-10-18,751
2018-10-19,751
2018-10-20,751
2018-10-21,751
2018-10-22,751
2018-10-23,751
2018-10-24,751
2018-10-25,751
2018-10-26,751
2018-10-27,751
2018-10-28,751
2018-10-29,751
2018-10-30,751
2018-10-31,751
2018-11-01,751
2018-11-03,751
2018-11-04,788
2018-11-05,788
2018-11-06,788
2018-11-07,788
2018-11-08,788
2018-11-09,788
2018-11-10,788
2018-11-11,788
2018-11-12,788
2018-11-13,788
2018-11-14,788
2018-11-15,788
2018-11-16,788
2018-11-17,788
2018-11-18,788
2018-11-19,825
2018-11-20,825
2018-11-21,825
2018-11-22,825
2018-11-23,825
2018-11-24,825
2018-11-25,825
