date_obj,Premade%20ttl price
2015-03-26,40
2015-03-27,40
2015-03-28,40
2015-03-29,40
2015-03-30,40
2015-03-31,40
2015-04-01,40
2015-04-02,40
2015-04-03,40
2015-04-04,40
2015-04-05,40
2015-04-06,40
2015-04-07,40
2015-04-08,40
2015-04-09,40
2015-04-10,40
2015-04-11,40
2015-04-12,40
2015-04-13,40
2015-04-14,40
2015-04-15,42
2015-04-16,42
2015-04-17,42
2015-04-18,42
2015-04-19,42
2015-04-20,42
2015-04-21,42
2015-04-22,42
2015-04-23,42
2015-04-24,42
2015-04-25,42
2015-04-26,42
2015-04-27,42
2015-04-28,42
2015-04-29,42
2015-04-30,42
2015-05-01,42
2015-05-02,42
2015-05-03,42
2015-05-04,42
2015-05-05,42
2015-05-06,42
2015-05-07,42
2015-05-08,42
2015-05-09,42
2015-05-10,42
2015-05-11,42
2015-05-12,42
2015-05-13,42
2015-05-14,42
2015-05-15,42
2015-05-16,42
2015-05-17,42
2015-05-18,42
2015-05-19,42
2015-05-20,42
2015-05-21,42
2015-05-22,42
2015-05-23,42
2015-05-24,45
2015-05-25,45
2015-05-26,45
2015-05-27,45
2015-05-28,45
2015-05-29,45
2015-05-30,45
2015-05-31,45
2015-06-01,45
2015-06-02,45
2015-06-03,45
2015-06-04,45
2015-06-05,45
2015-06-06,45
2015-06-07,45
2015-06-08,45
2015-06-09,45
2015-06-10,45
2015-06-11,45
2015-06-12,45
2015-06-13,45
2015-06-14,45
2015-06-15,45
2015-06-16,45
2015-06-17,45
2015-06-18,45
2015-06-19,45
2015-06-20,45
2015-06-21,45
2015-06-22,45
2015-06-23,45
2015-06-24,45
2015-06-25,45
2015-06-26,48
2015-06-27,48
2015-06-28,48
2015-06-29,48
2015-06-30,48
2015-07-01,48
2015-07-02,48
2015-07-03,48
2015-07-04,48
2015-07-05,48
2015-07-06,48
2015-07-07,48
2015-07-08,48
2015-07-09,48
2015-07-10,48
2015-07-11,48
2015-07-12,48
2015-07-13,48
2015-07-14,48
2015-07-15,48
2015-07-16,48
2015-07-17,48
2015-07-18,48
2015-07-19,48
2015-07-20,48
2015-07-21,48
2015-07-22,48
2015-07-23,48
2015-07-24,48
2015-07-25,48
2015-07-26,48
2015-07-27,48
2015-07-28,48
2015-07-29,48
2015-07-30,48
2015-07-31,48
2015-08-01,48
2015-08-02,51
2015-08-03,51
2015-08-04,51
2015-08-05,51
2015-08-06,51
2015-08-07,51
2015-08-08,51
2015-08-09,51
2015-08-10,51
2015-08-11,51
2015-08-12,51
2015-08-13,51
2015-08-14,51
2015-08-15,51
2015-08-16,51
2015-08-17,51
2015-08-18,51
2015-08-19,51
2015-08-20,51
2015-08-21,51
2015-08-22,51
2015-08-23,51
2015-08-24,51
2015-08-25,51
2015-08-26,51
2015-08-27,51
2015-08-28,51
2015-08-29,51
2015-08-30,51
2015-08-31,51
2015-09-01,51
2015-09-02,51
2015-09-03,51
2015-09-04,51
2015-09-05,51
2015-09-06,51
2015-09-07,51
2015-09-08,51
2015-09-09,51
2015-09-10,51
2015-09-11,51
2015-09-12,51
2015-09-13,51
2015-09-14,51
2015-09-15,51
2015-09-16,51
2015-09-17,51
2015-09-18,51
2015-09-19,51
2015-09-20,51
2015-09-21,51
2015-09-22,51
2015-09-23,51
2015-09-24,51
2015-09-25,51
2015-09-27,51
2015-09-28,51
2015-09-29,51
2015-09-30,51
2015-10-05,51
2015-10-06,51
2015-10-07,51
2015-10-08,51
2015-10-09,51
2015-10-10,51
2015-10-11,51
2015-10-12,51
2015-10-13,51
2015-10-14,51
2015-10-15,51
2015-10-16,51
2015-10-17,51
2015-10-18,51
2015-10-19,51
2015-10-20,51
2015-10-22,51
2015-10-23,54
2015-10-24,54
2015-10-25,54
2015-10-26,54
2015-10-27,54
2015-10-29,54
2015-10-30,54
2015-10-31,54
2015-11-01,54
2015-11-02,54
2015-11-03,54
2015-11-04,54
2015-11-05,54
2015-11-06,54
2015-11-07,54
2015-11-08,54
2015-11-09,54
2015-11-10,54
2015-11-11,54
2015-11-12,54
2015-11-13,54
2015-11-14,54
2015-11-15,54
2015-11-16,54
2015-11-17,54
2015-11-18,54
2015-11-19,54
2015-11-20,54
2015-11-21,54
2015-11-22,54
2015-11-23,54
2015-11-24,54
2015-11-25,54
2015-11-26,54
2015-11-27,54
2015-11-28,54
2015-11-29,54
2015-11-30,54
2015-12-01,54
2015-12-02,54
2015-12-03,54
2015-12-04,54
2015-12-05,54
2015-12-06,54
2015-12-07,54
2015-12-08,54
2015-12-09,54
2015-12-10,54
2015-12-11,54
2015-12-12,54
2015-12-13,54
2015-12-14,54
2015-12-15,54
2015-12-16,54
2015-12-17,54
2015-12-18,54
2015-12-19,54
2015-12-20,54
2015-12-21,54
2015-12-22,54
2015-12-23,54
2015-12-24,54
2015-12-25,54
2015-12-26,54
2015-12-27,54
2015-12-28,54
2015-12-29,54
2015-12-30,54
2015-12-31,54
2016-01-01,54
2016-01-02,54
2016-01-03,54
2016-01-04,54
2016-01-05,54
2016-01-06,54
2016-01-07,54
2016-01-08,54
2016-01-09,54
2016-01-10,54
2016-01-11,54
2016-01-12,54
2016-01-13,54
2016-01-14,54
2016-01-15,54
2016-01-16,54
2016-01-17,54
2016-01-18,54
2016-01-19,54
2016-01-20,54
2016-01-21,54
2016-01-22,54
2016-01-23,54
2016-01-24,54
2016-01-25,56
2016-01-26,56
2016-01-27,56
2016-01-28,56
2016-01-29,56
2016-01-30,56
2016-01-31,56
2016-02-01,56
2016-02-02,56
2016-02-03,56
2016-02-04,56
2016-02-05,56
2016-02-06,56
2016-02-07,56
2016-02-08,56
2016-02-09,56
2016-02-10,56
2016-02-11,56
2016-02-12,56
2016-02-13,56
2016-02-14,56
2016-02-15,56
2016-02-16,56
2016-02-17,56
2016-02-18,56
2016-02-19,56
2016-02-20,56
2016-02-21,56
2016-02-22,56
2016-02-23,56
2016-02-24,56
2016-02-25,56
2016-02-26,56
2016-02-27,56
2016-02-28,56
2016-02-29,56
2016-03-01,56
2016-03-02,56
2016-03-03,56
2016-03-04,56
2016-03-05,56
2016-03-06,56
2016-03-07,56
2016-03-08,56
2016-03-09,56
2016-03-10,56
2016-03-11,56
2016-03-12,56
2016-03-13,56
2016-03-14,56
2016-03-15,56
2016-03-16,56
2016-03-17,56
2016-03-18,56
2016-03-19,56
2016-03-20,56
2016-03-21,56
2016-03-22,56
2016-03-23,56
2016-03-24,56
2016-03-25,56
2016-03-26,56
2016-03-27,56
2016-03-28,56
2016-03-29,56
2016-03-30,56
2016-03-31,56
2016-04-01,56
2016-04-02,56
2016-04-03,56
2016-04-04,56
2016-04-05,56
2016-04-06,56
2016-04-07,56
2016-04-08,56
2016-04-09,56
2016-04-10,56
2016-04-11,56
2016-04-12,56
2016-04-13,56
2016-04-14,56
2016-04-15,56
2016-04-16,59
2016-04-17,59
