date_obj,Gold%20bracelet price
2015-03-26,196
2015-03-27,196
2015-03-28,196
2015-03-29,198
2015-03-30,198
2015-03-31,198
2015-04-01,198
2015-04-02,196
2015-04-03,196
2015-04-04,196
2015-04-05,196
2015-04-06,195
2015-04-07,195
2015-04-08,195
2015-04-09,195
2015-04-10,199
2015-04-11,199
2015-04-12,199
2015-04-13,199
2015-04-14,199
2015-04-15,202
2015-04-16,202
2015-04-17,202
2015-04-18,202
2015-04-19,202
2015-04-20,207
2015-04-21,207
2015-04-22,207
2015-04-23,207
2015-04-24,207
2015-04-25,209
2015-04-26,209
2015-04-27,209
2015-04-28,209
2015-04-29,209
2015-04-30,209
2015-05-01,209
2015-05-02,209
2015-05-03,209
2015-05-04,209
2015-05-05,206
2015-05-06,206
2015-05-07,206
2015-05-08,206
2015-05-09,206
2015-05-10,206
2015-05-11,206
2015-05-12,206
2015-05-13,206
2015-05-14,206
2015-05-15,202
2015-05-16,202
2015-05-17,202
2015-05-18,202
2015-05-19,203
2015-05-20,203
2015-05-21,203
2015-05-22,203
2015-05-23,203
2015-05-24,205
2015-05-25,205
2015-05-26,205
2015-05-27,205
2015-05-28,202
2015-05-29,202
2015-05-30,202
2015-05-31,202
2015-06-01,205
2015-06-02,205
2015-06-03,205
2015-06-04,205
2015-06-05,210
2015-06-06,210
2015-06-07,210
2015-06-08,210
2015-06-09,219
2015-06-10,219
2015-06-11,219
2015-06-12,219
2015-06-13,229
2015-06-14,229
2015-06-15,229
2015-06-16,229
2015-06-17,239
2015-06-18,239
2015-06-19,239
2015-06-20,239
2015-06-21,240
2015-06-22,240
2015-06-23,240
2015-06-24,240
2015-06-25,244
2015-06-26,244
2015-06-27,244
2015-06-28,244
2015-06-29,241
2015-06-30,241
2015-07-01,241
2015-07-02,241
2015-07-03,239
2015-07-04,239
2015-07-05,239
2015-07-06,239
2015-07-07,239
2015-07-08,236
2015-07-09,236
2015-07-10,236
2015-07-11,236
2015-07-12,236
2015-07-13,229
2015-07-14,229
2015-07-15,229
2015-07-16,229
2015-07-17,229
2015-07-18,234
2015-07-19,234
2015-07-20,234
2015-07-21,234
2015-07-22,236
2015-07-23,236
2015-07-24,236
2015-07-25,236
2015-07-26,238
2015-07-27,238
2015-07-28,238
2015-07-29,242
2015-07-30,242
2015-07-31,242
2015-08-01,242
2015-08-02,246
2015-08-03,246
2015-08-04,246
2015-08-05,246
2015-08-06,247
2015-08-07,247
2015-08-08,247
2015-08-09,250
2015-08-10,250
2015-08-11,250
2015-08-12,250
2015-08-13,250
2015-08-14,250
2015-08-15,250
2015-08-16,250
2015-08-17,250
2015-08-18,250
2015-08-19,250
2015-08-20,241
2015-08-21,241
2015-08-22,241
2015-08-23,241
2015-08-24,241
2015-08-25,241
2015-08-26,234
2015-08-27,234
2015-08-28,234
2015-08-29,234
2015-08-30,234
2015-08-31,234
2015-09-01,234
2015-09-02,234
2015-09-03,234
2015-09-04,234
2015-09-05,234
2015-09-06,232
2015-09-07,232
2015-09-08,232
2015-09-09,232
2015-09-10,232
2015-09-11,233
2015-09-12,233
2015-09-13,233
2015-09-14,233
2015-09-15,233
2015-09-16,233
2015-09-17,233
2015-09-18,233
2015-09-19,233
2015-09-20,233
2015-09-21,233
2015-09-22,236
2015-09-23,236
2015-09-24,236
2015-09-25,236
2015-09-27,236
2015-09-28,241
2015-09-29,241
2015-09-30,241
2015-10-05,246
2015-10-06,246
2015-10-07,246
2015-10-08,246
2015-10-09,255
2015-10-10,255
2015-10-11,255
2015-10-12,255
2015-10-13,255
2015-10-14,255
2015-10-15,254
2015-10-16,254
2015-10-17,254
2015-10-18,254
2015-10-19,254
2015-10-20,254
2015-10-22,256
2015-10-23,256
2015-10-24,256
2015-10-25,256
2015-10-26,256
2015-10-27,254
2015-10-29,254
2015-10-30,254
2015-10-31,254
2015-11-01,254
2015-11-02,254
2015-11-03,256
2015-11-04,256
2015-11-05,256
2015-11-06,256
2015-11-07,256
2015-11-08,256
2015-11-09,256
2015-11-10,256
2015-11-11,264
2015-11-12,264
2015-11-13,264
2015-11-14,264
2015-11-15,264
2015-11-16,264
2015-11-17,264
2015-11-18,264
2015-11-19,264
2015-11-20,273
2015-11-21,273
2015-11-22,273
2015-11-23,273
2015-11-24,273
2015-11-25,273
2015-11-26,273
2015-11-27,273
2015-11-28,273
2015-11-29,274
2015-11-30,274
2015-12-01,274
2015-12-02,274
2015-12-03,274
2015-12-04,274
2015-12-05,274
2015-12-06,274
2015-12-07,274
2015-12-08,274
2015-12-09,281
2015-12-10,281
2015-12-11,281
2015-12-12,281
2015-12-13,281
2015-12-14,281
2015-12-15,281
2015-12-16,281
2015-12-17,281
2015-12-18,281
2015-12-19,281
2015-12-20,286
2015-12-21,286
2015-12-22,286
2015-12-23,286
2015-12-24,286
2015-12-25,286
2015-12-26,286
2015-12-27,286
2015-12-28,286
2015-12-29,285
2015-12-30,285
2015-12-31,285
2016-01-01,285
2016-01-02,285
2016-01-03,285
2016-01-04,285
2016-01-05,285
2016-01-06,285
2016-01-07,285
2016-01-08,282
2016-01-09,282
2016-01-10,282
2016-01-11,282
2016-01-12,282
2016-01-13,282
2016-01-14,282
2016-01-15,282
2016-01-16,282
2016-01-17,282
2016-01-18,285
2016-01-19,285
2016-01-20,285
2016-01-21,285
2016-01-22,285
2016-01-23,285
2016-01-24,285
2016-01-25,285
2016-01-26,285
2016-01-27,285
2016-01-28,285
2016-01-29,293
2016-01-30,293
2016-01-31,293
2016-02-01,293
2016-02-02,293
2016-02-03,293
2016-02-04,293
2016-02-05,293
2016-02-06,293
2016-02-07,293
2016-02-08,293
2016-02-09,293
2016-02-10,293
2016-02-11,293
2016-02-12,293
2016-02-13,293
2016-02-14,293
2016-02-15,293
2016-02-16,293
2016-02-17,293
2016-02-18,286
2016-02-19,286
2016-02-20,286
2016-02-21,286
2016-02-22,286
2016-02-23,286
2016-02-24,286
2016-02-25,286
2016-02-26,286
2016-02-27,278
2016-02-28,278
2016-02-29,278
2016-03-01,278
2016-03-02,278
2016-03-03,278
2016-03-04,278
2016-03-05,278
2016-03-06,278
2016-03-07,278
2016-03-08,278
2016-03-09,272
2016-03-10,272
2016-03-11,272
2016-03-12,272
2016-03-13,272
2016-03-14,272
2016-03-15,272
2016-03-16,272
2016-03-17,272
2016-03-18,272
2016-03-19,272
2016-03-20,271
2016-03-21,271
2016-03-22,271
2016-03-23,271
2016-03-24,271
2016-03-25,271
2016-03-26,271
2016-03-27,271
2016-03-28,271
2016-03-29,271
2016-03-30,271
2016-03-31,272
2016-04-01,272
2016-04-02,272
2016-04-03,272
2016-04-04,272
2016-04-05,272
2016-04-06,272
2016-04-07,272
2016-04-08,272
2016-04-09,272
2016-04-10,268
2016-04-11,268
2016-04-12,268
2016-04-13,268
2016-04-14,268
2016-04-15,268
2016-04-16,268
2016-04-17,268
2016-04-18,268
2016-04-19,268
2016-04-20,268
2016-04-21,273
2016-04-22,273
2016-04-23,273
2016-04-24,273
2016-04-25,273
2016-04-26,273
2016-04-27,273
2016-04-28,273
2016-04-29,273
2016-04-30,273
2016-05-01,273
2016-05-02,273
2016-05-03,274
2016-05-04,274
2016-05-05,274
2016-05-06,274
2016-05-07,274
2016-05-08,274
2016-05-09,274
2016-05-10,274
2016-05-11,274
2016-05-12,274
2016-05-13,271
2016-05-14,271
2016-05-15,271
2016-05-16,271
2016-05-17,271
2016-05-18,271
2016-05-19,271
2016-05-22,271
2016-05-23,271
2016-05-24,271
2016-05-25,270
2016-05-26,270
2016-05-27,270
2016-05-28,270
2016-05-29,270
2016-05-30,270
2016-05-31,270
2016-06-01,270
2016-06-02,270
2016-06-03,270
2016-06-04,270
2016-06-05,267
2016-06-06,267
2016-06-07,267
2016-06-08,267
2016-06-09,267
2016-06-10,267
2016-06-11,267
2016-06-12,267
2016-06-13,267
2016-06-14,267
2016-06-15,267
2016-06-16,267
2016-06-17,259
2016-06-18,259
2016-06-19,259
2016-06-20,259
2016-06-21,259
2016-06-22,259
2016-06-23,259
2016-06-24,259
2016-06-25,259
2016-06-26,259
2016-06-27,259
2016-06-28,259
2016-06-29,259
2016-06-30,259
2016-07-01,259
2016-07-02,259
2016-07-03,259
2016-07-04,259
2016-07-05,259
2016-07-06,259
2016-07-07,259
2016-07-08,259
2016-07-09,259
2016-07-10,259
2016-07-11,265
2016-07-12,265
2016-07-13,265
2016-07-14,265
2016-07-15,265
2016-07-16,265
2016-07-17,265
2016-07-18,265
2016-07-23,265
2016-07-24,265
2016-07-25,270
2016-07-26,270
2016-07-27,270
2016-07-28,270
2016-07-29,270
2016-07-30,270
2016-07-31,270
2016-08-01,270
2016-08-02,270
2016-08-03,270
2016-08-04,270
2016-08-05,270
2016-08-06,270
2016-08-07,270
2016-08-08,270
2016-08-09,267
2016-08-10,267
2016-08-11,267
2016-08-12,267
2016-08-13,267
2016-08-14,267
2016-08-15,267
2016-08-16,267
2016-08-17,267
2016-08-18,267
2016-08-19,267
2016-08-20,267
2016-08-21,267
2016-08-22,267
2016-08-23,267
2016-08-24,267
2016-08-25,267
2016-08-26,263
2016-08-28,263
2016-08-31,263
2016-09-01,263
2016-09-02,263
2016-09-03,263
2016-09-04,263
2016-09-05,263
2016-09-06,263
2016-09-07,263
2016-09-08,263
2016-09-09,263
2016-09-10,263
2016-09-11,263
2016-09-12,263
2016-09-13,263
2016-09-14,271
2016-09-15,271
2016-09-16,271
2016-09-17,271
2016-09-18,271
2016-09-19,271
2016-09-20,271
2016-09-21,271
2016-09-22,271
2016-09-23,271
2016-09-24,271
2016-09-25,271
2016-09-26,271
2016-09-27,271
2016-09-28,271
2016-09-29,271
2016-09-30,271
2016-10-01,271
2016-10-02,271
2016-10-03,271
2016-10-04,271
2016-10-05,270
2016-10-06,270
2016-10-07,270
2016-10-08,270
2016-10-09,270
2016-10-10,270
2016-10-11,270
2016-10-12,270
2016-10-13,270
2016-10-14,270
2016-10-15,270
2016-10-16,270
2016-10-17,270
2016-10-18,270
2016-10-19,270
2016-10-20,270
2016-10-21,263
2016-10-22,263
2016-10-23,263
2016-10-24,263
2016-10-25,263
2016-10-26,263
2016-10-27,263
2016-10-28,263
2016-10-29,263
2016-10-30,263
2016-10-31,263
2016-11-01,263
2016-11-02,263
2016-11-03,263
2016-11-04,254
2016-11-05,254
2016-11-06,254
2016-11-07,254
2016-11-08,254
2016-11-09,254
2016-11-10,254
2016-11-11,254
2016-11-12,254
2016-11-13,254
2016-11-14,254
2016-11-15,244
2016-12-07,228
2016-12-08,228
2016-12-09,228
2016-12-10,228
2016-12-11,220
2016-12-12,220
2016-12-13,220
2016-12-14,220
2016-12-15,220
2016-12-16,220
2016-12-17,220
2016-12-18,220
2016-12-19,222
2016-12-20,222
2016-12-21,222
2016-12-22,222
2016-12-23,222
2016-12-24,222
2016-12-25,222
2016-12-26,218
2016-12-27,218
2016-12-28,218
2016-12-29,218
2016-12-30,218
2016-12-31,218
2017-01-01,218
2017-01-02,211
2017-01-03,211
2017-01-04,211
2017-01-05,211
2017-01-06,201
2017-01-07,201
2017-01-08,201
2017-01-09,198
2017-01-10,198
2017-01-11,198
2017-01-12,205
2017-01-13,205
2017-01-14,205
2017-01-15,208
2017-01-16,208
2017-01-17,212
2017-01-18,212
2017-01-19,212
2017-01-20,210
2017-01-21,210
2017-01-22,210
2017-01-23,205
2017-01-27,206
2017-01-28,206
2017-01-29,207
2017-01-30,207
2017-01-31,207
2017-02-01,201
2017-02-02,201
2017-02-03,201
2017-02-04,199
2017-02-05,199
2017-02-06,199
2017-02-07,199
2017-02-08,199
2017-02-09,199
2017-02-10,202
2017-02-11,202
2017-02-12,202
2017-02-13,202
2017-02-14,202
2017-02-15,202
2017-02-16,201
2017-02-18,201
2017-02-19,196
2017-02-20,196
2017-02-21,196
2017-02-22,193
2017-02-23,193
2017-02-24,193
2017-02-25,197
2017-02-26,197
2017-02-27,197
2017-02-28,196
2017-03-01,196
2017-03-02,196
2017-03-03,198
2017-03-04,198
2017-03-05,198
2017-03-06,201
2017-03-07,201
2017-03-08,201
2017-03-09,201
2017-03-10,207
2017-03-11,207
2017-03-12,207
2017-03-13,208
2017-03-14,208
2017-03-15,208
2017-03-16,209
2017-03-17,209
2017-03-18,209
2017-03-19,206
2017-03-20,206
2017-03-21,206
2017-03-22,208
2017-03-23,208
2017-03-24,208
2017-03-25,208
2017-03-26,208
2017-03-27,210
2017-03-28,210
2017-03-29,210
2017-03-30,211
2017-03-31,211
2017-04-01,211
2017-04-02,208
2017-04-03,208
2017-04-04,210
2017-04-12,212
2017-04-13,212
2017-04-14,212
2017-04-15,212
2017-04-16,215
2017-04-17,215
