date_obj,Citizen%20shoes price
2015-08-05,10780
2015-08-06,10261
2015-08-07,10261
2015-08-08,10261
2015-08-09,10261
2015-08-10,10261
2015-08-11,10261
2015-08-12,10261
2015-08-13,10261
2015-08-14,10261
2015-08-15,10261
2015-08-16,10261
2015-08-17,10261
2015-08-18,10261
2015-08-19,10261
2015-08-20,10261
2015-08-21,10261
2015-08-22,10261
2015-08-23,10261
2015-08-24,10261
2015-08-25,10261
2015-08-26,10261
2015-08-27,10261
2015-08-28,10261
2015-08-29,10261
2015-08-30,10261
2015-08-31,10261
2015-09-01,10261
2015-09-02,10261
2015-09-03,10261
2015-09-04,10261
2015-09-05,10261
2015-09-06,10261
2015-09-07,10261
2015-09-08,10261
2015-09-09,10261
2015-09-10,10261
2015-09-11,10261
2015-09-12,10261
2015-09-13,10261
2015-09-14,10261
2015-09-15,10261
2015-09-16,10261
2015-09-17,10261
2015-09-18,10261
2015-09-19,10261
2015-09-20,10261
2015-09-21,10261
2015-09-22,10261
2015-09-23,10261
2015-09-24,10261
2015-09-25,10261
2015-09-27,10261
2015-09-28,10261
2015-09-29,10261
2015-09-30,10261
2015-10-05,10261
2015-10-06,10261
2015-10-07,10261
2015-10-08,10261
2015-10-09,10060
2015-10-10,10060
2015-10-11,10060
2015-10-12,10060
2015-10-13,10060
2015-10-14,10060
2015-10-15,10060
2015-10-16,10060
2015-10-17,10060
2015-10-18,10060
2015-10-19,10060
2015-10-20,10060
2015-10-22,10060
2015-10-23,10060
2015-10-24,10060
2015-10-25,10060
2015-10-26,10060
2015-10-27,10060
2015-10-29,10060
2015-10-30,10060
2015-10-31,10060
2015-11-01,10060
2015-11-02,10060
2015-11-03,10060
2015-11-04,10060
2015-11-05,10060
2015-11-06,10060
2015-11-07,10060
2015-11-08,10060
2015-11-09,10060
2015-11-10,10060
2015-11-11,10060
2015-11-12,10060
2015-11-13,10060
2015-11-14,10060
2015-11-15,10060
2015-11-16,10060
2015-11-17,10060
2015-11-18,10060
2015-11-19,10060
2015-11-20,10060
2015-11-21,10060
2015-11-22,10060
2015-11-23,10060
2015-11-24,10060
2015-11-25,10060
2015-11-26,10060
2015-11-27,10060
2015-11-28,10060
2015-11-29,10060
2015-11-30,10060
2015-12-01,10060
2015-12-02,10060
2015-12-03,10060
2015-12-04,10060
2015-12-05,10060
2015-12-06,10060
2015-12-07,10060
2015-12-08,10060
2015-12-09,10060
2015-12-10,10060
2015-12-11,10060
2015-12-12,10060
2015-12-13,10060
2015-12-14,10060
2015-12-15,10060
2015-12-16,10060
2015-12-17,10060
2015-12-18,10060
2015-12-19,10060
2015-12-20,10060
2015-12-21,10060
2015-12-22,10060
2015-12-23,10060
2015-12-24,10060
2015-12-25,10060
2015-12-26,10060
2015-12-27,10060
2015-12-28,10060
2015-12-29,10060
2015-12-30,10060
2015-12-31,10060
2016-01-01,9816
2016-01-02,9816
2016-01-03,9816
2016-01-04,9816
2016-01-05,9816
2016-01-06,9816
2016-01-07,9816
2016-01-08,9816
2016-01-09,9816
2016-01-10,9816
2016-01-11,9816
2016-01-12,9816
2016-01-13,9816
2016-01-14,9816
2016-01-15,9816
2016-01-16,9816
2016-01-17,9816
2016-01-18,9816
2016-01-19,9816
2016-01-20,9816
2016-01-21,9816
2016-01-22,9816
2016-01-23,9816
2016-01-24,9816
2016-01-25,9816
2016-01-26,9816
2016-01-27,9816
2016-01-28,9816
2016-01-29,9816
2016-01-30,9816
2016-01-31,9816
2016-02-01,9816
2016-02-02,9816
2016-02-03,9816
2016-02-04,9816
2016-02-05,9816
2016-02-06,9816
2016-02-07,9816
2016-02-08,9816
2016-02-09,9816
2016-02-10,9816
2016-02-11,9816
2016-02-12,9816
2016-02-13,9816
2016-02-14,9816
2016-02-15,9816
2016-02-16,9816
2016-02-17,9816
2016-02-18,9816
2016-02-19,9816
2016-02-20,9816
2016-02-21,9816
2016-02-22,9816
2016-02-23,9816
2016-02-24,9816
2016-02-25,9816
2016-02-26,9816
2016-02-27,9816
2016-02-28,9816
2016-02-29,9816
2016-03-01,9816
2016-03-02,9816
2016-03-03,9816
2016-03-04,9816
2016-03-05,9816
2016-03-06,9364
2016-03-07,9364
2016-03-08,9364
2016-03-09,9364
2016-03-10,9364
2016-03-11,9364
2016-03-12,9364
2016-03-13,9364
2016-03-14,9364
2016-03-15,9364
2016-03-16,9364
2016-03-17,9364
2016-03-18,9364
2016-03-19,9364
2016-03-20,9364
2016-03-21,9364
2016-03-22,9364
2016-03-23,9364
2016-03-24,9364
2016-03-25,9364
2016-03-26,9364
2016-03-27,9364
2016-03-28,9364
2016-03-29,9364
2016-03-30,9364
2016-03-31,9364
2016-04-01,9364
2016-04-02,9364
2016-04-03,9364
2016-04-04,9364
2016-04-05,9364
2016-04-06,9364
2016-04-07,9364
2016-04-08,9364
2016-04-09,9364
2016-04-10,9364
2016-04-11,9364
2016-04-12,9364
2016-04-13,9364
2016-04-14,9364
2016-04-15,9364
2016-04-16,9364
2016-04-17,9364
2016-04-18,9364
2016-04-19,9364
2016-04-20,9364
2016-04-21,9364
2016-04-22,9364
2016-04-23,9364
2016-04-24,9364
2016-04-25,9364
2016-04-26,9364
2016-04-27,9364
2016-04-28,9364
2016-04-29,9364
2016-04-30,9364
2016-05-01,9364
2016-05-02,9364
2016-05-03,9364
2016-05-04,9364
2016-05-05,9364
2016-05-06,9364
2016-05-07,9364
2016-05-08,9364
2016-05-09,9364
2016-05-10,9364
2016-05-11,9364
2016-05-12,9364
2016-05-13,9364
2016-05-14,9364
2016-05-15,8995
2016-05-16,8995
2016-05-17,8995
2016-05-18,8995
2016-05-19,8995
2016-05-22,8995
2016-05-23,8995
2016-05-24,8995
2016-05-25,8995
2016-05-26,8995
2016-05-27,8995
2016-05-28,8995
2016-05-29,8995
2016-05-30,8995
2016-05-31,8995
2016-06-01,8995
2016-06-02,8995
2016-06-03,8995
2016-06-04,8995
2016-06-05,8995
2016-06-06,8995
2016-06-07,8995
2016-06-08,8995
2016-06-09,8995
2016-06-10,8995
2016-06-11,8995
2016-06-12,8995
2016-06-13,8995
2016-06-14,8995
2016-06-15,8995
2016-06-16,8995
2016-06-17,8995
2016-06-18,8995
2016-06-19,8995
2016-06-20,8995
2016-06-21,8995
2016-06-22,8995
2016-06-23,8995
2016-06-24,8995
2016-06-25,8995
2016-06-26,8995
2016-06-27,8995
2016-06-28,8995
2016-06-29,8995
2016-06-30,8995
2016-07-01,8995
2016-07-02,8995
2016-07-03,8995
2016-07-04,8995
2016-07-05,8995
2016-07-06,8995
2016-07-07,8995
2016-07-08,8995
2016-07-09,8578
2016-07-10,8578
2016-07-11,8578
2016-07-12,8578
2016-07-13,8578
2016-07-14,8578
2016-07-15,8578
2016-07-16,8578
2016-07-17,8578
2016-07-18,8578
2016-07-23,8578
2016-07-24,8578
2016-07-25,8578
2016-07-26,8578
2016-07-27,8578
2016-07-28,8578
2016-07-29,8578
2016-07-30,8578
2016-07-31,8578
2016-08-01,8578
2016-08-02,8578
2016-08-03,8578
2016-08-04,8578
2016-08-05,8578
2016-08-06,8578
2016-08-07,8578
2016-08-08,8578
2016-08-09,8578
2016-08-10,8578
2016-08-11,8578
2016-08-12,8578
2016-08-13,8578
2016-08-14,8578
2016-08-15,8578
2016-08-16,8578
2016-08-17,8578
2016-08-18,8578
2016-08-19,8578
2016-08-20,8578
2016-08-21,8578
2016-08-22,8578
2016-08-23,8578
2016-08-24,8578
2016-08-25,8578
2016-08-26,8578
2016-08-28,8578
2016-08-31,8578
2016-09-01,8578
2016-09-02,8578
2016-09-03,8578
2016-09-04,8578
2016-09-05,8578
2016-09-06,8578
2016-09-07,8578
2016-09-08,8578
2016-09-09,8578
2016-09-10,8578
2016-09-11,8578
2016-09-12,8578
2016-09-13,8578
2016-09-14,8578
2016-09-15,8578
2016-09-16,8578
2016-09-17,8578
2016-09-18,8151
2016-09-19,8151
2016-09-20,8151
2016-09-21,8151
2016-09-22,8151
2016-09-23,8151
2016-09-24,8151
2016-09-25,8151
2016-09-26,8151
2016-09-27,8151
2016-09-28,8151
2016-09-29,8151
2016-09-30,8151
2016-10-01,8151
2016-10-02,8151
2016-10-03,8151
2016-10-04,8151
2016-10-05,8151
2016-10-06,8151
2016-10-07,8151
2016-10-08,8151
2016-10-09,8151
2016-10-10,8151
2016-10-11,8151
2016-10-12,8151
2016-10-13,8151
2016-10-14,8151
2016-10-15,8151
2016-10-16,8151
2016-10-17,8151
2016-10-18,8151
2016-10-19,8151
2016-10-20,8151
2016-10-21,8151
2016-10-22,8151
2016-10-23,8151
2016-10-24,8151
2016-10-25,8151
2016-10-26,8151
2016-10-27,8151
2016-10-28,8151
2016-10-29,8151
2016-10-30,8151
2016-10-31,8151
2016-11-01,8151
2016-11-02,8151
2016-11-03,8151
2016-11-04,8151
2016-11-05,8151
2016-11-06,8151
2016-11-07,8151
2016-11-08,8151
2016-11-09,8151
2016-11-10,8151
2016-11-11,8151
2016-11-12,8151
2016-11-13,8151
2016-11-14,8151
2016-11-15,8151
2016-12-07,7747
2016-12-08,7747
2016-12-09,7747
2016-12-10,7747
2016-12-11,7747
2016-12-12,7747
2016-12-13,7747
2016-12-14,7747
2016-12-15,7747
2016-12-16,7747
2016-12-17,7747
2016-12-18,7747
2016-12-19,7747
2016-12-20,7747
2016-12-21,7747
2016-12-22,7747
2016-12-23,7747
2016-12-24,7747
2016-12-25,7747
2016-12-26,7747
2016-12-27,7747
2016-12-28,7747
2016-12-29,7747
2016-12-30,7747
2016-12-31,7747
2017-01-01,7747
2017-01-02,7747
2017-01-03,7747
2017-01-04,7747
2017-01-05,7747
2017-01-06,7747
2017-01-07,7747
2017-01-08,7747
2017-01-09,7747
2017-01-10,7747
2017-01-11,7747
2017-01-12,7747
2017-01-13,7747
2017-01-14,7747
2017-01-15,7747
2017-01-16,7747
2017-01-17,7747
2017-01-18,7747
2017-01-19,7747
2017-01-20,7747
2017-01-21,7747
2017-01-22,7747
2017-01-23,7747
2017-01-27,7747
2017-01-28,7747
2017-01-29,7747
2017-01-30,7747
2017-01-31,7747
2017-02-01,7747
2017-02-02,7747
2017-02-03,7747
2017-02-04,7369
2017-02-05,7369
2017-02-06,7369
2017-02-07,7369
2017-02-08,7369
2017-02-09,7369
2017-02-10,7369
2017-02-11,7369
2017-02-12,7369
2017-02-13,7369
2017-02-14,7369
2017-02-15,7369
2017-02-16,7369
2017-02-18,7369
2017-02-19,7369
2017-02-20,7369
2017-02-21,7369
2017-02-22,7369
2017-02-23,7369
2017-02-24,7369
2017-02-25,7369
2017-02-26,7369
2017-02-27,7369
2017-02-28,7369
2017-03-01,7369
2017-03-02,7369
2017-03-03,7369
2017-03-04,7369
2017-03-05,7369
2017-03-06,7369
2017-03-07,7369
2017-03-08,7369
2017-03-09,7369
2017-03-10,7369
2017-03-11,7369
2017-03-12,7369
2017-03-13,7369
2017-03-14,7369
2017-03-15,7369
2017-03-16,7369
2017-03-17,7369
2017-03-18,7369
2017-03-19,7369
2017-03-20,7369
2017-03-21,7369
2017-03-22,7369
2017-03-23,7369
2017-03-24,7369
2017-03-25,7369
2017-03-26,7369
2017-03-27,7369
2017-03-28,7369
2017-03-29,7369
2017-03-30,7369
2017-03-31,7369
2017-04-01,7369
2017-04-02,7369
2017-04-03,7369
2017-04-04,7369
2017-04-12,7119
2017-04-13,7119
2017-04-14,7119
2017-04-15,7119
2017-04-16,7119
2017-04-17,7119
2017-04-18,7119
2017-04-19,7119
2017-04-20,7119
2017-04-21,7119
2017-04-22,7119
2017-04-23,7119
2017-04-24,7119
2017-04-25,7119
2017-04-26,7119
2017-04-27,7119
2017-04-28,7119
2017-04-29,7119
2017-04-30,7119
2017-05-01,7119
2017-05-02,7119
2017-05-03,7119
2017-05-04,7119
2017-05-05,7119
2017-05-06,7119
2017-05-07,7119
2017-05-08,7119
2017-05-09,7119
2017-05-10,7119
2017-05-11,7119
2017-05-12,7119
2017-05-13,7119
2017-05-14,7119
2017-05-15,7119
2017-05-16,7119
2017-05-17,7119
2017-05-18,7119
2017-05-19,7119
2017-05-20,7119
2017-05-21,7119
2017-05-22,7119
2017-05-23,7119
2017-05-24,7119
2017-05-25,7119
2017-05-26,7119
2017-05-27,7119
2017-05-28,7119
2017-05-29,7119
2017-05-30,7119
2017-05-31,7119
2017-06-01,7119
2017-06-02,7119
2017-06-03,7119
2017-06-04,7119
2017-06-05,7119
2017-06-06,7119
2017-06-07,6777
2017-06-08,6777
2017-06-09,6777
2017-06-10,6777
2017-06-11,6777
2017-06-12,6777
2017-06-13,6777
2017-06-14,6777
2017-06-15,6777
2017-06-16,6777
2017-06-17,6777
2017-06-18,6777
2017-06-19,6777
2017-06-20,6777
2017-06-21,6777
2017-06-22,6777
2017-06-23,6777
2017-06-24,6777
2017-06-25,6777
2017-06-26,6777
2017-06-27,6777
2017-06-28,6777
2017-06-29,6777
2017-06-30,6777
2017-07-01,6777
2017-07-02,6777
2017-07-03,6777
2017-07-04,6777
2017-07-05,6777
2017-07-06,6777
2017-07-07,6777
2017-07-08,6777
2017-07-13,6777
2017-07-14,6777
2017-07-15,6777
2017-07-16,6777
2017-07-17,6777
2017-07-18,6777
2017-07-19,6777
2017-07-20,6777
2017-07-21,6777
2017-07-22,6777
2017-07-23,6777
2017-07-24,6777
2017-07-25,6777
2017-07-26,6777
2017-07-27,6777
2017-07-28,6777
2017-07-29,6777
2017-07-30,6777
2017-07-31,6777
2017-08-01,6777
2017-08-02,6777
2017-08-03,6777
2017-08-04,6777
2017-08-05,6777
2017-08-06,6777
2017-08-09,6777
2017-08-10,6777
2017-08-11,6777
2017-08-12,6552
2017-08-13,6552
2017-08-14,6552
2017-08-15,6552
2017-08-16,6552
2017-08-17,6552
2017-08-18,6552
2017-08-19,6552
2017-08-20,6552
2017-08-21,6552
2017-08-22,6552
2017-08-23,6552
2017-08-24,6552
2017-08-25,6552
2017-08-26,6552
2017-08-27,6552
2017-08-28,6552
2017-08-29,6552
2017-08-30,6552
2017-08-31,6552
2017-09-01,6552
2017-09-02,6552
2017-09-03,6552
2017-09-04,6552
2017-09-05,6552
2017-09-06,6552
2017-09-07,6552
2017-09-08,6552
2017-09-09,6552
2017-09-10,6552
2017-09-11,6552
2017-09-12,6552
2017-09-13,6552
2017-09-14,6552
2017-09-15,6552
2017-09-16,6552
2017-09-17,6552
2017-09-18,6552
2017-09-19,6552
2017-09-20,6552
2017-09-21,6552
2017-09-22,6552
2017-09-23,6552
2017-09-24,6552
2017-09-25,6552
2017-09-26,6552
2017-09-27,6552
2017-09-28,6552
2017-09-29,6552
2017-09-30,6552
2017-10-01,6552
2017-10-02,6552
2017-10-03,6552
2017-10-04,6552
2017-10-05,6552
2017-10-06,6552
2017-10-07,6552
2017-10-08,6552
2017-10-09,6552
2017-10-10,6552
2017-10-11,6552
2017-10-12,6552
2017-10-13,6552
2017-10-14,6552
2017-10-15,6552
2017-10-16,6552
2017-10-17,6552
2017-10-18,6552
2017-10-19,6552
2017-10-20,6344
2017-10-21,6344
2017-10-22,6344
2017-10-23,6344
2017-10-24,6344
2017-10-25,6344
2017-10-26,6344
2017-10-27,6344
2017-10-28,6344
2017-10-29,6344
2017-10-30,6344
2017-10-31,6344
2017-11-01,6344
2017-11-02,6344
2017-11-03,6344
2017-11-04,6344
2017-11-05,6344
2017-11-06,6344
2017-11-07,6344
2017-11-08,6344
2017-11-09,6344
2017-11-10,6344
2017-11-11,6344
2017-11-12,6344
2017-11-13,6344
2017-11-14,6344
2017-11-15,6344
2017-11-16,6344
2017-11-17,6344
2017-11-18,6344
2017-11-19,6344
2017-11-20,6344
2017-11-21,6344
2017-11-22,6344
2017-11-23,6344
2017-11-24,6344
2017-11-25,6344
2017-11-26,6344
2017-11-27,6344
2017-11-28,6344
2017-11-29,6344
2017-11-30,6344
2017-12-01,6344
2017-12-02,6344
2017-12-03,6344
2017-12-04,6344
2017-12-05,6344
2017-12-06,6344
2017-12-07,6344
2017-12-08,6344
2017-12-09,6344
2017-12-10,6344
2017-12-11,6344
2017-12-12,6344
2017-12-13,6344
2017-12-14,6344
2017-12-15,6344
2017-12-16,6344
2017-12-17,6344
2017-12-18,6344
2017-12-19,6344
2017-12-20,6344
2017-12-21,6344
2017-12-22,6344
2017-12-23,6032
2017-12-24,6032
2017-12-25,6032
2017-12-26,6032
2017-12-27,6032
2017-12-28,6032
2017-12-29,6032
2017-12-30,6032
2017-12-31,6032
2018-01-01,6032
2018-01-02,6032
2018-01-03,6032
2018-01-04,6032
2018-01-05,6032
2018-01-06,6032
2018-01-07,6032
2018-01-08,6032
2018-01-09,6032
2018-01-10,6032
2018-01-11,6032
2018-01-12,6032
2018-01-13,6032
2018-01-14,6032
2018-01-15,6032
2018-01-16,6032
2018-01-17,6032
2018-01-18,6032
2018-01-19,6032
2018-01-20,6032
2018-01-21,6032
2018-01-22,6032
2018-01-23,6032
2018-01-24,6032
2018-01-25,6032
2018-01-26,6032
2018-01-27,6032
2018-01-28,6032
2018-01-29,6032
2018-01-30,5736
2018-01-31,5736
2018-02-01,5736
2018-02-02,5736
2018-02-03,5736
2018-02-04,5736
2018-02-05,5736
2018-02-06,5736
2018-02-07,5736
2018-02-08,5736
2018-02-09,5736
2018-02-10,5736
2018-02-11,5736
2018-02-12,5736
2018-02-13,5736
2018-02-14,5736
2018-02-15,5736
2018-02-16,5736
2018-02-17,5736
2018-02-18,5736
2018-02-19,5736
2018-02-20,5736
2018-02-21,5736
2018-02-22,5736
2018-02-23,5736
2018-02-24,5736
2018-02-25,5736
2018-02-26,5736
2018-02-27,5736
2018-02-28,5736
2018-03-01,5736
2018-03-02,5736
2018-03-03,5736
2018-03-04,5736
2018-03-05,5736
2018-03-06,5736
2018-03-07,5459
2018-03-08,5459
2018-03-09,5459
2018-03-10,5459
2018-03-11,5459
2018-03-12,5459
2018-03-13,5459
2018-03-14,5459
2018-03-15,5459
2018-03-16,5459
2018-03-17,5459
2018-03-18,5459
2018-03-20,5459
2018-03-21,5459
2018-03-23,5459
2018-03-24,5459
2018-03-25,5459
2018-03-26,5459
2018-03-27,5459
2018-03-28,5459
2018-03-29,5459
2018-03-30,5459
2018-03-31,5459
2018-04-02,5459
2018-04-03,5459
2018-04-04,5459
2018-04-05,5459
2018-04-06,5459
2018-04-07,5459
2018-04-08,5459
2018-04-09,5459
2018-04-10,5459
2018-04-11,5459
2018-04-12,5193
2018-04-13,5193
2018-04-14,5193
2018-04-15,5193
2018-04-16,5193
2018-04-17,5193
2018-04-18,5193
2018-04-19,5193
2018-04-20,5193
2018-04-21,5193
2018-04-22,5193
2018-04-23,5193
2018-04-24,5193
2018-04-25,5193
2018-04-26,5193
2018-04-27,5193
2018-04-28,5193
2018-04-29,5193
2018-04-30,5193
2018-05-01,5193
2018-05-03,5193
2018-05-04,5193
2018-05-05,5193
2018-05-07,5193
2018-05-08,5193
2018-05-09,5193
2018-05-10,5193
2018-05-11,5193
2018-05-12,5193
2018-05-13,5193
2018-05-14,5193
2018-05-15,5193
2018-05-16,5193
2018-05-17,5193
2018-05-18,5193
2018-05-19,5193
2018-05-20,5193
2018-05-21,5193
2018-05-22,4939
2018-05-23,4939
2018-05-24,4939
2018-05-25,4939
2018-05-26,4939
2018-05-27,4939
2018-05-28,4939
2018-05-29,4939
2018-05-30,4939
2018-05-31,4939
2018-06-01,4939
2018-06-02,4939
2018-06-03,4939
2018-06-04,4939
2018-06-05,4939
2018-06-06,4939
2018-06-07,4939
2018-06-08,4939
2018-06-09,4939
2018-06-10,4939
2018-06-11,4939
2018-06-12,4939
2018-06-13,4939
2018-06-14,4939
2018-06-15,4939
2018-06-16,4939
2018-06-17,4939
2018-06-18,4939
2018-06-19,4939
2018-06-20,4700
2018-06-21,4700
2018-06-22,4700
2018-06-23,4700
2018-06-24,4700
2018-06-25,4700
2018-06-26,4700
2018-06-27,4700
2018-06-28,4700
2018-06-29,4700
2018-06-30,4700
2018-07-01,4700
2018-07-02,4700
2018-07-03,4700
2018-07-04,4700
2018-07-05,4700
2018-07-06,4700
2018-07-07,4700
2018-07-08,4700
2018-07-09,4700
2018-07-10,4700
2018-07-11,4700
2018-07-12,4700
2018-07-13,4700
2018-07-14,4700
2018-07-15,4700
2018-07-16,4700
2018-07-17,4700
2018-07-18,4700
2018-07-19,4700
2018-07-20,4700
2018-07-21,4700
2018-07-22,4700
2018-07-23,4700
2018-07-24,4700
2018-07-25,4700
2018-07-26,4700
2018-07-27,4700
2018-07-28,4700
2018-07-29,4700
2018-07-30,4700
2018-07-31,4700
2018-08-01,4700
2018-08-02,4700
2018-08-03,4700
2018-08-04,4700
2018-08-05,4700
2018-08-06,4518
2018-08-07,4518
2018-08-08,4518
2018-08-09,4518
2018-08-10,4518
2018-08-11,4518
2018-08-12,4518
2018-08-14,4518
2018-08-16,4518
2018-08-17,4518
2018-08-18,4518
2018-08-19,4518
2018-08-20,4518
2018-08-21,4518
2018-08-22,4518
2018-08-23,4518
2018-08-24,4518
2018-08-25,4518
2018-08-26,4518
2018-08-27,4518
2018-08-28,4518
2018-08-29,4518
2018-08-30,4518
2018-08-31,4518
2018-09-01,4518
2018-09-02,4518
2018-09-03,4327
2018-09-04,4327
2018-09-05,4327
2018-09-06,4327
2018-09-07,4327
2018-09-08,4327
2018-09-09,4327
2018-09-10,4327
2018-09-11,4327
2018-09-12,4327
2018-09-13,4327
2018-09-14,4327
2018-09-15,4327
2018-09-16,4327
2018-09-17,4327
2018-09-18,4327
2018-09-19,4327
2018-09-20,4327
2018-09-21,4327
2018-09-22,4327
2018-09-23,4327
2018-09-24,4327
2018-09-25,4327
2018-09-26,4327
2018-09-27,4327
2018-09-28,4116
2018-09-29,4116
2018-09-30,4116
2018-10-01,4116
2018-10-02,4116
2018-10-03,4116
2018-10-04,4116
2018-10-05,4116
2018-10-06,4116
2018-10-07,4116
2018-10-08,4116
2018-10-09,4116
2018-10-10,4116
2018-10-11,4116
2018-10-12,4116
2018-10-13,4116
2018-10-14,4116
2018-10-15,4116
2018-10-16,4116
2018-10-17,4116
2018-10-18,4116
2018-10-19,4116
2018-10-20,3985
2018-10-21,3985
2018-10-22,3985
2018-10-23,3985
2018-10-24,3985
2018-10-25,3985
2018-10-26,3985
2018-10-27,3985
2018-10-28,3985
2018-10-29,3985
2018-10-30,3985
2018-10-31,3985
2018-11-01,3985
2018-11-03,3985
2018-11-04,3985
2018-11-05,3985
2018-11-06,3985
2018-11-07,3985
2018-11-08,3985
2018-11-09,3985
2018-11-10,3985
2018-11-11,3803
2018-11-12,3803
2018-11-13,3803
2018-11-14,3803
2018-11-15,3803
2018-11-16,3803
2018-11-17,3803
2018-11-18,3803
2018-11-19,3803
2018-11-20,3803
2018-11-21,3803
2018-11-22,3803
2018-11-23,3803
2018-11-24,3803
2018-11-25,3803
2018-11-26,3803
2018-11-27,3695
2018-11-28,3695
2018-11-29,3695
2018-12-01,3695
2018-12-02,3695
2018-12-03,3695
2018-12-04,3695
2018-12-05,3695
2018-12-07,3695
2018-12-09,3695
2018-12-10,3695
2018-12-11,3695
2018-12-12,3695
2018-12-13,3695
2018-12-14,3695
2018-12-15,3695
2018-12-16,3695
2018-12-17,3660
2018-12-18,3660
2018-12-19,3660
2018-12-20,3660
2018-12-21,3660
2018-12-22,3660
2018-12-23,3660
2018-12-24,3660
2018-12-25,3660
2018-12-26,3660
2018-12-27,3660
2018-12-28,3660
2018-12-29,3660
2018-12-30,3660
2018-12-31,3660
2019-01-01,3660
2019-01-02,3660
2019-01-03,3486
2019-01-04,3486
2019-01-05,3486
2019-01-06,3486
2019-01-08,3486
2019-01-10,3486
2019-01-11,3486
2019-01-12,3486
2019-01-13,3486
2019-01-14,3486
2019-01-15,3486
2019-01-16,3486
2019-01-17,3486
2019-01-18,3486
2019-01-19,3356
2019-01-20,3356
2019-01-21,3356
2019-01-22,3356
2019-01-23,3356
2019-01-24,3356
2019-01-25,3356
2019-01-26,3356
2019-01-27,3356
2019-01-28,3356
2019-01-29,3356
2019-01-30,3356
2019-01-31,3356
2019-02-01,3356
2019-02-02,3356
2019-02-03,3356
2019-02-04,3356
2019-02-05,3272
2019-02-06,3272
2019-02-07,3272
2019-02-08,3272
2019-02-09,3272
2019-02-10,3272
2019-02-11,3272
2019-02-12,3272
2019-02-13,3272
2019-02-14,3272
2019-02-15,3272
2019-02-16,3272
2019-02-17,3272
2019-02-18,3272
2019-02-19,3272
2019-02-20,3272
2019-02-21,3115
2019-02-22,3115
2019-02-23,3115
2019-02-24,3115
2019-02-25,3115
2019-02-26,3115
2019-02-27,3115
2019-02-28,3115
2019-03-01,3115
2019-03-02,3115
2019-03-03,3115
2019-03-04,3115
2019-03-05,3115
2019-03-06,3115
2019-03-07,3115
2019-03-08,3115
2019-03-09,3115
2019-03-10,3115
2019-03-11,3115
2019-03-12,3115
2019-03-13,3115
2019-03-14,3115
2019-03-15,3115
2019-03-16,3115
2019-03-17,3115
2019-03-18,3115
2019-03-19,2969
2019-03-20,2969
2019-03-21,2969
2019-03-22,2969
2019-03-23,2969
2019-03-24,2969
2019-03-25,2969
2019-03-26,2969
2019-03-27,2969
