date_obj,Unfinished%20broad%20bolts price
2015-03-26,56
2015-03-27,56
2015-03-28,56
2015-03-29,56
2015-03-30,56
2015-03-31,56
2015-04-01,56
2015-04-02,56
2015-04-03,56
2015-04-04,56
2015-04-05,56
2015-04-06,56
2015-04-07,56
2015-04-08,56
2015-04-09,56
2015-04-10,56
2015-04-11,56
2015-04-12,56
2015-04-13,56
2015-04-14,56
2015-04-15,56
2015-04-16,56
2015-04-17,56
2015-04-18,56
2015-04-19,56
2015-04-20,56
2015-04-21,56
2015-04-22,56
2015-04-23,56
2015-04-24,56
2015-04-25,56
2015-04-26,56
2015-04-27,56
2015-04-28,56
2015-04-29,56
2015-04-30,56
2015-05-01,56
2015-05-02,56
2015-05-03,56
2015-05-04,56
2015-05-05,57
2015-05-06,57
2015-05-07,57
2015-05-08,57
2015-05-09,57
2015-05-10,57
2015-05-11,57
2015-05-12,57
2015-05-13,57
2015-05-14,57
2015-05-15,57
2015-05-16,57
2015-05-17,57
2015-05-18,57
2015-05-19,57
2015-05-20,57
2015-05-21,57
2015-05-22,57
2015-05-23,57
2015-05-24,57
2015-05-25,57
2015-05-26,57
2015-05-27,57
2015-05-28,57
2015-05-29,57
2015-05-30,57
2015-05-31,57
2015-06-01,57
2015-06-02,57
2015-06-03,57
2015-06-04,57
2015-06-05,57
2015-06-06,57
2015-06-07,57
2015-06-08,57
2015-06-09,57
2015-06-10,57
2015-06-11,57
2015-06-12,57
2015-06-13,57
2015-06-14,57
2015-06-15,57
2015-06-16,57
2015-06-17,57
2015-06-18,57
2015-06-19,57
2015-06-20,57
2015-06-21,57
2015-06-22,57
2015-06-23,57
2015-06-24,57
2015-06-25,57
2015-06-26,57
2015-06-27,57
2015-06-28,57
2015-06-29,58
2015-06-30,58
2015-07-01,58
2015-07-02,58
2015-07-03,58
2015-07-04,58
2015-07-05,58
2015-07-06,58
2015-07-07,58
2015-07-08,58
2015-07-09,58
2015-07-10,57
2015-07-11,57
2015-07-12,57
2015-07-13,57
2015-07-14,57
2015-07-15,57
2015-07-16,57
2015-07-17,57
2015-07-18,57
2015-07-19,57
2015-07-20,57
2015-07-21,57
2015-07-22,57
2015-07-23,57
2015-07-24,57
2015-07-25,57
2015-07-26,57
2015-07-27,57
2015-07-28,57
2015-07-29,58
2015-07-30,58
2015-07-31,58
2015-08-01,58
2015-08-02,58
2015-08-03,58
2015-08-04,58
2015-08-05,57
2015-08-06,57
2015-08-07,57
2015-08-08,57
2015-08-09,57
2015-08-10,57
2015-08-11,57
2015-08-12,57
2015-08-13,57
2015-08-14,57
2015-08-15,57
2015-08-16,57
2015-08-17,57
2015-08-18,57
2015-08-19,57
2015-08-20,57
2015-08-21,57
2015-08-22,57
2015-08-23,58
2015-08-24,58
2015-08-25,58
2015-08-26,58
2015-08-27,58
2015-08-28,58
2015-08-29,57
2015-08-30,57
2015-08-31,57
2015-09-01,57
2015-09-02,57
2015-09-03,57
2015-09-04,57
2015-09-05,57
2015-09-06,57
2015-09-07,57
2015-09-08,57
2015-09-09,57
2015-09-10,57
2015-09-11,58
2015-09-12,58
2015-09-13,58
2015-09-14,58
2015-09-15,58
2015-09-16,58
2015-09-17,58
2015-09-18,58
2015-09-19,58
2015-09-20,58
2015-09-21,58
2015-09-22,58
2015-09-23,57
2015-09-24,57
2015-09-25,57
2015-09-27,57
2015-09-28,57
2015-09-29,57
2015-09-30,56
2015-10-05,56
2015-10-06,56
2015-10-07,56
2015-10-08,55
2015-10-09,55
2015-10-10,55
2015-10-11,55
2015-10-12,55
2015-10-13,55
2015-10-14,55
2015-10-15,56
2015-10-16,56
2015-10-17,56
2015-10-18,56
2015-10-19,56
2015-10-20,56
2015-10-22,57
2015-10-23,57
2015-10-24,57
2015-10-25,57
2015-10-26,57
2015-10-27,58
2015-10-29,58
2015-10-30,58
2015-10-31,58
2015-11-01,58
2015-11-02,58
2015-11-03,58
2015-11-04,58
2015-11-05,58
2015-11-06,58
2015-11-07,58
2015-11-08,58
2015-11-09,58
2015-11-10,58
2015-11-11,57
2015-11-12,57
2015-11-13,57
2015-11-14,57
2015-11-15,57
2015-11-16,57
2015-11-17,57
2015-11-18,57
2015-11-19,57
2015-11-20,57
2015-11-21,57
2015-11-22,58
2015-11-23,58
2015-11-24,58
2015-11-25,58
2015-11-26,58
2015-11-27,58
2015-11-28,58
2015-11-29,58
2015-11-30,58
2015-12-01,58
2015-12-02,58
2015-12-03,58
2015-12-04,58
2015-12-05,58
2015-12-06,58
2015-12-07,58
2015-12-08,58
2015-12-09,57
2015-12-10,57
2015-12-11,57
2015-12-13,58
2015-12-14,58
2015-12-15,58
2015-12-16,58
2015-12-17,58
2015-12-18,58
2015-12-19,58
2015-12-20,58
2015-12-21,58
2015-12-22,58
2015-12-23,58
2015-12-24,58
2015-12-25,58
2015-12-26,58
2015-12-27,58
2015-12-28,58
2015-12-29,58
2015-12-30,58
2015-12-31,58
2016-01-01,58
2016-01-02,58
2016-01-03,58
2016-01-04,58
2016-01-05,58
2016-01-06,58
2016-01-07,58
2016-01-08,58
2016-01-09,58
2016-01-10,58
2016-01-11,58
2016-01-12,58
2016-01-13,58
2016-01-14,58
2016-01-15,58
2016-01-16,58
2016-01-17,58
2016-01-18,58
2016-01-19,58
2016-01-20,57
2016-01-21,57
2016-01-22,57
2016-01-23,57
2016-01-24,56
2016-01-25,56
2016-01-26,56
2016-01-27,56
2016-01-28,56
2016-01-29,56
2016-01-30,56
2016-01-31,56
2016-02-01,56
2016-02-02,56
2016-02-03,57
2016-02-04,57
2016-02-05,57
2016-02-06,57
2016-02-07,57
2016-02-08,57
2016-02-09,57
2016-02-10,57
2016-02-11,57
2016-02-12,57
2016-02-13,57
2016-02-14,57
2016-02-15,57
2016-02-16,57
2016-02-17,57
2016-02-18,57
2016-02-19,57
2016-02-20,57
2016-02-21,57
2016-02-22,56
2016-02-23,56
2016-02-24,56
2016-02-25,57
2016-02-26,57
2016-02-27,57
2016-02-28,57
2016-02-29,56
2016-03-01,56
2016-03-02,56
2016-03-03,56
2016-03-04,57
2016-03-05,57
2016-03-06,57
2016-03-07,56
2016-03-08,56
2016-03-09,56
2016-03-10,56
2016-03-11,56
2016-03-12,56
2016-03-13,56
2016-03-14,56
2016-03-15,56
2016-03-16,56
2016-03-17,56
2016-03-18,56
2016-03-19,56
2016-03-20,56
2016-03-21,56
2016-03-22,56
2016-03-23,57
2016-03-24,57
2016-03-25,57
2016-03-26,57
2016-03-27,57
2016-03-28,57
2016-03-29,56
2016-03-30,56
2016-03-31,56
2016-04-01,56
2016-04-02,56
2016-04-03,56
2016-04-04,56
2016-04-05,56
2016-04-06,56
