date_obj,Asgarnian%20ale price
2019-08-17,59
2019-08-18,59
2019-08-19,57
2019-08-20,56
2019-08-21,56
2019-08-22,58
2019-08-23,57
2019-08-24,59
2019-08-24,59
2019-08-25,61
2019-08-25,61
2019-08-26,63
2019-08-27,59
2019-08-27,59
2019-08-28,61
2019-08-29,63
2019-08-30,64
2019-08-31,62
2019-09-01,64
2019-09-02,62
2019-09-03,60
2019-09-04,60
2019-09-05,59
2019-09-06,56
2019-09-07,53
2019-09-08,50
2019-09-09,49
2019-09-10,48
2019-09-11,48
2019-09-12,49
2019-09-13,50
2019-09-14,51
2019-09-15,49
2019-09-16,46
2019-09-17,45
2019-09-18,42
2019-09-19,39
2019-09-20,38
2019-09-21,37
2019-09-22,36
2019-09-23,38
2019-09-24,40
2019-09-25,40
2019-09-26,39
2019-09-27,39
2019-09-28,40
2019-09-29,41
2019-09-30,44
2019-10-01,45
2019-10-02,45
2019-10-03,47
2019-10-04,48
2019-10-05,50
2019-10-06,50
2019-10-07,51
2019-10-08,51
2019-10-09,53
2019-10-10,53
2019-10-11,56
2019-10-12,57
2019-10-13,54
2019-10-14,51
2019-10-15,53
2019-10-16,52
2019-10-17,53
2019-10-18,56
2019-10-19,58
2019-10-20,59
2019-10-21,61
2019-10-22,59
2019-10-23,56
2019-10-24,53
2019-10-25,50
2019-10-26,48
2019-10-27,46
2019-10-28,44
2019-10-29,41
2019-10-30,44
2019-10-31,43
2019-11-01,41
2019-11-02,40
2019-11-03,39
2019-11-04,37
2019-11-05,35
2019-11-06,33
2019-11-07,33
2019-11-08,35
2019-11-09,37
2019-11-10,36
2019-11-11,38
2019-11-12,37
2019-11-13,39
2019-11-14,40
2019-11-15,40
2019-11-16,41
2019-11-17,38
2019-11-18,37
2019-11-19,38
2019-11-20,38
2019-11-21,39
2019-11-22,39
2019-11-23,41
2019-11-24,44
2019-11-25,47
2019-11-26,50
2019-11-27,53
2019-11-28,52
2019-11-29,52
2019-11-30,50
2019-12-01,52
2019-12-02,54
2019-12-03,53
2019-12-04,50
2019-12-05,49
2019-12-06,48
2019-12-07,50
2019-12-08,52
2019-12-09,50
2019-12-10,53
2019-12-11,56
2019-12-12,59
2019-12-13,62
2019-12-14,64
2019-12-15,68
2019-12-16,72
2019-12-17,75
2019-12-18,78
2019-12-19,80
2019-12-20,80
2019-12-21,76
2019-12-22,76
2019-12-23,78
2019-12-24,74
2019-12-25,76
2019-12-26,76
2019-12-27,74
2019-12-28,73
2019-12-29,74
2019-12-30,76
2019-12-31,75
2020-01-01,73
2020-01-02,70
2020-01-03,66
2020-01-04,66
2020-01-05,69
2020-01-06,73
2020-01-07,76
2020-01-08,80
2020-01-09,84
2020-01-10,88
2020-01-11,93
2020-01-12,98
2020-01-13,103
2020-01-14,108
2020-01-15,109
2020-01-16,107
2020-01-17,103
2020-01-18,99
2020-01-19,103
2020-01-20,105
2020-01-21,104
2020-01-22,104
2020-01-23,104
2020-01-24,103
2020-01-25,100
2020-01-26,97
2020-01-27,98
2020-01-28,100
2020-01-29,101
2020-01-30,99
2020-01-31,101
2020-02-01,101
2020-02-02,100
2020-02-03,100
2020-02-04,100
2020-02-05,100
2020-02-06,99
2020-02-07,99
2020-02-08,98
2020-02-09,97
2020-02-10,100
2020-02-11,102
2020-02-12,100
2020-02-13,99
2020-02-14,100
2020-02-15,98
2020-02-16,97
2020-02-17,97
2020-02-18,99
2020-02-19,96
2020-02-20,91
2020-02-21,86
2020-02-22,82
2020-02-23,78
2020-02-24,76
2020-02-25,75
2020-02-26,75
2020-02-27,76
2020-02-28,75
2020-02-29,77
2020-03-01,76
2020-03-02,77
2020-03-03,76
2020-03-04,79
2020-03-05,77
2020-03-06,77
2020-03-07,76
2020-03-08,73
2020-03-09,70
2020-03-10,71
2020-03-11,69
2020-03-12,65
2020-03-13,63
2020-03-14,63
2020-03-15,60
2020-03-16,60
2020-03-17,59
2020-03-18,58
2020-03-19,55
2020-03-20,53
2020-03-21,50
2020-03-22,48
2020-03-23,47
2020-03-24,49
2020-03-25,51
2020-03-26,52
2020-03-27,52
2020-03-28,52
2020-03-29,52
2020-03-30,52
2020-03-31,50
2020-04-01,52
2020-04-02,53
2020-04-03,52
2020-04-04,55
2020-04-05,57
2020-04-06,60
2020-04-07,61
2020-04-08,60
2020-04-09,58
2020-04-10,59
2020-04-11,58
2020-04-12,55
2020-04-13,56
2020-04-14,54
2020-04-15,53
2020-04-16,50
2020-04-17,49
2020-04-18,48
2020-04-19,48
2020-04-20,50
2020-04-21,51
2020-04-22,53
2020-04-23,52
2020-04-24,50
2020-04-25,47
2020-04-26,44
2020-04-27,42
2020-04-28,43
2020-04-29,46
2020-04-30,49
2020-05-01,51
2020-05-02,53
2020-05-03,53
2020-05-04,53
2020-05-05,53
2020-05-06,50
2020-05-07,51
2020-05-08,52
2020-05-09,54
2020-05-10,55
2020-05-11,54
2020-05-12,54
2020-05-13,54
