date_obj,Mahogany%20fancy%20dress%20box%20(flatpack) price
2015-03-05,350
2015-03-06,350
2015-03-07,350
2015-03-08,350
2015-03-09,350
2015-03-10,350
2015-03-11,350
2015-03-12,350
2015-03-13,350
2015-03-14,350
2015-03-15,350
2015-03-16,350
2015-03-17,350
2015-03-18,350
2015-03-19,350
2015-03-20,350
2015-03-21,350
2015-03-22,350
2015-03-23,350
2015-03-24,350
2015-03-25,350
2015-03-26,350
2015-03-27,350
2015-03-28,350
2015-03-29,350
2015-03-30,350
2015-03-31,350
2015-04-01,350
2015-04-02,350
2015-04-03,350
2015-04-04,350
2015-04-05,350
2015-04-06,350
2015-04-07,350
2015-04-08,350
2015-04-09,350
2015-04-10,350
2015-04-11,350
2015-04-12,350
2015-04-13,350
2015-04-14,350
2015-04-15,350
2015-04-16,350
2015-04-17,350
2015-04-18,350
2015-04-19,350
2015-04-20,350
2015-04-21,350
2015-04-22,350
2015-04-23,350
2015-04-24,350
2015-04-25,350
2015-04-26,350
2015-04-27,350
2015-04-28,350
2015-04-29,350
2015-04-30,350
2015-05-01,350
2015-05-02,350
2015-05-03,350
2015-05-04,350
2015-05-05,350
2015-05-06,350
2015-05-07,350
2015-05-08,350
2015-05-09,350
2015-05-10,350
2015-05-11,350
2015-05-12,350
2015-05-13,350
2015-05-14,350
2015-05-15,350
2015-05-16,350
2015-05-17,350
2015-05-18,350
2015-05-19,350
2015-05-20,350
2015-05-21,350
2015-05-22,350
2015-05-23,350
2015-05-24,350
2015-05-25,350
2015-05-26,350
2015-05-27,350
2015-05-28,366
2015-05-29,366
2015-05-30,366
2015-05-31,366
2015-06-01,366
2015-06-02,366
2015-06-03,366
2015-06-04,366
2015-06-05,366
2015-06-06,366
2015-06-07,366
2015-06-08,366
2015-06-09,366
2015-06-10,366
2015-06-11,366
2015-06-12,366
2015-06-13,366
2015-06-14,366
2015-06-15,366
2015-06-16,366
2015-06-17,366
2015-06-18,366
2015-06-19,366
2015-06-20,366
2015-06-21,366
2015-06-22,366
2015-06-23,366
2015-06-24,366
2015-06-25,366
2015-06-26,366
2015-06-27,366
2015-06-28,366
2015-06-29,366
2015-06-30,366
2015-07-01,366
2015-07-02,366
2015-07-03,366
2015-07-04,366
2015-07-05,366
2015-07-06,366
2015-07-07,366
2015-07-08,366
2015-07-09,366
2015-07-10,366
2015-07-11,366
2015-07-12,366
2015-07-13,366
2015-07-14,366
2015-07-15,366
2015-07-16,366
2015-07-17,366
2015-07-18,366
2015-07-19,366
2015-07-20,366
2015-07-21,366
2015-07-22,366
2015-07-23,366
2015-07-24,366
2015-07-25,366
2015-07-26,366
2015-07-27,366
2015-07-28,366
2015-07-29,366
2015-07-30,366
2015-07-31,366
2015-08-01,366
2015-08-02,366
2015-08-03,366
2015-08-04,366
2015-08-05,381
2015-08-06,381
2015-08-07,381
2015-08-08,381
2015-08-09,381
2015-08-10,381
2015-08-11,381
2015-08-12,381
2015-08-13,381
2015-08-14,381
2015-08-15,381
2015-08-16,381
2015-08-17,381
2015-08-18,381
2015-08-19,381
2015-08-20,381
2015-08-21,381
2015-08-22,381
2015-08-23,381
2015-08-24,381
2015-08-25,381
2015-08-26,381
2015-08-27,381
2015-08-28,381
2015-08-29,381
2015-08-30,381
2015-08-31,381
2015-09-02,381
2015-09-07,381
2015-09-08,381
2015-09-10,381
2015-09-14,381
2015-09-16,381
2015-09-22,381
2015-09-23,381
2015-09-24,381
2015-09-25,381
2015-09-27,381
2015-09-28,381
2015-09-29,381
2015-09-30,381
2015-10-05,381
2015-10-06,381
2015-10-07,381
2015-10-08,381
2015-10-09,381
2015-10-10,381
2015-10-11,381
2015-10-12,381
2015-10-13,381
2015-10-14,381
2015-10-15,381
2015-10-16,400
2015-10-17,400
2015-10-18,400
2015-10-19,400
2015-10-20,400
2015-10-22,400
2015-10-23,400
2015-10-24,400
2015-10-25,400
2015-10-26,400
2015-10-27,400
2015-10-29,400
2015-10-30,400
2015-10-31,400
2015-11-01,400
2015-11-02,400
2015-11-03,400
2015-11-04,400
2015-11-05,400
2015-11-06,400
2015-11-07,400
2015-11-08,400
2015-11-09,400
2015-11-10,400
2015-11-11,400
2015-11-12,400
2015-11-13,400
2015-11-14,400
2015-11-15,400
2015-11-16,400
2015-11-17,400
2015-11-18,400
2015-11-19,400
2015-11-20,400
2015-11-21,400
2015-11-22,400
2015-11-23,400
2015-11-24,400
2015-11-25,400
2015-11-26,400
2015-11-27,400
2015-11-28,400
2015-11-29,400
2015-11-30,400
2015-12-01,400
2015-12-02,400
2015-12-03,400
2015-12-04,400
2015-12-05,400
2015-12-06,400
2015-12-07,400
2015-12-08,400
2015-12-09,400
2015-12-10,400
2015-12-11,400
2015-12-12,400
2015-12-13,400
2015-12-14,400
2015-12-15,400
2015-12-16,414
2015-12-17,414
2015-12-18,414
2015-12-19,414
2015-12-20,414
2015-12-21,414
2015-12-22,414
2015-12-23,414
2015-12-24,414
2015-12-25,414
2015-12-26,414
2015-12-27,414
2015-12-28,414
2015-12-29,414
2015-12-30,414
2015-12-31,414
2016-01-01,414
2016-01-02,414
2016-01-03,414
2016-01-04,414
2016-01-05,414
2016-01-06,414
2016-01-07,414
2016-01-08,414
2016-01-09,414
2016-01-10,414
2016-01-11,414
2016-01-12,414
2016-01-13,414
2016-01-14,414
2016-01-15,414
2016-01-16,414
2016-01-17,414
2016-01-18,414
2016-01-19,414
2016-01-20,414
2016-01-21,414
2016-01-22,414
2016-01-23,414
2016-01-24,414
2016-01-25,414
2016-01-26,414
2016-01-27,414
2016-01-28,414
2016-01-29,414
2016-01-30,414
2016-01-31,414
2016-02-01,414
2016-02-02,414
2016-02-03,414
2016-02-04,414
2016-02-05,414
2016-02-06,414
2016-02-07,434
2016-02-08,434
2016-02-09,434
2016-02-10,434
2016-02-11,434
2016-02-12,434
2016-02-13,434
2016-02-14,434
2016-02-15,434
2016-02-16,434
2016-02-17,434
2016-02-18,434
2016-02-19,434
2016-02-20,434
2016-02-21,434
2016-02-22,434
2016-02-23,434
2016-02-24,434
2016-02-25,434
2016-02-26,434
2016-02-27,434
2016-02-28,434
2016-02-29,434
2016-03-01,434
2016-03-02,434
2016-03-03,434
2016-03-04,434
2016-03-05,434
2016-03-06,434
2016-03-07,434
2016-03-08,434
2016-03-09,434
2016-03-10,434
2016-03-11,434
2016-03-12,434
2016-03-13,434
2016-03-14,434
2016-03-15,434
2016-03-16,434
2016-03-17,434
2016-03-18,434
2016-03-19,434
2016-03-20,434
2016-03-21,434
2016-03-22,434
2016-03-23,434
2016-03-24,434
2016-03-25,434
