date_obj,Premade%20choc%20bomb price
2015-03-26,42
2015-03-27,42
2015-03-28,42
2015-03-29,42
2015-03-30,42
2015-03-31,42
2015-04-01,42
2015-04-02,42
2015-04-03,42
2015-04-04,42
2015-04-05,42
2015-04-06,42
2015-04-07,42
2015-04-08,42
2015-04-09,42
2015-04-10,42
2015-04-11,42
2015-04-12,42
2015-04-13,42
2015-04-14,42
2015-04-15,42
2015-04-16,42
2015-04-17,42
2015-04-18,42
2015-04-19,42
2015-04-20,42
2015-04-21,42
2015-04-22,42
2015-04-23,42
2015-04-24,42
2015-04-25,42
2015-04-26,45
2015-04-27,45
2015-04-28,45
2015-04-29,45
2015-04-30,45
2015-05-01,45
2015-05-02,45
2015-05-03,45
2015-05-04,45
2015-05-05,45
2015-05-06,45
2015-05-07,45
2015-05-08,45
2015-05-09,45
2015-05-10,45
2015-05-11,45
2015-05-12,45
2015-05-13,45
2015-05-14,45
2015-05-15,45
2015-05-16,45
2015-05-17,45
2015-05-18,45
2015-05-19,45
2015-05-20,48
2015-05-21,48
2015-05-22,48
2015-05-23,48
2015-05-24,48
2015-05-25,48
2015-05-26,48
2015-05-27,48
2015-05-28,48
2015-05-29,48
2015-05-30,48
2015-05-31,48
2015-06-01,48
2015-06-02,48
2015-06-03,48
2015-06-04,48
2015-06-05,48
2015-06-06,48
2015-06-07,48
2015-06-08,48
2015-06-09,48
2015-06-10,48
2015-06-11,48
2015-06-12,48
2015-06-13,48
2015-06-14,48
2015-06-15,48
2015-06-16,51
2015-06-17,51
2015-06-18,51
2015-06-19,51
2015-06-20,51
2015-06-21,51
2015-06-22,51
2015-06-23,51
2015-06-24,51
2015-06-25,51
2015-06-26,51
2015-06-27,51
2015-06-28,51
2015-06-29,51
2015-06-30,51
2015-07-01,51
2015-07-02,51
2015-07-03,51
2015-07-04,51
2015-07-05,51
2015-07-06,51
2015-07-07,51
2015-07-08,51
2015-07-09,51
2015-07-10,54
2015-07-11,54
2015-07-12,54
2015-07-13,54
2015-07-14,54
2015-07-15,54
2015-07-16,54
2015-07-17,54
2015-07-18,54
2015-07-19,54
2015-07-20,54
2015-07-21,54
2015-07-22,54
2015-07-23,54
2015-07-24,54
2015-07-25,54
2015-07-26,54
2015-07-27,54
2015-07-28,54
2015-07-29,54
2015-07-30,54
2015-07-31,54
2015-08-01,54
2015-08-02,54
2015-08-03,56
2015-08-04,56
2015-08-05,56
2015-08-06,56
2015-08-07,56
2015-08-08,56
2015-08-09,56
2015-08-10,56
2015-08-11,56
2015-08-12,56
2015-08-13,56
2015-08-14,56
2015-08-15,56
2015-08-16,56
2015-08-17,56
2015-08-18,56
2015-08-19,56
2015-08-20,56
2015-08-21,56
2015-08-22,56
2015-08-23,56
2015-08-24,56
2015-08-25,56
2015-08-26,56
2015-08-27,56
2015-08-28,56
2015-08-29,56
2015-08-30,56
2015-08-31,56
2015-09-01,56
2015-09-02,56
2015-09-03,56
2015-09-04,56
2015-09-05,56
2015-09-06,56
2015-09-07,56
2015-09-08,56
2015-09-09,56
2015-09-10,56
2015-09-11,56
2015-09-12,56
2015-09-13,56
2015-09-14,56
2015-09-15,56
2015-09-16,56
2015-09-17,56
2015-09-18,56
2015-09-19,56
2015-09-20,56
2015-09-21,56
2015-09-22,56
2015-09-23,56
2015-09-24,56
2015-09-25,56
2015-09-27,56
2015-09-28,59
2015-09-29,59
2015-09-30,59
2015-10-05,59
2015-10-06,59
2015-10-07,59
2015-10-08,59
2015-10-09,59
2015-10-10,59
2015-10-11,59
2015-10-12,59
2015-10-13,59
2015-10-14,59
2015-10-15,59
2015-10-16,59
2015-10-17,59
2015-10-18,59
2015-10-19,59
2015-10-20,59
2015-10-22,59
2015-10-23,59
2015-10-24,59
2015-10-25,59
2015-10-26,59
2015-10-27,59
2015-10-29,59
2015-10-30,59
2015-10-31,59
2015-11-01,59
2015-11-02,59
2015-11-03,59
2015-11-04,59
2015-11-05,59
2015-11-06,59
2015-11-07,59
2015-11-08,59
2015-11-09,59
2015-11-10,59
2015-11-11,59
2015-11-12,59
2015-11-13,59
2015-11-14,59
2015-11-15,59
2015-11-16,59
2015-11-17,59
2015-11-18,59
2015-11-19,59
2015-11-20,59
2015-11-21,59
2015-11-22,59
2015-11-23,59
2015-11-24,59
2015-11-25,59
2015-11-26,59
2015-11-27,59
2015-11-28,59
2015-11-29,59
2015-11-30,59
2015-12-01,59
2015-12-02,59
2015-12-03,59
2015-12-04,59
2015-12-05,59
2015-12-06,59
2015-12-07,59
2015-12-08,59
2015-12-09,59
2015-12-10,59
2015-12-11,59
2015-12-12,59
2015-12-13,59
2015-12-14,59
2015-12-15,59
2015-12-16,59
2015-12-17,59
2015-12-18,62
2015-12-19,62
2015-12-20,62
2015-12-21,62
2015-12-22,62
2015-12-23,62
2015-12-24,62
2015-12-25,62
2015-12-26,62
2015-12-27,62
2015-12-28,62
2015-12-29,62
2015-12-30,62
2015-12-31,62
2016-01-01,62
2016-01-02,62
2016-01-03,62
2016-01-04,62
2016-01-05,62
2016-01-06,62
2016-01-07,62
2016-01-08,62
2016-01-09,62
2016-01-10,62
2016-01-11,62
2016-01-12,62
2016-01-13,62
2016-01-14,62
2016-01-15,62
2016-01-16,62
2016-01-17,62
2016-01-18,62
2016-01-19,62
2016-01-20,62
2016-01-21,62
2016-01-22,62
2016-01-23,62
2016-01-24,62
2016-01-25,62
2016-01-26,62
2016-01-27,62
2016-01-28,62
2016-01-29,62
2016-01-30,62
2016-01-31,62
2016-02-01,62
2016-02-02,62
2016-02-03,62
2016-02-04,62
2016-02-05,62
2016-02-06,62
2016-02-07,62
2016-02-08,62
2016-02-09,62
2016-02-10,62
2016-02-11,62
2016-02-12,62
2016-02-13,62
2016-02-14,62
2016-02-15,62
2016-02-16,62
2016-02-17,62
2016-02-18,62
2016-02-19,62
2016-02-20,62
2016-02-21,62
2016-02-22,62
2016-02-23,62
2016-02-24,62
2016-02-25,62
2016-02-26,62
2016-02-27,62
2016-02-28,66
2016-02-29,66
2016-03-01,66
2016-03-02,66
2016-03-03,66
2016-03-04,66
2016-03-05,66
2016-03-06,66
2016-03-07,66
2016-03-08,66
2016-03-09,66
2016-03-10,66
2016-03-11,66
2016-03-12,66
2016-03-13,66
2016-03-14,66
2016-03-15,66
2016-03-16,66
2016-03-17,66
2016-03-18,66
2016-03-19,66
2016-03-20,66
2016-03-21,66
2016-03-22,66
2016-03-23,66
2016-03-24,66
2016-03-25,66
2016-03-26,66
2016-03-27,66
2016-03-28,66
2016-03-29,66
2016-03-30,66
2016-03-31,66
2016-04-01,66
2016-04-02,66
2016-04-03,66
2016-04-04,66
2016-04-05,66
2016-04-06,66
2016-04-07,66
2016-04-08,66
2016-04-09,66
2016-04-10,66
2016-04-11,66
2016-04-12,66
2016-04-13,66
2016-04-14,66
2016-04-15,66
2016-04-16,66
2016-04-17,66
2016-04-18,66
2016-04-19,66
2016-04-20,66
2016-04-21,66
2016-04-22,66
2016-04-23,66
2016-04-24,66
2016-04-25,66
2016-04-26,66
2016-04-27,69
2016-04-28,69
2016-04-29,69
2016-04-30,69
2016-05-01,69
2016-05-02,69
2016-05-03,69
2016-05-04,69
2016-05-05,69
2016-05-06,69
2016-05-07,69
