date_obj,Soda%20ash price
2015-03-26,87
2015-03-27,82
2015-03-28,82
2015-03-29,82
2015-03-30,82
2015-03-31,77
2015-04-01,77
2015-04-02,77
2015-04-03,77
2015-04-04,73
2015-04-05,73
2015-04-06,73
2015-04-07,73
2015-04-08,71
2015-04-09,71
2015-04-10,71
2015-04-11,71
2015-04-12,68
2015-04-13,68
2015-04-14,68
2015-04-15,68
2015-04-16,65
2015-04-17,65
2015-04-18,65
2015-04-19,65
2015-04-20,64
2015-04-21,64
2015-04-22,64
2015-04-23,64
2015-04-24,62
2015-04-25,62
2015-04-26,62
2015-04-27,62
2015-04-28,61
2015-04-29,61
2015-04-30,61
2015-05-01,61
2015-05-02,61
2015-05-03,61
2015-05-04,61
2015-05-05,61
2015-05-06,61
2015-05-07,58
2015-05-08,58
2015-05-09,58
2015-05-10,58
2015-05-11,58
2015-05-12,58
2015-05-13,58
2015-05-14,58
2015-05-15,58
2015-05-16,58
2015-05-17,59
2015-05-18,59
2015-05-19,59
2015-05-20,59
2015-05-21,59
2015-05-22,59
2015-05-23,60
2015-05-24,60
2015-05-25,60
2015-05-26,60
2015-05-27,60
2015-05-28,60
2015-05-29,60
2015-05-30,60
2015-05-31,59
2015-06-01,59
2015-06-02,59
2015-06-03,59
2015-06-04,61
2015-06-05,61
2015-06-06,61
2015-06-07,65
2015-06-08,65
2015-06-09,65
2015-06-10,66
2015-06-11,66
2015-06-12,66
2015-06-13,66
2015-06-14,64
2015-06-15,64
2015-06-16,64
2015-06-17,64
2015-06-18,64
2015-06-19,64
2015-06-20,65
2015-06-21,65
2015-06-22,65
2015-06-23,65
2015-06-24,64
2015-06-25,64
2015-06-26,64
2015-06-27,64
2015-06-28,67
2015-06-29,67
2015-06-30,67
2015-07-01,67
2015-07-02,65
2015-07-03,65
2015-07-04,65
2015-07-05,65
2015-07-06,65
2015-07-07,65
2015-07-08,65
2015-07-09,65
2015-07-10,65
2015-07-11,65
2015-07-12,65
2015-07-13,63
2015-07-14,63
2015-07-15,63
2015-07-16,63
2015-07-17,60
2015-07-18,60
2015-07-19,60
2015-07-20,60
2015-07-21,58
2015-07-22,58
2015-07-23,58
2015-07-24,57
2015-07-25,57
2015-07-26,57
2015-07-27,57
2015-07-28,59
2015-07-29,59
2015-07-30,59
2015-07-31,59
2015-08-01,59
2015-08-02,59
2015-08-03,59
2015-08-04,59
2015-08-05,60
2015-08-06,60
2015-08-07,60
2015-08-08,60
2015-08-09,61
2015-08-10,61
2015-08-11,61
2015-08-12,61
2015-08-13,61
2015-08-14,61
2015-08-15,61
2015-08-16,61
2015-08-17,65
2015-08-18,65
2015-08-19,65
2015-08-20,65
2015-08-21,67
2015-08-22,67
2015-08-23,67
2015-08-24,67
2015-08-25,67
2015-08-26,65
2015-08-27,65
2015-08-28,65
2015-08-29,65
2015-08-30,67
2015-08-31,67
2015-09-01,67
2015-09-02,67
2015-09-03,67
2015-09-04,66
2015-09-05,66
2015-09-06,66
2015-09-07,66
2015-09-08,66
2015-09-09,65
2015-09-10,65
2015-09-11,65
2015-09-12,65
2015-09-13,65
2015-09-14,63
2015-09-15,63
2015-09-16,63
2015-09-17,63
2015-09-18,63
2015-09-19,62
2015-09-20,62
2015-09-21,62
2015-09-22,62
2015-09-23,62
2015-09-24,60
2015-09-25,60
2015-09-27,60
2015-09-28,60
2015-09-29,60
2015-09-30,61
2015-10-05,62
2015-10-06,62
2015-10-07,62
2015-10-08,62
2015-10-09,62
2015-10-10,63
2015-10-11,63
2015-10-12,63
2015-10-13,63
2015-10-14,63
2015-10-15,64
2015-10-16,64
2015-10-17,64
2015-10-18,64
2015-10-19,64
2015-10-20,62
2015-10-22,62
2015-10-23,62
2015-10-24,62
2015-10-25,61
2015-10-26,61
2015-10-27,61
2015-10-29,61
2015-10-30,60
2015-10-31,60
2015-11-01,60
2015-11-02,60
2015-11-03,60
2015-11-04,60
2015-11-05,62
2015-11-06,62
2015-11-07,62
2015-11-08,62
2015-11-09,62
2015-11-10,62
2015-11-11,62
2015-11-12,64
2015-11-13,64
2015-11-14,64
2015-11-15,64
2015-11-16,64
2015-11-17,64
2015-11-18,64
2015-11-19,67
2015-11-20,67
2015-11-21,67
2015-11-22,67
2015-11-23,67
2015-11-24,67
2015-11-25,71
2015-11-26,71
2015-11-27,71
2015-11-28,71
2015-11-29,71
2015-11-30,71
2015-12-01,71
2015-12-02,71
2015-12-03,71
2015-12-04,71
2015-12-05,71
2015-12-06,71
2015-12-07,71
2015-12-08,71
2015-12-09,71
2015-12-10,71
2015-12-11,71
2015-12-12,71
2015-12-13,71
2015-12-14,71
2015-12-15,71
2015-12-16,71
2015-12-17,71
2015-12-18,71
2015-12-19,72
2015-12-20,72
2015-12-21,72
2015-12-22,72
2015-12-23,72
2015-12-24,71
2015-12-25,71
2015-12-26,71
2015-12-27,71
2015-12-28,71
2015-12-29,69
2015-12-30,69
2015-12-31,69
2016-01-01,69
2016-01-02,69
2016-01-03,66
2016-01-04,66
2016-01-05,66
2016-01-06,66
2016-01-07,66
2016-01-08,63
2016-01-09,63
2016-01-10,63
2016-01-11,63
2016-01-12,63
2016-01-13,61
2016-01-14,61
2016-01-15,61
2016-01-16,61
2016-01-17,61
2016-01-18,61
2016-01-19,61
2016-01-20,61
2016-01-21,61
2016-01-22,61
2016-01-23,61
2016-01-24,61
2016-01-25,61
2016-01-26,61
2016-01-27,61
2016-01-28,63
2016-01-29,63
2016-01-30,63
2016-01-31,63
2016-02-01,66
2016-02-02,66
2016-02-03,66
2016-02-04,66
2016-02-05,66
2016-02-06,70
2016-02-07,70
2016-02-08,70
2016-02-09,70
2016-02-10,70
2016-02-11,70
2016-02-12,70
2016-02-13,70
2016-02-14,70
2016-02-15,70
2016-02-16,70
2016-02-17,70
2016-02-18,70
2016-02-19,69
2016-02-20,69
2016-02-21,69
2016-02-22,69
2016-02-23,69
2016-02-24,69
2016-02-25,71
2016-02-26,71
2016-02-27,71
2016-02-28,71
2016-02-29,71
2016-03-01,73
2016-03-02,73
2016-03-03,73
2016-03-04,73
2016-03-05,73
2016-03-06,72
2016-03-07,72
2016-03-08,72
2016-03-09,72
2016-03-10,72
2016-03-11,72
2016-03-12,70
2016-03-13,70
2016-03-14,70
2016-03-15,70
2016-03-16,70
2016-03-17,70
2016-03-18,69
2016-03-19,69
2016-03-20,69
2016-03-21,69
2016-03-22,69
2016-03-23,69
2016-03-24,69
2016-03-25,69
2016-03-26,69
2016-03-27,69
2016-03-28,69
2016-03-29,70
2016-03-30,70
2016-03-31,70
2016-04-01,70
2016-04-02,70
2016-04-03,70
2016-04-04,72
2016-04-05,72
2016-04-06,72
2016-04-07,72
2016-04-08,72
2016-04-09,72
2016-04-10,72
2016-04-11,72
2016-04-12,72
2016-04-13,72
2016-04-14,72
2016-04-15,72
2016-04-16,72
2016-04-17,76
2016-04-18,76
2016-04-19,76
2016-04-20,76
2016-04-21,76
2016-04-22,76
2016-04-23,79
2016-04-24,79
2016-04-25,79
2016-04-26,79
2016-04-27,79
2016-04-28,81
2016-04-29,81
2016-04-30,81
2016-05-01,81
2016-05-02,81
2016-05-03,84
2016-05-04,84
2016-05-05,84
2016-05-06,84
2016-05-07,86
2016-05-08,86
2016-05-09,86
2016-05-10,86
2016-05-11,86
2016-05-12,88
2016-05-13,88
2016-05-14,88
2016-05-15,88
2016-05-16,88
2016-05-17,86
2016-05-18,86
2016-05-19,86
2016-05-22,86
2016-05-23,87
2016-05-24,87
2016-05-25,87
2016-05-26,87
2016-05-27,87
2016-05-28,89
2016-05-29,89
2016-05-30,89
2016-05-31,89
2016-06-01,89
2016-06-02,87
2016-06-03,87
2016-06-04,87
2016-06-05,87
2016-06-06,87
2016-06-07,87
2016-06-08,84
2016-06-09,84
2016-06-10,84
2016-06-11,84
2016-06-12,84
2016-06-13,80
2016-06-14,80
2016-06-15,80
2016-06-16,80
2016-06-17,78
2016-06-18,78
2016-06-19,78
2016-06-20,78
2016-06-21,78
2016-06-22,80
2016-06-23,80
2016-06-24,80
2016-06-25,80
2016-06-26,80
2016-06-27,80
2016-06-28,81
2016-06-29,81
2016-06-30,81
2016-07-01,81
2016-07-02,81
2016-07-03,81
2016-07-04,78
2016-07-05,78
2016-07-06,78
2016-07-07,78
2016-07-08,78
2016-07-09,78
2016-07-10,78
2016-07-11,78
2016-07-12,78
2016-07-13,78
2016-07-14,78
2016-07-15,78
2016-07-16,76
2016-07-17,76
2016-07-18,76
2016-07-24,77
2016-07-25,77
