date_obj,Villager%20armband%20(brown) price
2015-11-12,33973
2015-11-13,33973
2015-11-14,33973
2015-11-15,33973
2015-11-16,33973
2015-11-17,33973
2015-11-18,33973
2015-11-19,33973
2015-11-20,33973
2015-11-21,33973
2015-11-22,33973
2015-11-23,33973
2015-11-24,33973
2015-11-25,33973
2015-11-26,33973
2015-11-27,33973
2015-11-28,33973
2015-11-29,33973
2015-11-30,33973
2015-12-01,33973
2015-12-02,33973
2015-12-03,33973
2015-12-04,33973
2015-12-05,33973
2015-12-06,33973
2015-12-07,33973
2015-12-08,33973
2015-12-09,33973
2015-12-10,33973
2015-12-11,33973
2015-12-13,33973
2015-12-14,33375
2015-12-15,33375
2015-12-16,33375
2015-12-17,33375
2015-12-18,33375
2015-12-19,33375
2015-12-20,33375
2015-12-21,33375
2015-12-22,33375
2015-12-23,33375
2015-12-24,33375
2015-12-25,33375
2015-12-26,33375
2015-12-27,33375
2015-12-28,33375
2015-12-29,33375
2015-12-30,33375
2015-12-31,33375
2016-01-01,33375
2016-01-02,33375
2016-01-03,33375
2016-01-04,33375
2016-01-05,33375
2016-01-06,33375
2016-01-07,33375
2016-01-08,33375
2016-01-09,33375
2016-01-10,33375
2016-01-11,33375
2016-01-12,33375
2016-01-13,33375
2016-01-14,33375
2016-01-15,33375
2016-01-16,33375
2016-01-17,33375
2016-01-18,33375
2016-01-19,33375
2016-01-20,33375
2016-01-21,33375
2016-01-22,33375
2016-01-23,33375
2016-01-24,33375
2016-01-25,33375
2016-01-26,33375
2016-01-27,33375
2016-01-28,33375
2016-01-29,33375
2016-01-30,33375
2016-01-31,33375
2016-02-01,33375
2016-02-02,33375
2016-02-03,33375
2016-02-04,33375
2016-02-05,33375
2016-02-06,33375
2016-02-07,33375
2016-02-08,33375
2016-02-09,33375
2016-02-10,33375
2016-02-11,33375
2016-02-12,33375
2016-02-13,33375
2016-02-14,33375
2016-02-15,33375
2016-02-16,33375
2016-02-17,33375
2016-02-18,33375
2016-02-19,33375
2016-02-20,33375
2016-02-21,33375
2016-02-22,33375
2016-02-23,33375
2016-02-24,33375
2016-02-25,33375
2016-02-26,33375
2016-02-27,33375
2016-02-28,33375
2016-02-29,33375
2016-03-01,33375
2016-03-02,33375
2016-03-03,33375
2016-03-04,33375
2016-03-05,33375
2016-03-06,33375
2016-03-07,33375
2016-03-08,33375
2016-03-09,33375
2016-03-10,33375
2016-03-11,33375
2016-03-12,33375
2016-03-13,33375
2016-03-14,33375
2016-03-15,33375
2016-03-16,33375
2016-03-17,33375
2016-03-18,33375
2016-03-19,33375
2016-03-20,33375
2016-03-21,33375
2016-03-22,33375
2016-03-23,33375
2016-03-24,33375
2016-03-25,33375
2016-03-26,33375
2016-03-27,33375
2016-03-28,32018
2016-03-29,32018
2016-03-30,32018
2016-03-31,32018
2016-04-01,32018
2016-04-02,32018
2016-04-03,32018
2016-04-04,32018
2016-04-05,32018
2016-04-06,32018
2016-04-07,32018
2016-04-08,32018
2016-04-09,32018
2016-04-10,32018
2016-04-11,32018
2016-04-12,32018
2016-04-13,32018
2016-04-14,32018
2016-04-15,32018
2016-04-16,32018
2016-04-17,32018
2016-04-18,32018
2016-04-19,32018
2016-04-20,32018
2016-04-21,32018
2016-04-22,32018
2016-04-23,32018
2016-04-24,32018
2016-04-25,32018
2016-04-26,32018
2016-04-27,32018
2016-04-28,32018
2016-04-29,32018
2016-04-30,32018
2016-05-01,32018
2016-05-02,32018
2016-05-03,32018
2016-05-04,32018
2016-05-05,32018
2016-05-06,32018
2016-05-07,32018
2016-05-08,32018
2016-05-09,32018
2016-05-10,32018
2016-05-11,32018
2016-05-12,32018
2016-05-13,32018
2016-05-14,32018
2016-05-15,32018
2016-05-16,32018
2016-05-17,32018
2016-05-18,32018
2016-05-19,32018
2016-05-22,32018
2016-05-23,32018
2016-05-24,32018
2016-05-25,32018
2016-05-26,32018
2016-05-27,32018
2016-05-28,32018
2016-05-29,32018
2016-05-30,32018
2016-05-31,32018
2016-06-01,32018
2016-06-02,32018
2016-06-03,32018
2016-06-04,32018
2016-06-05,32018
2016-06-06,32018
2016-06-07,32018
2016-06-08,32018
2016-06-09,32018
2016-06-10,32018
2016-06-11,32018
2016-06-12,32018
2016-06-13,32018
2016-06-14,32018
2016-06-15,32018
2016-06-16,32018
2016-06-17,32018
2016-06-18,32018
2016-06-19,32018
2016-06-20,32018
2016-06-21,32018
2016-06-22,30759
2016-06-23,30759
2016-06-24,30759
2016-06-25,30759
2016-06-26,30759
2016-06-27,30759
2016-06-28,30759
2016-06-29,30759
2016-06-30,30759
2016-07-01,30759
2016-07-02,30759
2016-07-03,30759
2016-07-04,30759
2016-07-05,30759
2016-07-06,30759
2016-07-07,30759
2016-07-08,30759
2016-07-09,30759
2016-07-10,30759
2016-07-11,30759
2016-07-12,30759
2016-07-13,30759
2016-07-14,30759
2016-07-15,30759
2016-07-16,30759
2016-07-17,30759
2016-07-18,30759
2016-07-24,30759
2016-07-25,30759
2016-07-26,30759
2016-07-27,30759
2016-07-28,30759
2016-07-29,30759
2016-07-30,30759
2016-07-31,30759
2016-08-01,30759
2016-08-02,30759
2016-08-03,30759
2016-08-04,30759
2016-08-05,30759
2016-08-06,30759
2016-08-07,30759
2016-08-08,30759
2016-08-09,30759
2016-08-10,30759
2016-08-11,30759
2016-08-12,30759
2016-08-13,30759
2016-08-14,30759
2016-08-15,30759
2016-08-16,30759
2016-08-17,30759
2016-08-18,30759
2016-08-19,30759
2016-08-20,30759
2016-08-21,30759
2016-08-22,30759
2016-08-23,30759
2016-08-24,30759
2016-08-25,30759
2016-08-26,30759
2016-08-28,30759
2016-08-31,30759
2016-09-01,30759
2016-09-02,30759
2016-09-03,30759
2016-09-04,30759
2016-09-05,30759
2016-09-06,30759
2016-09-07,30759
2016-09-08,30759
2016-09-09,30759
2016-09-10,30759
2016-09-11,30759
2016-09-12,30759
2016-09-13,30759
2016-09-14,30759
2016-09-15,30759
2016-09-16,30759
2016-09-17,30759
2016-09-18,30759
2016-09-19,30759
2016-09-20,30759
2016-09-21,30759
2016-09-22,30759
2016-09-23,29309
2016-09-24,29309
2016-09-25,29309
2016-09-26,29309
2016-09-27,29309
2016-09-28,29309
2016-09-29,29309
2016-09-30,29309
2016-10-01,29309
2016-10-02,29309
2016-10-03,29309
2016-10-04,29309
2016-10-05,29309
2016-10-06,29309
2016-10-07,29309
2016-10-08,29309
2016-10-09,29309
2016-10-10,29309
2016-10-11,29309
2016-10-12,29309
2016-10-13,29309
2016-10-14,29309
2016-10-15,29309
2016-10-16,29309
2016-10-17,29309
2016-10-18,29309
2016-10-19,29309
2016-10-20,29309
2016-10-21,29309
2016-10-22,29309
2016-10-23,29309
2016-10-24,29309
2016-10-25,29309
2016-10-26,29309
2016-10-27,29309
2016-10-28,29309
2016-10-29,29309
2016-10-30,29309
2016-10-31,29309
2016-11-01,29309
2016-11-02,29309
2016-11-03,29309
2016-11-04,29309
2016-11-05,29309
2016-11-06,29309
2016-11-07,29309
2016-11-08,29309
2016-11-09,29309
2016-11-10,29309
2016-11-11,29309
2016-11-12,29309
2016-11-13,29309
2016-11-14,29309
2016-12-08,29309
2016-12-09,29309
2016-12-10,29309
2016-12-11,29309
2016-12-12,29309
2016-12-13,29309
2016-12-14,29309
2016-12-15,29309
2016-12-16,29309
2016-12-17,29309
2016-12-18,29309
2016-12-19,29309
2016-12-20,29309
2016-12-21,29309
2016-12-22,29309
2016-12-23,29309
2016-12-24,29309
2016-12-25,29309
2016-12-26,29309
2016-12-27,29309
2016-12-28,29309
2016-12-29,29309
2016-12-30,29309
2016-12-31,29309
2017-01-01,29309
2017-01-02,29309
2017-01-03,29309
2017-01-04,29309
2017-01-05,29309
2017-01-06,29309
2017-01-07,29309
2017-01-08,29309
2017-01-09,29309
2017-01-10,29309
2017-01-11,29309
2017-01-12,29309
2017-01-13,27872
2017-01-14,27872
2017-01-15,27872
2017-01-16,27872
2017-01-17,27872
2017-01-18,27872
2017-01-19,27872
2017-01-20,27872
2017-01-21,27872
2017-01-22,27872
2017-01-27,27872
2017-01-28,27872
2017-01-29,27872
2017-01-30,27872
2017-01-31,27872
2017-02-01,27872
2017-02-02,27872
2017-02-03,27872
2017-02-04,27872
2017-02-05,27872
2017-02-06,27872
2017-02-07,27872
2017-02-08,27872
2017-02-09,27872
2017-02-10,27872
2017-02-11,27872
2017-02-12,27872
2017-02-13,27872
2017-02-14,27872
2017-02-15,27872
2017-02-16,27872
2017-02-18,27872
2017-02-19,27872
2017-02-20,27872
2017-02-21,27872
2017-02-22,27872
2017-02-23,27872
2017-02-24,27872
2017-02-25,27872
2017-02-26,27872
2017-02-27,27872
2017-02-28,27872
2017-03-01,27872
2017-03-02,27872
2017-03-03,27872
2017-03-04,27872
2017-03-05,27872
2017-03-06,27872
2017-03-07,27872
2017-03-08,27872
2017-03-09,27872
2017-03-10,27872
2017-03-11,27872
2017-03-12,27872
2017-03-13,27872
2017-03-14,27872
2017-03-15,27872
2017-03-16,27872
2017-03-17,27872
2017-03-18,27872
2017-03-19,27872
2017-03-20,27872
2017-03-21,27872
2017-03-22,27872
2017-03-23,27872
2017-03-24,27872
2017-03-25,27872
2017-03-26,27872
2017-03-27,27872
2017-03-28,27872
2017-03-29,27872
2017-03-30,27872
2017-03-31,27872
2017-04-01,27872
2017-04-02,27872
2017-04-03,27872
2017-04-04,27872
2017-04-12,26489
2017-04-13,26489
2017-04-14,26489
2017-04-15,26489
2017-04-16,26489
2017-04-17,26489
2017-04-18,26489
2017-04-19,26489
2017-04-20,26489
2017-04-21,26489
2017-04-22,26489
2017-04-23,26489
2017-04-24,26489
2017-04-25,26489
2017-04-26,26489
2017-04-27,26489
2017-04-28,26489
2017-04-29,26489
2017-04-30,26489
2017-05-01,26489
2017-05-02,26489
2017-05-03,26489
2017-05-04,26489
2017-05-05,26489
2017-05-06,26489
2017-05-07,26489
2017-05-08,26489
2017-05-09,26489
2017-05-10,26489
2017-05-11,26489
2017-05-12,26489
2017-05-13,26489
2017-05-14,26489
2017-05-15,26489
2017-05-16,26489
2017-05-17,26489
2017-05-18,26489
2017-05-19,26489
2017-05-20,26489
2017-05-21,26489
2017-05-22,26489
2017-05-23,26489
2017-05-24,26489
2017-05-25,26489
2017-05-26,26489
2017-05-27,26489
2017-05-28,26489
2017-05-29,26489
2017-05-30,26489
2017-05-31,26489
2017-06-01,26489
2017-06-02,26489
2017-06-03,26489
2017-06-06,26489
2017-06-07,26489
2017-06-08,26489
2017-06-09,26489
2017-06-10,26489
2017-06-11,26489
2017-06-12,26489
2017-06-13,26489
2017-06-14,26489
2017-06-15,26489
2017-06-16,26489
2017-06-17,26489
2017-06-18,26489
2017-06-19,26489
2017-06-20,26489
2017-06-21,26489
2017-06-22,26489
2017-06-23,26489
2017-06-24,26489
2017-06-25,26489
2017-06-26,26489
2017-06-27,26489
2017-06-28,26489
2017-06-29,26489
2017-06-30,26489
2017-07-01,26489
2017-07-02,26489
2017-07-03,26489
2017-07-04,26489
2017-07-05,26489
2017-07-06,26489
2017-07-07,26489
2017-07-08,26489
2017-07-13,25309
2017-07-14,25309
2017-07-15,25309
2017-07-16,25309
2017-07-17,25309
2017-07-18,25309
2017-07-19,25309
2017-07-20,25309
2017-07-21,25309
2017-07-22,25309
2017-07-23,25309
2017-07-24,25309
2017-07-25,25309
2017-07-26,25309
2017-07-27,25309
2017-07-28,25309
2017-07-29,25309
2017-07-30,25309
2017-07-31,25309
2017-08-01,25309
2017-08-02,25309
2017-08-03,25309
2017-08-04,25309
2017-08-05,25309
2017-08-06,25309
2017-08-09,25309
2017-08-10,25309
2017-08-11,25309
2017-08-12,25309
2017-08-13,25309
2017-08-14,25309
2017-08-15,25309
2017-08-16,25309
2017-08-17,25309
2017-08-18,25309
2017-08-19,25309
2017-08-20,25309
2017-08-21,25309
2017-08-22,25309
2017-08-23,25309
2017-08-24,25309
2017-08-25,25309
2017-08-26,25309
2017-08-27,25309
2017-08-28,25309
2017-08-29,25309
2017-08-30,25309
2017-08-31,25309
2017-09-01,25309
2017-09-02,25309
2017-09-03,25309
2017-09-04,25309
2017-09-05,25309
2017-09-06,25309
2017-09-07,25309
2017-09-08,25309
2017-09-09,25309
2017-09-10,25309
2017-09-11,25309
2017-09-12,25309
2017-09-13,25309
2017-09-14,25309
2017-09-15,25309
2017-09-16,25309
2017-09-17,25309
2017-09-18,25309
2017-09-19,25309
2017-09-20,25309
2017-09-21,25309
2017-09-22,25309
2017-09-23,25309
2017-09-24,25309
2017-09-25,25309
2017-09-26,25309
2017-09-27,25309
2017-09-28,25309
2017-09-29,25309
2017-09-30,25309
2017-10-01,25309
2017-10-02,25309
2017-10-03,25309
2017-10-04,25309
2017-10-05,25309
2017-10-06,25309
2017-10-07,25309
2017-10-08,25309
2017-10-09,25309
2017-10-10,25309
2017-10-11,25309
2017-10-12,25309
2017-10-13,25309
2017-10-14,25309
2017-10-15,25309
2017-10-16,25309
2017-10-17,25309
2017-10-18,25309
2017-10-19,25309
2017-10-20,25309
2017-10-21,25309
2017-10-22,25309
2017-10-23,25309
2017-10-24,25309
2017-10-25,25309
2017-10-26,25309
2017-10-27,25309
2017-10-28,25309
2017-10-29,24083
2017-10-30,24083
2017-10-31,24083
2017-11-01,24083
2017-11-02,24083
2017-11-03,24083
2017-11-04,24083
2017-11-05,24083
2017-11-06,24083
2017-11-07,24083
2017-11-08,24083
2017-11-09,24083
2017-11-10,24083
2017-11-11,24083
2017-11-12,24083
2017-11-13,24083
2017-11-14,24083
2017-11-15,24083
2017-11-16,24083
2017-11-17,24083
2017-11-18,24083
2017-11-19,24083
2017-11-20,24083
2017-11-21,24083
2017-11-22,24083
2017-11-23,24083
2017-11-24,24083
2017-11-25,24083
2017-11-26,24083
2017-11-27,24083
2017-11-28,24083
2017-11-29,24083
2017-11-30,24083
2017-12-01,24083
2017-12-02,24083
2017-12-03,24083
2017-12-04,24083
2017-12-05,24083
2017-12-06,24083
2017-12-07,24083
2017-12-08,24083
2017-12-09,24083
2017-12-10,24083
2017-12-11,24083
2017-12-12,24083
2017-12-13,24083
2017-12-14,24083
2017-12-15,24083
2017-12-16,24083
2017-12-17,24083
2017-12-18,24083
2017-12-19,24083
2017-12-20,24083
2017-12-21,24083
2017-12-22,24083
2017-12-23,24083
2017-12-24,24083
2017-12-25,24083
2017-12-26,24083
2017-12-27,24083
2017-12-28,24083
2017-12-29,24083
2017-12-30,24083
2017-12-31,24083
2018-01-01,24083
2018-01-02,24083
2018-01-03,24083
2018-01-04,24083
2018-01-05,24083
2018-01-06,24083
2018-01-07,24083
2018-01-08,24083
2018-01-09,24083
2018-01-10,24083
2018-01-11,24083
2018-01-12,24083
2018-01-13,24083
2018-01-14,24083
2018-01-15,24083
2018-01-16,24083
2018-01-17,24083
2018-01-18,24083
2018-01-19,24083
2018-01-20,24083
2018-01-21,24083
2018-01-22,24083
2018-01-23,24083
2018-01-24,22878
2018-01-25,22878
2018-01-26,22878
2018-01-27,22878
2018-01-28,22878
2018-01-29,22878
2018-01-30,22878
2018-02-01,22878
2018-02-02,22878
2018-02-03,22878
2018-02-04,22878
2018-02-05,22878
2018-02-06,22878
2018-02-07,22878
2018-02-08,22878
2018-02-09,22878
2018-02-10,22878
2018-02-11,22878
2018-02-12,22878
2018-02-13,22878
2018-02-14,22878
2018-02-15,22878
2018-02-16,22878
2018-02-17,22878
2018-02-18,22878
2018-02-19,22878
2018-02-20,22878
2018-02-21,22878
2018-02-22,22878
2018-02-23,22878
2018-02-24,22878
2018-02-25,22878
2018-02-26,22878
2018-02-27,22878
2018-02-28,22878
2018-03-01,22878
2018-03-02,22878
2018-03-03,22878
2018-03-04,22878
2018-03-05,21755
2018-03-06,21755
2018-03-07,21755
2018-03-08,21755
2018-03-09,21755
2018-03-10,21755
2018-03-11,21755
2018-03-12,21755
2018-03-13,21755
2018-03-14,21755
2018-03-15,21755
2018-03-16,21755
2018-03-17,21755
2018-03-18,21755
2018-03-19,21755
2018-03-20,21755
2018-03-21,21755
2018-03-23,21755
2018-03-24,21755
2018-03-26,21755
2018-03-27,21755
2018-03-28,21755
2018-03-29,21755
2018-03-30,21755
2018-03-31,21755
2018-04-01,21755
2018-04-02,21755
2018-04-03,21755
2018-04-04,21755
2018-04-05,20695
2018-04-06,20695
2018-04-08,20695
2018-04-09,20695
2018-04-10,20695
2018-04-11,20695
2018-04-12,19690
2018-04-13,19690
2018-04-14,19690
2018-04-16,19690
2018-04-17,19690
2018-04-18,19690
2018-04-19,19690
2018-04-20,19690
2018-04-21,19690
2018-04-22,19690
2018-04-23,19690
2018-04-24,18730
2018-04-25,18730
2018-04-26,18730
2018-04-27,18730
2018-04-28,18730
2018-04-29,18730
2018-04-30,18730
2018-05-02,17822
2018-05-03,17822
2018-05-04,17822
2018-05-05,17822
2018-05-06,17822
2018-05-08,16985
2018-05-09,16985
2018-05-10,16215
2018-05-11,16215
2018-05-12,16215
2018-05-13,16215
2018-05-14,15445
2018-05-15,15445
2018-05-16,15445
2018-05-17,15445
2018-05-18,14702
2018-05-19,14702
2018-05-20,14702
2018-05-21,14702
2018-05-22,14702
2018-05-23,14702
2018-05-24,13999
2018-05-25,13999
2018-05-26,13999
2018-05-27,13999
2018-05-28,13999
2018-05-29,13999
2018-05-30,13370
2018-05-31,13370
2018-06-01,13370
2018-06-02,13370
2018-06-03,13370
2018-06-04,13370
2018-06-05,12737
2018-06-06,12737
2018-06-07,12737
2018-06-08,12737
2018-06-09,12737
2018-06-10,12737
2018-06-11,12150
2018-06-12,12150
2018-06-13,12150
2018-06-14,12150
2018-06-15,12150
2018-06-16,12150
2018-06-17,11565
2018-06-18,11565
2018-06-19,11565
2018-06-20,11565
2018-06-21,11565
2018-06-22,11565
2018-06-23,11565
2018-06-24,11017
2018-06-25,11017
2018-06-26,11017
2018-06-27,11017
2018-06-28,11017
2018-06-29,11017
2018-06-30,11017
2018-07-01,11017
2018-07-02,11017
2018-07-03,11017
2018-07-04,10484
2018-07-05,10484
2018-07-06,10484
2018-07-07,10484
2018-07-08,10484
2018-07-09,10484
2018-07-10,10484
2018-07-11,10484
2018-07-12,10484
2018-07-13,10484
2018-07-14,10484
2018-07-15,10484
2018-07-16,10484
2018-07-17,10484
2018-07-18,10484
2018-07-19,10484
2018-07-20,10484
2018-07-21,10484
2018-07-22,10484
2018-07-23,10003
2018-07-24,10003
2018-07-25,10003
2018-07-26,10003
2018-07-27,10003
2018-07-28,10003
2018-07-29,10003
2018-07-30,10003
2018-07-31,4100
2018-08-01,4100
2018-08-02,4100
2018-08-03,4100
2018-08-04,4100
2018-08-05,4100
2018-08-06,4100
2018-08-07,4100
2018-08-08,4100
2018-08-09,4100
2018-08-10,4100
2018-08-11,4100
2018-08-12,4100
2018-08-14,4100
2018-08-16,4100
2018-08-17,4100
2018-08-18,4100
2018-08-19,4100
2018-08-20,4100
2018-08-21,4100
2018-08-22,4100
2018-08-23,4100
2018-08-24,4100
2018-08-25,4100
2018-08-26,4100
2018-08-27,3897
2018-08-28,3897
2018-08-29,3897
2018-08-30,3897
2018-08-31,3897
2018-09-01,3897
2018-09-02,3897
2018-09-03,3897
2018-09-04,3897
2018-09-05,3897
2018-09-06,3897
2018-09-07,3897
2018-09-08,3897
2018-09-09,3897
2018-09-10,3897
2018-09-11,3897
2018-09-12,3897
2018-09-13,3897
2018-09-14,3897
2018-09-15,3897
2018-09-16,3897
2018-09-17,3897
2018-09-18,3897
2018-09-19,3897
2018-09-20,3897
2018-09-21,3897
2018-09-22,3710
2018-09-23,3710
2018-09-24,3710
2018-09-25,3710
2018-09-26,3710
2018-09-27,3710
2018-09-28,3710
2018-09-29,3710
2018-09-30,3710
2018-10-02,3710
2018-10-03,3710
2018-10-04,3710
2018-10-05,3710
2018-10-06,3710
2018-10-07,3710
2018-10-08,3710
2018-10-09,3710
2018-10-10,3710
2018-10-11,3710
2018-10-12,3710
2018-10-13,3710
2018-10-14,3710
2018-10-15,3710
2018-10-16,3710
2018-10-17,3710
2018-10-18,3710
2018-10-19,3710
2018-10-20,3710
2018-10-21,3710
2018-10-22,3710
2018-10-23,3710
2018-10-24,3710
2018-10-25,3525
2018-10-26,3525
2018-10-27,3525
2018-10-28,3525
2018-10-29,3525
2018-10-30,3525
2018-10-31,3525
2018-11-01,3525
2018-11-03,3525
2018-11-04,3525
2018-11-05,3525
2018-11-06,3525
2018-11-07,3525
2018-11-08,3525
2018-11-09,3525
2018-11-10,3525
2018-11-11,3525
2018-11-12,3353
2018-11-13,3353
2018-11-14,3353
2018-11-15,3353
2018-11-16,3353
2018-11-17,3353
2018-11-18,3353
2018-11-19,3353
2018-11-20,3353
2018-11-21,3353
2018-11-22,3353
2018-11-23,3353
2018-11-24,3353
2018-11-25,3353
2018-11-26,3353
2018-11-27,3353
2018-11-28,3187
2018-11-29,3187
2018-12-01,3187
2018-12-02,3187
2018-12-03,3187
2018-12-04,3187
2018-12-05,3187
2018-12-07,3187
2018-12-09,3187
2018-12-10,3187
2018-12-11,3187
2018-12-12,3187
2018-12-13,3187
2018-12-14,3187
2018-12-15,3187
2018-12-16,3187
2018-12-17,3187
2018-12-18,3031
2018-12-19,3031
2018-12-20,3031
2018-12-21,3031
2018-12-22,3031
2018-12-23,3031
2018-12-24,3031
2018-12-25,3031
2018-12-26,3031
2018-12-27,3031
2018-12-28,3031
2018-12-29,3031
2018-12-30,3031
2018-12-31,3031
2019-01-01,3031
2019-01-02,3031
2019-01-03,3031
2019-01-04,3031
2019-01-05,3031
2019-01-06,3031
2019-01-08,3031
2019-01-10,3031
2019-01-11,2891
2019-01-12,2891
2019-01-13,2891
2019-01-14,2891
2019-01-15,2891
2019-01-16,2891
2019-01-17,2891
2019-01-18,2891
2019-01-19,2891
2019-01-20,2891
2019-01-21,2891
2019-01-22,2891
2019-01-23,2891
2019-01-24,2891
2019-01-25,2891
2019-01-26,2891
2019-01-27,2891
2019-01-28,2748
2019-01-29,2748
2019-01-30,2748
2019-01-31,2748
2019-02-01,2748
2019-02-02,2748
2019-02-03,2748
2019-02-04,2748
2019-02-05,2748
2019-02-06,2748
2019-02-07,2748
2019-02-08,2748
2019-02-09,2748
2019-02-10,2748
2019-02-11,2748
2019-02-12,2748
2019-02-13,2748
2019-02-14,2748
2019-02-15,2748
2019-02-16,2748
2019-02-17,2748
2019-02-18,2748
2019-02-19,2647
2019-02-20,2647
2019-02-21,2647
2019-02-22,2647
2019-02-23,2647
2019-02-24,2647
2019-02-25,2647
2019-02-26,2647
2019-02-27,2647
2019-02-28,2647
2019-03-01,2647
2019-03-02,2647
2019-03-03,2647
2019-03-04,2647
2019-03-05,2647
2019-03-06,2647
2019-03-07,2647
2019-03-08,2647
2019-03-09,2647
2019-03-10,2647
2019-03-11,2647
2019-03-12,2647
2019-03-13,2647
2019-03-14,2647
2019-03-15,2647
2019-03-16,2647
2019-03-17,2647
2019-03-18,2647
2019-03-19,2647
2019-03-20,2516
2019-03-21,2516
2019-03-22,2516
2019-03-23,2516
2019-03-24,2516
2019-03-25,2516
2019-03-26,2516
2019-03-27,2516
2019-03-28,2516
2019-03-29,2516
2019-03-30,2516
2019-03-31,2516
