date_obj,Curry%20leaf price
2015-03-26,373
2015-03-27,373
2015-03-28,373
2015-03-29,373
2015-03-30,373
2015-03-31,383
2015-04-01,383
2015-04-02,383
2015-04-03,383
2015-04-04,383
2015-04-05,401
2015-04-06,401
2015-04-07,401
2015-04-08,401
2015-04-09,401
2015-04-10,405
2015-04-11,405
2015-04-12,405
2015-04-13,405
2015-04-14,405
2015-04-15,412
2015-04-16,412
2015-04-17,412
2015-04-18,412
2015-04-19,432
2015-04-20,432
2015-04-21,432
2015-04-22,432
2015-04-23,432
2015-04-24,432
2015-04-25,449
2015-04-26,449
2015-04-27,449
2015-04-28,449
2015-04-29,449
2015-04-30,457
2015-05-01,457
2015-05-02,457
2015-05-03,457
2015-05-04,457
2015-05-05,440
2015-05-06,440
2015-05-07,440
2015-05-08,440
2015-05-09,440
2015-05-10,432
2015-05-11,432
2015-05-12,432
2015-05-13,432
2015-05-14,432
2015-05-15,423
2015-05-16,423
2015-05-17,423
2015-05-18,423
2015-05-19,423
2015-05-20,415
2015-05-21,415
2015-05-22,415
2015-05-23,415
2015-05-24,415
2015-05-25,420
2015-05-26,420
2015-05-27,420
2015-05-28,420
2015-05-29,425
2015-05-30,425
2015-05-31,425
2015-06-01,418
2015-06-02,418
2015-06-03,418
2015-06-04,418
2015-06-05,425
2015-06-06,425
2015-06-07,425
2015-06-08,425
2015-06-09,426
2015-06-10,426
2015-06-11,426
2015-06-12,426
2015-06-13,431
2015-06-14,431
2015-06-15,431
2015-06-16,431
2015-06-17,424
2015-06-18,424
2015-06-19,424
2015-06-20,427
2015-06-21,427
2015-06-22,427
2015-06-23,427
2015-06-24,429
2015-06-25,429
2015-06-26,429
2015-06-27,429
2015-06-28,421
2015-06-29,421
2015-06-30,421
2015-07-01,421
2015-07-02,425
2015-07-03,425
2015-07-04,425
2015-07-05,425
2015-07-06,419
2015-07-07,419
2015-07-08,419
2015-07-09,419
2015-07-10,426
2015-07-11,426
2015-07-12,426
2015-07-13,426
2015-07-14,430
2015-07-15,430
2015-07-16,430
2015-07-17,432
2015-07-18,432
2015-07-19,432
2015-07-20,432
2015-07-21,441
2015-07-22,441
2015-07-23,441
2015-07-24,446
2015-07-25,446
2015-07-26,446
2015-07-27,446
2015-07-28,447
2015-07-29,447
2015-07-30,447
2015-07-31,447
2015-08-01,446
2015-08-02,446
2015-08-03,446
2015-08-04,442
2015-08-05,442
2015-08-06,442
2015-08-07,438
2015-08-08,438
2015-08-09,438
2015-08-10,453
2015-08-11,453
2015-08-12,453
2015-08-13,453
2015-08-14,475
2015-08-15,475
2015-08-16,475
2015-08-17,475
2015-08-18,482
2015-08-19,482
2015-08-20,482
2015-08-21,484
2015-08-22,484
2015-08-23,484
2015-08-24,478
2015-08-25,478
2015-08-26,478
2015-08-27,478
2015-08-28,469
2015-08-29,469
2015-08-30,469
2015-08-31,455
2015-09-01,455
2015-09-02,455
2015-09-03,455
2015-09-04,455
2015-09-05,455
2015-09-06,455
2015-09-07,455
2015-09-08,454
2015-09-09,454
2015-09-10,454
2015-09-11,454
2015-09-12,464
2015-09-13,464
2015-09-14,464
2015-09-15,477
2015-09-16,477
2015-09-17,477
2015-09-18,477
2015-09-19,495
2015-09-20,495
2015-09-21,495
2015-09-22,495
2015-09-23,506
2015-09-24,506
2015-09-25,506
2015-09-27,506
2015-09-28,507
2015-09-29,507
2015-09-30,507
2015-10-05,501
2015-10-06,488
2015-10-07,488
2015-10-08,488
2015-10-09,482
2015-10-10,482
2015-10-11,482
2015-10-12,493
2015-10-13,493
2015-10-14,493
2015-10-15,493
2015-10-16,495
2015-10-17,495
2015-10-18,495
2015-10-19,495
2015-10-20,516
2015-10-22,516
2015-10-23,516
2015-10-24,501
2015-10-25,501
2015-10-26,501
2015-10-27,501
2015-10-29,482
2015-10-30,482
2015-10-31,482
2015-11-01,461
2015-11-02,461
2015-11-03,461
2015-11-04,461
2015-11-05,442
2015-11-06,442
2015-11-07,442
2015-11-08,442
2015-11-09,442
2015-11-10,454
2015-11-11,454
2015-11-12,454
2015-11-13,454
2015-11-14,471
2015-11-15,471
2015-11-16,471
2015-11-17,471
2015-11-18,494
2015-11-19,494
2015-11-20,494
2015-11-21,494
2015-11-22,504
2015-11-23,504
2015-11-24,504
2015-11-25,504
2015-11-26,504
2015-11-27,481
2015-11-28,481
2015-11-29,481
2015-11-30,481
2015-12-01,481
2015-12-02,481
2015-12-03,481
2015-12-04,470
2015-12-05,470
2015-12-06,470
2015-12-07,469
2015-12-08,469
2015-12-09,469
2015-12-10,456
2015-12-11,456
2015-12-12,456
2015-12-13,460
2015-12-14,460
2015-12-15,460
2015-12-16,459
2015-12-17,459
2015-12-18,459
2015-12-19,459
2015-12-20,463
2015-12-21,463
2015-12-22,463
2015-12-23,463
2015-12-24,466
2015-12-25,466
2015-12-26,466
2015-12-27,490
2015-12-28,490
2015-12-29,490
2015-12-30,515
2015-12-31,515
2016-01-01,515
2016-01-02,541
2016-01-03,541
2016-01-04,567
2016-01-05,567
2016-01-06,567
2016-01-07,593
2016-01-08,593
2016-01-09,593
2016-01-10,575
2016-01-11,575
2016-01-12,560
2016-01-13,560
2016-01-14,550
2016-01-15,550
2016-01-16,550
2016-01-17,561
2016-01-18,561
2016-01-19,561
2016-01-20,580
2016-01-21,580
2016-01-22,580
2016-01-23,594
2016-01-24,594
2016-01-25,610
2016-01-26,610
2016-01-27,610
2016-01-28,616
2016-01-29,616
2016-01-30,616
2016-01-31,630
2016-02-01,630
2016-02-02,616
2016-02-03,616
2016-02-04,616
2016-02-05,623
2016-02-06,623
2016-02-07,616
2016-02-08,616
2016-02-09,616
2016-02-10,622
2016-02-11,622
2016-02-12,622
2016-02-13,622
2016-02-14,622
2016-02-15,622
2016-02-16,639
2016-02-17,639
2016-02-18,639
2016-02-19,670
2016-02-20,670
2016-02-21,704
2016-02-22,704
2016-02-23,704
2016-02-24,734
2016-02-25,734
2016-02-26,734
2016-02-27,729
2016-02-28,729
2016-03-01,694
2016-03-02,694
2016-03-03,694
2016-03-04,660
2016-03-05,660
2016-03-06,628
2016-03-07,628
2016-03-08,628
2016-03-09,599
2016-03-10,599
2016-03-11,599
2016-03-12,571
2016-03-13,571
2016-03-14,571
2016-03-15,549
2016-03-16,549
2016-03-17,549
2016-03-18,530
2016-03-19,530
2016-03-20,529
2016-03-21,529
2016-03-22,529
2016-03-23,553
2016-03-24,553
2016-03-25,553
2016-03-26,581
2016-03-27,581
2016-03-28,611
2016-03-29,611
2016-03-30,611
2016-03-31,642
2016-04-01,642
2016-04-02,642
2016-04-03,667
2016-04-04,667
2016-04-05,667
2016-04-06,657
2016-04-07,657
2016-04-08,657
2016-04-09,626
2016-04-10,626
2016-04-11,626
2016-04-12,595
2016-04-13,595
2016-04-14,595
2016-04-15,567
2016-04-16,567
2016-04-17,567
2016-04-18,549
2016-04-19,549
2016-04-20,531
2016-04-21,508
2016-04-22,508
2016-04-23,484
2016-04-24,463
2016-04-25,439
2016-04-26,417
2016-04-27,407
2016-04-28,407
2016-04-29,394
2016-04-30,380
2016-05-01,380
2016-05-02,379
2016-05-03,391
2016-05-04,391
2016-05-05,386
2016-05-06,386
2016-05-07,367
2016-05-08,367
2016-05-09,350
2016-05-10,355
2016-05-11,355
2016-05-12,340
2016-05-13,335
2016-05-14,335
2016-05-15,346
2016-05-16,346
2016-05-17,341
2016-05-18,341
2016-05-19,344
2016-05-22,354
2016-05-23,349
2016-05-24,349
2016-05-25,352
2016-05-26,352
2016-05-27,370
2016-05-28,370
2016-05-29,385
2016-05-30,385
2016-05-31,394
2016-06-01,394
2016-06-02,401
2016-06-03,401
2016-06-04,402
2016-06-05,402
2016-06-06,397
2016-06-07,397
2016-06-08,405
2016-06-09,393
2016-06-10,393
2016-06-11,393
2016-06-12,391
2016-06-13,391
2016-06-14,403
2016-06-15,403
2016-06-16,398
2016-06-17,386
2016-06-18,386
2016-06-19,371
2016-06-20,371
2016-06-21,355
2016-06-22,347
2016-06-23,340
2016-06-24,340
2016-06-25,325
2016-06-26,325
2016-06-27,321
2016-06-28,321
2016-06-29,321
2016-06-30,321
2016-07-01,323
2016-07-02,323
2016-07-03,311
2016-07-04,312
2016-07-05,312
2016-07-06,313
2016-07-07,309
2016-07-08,299
2016-07-09,288
2016-07-10,280
2016-07-11,275
2016-07-12,270
2016-07-13,267
2016-07-14,259
2016-07-15,256
2016-07-16,255
2016-07-17,256
2016-07-18,252
2016-07-23,244
2016-07-24,231
2016-07-25,219
2016-07-26,214
2016-07-27,208
2016-07-28,205
2016-07-29,200
2016-07-30,199
2016-07-31,199
2016-08-01,190
2016-08-02,185
2016-08-03,180
2016-08-04,172
2016-08-05,172
2016-08-06,164
2016-08-07,158
2016-08-08,158
2016-08-09,154
2016-08-10,153
2016-08-11,153
2016-08-12,152
2016-08-13,152
2016-08-14,154
2016-08-15,157
2016-08-16,157
2016-08-17,157
2016-08-18,153
2016-08-19,157
2016-08-20,160
2016-08-21,160
2016-08-22,163
2016-08-23,167
2016-08-24,167
2016-08-25,175
2016-08-26,175
2016-08-28,184
2016-08-31,204
2016-09-01,215
2016-09-02,215
2016-09-03,226
2016-09-04,238
2016-09-05,250
2016-09-06,263
2016-09-07,263
2016-09-08,277
2016-09-09,277
2016-09-10,290
2016-09-11,290
2016-09-12,293
2016-09-13,294
2016-09-14,294
2016-09-15,292
2016-09-16,292
2016-09-17,298
2016-09-18,298
2016-09-19,306
2016-09-20,306
2016-09-21,314
2016-09-22,315
2016-09-23,315
2016-09-24,324
2016-09-25,341
2016-09-26,341
2016-09-27,356
2016-09-28,356
2016-09-29,361
2016-09-30,379
2016-10-01,379
2016-10-02,384
2016-10-03,384
2016-10-04,390
2016-10-05,390
2016-10-06,396
2016-10-07,396
2016-10-08,394
2016-10-09,394
2016-10-10,393
2016-10-11,393
2016-10-12,382
2016-10-13,382
2016-10-14,384
2016-10-15,366
2016-10-16,366
2016-10-17,356
2016-10-18,356
2016-10-19,354
2016-10-20,354
2016-10-21,351
2016-10-22,351
2016-10-23,351
2016-10-24,358
2016-10-25,358
2016-10-26,359
2016-10-27,359
2016-10-28,342
2016-10-29,330
2016-10-30,330
2016-10-31,333
2016-11-01,333
2016-11-02,339
2016-11-03,339
2016-11-04,329
2016-11-05,329
2016-11-06,312
2016-11-07,312
2016-11-08,315
2016-11-09,315
2016-11-10,309
2016-11-11,309
2016-11-12,308
2016-11-13,308
2016-11-14,308
2016-11-15,308
2016-12-07,241
2016-12-08,239
2016-12-09,235
2016-12-10,235
2016-12-11,239
2016-12-12,251
2016-12-13,258
2016-12-14,262
2016-12-15,262
2016-12-16,262
2016-12-17,263
2016-12-18,263
2016-12-19,263
2016-12-20,266
2016-12-21,265
2016-12-22,265
2016-12-23,270
2016-12-24,270
2016-12-25,271
2016-12-26,271
2016-12-27,273
2016-12-28,278
2016-12-29,273
2016-12-30,282
2016-12-31,290
2017-01-01,285
2017-01-02,284
2017-01-03,284
2017-01-04,279
2017-01-05,279
2017-01-06,278
2017-01-07,274
2017-01-08,274
2017-01-09,285
2017-01-10,299
2017-01-11,299
2017-01-12,297
2017-01-13,297
2017-01-14,307
2017-01-15,291
2017-01-16,290
2017-01-17,286
2017-01-18,286
2017-01-19,286
2017-01-20,287
2017-01-21,277
2017-01-22,276
2017-01-23,276
2017-01-27,243
2017-01-28,235
2017-01-29,235
2017-01-30,235
2017-01-31,235
2017-02-01,236
2017-02-02,236
2017-02-03,241
2017-02-04,237
2017-02-05,241
2017-02-06,249
2017-02-07,259
2017-02-08,262
2017-02-09,262
2017-02-10,260
2017-02-11,257
2017-02-12,257
2017-02-13,253
2017-02-14,254
2017-02-15,254
2017-02-16,257
2017-02-18,256
2017-02-19,253
2017-02-20,252
2017-02-21,251
2017-02-22,251
2017-02-23,246
2017-02-24,246
2017-02-25,235
2017-02-26,223
2017-02-27,220
2017-02-28,223
2017-03-01,218
2017-03-02,218
2017-03-03,218
2017-03-04,216
2017-03-05,211
2017-03-06,208
2017-03-07,201
2017-03-08,201
2017-03-09,198
2017-03-10,196
2017-03-11,191
2017-03-12,187
2017-03-13,185
2017-03-14,180
2017-03-15,181
2017-03-16,180
2017-03-17,179
2017-03-18,179
2017-03-19,180
2017-03-20,179
2017-03-21,179
2017-03-22,179
2017-03-23,181
2017-03-24,179
2017-03-25,179
2017-03-26,178
2017-03-27,180
2017-03-28,182
2017-03-29,185
2017-03-30,187
2017-03-31,189
2017-04-01,197
2017-04-02,199
2017-04-03,199
2017-04-04,196
2017-04-12,185
2017-04-13,177
2017-04-14,172
2017-04-15,167
2017-04-16,161
2017-04-17,153
2017-04-18,146
2017-04-19,144
2017-04-20,146
2017-04-21,146
2017-04-22,146
2017-04-23,146
2017-04-24,143
2017-04-25,148
2017-04-26,148
2017-04-27,150
2017-04-28,152
2017-04-29,153
2017-04-30,152
2017-05-01,151
2017-05-02,154
2017-05-03,156
2017-05-04,157
2017-05-05,156
2017-05-06,159
2017-05-07,167
2017-05-08,175
2017-05-09,179
2017-05-10,182
2017-05-11,174
2017-05-12,171
2017-05-13,164
2017-05-14,157
2017-05-15,153
2017-05-16,157
2017-05-17,159
2017-05-18,158
2017-05-19,166
2017-05-20,168
2017-05-21,168
2017-05-22,176
2017-05-23,183
2017-05-24,193
2017-05-25,203
