date_obj,Steel%20javelin%20heads price
2016-05-05,145
2016-05-06,145
2016-05-07,145
2016-05-08,145
2016-05-09,145
2016-05-10,145
2016-05-11,145
2016-05-12,145
2016-05-13,145
2016-05-14,145
2016-05-15,145
2016-05-16,145
2016-05-17,145
2016-05-18,145
2016-05-19,145
2016-05-22,145
2016-05-23,145
2016-05-24,145
2016-05-25,145
2016-05-26,139
2016-05-27,139
2016-05-28,139
2016-05-29,139
2016-05-30,139
2016-05-31,139
2016-06-01,139
2016-06-02,139
2016-06-03,139
2016-06-04,139
2016-06-05,139
2016-06-06,139
2016-06-07,139
2016-06-08,139
2016-06-09,139
2016-06-10,139
2016-06-11,139
2016-06-12,139
2016-06-13,139
2016-06-14,139
2016-06-15,139
2016-06-16,139
2016-06-17,139
2016-06-18,139
2016-06-19,139
2016-06-20,139
2016-06-21,139
2016-06-22,139
2016-06-23,134
2016-06-24,134
2016-06-25,134
2016-06-26,134
2016-06-27,134
2016-06-28,134
2016-06-29,134
2016-06-30,134
2016-07-01,134
2016-07-02,134
2016-07-03,134
2016-07-04,134
2016-07-05,134
2016-07-06,134
2016-07-07,134
2016-07-08,134
2016-07-09,134
2016-07-10,134
2016-07-11,134
2016-07-12,134
2016-07-13,134
2016-07-14,134
2016-07-15,134
2016-07-16,134
2016-07-17,134
2016-07-18,134
2016-07-24,134
2016-07-25,134
2016-07-26,134
2016-07-27,134
2016-07-28,129
2016-07-29,129
2016-07-30,129
2016-07-31,129
2016-08-01,129
2016-08-02,129
2016-08-03,129
2016-08-04,129
2016-08-05,129
2016-08-06,129
2016-08-07,129
2016-08-08,129
2016-08-09,129
2016-08-10,129
2016-08-11,129
2016-08-12,129
2016-08-13,129
2016-08-14,129
2016-08-15,129
2016-08-16,129
2016-08-17,129
2016-08-18,129
2016-08-19,129
2016-08-20,129
2016-08-21,129
2016-08-22,129
2016-08-23,129
2016-08-24,129
2016-08-25,129
2016-08-26,129
2016-08-28,129
2016-08-31,129
2016-09-01,129
2016-09-02,129
2016-09-03,129
2016-09-04,129
2016-09-05,129
2016-09-06,129
2016-09-07,129
2016-09-08,129
2016-09-09,129
2016-09-10,129
2016-09-11,124
2016-09-12,124
2016-09-13,124
2016-09-14,124
2016-09-15,124
2016-09-16,124
2016-09-17,124
2016-09-18,124
2016-09-19,124
2016-09-20,124
2016-09-21,124
2016-09-22,124
2016-09-23,124
2016-09-24,124
2016-09-25,124
2016-09-26,124
2016-09-27,124
2016-09-28,124
2016-09-29,124
2016-09-30,124
2016-10-01,124
2016-10-02,124
2016-10-03,124
2016-10-04,124
2016-10-05,124
2016-10-06,124
2016-10-07,124
2016-10-08,124
2016-10-09,124
2016-10-10,124
2016-10-11,124
2016-10-12,124
2016-10-13,124
2016-10-14,124
2016-10-15,124
2016-10-16,124
2016-10-17,124
2016-10-18,124
2016-10-19,124
2016-10-20,124
2016-10-21,124
2016-10-22,124
2016-10-23,124
2016-10-24,124
2016-10-25,124
2016-10-26,124
2016-10-27,118
2016-10-28,118
2016-10-29,118
2016-10-30,118
2016-10-31,118
2016-11-01,118
2016-11-02,118
2016-11-03,118
2016-11-04,118
2016-11-05,118
2016-11-06,118
2016-11-07,118
2016-11-08,118
2016-11-09,118
2016-11-10,118
2016-11-11,118
2016-11-12,118
2016-11-13,118
2016-11-14,118
2016-12-08,118
2016-12-09,118
2016-12-10,113
2016-12-11,113
2016-12-12,113
2016-12-13,113
2016-12-14,113
2016-12-15,113
2016-12-16,113
2016-12-17,113
2016-12-18,113
2016-12-19,113
2016-12-20,113
2016-12-21,113
2016-12-22,113
2016-12-23,113
2016-12-24,113
2016-12-25,113
2016-12-26,113
2016-12-27,113
2016-12-28,113
2016-12-29,113
2016-12-30,113
2016-12-31,113
2017-01-01,113
2017-01-02,113
2017-01-03,113
2017-01-04,113
2017-01-05,113
2017-01-06,113
2017-01-07,113
2017-01-08,113
2017-01-09,113
2017-01-10,113
2017-01-11,113
2017-01-12,113
2017-01-13,113
2017-01-14,113
2017-01-15,113
2017-01-16,113
2017-01-17,109
2017-01-18,109
2017-01-19,109
2017-01-20,109
2017-01-21,109
2017-01-22,109
2017-01-27,109
2017-01-28,109
2017-01-29,109
2017-01-30,109
2017-01-31,109
2017-02-01,109
2017-02-02,109
2017-02-03,109
2017-02-04,109
2017-02-05,109
2017-02-06,109
2017-02-07,109
2017-02-08,109
2017-02-09,109
2017-02-10,109
2017-02-11,109
2017-02-12,109
2017-02-13,109
2017-02-14,109
2017-02-15,109
2017-02-16,103
2017-02-18,103
2017-02-19,103
2017-02-20,103
2017-02-21,103
2017-02-22,103
2017-02-23,103
2017-02-24,103
2017-02-25,103
2017-02-26,103
2017-02-27,103
2017-02-28,103
2017-03-01,103
2017-03-02,103
2017-03-03,103
2017-03-04,103
2017-03-05,103
2017-03-06,103
2017-03-07,103
2017-03-08,103
2017-03-09,103
2017-03-10,103
2017-03-11,103
2017-03-12,103
2017-03-13,103
2017-03-14,103
2017-03-15,103
2017-03-16,103
2017-03-17,103
2017-03-18,103
2017-03-19,103
2017-03-20,103
2017-03-21,103
2017-03-22,103
2017-03-23,103
2017-03-24,103
2017-03-25,103
2017-03-26,103
2017-03-27,102
2017-03-28,102
2017-03-29,102
2017-03-30,102
2017-03-31,102
2017-04-01,102
2017-04-02,102
2017-04-03,102
2017-04-04,102
2017-04-12,102
2017-04-13,102
2017-04-14,102
2017-04-15,102
2017-04-16,102
2017-04-17,102
2017-04-18,102
2017-04-19,102
2017-04-20,102
2017-04-21,102
2017-04-22,102
2017-04-23,102
2017-04-24,102
2017-04-25,102
2017-04-26,102
2017-04-27,102
2017-04-28,102
2017-04-29,102
2017-04-30,102
2017-05-01,102
2017-05-02,102
2017-05-03,102
2017-05-04,102
2017-05-05,102
2017-05-06,102
2017-05-07,102
2017-05-08,100
2017-05-09,100
2017-05-10,100
2017-05-11,100
2017-05-12,100
2017-05-13,100
2017-05-14,100
2017-05-15,100
2017-05-16,100
2017-05-17,100
2017-05-18,100
2017-05-19,100
2017-05-20,100
2017-05-21,100
2017-05-22,100
2017-05-23,100
2017-05-24,100
2017-05-25,100
2017-05-26,100
2017-05-27,100
2017-05-28,100
2017-05-29,100
2017-05-30,100
2017-05-31,100
2017-06-01,100
2017-06-02,100
2017-06-03,100
2017-06-06,100
2017-06-07,100
