date_obj,Villager%20robe%20(pink) price
2015-07-12,24494
2015-07-13,24494
2015-07-14,24494
2015-07-15,24494
2015-07-16,24494
2015-07-17,24494
2015-07-18,24494
2015-07-19,24494
2015-07-20,24494
2015-07-21,24494
2015-07-22,24494
2015-07-23,24494
2015-07-24,23516
2015-07-25,23516
2015-07-26,23516
2015-07-27,23516
2015-07-28,23516
2015-07-29,23516
2015-07-30,23516
2015-07-31,23516
2015-08-01,23516
2015-08-02,23516
2015-08-03,23516
2015-08-04,23516
2015-08-05,23516
2015-08-06,23516
2015-08-07,23516
2015-08-08,23516
2015-08-09,23516
2015-08-10,23516
2015-08-11,23516
2015-08-12,23516
2015-08-13,23516
2015-08-14,23516
2015-08-15,23516
2015-08-16,23516
2015-08-17,23516
2015-08-18,23516
2015-08-19,23516
2015-08-20,23516
2015-08-21,23516
2015-08-22,23516
2015-08-23,23516
2015-08-24,23516
2015-08-25,23516
2015-08-26,23516
2015-08-27,23516
2015-08-28,23516
2015-08-29,23516
2015-08-30,23516
2015-08-31,23516
2015-09-01,23516
2015-09-02,23516
2015-09-03,23516
2015-09-04,23516
2015-09-05,23516
2015-09-06,23516
2015-09-07,23516
2015-09-08,23516
2015-09-09,23516
2015-09-10,23516
2015-09-11,23516
2015-09-12,23516
2015-09-13,23516
2015-09-14,23516
2015-09-15,23516
2015-09-16,23516
2015-09-17,23516
2015-09-18,22563
2015-09-19,22563
2015-09-20,22563
2015-09-21,22563
2015-09-22,22563
2015-09-23,22563
2015-09-24,22563
2015-09-25,22563
2015-09-26,22563
2015-09-27,22563
2015-09-28,22563
2015-09-29,22563
2015-09-30,22563
2015-10-01,22563
2015-10-02,22563
2015-10-03,22563
2015-10-04,22563
2015-10-05,22563
2015-10-06,22563
2015-10-07,22563
2015-10-08,22563
2015-10-09,22563
2015-10-10,22563
2015-10-11,22563
2015-10-12,22563
2015-10-13,22563
2015-10-14,22563
2015-10-15,22563
2015-10-16,22563
2015-10-17,22563
2015-10-18,22563
2015-10-19,22563
2015-10-20,22563
2015-10-21,22563
2015-10-22,22563
2015-10-23,22563
2015-10-24,22563
2015-10-25,22563
2015-10-26,22563
2015-10-27,22563
2015-10-28,22563
2015-10-29,22563
2015-10-30,22563
2015-10-31,22563
2015-11-01,22563
2015-11-02,22563
2015-11-03,22563
2015-11-04,22563
2015-11-05,22563
2015-11-06,22563
2015-11-07,22563
2015-11-08,22563
2015-11-09,22563
2015-11-10,22563
2015-11-11,22563
2015-11-12,22563
2015-11-13,22563
2015-11-14,22563
2015-11-15,22563
2015-11-16,22563
2015-11-17,22563
2015-11-18,22563
2015-11-19,22563
2015-11-20,22563
2015-11-21,22563
2015-11-22,22563
2015-11-23,22563
2015-11-24,22563
2015-11-25,22563
2015-11-26,22563
2015-11-27,22563
2015-11-28,22563
2015-11-29,22563
2015-11-30,22563
2015-12-01,22563
2015-12-02,22563
2015-12-03,22563
2015-12-04,22563
2015-12-05,22563
2015-12-06,22563
2015-12-07,22563
2015-12-08,22563
2015-12-09,22563
2015-12-10,22563
2015-12-11,22563
2015-12-12,22563
2015-12-13,22563
2015-12-14,22113
2015-12-15,22113
2015-12-16,22113
2015-12-17,22113
2015-12-18,22113
2015-12-19,22113
2015-12-20,22113
2015-12-21,22113
2015-12-22,22113
2015-12-23,22113
2015-12-24,22113
2015-12-25,22113
2015-12-26,22113
2015-12-27,22113
2015-12-28,22113
2015-12-29,22113
2015-12-30,22113
2015-12-31,22113
2016-01-01,22113
2016-01-02,22113
2016-01-03,22113
2016-01-04,22113
2016-01-05,22113
2016-01-06,22113
2016-01-07,22113
2016-01-08,22113
2016-01-09,22113
2016-01-10,22113
2016-01-11,22113
2016-01-12,22113
2016-01-13,22113
2016-01-14,22113
2016-01-15,22113
2016-01-16,22113
2016-01-17,22113
2016-01-18,22113
2016-01-19,22113
2016-01-20,22113
2016-01-21,22113
2016-01-22,22113
2016-01-23,22113
2016-01-24,22113
2016-01-25,22113
2016-01-26,22113
2016-01-27,22113
2016-01-28,22113
2016-01-29,22113
2016-01-30,22113
2016-01-31,22113
2016-02-01,22113
2016-02-02,22113
2016-02-03,22113
2016-02-04,22113
2016-02-05,22113
2016-02-06,22113
2016-02-07,22113
2016-02-08,22113
2016-02-09,22113
2016-02-10,22113
2016-02-11,22113
2016-02-12,22113
2016-02-13,21583
2016-02-14,21583
2016-02-15,21583
2016-02-16,21583
2016-02-17,21583
2016-02-18,21583
2016-02-19,21583
2016-02-20,21583
2016-02-21,21583
2016-02-22,21583
2016-02-23,21583
2016-02-24,21583
2016-02-25,21583
2016-02-26,21583
2016-02-27,21583
2016-02-28,21583
2016-02-29,21583
2016-03-01,21583
2016-03-02,21583
2016-03-03,21583
2016-03-04,21583
2016-03-05,21583
2016-03-06,21583
2016-03-07,21583
2016-03-08,21583
2016-03-09,21583
2016-03-10,21583
2016-03-11,21583
2016-03-12,21583
2016-03-13,21583
2016-03-14,21583
2016-03-15,21583
2016-03-16,21583
2016-03-17,21583
2016-03-18,21583
2016-03-19,21583
2016-03-20,21583
2016-03-21,21583
2016-03-22,21583
2016-03-23,21583
2016-03-24,21583
2016-03-25,21583
2016-03-26,21583
2016-03-27,21583
2016-03-28,21583
2016-03-29,21583
2016-03-30,21583
2016-03-31,21583
2016-04-01,21583
2016-04-02,21583
2016-04-03,21583
2016-04-04,21583
2016-04-05,21583
2016-04-06,21583
2016-04-07,21583
2016-04-08,21583
2016-04-09,21583
2016-04-10,21583
2016-04-11,20709
2016-04-12,20709
2016-04-13,20709
2016-04-14,20709
2016-04-15,20709
2016-04-16,20709
2016-04-17,20709
2016-04-18,20709
2016-04-19,20709
2016-04-20,20709
2016-04-21,20709
2016-04-22,20709
2016-04-23,20709
2016-04-24,20709
2016-04-25,20709
2016-04-26,20709
2016-04-27,20709
2016-04-28,20709
2016-04-29,20709
2016-04-30,20709
2016-05-01,20709
2016-05-02,20709
2016-05-03,20709
2016-05-04,20709
2016-05-05,20709
2016-05-06,20709
2016-05-07,20709
2016-05-08,20709
2016-05-09,20709
2016-05-10,20709
2016-05-11,20709
2016-05-12,20709
2016-05-13,20709
2016-05-14,20709
2016-05-15,20709
2016-05-16,20709
2016-05-17,20709
2016-05-18,20709
2016-05-19,20709
2016-05-20,20709
2016-05-21,20709
2016-05-22,20709
2016-05-23,20709
2016-05-24,20709
2016-05-25,20709
2016-05-26,20709
2016-05-27,20709
2016-05-28,20709
2016-05-29,20709
2016-05-30,20709
2016-05-31,20709
2016-06-01,20709
2016-06-02,20709
2016-06-03,20709
2016-06-04,20709
2016-06-05,20709
2016-06-06,19686
2016-06-07,19686
2016-06-08,19686
2016-06-09,19686
2016-06-10,19686
2016-06-11,19686
2016-06-12,19686
2016-06-13,19686
2016-06-14,19686
2016-06-15,19686
2016-06-16,19686
2016-06-17,19686
2016-06-18,19686
2016-06-19,19686
2016-06-20,19686
2016-06-21,19686
2016-06-22,19686
2016-06-23,19686
2016-06-24,19686
2016-06-25,19686
2016-06-26,19686
2016-06-27,19686
2016-06-28,19686
2016-06-29,19686
2016-06-30,19686
2016-07-01,19686
2016-07-02,19686
2016-07-03,19686
2016-07-04,19686
2016-07-05,19686
2016-07-06,19686
2016-07-07,19686
2016-07-08,19686
2016-07-09,19686
2016-07-10,19686
2016-07-11,19686
2016-07-12,19686
2016-07-13,19686
2016-07-14,19686
2016-07-15,19686
2016-07-16,19686
2016-07-17,19686
2016-07-18,19686
2016-07-19,19686
2016-07-20,19686
2016-07-21,19686
2016-07-22,19686
2016-07-23,19686
2016-07-24,19686
2016-07-25,19686
2016-07-26,19686
2016-07-27,19686
2016-07-28,19686
2016-07-29,19686
2016-07-30,19686
2016-07-31,19686
2016-08-01,19686
2016-08-02,19686
2016-08-03,19686
2016-08-04,18915
2016-08-05,18915
2016-08-06,18915
2016-08-07,18915
2016-08-08,18915
2016-08-09,18915
2016-08-10,18915
2016-08-11,18915
2016-08-12,18915
2016-08-13,18915
2016-08-14,18915
2016-08-15,18915
2016-08-16,18915
2016-08-17,18915
2016-08-18,18915
2016-08-19,18915
2016-08-20,18915
2016-08-21,18915
2016-08-22,18915
2016-08-23,18915
2016-08-24,18915
2016-08-25,18915
2016-08-26,18915
2016-08-27,18915
2016-08-28,18915
2016-08-29,18915
2016-08-30,18915
2016-08-31,18915
2016-09-01,18915
2016-09-02,18915
2016-09-03,18915
2016-09-04,18915
2016-09-05,18915
2016-09-06,18915
2016-09-07,18915
2016-09-08,18915
2016-09-09,18915
2016-09-10,18915
2016-09-11,18915
2016-09-12,18915
2016-09-13,18915
2016-09-14,18915
2016-09-15,18915
2016-09-16,18915
2016-09-17,18915
2016-09-18,18915
2016-09-19,18915
2016-09-20,18915
2016-09-21,18915
2016-09-22,18915
2016-09-23,18915
2016-09-24,18915
2016-09-25,18915
2016-09-26,18915
2016-09-27,18915
2016-09-28,18915
2016-09-29,18915
2016-09-30,18915
2016-10-01,18915
2016-10-02,18915
2016-10-03,18915
2016-10-04,18915
2016-10-05,18915
2016-10-06,18915
2016-10-07,18915
2016-10-08,18915
2016-10-09,18915
2016-10-10,18915
2016-10-11,18915
2016-10-12,18154
2016-10-13,18154
2016-10-14,18154
2016-10-15,18154
2016-10-16,18154
2016-10-17,18154
2016-10-18,18154
2016-10-19,18154
2016-10-20,18154
2016-10-21,18154
2016-10-22,18154
2016-10-23,18154
2016-10-24,18154
2016-10-25,18154
2016-10-26,18154
2016-10-27,18154
2016-10-28,18154
2016-10-29,18154
2016-10-30,18154
2016-10-31,18154
2016-11-01,18154
2016-11-02,18154
2016-11-03,18154
2016-11-04,18154
2016-11-05,18154
2016-11-06,18154
2016-11-07,18154
2016-11-08,18154
2016-11-09,18154
2016-11-10,18154
2016-11-11,18154
2016-11-12,18154
2016-11-13,18154
2016-11-14,18154
2016-11-15,18154
2016-11-16,18154
2016-11-17,18154
2016-11-18,18154
2016-11-19,18154
2016-11-20,18154
2016-11-21,18154
2016-11-22,18154
2016-11-23,18154
2016-11-24,18154
2016-11-25,18154
2016-11-26,18154
2016-11-27,18154
2016-11-28,18154
2016-11-29,18154
2016-11-30,18154
2016-12-01,18154
2016-12-02,18154
2016-12-03,18154
2016-12-04,18154
2016-12-05,18154
2016-12-06,18154
2016-12-07,18154
2016-12-08,18154
2016-12-09,18154
2016-12-10,18154
2016-12-11,18154
2016-12-12,18154
2016-12-13,18154
2016-12-14,18154
2016-12-15,18154
2016-12-16,18154
2016-12-17,18154
2016-12-18,18154
2016-12-19,18154
2016-12-20,18154
2016-12-21,18154
2016-12-22,18154
2016-12-23,18154
2016-12-24,18154
2016-12-25,18154
2016-12-26,17429
2016-12-27,17429
2016-12-28,17429
2016-12-29,17429
2016-12-30,17429
2016-12-31,17429
2017-01-01,17429
2017-01-02,17429
2017-01-03,17429
2017-01-04,17429
2017-01-05,17429
2017-01-06,17429
2017-01-07,17429
2017-01-08,17429
2017-01-09,17429
2017-01-10,17429
2017-01-11,17429
2017-01-12,17429
2017-01-13,17429
2017-01-14,17429
2017-01-15,17429
2017-01-16,17429
2017-01-17,17429
2017-01-18,17429
2017-01-19,17429
2017-01-20,17429
2017-01-21,17429
2017-01-22,17429
2017-01-23,17429
2017-01-24,17429
2017-01-25,17429
2017-01-26,17429
2017-01-27,17429
2017-01-28,17429
2017-01-29,17429
2017-01-30,17429
2017-01-31,17429
2017-02-01,17429
2017-02-02,17429
2017-02-03,17429
2017-02-04,17429
2017-02-05,17429
2017-02-06,17429
2017-02-07,17429
2017-02-08,17429
2017-02-09,17429
2017-02-10,17429
2017-02-11,17429
2017-02-12,17429
2017-02-13,17429
2017-02-14,17429
2017-02-15,17429
2017-02-16,17429
2017-02-17,17429
2017-02-18,17429
2017-02-19,17429
2017-02-20,17429
2017-02-21,17429
2017-02-22,17429
2017-02-23,17429
2017-02-24,17429
2017-02-25,17429
2017-02-26,17429
2017-02-27,17429
2017-02-28,17429
2017-03-01,17429
2017-03-02,17429
2017-03-03,17429
2017-03-04,17429
2017-03-05,17429
2017-03-06,16699
2017-03-07,16699
2017-03-08,16699
2017-03-09,16699
2017-03-10,16699
2017-03-11,16699
2017-03-12,16699
2017-03-13,16699
2017-03-14,16699
2017-03-15,16699
2017-03-16,16699
2017-03-17,16699
2017-03-18,16699
2017-03-19,16699
2017-03-20,16699
2017-03-21,16699
2017-03-22,16699
2017-03-23,16699
2017-03-24,16699
2017-03-25,16699
2017-03-26,16699
2017-03-27,16699
2017-03-28,16699
2017-03-29,16699
2017-03-30,16699
2017-03-31,16699
2017-04-01,16699
2017-04-02,16699
2017-04-03,16699
2017-04-04,16699
2017-04-05,16699
2017-04-06,16699
2017-04-07,16699
2017-04-08,16699
2017-04-09,16699
2017-04-10,16699
2017-04-11,16699
2017-04-12,16699
2017-04-13,16699
2017-04-14,16699
2017-04-15,16699
2017-04-16,16699
2017-04-17,16699
2017-04-18,16699
2017-04-19,16699
2017-04-20,16699
2017-04-21,16699
2017-04-22,16699
2017-04-23,16699
2017-04-24,16699
2017-04-25,16699
2017-04-26,16699
2017-04-27,16699
2017-04-28,16699
2017-04-29,15961
2017-04-30,15961
2017-05-01,15961
2017-05-02,15961
2017-05-03,15961
2017-05-04,15961
2017-05-05,15961
2017-05-06,15961
2017-05-07,15961
2017-05-08,15961
2017-05-09,15961
2017-05-10,15961
2017-05-11,15961
2017-05-12,15961
2017-05-13,15961
2017-05-14,15961
2017-05-15,15961
2017-05-16,15961
2017-05-17,15961
2017-05-18,15961
2017-05-19,15961
2017-05-20,15961
2017-05-21,15961
2017-05-22,15961
2017-05-23,15961
2017-05-24,15961
2017-05-25,15961
2017-05-26,15961
2017-05-27,15961
2017-05-28,15961
2017-05-29,15961
2017-05-30,15961
2017-05-31,15961
2017-06-01,15961
2017-06-02,15961
2017-06-03,15961
2017-06-04,15961
2017-06-05,15961
2017-06-06,15961
2017-06-07,15961
2017-06-08,15961
2017-06-09,15961
2017-06-10,15961
2017-06-11,15961
2017-06-12,15961
2017-06-13,15961
2017-06-14,15961
2017-06-15,15179
2017-06-16,15179
2017-06-17,15179
2017-06-18,15179
2017-06-19,15179
2017-06-20,15179
2017-06-21,15179
2017-06-22,15179
2017-06-23,15179
2017-06-24,15179
2017-06-25,15179
2017-06-26,15179
2017-06-27,15179
2017-06-28,15179
2017-06-29,15179
2017-06-30,15179
2017-07-01,15179
2017-07-02,15179
2017-07-03,15179
2017-07-04,15179
2017-07-05,15179
2017-07-06,15179
2017-07-07,15179
2017-07-08,15179
2017-07-09,15179
2017-07-10,15179
2017-07-11,15179
2017-07-12,15179
2017-07-13,15179
2017-07-14,15179
2017-07-15,15179
2017-07-16,15179
2017-07-17,15179
2017-07-18,15179
2017-07-19,15179
2017-07-20,15179
2017-07-21,15179
2017-07-22,15179
2017-07-23,15179
2017-07-24,15179
2017-07-25,15179
2017-07-26,15179
2017-07-27,15179
2017-07-28,15179
2017-07-29,15179
2017-07-30,15179
2017-07-31,15179
2017-08-01,15179
2017-08-02,15179
2017-08-03,15179
2017-08-04,15179
2017-08-05,15179
2017-08-06,15179
2017-08-07,15179
2017-08-08,15179
2017-08-09,15179
2017-08-10,15179
2017-08-11,15179
2017-08-12,15179
2017-08-13,14442
2017-08-14,14442
2017-08-15,14442
2017-08-16,14442
2017-08-17,14442
2017-08-18,14442
2017-08-19,14442
2017-08-20,14442
2017-08-21,14442
2017-08-22,14442
2017-08-23,14442
2017-08-24,14442
2017-08-25,14442
2017-08-26,14442
2017-08-27,14442
2017-08-28,14442
2017-08-29,14442
2017-08-30,14442
2017-08-31,14442
2017-09-01,14442
2017-09-02,14442
2017-09-03,14442
2017-09-04,14442
2017-09-05,14442
2017-09-06,14442
2017-09-07,14442
2017-09-08,14442
2017-09-09,14442
2017-09-10,14442
2017-09-11,14442
2017-09-12,14442
2017-09-13,14442
2017-09-14,14442
2017-09-15,14442
2017-09-16,14442
2017-09-17,14442
2017-09-18,14442
2017-09-19,14442
2017-09-20,14442
2017-09-21,14442
2017-09-22,14442
2017-09-23,14442
2017-09-24,14442
2017-09-25,14442
2017-09-26,14442
2017-09-27,14442
2017-09-28,14442
2017-09-29,14442
2017-09-30,14442
2017-10-01,14442
2017-10-02,14442
2017-10-03,14442
2017-10-04,14442
2017-10-05,14442
2017-10-06,14442
2017-10-07,14442
2017-10-08,14442
2017-10-09,14442
2017-10-10,13733
2017-10-11,13733
2017-10-12,13733
2017-10-13,13733
2017-10-14,13733
2017-10-15,13733
2017-10-16,13733
2017-10-17,13733
2017-10-18,13733
2017-10-19,13733
2017-10-20,13733
2017-10-21,13733
2017-10-22,13733
2017-10-23,13733
2017-10-24,13733
2017-10-25,13733
2017-10-26,13733
2017-10-27,13733
2017-10-28,13733
2017-10-29,13733
2017-10-30,13733
2017-10-31,13733
2017-11-01,13733
2017-11-02,13733
2017-11-03,13733
2017-11-04,13733
2017-11-05,13733
2017-11-06,13733
2017-11-07,13733
2017-11-08,13733
2017-11-09,13733
2017-11-10,13733
2017-11-11,13733
2017-11-12,13733
2017-11-13,13733
2017-11-14,13733
2017-11-15,13733
2017-11-16,13733
2017-11-17,13733
2017-11-18,13733
2017-11-19,13733
2017-11-20,13733
2017-11-21,13733
2017-11-22,13733
2017-11-23,13733
2017-11-24,13733
2017-11-25,13733
2017-11-26,13733
2017-11-27,13733
2017-11-28,13733
2017-11-29,13733
2017-11-30,13733
2017-12-01,13733
2017-12-02,13733
2017-12-03,13733
2017-12-04,13733
2017-12-05,13733
2017-12-06,13733
2017-12-07,13733
2017-12-08,13733
2017-12-09,13733
2017-12-10,13733
2017-12-11,13733
2017-12-12,13733
2017-12-13,13733
2017-12-14,13071
2017-12-15,13071
2017-12-16,13071
2017-12-17,13071
2017-12-18,13071
2017-12-19,13071
2017-12-20,13071
2017-12-21,13071
2017-12-22,13071
2017-12-23,13071
2017-12-24,13071
2017-12-25,13071
2017-12-26,13071
2017-12-27,13071
2017-12-28,13071
2017-12-29,13071
2017-12-30,13071
2017-12-31,13071
2018-01-01,13071
2018-01-02,13071
2018-01-03,13071
2018-01-04,13071
2018-01-05,13071
2018-01-06,13071
2018-01-07,13071
2018-01-08,13071
2018-01-09,13071
2018-01-10,13071
2018-01-11,13071
2018-01-12,13071
2018-01-13,13071
2018-01-14,13071
2018-01-15,13071
2018-01-16,13071
2018-01-17,13071
2018-01-18,13071
2018-01-19,13071
2018-01-20,13071
2018-01-21,13071
2018-01-22,13071
2018-01-23,13071
2018-01-24,12450
2018-01-25,12450
2018-01-26,12450
2018-01-27,12450
2018-01-28,12450
2018-01-29,12450
2018-01-30,12450
2018-02-01,12450
2018-02-02,12450
2018-02-03,12450
2018-02-04,12450
2018-02-05,12450
2018-02-06,12450
2018-02-07,12450
2018-02-08,12450
2018-02-09,12450
2018-02-10,12450
2018-02-11,12450
2018-02-12,12450
2018-02-13,12450
2018-02-14,12450
2018-02-15,12450
2018-02-16,12450
2018-02-17,12450
2018-02-18,12450
2018-02-19,12450
2018-02-20,12450
2018-02-21,11835
2018-02-22,11835
2018-02-23,11835
2018-02-24,11835
2018-02-25,11835
2018-02-26,11835
2018-02-27,11835
2018-02-28,11835
2018-03-01,11835
2018-03-02,11835
2018-03-03,11835
2018-03-04,11835
2018-03-05,11835
2018-03-06,11835
2018-03-07,11835
2018-03-08,11835
2018-03-09,11835
2018-03-10,11835
2018-03-11,11835
2018-03-12,11835
2018-03-13,11835
2018-03-14,11835
2018-03-15,11835
2018-03-16,11835
2018-03-17,11835
2018-03-18,11835
2018-03-19,11332
2018-03-20,11332
2018-03-21,11332
2018-03-23,11332
2018-03-24,11332
2018-03-26,11332
2018-03-27,11332
2018-03-28,11332
2018-03-29,11332
2018-03-30,11332
2018-03-31,11332
2018-04-01,11332
2018-04-02,11332
2018-04-03,11332
2018-04-04,11332
2018-04-05,11332
2018-04-06,11332
2018-04-08,11332
2018-04-09,11332
2018-04-10,11332
2018-04-11,11332
2018-04-12,11332
2018-04-13,11332
2018-04-14,11332
2018-04-16,11332
2018-04-17,10772
2018-04-18,10772
2018-04-19,10772
2018-04-20,10772
2018-04-21,10772
2018-04-22,10772
2018-04-23,10772
2018-04-24,10772
2018-04-25,10772
2018-04-26,10772
2018-04-27,10772
2018-04-28,10772
2018-04-29,10772
2018-04-30,10772
2018-05-02,10772
2018-05-03,10772
2018-05-04,10772
2018-05-05,10772
2018-05-06,10772
2018-05-07,10772
2018-05-08,10772
2018-05-09,10772
2018-05-10,10772
2018-05-11,10772
2018-05-12,10772
2018-05-13,10772
2018-05-14,10772
2018-05-15,10772
2018-05-16,10772
2018-05-17,10772
2018-05-18,10772
2018-05-19,10772
2018-05-20,10550
2018-05-21,10550
2018-05-22,10550
2018-05-23,10550
2018-05-24,10550
2018-05-25,10550
2018-05-26,10550
2018-05-27,10550
2018-05-28,10550
2018-05-29,10550
2018-05-30,10550
2018-05-31,10550
2018-06-01,10550
2018-06-02,10550
2018-06-03,10550
2018-06-04,10550
2018-06-05,10550
2018-06-06,10550
2018-06-07,10550
2018-06-08,10550
2018-06-09,10550
2018-06-10,10550
2018-06-11,10550
2018-06-12,10550
2018-06-13,10550
2018-06-14,10550
2018-06-15,10550
2018-06-16,10550
2018-06-17,10040
2018-06-18,10040
2018-06-19,10040
2018-06-20,10040
2018-06-21,10040
2018-06-22,10040
2018-06-23,10040
2018-06-24,10040
2018-06-25,10040
2018-06-26,10040
2018-06-27,10040
2018-06-28,10040
2018-06-29,10040
2018-06-30,10040
2018-07-01,10040
2018-07-02,10040
2018-07-03,10040
2018-07-04,10040
2018-07-05,10040
2018-07-06,10040
2018-07-07,10040
2018-07-08,10040
2018-07-09,10040
2018-07-10,10040
2018-07-11,10040
2018-07-12,10040
2018-07-13,10040
2018-07-14,10040
2018-07-15,10040
2018-07-16,10040
2018-07-17,10040
2018-07-18,10040
2018-07-19,10040
2018-07-20,10040
2018-07-21,10040
2018-07-22,10040
2018-07-23,10040
2018-07-24,10040
2018-07-25,10040
2018-07-26,10040
2018-07-27,10040
2018-07-28,10040
2018-07-29,10040
2018-07-30,10040
2018-07-31,10040
2018-08-01,10040
2018-08-02,10040
2018-08-03,10040
2018-08-04,10040
2018-08-05,9648
2018-08-06,9648
2018-08-07,9648
2018-08-08,9648
2018-08-09,9648
2018-08-10,9648
2018-08-11,9648
2018-08-12,9648
2018-08-14,9648
2018-08-16,9648
2018-08-17,9648
2018-08-18,9648
2018-08-19,9648
2018-08-20,9648
2018-08-21,9648
2018-08-22,9648
2018-08-23,9648
2018-08-24,9648
2018-08-25,9175
2018-08-26,9175
2018-08-27,9175
2018-08-28,9175
2018-08-29,9175
2018-08-30,9175
2018-08-31,9175
2018-09-01,9175
2018-09-02,9175
2018-09-03,9175
2018-09-04,9175
2018-09-05,9175
2018-09-06,9175
2018-09-07,9175
2018-09-08,9175
2018-09-09,9175
2018-09-10,9175
2018-09-11,9175
2018-09-12,9175
2018-09-13,9175
2018-09-14,8910
2018-09-15,8910
2018-09-16,8910
2018-09-17,8910
2018-09-18,8910
2018-09-19,8910
2018-09-20,8910
2018-09-21,8910
2018-09-22,8910
2018-09-23,8910
2018-09-24,8910
2018-09-25,8910
2018-09-26,8910
2018-09-27,8910
2018-09-28,8910
2018-09-29,8910
2018-09-30,8910
2018-10-02,8910
2018-10-03,8910
2018-10-04,8910
2018-10-05,8910
2018-10-06,8910
2018-10-07,8910
2018-10-08,8910
2018-10-09,8910
2018-10-10,8910
2018-10-11,8910
2018-10-12,8910
2018-10-13,8722
2018-10-14,8722
2018-10-15,8722
2018-10-16,8722
2018-10-17,8722
2018-10-18,8722
2018-10-19,8722
2018-10-20,8722
2018-10-21,8722
2018-10-22,8722
2018-10-23,8722
2018-10-24,8722
2018-10-25,8722
2018-10-26,8722
2018-10-27,8722
2018-10-28,8722
2018-10-29,8722
2018-10-30,8722
2018-10-31,8722
2018-11-01,8722
2018-11-03,8722
2018-11-04,8722
2018-11-05,8722
2018-11-06,8565
2018-11-07,8565
2018-11-08,8565
2018-11-09,8565
2018-11-10,8565
2018-11-11,8565
2018-11-12,8565
2018-11-13,8565
2018-11-14,8565
2018-11-15,8565
2018-11-16,8565
2018-11-17,8565
2018-11-18,8565
2018-11-19,8565
2018-11-20,8565
2018-11-21,8565
2018-11-22,8565
2018-11-23,8565
2018-11-24,8211
2018-11-25,8211
2018-11-26,8211
2018-11-27,8211
2018-11-28,8211
2018-11-29,8211
2018-12-01,8211
2018-12-02,8211
2018-12-03,8211
2018-12-04,8211
2018-12-05,8211
2018-12-07,8211
2018-12-09,8211
2018-12-10,8211
2018-12-11,8211
2018-12-12,7861
2018-12-13,7861
2018-12-14,7861
2018-12-15,7861
2018-12-16,7861
2018-12-17,7861
2018-12-18,7861
2018-12-19,7861
2018-12-20,7861
2018-12-21,7861
2018-12-22,7861
2018-12-23,7861
2018-12-24,7861
2018-12-25,7861
2018-12-26,7861
2018-12-27,7861
2018-12-28,7861
2018-12-29,7861
2018-12-30,7861
2018-12-31,7861
2019-01-01,7861
2019-01-02,7861
2019-01-03,7667
