date_obj,Opal%20ring price
2018-03-31,1481
2018-04-01,1481
2018-04-02,1407
2018-04-03,1407
2018-04-04,1407
2018-04-05,1407
2018-04-06,1407
2018-04-08,1407
2018-04-09,1407
2018-04-10,1407
2018-04-11,1407
2018-04-12,1407
2018-04-13,1407
2018-04-14,1407
2018-04-15,1407
2018-04-16,1407
2018-04-17,1407
2018-04-18,1407
2018-04-19,1407
2018-04-20,1407
2018-04-21,1407
2018-04-22,1407
2018-04-23,1407
2018-04-24,1407
2018-04-25,1407
2018-04-26,1407
2018-04-27,1407
2018-04-28,1407
2018-04-29,1407
2018-04-30,1407
2018-05-01,1407
2018-05-02,1407
2018-05-04,1407
2018-05-05,1407
2018-05-06,1407
2018-05-07,1407
2018-05-08,1407
2018-05-09,1407
2018-05-10,1407
2018-05-11,1407
2018-05-12,1407
2018-05-13,1407
2018-05-14,1407
2018-05-15,1407
2018-05-16,1407
2018-05-17,1407
2018-05-18,1407
2018-05-19,1407
2018-05-20,1407
2018-05-21,1407
2018-05-22,1407
2018-05-23,1407
2018-05-24,1407
2018-05-25,1407
2018-05-26,1407
2018-05-27,1407
2018-05-28,1407
2018-05-29,1407
2018-05-30,1407
2018-05-31,1337
2018-06-01,1337
2018-06-02,1337
2018-06-03,1337
2018-06-04,1337
2018-06-05,1337
2018-06-06,1337
2018-06-07,1337
2018-06-08,1337
2018-06-09,1337
2018-06-10,1337
2018-06-11,1337
2018-06-12,1337
2018-06-13,1337
2018-06-14,1337
2018-06-15,1337
2018-06-16,1337
2018-06-17,1337
2018-06-18,1337
2018-06-19,1337
2018-06-20,1337
2018-06-21,1337
2018-06-22,1337
2018-06-23,1337
2018-06-24,1337
2018-06-25,1337
2018-06-26,1337
2018-06-27,1337
2018-06-28,1337
2018-06-29,1337
2018-06-30,1337
2018-07-01,1337
2018-07-02,1337
2018-07-03,1337
2018-07-04,1337
2018-07-05,1337
2018-07-06,1337
2018-07-07,1337
2018-07-08,1337
2018-07-09,1337
2018-07-10,1337
2018-07-11,1337
2018-07-12,1337
2018-07-13,1337
2018-07-14,1337
2018-07-15,1337
2018-07-16,1337
2018-07-17,1337
2018-07-18,1337
2018-07-19,1337
2018-07-20,1337
2018-07-21,1337
2018-07-22,1337
2018-07-23,1337
2018-07-24,1337
2018-07-25,1337
2018-07-26,1337
2018-07-27,1337
2018-07-28,1337
2018-07-29,1337
2018-07-30,1337
2018-07-31,1337
2018-08-01,1337
2018-08-02,1337
2018-08-03,1337
2018-08-04,1272
2018-08-05,1272
2018-08-06,1272
2018-08-07,1272
2018-08-08,1272
2018-08-09,1272
2018-08-10,1272
2018-08-11,1272
2018-08-12,1272
2018-08-14,1272
2018-08-16,1272
2018-08-17,1272
2018-08-18,1272
2018-08-19,1272
2018-08-20,1272
2018-08-21,1272
2018-08-22,1210
2018-08-23,1210
2018-08-24,1210
2018-08-25,1210
2018-08-26,1210
2018-08-27,1210
2018-08-28,1210
2018-08-29,1210
2018-08-30,1210
2018-08-31,1210
2018-09-01,1210
2018-09-02,1210
2018-09-03,1210
2018-09-04,1210
2018-09-05,1210
2018-09-06,1210
2018-09-07,1210
2018-09-08,1210
2018-09-09,1210
2018-09-10,1210
2018-09-11,1152
2018-09-12,1152
2018-09-13,1152
2018-09-14,1152
2018-09-15,1152
2018-09-16,1152
2018-09-17,1152
2018-09-18,1152
2018-09-19,1152
2018-09-20,1152
2018-09-21,1152
2018-09-22,1152
2018-09-23,1152
2018-09-24,1096
2018-09-25,1096
2018-09-26,1096
2018-09-27,1096
2018-09-28,1096
2018-09-29,1096
2018-09-30,1096
2018-10-02,1096
2018-10-03,1096
2018-10-04,1096
2018-10-05,1096
2018-10-06,1096
2018-10-07,1096
2018-10-08,1096
2018-10-09,1096
2018-10-10,1096
2018-10-11,1096
2018-10-12,1043
2018-10-13,1043
2018-10-14,1043
2018-10-15,1043
2018-10-16,1043
2018-10-17,1043
2018-10-18,1043
2018-10-19,1043
2018-10-20,1043
2018-10-21,1043
2018-10-22,1043
2018-10-23,1043
2018-10-24,1043
2018-10-25,1043
2018-10-26,1043
2018-10-27,1043
2018-10-28,1043
2018-10-29,1043
2018-10-30,1043
2018-10-31,1043
2018-11-01,992
2018-11-03,992
2018-11-04,992
2018-11-05,992
2018-11-06,992
2018-11-07,992
2018-11-08,992
2018-11-09,992
2018-11-10,992
2018-11-11,992
2018-11-12,992
2018-11-13,992
2018-11-15,992
2018-11-16,992
2018-11-17,944
2018-11-18,944
2018-11-19,944
2018-11-20,944
2018-11-21,944
2018-11-22,944
2018-11-23,944
2018-11-24,944
2018-11-25,944
2018-11-26,944
2018-11-27,944
2018-11-28,944
2018-11-29,944
2018-12-01,944
2018-12-02,944
2018-12-03,944
2018-12-04,900
2018-12-05,900
2018-12-07,900
2018-12-09,900
2018-12-11,900
2018-12-12,900
2018-12-13,900
2018-12-14,900
2018-12-15,900
2018-12-16,900
2018-12-17,900
2018-12-18,900
2018-12-19,900
2018-12-20,900
2018-12-21,900
2018-12-22,900
2018-12-23,900
2018-12-24,900
2018-12-25,857
2018-12-26,857
2018-12-27,857
2018-12-28,857
2018-12-29,857
2018-12-30,857
2018-12-31,857
2019-01-01,857
2019-01-02,857
2019-01-03,857
2019-01-04,857
2019-01-05,857
2019-01-06,857
2019-01-08,857
2019-01-10,857
2019-01-11,857
2019-01-12,857
2019-01-13,857
2019-01-14,857
2019-01-15,817
2019-01-16,817
2019-01-17,817
2019-01-18,817
2019-01-19,817
2019-01-20,817
2019-01-21,817
2019-01-22,817
2019-01-23,817
2019-01-24,817
2019-01-25,817
2019-01-26,817
2019-01-27,817
2019-01-29,817
2019-01-30,817
2019-01-31,817
2019-02-01,817
2019-02-02,817
2019-02-03,817
2019-02-04,817
2019-02-05,817
2019-02-06,817
2019-02-07,817
2019-02-08,817
2019-02-09,817
2019-02-10,777
2019-02-11,777
2019-02-12,777
2019-02-13,777
2019-02-14,777
2019-02-15,777
2019-02-16,777
2019-02-17,777
2019-02-18,777
2019-02-19,777
2019-02-20,777
2019-02-21,777
2019-02-22,777
2019-02-23,777
2019-02-24,777
2019-02-25,777
2019-02-26,777
2019-02-27,777
2019-02-28,777
2019-03-01,777
2019-03-02,777
2019-03-03,777
2019-03-04,777
2019-03-05,777
2019-03-06,777
2019-03-07,777
2019-03-08,777
2019-03-09,777
2019-03-10,777
2019-03-11,777
2019-03-12,777
2019-03-13,777
2019-03-14,777
2019-03-15,777
2019-03-16,777
2019-03-17,777
2019-03-18,777
2019-03-19,777
2019-03-20,777
2019-03-21,777
2019-03-22,777
2019-03-23,777
2019-03-24,777
2019-03-25,777
2019-03-26,777
2019-03-27,777
2019-03-28,777
2019-03-29,777
2019-03-30,777
2019-03-31,777
2019-04-01,777
2019-04-02,777
2019-04-03,777
2019-04-04,740
2019-04-05,740
2019-04-06,740
2019-04-07,740
2019-04-08,740
2019-04-09,740
2019-04-10,740
2019-04-11,740
2019-04-12,740
2019-04-13,740
2019-04-14,740
2019-04-15,740
2019-04-16,740
2019-04-17,740
2019-04-18,740
2019-04-19,740
2019-04-20,740
2019-04-21,740
2019-04-22,740
2019-04-23,740
2019-04-24,740
2019-04-25,740
2019-04-26,740
2019-04-27,740
2019-04-28,740
2019-04-29,740
2019-04-30,740
2019-05-01,740
2019-05-02,740
2019-05-03,740
2019-05-04,740
2019-05-05,740
2019-05-06,740
2019-05-07,740
2019-05-08,740
2019-05-09,740
2019-05-10,740
2019-05-11,740
2019-05-12,740
2019-05-13,740
2019-05-14,740
2019-05-15,740
2019-05-16,740
2019-05-17,740
2019-05-18,740
2019-05-19,740
2019-05-20,704
2019-05-21,704
2019-05-22,704
2019-05-23,704
2019-05-24,704
2019-05-25,704
2019-05-26,704
2019-05-27,704
2019-05-28,704
2019-05-29,704
2019-05-30,704
2019-05-31,704
2019-06-01,704
2019-06-02,704
2019-06-03,704
2019-06-04,704
2019-06-05,704
2019-06-06,704
2019-06-07,704
2019-06-08,704
2019-06-09,704
2019-06-10,704
2019-06-11,704
2019-06-12,704
2019-06-13,704
2019-06-14,704
2019-06-15,704
2019-06-16,704
2019-06-17,704
2019-06-18,704
2019-06-19,704
2019-06-20,704
2019-06-21,704
2019-06-22,704
2019-06-23,704
2019-06-24,704
2019-06-25,704
2019-06-26,704
2019-06-27,704
2019-06-28,704
2019-06-29,704
2019-06-30,704
2019-07-01,704
2019-07-02,677
2019-07-03,677
2019-07-04,677
2019-07-05,677
2019-07-06,677
2019-07-07,677
2019-07-08,677
2019-07-09,677
2019-07-10,677
2019-07-11,677
2019-07-12,677
2019-07-13,677
2019-07-14,677
2019-07-15,677
2019-07-16,677
2019-07-17,677
2019-07-18,677
2019-07-19,677
2019-07-20,677
2019-07-21,677
2019-07-22,677
2019-07-23,677
2019-07-24,677
2019-07-25,677
2019-07-26,677
2019-07-27,677
2019-07-28,677
2019-07-29,677
2019-07-30,677
2019-07-31,677
2019-08-01,677
2019-08-02,677
2019-08-03,677
2019-08-04,677
2019-08-05,677
2019-08-06,677
2019-08-07,677
2019-08-08,677
2019-08-09,677
2019-08-10,677
2019-08-11,677
2019-08-12,677
2019-08-13,677
2019-08-14,677
2019-08-15,677
2019-08-16,677
2019-08-17,677
2019-08-18,677
2019-08-19,677
2019-08-20,677
2019-08-21,677
2019-08-22,677
2019-08-23,677
2019-08-24,677
2019-08-24,677
2019-08-25,677
2019-08-25,677
2019-08-26,677
2019-08-26,677
2019-08-27,677
2019-08-27,677
2019-08-28,677
2019-08-29,677
2019-08-30,646
2019-08-31,646
2019-09-01,646
2019-09-02,646
2019-09-03,646
2019-09-04,646
2019-09-05,646
2019-09-06,646
2019-09-07,646
2019-09-08,646
2019-09-09,646
2019-09-10,646
2019-09-11,646
2019-09-12,646
2019-09-13,646
2019-09-14,646
2019-09-15,646
2019-09-16,646
2019-09-17,646
2019-09-18,646
2019-09-19,646
2019-09-20,646
2019-09-21,646
2019-09-22,646
2019-09-23,646
2019-09-24,646
2019-09-25,646
2019-09-26,646
2019-09-27,646
2019-09-28,646
2019-09-29,646
2019-09-30,646
2019-10-01,646
2019-10-02,646
2019-10-03,646
2019-10-04,646
2019-10-05,646
2019-10-06,646
2019-10-07,646
2019-10-08,646
2019-10-09,646
2019-10-10,646
2019-10-11,646
2019-10-12,646
2019-10-13,646
2019-10-14,646
2019-10-15,646
2019-10-16,646
2019-10-17,646
2019-10-18,646
2019-10-19,646
2019-10-20,646
2019-10-21,646
2019-10-22,646
2019-10-23,646
2019-10-24,646
2019-10-25,646
2019-10-26,646
2019-10-27,646
2019-10-28,646
2019-10-29,646
2019-10-30,646
2019-10-31,646
2019-11-01,646
2019-11-02,646
2019-11-03,646
2019-11-04,646
2019-11-05,646
2019-11-06,646
2019-11-07,646
2019-11-08,646
2019-11-09,646
2019-11-10,646
2019-11-11,646
2019-11-12,646
2019-11-13,646
2019-11-14,646
2019-11-15,646
2019-11-16,629
2019-11-17,629
2019-11-18,629
2019-11-19,629
2019-11-20,629
2019-11-21,629
2019-11-22,629
2019-11-23,629
2019-11-24,629
2019-11-25,629
2019-11-26,629
2019-11-27,629
2019-11-28,629
2019-11-29,629
2019-11-30,629
2019-12-01,629
2019-12-02,629
2019-12-03,629
2019-12-04,629
2019-12-05,629
2019-12-06,629
2019-12-07,629
2019-12-08,629
2019-12-09,629
2019-12-10,629
2019-12-11,629
2019-12-12,629
2019-12-13,629
2019-12-14,629
2019-12-15,629
2019-12-16,629
2019-12-17,629
2019-12-18,629
2019-12-19,629
2019-12-20,629
2019-12-21,629
2019-12-22,629
2019-12-23,629
2019-12-24,629
2019-12-25,629
2019-12-26,629
2019-12-27,629
2019-12-28,629
2019-12-29,629
2019-12-30,629
2019-12-31,629
2020-01-01,629
2020-01-02,629
2020-01-03,629
2020-01-04,629
2020-01-05,629
2020-01-06,629
2020-01-07,629
2020-01-08,629
2020-01-09,629
2020-01-10,629
2020-01-11,629
2020-01-12,629
2020-01-13,629
2020-01-14,629
2020-01-15,629
2020-01-16,629
2020-01-17,629
2020-01-18,629
2020-01-19,629
2020-01-20,629
2020-01-21,629
2020-01-22,629
2020-01-23,629
2020-01-24,629
2020-01-25,629
2020-01-26,629
2020-01-27,629
2020-01-28,629
2020-01-29,629
2020-01-30,629
2020-01-31,629
2020-02-01,606
2020-02-02,606
2020-02-03,606
2020-02-04,606
2020-02-05,606
2020-02-06,606
2020-02-07,606
2020-02-08,606
2020-02-09,606
2020-02-10,606
2020-02-11,606
2020-02-12,606
2020-02-13,606
2020-02-14,606
2020-02-15,606
2020-02-16,606
2020-02-17,606
2020-02-18,606
2020-02-19,606
2020-02-20,606
2020-02-21,606
2020-02-22,606
2020-02-23,606
2020-02-24,606
2020-02-25,606
2020-02-26,606
2020-02-27,606
2020-02-28,606
2020-02-29,606
2020-03-01,606
2020-03-02,606
2020-03-03,606
2020-03-04,606
2020-03-05,606
2020-03-06,606
2020-03-07,606
2020-03-08,606
2020-03-09,606
2020-03-10,606
2020-03-11,606
2020-03-12,606
2020-03-13,606
2020-03-14,606
2020-03-15,606
2020-03-16,606
2020-03-17,606
2020-03-18,606
2020-03-19,606
2020-03-20,606
2020-03-21,606
2020-03-22,606
2020-03-23,606
2020-03-24,606
2020-03-25,606
2020-03-26,606
2020-03-27,606
2020-03-28,606
2020-03-29,582
2020-03-30,582
2020-03-31,582
2020-04-01,582
2020-04-02,582
2020-04-03,582
2020-04-04,582
2020-04-05,582
2020-04-06,582
2020-04-07,582
2020-04-08,582
2020-04-09,582
2020-04-10,582
2020-04-11,582
2020-04-12,582
2020-04-13,582
2020-04-14,582
2020-04-15,582
2020-04-16,582
2020-04-17,582
2020-04-18,582
2020-04-19,582
2020-04-20,582
2020-04-21,582
2020-04-22,582
2020-04-23,582
2020-04-24,582
2020-04-25,582
2020-04-26,582
2020-04-27,582
2020-04-28,582
2020-04-29,582
2020-04-30,582
2020-05-01,582
2020-05-02,582
2020-05-03,582
2020-05-04,582
2020-05-05,582
2020-05-06,582
2020-05-07,582
2020-05-08,582
2020-05-09,582
2020-05-10,582
2020-05-11,561
2020-05-12,561
2020-05-13,561
