date_obj,Villager%20hat%20(yellow) price
2015-07-11,23194
2015-07-12,23194
2015-07-13,23194
2015-07-14,23194
2015-07-15,23194
2015-07-16,23194
2015-07-17,23194
2015-07-18,23194
2015-07-19,23194
2015-07-20,23194
2015-07-21,23194
2015-07-22,23194
2015-07-23,23194
2015-07-24,23194
2015-07-25,23194
2015-07-26,23194
2015-07-27,23194
2015-07-28,23194
2015-07-29,23194
2015-07-30,23194
2015-07-31,23194
2015-08-01,23194
2015-08-02,23194
2015-08-03,23194
2015-08-04,23194
2015-08-05,23194
2015-08-06,23194
2015-08-07,23194
2015-08-08,22140
2015-08-09,22140
2015-08-10,22140
2015-08-11,22140
2015-08-12,22140
2015-08-13,22140
2015-08-14,22140
2015-08-15,22140
2015-08-16,22140
2015-08-17,22140
2015-08-18,22140
2015-08-19,22140
2015-08-20,22140
2015-08-21,22140
2015-08-22,22140
2015-08-23,22140
2015-08-24,22140
2015-08-25,22140
2015-08-26,22140
2015-08-27,22140
2015-08-28,22140
2015-08-29,22140
2015-08-30,22140
2015-08-31,22140
2015-09-01,22140
2015-09-02,22140
2015-09-03,22140
2015-09-04,22140
2015-09-05,22140
2015-09-06,22140
2015-09-07,22140
2015-09-08,22140
2015-09-09,22140
2015-09-10,22140
2015-09-11,21041
2015-09-12,21041
2015-09-13,21041
2015-09-14,21041
2015-09-15,21041
2015-09-16,21041
2015-09-17,21041
2015-09-18,21041
2015-09-19,21041
2015-09-20,21041
2015-09-21,21041
2015-09-22,21041
2015-09-23,21041
2015-09-24,21041
2015-09-25,21041
2015-09-26,21041
2015-09-27,21041
2015-09-28,21041
2015-09-29,21041
2015-09-30,21041
2015-10-01,21041
2015-10-02,21041
2015-10-03,21041
2015-10-04,21041
2015-10-05,21041
2015-10-06,21041
2015-10-07,21041
2015-10-08,21041
2015-10-09,21041
2015-10-10,21041
2015-10-11,21041
2015-10-12,21041
2015-10-13,21041
2015-10-14,21041
2015-10-15,21041
2015-10-16,21041
2015-10-17,21041
2015-10-18,21041
2015-10-19,20039
2015-10-20,20039
2015-10-21,20039
2015-10-22,20039
2015-10-23,20039
2015-10-24,20039
2015-10-25,20039
2015-10-26,20039
2015-10-27,20039
2015-10-28,20039
2015-10-29,20039
2015-10-30,20039
2015-10-31,20039
2015-11-01,20039
2015-11-02,20039
2015-11-03,20039
2015-11-04,20039
2015-11-05,20039
2015-11-06,20039
2015-11-07,20039
2015-11-08,20039
2015-11-09,20039
2015-11-10,20039
2015-11-11,20039
2015-11-12,20039
2015-11-13,20039
2015-11-14,20039
2015-11-15,20039
2015-11-16,20039
2015-11-17,20039
2015-11-18,20039
2015-11-19,20039
2015-11-20,20039
2015-11-21,20039
2015-11-22,20039
2015-11-23,20039
2015-11-24,20039
2015-11-25,20039
2015-11-26,20039
2015-11-27,20039
2015-11-28,20039
2015-11-29,20039
2015-11-30,20039
2015-12-01,20039
2015-12-02,20039
2015-12-03,19092
2015-12-04,19092
2015-12-05,19092
2015-12-06,19092
2015-12-07,19092
2015-12-08,19092
2015-12-09,19092
2015-12-10,19092
2015-12-11,19092
2015-12-12,19092
2015-12-13,19092
2015-12-14,19092
2015-12-15,19092
2015-12-16,19092
2015-12-17,19092
2015-12-18,19092
2015-12-19,19092
2015-12-20,19092
2015-12-21,19092
2015-12-22,19092
2015-12-23,19092
2015-12-24,19092
2015-12-25,19092
2015-12-26,19092
2015-12-27,19092
2015-12-28,19092
2015-12-29,19092
2015-12-30,19092
2015-12-31,19092
2016-01-01,19092
2016-01-02,19092
2016-01-03,19092
2016-01-04,19092
2016-01-05,19092
2016-01-06,19092
2016-01-07,19092
2016-01-08,18196
2016-01-09,18196
2016-01-10,18196
2016-01-11,18196
2016-01-12,18196
2016-01-13,18196
2016-01-14,18196
2016-01-15,18196
2016-01-16,18196
2016-01-17,18196
2016-01-18,18196
2016-01-19,18196
2016-01-20,18196
2016-01-21,18196
2016-01-22,18196
2016-01-23,18196
2016-01-24,18196
2016-01-25,18196
2016-01-26,18196
2016-01-27,18196
2016-01-28,18196
2016-01-29,18196
2016-01-30,18196
2016-01-31,18196
2016-02-01,18196
2016-02-02,18196
2016-02-03,18196
2016-02-04,18196
2016-02-05,18196
2016-02-06,18196
2016-02-07,18196
2016-02-08,18196
2016-02-09,18196
2016-02-10,18196
2016-02-11,17300
2016-02-12,17300
2016-02-13,17300
2016-02-14,17300
2016-02-15,17300
2016-02-16,17300
2016-02-17,17300
2016-02-18,17300
2016-02-19,17300
2016-02-20,17300
2016-02-21,17300
2016-02-22,17300
2016-02-23,17300
2016-02-24,17300
2016-02-25,17300
2016-02-26,17300
2016-02-27,17300
2016-02-28,17300
2016-02-29,17300
2016-03-01,17300
2016-03-02,17300
2016-03-03,17300
2016-03-04,17300
2016-03-05,17300
2016-03-06,17300
2016-03-07,17300
2016-03-08,17300
2016-03-09,17300
2016-03-10,17300
2016-03-11,17300
2016-03-12,17300
2016-03-13,17300
2016-03-14,17300
2016-03-15,17300
2016-03-16,17300
2016-03-17,17300
2016-03-18,17300
2016-03-19,16446
2016-03-20,16446
2016-03-21,16446
2016-03-22,16446
2016-03-23,16446
2016-03-24,16446
2016-03-25,16446
2016-03-26,16446
2016-03-27,16446
2016-03-28,16446
2016-03-29,16446
2016-03-30,16446
2016-03-31,16446
2016-04-01,16446
2016-04-02,16446
2016-04-03,16446
2016-04-04,16446
2016-04-05,16446
2016-04-06,16446
2016-04-07,16446
2016-04-08,16446
2016-04-09,16446
2016-04-10,16446
2016-04-11,16446
2016-04-12,16446
2016-04-13,16446
2016-04-14,16446
2016-04-15,16446
2016-04-16,16446
2016-04-17,16446
2016-04-18,16446
2016-04-19,16446
2016-04-20,16446
2016-04-21,16446
2016-04-22,16446
2016-04-23,16446
2016-04-24,16446
2016-04-25,16446
2016-04-26,16446
2016-04-27,16446
2016-04-28,15626
2016-04-29,15626
2016-04-30,15626
2016-05-01,15626
2016-05-02,15626
2016-05-03,15626
2016-05-04,15626
2016-05-05,15626
2016-05-06,15626
2016-05-07,15626
2016-05-08,15626
2016-05-09,15626
2016-05-10,15626
2016-05-11,15626
2016-05-12,15626
2016-05-13,15626
2016-05-14,15626
2016-05-15,15626
2016-05-16,15626
2016-05-17,15626
2016-05-18,15626
2016-05-19,15626
2016-05-20,15626
2016-05-21,15626
2016-05-22,15626
2016-05-23,15626
2016-05-24,15626
2016-05-25,15626
2016-05-26,15626
2016-05-27,15626
2016-05-28,15626
2016-05-29,15626
2016-05-30,15626
2016-05-31,15626
2016-06-01,15626
2016-06-02,15626
2016-06-03,15626
2016-06-04,15626
2016-06-05,15626
2016-06-06,14923
2016-06-07,14923
2016-06-08,14923
2016-06-09,14923
2016-06-10,14923
2016-06-11,14923
2016-06-12,14923
2016-06-13,14923
2016-06-14,14923
2016-06-15,14923
2016-06-16,14923
2016-06-17,14923
2016-06-18,14923
2016-06-19,14923
2016-06-20,14923
2016-06-21,14923
2016-06-22,14923
2016-06-23,14923
2016-06-24,14923
2016-06-25,14923
2016-06-26,14923
2016-06-27,14923
2016-06-28,14923
2016-06-29,14923
2016-06-30,14923
2016-07-01,14923
2016-07-02,14923
2016-07-03,14923
2016-07-04,14923
2016-07-05,14923
2016-07-06,14923
2016-07-07,14923
2016-07-08,14923
2016-07-09,14923
2016-07-10,14923
2016-07-11,14923
2016-07-12,14923
2016-07-13,14923
2016-07-14,14386
2016-07-15,14386
2016-07-16,14386
2016-07-17,14386
2016-07-18,14386
2016-07-19,14386
2016-07-20,14386
2016-07-21,14386
2016-07-22,14386
2016-07-23,14386
2016-07-24,14386
2016-07-25,14386
2016-07-26,14386
2016-07-27,14386
2016-07-28,14386
2016-07-29,14386
2016-07-30,14386
2016-07-31,14386
2016-08-01,14386
2016-08-02,14386
2016-08-03,14386
2016-08-04,14386
2016-08-05,14386
2016-08-06,14386
2016-08-07,14386
2016-08-08,14386
2016-08-09,14386
2016-08-10,14386
2016-08-11,14386
2016-08-12,14386
2016-08-13,14386
2016-08-14,14386
2016-08-15,14386
2016-08-16,14386
2016-08-17,14386
2016-08-18,14386
2016-08-19,14386
2016-08-20,14386
2016-08-21,14386
2016-08-22,14386
2016-08-23,14386
2016-08-24,14386
2016-08-25,14386
2016-08-26,14386
2016-08-27,14386
2016-08-28,14386
2016-08-29,14386
2016-08-30,14286
2016-08-31,14286
2016-09-01,14286
2016-09-02,14286
2016-09-03,14286
2016-09-04,14286
2016-09-05,14286
2016-09-06,14286
2016-09-07,14286
2016-09-08,14286
2016-09-09,14286
2016-09-10,14286
2016-09-11,14286
2016-09-12,14286
2016-09-13,14286
2016-09-14,14286
2016-09-15,14286
2016-09-16,14286
2016-09-17,14286
2016-09-18,14286
2016-09-19,14286
2016-09-20,14286
2016-09-21,14286
2016-09-22,14286
2016-09-23,14286
2016-09-24,14286
2016-09-25,14286
2016-09-26,14286
2016-09-27,14286
2016-09-28,14286
2016-09-29,14286
2016-09-30,14286
2016-10-01,14286
2016-10-02,14286
2016-10-03,14286
2016-10-04,14286
2016-10-05,14286
2016-10-06,14286
2016-10-07,14286
2016-10-08,14286
2016-10-09,14286
2016-10-10,14286
2016-10-11,14286
2016-10-12,14286
2016-10-13,14286
2016-10-14,14286
2016-10-15,14286
2016-10-16,13944
2016-10-17,13944
2016-10-18,13944
2016-10-19,13944
2016-10-20,13944
2016-10-21,13944
2016-10-22,13944
2016-10-23,13944
2016-10-24,13944
2016-10-25,13944
2016-10-26,13944
2016-10-27,13944
2016-10-28,13944
2016-10-29,13944
2016-10-30,13944
2016-10-31,13944
2016-11-01,13944
2016-11-02,13944
2016-11-03,13944
2016-11-04,13944
2016-11-05,13944
2016-11-06,13944
2016-11-07,13944
2016-11-08,13944
2016-11-09,13944
2016-11-10,13944
2016-11-11,13944
2016-11-12,13944
2016-11-13,13944
2016-11-14,13944
2016-11-15,13944
2016-11-16,13944
2016-11-17,13944
2016-11-18,13944
2016-11-19,13944
2016-11-20,13944
2016-11-21,13944
2016-11-22,13944
2016-11-23,13944
2016-11-24,13944
2016-11-25,13944
2016-11-26,13944
2016-11-27,13944
2016-11-28,13944
2016-11-29,13944
2016-11-30,13944
2016-12-01,13944
2016-12-02,13944
2016-12-03,13944
2016-12-04,13944
2016-12-05,13689
2016-12-06,13689
2016-12-07,13689
2016-12-08,13689
2016-12-09,13689
2016-12-10,13689
2016-12-11,13689
2016-12-12,13689
2016-12-13,13689
2016-12-14,13689
2016-12-15,13689
2016-12-16,13689
2016-12-17,13689
2016-12-18,13689
2016-12-19,13689
2016-12-20,13689
2016-12-21,13689
2016-12-22,13689
2016-12-23,13689
2016-12-24,13689
2016-12-25,13689
2016-12-26,13689
2016-12-27,13689
2016-12-28,13689
2016-12-29,13689
2016-12-30,13689
2016-12-31,13689
2017-01-01,13689
2017-01-02,13689
2017-01-03,13689
2017-01-04,13689
2017-01-05,13689
2017-01-06,13689
2017-01-07,13689
2017-01-08,13689
2017-01-09,13689
2017-01-10,13689
2017-01-11,13689
2017-01-12,13689
2017-01-13,13689
2017-01-14,13689
2017-01-15,13689
2017-01-16,13689
2017-01-17,13689
2017-01-18,13689
2017-01-19,13689
2017-01-20,13689
2017-01-21,13689
2017-01-22,13689
2017-01-23,13689
2017-01-24,13689
2017-01-25,13689
2017-01-26,13689
2017-01-27,13689
2017-01-28,13559
2017-01-29,13559
2017-01-30,13559
2017-01-31,13559
2017-02-01,13559
2017-02-02,13559
2017-02-03,13559
2017-02-04,13559
2017-02-05,13559
2017-02-06,13559
2017-02-07,13559
2017-02-08,13559
2017-02-09,13559
2017-02-10,13559
2017-02-11,13559
2017-02-12,13559
2017-02-13,13559
2017-02-14,13559
2017-02-15,13559
2017-02-16,13559
2017-02-17,13559
2017-02-18,13559
2017-02-19,13559
2017-02-20,13559
2017-02-21,13559
2017-02-22,13559
2017-02-23,13559
2017-02-24,13559
2017-02-25,13559
2017-02-26,13559
2017-02-27,13559
2017-02-28,13559
2017-03-01,13559
2017-03-02,13559
2017-03-03,13559
2017-03-04,13559
2017-03-05,13559
2017-03-06,13559
2017-03-07,13559
2017-03-08,13559
2017-03-09,13559
2017-03-10,13559
2017-03-11,13559
2017-03-12,13559
2017-03-13,13040
2017-03-14,13040
2017-03-15,13040
2017-03-16,13040
2017-03-17,13040
2017-03-18,13040
2017-03-19,13040
2017-03-20,13040
2017-03-21,13040
2017-03-22,13040
2017-03-23,13040
2017-03-24,13040
2017-03-25,13040
2017-03-26,13040
2017-03-27,13040
2017-03-28,13040
2017-03-29,13040
2017-03-30,13040
2017-03-31,13040
2017-04-01,13040
2017-04-02,13040
2017-04-03,13040
2017-04-04,13040
2017-04-05,13040
2017-04-06,13040
2017-04-07,13040
2017-04-08,13040
2017-04-09,13040
2017-04-10,13040
2017-04-11,13040
2017-04-12,13040
2017-04-13,13040
2017-04-14,13040
2017-04-15,13040
2017-04-16,12530
2017-04-17,12530
2017-04-18,12530
2017-04-19,12530
2017-04-20,12530
2017-04-21,12530
2017-04-22,12530
2017-04-23,12530
2017-04-24,12530
2017-04-25,12530
2017-04-26,12530
2017-04-27,12530
2017-04-28,12530
2017-04-29,12530
2017-04-30,12530
2017-05-01,12530
2017-05-02,12530
2017-05-03,12530
2017-05-04,12530
2017-05-05,12530
2017-05-06,12530
2017-05-07,12530
2017-05-08,12530
2017-05-09,12530
2017-05-10,12530
2017-05-11,12530
2017-05-12,12530
2017-05-13,12530
2017-05-14,12530
2017-05-15,12530
2017-05-16,12530
2017-05-17,12530
2017-05-18,12530
2017-05-19,12530
2017-05-20,12530
2017-05-21,12530
2017-05-22,12530
2017-05-23,12530
2017-05-24,12530
2017-05-25,12530
2017-05-26,12081
2017-05-27,12081
2017-05-28,12081
2017-05-29,12081
2017-05-30,12081
2017-05-31,12081
2017-06-01,12081
2017-06-02,12081
2017-06-03,12081
2017-06-04,12081
2017-06-05,12081
2017-06-06,12081
2017-06-07,12081
2017-06-08,12081
2017-06-09,12081
2017-06-10,12081
2017-06-11,12081
2017-06-12,12081
2017-06-13,12081
2017-06-14,12081
2017-06-15,12081
2017-06-16,12081
2017-06-17,12081
2017-06-18,12081
2017-06-19,12081
2017-06-20,12081
2017-06-21,12081
2017-06-22,12081
2017-06-23,12081
2017-06-24,12081
2017-06-25,12081
2017-06-26,12081
2017-06-27,12081
2017-06-28,12081
2017-06-29,12081
2017-06-30,11484
2017-07-01,11484
2017-07-02,11484
2017-07-03,11484
2017-07-04,11484
2017-07-05,11484
2017-07-06,11484
2017-07-07,11484
2017-07-08,11484
2017-07-09,11484
2017-07-10,11484
2017-07-11,11484
2017-07-12,11484
2017-07-13,11484
2017-07-14,11484
2017-07-15,11484
2017-07-16,11484
2017-07-17,11484
2017-07-18,11484
2017-07-19,11484
2017-07-20,11484
2017-07-21,11484
2017-07-22,11484
2017-07-23,11484
2017-07-24,11484
2017-07-25,11484
2017-07-26,11484
2017-07-27,11484
2017-07-28,11484
2017-07-29,11484
2017-07-30,11484
2017-07-31,11484
2017-08-01,11484
2017-08-02,11484
2017-08-03,11484
2017-08-04,11484
2017-08-05,10946
2017-08-06,10946
2017-08-07,10946
2017-08-08,10946
2017-08-09,10946
2017-08-10,10946
2017-08-11,10946
2017-08-12,10946
2017-08-13,10946
2017-08-14,10946
2017-08-15,10946
2017-08-16,10946
2017-08-17,10946
2017-08-18,10946
2017-08-19,10946
2017-08-20,10946
2017-08-21,10946
2017-08-22,10946
2017-08-23,10946
2017-08-24,10946
2017-08-25,10946
2017-08-26,10946
2017-08-27,10946
2017-08-28,10946
2017-08-29,10946
2017-08-30,10946
2017-08-31,10946
2017-09-01,10946
2017-09-02,10946
2017-09-03,10946
2017-09-04,10946
2017-09-05,10946
2017-09-06,10946
2017-09-07,10540
2017-09-08,10540
2017-09-09,10540
2017-09-10,10540
2017-09-11,10540
2017-09-12,10540
2017-09-13,10540
2017-09-14,10540
2017-09-15,10540
2017-09-16,10540
2017-09-17,10540
2017-09-18,10540
2017-09-19,10540
2017-09-20,10540
2017-09-21,10540
2017-09-22,10540
2017-09-23,10540
2017-09-24,10540
2017-09-25,10540
2017-09-26,10540
2017-09-27,10540
2017-09-28,10540
2017-09-29,10540
2017-09-30,10540
2017-10-01,10540
2017-10-02,10540
2017-10-03,10540
2017-10-04,10540
2017-10-05,10540
2017-10-06,10540
2017-10-07,10540
2017-10-08,10540
2017-10-09,10540
2017-10-10,10540
2017-10-11,10540
2017-10-12,10540
2017-10-13,10540
2017-10-14,10170
2017-10-15,10170
2017-10-16,10170
2017-10-17,10170
2017-10-18,10170
2017-10-19,10170
2017-10-20,10170
2017-10-21,10170
2017-10-22,10170
2017-10-23,10170
2017-10-24,10170
2017-10-25,10170
2017-10-26,10170
2017-10-27,10170
2017-10-28,10170
2017-10-29,10170
2017-10-30,10170
2017-10-31,10170
2017-11-01,10170
2017-11-02,10170
2017-11-03,10170
2017-11-04,10170
2017-11-05,10170
2017-11-06,10170
2017-11-07,10170
2017-11-08,10170
2017-11-09,10170
2017-11-10,10170
2017-11-11,10170
2017-11-12,10170
2017-11-13,10170
2017-11-14,10170
2017-11-15,10170
2017-11-16,10170
2017-11-17,10170
2017-11-18,10170
2017-11-19,10170
2017-11-20,10170
2017-11-21,10170
2017-11-22,10170
2017-11-23,10170
2017-11-24,10170
2017-11-25,10170
2017-11-26,10170
2017-11-27,10170
2017-11-28,10170
2017-11-29,10010
2017-11-30,10010
2017-12-01,10010
2017-12-02,10010
2017-12-03,10010
2017-12-04,10010
2017-12-05,10010
2017-12-06,10010
2017-12-07,10010
2017-12-08,10010
2017-12-09,10010
2017-12-10,10010
2017-12-11,10010
2017-12-12,10010
2017-12-13,10010
2017-12-14,10010
2017-12-15,10010
2017-12-16,10010
2017-12-17,10010
2017-12-18,10010
2017-12-19,10010
2017-12-20,10010
2017-12-21,10010
2017-12-22,10010
2017-12-23,10010
2017-12-24,10010
2017-12-25,10010
2017-12-26,10010
2017-12-27,10010
2017-12-28,10010
2017-12-29,10010
2017-12-30,10010
2017-12-31,10010
2018-01-01,10010
2018-01-02,10010
2018-01-03,10010
2018-01-04,10010
2018-01-05,10010
2018-01-06,10010
2018-01-07,10010
2018-01-08,10010
2018-01-09,10010
2018-01-10,10010
2018-01-11,10010
2018-01-12,10010
2018-01-13,9737
2018-01-14,9737
2018-01-15,9737
2018-01-16,9737
2018-01-17,9737
2018-01-18,9737
2018-01-19,9737
2018-01-20,9737
2018-01-21,9737
2018-01-22,9737
2018-01-23,9737
2018-01-24,9737
2018-01-25,9737
2018-01-26,9737
2018-01-27,9737
2018-01-28,9737
2018-01-29,9737
2018-01-30,9737
2018-02-01,9459
2018-02-02,9459
2018-02-03,9459
2018-02-04,9459
2018-02-05,9459
2018-02-06,9459
2018-02-07,9459
2018-02-08,9459
2018-02-09,9459
2018-02-10,9459
2018-02-11,9459
2018-02-12,9459
2018-02-13,9459
2018-02-14,9459
2018-02-15,9459
2018-02-16,9459
2018-02-17,9459
2018-02-18,9459
2018-02-19,9459
2018-02-20,9459
2018-02-21,9459
2018-02-22,9459
2018-02-23,9405
2018-02-24,9405
2018-02-25,9405
2018-02-26,9405
2018-02-27,9405
2018-02-28,9405
2018-03-01,9405
2018-03-02,9405
2018-03-03,9405
2018-03-04,9405
2018-03-05,9405
2018-03-06,9405
2018-03-07,9405
2018-03-08,9405
2018-03-09,9405
2018-03-10,9405
2018-03-11,9405
2018-03-12,9405
2018-03-13,9297
2018-03-14,9297
2018-03-15,9297
2018-03-16,9297
2018-03-17,9297
2018-03-18,9297
2018-03-19,9297
2018-03-20,9297
2018-03-21,9297
2018-03-23,9297
2018-03-24,9297
2018-03-26,9297
2018-03-27,9297
2018-03-28,9297
2018-03-29,9297
2018-03-30,9297
2018-03-31,9297
2018-04-01,9297
2018-04-02,9297
2018-04-03,9297
2018-04-04,8848
2018-04-05,8848
2018-04-06,8848
2018-04-08,8848
2018-04-09,8848
2018-04-10,8848
2018-04-11,8848
2018-04-12,8848
2018-04-13,8848
2018-04-14,8848
2018-04-16,8848
2018-04-17,8848
2018-04-18,8848
2018-04-19,8848
2018-04-20,8848
2018-04-21,8848
2018-04-22,8848
2018-04-23,8848
2018-04-24,8848
2018-04-25,8848
2018-04-26,8848
2018-04-27,8848
2018-04-28,8848
2018-04-29,8848
2018-04-30,8688
2018-05-02,8688
2018-05-03,8688
2018-05-04,8688
2018-05-05,8688
2018-05-06,8688
2018-05-08,8688
2018-05-09,8688
2018-05-10,8688
2018-05-11,8688
2018-05-12,8688
2018-05-13,8688
2018-05-14,8688
2018-05-15,8688
2018-05-16,8688
2018-05-17,8688
2018-05-18,8688
2018-05-19,8688
2018-05-20,8688
2018-05-21,8688
2018-05-22,8688
2018-05-23,8562
2018-05-24,8562
2018-05-25,8562
2018-05-26,8562
2018-05-27,8562
2018-05-28,8562
2018-05-29,8562
2018-05-30,8562
2018-05-31,8562
2018-06-01,8562
2018-06-02,8562
2018-06-03,8562
2018-06-04,8562
2018-06-05,8562
2018-06-06,8562
2018-06-07,8562
2018-06-08,8562
2018-06-09,8562
2018-06-10,8562
2018-06-11,8562
2018-06-12,8562
2018-06-13,8562
2018-06-14,8562
2018-06-15,8436
2018-06-16,8436
2018-06-17,8436
2018-06-18,8436
2018-06-19,8436
2018-06-20,8436
2018-06-21,8436
2018-06-22,8436
2018-06-23,8436
2018-06-24,8436
2018-06-25,8436
2018-06-26,8436
2018-06-27,8436
2018-06-28,8436
2018-06-29,8436
2018-06-30,8436
2018-07-01,8436
2018-07-02,8436
2018-07-03,8436
2018-07-04,8436
2018-07-05,8436
2018-07-06,8436
2018-07-07,8130
2018-07-08,8130
2018-07-09,8130
2018-07-10,8130
2018-07-11,8130
2018-07-12,8130
2018-07-13,8130
2018-07-14,8130
2018-07-15,8130
2018-07-16,8130
2018-07-17,8130
2018-07-18,8130
2018-07-19,8130
2018-07-20,8130
2018-07-21,8130
2018-07-22,8130
2018-07-23,8130
2018-07-24,8130
2018-07-25,8130
2018-07-26,8130
2018-07-27,8130
2018-07-28,8130
2018-07-29,8130
2018-07-30,8201
2018-07-31,8201
2018-08-01,8201
2018-08-02,8201
2018-08-03,8201
2018-08-04,8201
2018-08-05,8201
2018-08-06,8201
2018-08-07,8201
2018-08-08,8201
2018-08-09,8201
2018-08-10,8201
2018-08-11,8201
2018-08-12,8201
2018-08-14,8201
2018-08-16,8201
2018-08-17,7968
2018-08-18,7968
2018-08-19,7968
2018-08-20,7968
2018-08-21,7968
2018-08-22,7968
2018-08-23,7968
2018-08-24,7968
2018-08-25,7968
2018-08-26,7968
2018-08-27,7968
2018-08-28,7968
2018-08-29,7968
2018-08-30,7968
2018-08-31,7968
2018-09-01,7968
2018-09-02,7968
2018-09-03,7968
2018-09-04,7968
2018-09-05,7955
2018-09-06,7955
2018-09-07,7955
2018-09-08,7955
2018-09-09,7955
2018-09-10,7955
2018-09-11,7955
2018-09-12,7955
2018-09-13,7955
2018-09-14,7955
2018-09-15,7955
2018-09-16,7955
2018-09-17,7955
2018-09-18,7955
2018-09-19,7955
2018-09-20,7955
2018-09-21,8025
2018-09-22,8025
2018-09-23,8025
2018-09-24,8025
2018-09-25,8025
2018-09-26,8025
2018-09-27,8025
2018-09-28,8025
2018-09-29,8025
2018-09-30,8025
2018-10-02,8025
2018-10-03,8025
2018-10-04,8025
2018-10-05,8025
2018-10-06,8025
2018-10-07,8025
2018-10-08,8025
2018-10-09,8333
2018-10-10,8333
2018-10-11,8333
2018-10-12,8333
2018-10-13,8333
2018-10-14,8333
2018-10-15,8333
2018-10-16,8333
2018-10-17,8333
2018-10-18,8333
2018-10-19,8333
2018-10-20,8333
2018-10-21,8333
2018-10-22,8333
2018-10-23,8333
2018-10-24,8333
2018-10-25,8333
2018-10-26,8333
2018-10-27,8300
2018-10-28,8300
2018-10-29,8300
2018-10-30,8300
2018-10-31,8300
2018-11-01,8300
2018-11-03,8300
2018-11-04,8300
2018-11-05,8300
2018-11-06,8300
2018-11-07,8300
2018-11-08,8300
2018-11-09,8300
2018-11-10,8300
2018-11-11,8300
2018-11-12,7910
2018-11-13,7910
2018-11-14,7910
2018-11-15,7910
2018-11-16,7910
2018-11-17,7910
2018-11-18,7910
2018-11-19,7910
2018-11-20,7910
2018-11-21,7910
2018-11-22,7910
2018-11-23,7910
2018-11-24,7910
2018-11-25,7579
2018-11-26,7579
2018-11-27,7579
2018-11-28,7579
2018-11-29,7579
2018-12-01,7579
2018-12-02,7579
2018-12-03,7579
2018-12-04,7579
2018-12-05,7579
2018-12-09,7228
2018-12-10,7228
2018-12-11,7228
2018-12-12,7228
2018-12-13,7228
2018-12-14,7228
2018-12-15,7228
2018-12-16,7228
2018-12-17,7228
2018-12-18,7228
2018-12-19,7228
2018-12-20,7228
2018-12-21,7228
2018-12-22,7228
2018-12-23,6881
2018-12-24,6881
2018-12-25,6881
2018-12-26,6881
2018-12-27,6881
2018-12-28,6881
2018-12-29,6881
2018-12-30,6881
2018-12-31,6881
2019-01-01,6881
2019-01-02,6566
2019-01-03,6566
2019-01-04,6566
