date_obj,Jade%20dragon%20bolts price
2018-01-03,900
2018-01-04,900
2018-01-05,900
2018-01-06,900
2018-01-07,900
2018-01-08,900
2018-01-09,900
2018-01-10,900
2018-01-11,900
2018-01-12,900
2018-01-13,900
2018-01-14,900
2018-01-15,900
2018-01-16,900
2018-01-17,900
2018-01-18,900
2018-01-19,900
2018-01-20,900
2018-01-21,900
2018-01-22,900
2018-01-23,900
2018-01-25,923
2018-01-26,923
2018-01-27,923
2018-01-28,923
2018-01-29,923
2018-01-30,923
2018-01-31,923
2018-02-01,923
2018-02-02,923
2018-02-03,923
2018-02-04,923
2018-02-05,923
2018-02-06,923
2018-02-07,923
2018-02-08,923
2018-02-09,927
2018-02-10,927
2018-02-11,927
2018-02-12,927
2018-02-13,927
2018-02-14,927
2018-02-15,927
2018-02-16,927
2018-02-17,927
2018-02-18,927
2018-02-19,927
2018-02-20,927
2018-02-21,927
2018-02-22,927
2018-02-23,927
2018-02-24,927
2018-02-25,957
2018-02-26,957
2018-02-27,957
2018-02-28,957
2018-03-01,957
2018-03-02,957
2018-03-03,957
2018-03-04,957
2018-03-05,957
2018-03-06,957
2018-03-07,957
2018-03-08,957
2018-03-09,957
2018-03-10,957
2018-03-11,957
2018-03-12,957
2018-03-13,957
2018-03-14,957
2018-03-15,957
2018-03-16,957
2018-03-17,957
2018-03-18,957
2018-03-19,957
2018-03-20,1000
2018-03-21,1000
2018-03-23,1000
2018-03-24,1000
2018-03-25,1000
2018-03-26,1000
2018-03-27,1000
2018-03-28,1000
2018-03-29,1000
2018-03-30,1000
2018-03-31,1000
2018-04-01,1000
2018-04-02,1000
2018-04-03,1000
2018-04-04,1000
2018-04-05,1000
2018-04-06,1000
2018-04-07,1000
2018-04-08,1000
2018-04-09,1000
2018-04-10,1000
2018-04-11,1000
2018-04-12,1000
2018-04-13,1030
2018-04-14,1030
2018-04-15,1030
2018-04-16,1030
2018-04-17,1030
2018-04-18,1030
2018-04-19,1030
2018-04-20,1030
2018-04-21,1030
2018-04-22,1030
2018-04-23,1030
2018-04-24,1030
2018-04-25,1030
2018-04-26,1030
2018-04-27,1030
2018-04-28,1030
2018-04-29,1030
2018-04-30,1030
2018-05-01,1030
2018-05-04,1030
2018-05-05,1030
2018-05-06,1030
2018-05-07,1030
2018-05-08,1077
2018-05-09,1077
2018-05-10,1077
2018-05-11,1077
2018-05-12,1077
2018-05-13,1077
2018-05-14,1077
2018-05-15,1077
2018-05-16,1077
2018-05-17,1077
2018-05-18,1077
2018-05-19,1077
2018-05-20,1077
2018-05-21,1077
2018-05-22,1077
2018-05-23,1077
2018-05-24,1077
2018-05-25,1077
2018-05-26,1077
2018-05-27,1077
2018-05-28,1077
2018-05-29,1077
2018-05-30,1077
2018-05-31,1077
2018-06-01,1077
2018-06-02,1121
2018-06-03,1121
2018-06-04,1121
2018-06-05,1121
2018-06-06,1121
2018-06-07,1121
2018-06-08,1121
2018-06-09,1121
2018-06-10,1121
2018-06-11,1121
2018-06-12,1121
2018-06-13,1121
2018-06-14,1121
2018-06-15,1121
2018-06-16,1121
2018-06-17,1121
2018-06-18,1121
2018-06-19,1121
2018-06-20,1121
2018-06-21,1121
2018-06-22,1121
2018-06-23,1121
2018-06-24,1121
2018-06-25,1121
2018-06-26,1121
2018-06-27,1121
2018-06-28,1121
2018-06-29,1121
2018-06-30,1121
2018-07-01,1121
2018-07-02,1121
2018-07-03,1121
2018-07-04,1175
2018-07-05,1175
2018-07-06,1175
2018-07-07,1175
2018-07-08,1175
2018-07-09,1175
2018-07-10,1175
2018-07-11,1175
2018-07-12,1175
2018-07-13,1175
2018-07-14,1175
2018-07-15,1175
2018-07-16,1175
2018-07-17,1175
2018-07-18,1175
2018-07-19,1175
2018-07-20,1175
2018-07-21,1175
2018-07-22,1175
2018-07-23,1175
2018-07-24,1175
2018-07-25,1175
2018-07-26,1175
2018-07-27,1175
2018-07-28,1175
2018-07-29,1175
2018-07-30,1175
2018-07-31,1175
2018-08-01,1175
2018-08-02,1227
2018-08-03,1227
2018-08-04,1227
2018-08-05,1227
2018-08-06,1227
2018-08-07,1227
2018-08-08,1227
2018-08-09,1227
2018-08-10,1227
2018-08-11,1227
2018-08-12,1227
2018-08-14,1227
2018-08-16,1227
2018-08-17,1227
2018-08-18,1227
2018-08-19,1227
2018-08-20,1227
2018-08-21,1227
2018-08-22,1227
2018-08-23,1227
2018-08-24,1275
2018-08-25,1275
2018-08-26,1275
2018-08-27,1275
2018-08-28,1275
2018-08-29,1275
2018-08-30,1275
2018-08-31,1275
2018-09-01,1275
2018-09-02,1275
2018-09-03,1275
2018-09-04,1275
2018-09-05,1275
2018-09-06,1275
2018-09-07,1275
2018-09-08,1275
2018-09-09,1275
2018-09-10,1316
2018-09-11,1316
2018-09-12,1316
2018-09-13,1316
2018-09-14,1316
2018-09-15,1316
2018-09-16,1316
2018-09-17,1316
2018-09-18,1316
2018-09-19,1316
2018-09-20,1316
2018-09-21,1316
2018-09-22,1316
2018-09-23,1316
2018-09-24,1316
2018-09-25,1316
2018-09-26,1316
2018-09-27,1316
2018-09-28,1316
2018-09-29,1316
2018-09-30,1316
2018-10-02,1377
2018-10-03,1377
2018-10-04,1377
2018-10-05,1377
2018-10-06,1377
2018-10-07,1377
2018-10-08,1377
2018-10-09,1377
2018-10-10,1377
2018-10-11,1377
2018-10-12,1377
2018-10-13,1377
2018-10-14,1377
2018-10-15,1377
2018-10-16,1377
2018-10-17,1423
2018-10-18,1423
2018-10-19,1423
2018-10-20,1423
2018-10-21,1423
2018-10-22,1423
2018-10-23,1423
2018-10-24,1423
2018-10-25,1423
2018-10-26,1423
2018-10-27,1423
2018-10-28,1423
2018-10-29,1423
2018-10-30,1423
2018-10-31,1423
2018-11-01,1490
2018-11-03,1490
2018-11-04,1490
2018-11-05,1490
2018-11-06,1490
2018-11-07,1490
2018-11-08,1490
2018-11-09,1490
2018-11-10,1551
2018-11-11,1551
2018-11-12,1551
2018-11-13,1551
2018-11-14,1551
2018-11-15,1551
2018-11-16,1551
2018-11-17,1551
2018-11-18,1551
2018-11-19,1601
2018-11-20,1601
2018-11-21,1601
2018-11-22,1601
2018-11-23,1601
2018-11-24,1601
2018-11-25,1601
2018-11-26,1632
2018-11-27,1632
2018-11-28,1632
2018-11-29,1632
2018-12-01,1632
2018-12-02,1632
2018-12-03,1632
2018-12-05,1649
