date_obj,Oak%20stock price
2018-09-02,3
2018-09-03,3
2018-09-04,3
2018-09-05,3
2018-09-06,3
2018-09-07,2
2018-09-08,2
2018-09-09,2
2018-09-10,2
2018-09-11,2
2018-09-12,1
2018-09-13,1
2018-09-14,1
2018-09-15,1
2018-09-16,1
2018-09-17,2
2018-09-18,2
2018-09-19,2
2018-09-20,2
2018-09-21,2
2018-09-22,2
2018-09-23,1
2018-09-24,1
2018-09-25,1
2018-09-26,1
2018-09-27,1
2018-09-28,1
2018-09-29,1
2018-09-30,1
2018-10-02,1
2018-10-03,1
2018-10-04,1
2018-10-05,1
2018-10-06,1
2018-10-07,1
2018-10-08,1
2018-10-09,1
2018-10-10,1
2018-10-11,1
2018-10-12,2
2018-10-13,2
2018-10-14,2
2018-10-15,2
2018-10-16,2
2018-10-17,2
2018-10-18,1
2018-10-19,1
2018-10-20,1
2018-10-21,1
2018-10-22,1
2018-10-23,1
2018-10-24,1
2018-10-25,1
2018-10-26,1
2018-10-27,1
2018-10-28,1
2018-10-29,1
2018-10-30,1
2018-10-31,1
2018-11-01,1
2018-11-03,1
2018-11-04,1
2018-11-05,1
2018-11-06,1
2018-11-07,1
2018-11-08,1
2018-11-09,1
2018-11-10,1
2018-11-11,1
2018-11-12,1
2018-11-13,1
2018-11-15,1
2018-11-16,1
2018-11-17,1
2018-11-18,1
2018-11-19,1
2018-11-20,1
2018-11-21,1
2018-11-22,1
2018-11-23,1
2018-11-24,1
2018-11-25,1
2018-11-26,1
2018-11-27,1
2018-11-28,1
2018-11-29,1
2018-12-01,1
2018-12-02,1
2018-12-03,1
2018-12-04,1
2018-12-05,1
2018-12-07,1
2018-12-09,1
2018-12-10,1
2018-12-11,1
2018-12-12,1
2018-12-13,1
2018-12-14,1
2018-12-15,1
2018-12-16,1
2018-12-17,1
2018-12-18,1
2018-12-19,1
2018-12-20,1
2018-12-21,1
2018-12-22,1
2018-12-23,2
2018-12-24,2
2018-12-25,2
2018-12-26,2
2018-12-27,1
2018-12-28,1
2018-12-29,1
2018-12-30,1
2018-12-31,1
2019-01-01,1
2019-01-02,1
2019-01-03,1
2019-01-04,1
2019-01-05,1
2019-01-06,1
2019-01-08,1
2019-01-10,1
2019-01-11,1
2019-01-12,1
2019-01-13,1
2019-01-14,1
2019-01-15,1
2019-01-16,1
2019-01-17,1
2019-01-18,1
2019-01-19,1
2019-01-20,1
2019-01-21,1
2019-01-22,1
2019-01-23,1
2019-01-24,1
2019-01-25,1
2019-01-26,1
2019-01-27,1
2019-01-28,1
2019-01-29,1
2019-01-30,1
2019-01-31,1
2019-02-01,2
2019-02-02,2
2019-02-03,2
2019-02-04,2
2019-02-05,2
2019-02-06,2
2019-02-07,2
2019-02-08,2
2019-02-09,2
2019-02-10,2
2019-02-11,2
2019-02-12,2
2019-02-13,2
2019-02-14,2
2019-02-15,2
2019-02-16,2
2019-02-17,2
2019-02-18,2
2019-02-19,2
2019-02-20,2
2019-02-21,3
2019-02-22,3
2019-02-23,3
2019-02-24,3
2019-02-25,3
2019-02-26,3
2019-02-27,3
2019-02-28,3
2019-03-01,3
2019-03-02,3
2019-03-03,3
2019-03-04,4
2019-03-05,4
2019-03-06,4
2019-03-07,4
2019-03-08,4
2019-03-09,5
2019-03-10,5
2019-03-11,5
2019-03-12,5
2019-03-13,5
2019-03-14,5
2019-03-15,5
2019-03-16,5
2019-03-17,5
2019-03-18,5
2019-03-19,4
2019-03-20,4
2019-03-21,4
2019-03-22,4
2019-03-23,4
2019-03-24,4
2019-03-25,4
2019-03-26,4
2019-03-27,4
2019-03-28,4
2019-03-29,4
2019-03-30,4
2019-03-31,4
2019-04-01,4
2019-04-02,4
2019-04-03,4
2019-04-04,4
2019-04-05,3
2019-04-06,3
2019-04-07,3
2019-04-08,3
2019-04-09,3
2019-04-10,2
2019-04-11,2
2019-04-12,2
2019-04-13,2
2019-04-14,1
2019-04-15,1
2019-04-16,1
2019-04-17,1
2019-04-18,1
2019-04-19,1
2019-04-20,1
2019-04-21,1
2019-04-22,1
2019-04-23,1
2019-04-24,1
2019-04-25,1
2019-04-26,1
2019-04-27,1
2019-04-28,1
2019-04-29,1
2019-04-30,2
2019-05-01,2
2019-05-02,2
2019-05-03,2
2019-05-04,2
2019-05-05,2
2019-05-06,3
2019-05-07,3
2019-05-08,3
2019-05-09,3
2019-05-10,3
2019-05-11,3
2019-05-12,2
2019-05-13,2
2019-05-14,2
2019-05-15,2
2019-05-16,2
2019-05-17,2
2019-05-18,2
2019-05-19,2
2019-05-20,2
2019-05-21,2
2019-05-22,2
2019-05-23,2
2019-05-24,2
2019-05-25,2
2019-05-26,2
2019-05-27,2
2019-05-28,2
2019-05-29,1
2019-05-30,1
2019-05-31,1
2019-06-01,1
2019-06-02,1
2019-06-03,1
2019-06-04,1
2019-06-05,1
2019-06-06,1
2019-06-07,1
2019-06-08,1
2019-06-09,1
2019-06-10,1
2019-06-11,1
2019-06-12,1
2019-06-13,1
2019-06-14,1
2019-06-15,1
2019-06-16,1
2019-06-17,1
2019-06-18,1
2019-06-19,1
2019-06-20,2
2019-06-21,2
2019-06-22,2
