date_obj,Anti-dragon%20shield price
2019-08-18,83
2019-08-19,86
2019-08-20,86
2019-08-21,87
2019-08-22,84
2019-08-23,84
2019-08-24,84
2019-08-24,84
2019-08-25,82
2019-08-25,82
2019-08-26,82
2019-08-27,83
2019-08-27,83
2019-08-28,83
2019-08-29,82
2019-08-30,83
2019-08-31,82
2019-09-01,84
2019-09-02,84
2019-09-03,85
2019-09-04,85
2019-09-05,85
2019-09-06,85
2019-09-07,85
2019-09-08,83
2019-09-09,79
2019-09-10,77
2019-09-11,75
2019-09-12,76
2019-09-13,77
2019-09-14,78
2019-09-15,77
2019-09-16,77
2019-09-17,78
2019-09-18,79
2019-09-19,82
2019-09-20,85
2019-09-21,86
2019-09-22,88
2019-09-23,87
2019-09-24,86
2019-09-25,87
2019-09-26,87
2019-09-27,90
2019-09-28,90
2019-09-29,90
2019-09-30,93
2019-10-01,93
2019-10-02,92
2019-10-03,93
2019-10-04,92
2019-10-05,90
2019-10-06,87
2019-10-07,82
2019-10-08,77
2019-10-09,77
2019-10-10,77
2019-10-11,78
2019-10-12,78
2019-10-13,77
2019-10-14,76
2019-10-15,75
2019-10-16,75
2019-10-17,74
2019-10-18,73
2019-10-19,73
2019-10-20,74
2019-10-21,76
2019-10-22,77
2019-10-23,75
2019-10-24,74
2019-10-25,75
2019-10-26,76
2019-10-27,75
2019-10-28,76
2019-10-29,78
2019-10-30,78
2019-10-31,78
2019-11-01,77
2019-11-02,75
2019-11-03,73
2019-11-04,70
2019-11-05,69
2019-11-06,68
2019-11-07,66
2019-11-08,62
2019-11-09,64
2019-11-10,66
2019-11-11,66
2019-11-12,69
2019-11-13,70
2019-11-14,70
2019-11-15,71
2019-11-16,68
2019-11-17,65
2019-11-18,64
2019-11-19,63
2019-11-20,63
2019-11-21,64
2019-11-22,66
2019-11-23,65
2019-11-24,67
2019-11-25,70
2019-11-26,71
2019-11-27,73
2019-11-28,74
2019-11-29,74
2019-11-30,74
2019-12-01,73
2019-12-02,73
2019-12-03,72
2019-12-04,73
2019-12-05,73
2019-12-06,73
2019-12-07,73
2019-12-08,73
2019-12-09,74
2019-12-10,75
2019-12-11,76
2019-12-12,76
2019-12-13,77
2019-12-14,78
2019-12-15,78
2019-12-16,79
2019-12-17,81
2019-12-18,86
2019-12-19,90
2019-12-20,90
2019-12-21,88
2019-12-22,84
2019-12-23,82
2019-12-24,83
2019-12-25,83
2019-12-26,85
2019-12-27,86
2019-12-28,88
2019-12-29,87
2019-12-30,85
2019-12-31,83
2020-01-01,81
2020-01-02,80
2020-01-03,80
2020-01-04,78
2020-01-05,76
2020-01-06,74
2020-01-07,70
2020-01-08,66
2020-01-09,62
2020-01-10,61
2020-01-11,61
2020-01-12,64
2020-01-13,68
2020-01-14,68
2020-01-15,68
2020-01-16,67
2020-01-17,69
2020-01-18,70
2020-01-19,71
2020-01-20,73
2020-01-21,72
2020-01-22,74
2020-01-23,74
2020-01-24,74
2020-01-25,70
2020-01-26,69
2020-01-27,70
2020-01-28,68
2020-01-29,65
2020-01-30,65
2020-01-31,65
2020-02-01,64
2020-02-02,67
2020-02-03,70
2020-02-04,71
2020-02-05,72
2020-02-06,74
2020-02-07,77
2020-02-08,78
2020-02-09,80
2020-02-10,80
2020-02-11,78
2020-02-12,77
2020-02-13,79
2020-02-14,79
2020-02-15,75
2020-02-16,73
2020-02-17,74
2020-02-18,75
2020-02-19,74
2020-02-20,77
2020-02-21,81
2020-02-22,80
2020-02-23,80
2020-02-24,84
2020-02-25,87
2020-02-26,87
2020-02-27,86
2020-02-28,85
2020-02-29,85
2020-03-01,86
2020-03-02,83
2020-03-03,80
2020-03-04,78
2020-03-05,75
2020-03-06,72
2020-03-07,68
2020-03-08,64
2020-03-09,62
2020-03-10,61
2020-03-11,59
2020-03-12,61
2020-03-13,63
2020-03-14,64
2020-03-15,62
2020-03-16,64
2020-03-17,63
2020-03-18,62
2020-03-19,63
2020-03-20,63
2020-03-21,59
2020-03-22,59
2020-03-23,61
2020-03-24,60
2020-03-25,58
2020-03-26,59
2020-03-27,59
2020-03-28,57
2020-03-29,59
2020-03-30,60
2020-03-31,59
2020-04-01,59
2020-04-02,60
2020-04-03,59
2020-04-04,58
2020-04-05,58
2020-04-06,59
2020-04-07,59
2020-04-08,59
2020-04-09,61
2020-04-10,60
2020-04-11,62
2020-04-12,59
2020-04-13,59
2020-04-14,59
2020-04-15,60
2020-04-16,59
2020-04-17,60
2020-04-18,62
2020-04-19,60
2020-04-20,62
2020-04-21,62
2020-04-22,63
2020-04-23,63
2020-04-24,63
2020-04-25,61
2020-04-26,63
2020-04-27,65
2020-04-28,67
2020-04-29,65
2020-04-30,66
2020-05-01,68
2020-05-02,69
2020-05-03,69
2020-05-04,70
2020-05-05,69
2020-05-06,67
2020-05-07,68
2020-05-08,69
2020-05-09,68
2020-05-10,69
2020-05-11,71
2020-05-12,72
2020-05-13,71
