date_obj,Box%20trap price
2015-03-26,109
2015-03-27,109
2015-03-28,103
2015-03-29,103
2015-03-30,103
2015-03-31,97
2015-04-01,97
2015-04-02,97
2015-04-03,97
2015-04-04,92
2015-04-05,92
2015-04-06,92
2015-04-07,92
2015-04-08,89
2015-04-09,89
2015-04-10,89
2015-04-11,85
2015-04-12,85
2015-04-13,85
2015-04-14,85
2015-04-15,81
2015-04-16,81
2015-04-17,81
2015-04-18,76
2015-04-19,76
2015-04-20,76
2015-04-21,76
2015-04-22,74
2015-04-23,74
2015-04-24,74
2015-04-25,74
2015-04-26,71
2015-04-27,71
2015-04-28,71
2015-04-29,71
2015-04-30,68
2015-05-01,68
2015-05-02,68
2015-05-03,68
2015-05-04,65
2015-05-05,65
2015-05-06,65
2015-05-07,65
2015-05-08,61
2015-05-09,61
2015-05-10,61
2015-05-11,61
2015-05-12,58
2015-05-13,58
2015-05-14,58
2015-05-15,58
2015-05-16,58
2015-05-17,58
2015-05-18,58
2015-05-19,59
2015-05-20,59
2015-05-21,59
2015-05-22,59
2015-05-23,58
2015-05-24,58
2015-05-25,58
2015-05-26,58
2015-05-27,57
2015-05-28,57
2015-05-29,57
2015-05-30,58
2015-05-31,58
2015-06-01,58
2015-06-02,58
2015-06-03,57
2015-06-04,57
2015-06-05,57
2015-06-06,56
2015-06-07,56
2015-06-08,56
2015-06-09,56
2015-06-10,57
2015-06-11,57
2015-06-12,57
2015-06-13,57
2015-06-14,56
2015-06-15,56
2015-06-16,56
2015-06-17,56
2015-06-18,57
2015-06-19,57
2015-06-20,57
2015-06-21,57
2015-06-22,57
2015-06-23,57
2015-06-24,57
2015-06-25,57
2015-06-26,57
2015-06-27,57
2015-06-28,57
2015-06-29,57
2015-06-30,57
2015-07-01,57
2015-07-02,57
2015-07-03,57
2015-07-04,57
2015-07-05,57
2015-07-06,57
2015-07-07,57
2015-07-08,57
2015-07-09,57
2015-07-10,57
2015-07-11,57
2015-07-12,56
2015-07-13,56
2015-07-14,56
2015-07-15,58
2015-07-16,58
2015-07-17,58
2015-07-18,58
2015-07-19,58
2015-07-20,58
2015-07-21,58
2015-07-22,56
2015-07-23,56
2015-07-24,56
2015-07-25,56
2015-07-26,56
2015-07-27,56
2015-07-28,56
2015-07-29,55
2015-07-30,55
2015-07-31,55
2015-08-01,55
2015-08-02,55
2015-08-03,55
2015-08-04,55
2015-08-05,55
2015-08-06,54
2015-08-07,54
2015-08-08,54
2015-08-09,53
2015-08-10,53
2015-08-11,53
2015-08-12,53
2015-08-13,53
2015-08-14,53
2015-08-15,53
2015-08-16,53
2015-08-17,53
2015-08-18,53
2015-08-19,52
2015-08-20,52
2015-08-21,52
2015-08-22,52
2015-08-23,52
2015-08-24,52
2015-08-25,52
2015-08-26,52
2015-08-27,52
2015-08-28,52
2015-08-29,52
2015-08-30,52
2015-08-31,52
2015-09-01,52
2015-09-02,52
2015-09-03,53
2015-09-04,53
2015-09-05,53
2015-09-06,53
2015-09-07,53
2015-09-08,53
2015-09-09,52
2015-09-10,52
2015-09-11,52
2015-09-12,52
2015-09-13,52
2015-09-14,52
2015-09-15,52
2015-09-16,52
2015-09-17,52
2015-09-18,52
2015-09-19,52
2015-09-20,52
2015-09-21,52
2015-09-22,52
2015-09-23,52
2015-09-24,49
2015-09-25,49
2015-09-27,49
2015-09-28,49
2015-09-29,49
2015-09-30,51
2015-10-05,51
2015-10-06,51
2015-10-07,51
2015-10-08,51
2015-10-09,51
2015-10-10,51
2015-10-11,51
2015-10-12,51
2015-10-13,51
2015-10-14,51
2015-10-15,51
2015-10-16,48
2015-10-17,48
2015-10-18,48
2015-10-19,48
2015-10-20,48
2015-10-22,48
2015-10-23,47
2015-10-24,47
2015-10-25,47
2015-10-26,47
2015-10-27,47
2015-10-29,47
2015-10-30,47
2015-10-31,47
2015-11-01,47
2015-11-02,47
2015-11-03,47
2015-11-04,47
2015-11-05,47
2015-11-06,47
2015-11-07,47
2015-11-08,47
2015-11-09,47
2015-11-10,47
2015-11-11,47
2015-11-12,47
2015-11-13,47
2015-11-14,47
2015-11-15,47
2015-11-16,47
2015-11-17,47
2015-11-18,47
2015-11-19,47
2015-11-20,47
2015-11-21,47
2015-11-22,47
2015-11-23,47
2015-11-24,48
2015-11-25,48
2015-11-26,48
2015-11-27,48
2015-11-28,48
2015-11-29,49
2015-11-30,49
2015-12-01,49
2015-12-02,49
2015-12-03,49
2015-12-04,49
2015-12-05,47
2015-12-06,47
2015-12-07,47
2015-12-08,47
2015-12-09,47
2015-12-10,48
2015-12-11,48
2015-12-12,48
2015-12-13,48
2015-12-14,48
2015-12-15,46
2015-12-16,46
2015-12-17,46
2015-12-18,46
2015-12-19,46
2015-12-20,44
2015-12-21,44
2015-12-22,44
2015-12-23,44
2015-12-24,44
2015-12-25,46
2015-12-26,46
2015-12-27,46
2015-12-28,46
2015-12-29,48
2015-12-30,48
2015-12-31,48
2016-01-01,48
2016-01-02,50
2016-01-03,50
2016-01-04,50
2016-01-05,50
2016-01-06,50
2016-01-07,50
2016-01-08,50
2016-01-09,50
2016-01-10,50
2016-01-11,50
2016-01-12,50
2016-01-13,50
2016-01-14,51
2016-01-15,51
2016-01-16,51
2016-01-17,51
2016-01-18,51
2016-01-19,52
2016-01-20,52
2016-01-21,52
2016-01-22,52
2016-01-23,50
2016-01-24,50
2016-01-25,50
2016-01-26,50
2016-01-27,50
2016-01-28,50
2016-01-29,50
2016-01-30,50
2016-01-31,50
2016-02-01,50
2016-02-02,50
2016-02-03,50
2016-02-04,50
2016-02-05,50
2016-02-06,50
2016-02-07,50
2016-02-08,50
2016-02-09,50
2016-02-10,50
2016-02-11,51
2016-02-12,51
2016-02-13,51
2016-02-14,51
2016-02-15,50
2016-02-16,50
2016-02-17,50
2016-02-18,50
2016-02-19,50
2016-02-20,51
2016-02-21,51
2016-02-22,51
2016-02-23,51
2016-02-24,51
2016-02-25,51
2016-02-26,51
2016-02-27,50
2016-02-28,50
2016-02-29,50
2016-03-01,50
2016-03-02,50
2016-03-03,50
2016-03-04,50
2016-03-05,50
2016-03-06,50
2016-03-07,49
2016-03-08,49
2016-03-09,49
2016-03-10,49
2016-03-11,50
2016-03-12,50
2016-03-13,50
2016-03-14,50
2016-03-15,49
2016-03-16,49
2016-03-17,49
2016-03-18,49
2016-03-19,49
2016-03-20,49
2016-03-21,49
2016-03-22,49
2016-03-23,48
2016-03-24,48
2016-03-25,48
2016-03-26,50
2016-03-27,50
2016-03-28,50
2016-03-29,50
2016-03-30,50
2016-03-31,50
2016-04-01,50
2016-04-02,50
2016-04-03,49
2016-04-04,49
2016-04-05,49
2016-04-06,49
2016-04-07,50
2016-04-08,50
2016-04-09,50
2016-04-10,51
2016-04-11,51
2016-04-12,51
2016-04-13,51
2016-04-14,51
2016-04-15,52
2016-04-16,52
2016-04-17,52
2016-04-18,52
2016-04-19,51
2016-04-20,51
2016-04-21,51
2016-04-22,51
2016-04-23,49
2016-04-24,49
2016-04-25,49
2016-04-26,49
2016-04-27,49
2016-04-28,49
2016-04-29,49
2016-04-30,47
2016-05-01,47
2016-05-02,47
2016-05-03,44
2016-05-04,44
2016-05-05,44
2016-05-06,44
2016-05-07,43
2016-05-08,43
2016-05-09,43
2016-05-10,43
2016-05-11,43
2016-05-12,43
2016-05-13,43
2016-05-14,43
2016-05-15,43
2016-05-16,43
