date_obj,Yew%20roots price
2015-03-26,2480
2015-03-27,2480
2015-03-28,2480
2015-03-29,2480
2015-03-30,2480
2015-03-31,2480
2015-04-01,2371
2015-04-02,2371
2015-04-03,2371
2015-04-04,2371
2015-04-05,2371
2015-04-06,2371
2015-04-07,2371
2015-04-08,2371
2015-04-09,2256
2015-04-10,2256
2015-04-11,2256
2015-04-12,2256
2015-04-13,2256
2015-04-14,2256
2015-04-15,2256
2015-04-16,2152
2015-04-17,2152
2015-04-18,2152
2015-04-19,2152
2015-04-20,2152
2015-04-21,2152
2015-04-22,2152
2015-04-23,2152
2015-04-24,2152
2015-04-25,2057
2015-04-26,2057
2015-04-27,2057
2015-04-28,2057
2015-04-29,2057
2015-04-30,2057
2015-05-01,2057
2015-05-02,2057
2015-05-03,1961
2015-05-04,1961
2015-05-05,1961
2015-05-06,1961
2015-05-07,1961
2015-05-08,1961
2015-05-09,1961
2015-05-10,1961
2015-05-11,1961
2015-05-12,1868
2015-05-13,1868
2015-05-14,1868
2015-05-15,1868
2015-05-16,1868
2015-05-17,1868
2015-05-18,1868
2015-05-19,1868
2015-05-20,1868
2015-05-21,1868
2015-05-22,1776
2015-05-23,1776
2015-05-24,1776
2015-05-25,1776
2015-05-26,1776
2015-05-27,1776
2015-05-28,1690
2015-05-29,1690
2015-05-30,1690
2015-05-31,1690
2015-06-01,1690
2015-06-02,1608
2015-06-03,1608
2015-06-04,1608
2015-06-05,1608
2015-06-06,1608
2015-06-07,1608
2015-06-08,1608
2015-06-09,1530
2015-06-10,1530
2015-06-11,1530
2015-06-12,1530
2015-06-13,1530
2015-06-14,1530
2015-06-15,1465
2015-06-16,1465
2015-06-17,1465
2015-06-18,1465
2015-06-19,1465
2015-06-20,1465
2015-06-21,1465
2015-06-22,1394
2015-06-23,1394
2015-06-24,1394
2015-06-25,1394
2015-06-26,1394
2015-06-27,1394
2015-06-28,1326
2015-06-29,1326
2015-06-30,1326
2015-07-01,1326
2015-07-02,1326
2015-07-03,1326
2015-07-04,1326
2015-07-05,1326
2015-07-06,1260
2015-07-07,1260
2015-07-08,1260
2015-07-09,1260
2015-07-10,1260
2015-07-11,1260
2015-07-12,1260
2015-07-13,1199
2015-07-14,1199
2015-07-15,1199
2015-07-16,1199
2015-07-17,1199
2015-07-18,1199
2015-07-19,1141
2015-07-20,1141
2015-07-21,1141
2015-07-22,1141
2015-07-23,1141
2015-07-24,1141
2015-07-25,1089
2015-07-26,1089
2015-07-27,1089
2015-07-28,1089
2015-07-29,1089
2015-07-30,1037
2015-07-31,1037
2015-08-01,1037
2015-08-02,1037
2015-08-03,1037
2015-08-04,994
2015-08-05,994
2015-08-06,994
2015-08-07,994
2015-08-08,994
2015-08-09,960
2015-08-10,960
2015-08-11,960
2015-08-12,960
2015-08-13,960
2015-08-14,960
2015-08-15,914
2015-08-16,914
2015-08-17,914
2015-08-18,914
2015-08-19,914
2015-08-20,891
2015-08-21,891
2015-08-22,891
2015-08-23,891
2015-08-24,891
2015-08-25,891
2015-08-26,891
2015-08-27,862
2015-08-28,862
2015-08-29,862
2015-08-30,862
2015-08-31,862
2015-09-01,862
2015-09-02,862
2015-09-03,827
2015-09-04,827
2015-09-05,827
2015-09-06,827
2015-09-07,827
2015-09-08,827
2015-09-09,827
2015-09-10,830
2015-09-11,830
2015-09-12,830
2015-09-13,830
2015-09-14,830
2015-09-15,830
2015-09-16,830
2015-09-17,805
2015-09-18,805
2015-09-19,805
2015-09-20,805
2015-09-21,805
2015-09-22,805
2015-09-23,805
2015-09-24,782
2015-09-25,782
2015-09-27,782
2015-09-28,782
2015-09-29,782
2015-09-30,747
2015-10-05,747
2015-10-06,756
2015-10-07,756
2015-10-08,756
2015-10-09,756
2015-10-10,756
2015-10-11,756
2015-10-12,756
2015-10-13,756
2015-10-14,756
2015-10-15,778
2015-10-16,778
2015-10-17,778
2015-10-18,778
2015-10-19,778
2015-10-20,778
2015-10-22,742
2015-10-23,742
2015-10-24,742
2015-10-25,742
2015-10-26,742
2015-10-27,742
2015-10-29,713
2015-10-30,713
2015-10-31,713
2015-11-01,713
2015-11-02,713
2015-11-03,713
2015-11-05,713
2015-11-06,683
2015-11-07,683
2015-11-08,683
2015-11-09,683
2015-11-10,683
2015-11-11,683
2015-11-12,683
2015-11-13,683
2015-11-14,683
2015-11-15,659
2015-11-16,659
2015-11-17,659
2015-11-18,659
2015-11-19,659
2015-11-20,659
2015-11-21,659
2015-11-22,629
2015-11-23,629
2015-11-24,629
2015-11-25,629
2015-11-26,629
2015-11-27,629
2015-11-28,629
2015-11-29,612
2015-11-30,612
2015-12-01,612
2015-12-02,612
2015-12-03,612
2015-12-04,612
2015-12-05,612
2015-12-06,604
2015-12-07,604
2015-12-08,604
2015-12-09,604
2015-12-10,604
2015-12-11,604
2015-12-13,604
2015-12-14,604
2015-12-15,601
2015-12-16,601
2015-12-17,601
2015-12-18,601
2015-12-19,601
2015-12-20,601
2015-12-21,601
2015-12-22,590
2015-12-23,590
2015-12-24,590
2015-12-25,590
2015-12-26,590
2015-12-27,590
2015-12-28,590
2015-12-29,599
2015-12-30,599
2015-12-31,599
2016-01-01,599
2016-01-02,599
2016-01-03,599
2016-01-04,584
2016-01-05,584
2016-01-06,584
2016-01-07,584
2016-01-08,584
2016-01-09,557
2016-01-10,557
2016-01-11,557
2016-01-12,557
2016-01-13,557
2016-01-14,557
2016-01-15,535
2016-01-16,535
2016-01-18,535
2016-01-19,535
2016-01-20,513
2016-01-21,513
2016-01-22,513
2016-01-23,513
2016-01-24,513
2016-01-25,498
2016-01-26,498
2016-01-27,498
2016-01-28,498
2016-01-29,498
2016-01-30,498
2016-01-31,481
2016-02-01,481
2016-02-02,481
2016-02-03,481
2016-02-04,481
2016-02-05,481
2016-02-06,506
2016-02-07,506
2016-02-08,506
2016-02-09,506
2016-02-10,506
2016-02-11,506
2016-02-12,506
2016-02-13,502
2016-02-14,502
2016-02-15,502
2016-02-16,502
2016-02-17,502
2016-02-18,502
2016-02-19,518
2016-02-20,518
2016-02-21,518
2016-02-22,518
2016-02-23,518
2016-02-24,518
2016-02-25,544
2016-02-26,544
2016-02-27,544
2016-02-28,544
2016-02-29,544
2016-03-01,544
2016-03-02,572
2016-03-03,572
2016-03-04,572
2016-03-05,572
2016-03-06,572
2016-03-07,549
2016-03-08,549
2016-03-09,549
2016-03-10,549
2016-03-11,549
2016-03-12,553
2016-03-13,553
2016-03-14,553
2016-03-15,553
2016-03-16,553
2016-03-17,553
2016-03-18,532
2016-03-19,532
2016-03-20,532
2016-03-21,532
2016-03-22,532
2016-03-23,532
2016-03-24,520
2016-03-25,520
2016-03-26,520
2016-03-27,520
2016-03-28,520
2016-03-29,539
2016-03-30,539
2016-03-31,539
2016-04-01,539
2016-04-02,539
2016-04-03,525
2016-04-04,525
2016-04-05,525
2016-04-06,525
2016-04-07,525
2016-04-08,529
2016-04-09,529
2016-04-10,529
2016-04-11,529
2016-04-12,529
2016-04-13,513
2016-04-14,513
2016-04-15,513
2016-04-16,513
2016-04-17,522
2016-04-18,522
2016-04-19,522
2016-04-20,522
2016-04-21,522
2016-04-22,508
