date_obj,Pearl%20bolts%20(e) price
2015-03-26,159
2015-03-27,159
2015-03-28,159
2015-03-29,159
2015-03-30,159
2015-03-31,159
2015-04-01,159
2015-04-02,159
2015-04-03,151
2015-04-04,151
2015-04-05,151
2015-04-06,151
2015-04-07,151
2015-04-08,151
2015-04-09,151
2015-04-10,151
2015-04-11,151
2015-04-12,151
2015-04-13,151
2015-04-14,151
2015-04-15,143
2015-04-16,150
2015-04-17,150
2015-04-18,146
2015-04-19,146
2015-04-20,146
2015-04-21,146
2015-04-22,146
2015-04-23,146
2015-04-24,138
2015-04-25,138
2015-04-26,138
2015-04-27,138
2015-04-28,138
2015-04-29,138
2015-04-30,138
2015-05-01,138
2015-05-02,131
2015-05-03,131
2015-05-04,131
2015-05-05,131
2015-05-06,131
2015-05-07,131
2015-05-08,131
2015-05-09,131
2015-05-10,131
2015-05-11,131
2015-05-12,124
2015-05-13,124
2015-05-14,124
2015-05-15,124
2015-05-16,124
2015-05-17,124
2015-05-18,124
2015-05-19,124
2015-05-20,124
2015-05-21,124
2015-05-22,124
2015-05-23,124
2015-05-24,124
2015-05-25,124
2015-05-26,119
2015-05-27,119
2015-05-28,119
2015-05-29,119
2015-05-30,119
2015-05-31,119
2015-06-01,119
2015-06-02,119
2015-06-03,114
2015-06-04,114
2015-06-05,114
2015-06-06,114
2015-06-07,114
2015-06-08,114
2015-06-09,114
2015-06-10,114
2015-06-11,108
2015-06-12,108
2015-06-13,108
2015-06-14,108
2015-06-15,108
2015-06-16,108
2015-06-17,108
2015-06-18,108
2015-06-19,103
2015-06-20,103
2015-06-21,103
2015-06-22,103
2015-06-23,103
2015-06-24,103
2015-06-25,103
2015-06-26,103
2015-06-27,103
2015-06-28,98
2015-06-29,98
2015-06-30,98
2015-07-01,98
2015-07-02,98
2015-07-03,98
2015-07-04,98
2015-07-05,98
2015-07-06,98
2015-07-07,94
2015-07-08,94
2015-07-09,94
2015-07-10,94
2015-07-11,94
2015-07-12,94
2015-07-13,94
2015-07-14,94
2015-07-15,94
2015-07-16,94
2015-07-17,92
2015-07-18,92
2015-07-19,92
2015-07-20,92
2015-07-21,92
2015-07-22,92
2015-07-23,92
2015-07-24,92
2015-07-25,90
2015-07-26,90
2015-07-27,90
2015-07-28,90
2015-07-29,90
2015-07-30,90
2015-07-31,90
2015-08-01,90
2015-08-02,90
2015-08-03,90
2015-08-04,88
2015-08-05,88
2015-08-06,88
2015-08-07,88
2015-08-08,88
2015-08-09,88
2015-08-10,88
2015-08-11,88
2015-08-12,88
2015-08-13,88
2015-08-14,88
2015-08-15,86
2015-08-16,86
2015-08-17,86
2015-08-18,86
2015-08-19,86
2015-08-20,86
2015-08-21,86
2015-08-22,86
2015-08-23,84
2015-08-24,84
2015-08-25,84
2015-08-26,84
2015-08-27,84
2015-08-28,84
2015-08-29,84
2015-08-30,84
2015-08-31,84
2015-09-01,84
2015-09-02,84
2015-09-03,84
2015-09-04,84
2015-09-05,84
2015-09-06,84
2015-09-07,84
2015-09-08,84
2015-09-09,84
2015-09-10,84
2015-09-11,84
2015-09-12,84
2015-09-13,83
2015-09-14,83
2015-09-15,83
2015-09-16,83
2015-09-17,83
2015-09-18,83
2015-09-19,83
2015-09-20,83
2015-09-21,83
2015-09-22,83
2015-09-23,83
2015-09-24,83
2015-09-25,83
2015-09-27,81
2015-09-28,81
2015-09-29,81
2015-09-30,81
2015-10-05,81
2015-10-06,81
2015-10-07,81
2015-10-08,81
2015-10-09,78
2015-10-10,78
2015-10-11,78
2015-10-12,78
2015-10-13,78
2015-10-14,78
2015-10-15,78
2015-10-16,78
2015-10-17,78
2015-10-18,78
2015-10-19,78
2015-10-20,78
2015-10-22,77
2015-10-23,77
2015-10-24,77
2015-10-25,77
2015-10-26,77
2015-10-27,77
2015-10-29,77
2015-10-30,77
2015-10-31,77
2015-11-01,77
2015-11-02,77
2015-11-03,77
2015-11-04,77
2015-11-05,75
2015-11-06,75
2015-11-07,75
2015-11-08,75
2015-11-09,75
2015-11-10,75
2015-11-11,75
2015-11-12,75
2015-11-13,75
2015-11-14,75
2015-11-15,75
2015-11-16,75
2015-11-17,75
2015-11-18,75
2015-11-19,73
2015-11-20,73
2015-11-21,73
2015-11-22,73
2015-11-23,73
2015-11-24,73
2015-11-25,73
2015-11-26,73
2015-11-27,73
2015-11-28,73
2015-11-29,73
2015-11-30,73
2015-12-01,73
2015-12-02,74
2015-12-03,74
2015-12-04,74
2015-12-05,74
2015-12-06,74
2015-12-07,74
2015-12-08,74
2015-12-09,74
2015-12-10,74
2015-12-11,74
2015-12-12,74
2015-12-13,74
2015-12-14,74
2015-12-15,75
2015-12-16,75
2015-12-17,75
2015-12-18,75
2015-12-19,75
2015-12-20,75
2015-12-21,75
2015-12-22,75
2015-12-23,75
2015-12-24,75
2015-12-25,75
2015-12-26,75
2015-12-27,75
2015-12-28,75
2015-12-29,75
2015-12-30,75
2015-12-31,75
2016-01-01,75
2016-01-02,75
2016-01-03,75
2016-01-04,75
2016-01-05,73
2016-01-06,73
2016-01-07,73
2016-01-08,73
2016-01-09,73
2016-01-10,73
2016-01-11,73
2016-01-12,73
2016-01-13,73
2016-01-14,73
2016-01-15,73
2016-01-16,73
2016-01-17,73
2016-01-18,73
2016-01-19,73
2016-01-20,73
2016-01-21,73
2016-01-22,73
2016-01-23,73
2016-01-24,73
2016-01-25,73
2016-01-26,73
2016-01-27,73
2016-01-28,73
2016-01-29,73
2016-01-30,73
2016-01-31,73
2016-02-01,73
2016-02-02,73
2016-02-03,73
2016-02-04,73
2016-02-05,73
2016-02-06,73
2016-02-07,73
2016-02-08,73
2016-02-09,73
2016-02-10,73
2016-02-11,73
2016-02-12,73
2016-02-13,73
2016-02-14,73
2016-02-15,73
2016-02-16,73
2016-02-17,73
2016-02-18,73
2016-02-19,71
2016-02-20,71
2016-02-21,71
2016-02-22,71
2016-02-23,71
2016-02-24,71
2016-02-25,71
2016-02-26,71
2016-02-27,71
2016-02-28,71
2016-02-29,71
2016-03-01,70
2016-03-02,70
2016-03-03,70
2016-03-04,70
2016-03-05,70
2016-03-06,70
2016-03-07,70
2016-03-08,70
2016-03-09,70
2016-03-10,70
2016-03-11,70
2016-03-12,71
2016-03-13,71
2016-03-14,71
2016-03-15,71
2016-03-16,71
2016-03-17,71
2016-03-18,71
2016-03-19,71
2016-03-20,71
2016-03-21,71
2016-03-22,71
2016-03-23,71
2016-03-24,71
2016-03-25,71
2016-03-26,71
2016-03-27,71
2016-03-28,71
2016-03-29,71
2016-03-30,71
2016-03-31,71
2016-04-01,71
2016-04-02,71
2016-04-03,71
2016-04-04,71
2016-04-05,71
2016-04-06,71
2016-04-07,71
2016-04-08,71
2016-04-09,71
2016-04-10,71
2016-04-11,71
2016-04-12,71
2016-04-13,71
2016-04-14,71
2016-04-15,71
2016-04-16,71
2016-04-17,71
2016-04-18,71
2016-04-19,71
2016-04-20,71
2016-04-21,71
2016-04-22,71
2016-04-23,71
2016-04-24,71
2016-04-25,71
2016-04-26,73
2016-04-27,73
2016-04-28,73
2016-04-29,73
2016-04-30,73
2016-05-01,73
2016-05-02,73
2016-05-03,73
2016-05-04,73
2016-05-05,73
2016-05-06,73
2016-05-07,73
2016-05-08,74
2016-05-09,74
2016-05-10,74
2016-05-11,74
2016-05-12,74
2016-05-13,74
2016-05-14,74
2016-05-15,74
2016-05-16,74
2016-05-17,74
2016-05-18,74
2016-05-19,72
2016-05-22,72
2016-05-23,72
2016-05-24,72
2016-05-25,72
2016-05-26,72
2016-05-27,72
2016-05-28,72
2016-05-29,72
2016-05-30,70
2016-05-31,70
2016-06-01,70
2016-06-02,70
2016-06-03,70
2016-06-04,70
2016-06-05,70
2016-06-06,70
2016-06-07,70
2016-06-08,70
2016-06-09,67
2016-06-10,67
2016-06-11,67
2016-06-12,67
2016-06-13,67
2016-06-14,67
2016-06-15,67
2016-06-16,67
2016-06-17,67
2016-06-18,63
2016-06-19,63
2016-06-20,63
2016-06-21,63
2016-06-22,63
2016-06-23,63
2016-06-24,63
2016-06-25,63
2016-06-26,63
2016-06-27,63
2016-06-28,63
2016-06-29,63
2016-06-30,63
2016-07-01,63
2016-07-02,63
2016-07-03,63
2016-07-04,63
2016-07-06,62
2016-07-07,62
2016-07-08,62
2016-07-09,62
2016-07-10,62
2016-07-11,62
2016-07-12,62
2016-07-13,62
2016-07-14,62
2016-07-15,62
2016-07-16,62
2016-07-17,62
2016-07-18,62
2016-07-23,62
2016-07-24,62
2016-07-25,62
2016-07-26,62
2016-07-27,62
2016-07-28,62
2016-07-29,62
2016-07-30,62
2016-07-31,62
2016-08-01,61
2016-08-02,61
2016-08-03,61
2016-08-04,61
2016-08-05,61
2016-08-06,61
2016-08-07,61
2016-08-08,61
2016-08-09,61
2016-08-10,61
2016-08-11,61
2016-08-12,61
2016-08-13,61
2016-08-14,61
2016-08-15,61
2016-08-16,61
2016-08-17,62
2016-08-18,62
2016-08-19,62
2016-08-20,62
2016-08-21,62
2016-08-22,62
2016-08-23,62
2016-08-24,62
2016-08-25,62
2016-08-26,62
2016-08-28,62
2016-08-31,62
2016-09-01,62
2016-09-02,62
2016-09-03,62
2016-09-04,61
2016-09-05,61
2016-09-06,61
2016-09-07,61
2016-09-08,61
2016-09-09,61
2016-09-10,61
2016-09-11,61
2016-09-12,61
2016-09-13,61
2016-09-14,61
2016-09-15,61
2016-09-16,61
2016-09-17,61
2016-09-18,61
2016-09-19,61
2016-09-20,61
2016-09-21,58
2016-09-22,58
2016-09-23,58
2016-09-24,58
2016-09-25,58
2016-09-26,58
2016-09-27,58
2016-09-28,58
2016-09-29,58
2016-09-30,58
2016-10-01,58
2016-10-02,58
2016-10-03,58
2016-10-04,58
2016-10-05,58
2016-10-06,58
2016-10-07,58
2016-10-08,57
2016-10-09,57
2016-10-10,57
2016-10-11,57
2016-10-12,57
2016-10-13,57
2016-10-14,57
2016-10-15,57
2016-10-16,57
2016-10-17,57
2016-10-18,57
2016-10-19,57
2016-10-20,57
2016-10-21,57
2016-10-22,55
2016-10-23,55
2016-10-24,55
2016-10-25,55
2016-10-26,55
2016-10-27,55
2016-10-28,55
2016-10-29,55
2016-10-30,55
2016-10-31,55
2016-11-01,55
2016-11-02,55
2016-11-03,55
2016-11-04,55
2016-11-05,55
2016-11-06,55
2016-11-07,55
2016-11-08,55
2016-11-09,55
2016-11-10,55
2016-11-11,55
2016-11-12,55
2016-11-13,55
2016-11-14,55
2016-12-07,55
2016-12-08,56
2016-12-09,56
2016-12-10,56
2016-12-11,56
2016-12-12,56
2016-12-13,56
2016-12-14,56
2016-12-15,56
2016-12-16,56
2016-12-17,56
2016-12-18,56
2016-12-19,56
2016-12-20,56
2016-12-21,56
2016-12-22,56
2016-12-23,56
2016-12-24,57
2016-12-25,57
2016-12-26,57
2016-12-27,57
2016-12-28,57
2016-12-29,57
2016-12-30,57
2016-12-31,57
2017-01-01,57
2017-01-02,57
2017-01-03,57
2017-01-04,57
2017-01-05,57
2017-01-06,58
2017-01-07,58
2017-01-08,58
2017-01-09,58
2017-01-10,58
2017-01-11,58
2017-01-12,58
2017-01-13,58
2017-01-14,58
2017-01-15,58
2017-01-16,58
2017-01-17,58
2017-01-18,58
2017-01-19,58
2017-01-20,58
2017-01-21,58
2017-01-22,58
2017-01-27,59
2017-01-28,59
2017-01-29,59
2017-01-30,59
2017-01-31,59
2017-02-01,59
2017-02-02,59
2017-02-03,59
2017-02-04,59
2017-02-05,59
2017-02-06,59
2017-02-07,59
2017-02-08,58
2017-02-09,58
2017-02-10,58
2017-02-11,58
2017-02-12,58
2017-02-13,58
2017-02-14,58
2017-02-15,58
2017-02-16,58
2017-02-18,55
2017-02-19,55
2017-02-20,55
2017-02-21,55
2017-02-22,55
2017-02-23,55
2017-02-24,55
2017-02-25,55
2017-02-26,55
2017-02-27,55
2017-02-28,53
2017-03-01,53
2017-03-02,53
2017-03-03,53
2017-03-04,53
2017-03-05,53
2017-03-06,53
2017-03-07,53
2017-03-08,53
2017-03-09,53
2017-03-10,53
2017-03-11,51
2017-03-12,51
2017-03-13,51
2017-03-14,51
2017-03-15,51
2017-03-16,51
2017-03-17,51
2017-03-18,51
2017-03-19,51
2017-03-20,51
2017-03-21,50
2017-03-22,50
2017-03-23,50
2017-03-24,50
2017-03-25,50
2017-03-26,50
2017-03-27,50
2017-03-28,50
2017-03-29,50
2017-03-30,50
2017-03-31,50
2017-04-01,51
2017-04-02,51
2017-04-03,51
2017-04-04,51
2017-04-12,54
2017-04-13,54
2017-04-14,54
2017-04-15,54
2017-04-16,54
2017-04-17,54
2017-04-18,54
2017-04-19,54
2017-04-20,54
2017-04-21,54
2017-04-22,54
2017-04-23,54
2017-04-24,56
2017-04-25,56
2017-04-26,56
2017-04-27,56
2017-04-28,56
2017-04-29,56
2017-04-30,56
2017-05-01,56
2017-05-02,56
2017-05-03,56
2017-05-04,59
2017-05-05,59
2017-05-06,59
2017-05-07,59
2017-05-08,59
2017-05-09,59
2017-05-10,59
2017-05-11,59
2017-05-12,59
2017-05-13,59
2017-05-14,59
2017-05-15,59
2017-05-16,58
2017-05-17,58
2017-05-18,58
2017-05-19,58
2017-05-20,58
2017-05-21,58
2017-05-22,58
2017-05-23,58
2017-05-24,58
2017-05-25,58
2017-05-26,58
2017-05-27,57
2017-05-28,57
2017-05-29,57
2017-05-30,57
2017-05-31,57
2017-06-01,57
2017-06-02,57
2017-06-03,57
2017-06-06,58
2017-06-07,58
2017-06-08,58
2017-06-09,58
2017-06-10,58
2017-06-11,58
2017-06-12,57
2017-06-13,57
2017-06-14,57
2017-06-15,57
2017-06-16,57
2017-06-17,57
2017-06-18,57
2017-06-19,57
2017-06-20,57
2017-06-21,57
2017-06-22,57
2017-06-23,57
2017-06-24,57
2017-06-25,57
2017-06-26,57
2017-06-27,57
2017-06-28,57
2017-06-29,57
2017-06-30,57
2017-07-01,57
2017-07-02,57
2017-07-03,57
2017-07-04,55
2017-07-05,55
2017-07-06,55
2017-07-07,55
2017-07-08,55
2017-07-13,55
2017-07-14,55
2017-07-15,55
2017-07-16,53
2017-07-17,53
2017-07-18,53
2017-07-19,53
2017-07-20,53
2017-07-21,53
2017-07-22,53
2017-07-23,53
2017-07-24,53
2017-07-25,53
2017-07-26,53
2017-07-27,52
2017-07-28,52
2017-07-29,52
2017-07-30,52
2017-07-31,52
2017-08-01,52
2017-08-02,52
2017-08-03,52
2017-08-04,52
2017-08-05,51
2017-08-06,51
2017-08-09,51
2017-08-10,51
2017-08-11,51
2017-08-12,51
2017-08-13,51
2017-08-14,51
2017-08-15,49
2017-08-17,49
2017-08-18,49
2017-08-19,49
2017-08-20,49
2017-08-21,49
2017-08-22,49
2017-08-23,49
2017-08-24,49
2017-08-25,49
2017-08-26,47
2017-08-27,47
2017-08-28,47
2017-08-29,47
2017-08-30,47
2017-08-31,47
2017-09-01,47
2017-09-02,47
2017-09-03,47
2017-09-04,46
2017-09-05,46
2017-09-06,46
2017-09-07,46
2017-09-08,46
2017-09-09,46
2017-09-10,46
2017-09-11,46
2017-09-12,46
2017-09-13,46
2017-09-14,46
2017-09-15,46
2017-09-16,46
2017-09-17,46
2017-09-19,46
2017-09-20,46
2017-09-21,46
2017-09-22,46
2017-09-23,46
2017-09-24,46
2017-09-25,46
2017-09-26,46
2017-09-27,46
2017-09-28,46
2017-09-29,46
2017-09-30,46
2017-10-01,46
2017-10-02,46
2017-10-03,46
2017-10-04,46
2017-10-05,46
2017-10-06,46
2017-10-07,46
2017-10-08,46
2017-10-09,46
