date_obj,Emerald%20bolt%20tips price
2015-03-26,432
2015-03-27,432
2015-03-28,411
2015-03-29,411
2015-03-30,411
2015-03-31,411
2015-04-01,411
2015-04-02,411
2015-04-03,411
2015-04-04,411
2015-04-05,390
2015-04-06,390
2015-04-07,390
2015-04-08,390
2015-04-09,390
2015-04-10,390
2015-04-11,390
2015-04-12,390
2015-04-13,371
2015-04-14,371
2015-04-15,371
2015-04-16,371
2015-04-17,371
2015-04-18,371
2015-04-19,371
2015-04-20,371
2015-04-21,371
2015-04-22,371
2015-04-23,352
2015-04-24,352
2015-04-25,352
2015-04-26,352
2015-04-27,352
2015-04-28,352
2015-04-29,352
2015-04-30,352
2015-05-01,352
2015-05-02,335
2015-05-03,335
2015-05-04,335
2015-05-05,335
2015-05-06,335
2015-05-07,335
2015-05-08,335
2015-05-09,335
2015-05-10,335
2015-05-11,335
2015-05-12,335
2015-05-13,318
2015-05-14,318
2015-05-15,318
2015-05-16,318
2015-05-17,318
2015-05-18,318
2015-05-19,318
2015-05-20,318
2015-05-21,318
2015-05-22,318
2015-05-23,318
2015-05-24,318
2015-05-25,302
2015-05-26,302
2015-05-27,302
2015-05-28,302
2015-05-29,302
2015-05-30,302
2015-05-31,302
2015-06-01,287
2015-06-02,287
2015-06-03,287
2015-06-04,287
2015-06-05,287
2015-06-06,287
2015-06-07,287
2015-06-08,272
2015-06-09,272
2015-06-10,272
2015-06-11,272
2015-06-12,272
2015-06-13,272
2015-06-14,272
2015-06-15,272
2015-06-16,259
2015-06-17,259
2015-06-18,259
2015-06-19,259
2015-06-20,259
2015-06-21,259
2015-06-22,259
2015-06-23,259
2015-06-24,247
2015-06-25,247
2015-06-26,247
2015-06-27,247
2015-06-28,247
2015-06-29,247
2015-06-30,247
2015-07-01,247
2015-07-02,247
2015-07-03,234
2015-07-04,234
2015-07-05,234
2015-07-06,234
2015-07-07,234
2015-07-08,234
2015-07-09,234
2015-07-10,234
2015-07-11,234
2015-07-12,222
2015-07-13,222
2015-07-14,222
2015-07-15,222
2015-07-16,222
2015-07-17,222
2015-07-18,222
2015-07-19,222
2015-07-20,211
2015-07-21,211
2015-07-22,211
2015-07-23,211
2015-07-24,211
2015-07-25,211
2015-07-26,211
2015-07-27,211
2015-07-28,211
2015-07-29,200
2015-07-30,200
2015-07-31,200
2015-08-01,200
2015-08-02,200
2015-08-03,200
2015-08-04,200
2015-08-05,200
2015-08-06,200
2015-08-07,190
2015-08-08,190
2015-08-09,190
2015-08-10,190
2015-08-11,190
2015-08-12,190
2015-08-13,190
2015-08-14,190
2015-08-15,182
2015-08-16,182
2015-08-17,182
2015-08-18,182
2015-08-19,182
2015-08-20,182
2015-08-21,182
2015-08-22,182
2015-08-23,182
2015-08-24,172
2015-08-25,172
2015-08-26,172
2015-08-27,172
2015-08-28,172
2015-08-29,172
2015-08-30,172
2015-08-31,172
2015-09-01,172
2015-09-02,172
2015-09-03,172
2015-09-04,163
2015-09-05,163
2015-09-06,163
2015-09-07,163
2015-09-08,163
2015-09-09,163
2015-09-10,163
2015-09-11,163
2015-09-12,163
2015-09-13,163
2015-09-14,155
2015-09-15,155
2015-09-16,155
2015-09-17,155
2015-09-18,155
2015-09-19,155
2015-09-20,155
2015-09-21,155
2015-09-22,155
2015-09-23,155
2015-09-24,147
2015-09-25,147
2015-09-27,147
2015-09-28,147
2015-09-29,147
2015-09-30,147
2015-10-05,140
2015-10-06,140
2015-10-07,140
2015-10-08,140
2015-10-09,140
2015-10-10,140
2015-10-11,140
2015-10-12,140
2015-10-13,140
2015-10-14,140
2015-10-15,140
2015-10-16,140
2015-10-17,140
2015-10-18,134
2015-10-19,134
2015-10-20,134
2015-10-22,134
2015-10-23,134
2015-10-24,134
2015-10-25,134
2015-10-26,134
2015-10-27,134
2015-10-29,128
2015-10-30,128
2015-10-31,128
2015-11-01,128
2015-11-02,128
2015-11-03,128
2015-11-04,128
2015-11-05,128
2015-11-06,128
2015-11-07,128
2015-11-08,128
2015-11-09,122
2015-11-10,122
2015-11-11,122
2015-11-12,122
2015-11-13,122
2015-11-14,122
2015-11-15,122
2015-11-16,122
2015-11-17,122
2015-11-18,122
2015-11-19,122
2015-11-20,122
2015-11-21,122
2015-11-22,118
2015-11-23,118
2015-11-24,118
2015-11-25,118
2015-11-26,118
2015-11-27,118
2015-11-28,118
2015-11-29,118
2015-11-30,118
2015-12-01,118
2015-12-02,118
2015-12-03,118
2015-12-04,118
2015-12-05,118
2015-12-06,118
2015-12-07,118
2015-12-08,118
2015-12-09,118
2015-12-10,118
2015-12-11,118
2015-12-12,118
2015-12-13,118
2015-12-14,118
2015-12-15,118
2015-12-16,122
2015-12-17,122
2015-12-18,122
2015-12-19,122
2015-12-20,122
2015-12-21,122
2015-12-22,122
2015-12-23,122
2015-12-24,122
2015-12-25,122
2015-12-26,122
2015-12-27,121
2015-12-28,121
2015-12-29,121
2015-12-30,121
2015-12-31,121
2016-01-01,121
2016-01-02,121
2016-01-03,122
2016-01-04,122
2016-01-05,122
2016-01-06,122
2016-01-07,122
2016-01-08,122
2016-01-09,122
2016-01-10,122
2016-01-11,122
2016-01-12,125
2016-01-13,125
2016-01-14,125
2016-01-15,125
2016-01-16,125
2016-01-17,125
2016-01-18,125
2016-01-19,125
2016-01-20,125
2016-01-21,128
2016-01-22,128
2016-01-23,128
2016-01-24,128
2016-01-25,128
2016-01-26,128
2016-01-27,128
2016-01-28,128
2016-01-29,128
2016-01-30,127
2016-01-31,127
2016-02-01,127
2016-02-02,127
2016-02-03,127
2016-02-04,127
2016-02-05,127
2016-02-06,127
2016-02-07,132
2016-02-08,132
2016-02-09,132
2016-02-10,132
2016-02-11,132
2016-02-12,132
2016-02-13,132
2016-02-14,132
2016-02-15,132
2016-02-16,132
2016-02-17,136
2016-02-18,136
2016-02-19,136
2016-02-20,136
2016-02-21,136
2016-02-22,136
2016-02-23,136
2016-02-24,136
2016-02-25,138
2016-02-26,138
2016-02-27,138
2016-02-28,138
2016-02-29,138
2016-03-01,138
2016-03-02,138
2016-03-03,138
2016-03-04,138
2016-03-05,138
2016-03-06,139
2016-03-07,139
2016-03-08,139
2016-03-09,139
2016-03-10,139
2016-03-11,139
2016-03-12,139
2016-03-13,139
2016-03-14,139
2016-03-15,139
2016-03-16,136
2016-03-17,136
2016-03-18,136
2016-03-19,136
2016-03-20,136
2016-03-21,136
2016-03-22,136
2016-03-23,136
2016-03-24,136
2016-03-25,136
2016-03-26,130
2016-03-27,130
2016-03-28,130
2016-03-29,130
2016-03-30,130
2016-03-31,130
2016-04-01,130
2016-04-02,130
2016-04-03,130
2016-04-04,130
2016-04-05,130
2016-04-06,128
2016-04-07,128
2016-04-08,128
2016-04-09,128
2016-04-10,128
2016-04-11,128
2016-04-12,128
2016-04-13,128
2016-04-14,128
2016-04-15,124
2016-04-16,124
2016-04-17,124
2016-04-18,124
2016-04-19,124
2016-04-20,124
2016-04-21,124
2016-04-22,124
2016-04-23,123
2016-04-24,123
2016-04-25,123
2016-04-26,123
2016-04-27,123
2016-04-28,123
2016-04-29,123
2016-04-30,123
2016-05-01,123
2016-05-02,123
2016-05-03,123
2016-05-04,123
2016-05-05,123
2016-05-06,123
2016-05-07,123
2016-05-08,123
2016-05-09,123
2016-05-10,120
2016-05-11,120
2016-05-12,120
2016-05-13,120
2016-05-14,120
2016-05-15,120
2016-05-16,120
2016-05-17,120
2016-05-18,120
2016-05-19,116
2016-05-22,116
2016-05-23,116
2016-05-24,116
2016-05-25,116
2016-05-26,116
2016-05-27,116
2016-05-28,116
2016-05-29,115
2016-05-30,115
2016-05-31,115
2016-06-01,115
2016-06-02,115
2016-06-03,115
2016-06-04,115
2016-06-05,115
2016-06-06,115
2016-06-07,115
2016-06-08,115
2016-06-09,117
2016-06-10,117
2016-06-11,117
2016-06-12,117
2016-06-13,117
2016-06-14,117
2016-06-15,117
2016-06-16,117
2016-06-17,117
2016-06-18,117
2016-06-19,120
2016-06-20,120
2016-06-21,120
2016-06-22,120
2016-06-23,120
2016-06-24,120
2016-06-25,120
2016-06-26,120
2016-06-27,120
2016-06-28,124
2016-06-29,124
2016-06-30,124
2016-07-01,124
2016-07-02,124
2016-07-03,124
2016-07-04,124
2016-07-05,124
2016-07-06,131
2016-07-07,131
2016-07-08,131
2016-07-09,131
2016-07-10,131
2016-07-11,131
2016-07-12,131
2016-07-13,131
2016-07-14,131
2016-07-15,131
2016-07-16,137
2016-07-17,137
2016-07-18,137
2016-07-23,137
2016-07-24,137
2016-07-25,137
2016-07-26,137
2016-07-27,140
2016-07-28,140
2016-07-29,140
2016-07-30,140
2016-07-31,140
2016-08-01,140
2016-08-02,140
2016-08-03,140
2016-08-04,140
2016-08-05,140
2016-08-06,144
2016-08-07,144
2016-08-08,144
2016-08-09,144
2016-08-10,144
2016-08-11,144
2016-08-12,144
2016-08-13,144
2016-08-14,144
2016-08-15,144
2016-08-16,144
2016-08-17,144
2016-08-18,149
2016-08-19,149
2016-08-20,149
2016-08-21,149
2016-08-22,149
2016-08-23,149
2016-08-24,149
2016-08-25,149
2016-08-26,149
2016-08-28,149
2016-08-31,146
2016-09-01,146
2016-09-02,146
2016-09-03,146
2016-09-04,146
2016-09-05,146
2016-09-06,146
2016-09-07,139
2016-09-08,139
2016-09-09,139
2016-09-10,139
2016-09-11,139
2016-09-12,139
2016-09-13,139
2016-09-14,139
2016-09-15,139
2016-09-16,139
2016-09-17,135
2016-09-18,135
2016-09-19,135
2016-09-20,135
2016-09-21,135
2016-09-22,135
2016-09-23,135
2016-09-24,135
2016-09-25,135
2016-09-26,128
2016-09-27,128
2016-09-28,128
2016-09-29,128
2016-09-30,128
2016-10-01,128
2016-10-02,128
2016-10-03,128
2016-10-04,126
2016-10-05,126
2016-10-06,126
2016-10-07,126
2016-10-08,126
2016-10-09,126
2016-10-10,126
2016-10-11,126
2016-10-12,126
2016-10-13,120
2016-10-14,120
2016-10-15,120
2016-10-16,120
2016-10-17,120
2016-10-18,120
2016-10-19,114
2016-10-20,114
2016-10-21,114
2016-10-22,114
2016-10-23,114
2016-10-24,114
2016-10-25,114
2016-10-26,110
2016-10-27,110
2016-10-28,110
2016-10-29,110
2016-10-30,110
2016-10-31,110
2016-11-01,110
2016-11-02,110
2016-11-03,110
2016-11-04,107
2016-11-05,107
2016-11-06,107
2016-11-07,107
2016-11-08,107
2016-11-09,107
2016-11-10,107
2016-11-11,107
2016-11-12,104
2016-11-13,104
2016-11-14,104
2016-11-15,104
2016-12-07,95
2016-12-08,95
2016-12-09,95
2016-12-10,95
2016-12-11,95
2016-12-12,95
2016-12-13,95
2016-12-14,93
2016-12-15,93
2016-12-16,93
2016-12-17,93
2016-12-18,93
2016-12-19,93
2016-12-20,93
2016-12-21,93
2016-12-22,93
2016-12-23,92
2016-12-24,92
2016-12-25,92
2016-12-26,92
2016-12-27,92
2016-12-28,92
2016-12-29,92
2016-12-30,92
2016-12-31,92
2017-01-01,88
2017-01-02,88
2017-01-03,88
2017-01-04,88
2017-01-05,88
2017-01-06,88
2017-01-07,86
2017-01-08,86
2017-01-09,86
2017-01-10,86
2017-01-11,86
2017-01-12,83
2017-01-13,83
2017-01-14,83
2017-01-15,83
2017-01-16,83
2017-01-17,83
2017-01-18,79
2017-01-19,79
2017-01-20,79
2017-01-21,79
2017-01-22,79
2017-01-23,79
2017-01-27,76
2017-01-28,76
2017-01-29,73
2017-01-30,73
2017-01-31,73
2017-02-01,73
2017-02-02,73
2017-02-03,73
2017-02-04,69
2017-02-05,69
2017-02-06,69
2017-02-07,69
2017-02-08,69
2017-02-09,69
2017-02-10,69
2017-02-11,66
2017-02-12,66
2017-02-13,66
2017-02-14,66
2017-02-15,66
2017-02-16,66
2017-02-18,66
2017-02-19,65
2017-02-20,65
2017-02-21,65
2017-02-22,65
2017-02-23,65
2017-02-24,65
2017-02-25,65
2017-02-26,65
2017-02-27,65
2017-02-28,63
2017-03-01,63
2017-03-02,63
2017-03-03,63
2017-03-04,63
2017-03-05,63
2017-03-06,63
2017-03-07,60
2017-03-08,60
2017-03-09,60
2017-03-10,60
2017-03-11,60
2017-03-12,60
2017-03-13,60
2017-03-14,58
2017-03-15,58
2017-03-16,58
2017-03-17,58
2017-03-18,58
2017-03-19,58
2017-03-20,58
2017-03-21,57
2017-03-22,57
2017-03-23,57
2017-03-24,57
2017-03-25,57
2017-03-26,57
2017-03-27,57
2017-03-28,57
2017-03-29,55
2017-03-30,55
2017-03-31,55
2017-04-01,55
2017-04-02,55
2017-04-03,55
2017-04-04,55
2017-04-12,53
2017-04-13,52
2017-04-14,52
2017-04-15,52
2017-04-16,52
2017-04-17,52
2017-04-18,52
2017-04-19,52
2017-04-20,52
2017-04-21,51
2017-04-22,51
2017-04-23,51
2017-04-24,51
2017-04-25,51
2017-04-26,51
2017-04-27,51
2017-04-28,51
2017-04-29,51
2017-04-30,50
2017-05-01,50
2017-05-02,50
2017-05-03,50
2017-05-04,50
2017-05-05,50
2017-05-06,50
2017-05-07,50
2017-05-08,48
2017-05-09,48
2017-05-10,48
2017-05-11,48
2017-05-12,48
2017-05-13,48
2017-05-14,46
2017-05-15,46
2017-05-16,46
2017-05-17,46
2017-05-18,46
2017-05-19,46
2017-05-20,46
2017-05-21,45
2017-05-22,45
2017-05-23,45
2017-05-24,45
2017-05-25,45
2017-05-26,45
2017-05-27,45
2017-05-28,45
2017-05-29,45
2017-05-30,45
2017-05-31,45
2017-06-01,45
2017-06-02,45
2017-06-03,45
2017-06-04,45
2017-06-05,44
2017-06-06,44
2017-06-07,44
2017-06-08,44
2017-06-09,44
2017-06-10,44
2017-06-11,44
2017-06-12,44
2017-06-13,44
2017-06-14,44
2017-06-15,44
2017-06-16,44
2017-06-17,44
2017-06-18,44
2017-06-19,44
2017-06-20,44
2017-06-21,44
2017-06-22,44
2017-06-23,44
2017-06-24,44
2017-06-25,44
2017-06-26,44
2017-06-27,45
2017-06-28,45
2017-06-29,45
2017-06-30,45
2017-07-01,45
2017-07-02,45
2017-07-03,45
2017-07-04,47
2017-07-05,47
2017-07-06,47
2017-07-07,47
2017-07-08,47
2017-07-13,48
2017-07-14,48
2017-07-15,48
2017-07-16,48
2017-07-17,48
2017-07-18,48
2017-07-19,50
2017-07-20,50
2017-07-21,50
2017-07-22,50
2017-07-23,50
2017-07-24,50
2017-07-25,50
2017-07-26,52
2017-07-27,52
2017-07-28,52
2017-07-29,52
2017-07-30,52
2017-07-31,52
2017-08-01,52
2017-08-02,54
2017-08-03,54
2017-08-04,54
2017-08-05,54
2017-08-06,54
2017-08-09,56
2017-08-10,56
2017-08-11,56
2017-08-12,56
2017-08-13,56
2017-08-14,56
2017-08-15,58
2017-08-16,58
2017-08-17,58
2017-08-18,58
2017-08-19,58
2017-08-20,58
2017-08-21,60
2017-08-22,60
2017-08-23,60
2017-08-24,60
2017-08-25,60
2017-08-26,60
2017-08-27,61
2017-08-28,61
2017-08-29,61
2017-08-30,61
2017-08-31,61
2017-09-01,61
2017-09-03,61
2017-09-04,61
2017-09-05,61
2017-09-06,61
2017-09-07,61
2017-09-08,61
2017-09-09,61
2017-09-10,61
2017-09-11,61
2017-09-12,61
2017-09-13,61
2017-09-14,61
2017-09-15,61
2017-09-16,61
2017-09-17,61
2017-09-18,61
2017-09-19,61
2017-09-20,61
2017-09-21,61
2017-09-22,61
2017-09-23,61
2017-09-24,62
2017-09-25,62
2017-09-26,62
2017-09-27,62
2017-09-28,62
2017-09-29,62
2017-09-30,62
2017-10-01,62
2017-10-02,62
2017-10-03,62
2017-10-04,62
2017-10-05,62
2017-10-06,62
2017-10-07,62
2017-10-08,62
2017-10-09,62
2017-10-10,62
2017-10-11,62
2017-10-12,62
2017-10-13,62
2017-10-14,62
2017-10-15,62
2017-10-16,62
2017-10-17,62
2017-10-18,62
2017-10-19,62
2017-10-20,62
2017-10-21,61
2017-10-22,61
2017-10-23,61
2017-10-24,61
2017-10-25,61
2017-10-26,61
2017-10-27,60
2017-10-28,60
2017-10-29,60
2017-10-30,60
2017-10-31,60
2017-11-01,60
2017-11-02,60
2017-11-03,59
2017-11-04,59
2017-11-05,59
2017-11-06,59
2017-11-07,59
2017-11-08,59
2017-11-09,58
2017-11-10,58
2017-11-11,58
2017-11-12,58
2017-11-13,58
2017-11-14,58
2017-11-15,58
2017-11-16,59
2017-11-17,59
2017-11-18,59
2017-11-19,59
2017-11-20,59
2017-11-21,59
2017-11-22,59
2017-11-23,57
2017-11-24,57
2017-11-25,57
2017-11-26,57
2017-11-27,57
2017-11-28,57
2017-11-29,55
2017-11-30,55
2017-12-01,55
2017-12-02,55
2017-12-03,55
2017-12-04,56
2017-12-05,56
2017-12-06,56
2017-12-07,56
2017-12-08,56
2017-12-09,57
2017-12-10,57
2017-12-11,57
2017-12-12,57
2017-12-13,57
2017-12-14,57
2017-12-15,57
2017-12-16,57
2017-12-17,57
2017-12-18,57
2017-12-19,57
2017-12-20,57
2017-12-21,57
2017-12-22,57
2017-12-23,57
2017-12-24,57
2017-12-25,57
2017-12-26,57
2017-12-27,57
2017-12-28,57
2017-12-29,57
2017-12-30,59
2017-12-31,59
2018-01-01,59
2018-01-02,59
2018-01-03,59
2018-01-04,59
2018-01-05,56
2018-01-06,53
2018-01-07,52
2018-01-08,50
2018-01-09,49
2018-01-10,47
2018-01-11,46
2018-01-12,48
2018-01-13,50
2018-01-14,52
2018-01-15,53
2018-01-16,54
2018-01-17,55
2018-01-18,57
2018-01-19,57
2018-01-20,57
2018-01-21,57
2018-01-22,56
2018-01-23,56
2018-01-25,51
2018-01-26,52
2018-01-27,54
2018-01-28,57
2018-01-29,59
2018-01-30,59
2018-01-31,58
2018-02-01,58
2018-02-02,58
2018-02-03,57
2018-02-04,57
2018-02-05,57
2018-02-06,56
2018-02-07,56
2018-02-08,55
2018-02-09,53
2018-02-10,50
2018-02-11,49
2018-02-12,51
2018-02-13,53
2018-02-14,54
2018-02-15,56
2018-02-16,56
2018-02-17,57
2018-02-18,60
2018-02-19,61
2018-02-20,63
2018-02-21,62
2018-02-22,61
2018-02-23,60
2018-02-24,60
2018-02-25,59
2018-02-26,58
2018-02-27,58
2018-02-28,58
2018-03-01,59
2018-03-02,59
2018-03-03,59
2018-03-04,57
2018-03-05,59
2018-03-06,57
2018-03-07,55
2018-03-09,55
2018-03-10,54
2018-03-11,54
2018-03-12,54
2018-03-13,56
2018-03-14,58
2018-03-15,59
2018-03-16,60
2018-03-17,60
2018-03-18,60
2018-03-20,60
2018-03-21,59
2018-03-23,61
2018-03-24,59
2018-03-25,59
2018-03-26,59
2018-03-27,59
2018-03-28,59
2018-03-29,58
2018-03-30,58
2018-03-31,57
2018-04-01,57
2018-04-02,56
2018-04-03,57
2018-04-04,55
2018-04-05,53
2018-04-06,52
2018-04-07,53
2018-04-08,53
2018-04-09,53
2018-04-10,53
2018-04-11,53
2018-04-12,53
2018-04-13,53
2018-04-14,53
2018-04-15,52
2018-04-16,52
2018-04-17,54
2018-04-18,55
2018-04-19,54
2018-04-20,55
2018-04-21,54
2018-04-22,55
2018-04-23,55
2018-04-24,53
2018-04-25,52
2018-04-26,52
2018-04-27,51
2018-04-28,51
2018-04-29,52
2018-04-30,52
2018-05-01,51
2018-05-03,48
2018-05-04,49
2018-05-05,49
2018-05-07,50
2018-05-08,49
2018-05-09,51
2018-05-10,53
2018-05-11,53
2018-05-12,52
2018-05-13,52
2018-05-14,53
2018-05-15,54
2018-05-16,53
2018-05-17,54
2018-05-18,54
2018-05-19,54
2018-05-20,55
2018-05-21,57
2018-05-22,56
2018-05-23,58
2018-05-24,60
2018-05-25,57
2018-05-26,56
2018-05-27,55
2018-05-28,53
2018-05-29,54
2018-05-30,53
2018-05-31,54
2018-06-01,54
2018-06-02,54
2018-06-03,53
2018-06-04,53
2018-06-05,52
2018-06-06,53
2018-06-07,55
2018-06-08,53
2018-06-09,54
2018-06-10,56
2018-06-11,56
2018-06-12,56
2018-06-13,57
2018-06-14,56
2018-06-15,58
2018-06-16,60
2018-06-17,59
2018-06-18,58
2018-06-19,57
2018-06-20,58
2018-06-22,60
2018-06-23,61
2018-06-24,64
2018-06-25,62
2018-06-26,61
2018-06-27,64
2018-06-28,63
2018-06-29,64
2018-06-30,65
2018-07-01,63
2018-07-02,59
2018-07-03,60
2018-07-04,61
2018-07-05,59
2018-07-06,61
2018-07-07,60
2018-07-08,60
2018-07-09,60
2018-07-10,59
2018-07-11,60
2018-07-12,61
2018-07-13,61
2018-07-14,60
2018-07-15,60
2018-07-16,60
2018-07-17,58
2018-07-18,59
2018-07-19,60
2018-07-20,60
2018-07-21,60
2018-07-22,62
2018-07-23,62
2018-07-24,59
2018-07-25,60
2018-07-26,59
2018-07-27,58
2018-07-28,58
2018-07-29,58
2018-07-30,58
2018-07-31,59
2018-08-01,59
2018-08-02,59
2018-08-03,57
2018-08-04,57
2018-08-05,59
2018-08-06,59
2018-08-07,59
2018-08-08,59
2018-08-09,57
2018-08-10,58
2018-08-11,57
2018-08-12,57
2018-08-14,58
2018-08-16,63
2018-08-17,64
2018-08-18,63
2018-08-19,61
2018-08-20,59
2018-08-21,61
2018-08-22,61
2018-08-23,64
2018-08-24,64
2018-08-25,62
2018-08-26,60
