date_obj,Steel%20crossbow price
2015-03-26,14888
2015-03-27,14888
2015-03-28,14888
2015-03-29,14888
2015-03-30,14888
2015-03-31,14888
2015-04-01,14888
2015-04-02,14888
2015-04-03,14888
2015-04-04,14177
2015-04-05,14177
2015-04-06,14177
2015-04-07,14177
2015-04-08,14177
2015-04-09,14177
2015-04-10,14177
2015-04-11,14177
2015-04-12,14177
2015-04-13,14177
2015-04-14,13475
2015-04-15,13475
2015-04-16,13475
2015-04-17,13475
2015-04-18,13475
2015-04-19,13475
2015-04-20,13475
2015-04-21,13475
2015-04-22,13475
2015-04-23,13475
2015-04-24,13475
2015-04-25,12807
2015-04-26,12807
2015-04-27,12807
2015-04-28,12807
2015-04-29,12807
2015-04-30,12807
2015-05-01,12807
2015-05-02,12807
2015-05-03,12807
2015-05-04,12807
2015-05-05,12169
2015-05-06,12169
2015-05-07,12169
2015-05-08,12169
2015-05-09,12169
2015-05-10,12169
2015-05-11,12169
2015-05-12,12169
2015-05-13,12169
2015-05-14,12169
2015-05-15,11622
2015-05-16,11622
2015-05-17,11622
2015-05-18,11622
2015-05-19,11622
2015-05-20,11622
2015-05-21,11622
2015-05-22,11622
2015-05-23,11622
2015-05-24,11622
2015-05-25,11622
2015-05-26,11049
2015-05-27,11049
2015-05-28,11049
2015-05-29,11049
2015-05-30,11049
2015-05-31,11049
2015-06-01,11049
2015-06-02,10509
2015-06-03,10509
2015-06-04,10509
2015-06-05,10509
2015-06-06,10509
2015-06-07,10509
2015-06-08,10509
2015-06-09,10509
2015-06-10,9998
2015-06-11,9998
2015-06-12,9998
2015-06-13,9998
2015-06-14,9998
2015-06-15,9998
2015-06-16,9998
2015-06-17,9998
2015-06-18,9503
2015-06-19,9503
2015-06-20,9503
2015-06-21,9503
2015-06-22,9503
2015-06-23,9503
2015-06-24,9033
2015-06-25,9033
2015-06-26,9033
2015-06-27,9033
2015-06-28,9033
2015-06-29,9033
2015-06-30,9033
2015-07-01,8586
2015-07-02,8586
2015-07-03,8586
2015-07-04,8586
2015-07-05,8586
2015-07-06,8586
2015-07-07,8586
2015-07-08,8169
2015-07-09,8169
2015-07-10,8169
2015-07-11,8169
2015-07-12,8169
2015-07-13,8169
2015-07-14,8169
2015-07-15,7767
2015-07-16,7767
2015-07-17,7767
2015-07-18,7767
2015-07-19,7767
2015-07-20,7767
2015-07-21,7767
2015-07-22,7384
2015-07-23,7384
2015-07-24,7384
2015-07-25,7384
2015-07-26,7384
2015-07-27,7384
2015-07-28,7384
2015-07-29,7036
2015-07-30,7036
2015-07-31,7036
2015-08-01,7036
2015-08-02,7036
2015-08-03,7036
2015-08-04,7036
2015-08-05,6696
2015-08-06,6696
2015-08-07,6696
2015-08-08,6696
2015-08-09,6696
2015-08-10,6696
2015-08-11,6388
2015-08-12,6388
2015-08-13,6388
2015-08-14,6388
2015-08-15,6388
2015-08-16,6388
2015-08-17,6388
2015-08-18,6076
2015-08-19,6076
2015-08-20,6076
2015-08-21,6076
2015-08-22,6076
2015-08-23,6076
2015-08-24,5779
2015-08-25,5779
2015-08-26,5779
2015-08-27,5779
2015-08-28,5779
2015-08-29,5779
2015-08-30,5779
2015-08-31,5498
2015-09-01,5498
2015-09-02,5498
2015-09-03,5498
2015-09-04,5498
2015-09-05,5498
2015-09-06,5498
2015-09-07,5232
2015-09-08,5232
2015-09-09,5232
2015-09-10,5232
2015-09-11,5232
2015-09-12,5232
2015-09-13,5232
2015-09-14,4983
2015-09-15,4983
2015-09-16,4983
2015-09-17,4983
2015-09-18,4983
2015-09-19,4983
2015-09-20,4983
2015-09-21,4736
2015-09-22,4736
2015-09-23,4736
2015-09-24,4736
2015-09-25,4736
2015-09-27,4736
2015-09-28,4508
2015-09-29,4508
2015-09-30,4508
2015-10-05,4303
2015-10-06,4303
2015-10-07,4303
2015-10-08,4303
2015-10-09,4303
2015-10-10,4303
2015-10-11,4093
2015-10-12,4093
2015-10-13,4093
2015-10-14,4093
2015-10-15,4093
2015-10-16,4093
2015-10-17,4093
2015-10-18,4093
2015-10-19,3905
2015-10-20,3905
2015-10-22,3905
2015-10-23,3905
2015-10-24,3905
2015-10-25,3905
2015-10-26,3715
2015-10-27,3715
2015-10-29,3715
2015-10-30,3715
2015-10-31,3715
2015-11-01,3715
2015-11-02,3558
2015-11-03,3558
2015-11-04,3558
2015-11-05,3558
2015-11-06,3558
2015-11-07,3558
2015-11-08,3388
2015-11-09,3388
2015-11-10,3388
2015-11-11,3388
2015-11-12,3388
2015-11-13,3388
2015-11-14,3388
2015-11-15,3232
2015-11-16,3232
2015-11-17,3232
2015-11-18,3232
2015-11-19,3232
2015-11-20,3232
2015-11-21,3232
2015-11-22,3232
2015-11-23,3084
2015-11-24,3084
2015-11-25,3084
2015-11-26,3084
2015-11-27,3084
2015-11-28,3084
2015-11-29,2934
2015-11-30,2934
2015-12-01,2934
2015-12-02,2934
2015-12-03,2934
2015-12-04,2934
2015-12-05,2934
2015-12-06,2788
2015-12-07,2788
2015-12-08,2788
2015-12-09,2788
2015-12-10,2788
2015-12-11,2788
2015-12-12,2788
2015-12-13,2652
2015-12-14,2652
2015-12-15,2652
2015-12-16,2652
2015-12-17,2652
2015-12-18,2652
2015-12-19,2652
2015-12-20,2523
2015-12-21,2523
2015-12-22,2523
2015-12-23,2523
2015-12-24,2523
2015-12-25,2523
2015-12-26,2423
2015-12-27,2423
2015-12-28,2423
2015-12-29,2423
2015-12-30,2423
2015-12-31,2304
2016-01-01,2304
2016-01-02,2304
2016-01-03,2304
2016-01-04,2304
2016-01-05,2304
2016-01-06,2191
2016-01-07,2191
2016-01-08,2191
2016-01-09,2191
2016-01-10,2191
2016-01-11,2191
2016-01-12,2085
2016-01-13,2085
2016-01-14,2085
2016-01-15,2085
2016-01-16,2085
2016-01-17,2085
2016-01-18,1994
2016-01-19,1994
2016-01-20,1994
2016-01-21,1994
2016-01-22,1994
2016-01-23,1994
2016-01-24,1901
2016-01-25,1901
2016-01-26,1901
2016-01-27,1901
2016-01-28,1901
2016-01-29,1808
2016-01-30,1808
2016-01-31,1808
2016-02-01,1808
2016-02-02,1808
2016-02-03,1808
2016-02-04,1722
2016-02-05,1722
2016-02-06,1722
2016-02-07,1722
2016-02-08,1722
2016-02-09,1722
2016-02-10,1640
2016-02-11,1640
2016-02-12,1640
2016-02-13,1640
2016-02-14,1640
2016-02-15,1640
2016-02-16,1559
2016-02-17,1559
2016-02-18,1559
2016-02-19,1559
2016-02-20,1559
2016-02-21,1485
2016-02-22,1485
2016-02-23,1485
2016-02-24,1485
2016-02-25,1485
2016-02-26,1485
2016-02-27,1412
2016-02-28,1412
2016-02-29,1412
2016-03-01,1412
2016-03-02,1412
2016-03-03,1412
2016-03-04,1343
2016-03-05,1343
2016-03-06,1343
2016-03-07,1343
2016-03-08,1343
2016-03-09,1279
2016-03-10,1279
2016-03-11,1279
2016-03-12,1279
2016-03-13,1279
2016-03-14,1279
2016-03-15,1223
2016-03-16,1223
2016-03-17,1223
2016-03-18,1223
2016-03-19,1223
2016-03-20,1223
2016-03-21,1164
2016-03-22,1164
2016-03-23,1164
2016-03-24,1164
2016-03-25,1164
2016-03-26,1164
2016-03-27,1114
2016-03-28,1114
2016-03-29,1114
2016-03-30,1114
2016-03-31,1114
2016-04-01,1114
2016-04-02,1068
2016-04-03,1068
2016-04-04,1068
2016-04-05,1068
2016-04-06,1068
2016-04-07,1068
2016-04-08,1025
2016-04-09,1025
2016-04-10,1025
2016-04-11,1025
2016-04-12,1025
2016-04-13,1025
2016-04-14,1025
2016-04-15,978
2016-04-16,978
2016-04-17,978
2016-04-18,978
2016-04-19,978
2016-04-20,978
2016-04-21,978
2016-04-22,930
2016-04-23,930
2016-04-24,930
2016-04-25,930
2016-04-26,930
2016-04-27,930
2016-04-28,886
2016-04-29,886
2016-04-30,886
2016-05-01,886
2016-05-02,886
2016-05-03,886
2016-05-04,886
2016-05-05,848
2016-05-06,848
2016-05-07,848
2016-05-08,848
2016-05-09,848
2016-05-10,848
2016-05-11,848
2016-05-12,848
2016-05-13,806
2016-05-14,806
2016-05-15,806
2016-05-16,806
2016-05-17,806
2016-05-18,806
2016-05-19,766
2016-05-22,766
2016-05-23,766
2016-05-24,766
2016-05-25,766
2016-05-26,729
2016-05-27,729
2016-05-28,729
2016-05-29,729
2016-05-30,729
2016-05-31,729
2016-06-01,693
2016-06-02,693
2016-06-03,693
2016-06-04,693
2016-06-05,693
2016-06-06,693
2016-06-07,693
2016-06-08,659
2016-06-09,659
2016-06-10,659
2016-06-11,659
2016-06-12,659
2016-06-13,659
2016-06-14,627
2016-06-15,627
2016-06-16,627
2016-06-17,627
2016-06-18,627
2016-06-19,627
2016-06-20,596
2016-06-21,596
2016-06-22,596
2016-06-23,596
2016-06-24,596
2016-06-25,596
2016-06-26,596
2016-06-27,567
2016-06-28,567
2016-06-29,567
2016-06-30,567
2016-07-01,567
2016-07-02,567
2016-07-03,539
2016-07-04,539
2016-07-05,539
2016-07-06,539
2016-07-07,539
2016-07-08,539
2016-07-09,513
2016-07-10,513
2016-07-11,513
2016-07-12,513
2016-07-13,513
2016-07-14,513
2016-07-15,513
2016-07-16,490
2016-07-17,490
2016-07-18,490
2016-07-24,469
2016-07-25,469
2016-07-26,469
2016-07-27,469
2016-07-28,469
2016-07-29,469
2016-07-30,469
2016-07-31,469
2016-08-01,469
2016-08-02,469
2016-08-03,469
2016-08-04,450
2016-08-05,450
2016-08-06,450
2016-08-07,450
2016-08-08,450
2016-08-09,450
2016-08-10,450
2016-08-11,450
2016-08-12,450
2016-08-13,450
2016-08-14,430
2016-08-15,430
2016-08-16,430
2016-08-17,430
2016-08-18,430
2016-08-19,430
2016-08-20,430
2016-08-21,430
2016-08-22,430
2016-08-23,430
2016-08-24,430
2016-08-25,430
2016-08-26,408
2016-08-28,408
2016-08-31,408
2016-09-01,408
2016-09-02,408
2016-09-03,408
2016-09-04,408
2016-09-05,408
2016-09-06,390
2016-09-07,390
2016-09-08,390
2016-09-09,390
2016-09-10,390
2016-09-11,390
2016-09-12,390
2016-09-13,390
2016-09-14,390
2016-09-15,390
2016-09-16,390
2016-09-17,390
