date_obj,Citizen%20trousers price
2015-03-26,12500
2015-03-27,12500
2015-03-28,12500
2015-03-29,12500
2015-03-30,12500
2015-03-31,12500
2015-04-01,12500
2015-04-02,12500
2015-04-03,12500
2015-04-04,12500
2015-04-05,12500
2015-04-06,12500
2015-04-07,12500
2015-04-08,12500
2015-04-09,12500
2015-04-10,12500
2015-04-11,12500
2015-04-12,12500
2015-04-13,12500
2015-04-14,12500
2015-04-15,12500
2015-04-16,12500
2015-04-17,12500
2015-04-18,12500
2015-04-19,12500
2015-04-20,12500
2015-04-21,12500
2015-04-22,12500
2015-04-23,12500
2015-04-24,12500
2015-04-25,12500
2015-04-26,12500
2015-04-27,12500
2015-04-28,12500
2015-04-29,12500
2015-04-30,12500
2015-05-01,12500
2015-05-02,12500
2015-05-03,12500
2015-05-04,12500
2015-05-05,12500
2015-05-06,12500
2015-05-07,12500
2015-05-08,12500
2015-05-09,12500
2015-05-10,12500
2015-05-11,12500
2015-05-12,12500
2015-05-13,12500
2015-05-14,12500
2015-05-15,12500
2015-05-16,12500
2015-05-17,12500
2015-05-18,12500
2015-05-19,12500
2015-05-20,12500
2015-05-21,12500
2015-05-22,12387
2015-05-23,12387
2015-05-24,12387
2015-05-25,12387
2015-05-26,12387
2015-05-27,12387
2015-05-28,12387
2015-05-29,12387
2015-05-30,12387
2015-05-31,12387
2015-06-01,12387
2015-06-02,12387
2015-06-03,12387
2015-06-04,12387
2015-06-05,12387
2015-06-06,12387
2015-06-07,12387
2015-06-08,12387
2015-06-09,12387
2015-06-10,12387
2015-06-11,12387
2015-06-12,12387
2015-06-13,12387
2015-06-14,12387
2015-06-15,12387
2015-06-16,12387
2015-06-17,12387
2015-06-18,12387
2015-06-19,12387
2015-06-20,12387
2015-06-21,12387
2015-06-22,12387
2015-06-23,12387
2015-06-24,12387
2015-06-25,12387
2015-06-26,12387
2015-06-27,12387
2015-06-28,12387
2015-06-29,12387
2015-06-30,12387
2015-07-01,12387
2015-07-02,12387
2015-07-03,12387
2015-07-04,12387
2015-07-05,12387
2015-07-06,12387
2015-07-07,12387
2015-07-08,12387
2015-07-09,12387
2015-07-10,12387
2015-07-11,12387
2015-07-12,12387
2015-07-13,12387
2015-07-14,12387
2015-07-15,12387
2015-07-16,12387
2015-07-17,12387
2015-07-18,12387
2015-07-19,11980
2015-07-20,11980
2015-07-21,11980
2015-07-22,11980
2015-07-23,11980
2015-07-24,11980
2015-07-25,11980
2015-07-26,11980
2015-07-27,11980
2015-07-28,11980
2015-07-29,11980
2015-07-30,11980
2015-07-31,11980
2015-08-01,11980
2015-08-02,11980
2015-08-03,11980
2015-08-04,11980
2015-08-05,11980
2015-08-06,11980
2015-08-07,11980
2015-08-08,11980
2015-08-09,11980
2015-08-10,11980
2015-08-11,11980
2015-08-12,11980
2015-08-13,11980
2015-08-14,11980
2015-08-15,11980
2015-08-16,11980
2015-08-17,11980
2015-08-18,11980
2015-08-19,11980
2015-08-20,11980
2015-08-21,11980
2015-08-22,11980
2015-08-23,11980
2015-08-24,11980
2015-08-25,11980
2015-08-26,11980
2015-08-27,11980
2015-08-28,11980
2015-08-29,11980
2015-08-30,11980
2015-08-31,11980
2015-09-01,11980
2015-09-02,11980
2015-09-03,11980
2015-09-04,11980
2015-09-05,11980
2015-09-06,11583
2015-09-07,11583
2015-09-08,11583
2015-09-09,11583
2015-09-10,11583
2015-09-11,11583
2015-09-12,11583
2015-09-13,11583
2015-09-14,11583
2015-09-15,11583
2015-09-16,11583
2015-09-17,11583
2015-09-18,11583
2015-09-19,11583
2015-09-20,11583
2015-09-21,11583
2015-09-22,11583
2015-09-23,11583
2015-09-24,11583
2015-09-25,11583
2015-09-27,11583
2015-09-28,11583
2015-09-29,11583
2015-09-30,11583
2015-10-05,11583
2015-10-06,11583
2015-10-07,11583
2015-10-08,11583
2015-10-09,11583
2015-10-10,11583
2015-10-11,11583
2015-10-12,11583
2015-10-13,11583
2015-10-14,11583
2015-10-15,11583
2015-10-16,11583
2015-10-17,11583
2015-10-18,11583
2015-10-19,11583
2015-10-20,11583
2015-10-22,11583
2015-10-23,11583
2015-10-24,11583
2015-10-25,11583
2015-10-26,11583
2015-10-27,11583
2015-10-29,11037
2015-10-30,11037
2015-10-31,11037
2015-11-01,11037
2015-11-02,11037
2015-11-03,11037
2015-11-04,11037
2015-11-05,11037
2015-11-06,11037
2015-11-07,11037
2015-11-08,11037
2015-11-09,11037
2015-11-10,11037
2015-11-11,11037
2015-11-12,11037
2015-11-13,11037
2015-11-14,11037
2015-11-15,11037
2015-11-16,11037
2015-11-17,11037
2015-11-18,11037
2015-11-19,11037
2015-11-20,11037
2015-11-21,11037
2015-11-22,11037
2015-11-23,11037
2015-11-24,11037
2015-11-25,11037
2015-11-26,11037
2015-11-27,11037
2015-11-28,11037
2015-11-29,11037
2015-11-30,11037
2015-12-01,11037
2015-12-02,11037
2015-12-03,11037
2015-12-04,11037
2015-12-05,11037
2015-12-06,11037
2015-12-07,11037
2015-12-08,11037
2015-12-09,11037
2015-12-10,11037
2015-12-11,11037
2015-12-12,11037
2015-12-13,11037
2015-12-14,11037
2015-12-15,11037
2015-12-16,11037
2015-12-17,11037
2015-12-18,11037
2015-12-19,11037
2015-12-20,11037
2015-12-21,11037
2015-12-22,10826
2015-12-23,10826
2015-12-24,10826
2015-12-25,10826
2015-12-26,10826
2015-12-27,10826
2015-12-28,10826
2015-12-29,10826
2015-12-30,10826
2015-12-31,10826
2016-01-01,10826
2016-01-02,10826
2016-01-03,10826
2016-01-04,10826
2016-01-05,10826
2016-01-06,10826
2016-01-07,10826
2016-01-08,10826
2016-01-09,10826
2016-01-10,10826
2016-01-11,10826
2016-01-12,10826
2016-01-13,10826
2016-01-14,10826
2016-01-15,10826
2016-01-16,10826
2016-01-17,10826
2016-01-18,10826
2016-01-19,10826
2016-01-20,10826
2016-01-21,10826
2016-01-22,10826
2016-01-23,10826
2016-01-24,10826
2016-01-25,10826
2016-01-26,10826
2016-01-27,10826
2016-01-28,10826
2016-01-29,10826
2016-01-30,10826
2016-01-31,10826
2016-02-01,10826
2016-02-02,10826
2016-02-03,10826
2016-02-04,10826
2016-02-05,10826
2016-02-06,10826
2016-02-07,10826
2016-02-08,10826
2016-02-09,10826
2016-02-10,10548
2016-02-11,10548
2016-02-12,10548
2016-02-13,10548
2016-02-14,10548
2016-02-15,10548
2016-02-16,10548
2016-02-17,10548
2016-02-18,10548
2016-02-19,10548
2016-02-20,10548
2016-02-21,10548
2016-02-22,10548
2016-02-23,10548
2016-02-24,10548
2016-02-25,10548
2016-02-26,10548
2016-02-27,10548
2016-02-28,10548
2016-02-29,10548
2016-03-01,10548
2016-03-02,10548
2016-03-03,10548
2016-03-04,10548
2016-03-05,10548
2016-03-06,10548
2016-03-07,10548
2016-03-08,10548
2016-03-09,10548
2016-03-10,10548
2016-03-11,10548
2016-03-12,10548
2016-03-13,10548
2016-03-14,10548
2016-03-15,10548
2016-03-16,10548
2016-03-17,10548
2016-03-18,10548
2016-03-19,10548
2016-03-20,10548
2016-03-21,10548
2016-03-22,10548
2016-03-23,10548
2016-03-24,10548
2016-03-25,10548
2016-03-26,10548
2016-03-27,10548
2016-03-28,10548
2016-03-29,10548
2016-03-30,10548
2016-03-31,10548
2016-04-01,10548
2016-04-02,10548
2016-04-03,10548
2016-04-04,10289
2016-04-05,10289
2016-04-06,10289
2016-04-07,10289
2016-04-08,10289
2016-04-09,10289
2016-04-10,10289
2016-04-11,10289
2016-04-12,10289
2016-04-13,10289
2016-04-14,10289
2016-04-15,10289
2016-04-16,10289
2016-04-17,10289
2016-04-18,10289
2016-04-19,10289
2016-04-20,10289
2016-04-21,10289
2016-04-22,10289
2016-04-23,10289
2016-04-24,10289
2016-04-25,10289
2016-04-26,10289
2016-04-27,10289
2016-04-28,10289
2016-04-29,10289
2016-04-30,10289
2016-05-01,10289
2016-05-02,10289
2016-05-03,10289
2016-05-04,10289
2016-05-05,10289
2016-05-06,10289
2016-05-07,10289
2016-05-08,10289
2016-05-09,10289
2016-05-10,10289
2016-05-11,10289
2016-05-12,10289
2016-05-13,10289
2016-05-14,10289
2016-05-15,10289
2016-05-16,10289
2016-05-17,10289
2016-05-18,10289
2016-05-19,10289
2016-05-22,9883
2016-05-23,9883
2016-05-24,9883
2016-05-25,9883
2016-05-26,9883
2016-05-27,9883
2016-05-28,9883
2016-05-29,9883
2016-05-30,9883
2016-05-31,9883
2016-06-01,9883
2016-06-02,9883
2016-06-03,9883
2016-06-04,9883
2016-06-05,9883
2016-06-06,9883
2016-06-07,9883
2016-06-08,9883
2016-06-09,9883
2016-06-10,9883
2016-06-11,9883
2016-06-12,9883
2016-06-13,9883
2016-06-14,9883
2016-06-15,9883
2016-06-16,9883
2016-06-17,9883
2016-06-18,9883
2016-06-19,9883
2016-06-20,9883
2016-06-21,9883
2016-06-22,9883
2016-06-23,9883
2016-06-24,9883
2016-06-25,9883
2016-06-26,9883
2016-06-27,9883
2016-06-28,9883
2016-06-29,9883
2016-06-30,9883
2016-07-01,9883
2016-07-02,9883
2016-07-03,9525
2016-07-04,9525
2016-07-05,9525
2016-07-06,9525
2016-07-07,9525
2016-07-08,9525
2016-07-09,9525
2016-07-10,9525
2016-07-11,9525
2016-07-12,9525
2016-07-13,9525
2016-07-14,9525
2016-07-15,9525
2016-07-16,9525
2016-07-17,9525
2016-07-18,9525
2016-07-23,9525
2016-07-24,9525
2016-07-25,9525
2016-07-26,9525
2016-07-27,9525
2016-07-28,9525
2016-07-29,9525
2016-07-30,9525
2016-07-31,9525
2016-08-01,9525
2016-08-02,9525
2016-08-03,9525
2016-08-04,9525
2016-08-05,9525
2016-08-06,9525
2016-08-07,9525
2016-08-08,9525
2016-08-09,9525
2016-08-10,9525
2016-08-11,9525
2016-08-12,9525
2016-08-13,9525
2016-08-14,9525
2016-08-15,9525
2016-08-16,9525
2016-08-17,9525
2016-08-18,9525
2016-08-19,9077
2016-08-20,9077
2016-08-21,9077
2016-08-22,9077
2016-08-23,9077
2016-08-24,9077
2016-08-25,9077
2016-08-26,9077
2016-08-28,9077
2016-08-31,9077
2016-09-01,9077
2016-09-02,9077
2016-09-03,9077
2016-09-04,9077
2016-09-05,9077
2016-09-06,9077
2016-09-07,9077
2016-09-08,9077
2016-09-09,9077
2016-09-10,9077
2016-09-11,9077
2016-09-12,9077
2016-09-13,9077
2016-09-14,9077
2016-09-15,9077
2016-09-16,9077
2016-09-17,9077
2016-09-18,9077
2016-09-19,9077
2016-09-20,9077
2016-09-21,9077
2016-09-22,9077
2016-09-23,9077
2016-09-24,9077
2016-09-25,9077
2016-09-26,9077
2016-09-27,9077
2016-09-28,9077
2016-09-29,9077
2016-09-30,9077
2016-10-01,9077
2016-10-02,9077
2016-10-03,9077
2016-10-04,9077
2016-10-05,9077
2016-10-06,9077
2016-10-07,9077
2016-10-08,9077
2016-10-09,9077
2016-10-10,9077
2016-10-11,9077
2016-10-12,9077
2016-10-13,9077
2016-10-14,9077
2016-10-15,9077
2016-10-16,9077
2016-10-17,8627
2016-10-18,8627
2016-10-19,8627
2016-10-20,8627
2016-10-21,8627
2016-10-22,8627
