date_obj,Kebbit%20spike price
2015-03-26,375
2015-03-27,375
2015-03-28,375
2015-03-29,375
2015-03-30,375
2015-03-31,385
2015-04-01,385
2015-04-02,385
2015-04-03,385
2015-04-04,385
2015-04-05,385
2015-04-06,385
2015-04-07,385
2015-04-08,385
2015-04-09,385
2015-04-10,385
2015-04-11,385
2015-04-12,385
2015-04-13,385
2015-04-14,385
2015-04-15,385
2015-04-16,385
2015-04-17,385
2015-04-18,385
2015-04-19,385
2015-04-20,385
2015-04-21,385
2015-04-22,385
2015-04-23,385
2015-04-24,385
2015-04-25,385
2015-04-26,385
2015-04-27,385
2015-04-28,385
2015-04-29,385
2015-04-30,385
2015-05-01,399
2015-05-02,399
2015-05-03,399
2015-05-04,399
2015-05-05,399
2015-05-06,399
2015-05-07,399
2015-05-08,399
2015-05-09,399
2015-05-10,399
2015-05-11,399
2015-05-12,399
2015-05-13,399
2015-05-14,399
2015-05-15,399
2015-05-16,399
2015-05-17,399
2015-05-18,399
2015-05-19,399
2015-05-20,399
2015-05-21,399
2015-05-22,399
2015-05-23,399
2015-05-24,399
2015-05-25,399
2015-05-26,399
2015-05-27,399
2015-05-28,400
2015-05-29,400
2015-05-30,400
2015-05-31,400
2015-06-01,400
2015-06-02,400
2015-06-03,400
2015-06-04,400
2015-06-05,400
2015-06-06,400
2015-06-07,400
2015-06-08,400
2015-06-09,400
2015-06-10,400
2015-06-11,400
2015-06-12,400
2015-06-13,400
2015-06-14,400
2015-06-15,400
2015-06-16,405
2015-06-17,405
2015-06-18,405
2015-06-19,405
2015-06-20,405
2015-06-21,405
2015-06-22,405
2015-06-23,405
2015-06-24,405
2015-06-25,405
2015-06-26,405
2015-06-27,405
2015-06-28,405
2015-06-29,405
2015-06-30,405
2015-07-01,405
2015-07-02,405
2015-07-03,405
2015-07-04,405
2015-07-05,405
2015-07-06,405
2015-07-07,418
2015-07-08,418
2015-07-09,418
2015-07-10,418
2015-07-11,418
2015-07-12,418
2015-07-13,418
2015-07-14,418
2015-07-15,418
2015-07-16,418
2015-07-17,418
2015-07-18,418
2015-07-19,418
2015-07-20,418
2015-07-21,418
2015-07-22,418
2015-07-23,418
2015-07-24,418
2015-07-25,418
2015-07-26,418
2015-07-27,418
2015-07-28,427
2015-07-29,427
2015-07-30,427
2015-07-31,427
2015-08-01,427
2015-08-02,427
2015-08-03,427
2015-08-04,427
2015-08-05,427
2015-08-06,427
2015-08-07,427
2015-08-08,427
2015-08-09,427
2015-08-10,427
2015-08-11,427
2015-08-12,427
2015-08-13,427
2015-08-14,427
2015-08-15,427
2015-08-16,447
2015-08-17,447
2015-08-18,447
2015-08-19,447
2015-08-20,447
2015-08-21,447
2015-08-22,447
2015-08-23,447
2015-08-24,447
2015-08-25,447
2015-08-26,447
2015-08-27,447
2015-08-28,447
2015-08-29,447
2015-08-30,447
2015-08-31,447
2015-09-01,447
2015-09-02,447
2015-09-03,447
2015-09-04,447
2015-09-05,447
2015-09-06,454
2015-09-07,454
2015-09-08,454
2015-09-09,454
2015-09-10,454
2015-09-11,454
2015-09-12,454
2015-09-13,454
2015-09-14,454
2015-09-15,454
2015-09-16,454
2015-09-17,454
2015-09-18,454
2015-09-19,454
2015-09-20,454
2015-09-21,454
2015-09-22,454
2015-09-23,454
2015-09-24,454
2015-09-25,454
2015-09-27,454
2015-09-28,468
2015-09-29,468
2015-09-30,468
2015-10-05,468
2015-10-06,468
2015-10-07,468
2015-10-08,468
2015-10-09,468
2015-10-10,468
2015-10-11,468
2015-10-12,468
2015-10-13,468
2015-10-14,468
2015-10-15,468
2015-10-16,468
2015-10-17,468
2015-10-18,468
2015-10-19,468
2015-10-20,468
2015-10-22,473
2015-10-23,473
2015-10-24,473
2015-10-25,473
2015-10-26,473
2015-10-27,473
2015-10-29,473
2015-10-30,473
2015-10-31,473
2015-11-01,473
2015-11-02,473
2015-11-03,473
2015-11-04,473
2015-11-05,473
2015-11-06,473
2015-11-07,473
2015-11-08,473
2015-11-09,473
2015-11-10,473
2015-11-11,473
2015-11-12,494
2015-11-13,494
2015-11-14,494
2015-11-15,494
2015-11-16,494
2015-11-17,494
2015-11-18,494
2015-11-19,494
2015-11-20,494
2015-11-21,494
2015-11-22,494
2015-11-23,494
2015-11-24,494
2015-11-25,494
2015-11-26,494
2015-11-27,494
2015-11-28,494
2015-11-29,494
2015-11-30,494
2015-12-01,508
2015-12-02,508
2015-12-03,508
2015-12-04,508
2015-12-05,508
2015-12-06,508
2015-12-07,508
2015-12-08,508
2015-12-09,508
2015-12-10,508
2015-12-11,508
2015-12-12,508
2015-12-13,508
2015-12-14,508
2015-12-15,508
2015-12-16,508
2015-12-17,508
2015-12-18,508
2015-12-19,508
2015-12-20,519
2015-12-21,519
2015-12-22,519
2015-12-23,519
2015-12-24,519
2015-12-25,519
2015-12-26,519
2015-12-27,519
2015-12-28,519
2015-12-29,519
2015-12-30,519
2015-12-31,519
2016-01-01,519
2016-01-02,519
2016-01-03,519
2016-01-04,519
2016-01-05,532
2016-01-06,532
2016-01-07,532
2016-01-08,532
2016-01-09,532
2016-01-10,532
2016-01-11,532
2016-01-12,532
2016-01-13,532
2016-01-14,532
2016-01-15,532
2016-01-16,532
2016-01-17,532
2016-01-18,532
2016-01-19,532
2016-01-20,532
2016-01-21,532
2016-01-22,532
2016-01-23,532
2016-01-24,532
2016-01-25,532
2016-01-26,532
2016-01-27,532
2016-01-28,532
2016-01-29,532
2016-01-30,532
2016-01-31,532
2016-02-01,532
2016-02-02,532
2016-02-03,532
2016-02-04,532
2016-02-05,532
2016-02-06,532
2016-02-07,532
2016-02-08,547
2016-02-09,547
2016-02-10,547
2016-02-11,547
2016-02-12,547
2016-02-13,547
2016-02-14,547
2016-02-15,547
2016-02-16,547
2016-02-17,547
2016-02-18,547
2016-02-19,547
2016-02-20,553
2016-02-21,553
2016-02-22,553
2016-02-23,553
2016-02-24,553
2016-02-25,553
2016-02-26,553
2016-02-27,553
2016-02-28,553
2016-02-29,553
2016-03-01,553
2016-03-02,553
2016-03-03,553
2016-03-04,553
2016-03-05,553
2016-03-06,553
2016-03-07,553
2016-03-08,553
2016-03-09,553
2016-03-10,553
2016-03-11,553
2016-03-12,553
2016-03-13,553
2016-03-14,553
2016-03-15,553
2016-03-16,553
2016-03-17,571
2016-03-18,571
2016-03-19,571
2016-03-20,571
2016-03-21,571
2016-03-22,571
2016-03-23,571
2016-03-24,571
2016-03-25,571
2016-03-26,571
2016-03-27,571
2016-03-28,566
2016-03-29,566
2016-03-30,566
2016-03-31,566
2016-04-01,566
2016-04-02,566
2016-04-03,566
2016-04-04,566
2016-04-05,566
2016-04-06,566
2016-04-07,566
2016-04-08,566
2016-04-09,566
2016-04-10,577
2016-04-11,577
2016-04-12,577
2016-04-13,577
2016-04-14,577
2016-04-15,577
2016-04-16,577
2016-04-17,577
2016-04-18,577
2016-04-19,577
2016-04-20,577
2016-04-21,577
2016-04-22,582
2016-04-23,582
2016-04-24,582
2016-04-25,582
2016-04-26,582
2016-04-27,582
2016-04-28,582
2016-04-29,582
2016-04-30,582
2016-05-01,582
2016-05-02,566
2016-05-03,566
2016-05-04,566
2016-05-05,566
2016-05-06,566
2016-05-07,566
2016-05-08,566
2016-05-09,566
2016-05-10,566
2016-05-11,546
2016-05-12,546
2016-05-13,546
2016-05-14,546
2016-05-15,546
2016-05-16,546
2016-05-17,546
2016-05-18,546
2016-05-19,546
2016-05-22,530
2016-05-23,530
2016-05-24,530
2016-05-25,530
2016-05-26,530
2016-05-27,530
2016-05-28,530
2016-05-29,530
2016-05-30,517
2016-05-31,517
2016-06-01,517
2016-06-02,517
2016-06-03,517
2016-06-04,517
2016-06-05,517
2016-06-06,517
2016-06-07,517
2016-06-08,534
2016-06-09,534
2016-06-10,534
2016-06-11,534
2016-06-12,534
2016-06-13,534
2016-06-14,534
2016-06-15,534
2016-06-16,534
2016-06-17,555
2016-06-18,555
2016-06-19,555
2016-06-20,555
2016-06-21,555
2016-06-22,555
2016-06-23,555
2016-06-24,555
2016-06-25,561
2016-06-26,561
2016-06-27,561
2016-06-28,561
2016-06-29,561
2016-06-30,561
2016-07-01,561
2016-07-02,561
2016-07-03,561
2016-07-04,561
2016-07-05,542
2016-07-06,542
2016-07-07,542
2016-07-08,542
2016-07-09,542
2016-07-10,542
2016-07-11,542
2016-07-12,542
2016-07-13,522
2016-07-14,522
2016-07-15,522
2016-07-16,522
2016-07-17,522
2016-07-18,522
2016-07-23,523
