date_obj,Greater%20siren price
2019-01-10,50
2019-01-10,50
2019-01-11,50
2019-01-12,52
2019-01-13,52
2019-01-14,52
2019-01-15,52
2019-01-16,52
2019-01-17,52
2019-01-18,52
2019-01-19,52
2019-01-20,52
2019-01-21,52
2019-01-22,52
2019-01-23,52
2019-01-24,52
2019-01-25,52
2019-01-26,52
2019-01-27,52
2019-01-28,52
2019-01-29,52
2019-01-30,52
2019-01-31,52
2019-02-01,52
2019-02-02,52
2019-02-03,52
2019-02-04,54
2019-02-05,54
2019-02-06,54
2019-02-07,54
2019-02-08,54
2019-02-09,54
2019-02-10,54
2019-02-11,54
2019-02-12,54
2019-02-13,54
2019-02-14,54
2019-02-15,54
2019-02-16,54
2019-02-17,54
2019-02-18,54
2019-02-19,54
2019-02-20,54
2019-02-21,54
2019-02-22,54
2019-02-23,54
2019-02-24,54
2019-02-25,54
2019-02-26,54
2019-02-27,54
2019-02-28,54
2019-03-01,54
2019-03-02,54
2019-03-03,54
2019-03-04,54
2019-03-05,54
2019-03-06,54
2019-03-07,54
2019-03-08,54
2019-03-09,54
2019-03-10,54
2019-03-11,54
2019-03-12,54
2019-03-13,54
2019-03-14,54
2019-03-15,54
2019-03-16,54
2019-03-17,54
2019-03-18,54
2019-03-19,54
2019-03-20,54
2019-03-21,54
2019-03-22,54
2019-03-23,54
2019-03-24,54
2019-03-25,54
2019-03-26,54
2019-03-27,54
2019-03-28,54
2019-03-29,54
2019-03-30,54
2019-03-31,54
2019-04-01,54
2019-04-02,54
2019-04-03,54
2019-04-04,54
2019-04-05,54
2019-04-06,54
2019-04-07,54
2019-04-08,54
2019-04-09,54
2019-04-10,54
2019-04-11,54
2019-04-12,54
2019-04-13,54
2019-04-14,54
2019-04-15,54
2019-04-16,54
2019-04-17,54
2019-04-18,54
2019-04-19,54
2019-04-20,54
2019-04-21,54
2019-04-22,54
2019-04-23,54
2019-04-24,54
2019-04-25,54
2019-04-26,54
2019-04-27,54
2019-04-28,54
2019-04-29,54
2019-04-30,54
2019-05-01,54
2019-05-02,56
2019-05-03,56
2019-05-04,56
2019-05-05,56
2019-05-06,56
2019-05-07,56
2019-05-08,56
2019-05-09,56
2019-05-10,56
2019-05-11,56
2019-05-12,56
2019-05-13,56
2019-05-14,56
2019-05-15,56
2019-05-16,56
2019-05-17,56
2019-05-18,56
2019-05-19,56
2019-05-20,56
2019-05-21,56
2019-05-22,56
2019-05-23,56
2019-05-24,56
2019-05-25,56
2019-05-26,56
2019-05-27,56
2019-05-28,56
2019-05-29,56
2019-05-30,56
2019-05-31,56
2019-06-01,56
2019-06-02,56
2019-06-03,56
2019-06-04,56
2019-06-05,56
2019-06-06,56
2019-06-07,56
2019-06-08,56
2019-06-09,56
2019-06-10,56
2019-06-11,56
2019-06-12,56
2019-06-13,56
2019-06-14,56
2019-06-15,56
2019-06-16,56
2019-06-17,56
2019-06-18,56
2019-06-19,56
2019-06-20,56
2019-06-21,56
2019-06-22,56
2019-06-23,56
2019-06-24,56
2019-06-25,56
2019-06-26,56
2019-06-27,56
2019-06-28,56
2019-06-29,56
2019-06-30,56
2019-07-01,56
2019-07-02,56
2019-07-03,56
2019-07-04,56
2019-07-05,56
2019-07-06,56
2019-07-07,56
2019-07-08,56
2019-07-09,56
2019-07-10,56
2019-07-11,56
2019-07-12,56
2019-07-13,56
2019-07-14,56
2019-07-15,56
2019-07-16,56
2019-07-17,56
2019-07-18,56
2019-07-19,56
2019-07-20,56
2019-07-21,59
2019-07-22,59
2019-07-23,59
2019-07-24,59
2019-07-25,59
2019-07-26,59
2019-07-27,59
2019-07-28,59
2019-07-29,59
2019-07-30,59
2019-07-31,59
2019-08-01,59
2019-08-02,59
2019-08-03,59
2019-08-04,59
2019-08-05,59
2019-08-06,59
2019-08-07,59
2019-08-08,59
2019-08-09,59
2019-08-10,59
2019-08-11,59
2019-08-12,59
2019-08-13,59
2019-08-14,59
2019-08-15,59
2019-08-16,59
2019-08-17,59
2019-08-18,59
2019-08-19,59
2019-08-20,59
2019-08-21,59
2019-08-22,59
2019-08-23,59
2019-08-24,59
2019-08-24,59
2019-08-25,59
2019-08-25,59
2019-08-26,59
2019-08-27,59
2019-08-27,59
2019-08-28,59
2019-08-29,59
2019-08-30,59
2019-08-31,59
2019-09-01,59
2019-09-02,59
2019-09-03,59
2019-09-04,59
2019-09-05,59
2019-09-06,59
2019-09-07,59
2019-09-08,59
2019-09-09,59
2019-09-10,59
2019-09-11,59
2019-09-12,59
2019-09-13,59
2019-09-14,59
2019-09-15,59
2019-09-16,59
2019-09-17,59
2019-09-18,59
2019-09-19,59
2019-09-20,59
2019-09-21,59
2019-09-22,59
2019-09-23,59
2019-09-24,59
2019-09-25,59
2019-09-26,59
2019-09-27,59
2019-09-28,59
2019-09-29,59
2019-09-30,59
2019-10-01,59
2019-10-02,59
2019-10-03,59
2019-10-04,59
2019-10-05,59
2019-10-06,59
2019-10-07,59
2019-10-08,59
2019-10-09,59
2019-10-10,59
2019-10-11,59
2019-10-12,61
2019-10-13,61
2019-10-14,61
2019-10-15,61
2019-10-16,61
2019-10-17,61
2019-10-18,61
2019-10-19,61
2019-10-20,61
2019-10-21,61
2019-10-22,61
2019-10-23,61
2019-10-24,61
2019-10-25,61
2019-10-26,61
2019-10-27,61
2019-10-28,61
2019-10-29,61
2019-10-30,61
2019-10-31,61
2019-11-01,61
2019-11-02,61
2019-11-03,61
2019-11-04,61
2019-11-05,61
2019-11-06,61
2019-11-07,61
2019-11-08,61
2019-11-09,61
2019-11-10,61
2019-11-11,61
2019-11-12,61
2019-11-13,61
2019-11-14,61
2019-11-15,61
2019-11-16,61
2019-11-17,61
2019-11-18,61
2019-11-19,61
2019-11-20,61
2019-11-21,61
2019-11-22,61
2019-11-23,61
2019-11-24,61
2019-11-25,61
2019-11-26,61
2019-11-27,61
2019-11-28,61
2019-11-29,61
2019-11-30,61
2019-12-01,61
2019-12-02,61
2019-12-03,61
2019-12-04,61
2019-12-05,61
2019-12-06,61
2019-12-07,61
2019-12-08,61
2019-12-09,61
2019-12-10,61
2019-12-11,61
2019-12-12,61
2019-12-13,61
2019-12-14,61
2019-12-15,61
2019-12-16,61
2019-12-17,61
2019-12-18,61
2019-12-19,61
2019-12-20,61
2019-12-21,61
2019-12-22,61
2019-12-23,61
2019-12-24,61
2019-12-25,61
2019-12-26,61
2019-12-27,61
2019-12-28,61
2019-12-29,61
2019-12-30,61
2019-12-31,61
2020-01-01,61
2020-01-02,61
2020-01-03,61
2020-01-04,61
2020-01-05,61
2020-01-06,61
2020-01-07,61
2020-01-08,61
2020-01-09,61
2020-01-10,61
2020-01-11,61
2020-01-12,61
2020-01-13,61
2020-01-14,61
2020-01-15,61
2020-01-16,61
2020-01-17,61
2020-01-18,61
2020-01-19,61
2020-01-20,61
2020-01-21,61
2020-01-22,65
2020-01-23,65
2020-01-24,65
2020-01-25,65
2020-01-26,65
2020-01-27,65
2020-01-28,65
2020-01-29,65
2020-01-30,65
2020-01-31,65
2020-02-01,65
2020-02-02,65
2020-02-03,65
2020-02-04,65
2020-02-05,65
2020-02-06,65
2020-02-07,65
2020-02-08,65
2020-02-09,65
2020-02-10,65
2020-02-11,65
2020-02-12,65
2020-02-13,65
2020-02-14,65
2020-02-15,65
2020-02-16,65
2020-02-17,65
2020-02-18,65
2020-02-19,65
2020-02-20,65
2020-02-21,65
2020-02-22,65
2020-02-23,65
2020-02-24,65
2020-02-25,65
2020-02-26,65
2020-02-27,65
2020-02-28,65
2020-02-29,65
2020-03-01,65
2020-03-02,65
2020-03-03,65
2020-03-04,65
2020-03-05,65
2020-03-06,65
2020-03-07,65
2020-03-08,65
2020-03-09,65
2020-03-10,65
2020-03-11,65
2020-03-12,65
2020-03-13,65
2020-03-14,65
2020-03-15,65
2020-03-16,65
2020-03-17,65
2020-03-18,65
2020-03-19,65
2020-03-20,65
2020-03-21,65
2020-03-22,65
2020-03-23,65
2020-03-24,65
2020-03-25,65
2020-03-26,65
2020-03-27,65
2020-03-28,65
2020-03-29,65
2020-03-30,65
2020-03-31,65
2020-04-01,65
2020-04-02,65
2020-04-03,65
