date_obj,Ornamental%20globe%20(flatpack) price
2015-09-29,50
2015-09-30,50
2015-10-05,50
2015-10-06,50
2015-10-07,50
2015-10-08,50
2015-10-09,50
2015-10-10,50
2015-10-11,50
2015-10-12,50
2015-10-13,50
2015-10-14,50
2015-10-15,50
2015-10-16,50
2015-10-17,50
2015-10-18,50
2015-10-19,50
2015-10-20,50
2015-10-22,50
2015-10-23,50
2015-10-24,50
2015-10-25,50
2015-10-26,50
2015-10-27,50
2015-10-29,50
2015-10-30,50
2015-10-31,50
2015-11-01,50
2015-11-02,50
2015-11-03,50
2015-11-04,50
2015-11-05,50
2015-11-06,50
2015-11-07,50
2015-11-08,50
2015-11-09,50
2015-11-10,50
2015-11-11,50
2015-11-12,50
2015-11-13,50
2015-11-14,50
2015-11-15,50
2015-11-16,50
2015-11-17,50
2015-11-18,50
2015-11-19,50
2015-11-20,50
2015-11-21,50
2015-11-22,50
2015-11-23,50
2015-11-24,50
2015-11-25,50
2015-11-26,50
2015-11-27,50
2015-11-28,50
2015-11-29,50
2015-11-30,50
2015-12-01,50
2015-12-02,50
2015-12-03,50
2015-12-04,50
2015-12-05,50
2015-12-06,50
2015-12-07,50
2015-12-08,50
2015-12-09,50
2015-12-10,50
2015-12-11,50
2015-12-12,50
2015-12-13,50
2015-12-14,50
2015-12-15,50
2015-12-16,50
2015-12-17,50
2015-12-18,50
2015-12-19,50
2015-12-20,50
2015-12-21,50
2015-12-22,50
2015-12-23,50
2015-12-24,50
2015-12-25,50
2015-12-26,50
2015-12-27,50
2015-12-28,50
2015-12-29,50
2015-12-30,50
2015-12-31,50
2016-01-01,50
2016-01-02,50
2016-01-03,50
2016-01-04,50
2016-01-05,50
2016-01-06,50
2016-01-07,50
2016-01-08,50
2016-01-09,50
2016-01-10,50
2016-01-11,50
2016-01-12,50
2016-01-13,50
2016-01-14,50
2016-01-15,50
2016-01-16,50
2016-01-17,50
2016-01-18,50
2016-01-19,50
2016-01-20,50
2016-01-21,50
2016-01-22,50
2016-01-23,50
2016-01-24,50
2016-01-25,50
2016-01-26,50
2016-01-27,50
2016-01-28,50
2016-01-29,50
2016-01-30,50
2016-01-31,50
2016-02-01,50
2016-02-02,50
2016-02-03,50
2016-02-04,50
2016-02-05,50
2016-02-06,50
2016-02-07,50
2016-02-08,50
2016-02-09,50
2016-02-10,50
2016-02-11,50
2016-02-12,50
2016-02-13,50
2016-02-14,50
2016-02-15,50
2016-02-16,50
2016-02-17,50
2016-02-18,50
2016-02-19,50
2016-02-20,50
2016-02-21,50
2016-02-22,50
2016-02-23,50
2016-02-24,50
2016-02-25,50
2016-02-26,50
2016-02-27,50
2016-02-28,50
2016-02-29,50
2016-03-01,50
2016-03-02,50
2016-03-03,50
2016-03-04,50
2016-03-05,50
2016-03-06,50
2016-03-07,50
2016-03-08,50
2016-03-09,50
2016-03-10,50
2016-03-11,50
2016-03-12,50
2016-03-13,50
2016-03-14,50
2016-03-15,50
2016-03-16,50
2016-03-17,50
2016-03-18,50
2016-03-19,50
2016-03-20,50
2016-03-21,50
2016-03-22,50
2016-03-23,50
2016-03-24,50
2016-03-25,50
2016-03-26,50
2016-03-27,50
2016-03-28,50
2016-03-29,50
2016-03-30,50
2016-03-31,50
2016-04-01,50
2016-04-02,50
2016-04-03,50
2016-04-04,50
2016-04-05,50
2016-04-06,50
2016-04-07,50
2016-04-08,50
2016-04-09,50
2016-04-10,50
2016-04-11,50
2016-04-12,50
2016-04-13,50
