date_obj,Steel%20knife price
2015-03-26,87
2015-03-27,87
2015-03-28,88
2015-03-29,88
2015-03-30,87
2015-03-31,86
2015-04-01,86
2015-04-02,88
2015-04-03,89
2015-04-04,90
2015-04-05,90
2015-04-06,90
2015-04-07,88
2015-04-08,88
2015-04-09,87
2015-04-10,85
2015-04-11,85
2015-04-12,86
2015-04-13,85
2015-04-14,85
2015-04-15,86
2015-04-16,86
2015-04-17,86
2015-04-18,87
2015-04-19,88
2015-04-20,88
2015-04-21,89
2015-04-22,89
2015-04-23,90
2015-04-24,92
2015-04-25,94
2015-04-26,94
2015-04-27,96
2015-04-28,94
2015-04-29,94
2015-04-30,93
2015-05-01,93
2015-05-02,94
2015-05-03,94
2015-05-04,92
2015-05-05,92
2015-05-06,91
2015-05-07,90
2015-05-08,89
2015-05-09,89
2015-05-10,87
2015-05-11,87
2015-05-12,87
2015-05-13,87
2015-05-14,87
2015-05-15,87
2015-05-16,88
2015-05-17,89
2015-05-18,90
2015-05-19,90
2015-05-20,90
2015-05-21,90
2015-05-22,89
2015-05-23,89
2015-05-24,89
2015-05-25,89
2015-05-26,89
2015-05-27,89
2015-05-28,89
2015-05-29,88
2015-05-30,90
2015-05-31,92
2015-06-01,93
2015-06-02,93
2015-06-03,91
2015-06-04,92
2015-06-05,91
2015-06-06,92
2015-06-07,93
2015-06-08,93
2015-06-09,95
2015-06-10,95
2015-06-11,95
2015-06-12,96
2015-06-13,98
2015-06-14,99
2015-06-15,98
2015-06-16,101
2015-06-17,104
2015-06-18,103
2015-06-19,100
2015-06-20,98
2015-06-21,97
2015-06-22,97
2015-06-23,97
2015-06-24,98
2015-06-25,98
2015-06-26,99
2015-06-27,99
2015-06-28,98
2015-06-29,98
2015-06-30,98
2015-07-01,98
2015-07-02,98
2015-07-03,98
2015-07-04,98
2015-07-05,99
2015-07-06,99
2015-07-07,98
2015-07-08,96
2015-07-09,96
2015-07-10,95
2015-07-11,93
2015-07-12,91
2015-07-13,91
2015-07-14,90
2015-07-15,90
2015-07-16,89
2015-07-17,89
2015-07-18,89
2015-07-19,89
2015-07-20,88
2015-07-21,88
2015-07-22,87
2015-07-23,87
2015-07-24,87
2015-07-25,87
2015-07-26,88
2015-07-27,89
2015-07-28,90
2015-07-29,91
2015-07-30,90
2015-07-31,90
2015-08-01,91
2015-08-02,93
2015-08-03,95
2015-08-04,95
2015-08-05,95
2015-08-06,96
2015-08-07,96
2015-08-08,96
2015-08-09,96
2015-08-10,96
2015-08-11,95
2015-08-12,95
2015-08-13,94
2015-08-14,93
2015-08-15,93
2015-08-16,92
2015-08-17,91
2015-08-18,91
2015-08-19,91
2015-08-20,92
2015-08-21,93
2015-08-22,94
2015-08-23,96
2015-08-24,97
2015-08-25,97
2015-08-26,98
2015-08-27,97
2015-08-28,98
2015-08-29,98
2015-08-30,98
2015-08-31,98
2015-09-01,98
2015-09-02,98
2015-09-03,98
2015-09-04,98
2015-09-05,98
2015-09-06,98
2015-09-07,99
2015-09-08,99
2015-09-09,99
2015-09-10,99
2015-09-11,100
2015-09-12,99
2015-09-13,99
2015-09-14,99
2015-09-15,99
2015-09-16,99
2015-09-17,98
2015-09-18,98
2015-09-19,99
2015-09-20,99
2015-09-21,100
2015-09-22,99
2015-09-23,97
2015-09-24,97
2015-09-25,98
2015-09-27,99
2015-09-28,99
2015-09-29,99
2015-09-30,99
2015-10-05,101
2015-10-06,102
2015-10-07,102
2015-10-08,101
2015-10-09,99
2015-10-10,99
2015-10-11,97
2015-10-12,95
2015-10-13,95
2015-10-14,93
2015-10-15,93
2015-10-16,93
2015-10-17,93
2015-10-18,94
2015-10-19,95
2015-10-20,97
2015-10-22,96
2015-10-23,96
2015-10-24,97
2015-10-25,97
2015-10-26,98
2015-10-27,98
2015-10-29,101
2015-10-30,101
2015-10-31,101
2015-11-01,101
2015-11-02,103
2015-11-03,103
2015-11-04,105
2015-11-05,106
2015-11-06,106
2015-11-07,106
2015-11-08,106
2015-11-09,108
2015-11-10,110
2015-11-11,111
2015-11-12,114
2015-11-13,116
2015-11-14,117
2015-11-15,117
2015-11-16,119
2015-11-17,118
2015-11-18,118
2015-11-19,118
2015-11-20,115
2015-11-21,115
2015-11-22,114
2015-11-23,114
2015-11-24,114
2015-11-25,114
2015-11-26,114
2015-11-27,114
2015-11-28,115
2015-11-29,114
2015-11-30,115
2015-12-01,115
2015-12-02,116
2015-12-03,117
2015-12-04,117
2015-12-05,117
2015-12-06,115
2015-12-07,119
2015-12-08,122
2015-12-09,121
2015-12-10,119
2015-12-11,116
2015-12-12,113
2015-12-13,111
2015-12-14,111
2015-12-15,109
2015-12-16,107
2015-12-17,107
2015-12-18,105
2015-12-19,104
2015-12-20,103
2015-12-21,104
2015-12-22,105
2015-12-23,106
2015-12-24,109
2015-12-25,109
2015-12-26,108
2015-12-27,108
2015-12-28,108
2015-12-29,106
2015-12-30,105
2015-12-31,104
2016-01-01,104
2016-01-02,104
2016-01-03,104
2016-01-04,103
2016-01-05,103
2016-01-06,104
2016-01-07,104
2016-01-08,106
2016-01-09,105
2016-01-10,106
2016-01-11,105
2016-01-12,104
2016-01-13,105
2016-01-14,105
2016-01-15,107
2016-01-16,108
2016-01-17,106
2016-01-18,105
2016-01-19,104
2016-01-20,104
2016-01-21,106
2016-01-22,108
2016-01-23,109
2016-01-24,112
2016-01-25,113
2016-01-26,115
2016-01-27,116
2016-01-28,116
2016-01-29,118
2016-01-30,118
2016-01-31,118
2016-02-01,119
2016-02-02,116
2016-02-03,116
2016-02-04,116
2016-02-05,117
2016-02-06,117
2016-02-07,117
2016-02-08,117
2016-02-09,116
2016-02-10,116
2016-02-11,120
2016-02-12,119
2016-02-13,119
2016-02-14,119
2016-02-15,121
2016-02-16,120
2016-02-17,121
2016-02-18,121
2016-02-19,123
2016-02-20,123
2016-02-21,123
2016-02-22,123
2016-02-23,123
2016-02-24,125
2016-02-25,124
2016-02-26,124
2016-02-27,123
2016-02-28,120
2016-02-29,120
2016-03-01,119
2016-03-02,118
2016-03-03,119
2016-03-04,119
2016-03-05,122
2016-03-06,121
2016-03-07,123
2016-03-08,126
2016-03-09,126
2016-03-10,127
2016-03-11,125
2016-03-12,124
2016-03-13,123
2016-03-14,120
2016-03-15,117
2016-03-16,117
2016-03-17,119
2016-03-18,120
2016-03-19,121
2016-03-20,122
2016-03-21,122
2016-03-22,121
2016-03-23,121
2016-03-24,121
2016-03-25,119
2016-03-26,118
2016-03-27,118
2016-03-28,119
2016-03-29,120
2016-03-30,120
2016-03-31,121
2016-04-01,121
2016-04-02,122
2016-04-03,123
2016-04-04,123
2016-04-05,124
2016-04-06,125
2016-04-07,124
2016-04-08,125
2016-04-09,124
2016-04-10,123
2016-04-11,123
2016-04-12,123
2016-04-13,124
2016-04-14,122
2016-04-15,121
2016-04-16,122
2016-04-17,124
2016-04-18,122
2016-04-19,124
2016-04-20,123
2016-04-21,121
2016-04-22,121
2016-04-23,121
2016-04-24,120
2016-04-25,120
2016-04-26,118
2016-04-27,118
2016-04-28,118
2016-04-29,118
2016-04-30,120
2016-05-01,117
2016-05-02,118
2016-05-03,122
2016-05-04,119
2016-05-05,120
2016-05-06,120
2016-05-07,119
2016-05-08,120
2016-05-09,120
2016-05-10,121
2016-05-11,121
2016-05-12,122
2016-05-13,123
2016-05-14,122
2016-05-15,122
2016-05-16,121
2016-05-17,120
2016-05-18,120
2016-05-19,120
2016-05-22,119
2016-05-23,121
2016-05-24,122
2016-05-25,124
2016-05-26,123
2016-05-27,124
2016-05-28,124
2016-05-29,122
2016-05-30,122
2016-05-31,122
2016-06-01,122
2016-06-02,121
2016-06-03,121
2016-06-04,119
2016-06-05,117
2016-06-06,117
2016-06-07,117
2016-06-08,116
2016-06-09,117
2016-06-10,117
2016-06-11,117
2016-06-12,117
2016-06-13,118
2016-06-14,118
2016-06-15,119
2016-06-16,118
2016-06-17,118
2016-06-18,119
2016-06-19,118
2016-06-20,118
2016-06-21,118
2016-06-22,120
2016-06-23,119
2016-06-24,117
2016-06-25,117
2016-06-26,116
2016-06-27,116
2016-06-28,115
2016-06-29,115
2016-06-30,116
2016-07-01,117
2016-07-02,116
2016-07-03,116
2016-07-04,117
2016-07-05,116
2016-07-06,117
2016-07-07,114
2016-07-08,114
2016-07-09,114
2016-07-10,113
2016-07-11,114
2016-07-12,116
2016-07-13,116
2016-07-14,118
2016-07-15,118
2016-07-16,119
2016-07-17,120
2016-07-18,121
2016-07-24,113
2016-07-25,113
2016-07-26,113
2016-07-27,112
2016-07-28,113
2016-07-29,114
2016-07-30,114
2016-07-31,114
2016-08-01,112
2016-08-02,111
2016-08-03,109
2016-08-04,107
2016-08-05,107
2016-08-06,108
2016-08-07,108
2016-08-08,108
2016-08-09,105
2016-08-10,106
2016-08-11,106
2016-08-12,105
2016-08-13,107
2016-08-14,106
2016-08-15,106
2016-08-16,107
2016-08-17,107
2016-08-18,106
2016-08-19,106
2016-08-20,106
2016-08-21,105
2016-08-22,105
2016-08-23,104
2016-08-24,105
2016-08-25,103
2016-08-26,103
2016-08-28,97
2016-08-31,96
2016-09-01,95
2016-09-02,95
2016-09-03,93
2016-09-04,91
2016-09-05,91
2016-09-06,92
2016-09-07,91
2016-09-08,91
2016-09-09,91
2016-09-10,91
2016-09-11,91
2016-09-12,90
2016-09-13,91
2016-09-14,91
2016-09-15,95
2016-09-16,95
2016-09-17,97
2016-09-18,98
2016-09-19,98
2016-09-20,98
2016-09-21,97
2016-09-22,97
2016-09-23,97
2016-09-24,97
2016-09-25,97
2016-09-26,97
2016-09-27,97
2016-09-28,97
2016-09-29,97
2016-09-30,98
2016-10-01,98
2016-10-02,98
2016-10-03,97
2016-10-04,98
2016-10-05,98
2016-10-06,96
2016-10-07,96
2016-10-08,97
2016-10-09,97
2016-10-10,97
2016-10-11,98
2016-10-12,98
2016-10-13,98
2016-10-14,100
2016-10-15,100
2016-10-16,101
2016-10-17,100
2016-10-18,100
2016-10-19,97
2016-10-20,97
2016-10-21,98
2016-10-22,98
2016-10-23,97
2016-10-24,96
2016-10-25,96
2016-10-26,96
2016-10-27,96
2016-10-28,97
2016-10-29,97
2016-10-30,98
2016-10-31,98
2016-11-01,98
2016-11-02,98
2016-11-03,98
2016-11-04,100
2016-11-05,100
2016-11-06,99
2016-11-07,100
2016-11-08,98
2016-11-09,99
2016-11-10,99
2016-11-11,99
2016-11-12,99
2016-11-13,99
2016-11-14,100
2016-12-08,96
2016-12-09,96
2016-12-10,96
2016-12-11,96
2016-12-12,96
2016-12-13,96
2016-12-14,96
2016-12-15,96
2016-12-16,96
2016-12-17,97
2016-12-18,97
2016-12-19,97
2016-12-20,99
2016-12-21,97
2016-12-22,97
2016-12-23,97
2016-12-24,97
2016-12-25,96
2016-12-26,96
2016-12-27,95
2016-12-28,95
2016-12-29,93
2016-12-30,92
2016-12-31,91
2017-01-01,90
2017-01-02,91
2017-01-03,90
2017-01-04,90
2017-01-05,89
2017-01-06,89
2017-01-07,90
2017-01-08,90
2017-01-09,91
2017-01-10,93
2017-01-11,94
2017-01-12,95
2017-01-13,97
2017-01-14,98
2017-01-15,98
2017-01-16,97
2017-01-17,97
2017-01-18,98
2017-01-19,98
2017-01-20,96
2017-01-21,96
2017-01-22,95
2017-01-27,95
2017-01-28,97
2017-01-29,96
2017-01-30,96
2017-01-31,96
2017-02-01,96
2017-02-02,96
2017-02-03,97
2017-02-04,96
2017-02-05,97
2017-02-06,96
2017-02-07,96
2017-02-08,96
2017-02-09,96
2017-02-10,96
2017-02-11,96
2017-02-12,96
2017-02-13,96
2017-02-14,96
2017-02-15,96
2017-02-16,94
2017-02-18,92
2017-02-19,93
2017-02-20,94
2017-02-21,93
2017-02-22,93
2017-02-23,91
2017-02-24,90
2017-02-25,89
2017-02-26,88
2017-02-27,90
2017-02-28,91
2017-03-01,91
2017-03-02,90
2017-03-03,90
2017-03-04,90
2017-03-05,91
2017-03-06,91
2017-03-07,92
2017-03-08,94
2017-03-09,95
2017-03-10,95
2017-03-11,96
2017-03-12,96
2017-03-13,97
2017-03-14,96
2017-03-15,96
2017-03-16,95
2017-03-17,93
2017-03-18,92
2017-03-19,93
2017-03-20,92
2017-03-21,93
2017-03-22,92
2017-03-23,93
2017-03-24,93
2017-03-25,94
2017-03-26,94
2017-03-27,93
2017-03-28,94
2017-03-29,94
2017-03-30,94
2017-03-31,94
2017-04-01,94
2017-04-02,95
2017-04-03,96
2017-04-04,97
2017-04-12,99
2017-04-13,98
2017-04-14,99
2017-04-15,100
2017-04-16,100
2017-04-17,101
2017-04-18,102
2017-04-19,102
2017-04-20,102
2017-04-21,101
2017-04-22,100
2017-04-23,97
2017-04-24,94
2017-04-25,94
2017-04-26,94
2017-04-27,93
2017-04-28,91
2017-04-29,91
2017-04-30,91
2017-05-01,92
2017-05-02,93
2017-05-03,94
2017-05-04,96
2017-05-05,97
2017-05-06,99
2017-05-07,99
2017-05-08,100
2017-05-09,100
2017-05-10,99
2017-05-11,100
2017-05-12,100
2017-05-13,100
2017-05-14,100
2017-05-15,99
2017-05-16,99
2017-05-17,99
2017-05-18,98
2017-05-19,101
2017-05-20,100
2017-05-21,100
2017-05-22,99
2017-05-23,99
2017-05-24,98
2017-05-25,98
2017-05-26,97
2017-05-27,95
2017-05-28,94
2017-05-29,95
2017-05-30,95
2017-05-31,94
2017-06-01,93
2017-06-02,93
2017-06-03,93
2017-06-06,94
2017-06-07,92
2017-06-08,93
2017-06-09,92
2017-06-10,91
2017-06-11,90
2017-06-12,89
2017-06-13,89
2017-06-14,87
2017-06-15,86
2017-06-16,85
2017-06-17,84
2017-06-18,86
2017-06-19,86
2017-06-20,87
2017-06-21,86
2017-06-22,87
2017-06-23,88
2017-06-24,88
2017-06-25,89
2017-06-26,88
2017-06-27,89
2017-06-28,89
2017-06-29,89
2017-06-30,89
2017-07-01,89
2017-07-02,89
2017-07-03,89
2017-07-04,88
2017-07-05,88
2017-07-06,88
2017-07-07,88
2017-07-08,88
2017-07-13,86
2017-07-14,85
2017-07-15,85
2017-07-16,84
2017-07-17,83
2017-07-18,82
2017-07-19,82
2017-07-20,83
2017-07-21,83
2017-07-22,84
2017-07-23,84
2017-07-24,84
2017-07-25,83
2017-07-26,83
2017-07-27,83
2017-07-28,83
2017-07-29,84
2017-07-30,84
2017-07-31,84
2017-08-01,85
2017-08-02,85
2017-08-03,85
2017-08-04,86
2017-08-05,87
2017-08-06,86
2017-08-09,86
2017-08-10,85
2017-08-11,85
2017-08-12,86
2017-08-13,86
2017-08-14,85
2017-08-15,85
2017-08-17,86
2017-08-18,86
2017-08-19,85
2017-08-20,85
2017-08-21,85
2017-08-22,85
2017-08-23,84
2017-08-24,85
2017-08-25,85
2017-08-26,85
2017-08-27,85
2017-08-28,86
2017-08-29,84
2017-08-30,85
2017-08-31,85
2017-09-01,86
2017-09-02,85
2017-09-03,85
2017-09-04,85
2017-09-05,86
2017-09-06,86
2017-09-07,87
2017-09-08,87
2017-09-09,87
2017-09-10,88
2017-09-11,88
2017-09-12,88
2017-09-13,87
2017-09-14,87
2017-09-15,87
2017-09-16,87
2017-09-17,86
2017-09-19,86
2017-09-20,84
2017-09-21,84
2017-09-22,83
2017-09-23,83
2017-09-24,83
2017-09-25,83
2017-09-26,82
2017-09-27,82
2017-09-28,82
2017-09-29,82
2017-09-30,83
2017-10-01,83
2017-10-02,82
2017-10-03,82
2017-10-04,84
2017-10-05,85
2017-10-06,85
2017-10-07,86
2017-10-08,86
2017-10-09,86
2017-10-10,86
2017-10-11,86
2017-10-12,86
2017-10-13,86
2017-10-14,85
2017-10-15,85
2017-10-16,84
2017-10-17,84
2017-10-18,83
2017-10-19,82
2017-10-20,83
2017-10-21,83
2017-10-22,82
2017-10-23,81
2017-10-24,81
2017-10-25,80
2017-10-26,80
2017-10-27,80
2017-10-28,80
2017-10-29,79
2017-10-30,78
2017-10-31,77
2017-11-01,77
2017-11-02,77
2017-11-03,77
2017-11-04,75
2017-11-05,72
2017-11-06,70
2017-11-07,70
2017-11-08,70
2017-11-09,69
2017-11-10,68
2017-11-11,67
2017-11-12,67
2017-11-13,66
2017-11-14,65
2017-11-15,63
2017-11-16,61
2017-11-17,60
2017-11-18,60
2017-11-19,59
2017-11-20,57
2017-11-21,57
2017-11-22,57
2017-11-23,57
2017-11-24,57
2017-11-25,57
2017-11-26,58
2017-11-27,58
2017-11-28,59
2017-11-29,61
2017-11-30,61
2017-12-01,63
2017-12-02,63
2017-12-03,65
2017-12-04,65
2017-12-05,66
2017-12-06,66
2017-12-07,66
2017-12-08,66
2017-12-09,66
2017-12-10,66
2017-12-11,67
2017-12-12,67
2017-12-13,67
2017-12-14,68
2017-12-15,67
2017-12-16,68
2017-12-17,68
2017-12-18,68
2017-12-19,67
2017-12-20,68
2017-12-21,68
2017-12-22,68
2017-12-23,69
2017-12-24,71
2017-12-25,71
2017-12-26,70
2017-12-27,70
2017-12-28,71
2017-12-29,71
2017-12-30,71
2017-12-31,71
2018-01-01,71
2018-01-02,70
2018-01-03,70
2018-01-04,71
2018-01-05,71
2018-01-06,72
2018-01-07,72
2018-01-08,71
2018-01-09,72
2018-01-10,72
2018-01-11,72
2018-01-12,72
2018-01-13,73
2018-01-14,72
2018-01-15,72
2018-01-16,72
2018-01-17,71
2018-01-18,70
2018-01-19,70
2018-01-20,70
2018-01-21,70
2018-01-22,70
2018-01-23,71
2018-01-24,70
2018-01-25,70
2018-01-26,71
2018-01-27,70
2018-01-28,70
2018-01-29,70
2018-01-30,69
2018-02-01,70
2018-02-02,70
2018-02-03,70
2018-02-04,71
2018-02-05,70
2018-02-06,71
2018-02-07,71
2018-02-08,72
2018-02-09,72
2018-02-10,72
2018-02-11,72
2018-02-12,71
2018-02-13,71
2018-02-14,71
2018-02-15,71
2018-02-16,70
2018-02-17,70
2018-02-18,71
2018-02-19,72
2018-02-20,73
2018-02-21,73
2018-02-22,71
2018-02-23,71
2018-02-24,71
2018-02-25,70
2018-02-26,68
2018-02-27,69
2018-02-28,69
2018-03-01,71
2018-03-02,71
2018-03-03,71
2018-03-04,71
2018-03-05,71
2018-03-06,71
2018-03-07,71
2018-03-08,71
2018-03-09,70
2018-03-10,70
2018-03-11,71
2018-03-12,73
2018-03-13,73
2018-03-14,73
2018-03-15,71
2018-03-16,70
2018-03-17,70
2018-03-18,70
2018-03-19,70
2018-03-20,70
2018-03-21,70
2018-03-23,70
2018-03-24,69
2018-03-26,70
2018-03-27,70
2018-03-28,69
2018-03-29,69
2018-03-30,69
2018-03-31,68
2018-04-01,68
2018-04-02,69
2018-04-03,70
2018-04-04,70
2018-04-05,70
2018-04-06,69
2018-04-08,70
2018-04-09,69
2018-04-10,69
2018-04-11,69
2018-04-12,68
2018-04-13,66
2018-04-14,67
2018-04-16,65
2018-04-17,66
2018-04-18,66
2018-04-19,64
2018-04-20,64
2018-04-21,64
2018-04-22,64
2018-04-23,65
2018-04-24,64
2018-04-25,63
2018-04-26,62
2018-04-27,62
2018-04-28,62
2018-04-29,61
2018-04-30,61
2018-05-01,62
2018-05-02,62
2018-05-03,61
2018-05-04,61
2018-05-05,59
2018-05-06,59
2018-05-07,60
2018-05-08,60
2018-05-09,59
2018-05-10,58
2018-05-11,59
2018-05-12,59
2018-05-13,57
2018-05-14,57
2018-05-15,58
2018-05-16,59
2018-05-17,58
2018-05-18,58
2018-05-19,58
2018-05-20,57
2018-05-21,58
2018-05-22,59
2018-05-23,59
2018-05-24,60
2018-05-25,60
2018-05-26,61
2018-05-27,61
2018-05-28,63
2018-05-29,63
2018-05-30,64
2018-05-31,64
2018-06-01,65
2018-06-02,63
2018-06-03,64
2018-06-04,64
2018-06-05,64
2018-06-06,63
