date_obj,Iron%20spear price
2015-03-26,12862
2015-03-27,12862
2015-03-28,12862
2015-03-29,12251
2015-03-30,12251
2015-03-31,12251
2015-04-01,12251
2015-04-02,12251
2015-04-03,12251
2015-04-04,12251
2015-04-05,12251
2015-04-06,11645
2015-04-07,11645
2015-04-08,11645
2015-04-09,11645
2015-04-10,11645
2015-04-11,11645
2015-04-12,11645
2015-04-13,11645
2015-04-14,11092
2015-04-15,11092
2015-04-16,11092
2015-04-17,11092
2015-04-18,11092
2015-04-19,11092
2015-04-20,11092
2015-04-21,10544
2015-04-22,10544
2015-04-23,10544
2015-04-24,10544
2015-04-25,10544
2015-04-26,10544
2015-04-27,10544
2015-04-28,10544
2015-04-29,10544
2015-04-30,10022
2015-05-01,10022
2015-05-02,10022
2015-05-03,10022
2015-05-04,10022
2015-05-05,10022
2015-05-06,10022
2015-05-07,9525
2015-05-08,9525
2015-05-09,9525
2015-05-10,9525
2015-05-11,9525
2015-05-12,9525
2015-05-13,9525
2015-05-14,9525
2015-05-15,9525
2015-05-16,9051
2015-05-17,9051
2015-05-18,9051
2015-05-19,9051
2015-05-20,9051
2015-05-21,9051
2015-05-22,9051
2015-05-23,9051
2015-05-24,9051
2015-05-25,8612
2015-05-26,8612
2015-05-27,8612
2015-05-28,8612
2015-05-29,8612
2015-05-30,8189
2015-05-31,8189
2015-06-01,8189
2015-06-02,8189
2015-06-03,8189
2015-06-04,7786
2015-06-05,7786
2015-06-06,7786
2015-06-07,7786
2015-06-08,7786
2015-06-09,7401
2015-06-10,7401
2015-06-11,7401
2015-06-12,7401
2015-06-13,7401
2015-06-14,7054
2015-06-15,7054
2015-06-16,7054
2015-06-17,7054
2015-06-18,7054
2015-06-19,6709
2015-06-20,6709
2015-06-21,6709
2015-06-22,6709
2015-06-23,6709
2015-06-24,6396
2015-06-25,6396
2015-06-26,6396
2015-06-27,6396
2015-06-28,6396
2015-06-29,6082
2015-06-30,6082
2015-07-01,6082
2015-07-02,6082
2015-07-03,6082
2015-07-04,5782
2015-07-05,5782
2015-07-06,5782
2015-07-07,5782
2015-07-08,5782
2015-07-09,5782
2015-07-10,5499
2015-07-11,5499
2015-07-12,5499
2015-07-13,5499
2015-07-14,5499
2015-07-15,5499
2015-07-16,5230
2015-07-17,5230
2015-07-18,5230
2015-07-19,5230
2015-07-20,5230
2015-07-21,4976
2015-07-22,4976
2015-07-23,4976
2015-07-24,4976
2015-07-25,4976
2015-07-26,4731
2015-07-27,4731
2015-07-28,4731
2015-07-29,4731
2015-07-30,4497
2015-07-31,4497
2015-08-01,4497
2015-08-02,4497
2015-08-03,4497
2015-08-04,4280
2015-08-05,4280
2015-08-06,4280
2015-08-07,4280
2015-08-08,4280
2015-08-09,4071
2015-08-10,4071
2015-08-11,4071
2015-08-12,4071
2015-08-13,3883
2015-08-14,3883
2015-08-15,3883
2015-08-16,3883
2015-08-17,3699
2015-08-18,3699
2015-08-19,3699
2015-08-20,3699
2015-08-21,3517
2015-08-22,3517
2015-08-23,3517
2015-08-24,3517
2015-08-25,3343
2015-08-26,3343
2015-08-27,3343
2015-08-28,3343
2015-08-29,3177
2015-08-30,3177
2015-08-31,3177
2015-09-01,3177
2015-09-02,3177
2015-09-03,3030
2015-09-04,3030
2015-09-05,3030
2015-09-06,3030
2015-09-07,2881
2015-09-08,2881
2015-09-09,2881
2015-09-10,2881
2015-09-11,2742
2015-09-12,2742
2015-09-13,2742
2015-09-14,2742
2015-09-15,2608
2015-09-16,2608
2015-09-17,2608
2015-09-18,2608
2015-09-19,2480
2015-09-20,2480
2015-09-21,2480
2015-09-22,2480
2015-09-23,2360
2015-09-24,2360
2015-09-25,2360
2015-09-27,2246
2015-09-28,2246
2015-09-29,2246
2015-09-30,2136
2015-10-05,2031
2015-10-06,2031
2015-10-07,1935
2015-10-08,1935
2015-10-09,1935
2015-10-10,1844
2015-10-11,1844
2015-10-12,1844
2015-10-13,1752
2015-10-14,1752
2015-10-15,1752
2015-10-16,1668
2015-10-17,1668
2015-10-18,1668
2015-10-19,1668
2015-10-20,1588
2015-10-22,1588
2015-10-23,1588
2015-10-24,1515
2015-10-25,1515
2015-10-26,1515
2015-10-27,1515
2015-10-29,1443
2015-10-30,1443
2015-10-31,1443
2015-11-01,1373
2015-11-02,1373
2015-11-03,1373
2015-11-04,1373
2015-11-05,1306
2015-11-06,1306
2015-11-07,1306
2015-11-08,1306
2015-11-09,1246
2015-11-10,1246
2015-11-11,1246
2015-11-12,1246
2015-11-13,1246
2015-11-14,1186
2015-11-15,1186
2015-11-16,1186
2015-11-17,1186
2015-11-18,1133
2015-11-19,1133
2015-11-20,1133
2015-11-21,1133
2015-11-22,1079
2015-11-23,1079
2015-11-24,1079
2015-11-25,1079
2015-11-26,1079
2015-11-27,1029
2015-11-28,1029
2015-11-29,1029
2015-11-30,1029
2015-12-01,984
2015-12-02,984
2015-12-03,984
2015-12-04,984
2015-12-05,984
2015-12-06,938
2015-12-07,938
2015-12-08,938
2015-12-09,938
2015-12-10,938
2015-12-11,895
2015-12-12,895
2015-12-13,895
2015-12-14,895
2015-12-15,895
2015-12-16,853
2015-12-17,853
2015-12-18,853
2015-12-19,853
2015-12-20,811
2015-12-21,811
2015-12-22,811
2015-12-23,811
2015-12-24,811
2015-12-25,774
2015-12-26,774
2015-12-27,774
2015-12-28,774
2015-12-29,736
2015-12-30,736
2015-12-31,736
2016-01-01,736
2016-01-02,736
2016-01-03,701
2016-01-04,701
2016-01-05,701
2016-01-06,701
2016-01-07,666
2016-01-08,666
2016-01-09,666
2016-01-10,666
2016-01-11,666
2016-01-12,666
2016-01-13,666
2016-01-14,634
2016-01-15,634
2016-01-16,634
2016-01-17,634
2016-01-18,634
2016-01-19,634
2016-01-20,604
2016-01-21,604
2016-01-22,604
2016-01-23,604
2016-01-24,604
2016-01-25,576
2016-01-26,576
2016-01-27,576
2016-01-28,576
2016-01-29,576
2016-01-30,576
2016-01-31,548
2016-02-01,548
2016-02-02,548
2016-02-03,548
2016-02-04,548
2016-02-05,548
2016-02-06,521
2016-02-07,521
2016-02-08,521
2016-02-09,521
2016-02-10,521
2016-02-11,496
2016-02-12,496
2016-02-13,496
2016-02-14,496
2016-02-15,496
2016-02-16,473
2016-02-17,473
2016-02-18,473
2016-02-19,473
2016-02-20,473
2016-02-21,451
2016-02-22,451
2016-02-23,451
2016-02-24,451
2016-02-25,451
2016-02-26,431
2016-02-27,431
2016-02-28,431
2016-02-29,431
2016-03-01,431
2016-03-02,411
2016-03-03,411
2016-03-04,411
2016-03-05,411
2016-03-06,392
2016-03-07,392
2016-03-08,392
2016-03-09,392
2016-03-10,392
2016-03-11,373
2016-03-12,373
2016-03-13,373
2016-03-14,373
2016-03-15,355
2016-03-16,355
2016-03-17,355
2016-03-18,355
2016-03-19,355
2016-03-20,338
2016-03-21,338
2016-03-22,338
2016-03-23,338
2016-03-24,338
2016-03-25,322
2016-03-26,322
2016-03-27,322
2016-03-28,322
2016-03-29,306
2016-03-30,306
2016-03-31,306
2016-04-01,306
2016-04-02,306
2016-04-03,306
2016-04-04,291
2016-04-05,291
2016-04-06,291
2016-04-07,291
2016-04-08,291
2016-04-09,279
2016-04-10,279
2016-04-11,279
2016-04-12,279
2016-04-13,279
2016-04-14,266
2016-04-15,266
2016-04-16,266
2016-04-17,266
2016-04-18,252
2016-04-19,252
2016-04-20,252
2016-04-21,252
2016-04-22,252
2016-04-23,240
2016-04-24,240
2016-04-25,240
2016-04-26,240
2016-04-27,240
2016-04-28,230
2016-04-29,230
2016-04-30,230
2016-05-01,230
2016-05-02,230
2016-05-03,221
2016-05-04,221
2016-05-05,221
2016-05-06,221
2016-05-07,221
2016-05-08,210
2016-05-09,210
2016-05-10,210
2016-05-11,210
2016-05-12,210
2016-05-13,200
2016-05-14,200
2016-05-15,200
2016-05-16,200
2016-05-17,200
2016-05-18,191
2016-05-19,191
2016-05-22,191
2016-05-23,182
2016-05-24,182
2016-05-25,182
2016-05-26,182
2016-05-27,173
2016-05-28,173
2016-05-29,173
2016-05-30,173
2016-05-31,169
2016-06-01,169
2016-06-02,169
2016-06-03,169
2016-06-04,169
2016-06-05,171
2016-06-06,171
2016-06-07,171
2016-06-08,171
2016-06-09,171
2016-06-10,180
2016-06-11,180
2016-06-12,180
2016-06-13,180
2016-06-14,188
2016-06-15,188
2016-06-16,188
2016-06-17,188
2016-06-18,188
2016-06-19,187
2016-06-20,187
2016-06-21,187
2016-06-22,187
2016-06-23,187
2016-06-24,187
2016-06-25,179
2016-06-26,179
2016-06-27,179
2016-06-28,179
2016-06-29,179
2016-06-30,170
2016-07-01,170
2016-07-02,170
2016-07-03,170
2016-07-04,164
2016-07-05,164
2016-07-06,164
2016-07-07,164
2016-07-08,164
2016-07-09,155
2016-07-10,155
2016-07-11,155
2016-07-12,155
2016-07-13,155
2016-07-14,151
2016-07-15,151
2016-07-16,151
2016-07-17,151
2016-07-18,151
2016-07-23,147
2016-07-24,147
2016-07-25,140
2016-07-26,140
2016-07-27,140
2016-07-28,140
2016-07-29,140
2016-07-30,140
2016-07-31,134
2016-08-01,134
2016-08-02,134
2016-08-03,134
2016-08-04,134
2016-08-05,134
2016-08-06,127
2016-08-07,127
2016-08-08,127
2016-08-09,127
2016-08-10,127
2016-08-11,127
2016-08-12,127
2016-08-13,121
2016-08-14,121
2016-08-15,121
2016-08-16,121
2016-08-17,121
2016-08-18,121
2016-08-19,114
2016-08-20,114
2016-08-21,114
2016-08-22,114
2016-08-23,114
2016-08-24,114
2016-08-25,109
2016-08-26,109
2016-08-28,109
2016-08-31,109
2016-09-01,104
2016-09-02,104
2016-09-03,104
2016-09-04,104
2016-09-05,104
2016-09-06,104
2016-09-07,104
2016-09-08,104
2016-09-09,98
2016-09-10,98
2016-09-11,98
2016-09-12,98
2016-09-13,98
2016-09-14,98
2016-09-15,93
2016-09-16,93
2016-09-17,93
2016-09-18,93
2016-09-19,93
2016-09-20,93
2016-09-21,93
2016-09-22,88
2016-09-23,88
2016-09-24,88
2016-09-25,88
2016-09-26,88
2016-09-27,88
2016-09-28,88
2016-09-29,88
2016-09-30,83
2016-10-01,83
2016-10-02,83
2016-10-03,83
2016-10-04,83
2016-10-05,83
2016-10-06,79
2016-10-07,79
2016-10-08,79
2016-10-09,79
2016-10-10,79
2016-10-11,79
2016-10-12,79
2016-10-13,77
2016-10-14,77
2016-10-15,77
2016-10-16,77
2016-10-17,77
2016-10-18,77
2016-10-19,73
2016-10-20,73
2016-10-21,73
2016-10-22,73
2016-10-23,73
2016-10-24,72
2016-10-25,72
2016-10-26,72
2016-10-27,72
2016-10-28,72
2016-10-29,72
2016-10-30,72
2016-10-31,76
2016-11-01,76
2016-11-02,76
2016-11-03,76
2016-11-04,76
2016-11-05,76
2016-11-06,80
2016-11-07,80
2016-11-08,80
2016-11-09,80
2016-11-10,80
2016-11-11,80
2016-11-12,77
2016-11-13,77
2016-11-14,77
2016-12-07,61
2016-12-08,61
2016-12-09,61
2016-12-10,61
2016-12-11,57
2016-12-12,57
2016-12-13,57
2016-12-14,57
2016-12-15,57
2016-12-16,57
2016-12-17,54
2016-12-18,54
2016-12-19,54
2016-12-20,54
2016-12-21,54
2016-12-22,53
2016-12-23,53
2016-12-24,53
2016-12-25,53
2016-12-26,53
2016-12-27,50
2016-12-28,50
2016-12-29,50
2016-12-30,50
2016-12-31,50
2017-01-01,48
2017-01-02,48
2017-01-03,48
2017-01-04,48
2017-01-05,48
2017-01-06,46
2017-01-07,46
2017-01-08,46
2017-01-09,46
2017-01-10,43
2017-01-11,43
2017-01-12,43
2017-01-13,43
2017-01-14,43
2017-01-15,40
2017-01-16,40
2017-01-17,40
2017-01-18,40
2017-01-19,40
2017-01-20,38
2017-01-21,38
2017-01-22,38
2017-01-27,36
2017-01-28,36
2017-01-29,34
2017-01-30,34
2017-01-31,34
2017-02-01,34
2017-02-02,34
2017-02-03,33
2017-02-04,33
2017-02-05,33
2017-02-06,33
2017-02-07,33
2017-02-08,31
2017-02-09,31
2017-02-10,31
2017-02-11,31
2017-02-12,31
2017-02-13,30
2017-02-14,30
2017-02-15,30
2017-02-16,30
2017-02-18,28
2017-02-19,28
2017-02-20,28
2017-02-21,28
2017-02-22,28
2017-02-23,27
2017-02-24,27
2017-02-25,27
2017-02-26,27
2017-02-27,27
2017-02-28,27
2017-03-01,26
2017-03-02,26
2017-03-03,26
2017-03-04,26
2017-03-05,26
2017-03-06,26
2017-03-07,26
2017-03-08,26
2017-03-09,26
2017-03-10,26
2017-03-11,24
2017-03-12,24
2017-03-13,24
2017-03-14,24
2017-03-15,22
2017-03-16,22
2017-03-17,22
2017-03-18,22
2017-03-19,22
2017-03-20,22
2017-03-21,22
2017-03-22,22
2017-03-23,22
2017-03-24,22
2017-03-25,22
2017-03-26,22
2017-03-27,22
2017-03-28,22
2017-03-29,22
2017-03-30,22
2017-03-31,21
2017-04-01,21
2017-04-02,21
2017-04-03,21
2017-04-04,21
2017-04-12,18
2017-04-13,18
2017-04-14,18
2017-04-15,18
2017-04-16,18
2017-04-17,17
2017-04-18,17
2017-04-19,17
2017-04-20,17
2017-04-21,17
2017-04-22,16
2017-04-23,16
2017-04-24,16
2017-04-25,16
2017-04-26,16
2017-04-27,16
2017-04-28,16
2017-04-29,16
2017-04-30,16
2017-05-01,16
2017-05-02,15
2017-05-03,15
2017-05-04,15
2017-05-05,15
2017-05-06,15
2017-05-07,15
2017-05-08,15
2017-05-09,15
2017-05-10,15
2017-05-11,15
2017-05-12,15
2017-05-13,14
2017-05-14,14
2017-05-15,14
2017-05-16,14
2017-05-17,14
2017-05-18,14
2017-05-19,14
2017-05-20,14
2017-05-21,14
2017-05-22,14
2017-05-23,14
2017-05-24,14
2017-05-25,14
2017-05-26,14
2017-05-27,14
2017-05-28,14
2017-05-29,14
2017-05-30,14
2017-05-31,14
2017-06-01,14
2017-06-02,14
2017-06-03,15
2017-06-04,15
2017-06-06,15
2017-06-07,15
2017-06-08,15
2017-06-09,15
2017-06-10,15
2017-06-11,15
2017-06-12,15
2017-06-13,16
2017-06-14,16
2017-06-15,16
2017-06-16,17
2017-06-17,17
2017-06-18,17
2017-06-19,18
2017-06-20,18
2017-06-21,18
2017-06-22,19
2017-06-23,19
2017-06-24,19
2017-06-25,19
2017-06-26,20
2017-06-27,20
2017-06-28,20
2017-06-29,21
2017-06-30,21
2017-07-01,21
2017-07-02,21
2017-07-03,23
2017-07-04,23
2017-07-05,23
