date_obj,Willow%20bird%20house price
2018-01-12,600
2018-01-13,600
2018-01-14,600
2018-01-15,600
2018-01-16,600
2018-01-17,600
2018-01-18,600
2018-01-19,600
2018-01-20,600
2018-01-21,600
2018-01-22,600
2018-01-23,600
2018-01-24,600
2018-01-25,600
2018-01-26,600
2018-01-27,600
2018-01-28,600
2018-01-29,600
2018-01-30,600
2018-02-01,600
2018-02-02,600
2018-02-03,600
2018-02-04,600
2018-02-05,600
2018-02-06,600
2018-02-07,600
2018-02-08,600
2018-02-09,600
2018-02-10,600
2018-02-11,600
2018-02-12,600
2018-02-13,600
2018-02-14,600
2018-02-15,600
2018-02-16,600
2018-02-17,600
2018-02-18,612
2018-02-19,612
2018-02-20,612
2018-02-21,612
2018-02-22,612
2018-02-23,612
2018-02-24,612
2018-02-25,612
2018-02-26,612
2018-02-27,612
2018-02-28,612
2018-03-01,612
2018-03-02,612
2018-03-03,612
2018-03-04,612
2018-03-05,612
2018-03-06,612
2018-03-07,612
2018-03-08,612
2018-03-09,612
2018-03-10,612
2018-03-11,612
2018-03-12,612
2018-03-13,612
2018-03-14,612
2018-03-15,612
2018-03-16,612
2018-03-17,612
2018-03-18,612
2018-03-19,612
2018-03-20,612
2018-03-21,612
2018-03-23,612
2018-03-24,612
2018-03-26,612
2018-03-27,612
2018-03-28,612
2018-03-29,612
2018-03-30,612
2018-03-31,612
2018-04-01,612
2018-04-02,612
2018-04-03,612
2018-04-04,612
2018-04-05,612
2018-04-06,612
2018-04-08,612
2018-04-09,612
2018-04-10,612
2018-04-11,612
2018-04-12,612
2018-04-13,612
2018-04-14,612
2018-04-16,612
2018-04-17,612
2018-04-18,612
2018-04-19,612
2018-04-20,612
2018-04-21,612
2018-04-22,612
2018-04-23,612
2018-04-24,612
2018-04-25,612
2018-04-26,612
2018-04-27,612
2018-04-28,612
2018-04-29,612
2018-04-30,612
2018-05-02,612
2018-05-03,612
2018-05-04,612
2018-05-05,612
2018-05-06,612
2018-05-07,612
2018-05-08,612
2018-05-09,612
2018-05-10,612
2018-05-11,612
2018-05-12,612
2018-05-13,612
2018-05-14,612
2018-05-15,612
2018-05-16,612
2018-05-17,612
2018-05-18,612
2018-05-19,612
2018-05-20,612
2018-05-21,612
2018-05-22,612
2018-05-23,612
2018-05-24,612
2018-05-25,612
2018-05-26,612
2018-05-27,612
2018-05-28,612
2018-05-29,612
2018-05-30,612
2018-05-31,612
2018-06-01,612
2018-06-02,612
2018-06-03,612
2018-06-04,612
2018-06-05,612
2018-06-06,612
2018-06-07,612
2018-06-08,612
2018-06-09,612
2018-06-10,612
2018-06-11,612
2018-06-12,612
2018-06-13,612
2018-06-14,612
2018-06-15,612
2018-06-16,612
2018-06-17,621
2018-06-18,621
2018-06-19,621
2018-06-20,621
2018-06-21,621
2018-06-22,621
2018-06-23,621
2018-06-24,621
2018-06-25,621
2018-06-26,621
2018-06-27,621
2018-06-28,621
2018-06-29,621
2018-06-30,621
2018-07-01,621
2018-07-02,621
2018-07-03,621
2018-07-04,621
2018-07-05,621
2018-07-06,621
2018-07-07,621
2018-07-08,621
2018-07-09,621
2018-07-10,621
2018-07-11,621
2018-07-12,621
2018-07-13,621
2018-07-14,621
2018-07-15,621
2018-07-16,621
2018-07-17,621
2018-07-18,621
2018-07-19,621
2018-07-20,621
2018-07-21,621
2018-07-22,621
2018-07-23,621
2018-07-24,621
2018-07-25,621
2018-07-26,621
2018-07-27,621
2018-07-28,621
2018-07-29,621
2018-07-30,621
2018-07-31,621
2018-08-01,621
2018-08-02,621
2018-08-03,621
2018-08-04,621
2018-08-05,621
2018-08-06,621
2018-08-07,621
2018-08-08,621
2018-08-09,621
2018-08-10,621
2018-08-11,621
2018-08-12,621
2018-08-14,621
2018-08-16,621
2018-08-17,621
2018-08-18,621
2018-08-19,621
2018-08-20,621
2018-08-21,621
2018-08-22,621
2018-08-23,621
2018-08-24,621
2018-08-25,621
2018-08-26,621
2018-08-27,621
2018-08-28,621
2018-08-29,621
2018-08-30,621
2018-08-31,621
2018-09-01,621
2018-09-02,621
2018-09-03,621
2018-09-04,621
2018-09-05,621
2018-09-06,624
2018-09-07,624
2018-09-08,624
2018-09-09,624
2018-09-10,624
2018-09-11,624
2018-09-12,624
2018-09-13,624
2018-09-14,624
2018-09-15,624
2018-09-16,624
2018-09-17,624
2018-09-18,624
2018-09-19,624
2018-09-20,624
2018-09-21,624
2018-09-22,624
2018-09-23,624
2018-09-24,624
2018-09-25,624
2018-09-26,624
2018-09-27,624
2018-09-28,624
2018-09-29,624
2018-09-30,624
2018-10-02,624
2018-10-03,624
2018-10-04,624
2018-10-05,624
2018-10-06,624
2018-10-07,624
2018-10-08,624
2018-10-09,624
2018-10-10,624
2018-10-11,624
2018-10-12,624
2018-10-13,624
2018-10-14,624
2018-10-15,624
2018-10-16,624
2018-10-17,624
2018-10-18,649
2018-10-19,649
2018-10-20,649
2018-10-21,649
2018-10-22,649
2018-10-23,649
2018-10-24,649
2018-10-25,649
2018-10-26,649
2018-10-27,649
2018-10-28,649
2018-10-29,649
2018-10-30,649
2018-10-31,649
2018-11-01,649
2018-11-03,649
2018-11-04,649
2018-11-05,649
2018-11-06,649
2018-11-07,649
2018-11-08,649
2018-11-09,649
2018-11-10,649
2018-11-11,649
2018-11-12,649
2018-11-13,649
2018-11-14,649
2018-11-15,670
2018-11-16,670
2018-11-17,670
2018-11-18,670
2018-11-19,670
2018-11-20,670
2018-11-21,670
2018-11-22,670
2018-11-23,670
2018-11-24,670
2018-11-25,670
2018-11-26,670
2018-11-27,670
2018-11-28,670
2018-11-29,670
2018-12-01,670
2018-12-02,670
2018-12-03,670
2018-12-04,670
2018-12-05,682
2018-12-07,682
2018-12-09,682
2018-12-10,682
2018-12-11,682
2018-12-12,682
2018-12-13,682
2018-12-14,682
2018-12-15,682
2018-12-16,682
2018-12-17,682
2018-12-18,682
2018-12-19,682
2018-12-20,682
2018-12-21,682
2018-12-22,682
2018-12-23,682
2018-12-24,682
2018-12-25,682
2018-12-26,690
2018-12-27,690
2018-12-28,690
2018-12-29,690
2018-12-30,690
2018-12-31,690
2019-01-01,690
2019-01-02,690
2019-01-03,690
2019-01-04,690
2019-01-05,690
2019-01-06,690
2019-01-08,690
2019-01-10,690
2019-01-11,690
2019-01-12,690
2019-01-13,704
2019-01-14,704
2019-01-15,704
2019-01-16,704
2019-01-17,704
2019-01-18,704
2019-01-19,704
2019-01-20,704
2019-01-21,704
2019-01-22,704
2019-01-23,704
2019-01-24,704
2019-01-25,704
2019-01-26,704
2019-01-27,704
2019-01-28,704
2019-01-29,704
2019-01-30,704
2019-01-31,704
2019-02-01,739
2019-02-02,739
2019-02-03,739
2019-02-04,739
2019-02-05,739
2019-02-06,739
2019-02-07,739
2019-02-08,739
2019-02-09,739
2019-02-10,739
2019-02-11,739
2019-02-12,739
2019-02-13,739
2019-02-14,739
2019-02-15,739
2019-02-16,739
2019-02-17,739
2019-02-18,739
2019-02-19,739
2019-02-20,728
2019-02-21,728
2019-02-22,728
2019-02-23,728
2019-02-24,728
2019-02-25,728
2019-02-26,728
2019-02-27,728
2019-02-28,728
2019-03-01,728
2019-03-02,728
2019-03-03,728
2019-03-04,728
2019-03-05,728
2019-03-06,728
2019-03-07,728
2019-03-08,728
2019-03-09,728
2019-03-10,728
2019-03-11,728
2019-03-12,728
2019-03-13,728
2019-03-14,752
2019-03-15,752
2019-03-16,752
2019-03-17,752
2019-03-18,752
2019-03-19,752
2019-03-20,752
2019-03-21,752
2019-03-22,752
2019-03-23,752
2019-03-24,752
2019-03-25,752
2019-03-26,752
2019-03-27,752
2019-03-28,752
2019-03-29,752
2019-03-30,781
2019-03-31,781
2019-04-01,781
2019-04-02,781
2019-04-03,781
2019-04-04,781
2019-04-05,781
2019-04-06,781
2019-04-07,781
2019-04-08,781
2019-04-09,781
2019-04-10,781
2019-04-11,781
2019-04-12,781
2019-04-13,781
2019-04-14,803
2019-04-15,803
2019-04-16,803
2019-04-17,803
2019-04-18,803
2019-04-19,803
2019-04-20,803
2019-04-21,803
2019-04-22,803
2019-04-23,803
2019-04-24,803
2019-04-25,803
2019-04-26,803
2019-04-27,825
2019-04-28,825
2019-04-29,825
2019-04-30,825
2019-05-01,825
2019-05-02,825
2019-05-03,825
2019-05-04,825
2019-05-05,825
2019-05-06,825
2019-05-07,825
2019-05-08,825
2019-05-09,825
2019-05-10,825
2019-05-11,820
2019-05-12,820
2019-05-13,820
2019-05-14,820
2019-05-15,820
2019-05-16,820
2019-05-17,820
2019-05-18,820
2019-05-19,820
2019-05-20,820
2019-05-21,820
2019-05-22,820
2019-05-23,820
2019-05-24,820
2019-05-25,807
2019-05-26,807
2019-05-27,807
2019-05-28,807
2019-05-29,807
2019-05-30,807
2019-05-31,807
2019-06-01,807
2019-06-02,807
2019-06-03,807
2019-06-04,807
2019-06-05,807
2019-06-06,807
2019-06-07,807
2019-06-08,821
2019-06-09,821
2019-06-10,821
2019-06-11,821
2019-06-12,821
2019-06-13,821
2019-06-14,821
2019-06-15,821
2019-06-16,821
2019-06-17,821
2019-06-18,821
2019-06-19,821
2019-06-20,821
2019-06-21,821
2019-06-22,830
2019-06-23,830
2019-06-24,830
2019-06-25,830
2019-06-26,830
2019-06-27,830
2019-06-28,830
2019-06-29,830
2019-06-30,830
2019-07-01,830
2019-07-02,830
2019-07-03,830
2019-07-04,830
2019-07-05,830
2019-07-06,830
2019-07-07,833
2019-07-08,833
2019-07-09,833
2019-07-10,833
2019-07-11,833
2019-07-12,833
2019-07-13,833
2019-07-14,833
2019-07-15,833
2019-07-16,833
2019-07-17,833
2019-07-18,833
2019-07-19,833
2019-07-20,833
2019-07-21,833
2019-07-22,833
2019-07-23,825
2019-07-24,825
2019-07-25,825
2019-07-26,825
2019-07-27,825
2019-07-28,825
2019-07-29,825
2019-07-30,825
2019-07-31,825
2019-08-01,825
2019-08-02,825
2019-08-03,825
2019-08-04,825
2019-08-05,825
2019-08-06,825
2019-08-07,825
2019-08-08,825
2019-08-09,827
2019-08-10,827
2019-08-11,827
2019-08-12,827
2019-08-13,827
2019-08-14,827
2019-08-15,827
2019-08-16,827
2019-08-17,827
2019-08-18,827
2019-08-19,827
2019-08-20,827
2019-08-21,827
2019-08-22,827
2019-08-23,827
2019-08-24,827
2019-08-24,827
2019-08-25,827
2019-08-25,827
2019-08-26,834
2019-08-26,834
2019-08-27,834
2019-08-27,834
2019-08-28,834
2019-08-29,834
2019-08-30,834
2019-08-31,834
2019-09-01,834
2019-09-02,834
2019-09-03,834
2019-09-04,834
2019-09-05,834
2019-09-06,834
2019-09-07,834
2019-09-08,834
2019-09-09,834
2019-09-10,834
2019-09-11,834
2019-09-12,834
2019-09-13,834
2019-09-14,849
2019-09-15,849
2019-09-16,849
2019-09-17,849
2019-09-18,849
2019-09-19,849
2019-09-20,849
2019-09-21,849
2019-09-22,849
2019-09-23,849
2019-09-24,849
2019-09-25,849
2019-09-26,849
2019-09-27,849
2019-09-28,849
2019-09-29,849
2019-09-30,849
2019-10-01,849
2019-10-02,849
2019-10-03,842
2019-10-04,842
2019-10-05,842
2019-10-06,842
2019-10-07,842
2019-10-08,842
2019-10-09,842
2019-10-10,842
2019-10-11,842
2019-10-12,842
2019-10-13,842
2019-10-14,842
2019-10-15,842
2019-10-16,842
2019-10-17,842
2019-10-18,842
2019-10-19,842
2019-10-20,822
2019-10-21,822
2019-10-22,822
2019-10-23,822
2019-10-24,822
2019-10-25,822
2019-10-26,822
2019-10-27,822
2019-10-28,822
2019-10-29,822
2019-10-30,822
2019-10-31,822
2019-11-01,822
2019-11-02,822
2019-11-03,822
2019-11-04,822
2019-11-05,822
2019-11-06,822
2019-11-07,822
2019-11-08,807
2019-11-09,807
2019-11-10,807
2019-11-11,807
2019-11-12,807
2019-11-13,807
2019-11-14,807
2019-11-15,807
2019-11-16,807
2019-11-17,807
2019-11-18,807
2019-11-19,807
2019-11-20,807
2019-11-21,807
2019-11-22,807
2019-11-23,807
2019-11-24,807
2019-11-25,807
2019-11-26,807
2019-11-27,807
2019-11-28,797
2019-11-29,797
2019-11-30,797
2019-12-01,797
2019-12-02,797
2019-12-03,797
2019-12-04,797
2019-12-05,797
2019-12-06,797
2019-12-07,797
2019-12-08,797
2019-12-09,797
2019-12-10,797
2019-12-11,797
2019-12-12,797
2019-12-13,797
2019-12-14,797
2019-12-15,797
2019-12-16,797
2019-12-17,797
2019-12-18,797
2019-12-19,797
2019-12-20,780
2019-12-21,780
2019-12-22,780
2019-12-23,780
2019-12-24,780
2019-12-25,780
2019-12-26,780
2019-12-27,780
2019-12-28,780
2019-12-29,780
2019-12-30,780
2019-12-31,780
2020-01-01,780
2020-01-02,780
2020-01-03,780
2020-01-04,780
2020-01-05,780
2020-01-06,780
2020-01-07,780
2020-01-08,752
2020-01-09,752
2020-01-10,752
2020-01-11,752
2020-01-12,752
2020-01-13,752
2020-01-14,752
2020-01-15,752
2020-01-16,752
2020-01-17,752
2020-01-18,752
2020-01-19,752
2020-01-20,752
2020-01-21,752
2020-01-22,752
2020-01-23,752
2020-01-24,752
2020-01-25,747
2020-01-26,747
2020-01-27,747
2020-01-28,747
2020-01-29,747
2020-01-30,747
2020-01-31,747
2020-02-01,747
2020-02-02,747
2020-02-03,747
2020-02-04,747
2020-02-05,747
2020-02-06,747
2020-02-07,747
2020-02-08,747
2020-02-09,752
2020-02-10,752
2020-02-11,752
2020-02-12,752
2020-02-13,752
2020-02-14,752
2020-02-15,752
2020-02-16,752
2020-02-17,752
2020-02-18,752
2020-02-19,752
2020-02-20,752
2020-02-21,752
2020-02-22,752
2020-02-23,752
2020-02-24,752
2020-02-25,755
2020-02-26,755
2020-02-27,755
2020-02-28,755
2020-02-29,755
2020-03-01,755
2020-03-02,755
2020-03-03,755
2020-03-04,755
2020-03-05,755
2020-03-06,755
2020-03-07,755
2020-03-08,755
2020-03-09,755
2020-03-10,755
2020-03-11,755
2020-03-12,766
2020-03-13,766
2020-03-14,766
2020-03-15,766
2020-03-16,766
2020-03-17,766
2020-03-18,766
2020-03-19,766
2020-03-20,766
2020-03-21,766
2020-03-22,766
2020-03-23,766
2020-03-24,766
2020-03-25,778
2020-03-26,778
2020-03-27,778
2020-03-28,778
2020-03-29,778
2020-03-30,778
2020-03-31,778
2020-04-01,778
2020-04-02,778
2020-04-03,778
2020-04-04,801
2020-04-05,801
2020-04-06,801
2020-04-07,801
2020-04-08,801
2020-04-09,801
2020-04-10,801
2020-04-11,801
2020-04-12,817
2020-04-13,817
2020-04-14,817
2020-04-15,817
2020-04-16,817
2020-04-17,817
2020-04-18,817
2020-04-19,836
2020-04-20,836
2020-04-21,836
2020-04-22,836
2020-04-23,836
2020-04-24,836
2020-04-25,836
2020-04-26,836
2020-04-27,840
2020-04-28,840
2020-04-29,840
2020-04-30,840
2020-05-01,840
2020-05-02,840
2020-05-03,840
2020-05-04,840
2020-05-05,834
2020-05-06,834
2020-05-07,834
2020-05-08,834
2020-05-09,834
2020-05-10,834
2020-05-11,834
2020-05-12,834
2020-05-13,833
