date_obj,Fish%20pie price
2015-03-26,5500
2015-03-27,5259
2015-03-28,5259
2015-03-29,5259
2015-03-30,5259
2015-03-31,5259
2015-04-01,5259
2015-04-02,5259
2015-04-03,5259
2015-04-04,5259
2015-04-05,5259
2015-04-06,5259
2015-04-07,5259
2015-04-08,5259
2015-04-09,5259
2015-04-10,5259
2015-04-11,5259
2015-04-12,5259
2015-04-13,5259
2015-04-14,5259
2015-04-15,5259
2015-04-16,5259
2015-04-17,5259
2015-04-18,5259
2015-04-19,5259
2015-04-20,5259
2015-04-21,5259
2015-04-22,5259
2015-04-23,5259
2015-04-24,5259
2015-04-25,5024
2015-04-26,5024
2015-04-27,5024
2015-04-28,5024
2015-04-29,5024
2015-04-30,5024
2015-05-01,5024
2015-05-02,5024
2015-05-03,5024
2015-05-04,5024
2015-05-05,5024
2015-05-06,5024
2015-05-07,5024
2015-05-08,5024
2015-05-09,5024
2015-05-10,5024
2015-05-11,5024
2015-05-12,5024
2015-05-13,5024
2015-05-14,5024
2015-05-15,5024
2015-05-16,5024
2015-05-17,5024
2015-05-18,5024
2015-05-19,5024
2015-05-20,5024
2015-05-21,5024
2015-05-22,5024
2015-05-23,5024
2015-05-24,5024
2015-05-25,5024
2015-05-26,4794
2015-05-27,4794
2015-05-28,4794
2015-05-29,4794
2015-05-30,4794
2015-05-31,4794
2015-06-01,4794
2015-06-02,4794
2015-06-03,4794
2015-06-04,4794
2015-06-05,4794
2015-06-06,4794
2015-06-07,4794
2015-06-08,4794
2015-06-09,4794
2015-06-10,4794
2015-06-11,4794
2015-06-12,4794
2015-06-13,4794
2015-06-14,4794
2015-06-15,4794
2015-06-16,4555
2015-06-17,4555
2015-06-18,4555
2015-06-19,4555
2015-06-20,4555
2015-06-21,4555
2015-06-22,4555
2015-06-23,4555
2015-06-24,4555
2015-06-25,4555
2015-06-26,4555
2015-06-27,4555
2015-06-28,4555
2015-06-29,4555
2015-06-30,4555
2015-07-01,4555
2015-07-02,4555
2015-07-03,4555
2015-07-04,4555
2015-07-05,4555
2015-07-06,4555
2015-07-07,4329
2015-07-08,4329
2015-07-09,4329
2015-07-10,4329
2015-07-11,4329
2015-07-12,4329
2015-07-13,4329
2015-07-14,4329
2015-07-15,4329
2015-07-16,4329
2015-07-17,4329
2015-07-18,4329
2015-07-19,4329
2015-07-20,4329
2015-07-21,4329
2015-07-22,4329
2015-07-23,4329
2015-07-24,4329
2015-07-25,4329
2015-07-26,4329
2015-07-27,4329
2015-07-28,4329
2015-07-29,4114
2015-07-30,4114
2015-07-31,4114
2015-08-01,4114
2015-08-02,4114
2015-08-03,4114
2015-08-04,4114
2015-08-05,4114
2015-08-06,4114
2015-08-07,4114
2015-08-08,4114
2015-08-09,4114
2015-08-10,4114
2015-08-11,4114
2015-08-12,4114
2015-08-13,4114
2015-08-14,4114
2015-08-15,4114
2015-08-16,4114
2015-08-17,4114
2015-08-18,4114
2015-08-19,3913
2015-08-20,3913
2015-08-21,3913
2015-08-22,3913
2015-08-23,3913
2015-08-24,3913
2015-08-25,3913
2015-08-26,3913
2015-08-27,3913
2015-08-28,3913
2015-08-29,3913
2015-08-30,3913
2015-08-31,3913
2015-09-01,3913
2015-09-02,3913
2015-09-03,3913
2015-09-04,3913
2015-09-05,3913
2015-09-06,3913
2015-09-07,3913
2015-09-08,3913
2015-09-09,3719
2015-09-10,3719
2015-09-11,3719
2015-09-12,3719
2015-09-13,3719
2015-09-14,3719
2015-09-15,3719
2015-09-16,3719
2015-09-17,3719
2015-09-18,3719
2015-09-19,3719
2015-09-20,3719
2015-09-21,3719
2015-09-22,3719
2015-09-23,3719
2015-09-24,3719
2015-09-25,3719
2015-09-27,3719
2015-09-28,3534
2015-09-29,3534
2015-09-30,3534
2015-10-05,3534
2015-10-06,3534
2015-10-07,3534
2015-10-08,3534
2015-10-09,3534
2015-10-10,3534
2015-10-11,3534
2015-10-12,3534
2015-10-13,3534
2015-10-14,3534
2015-10-15,3534
2015-10-16,3534
2015-10-17,3534
2015-10-18,3397
2015-10-19,3397
2015-10-20,3397
2015-10-22,3397
2015-10-23,3397
2015-10-24,3397
2015-10-25,3397
2015-10-26,3397
2015-10-27,3397
2015-10-29,3397
2015-10-30,3397
2015-10-31,3397
2015-11-01,3397
2015-11-02,3397
2015-11-03,3397
2015-11-04,3397
2015-11-05,3397
2015-11-06,3397
2015-11-07,3397
2015-11-08,3397
2015-11-09,3397
2015-11-10,3397
2015-11-11,3366
2015-11-12,3366
2015-11-13,3366
2015-11-14,3366
2015-11-15,3366
2015-11-16,3366
2015-11-17,3366
2015-11-18,3366
2015-11-19,3366
2015-11-20,3366
2015-11-21,3366
2015-11-22,3366
2015-11-23,3366
2015-11-24,3366
2015-11-25,3366
2015-11-26,3366
2015-11-27,3366
2015-11-28,3366
2015-11-29,3366
2015-11-30,3366
2015-12-01,3201
2015-12-02,3201
2015-12-03,3201
2015-12-04,3201
2015-12-05,3201
2015-12-06,3201
2015-12-07,3201
2015-12-08,3201
2015-12-09,3201
2015-12-10,3201
2015-12-11,3201
2015-12-12,3201
2015-12-13,3201
2015-12-14,3201
2015-12-15,3201
2015-12-16,3201
2015-12-17,3041
2015-12-18,3041
2015-12-19,3041
2015-12-20,3041
2015-12-21,3041
2015-12-22,3041
2015-12-23,3041
2015-12-24,3041
2015-12-25,3041
2015-12-26,3041
2015-12-27,3041
2015-12-28,3041
2015-12-29,3041
2015-12-30,3041
2015-12-31,3041
2016-01-01,3041
2016-01-02,2888
2016-01-03,2888
2016-01-04,2888
2016-01-05,2888
2016-01-06,2888
2016-01-07,2888
2016-01-08,2888
2016-01-09,2888
2016-01-10,2888
2016-01-11,2888
2016-01-12,2888
2016-01-13,2888
2016-01-14,2888
2016-01-15,2888
2016-01-16,2888
2016-01-17,2888
2016-01-18,2748
2016-01-19,2748
2016-01-20,2748
2016-01-21,2748
2016-01-22,2748
2016-01-23,2748
2016-01-24,2748
2016-01-25,2748
2016-01-26,2748
2016-01-27,2748
2016-01-28,2748
2016-01-29,2748
2016-01-30,2748
2016-01-31,2748
2016-02-01,2748
2016-02-02,2613
2016-02-03,2613
2016-02-04,2613
2016-02-05,2613
2016-02-06,2613
2016-02-07,2613
2016-02-08,2613
2016-02-09,2613
2016-02-10,2613
2016-02-11,2613
2016-02-12,2613
2016-02-13,2613
2016-02-14,2613
2016-02-15,2613
2016-02-16,2613
2016-02-17,2500
2016-02-18,2500
2016-02-19,2500
2016-02-20,2500
2016-02-21,2500
2016-02-22,2500
2016-02-23,2500
2016-02-24,2500
2016-02-25,2500
2016-02-26,2500
2016-02-27,2500
2016-02-28,2500
2016-02-29,2500
2016-03-01,2500
2016-03-02,2500
2016-03-03,2500
2016-03-04,2382
2016-03-05,2382
2016-03-06,2382
2016-03-07,2382
2016-03-08,2382
2016-03-09,2382
2016-03-10,2382
2016-03-11,2382
2016-03-12,2382
2016-03-13,2382
2016-03-14,2382
2016-03-15,2382
2016-03-16,2382
2016-03-17,2382
2016-03-18,2382
2016-03-19,2264
2016-03-20,2264
2016-03-21,2264
2016-03-22,2264
2016-03-23,2264
2016-03-24,2264
2016-03-25,2264
2016-03-26,2264
2016-03-27,2264
2016-03-28,2264
2016-03-29,2264
2016-03-30,2264
2016-03-31,2264
2016-04-01,2264
2016-04-02,2264
2016-04-03,2156
2016-04-04,2156
2016-04-05,2156
2016-04-06,2156
2016-04-07,2156
2016-04-08,2156
2016-04-09,2156
2016-04-10,2156
2016-04-11,2156
2016-04-12,2156
2016-04-13,2156
2016-04-14,2156
2016-04-15,2156
2016-04-16,2156
2016-04-17,2156
2016-04-18,2052
2016-04-19,2052
2016-04-20,2052
2016-04-21,2052
2016-04-22,2052
2016-04-23,2052
2016-04-24,2052
2016-04-25,2052
2016-04-26,2052
2016-04-27,1960
2016-04-28,1960
2016-04-29,1960
2016-04-30,1960
2016-05-01,1960
2016-05-02,1960
2016-05-03,1960
2016-05-04,1960
2016-05-05,1960
2016-05-06,1960
2016-05-07,1872
2016-05-08,1872
2016-05-09,1872
2016-05-10,1872
2016-05-11,1872
2016-05-12,1872
2016-05-13,1872
2016-05-14,1872
2016-05-15,1872
2016-05-16,1872
2016-05-17,1779
2016-05-18,1779
2016-05-19,1779
2016-05-22,1779
2016-05-23,1779
2016-05-24,1779
2016-05-25,1779
2016-05-26,1693
2016-05-27,1693
2016-05-28,1693
2016-05-29,1693
2016-05-30,1693
2016-05-31,1693
2016-06-01,1693
2016-06-02,1693
2016-06-03,1693
2016-06-04,1693
2016-06-05,1693
2016-06-06,1613
2016-06-07,1613
2016-06-08,1613
2016-06-09,1613
2016-06-10,1613
2016-06-11,1613
2016-06-12,1613
2016-06-13,1613
2016-06-14,1613
2016-06-15,1613
2016-06-16,1543
2016-06-17,1543
2016-06-18,1543
2016-06-19,1543
2016-06-20,1543
2016-06-21,1543
2016-06-22,1543
2016-06-23,1470
2016-06-24,1470
2016-06-25,1470
2016-06-26,1470
2016-06-27,1470
2016-06-28,1470
2016-06-29,1470
2016-06-30,1470
2016-07-01,1470
2016-07-02,1470
2016-07-03,1398
2016-07-04,1398
2016-07-05,1398
2016-07-06,1398
2016-07-07,1329
2016-07-08,1329
2016-07-09,1329
2016-07-10,1285
2016-07-11,1285
2016-07-12,1285
2016-07-13,1221
2016-07-14,1221
2016-07-15,1221
2016-07-16,1160
2016-07-17,1160
2016-07-18,1160
2016-07-23,1105
2016-07-24,1105
2016-07-25,1049
2016-07-26,1049
2016-07-27,1049
2016-07-28,1049
2016-07-29,1049
2016-07-30,999
2016-07-31,999
2016-08-01,999
2016-08-02,999
2016-08-03,999
2016-08-04,999
2016-08-05,949
2016-08-06,949
2016-08-07,949
2016-08-08,949
2016-08-09,901
2016-08-10,901
2016-08-11,901
2016-08-12,901
2016-08-13,901
2016-08-14,901
2016-08-15,856
2016-08-16,856
2016-08-17,856
2016-08-18,856
2016-08-19,856
2016-08-20,856
2016-08-21,856
2016-08-22,814
2016-08-23,814
2016-08-24,814
2016-08-25,814
2016-08-26,814
2016-08-28,814
2016-08-31,778
2016-09-01,778
2016-09-02,778
2016-09-03,778
2016-09-04,778
2016-09-05,778
2016-09-06,740
2016-09-07,740
2016-09-08,740
2016-09-09,740
2016-09-10,740
2016-09-11,740
2016-09-12,740
2016-09-13,740
2016-09-14,740
2016-09-15,703
2016-09-16,703
2016-09-17,703
2016-09-18,703
2016-09-19,703
2016-09-20,703
2016-09-21,703
2016-09-22,703
2016-09-23,703
2016-09-24,703
2016-09-25,667
2016-09-26,667
2016-09-27,667
2016-09-28,667
2016-09-29,667
2016-09-30,667
2016-10-01,667
2016-10-02,667
2016-10-03,667
2016-10-04,645
2016-10-05,645
2016-10-06,645
2016-10-07,645
2016-10-08,645
2016-10-09,645
2016-10-10,645
2016-10-11,645
2016-10-12,645
2016-10-13,613
2016-10-14,613
2016-10-15,613
2016-10-16,613
2016-10-17,613
2016-10-18,613
2016-10-19,613
2016-10-20,613
2016-10-21,613
2016-10-22,590
2016-10-23,590
2016-10-24,590
2016-10-25,590
2016-10-26,590
2016-10-27,590
2016-10-28,590
2016-10-29,590
2016-10-30,590
2016-10-31,561
2016-11-01,561
2016-11-02,561
2016-11-03,561
2016-11-04,561
2016-11-05,561
2016-11-06,561
2016-11-07,561
2016-11-08,561
2016-11-09,532
2016-11-10,532
2016-11-11,532
2016-11-12,532
2016-11-13,532
2016-11-14,532
2016-11-15,532
2016-12-07,459
2016-12-08,459
2016-12-09,459
2016-12-10,459
2016-12-11,459
2016-12-12,436
2016-12-13,436
2016-12-14,436
2016-12-15,436
2016-12-16,436
2016-12-17,436
2016-12-18,436
2016-12-19,436
2016-12-20,414
2016-12-21,414
2016-12-22,414
2016-12-23,414
2016-12-24,414
2016-12-25,414
2016-12-26,414
2016-12-27,414
2016-12-28,393
2016-12-29,393
2016-12-30,393
2016-12-31,393
2017-01-01,393
2017-01-02,393
2017-01-03,393
2017-01-04,373
2017-01-05,373
2017-01-06,373
2017-01-07,373
2017-01-08,373
2017-01-09,373
2017-01-10,373
2017-01-11,373
2017-01-12,354
2017-01-13,354
2017-01-14,354
2017-01-15,354
2017-01-16,354
2017-01-17,354
2017-01-18,354
2017-01-19,336
2017-01-20,336
2017-01-21,336
2017-01-22,336
2017-01-23,336
2017-01-27,319
2017-01-28,319
2017-01-29,319
2017-01-30,319
2017-01-31,319
2017-02-01,319
2017-02-02,303
2017-02-03,303
2017-02-04,303
2017-02-05,303
2017-02-06,303
2017-02-07,303
2017-02-08,296
2017-02-09,296
2017-02-10,296
2017-02-11,296
2017-02-12,296
2017-02-13,281
2017-02-14,281
2017-02-15,281
2017-02-16,281
2017-02-18,281
2017-02-19,267
2017-02-20,267
2017-02-21,267
2017-02-22,267
2017-02-23,267
2017-02-24,267
2017-02-25,253
2017-02-26,253
2017-02-27,253
2017-02-28,253
2017-03-01,253
2017-03-02,253
2017-03-03,242
2017-03-04,242
2017-03-05,242
2017-03-06,242
2017-03-07,242
2017-03-08,242
2017-03-09,242
2017-03-10,230
2017-03-11,230
2017-03-12,230
2017-03-13,230
2017-03-14,230
2017-03-15,230
2017-03-16,218
2017-03-17,218
2017-03-18,218
2017-03-19,218
2017-03-20,218
2017-03-21,218
2017-03-22,207
2017-03-23,207
2017-03-24,207
2017-03-25,207
2017-03-26,207
2017-03-27,207
2017-03-28,197
2017-03-29,197
2017-03-30,197
2017-03-31,197
2017-04-01,197
2017-04-02,197
2017-04-03,188
2017-04-04,188
2017-04-12,178
2017-04-13,178
2017-04-14,178
2017-04-15,178
2017-04-16,170
2017-04-17,170
2017-04-18,170
2017-04-19,170
2017-04-20,170
2017-04-21,170
2017-04-22,170
2017-04-23,165
2017-04-24,165
2017-04-25,165
2017-04-26,165
2017-04-27,165
2017-04-28,165
2017-04-29,159
2017-04-30,159
2017-05-01,159
2017-05-02,159
2017-05-03,159
2017-05-04,159
2017-05-05,156
2017-05-06,156
2017-05-07,156
2017-05-08,156
2017-05-09,156
2017-05-10,156
2017-05-11,152
2017-05-12,152
2017-05-13,152
2017-05-14,152
2017-05-15,152
2017-05-16,146
2017-05-17,146
2017-05-18,146
2017-05-19,146
2017-05-20,146
2017-05-21,146
2017-05-22,145
2017-05-23,145
2017-05-24,145
2017-05-25,145
2017-05-26,145
2017-05-27,145
2017-05-28,145
2017-05-29,140
2017-05-30,140
2017-05-31,140
2017-06-01,140
2017-06-02,140
2017-06-03,140
2017-06-04,140
2017-06-05,135
2017-06-06,135
2017-06-07,135
2017-06-08,135
2017-06-09,135
2017-06-10,128
2017-06-11,128
2017-06-12,128
2017-06-13,128
2017-06-14,128
2017-06-15,128
2017-06-16,128
2017-06-17,124
2017-06-18,124
2017-06-19,124
2017-06-20,124
2017-06-21,124
2017-06-22,124
2017-06-23,124
2017-06-24,124
2017-06-25,121
2017-06-26,121
2017-06-27,121
2017-06-28,121
2017-06-29,121
2017-06-30,121
2017-07-01,121
2017-07-02,121
2017-07-03,114
2017-07-04,114
2017-07-05,114
2017-07-06,114
2017-07-07,114
2017-07-08,114
2017-07-13,108
2017-07-14,108
2017-07-15,108
2017-07-16,104
2017-07-17,104
2017-07-18,104
