date_obj,Piscarilius%20banner price
2017-01-20,253570
2017-01-21,241401
2017-01-22,241401
2017-01-27,229941
2017-01-28,218746
2017-01-29,218746
2017-01-30,218746
2017-01-31,208017
2017-02-01,208017
2017-02-02,208017
2017-02-03,197988
2017-02-04,197988
2017-02-05,197988
2017-02-06,197988
2017-02-07,188560
2017-02-08,188560
2017-02-09,188560
2017-02-10,179618
2017-02-11,179618
2017-02-12,179618
2017-02-13,179618
2017-02-14,170845
2017-02-15,170845
2017-02-16,170845
2017-02-18,162579
2017-02-19,162579
2017-02-20,162579
2017-02-21,154845
2017-02-22,154845
2017-02-23,154845
2017-02-24,147560
2017-02-25,147560
2017-02-26,147560
2017-02-27,147560
2017-02-28,140469
2017-03-01,140469
2017-03-02,140469
2017-03-03,140469
2017-03-04,133743
2017-03-05,133743
2017-03-06,133743
2017-03-07,133743
2017-03-08,127398
2017-03-09,127398
2017-03-10,127398
2017-03-11,127398
2017-03-12,121180
2017-03-13,121180
2017-03-14,121180
2017-03-15,115265
2017-03-16,115265
2017-03-17,115265
2017-03-18,115265
2017-03-19,109626
2017-03-20,109626
2017-03-21,109626
2017-03-22,104456
2017-03-23,104456
2017-03-24,104456
2017-03-25,104456
2017-03-26,99529
2017-03-27,99529
2017-03-28,99529
2017-03-29,99529
2017-03-30,94885
2017-03-31,94885
2017-04-01,94885
2017-04-02,94885
2017-04-03,90387
2017-04-04,90387
2017-04-12,6000
2017-04-13,6000
2017-04-14,6000
2017-04-15,6000
2017-04-16,5746
2017-04-17,5746
2017-04-18,5746
2017-04-19,5746
2017-04-20,5746
2017-04-21,5482
2017-04-22,5482
2017-04-23,5482
2017-04-24,5482
2017-04-25,5482
2017-04-26,5482
2017-04-27,5229
2017-04-28,5229
2017-04-29,5229
2017-04-30,5229
2017-05-01,5229
2017-05-02,5229
2017-05-03,4978
2017-05-04,4978
2017-05-05,4978
2017-05-06,4978
2017-05-07,4978
2017-05-08,4978
2017-05-09,4736
2017-05-10,4736
2017-05-11,4736
2017-05-12,4736
2017-05-13,4736
2017-05-14,4736
2017-05-15,4524
2017-05-16,4524
2017-05-17,4524
2017-05-18,4524
2017-05-19,4524
2017-05-20,4524
2017-05-21,4310
2017-05-22,4310
2017-05-23,4310
2017-05-25,4310
2017-05-26,4107
2017-05-27,4107
2017-05-28,4107
2017-05-29,4107
2017-05-30,4107
2017-05-31,4107
2017-06-01,4048
2017-06-02,4048
2017-06-03,4048
2017-06-06,3986
2017-06-07,3986
2017-06-08,3986
2017-06-09,3986
2017-06-10,3987
2017-06-11,3987
2017-06-12,3987
2017-06-13,3987
2017-06-14,3987
2017-06-15,3987
2017-06-16,3987
2017-06-17,4024
2017-06-18,4024
2017-06-19,4024
2017-06-20,4024
2017-06-21,4024
2017-06-22,4024
2017-06-23,4024
2017-06-24,3973
2017-06-25,3973
2017-06-26,3973
2017-06-27,3973
2017-06-28,3973
2017-06-29,3973
2017-06-30,3793
2017-07-01,3793
2017-07-02,3793
2017-07-03,3793
2017-07-04,3793
2017-07-05,3793
2017-07-06,3793
2017-07-07,3793
2017-07-08,3747
2017-07-13,3747
2017-07-14,3665
2017-07-15,3665
2017-07-16,3665
2017-07-17,3665
2017-07-18,3665
2017-07-19,3665
2017-07-20,3665
2017-07-21,3547
2017-07-22,3547
2017-07-23,3547
2017-07-24,3547
2017-07-25,3547
2017-07-26,3547
2017-07-27,3547
2017-07-28,3506
2017-07-29,3506
2017-07-30,3506
2017-07-31,3506
2017-08-01,3506
2017-08-02,3506
2017-08-03,3400
2017-08-04,3400
2017-08-05,3400
2017-08-06,3400
2017-08-09,3356
2017-08-10,3356
2017-08-11,3356
2017-08-12,3356
2017-08-13,3356
2017-08-14,3356
2017-08-15,3356
2017-08-17,3305
2017-08-18,3305
2017-08-19,3305
2017-08-20,3305
2017-08-22,3305
2017-08-23,3185
2017-08-24,3185
2017-08-25,3185
2017-08-26,3185
2017-08-27,3185
2017-08-28,3185
2017-08-29,3185
2017-08-30,3153
2017-08-31,3153
2017-09-01,3153
2017-09-02,3153
2017-09-03,3153
2017-09-04,3153
2017-09-05,3153
2017-09-06,3138
2017-09-07,3138
2017-09-08,3138
2017-09-09,3138
2017-09-10,3138
2017-09-11,3138
2017-09-12,3138
2017-09-13,3165
2017-09-14,3165
2017-09-15,3165
2017-09-16,3165
2017-09-17,3165
2017-09-19,3165
2017-09-20,3074
2017-09-21,3074
2017-09-22,3074
2017-09-23,3074
2017-09-24,3074
2017-09-25,3074
2017-09-26,3151
2017-09-27,3151
2017-09-28,3151
2017-09-29,3151
2017-09-30,3151
2017-10-01,3151
2017-10-02,3151
2017-10-03,3186
2017-10-04,3186
2017-10-05,3186
2017-10-06,3186
2017-10-07,3186
2017-10-08,3186
2017-10-09,3186
2017-10-10,3115
2017-10-11,3115
2017-10-12,3115
2017-10-13,3115
2017-10-14,3115
2017-10-15,3115
2017-10-16,3115
2017-10-17,3115
2017-10-18,3011
2017-10-19,3011
2017-10-20,3011
2017-10-21,3011
2017-10-22,3011
2017-10-23,3011
2017-10-24,3011
2017-10-25,2986
2017-10-26,2986
2017-10-27,2986
2017-10-28,2986
2017-10-29,2986
2017-10-30,2986
2017-10-31,2986
2017-11-01,2941
2017-11-02,2941
2017-11-03,2941
2017-11-04,2941
2017-11-05,2941
2017-11-06,2941
2017-11-07,2798
2017-11-08,2798
2017-11-09,2798
2017-11-10,2798
2017-11-11,2798
2017-11-12,2798
2017-11-13,2666
2017-11-14,2666
2017-11-15,2666
2017-11-16,2666
2017-11-17,2666
2017-11-18,2666
2017-11-19,2666
2017-11-20,2537
2017-11-21,2537
2017-11-22,2537
2017-11-23,2537
2017-11-24,2537
2017-11-25,2537
2017-11-26,2417
2017-11-27,2417
2017-11-28,2417
2017-11-29,2417
2017-11-30,2417
2017-12-01,2417
2017-12-02,2417
2017-12-03,2301
2017-12-04,2301
2017-12-05,2301
2017-12-06,2301
2017-12-07,2301
2017-12-08,2301
2017-12-09,2301
2017-12-10,2192
2017-12-11,2192
2017-12-12,2192
2017-12-14,2192
2017-12-15,2192
2017-12-16,2192
2017-12-17,2131
2017-12-18,2131
2017-12-19,2131
2017-12-20,2131
2017-12-21,2131
2017-12-22,2131
2017-12-23,2056
2017-12-24,2056
2017-12-25,2056
2017-12-26,2056
2017-12-27,2056
2017-12-28,2056
2017-12-29,2056
2017-12-30,2082
2017-12-31,2082
2018-01-01,2082
2018-01-02,2082
2018-01-03,2082
2018-01-04,2082
2018-01-05,2116
2018-01-06,2116
2018-01-07,2116
2018-01-08,2116
2018-01-09,2116
2018-01-10,2116
2018-01-11,2037
2018-01-12,2037
2018-01-13,2037
2018-01-14,2037
2018-01-15,2037
2018-01-16,1953
2018-01-17,1953
2018-01-18,1953
2018-01-19,1953
2018-01-20,1953
2018-01-21,1953
2018-01-22,1905
2018-01-23,1905
2018-01-24,1823
2018-01-25,1823
2018-01-26,1823
2018-01-27,1744
2018-01-28,1744
2018-01-29,1658
2018-01-31,1658
2018-02-01,1601
2018-02-02,1601
2018-02-03,1538
2018-02-04,1538
2018-02-05,1538
2018-02-06,1478
2018-02-07,1478
2018-02-08,1478
2018-02-09,1422
2018-02-10,1422
2018-02-11,1422
2018-02-12,1426
2018-02-13,1426
2018-02-14,1426
2018-02-15,1423
2018-02-16,1423
2018-02-17,1423
2018-02-18,1357
2018-02-19,1357
2018-02-20,1312
2018-02-21,1312
2018-02-22,1312
2018-02-23,1264
2018-02-24,1264
2018-02-25,1204
2018-02-26,1204
2018-02-27,1149
2018-03-01,1149
2018-03-02,1113
2018-03-03,1113
2018-03-04,1113
2018-03-05,1098
2018-03-06,1098
2018-03-07,1098
2018-03-08,1048
2018-03-09,1048
2018-03-10,1048
2018-03-11,1071
2018-03-12,1071
2018-03-13,1071
2018-03-14,1086
2018-03-15,1086
2018-03-16,1086
2018-03-17,1065
2018-03-18,1065
2018-03-19,1065
2018-03-20,1086
2018-03-21,1086
2018-03-23,1086
2018-03-24,1106
2018-03-26,1106
2018-03-27,1115
2018-03-28,1115
2018-03-29,1115
2018-03-30,1118
2018-03-31,1118
2018-04-01,1118
2018-04-02,1134
2018-04-03,1134
2018-04-04,1134
2018-04-05,1128
2018-04-06,1128
2018-04-08,1112
2018-04-09,1112
2018-04-10,1112
2018-04-11,1113
2018-04-12,1113
2018-04-13,1113
2018-04-14,1113
2018-04-15,1101
2018-04-16,1101
2018-04-17,1101
2018-04-18,1101
2018-04-19,1086
2018-04-20,1086
2018-04-21,1086
2018-04-22,1085
2018-04-23,1085
2018-04-24,1085
2018-04-25,1076
2018-04-26,1076
2018-04-27,1076
2018-04-28,1084
2018-04-29,1084
2018-04-30,1084
2018-05-01,1076
2018-05-02,1076
2018-05-03,1076
2018-05-04,1076
2018-05-05,1090
2018-05-06,1090
2018-05-07,1090
2018-05-08,1090
2018-05-09,1107
2018-05-10,1107
2018-05-11,1107
2018-05-12,1114
2018-05-13,1114
2018-05-14,1114
2018-05-15,1114
2018-05-16,1127
2018-05-17,1127
2018-05-18,1127
2018-05-19,1153
2018-05-20,1153
2018-05-21,1153
2018-05-22,1176
2018-05-23,1176
2018-05-24,1176
2018-05-25,1157
2018-05-26,1157
2018-05-27,1157
2018-05-28,1149
2018-05-29,1149
2018-05-30,1149
2018-05-31,1150
2018-06-01,1150
2018-06-02,1152
2018-06-03,1152
2018-06-04,1152
2018-06-05,1129
2018-06-06,1129
2018-06-07,1129
2018-06-08,1128
2018-06-09,1128
2018-06-10,1128
2018-06-11,1132
2018-06-12,1132
2018-06-13,1132
2018-06-14,1174
2018-06-15,1174
2018-06-16,1174
2018-06-17,1198
2018-06-18,1198
2018-06-19,1198
2018-06-20,1214
2018-06-21,1214
2018-06-22,1214
2018-06-23,1225
2018-06-24,1225
2018-06-25,1225
2018-06-26,1229
2018-06-27,1229
2018-06-28,1229
2018-06-29,1233
2018-06-30,1233
2018-07-01,1233
2018-07-02,1233
2018-07-03,1245
2018-07-04,1245
2018-07-05,1245
2018-07-06,1243
2018-07-07,1243
2018-07-08,1243
2018-07-09,1243
2018-07-10,1228
2018-07-11,1228
2018-07-12,1228
2018-07-13,1228
2018-07-14,1214
2018-07-15,1214
2018-07-16,1214
2018-07-17,1226
2018-07-18,1226
2018-07-19,1226
2018-07-20,1262
2018-07-21,1262
2018-07-22,1302
2018-07-23,1302
2018-07-24,1302
2018-07-25,1346
2018-07-26,1346
2018-07-27,1330
2018-07-28,1330
2018-07-29,1330
2018-07-30,1308
2018-07-31,1308
2018-08-01,1308
2018-08-02,1271
2018-08-03,1271
2018-08-04,1271
2018-08-05,1257
2018-08-06,1257
2018-08-07,1257
2018-08-08,1235
2018-08-09,1235
2018-08-10,1235
2018-08-11,1207
2018-08-12,1207
2018-08-14,1170
2018-08-16,1170
2018-08-17,1146
2018-08-18,1146
2018-08-19,1146
2018-08-20,1128
2018-08-21,1128
2018-08-22,1128
2018-08-23,1118
2018-08-24,1118
2018-08-25,1122
2018-08-26,1122
2018-08-27,1122
2018-08-28,1108
2018-08-29,1108
2018-08-30,1108
2018-08-31,1133
2018-09-01,1133
2018-09-02,1123
2018-09-03,1123
2018-09-04,1094
2018-09-05,1094
2018-09-06,1094
2018-09-07,1065
2018-09-08,1065
2018-09-09,1065
2018-09-10,1025
2018-09-11,1025
2018-09-12,1025
2018-09-13,1056
2018-09-14,1056
2018-09-15,1097
2018-09-16,1097
2018-09-17,1097
2018-09-18,1120
2018-09-19,1120
2018-09-20,1120
2018-09-21,1126
2018-09-22,1126
2018-09-23,1137
2018-09-24,1137
2018-09-25,1137
2018-09-26,1167
2018-09-27,1167
2018-09-28,1167
2018-09-29,1194
2018-09-30,1194
2018-10-02,1193
2018-10-03,1193
2018-10-04,1188
2018-10-05,1188
2018-10-06,1187
2018-10-07,1187
2018-10-08,1187
2018-10-09,1182
2018-10-10,1182
2018-10-11,1206
2018-10-12,1206
2018-10-13,1206
2018-10-14,1257
2018-10-15,1257
2018-10-16,1257
2018-10-17,1221
2018-10-18,1221
2018-10-19,1221
2018-10-20,1206
2018-10-21,1206
2018-10-22,1206
2018-10-23,1243
2018-10-24,1243
2018-10-25,1243
2018-10-26,1269
2018-10-27,1269
2018-10-28,1268
2018-10-29,1268
2018-10-30,1268
2018-10-31,1290
2018-11-01,1290
2018-11-03,1296
2018-11-04,1296
2018-11-05,1273
2018-11-06,1273
2018-11-07,1273
2018-11-08,1246
2018-11-09,1246
2018-11-10,1218
2018-11-11,1218
2018-11-12,1170
2018-11-13,1170
2018-11-15,1158
2018-11-16,1158
2018-11-17,1170
2018-11-18,1170
2018-11-19,1179
2018-11-20,1179
2018-11-21,1143
2018-11-22,1143
2018-11-23,1116
2018-11-24,1116
2018-11-25,1080
2018-11-26,1080
2018-11-27,1080
2018-11-28,1058
2018-11-29,1058
2018-12-01,1063
2018-12-02,1067
2018-12-03,1067
2018-12-04,1067
2018-12-05,1091
2018-12-07,1115
2018-12-09,1154
2018-12-10,1154
2018-12-11,1194
2018-12-12,1194
2018-12-13,1240
2018-12-14,1240
2018-12-15,1278
2018-12-16,1278
2018-12-17,1296
2018-12-18,1317
2018-12-19,1317
2018-12-20,1300
2018-12-21,1300
2018-12-22,1300
2018-12-23,1344
2018-12-24,1344
2018-12-25,1363
2018-12-26,1363
2018-12-27,1356
2018-12-28,1356
2018-12-29,1347
2018-12-30,1347
2018-12-31,1328
2019-01-01,1328
2019-01-02,1329
2019-01-03,1329
2019-01-04,1331
2019-01-05,1331
2019-01-06,1351
2019-01-08,1351
2019-01-10,1352
2019-01-11,1389
2019-01-12,1389
2019-01-13,1399
2019-01-14,1399
2019-01-15,1416
2019-01-16,1416
2019-01-17,1421
2019-01-18,1421
2019-01-19,1396
2019-01-20,1396
2019-01-21,1415
2019-01-22,1415
2019-01-23,1441
2019-01-24,1441
2019-01-25,1440
2019-01-26,1440
2019-01-27,1415
2019-01-28,1415
2019-01-29,1418
2019-01-30,1418
2019-01-31,1440
2019-02-01,1448
2019-02-02,1448
2019-02-03,1461
2019-02-04,1461
2019-02-05,1424
2019-02-06,1424
2019-02-07,1446
2019-02-08,1446
2019-02-09,1425
2019-02-10,1425
2019-02-11,1447
2019-02-12,1447
2019-02-13,1471
2019-02-14,1471
2019-02-15,1524
2019-02-16,1524
2019-02-17,1554
2019-02-18,1554
2019-02-19,1569
2019-02-20,1569
2019-02-21,1553
2019-02-22,1553
2019-02-23,1537
2019-02-24,1537
2019-02-25,1510
2019-02-26,1510
2019-02-27,1490
2019-02-28,1490
2019-03-01,1465
2019-03-02,1465
2019-03-03,1418
2019-03-04,1418
2019-03-05,1376
2019-03-06,1376
2019-03-07,1322
2019-03-08,1322
2019-03-09,1322
2019-03-10,1278
2019-03-11,1278
2019-03-12,1257
2019-03-13,1257
2019-03-14,1209
2019-03-15,1209
2019-03-16,1209
2019-03-17,1148
2019-03-18,1148
2019-03-19,1148
2019-03-20,1098
2019-03-21,1098
2019-03-22,1098
2019-03-23,1048
2019-03-24,1048
2019-03-25,1026
2019-03-26,1026
2019-03-27,1032
2019-03-28,1032
2019-03-29,1012
2019-03-30,1012
2019-03-31,1012
2019-04-01,982
2019-04-02,982
2019-04-03,937
2019-04-04,937
2019-04-05,913
2019-04-06,913
2019-04-07,913
2019-04-08,877
2019-04-09,877
2019-04-10,877
2019-04-11,844
2019-04-12,805
2019-04-13,779
2019-04-14,760
2019-04-15,760
2019-04-16,751
2019-04-17,751
2019-04-18,745
2019-04-19,745
2019-04-20,724
2019-04-21,724
2019-04-22,700
2019-04-23,700
2019-04-24,697
2019-04-25,697
2019-04-26,698
2019-04-27,698
2019-04-28,684
2019-04-29,684
2019-04-30,690
2019-05-01,690
2019-05-02,710
2019-05-03,710
2019-05-04,709
2019-05-05,709
2019-05-06,709
2019-05-07,729
2019-05-08,729
2019-05-09,729
2019-05-10,743
2019-05-11,743
2019-05-12,761
2019-05-13,761
2019-05-14,793
2019-05-15,793
2019-05-16,793
2019-05-17,833
2019-05-18,833
2019-05-19,874
2019-05-20,874
2019-05-21,910
2019-05-22,910
2019-05-23,947
2019-05-24,947
2019-05-25,947
2019-05-26,995
2019-05-27,995
2019-05-28,992
2019-05-29,992
2019-05-30,1032
2019-05-31,1032
2019-06-01,1032
2019-06-02,1061
2019-06-03,1061
2019-06-04,1079
2019-06-05,1079
2019-06-06,1103
2019-06-07,1103
2019-06-08,1131
2019-06-09,1131
2019-06-10,1131
2019-06-11,1127
2019-06-12,1127
2019-06-13,1125
2019-06-14,1125
2019-06-15,1125
2019-06-16,1110
2019-06-17,1110
2019-06-18,1110
2019-06-19,1147
2019-06-20,1147
2019-06-21,1194
2019-06-22,1194
2019-06-23,1234
2019-06-24,1234
2019-06-25,1234
2019-06-26,1270
2019-06-27,1270
2019-06-28,1270
2019-06-29,1297
2019-06-30,1297
2019-07-01,1297
2019-07-02,1306
2019-07-03,1306
2019-07-04,1306
2019-07-05,1310
2019-07-06,1310
2019-07-07,1310
2019-07-08,1327
2019-07-09,1327
2019-07-10,1322
2019-07-11,1322
2019-07-12,1322
2019-07-13,1322
2019-07-14,1270
2019-07-15,1270
2019-07-16,1270
2019-07-17,1312
2019-07-18,1312
2019-07-19,1368
2019-07-20,1368
2019-07-21,1436
2019-07-22,1436
2019-07-23,1503
2019-07-24,1503
2019-07-25,1503
2019-07-26,1539
2019-07-27,1539
2019-07-28,1539
2019-07-29,1595
2019-07-30,1595
2019-07-31,1627
2019-08-01,1627
2019-08-02,1627
2019-08-03,1572
2019-08-04,1572
2019-08-05,1572
2019-08-06,1528
2019-08-07,1528
2019-08-08,1470
2019-08-09,1470
2019-08-10,1470
2019-08-11,1425
2019-08-12,1425
2019-08-13,1425
2019-08-14,1363
2019-08-15,1363
2019-08-16,1351
2019-08-17,1351
2019-08-18,1351
2019-08-19,1307
2019-08-20,1307
2019-08-21,1307
2019-08-22,1297
2019-08-23,1297
2019-08-24,1297
2019-08-24,1297
2019-08-25,1303
2019-08-25,1303
2019-08-26,1303
2019-08-26,1303
2019-08-27,1303
2019-08-27,1303
2019-08-28,1277
2019-08-29,1277
2019-08-30,1277
2019-08-31,1269
2019-09-01,1269
2019-09-02,1269
2019-09-03,1259
2019-09-04,1259
2019-09-05,1207
2019-09-06,1207
2019-09-07,1211
2019-09-08,1211
2019-09-09,1211
2019-09-10,1221
2019-09-11,1221
2019-09-12,1221
2019-09-13,1248
2019-09-14,1248
2019-09-15,1236
2019-09-16,1236
2019-09-17,1269
2019-09-18,1269
2019-09-19,1269
2019-09-20,1269
2019-09-21,1269
2019-09-22,1292
2019-09-23,1292
2019-09-24,1292
2019-09-25,1309
2019-09-26,1309
2019-09-27,1309
2019-09-28,1330
2019-09-29,1330
2019-09-30,1330
2019-10-01,1334
2019-10-02,1334
2019-10-03,1334
2019-10-04,1278
2019-10-05,1278
2019-10-06,1226
2019-10-07,1226
2019-10-08,1172
2019-10-09,1172
2019-10-10,1172
2019-10-11,1125
2019-10-12,1125
2019-10-13,1098
2019-10-14,1098
2019-10-15,1098
2019-10-16,1066
2019-10-17,1066
2019-10-18,1066
2019-10-19,1024
2019-10-20,1024
2019-10-21,1024
2019-10-22,982
2019-10-23,982
2019-10-24,982
2019-10-25,968
2019-10-26,968
2019-10-27,968
2019-10-28,936
2019-10-29,936
2019-10-30,936
2019-10-31,936
2019-11-01,891
2019-11-02,891
2019-11-03,877
2019-11-04,877
2019-11-05,877
2019-11-06,877
2019-11-07,884
2019-11-08,884
2019-11-09,884
2019-11-10,907
2019-11-11,907
2019-11-12,907
2019-11-13,944
2019-11-14,944
2019-11-15,944
2019-11-16,900
2019-11-17,900
2019-11-18,900
2019-11-19,875
2019-11-20,875
2019-11-21,875
2019-11-22,866
2019-11-23,866
2019-11-24,866
2019-11-25,861
2019-11-26,861
2019-11-27,861
2019-11-28,883
2019-11-29,883
2019-11-30,883
2019-12-01,883
2019-12-02,906
2019-12-03,906
2019-12-04,906
2019-12-05,906
2019-12-06,942
2019-12-07,942
2019-12-08,942
2019-12-09,975
2019-12-10,975
2019-12-11,975
2019-12-12,975
2019-12-13,955
2019-12-14,955
2019-12-15,955
2019-12-16,964
2019-12-17,964
2019-12-18,964
2019-12-19,964
2019-12-20,995
2019-12-21,995
2019-12-22,995
2019-12-23,1015
2019-12-24,1015
2019-12-25,1015
2019-12-26,992
2019-12-27,992
2019-12-28,992
2019-12-29,975
2019-12-30,975
2019-12-31,975
2020-01-01,986
2020-01-02,986
2020-01-03,986
2020-01-04,986
2020-01-05,972
2020-01-06,972
2020-01-07,972
2020-01-08,953
2020-01-09,953
2020-01-10,953
2020-01-11,946
2020-01-12,946
2020-01-13,946
2020-01-14,946
2020-01-15,990
2020-01-16,990
2020-01-17,990
2020-01-18,1018
2020-01-19,1018
2020-01-20,1005
2020-01-21,1005
2020-01-22,1005
2020-01-23,1002
2020-01-24,1002
2020-01-25,1002
2020-01-26,966
2020-01-27,966
2020-01-28,966
2020-01-29,996
2020-01-30,996
2020-01-31,996
2020-02-01,1004
2020-02-02,1004
2020-02-03,999
2020-02-04,999
2020-02-05,999
2020-02-06,1000
2020-02-07,1000
2020-02-08,1000
2020-02-09,1022
2020-02-10,1022
2020-02-11,1003
2020-02-12,1003
2020-02-13,1003
2020-02-14,1004
2020-02-15,1004
2020-02-16,1004
2020-02-17,1016
2020-02-18,1016
2020-02-19,1016
2020-02-20,1026
2020-02-21,1026
2020-02-22,1026
2020-02-23,988
2020-02-24,988
2020-02-25,988
2020-02-26,1014
2020-02-27,1014
2020-02-28,1017
2020-02-29,1017
2020-03-01,1017
2020-03-02,981
2020-03-03,981
2020-03-04,981
2020-03-05,943
2020-03-06,943
2020-03-07,943
2020-03-08,940
2020-03-09,940
2020-03-10,940
2020-03-11,911
2020-03-12,911
2020-03-13,871
2020-03-14,871
2020-03-15,833
2020-03-16,833
2020-03-17,793
2020-03-18,793
2020-03-19,783
2020-03-20,783
2020-03-21,764
2020-03-22,764
2020-03-23,773
2020-03-24,773
2020-03-25,753
2020-03-26,753
2020-03-27,716
2020-03-28,716
2020-03-29,680
2020-03-30,648
2020-03-31,648
2020-04-01,618
2020-04-02,591
2020-04-03,591
2020-04-04,563
2020-04-05,563
2020-04-06,534
2020-04-07,510
2020-04-08,486
2020-04-09,486
2020-04-10,461
2020-04-11,442
2020-04-12,442
2020-04-13,429
2020-04-14,429
2020-04-15,426
2020-04-16,426
2020-04-17,424
2020-04-18,424
2020-04-19,446
2020-04-20,446
2020-04-21,468
2020-04-22,472
2020-04-23,472
2020-04-24,490
2020-04-25,490
2020-04-26,504
2020-04-27,502
2020-04-28,502
2020-04-29,504
2020-04-30,504
2020-05-01,518
2020-05-02,518
2020-05-03,529
2020-05-04,529
2020-05-05,549
2020-05-06,549
2020-05-07,558
2020-05-08,558
2020-05-09,557
2020-05-10,557
2020-05-11,570
2020-05-12,570
2020-05-13,575
