date_obj,Raw%20sardine price
2015-03-26,111
2015-03-27,111
2015-03-28,105
2015-03-29,99
2015-03-30,94
2015-03-31,89
2015-04-01,89
2015-04-02,84
2015-04-03,79
2015-04-04,75
2015-04-05,71
2015-04-06,67
2015-04-07,63
2015-04-08,63
2015-04-09,59
2015-04-10,56
2015-04-11,53
2015-04-12,50
2015-04-13,47
2015-04-14,47
2015-04-15,44
2015-04-16,41
2015-04-17,38
2015-04-18,36
2015-04-19,34
2015-04-20,34
2015-04-21,32
2015-04-22,32
2015-04-23,30
2015-04-24,28
2015-04-25,26
2015-04-26,24
2015-04-27,22
2015-04-28,20
2015-04-29,20
2015-04-30,19
2015-05-01,19
2015-05-02,18
2015-05-03,18
2015-05-04,18
2015-05-05,18
2015-05-06,17
2015-05-07,16
2015-05-08,16
2015-05-09,15
2015-05-10,15
2015-05-11,15
2015-05-12,14
2015-05-13,14
2015-05-14,14
2015-05-15,14
2015-05-16,14
2015-05-17,14
2015-05-18,14
2015-05-19,14
2015-05-20,14
2015-05-21,14
2015-05-22,14
2015-05-23,14
2015-05-24,14
2015-05-25,13
2015-05-26,13
2015-05-27,13
2015-05-28,12
2015-05-29,12
2015-05-30,12
2015-05-31,11
2015-06-01,11
2015-06-02,11
2015-06-03,12
2015-06-04,12
2015-06-05,12
2015-06-06,12
2015-06-07,12
2015-06-08,12
2015-06-09,12
2015-06-10,12
2015-06-11,12
2015-06-12,12
2015-06-13,12
2015-06-14,12
2015-06-15,12
2015-06-16,12
2015-06-17,12
2015-06-18,11
2015-06-19,11
2015-06-20,11
2015-06-21,11
2015-06-22,10
2015-06-23,11
2015-06-24,11
2015-06-25,11
2015-06-26,11
2015-06-27,11
2015-06-28,11
2015-06-29,11
2015-06-30,11
2015-07-01,11
2015-07-02,11
2015-07-03,10
2015-07-04,9
2015-07-05,9
2015-07-06,9
2015-07-07,9
2015-07-08,9
2015-07-09,9
2015-07-10,8
2015-07-11,7
2015-07-12,7
2015-07-13,7
2015-07-14,7
2015-07-15,6
2015-07-16,6
2015-07-17,6
2015-07-18,6
2015-07-19,6
2015-07-20,5
2015-07-21,5
2015-07-22,5
2015-07-23,5
2015-07-24,5
2015-07-25,5
2015-07-26,5
2015-07-27,4
2015-07-28,4
2015-07-29,4
2015-07-30,4
2015-07-31,4
2015-08-01,4
2015-08-02,5
2015-08-03,6
2015-08-04,6
2015-08-05,6
2015-08-06,6
2015-08-07,7
2015-08-08,7
2015-08-09,6
2015-08-10,6
2015-08-11,6
2015-08-12,6
2015-08-13,6
2015-08-14,6
2015-08-15,6
2015-08-16,6
2015-08-17,6
2015-08-18,6
2015-08-19,6
2015-08-20,6
2015-08-21,6
2015-08-22,6
2015-08-23,6
2015-08-24,6
2015-08-25,6
2015-08-26,5
2015-08-27,5
2015-08-28,5
2015-08-29,6
2015-08-30,6
2015-08-31,6
2015-09-01,6
2015-09-02,6
2015-09-03,6
2015-09-04,6
2015-09-05,6
2015-09-06,6
2015-09-07,6
2015-09-08,6
2015-09-09,6
2015-09-10,6
2015-09-11,6
2015-09-12,6
2015-09-13,6
2015-09-14,6
2015-09-15,6
2015-09-16,6
2015-09-17,5
2015-09-18,5
2015-09-19,5
2015-09-20,5
2015-09-21,5
2015-09-22,5
2015-09-23,5
2015-09-24,5
2015-09-25,5
2015-09-27,5
2015-09-28,5
2015-09-29,5
2015-09-30,5
2015-10-05,6
2015-10-06,7
2015-10-07,7
2015-10-08,7
2015-10-09,8
2015-10-10,8
2015-10-11,8
2015-10-12,8
2015-10-13,8
2015-10-14,8
2015-10-15,8
2015-10-16,8
2015-10-17,8
2015-10-18,8
2015-10-19,7
2015-10-20,7
2015-10-22,7
2015-10-23,7
2015-10-24,7
2015-10-25,7
2015-10-26,7
2015-10-27,7
2015-10-29,7
2015-10-30,7
2015-10-31,8
2015-11-01,8
2015-11-02,9
2015-11-03,9
2015-11-04,10
2015-11-05,11
2015-11-06,11
2015-11-07,12
2015-11-08,12
2015-11-09,13
2015-11-10,13
2015-11-11,13
2015-11-12,13
2015-11-13,12
2015-11-14,12
2015-11-15,11
2015-11-16,11
2015-11-17,10
2015-11-18,10
2015-11-19,10
2015-11-20,10
2015-11-21,10
2015-11-22,10
2015-11-23,10
2015-11-24,10
2015-11-25,10
2015-11-26,10
2015-11-27,10
2015-11-28,9
2015-11-29,9
2015-11-30,9
2015-12-01,9
2015-12-02,9
2015-12-03,9
2015-12-04,9
2015-12-05,10
2015-12-06,11
2015-12-07,11
2015-12-08,12
2015-12-09,13
2015-12-10,13
2015-12-11,14
2015-12-12,15
2015-12-13,16
2015-12-14,16
2015-12-15,17
2015-12-16,18
2015-12-17,18
2015-12-18,19
2015-12-19,20
2015-12-20,21
2015-12-21,21
2015-12-22,21
2015-12-23,20
2015-12-24,20
2015-12-25,20
2015-12-26,19
2015-12-27,19
2015-12-28,19
2015-12-29,18
2015-12-30,17
2015-12-31,17
2016-01-01,17
2016-01-02,17
2016-01-03,17
2016-01-04,17
2016-01-05,17
2016-01-06,16
2016-01-07,15
2016-01-08,15
2016-01-09,15
2016-01-10,15
2016-01-11,14
2016-01-12,14
2016-01-13,14
2016-01-14,14
2016-01-15,14
2016-01-16,14
2016-01-17,14
2016-01-18,14
2016-01-19,14
2016-01-20,14
2016-01-21,14
2016-01-22,13
2016-01-23,12
2016-01-24,11
2016-01-25,11
2016-01-26,11
2016-01-27,11
2016-01-28,11
2016-01-29,11
2016-01-30,11
2016-01-31,10
2016-02-01,10
2016-02-02,10
2016-02-03,10
2016-02-04,11
2016-02-05,11
2016-02-06,12
2016-02-07,12
2016-02-08,13
2016-02-09,14
2016-02-10,15
2016-02-11,15
2016-02-12,15
2016-02-13,16
2016-02-14,16
2016-02-15,17
2016-02-16,17
2016-02-17,18
2016-02-18,18
2016-02-19,18
2016-02-20,17
2016-02-21,17
2016-02-22,17
2016-02-23,16
2016-02-24,15
2016-02-25,15
2016-02-26,15
2016-02-27,15
2016-02-28,15
2016-02-29,15
2016-03-01,15
2016-03-02,14
2016-03-03,14
2016-03-04,14
2016-03-05,14
2016-03-06,14
2016-03-07,14
2016-03-08,13
2016-03-09,12
2016-03-10,11
2016-03-11,11
2016-03-12,11
2016-03-13,11
2016-03-14,11
2016-03-15,11
2016-03-16,10
2016-03-17,10
2016-03-18,10
2016-03-19,11
2016-03-20,12
2016-03-21,12
2016-03-22,12
2016-03-23,11
2016-03-24,11
2016-03-25,11
2016-03-26,11
2016-03-27,11
2016-03-28,11
2016-03-29,12
2016-03-30,12
2016-03-31,12
2016-04-01,12
2016-04-02,12
2016-04-03,12
2016-04-04,12
2016-04-05,12
2016-04-06,12
2016-04-07,12
2016-04-08,12
2016-04-09,11
2016-04-10,10
2016-04-11,10
2016-04-12,10
2016-04-13,9
2016-04-14,9
2016-04-15,10
2016-04-16,11
2016-04-17,10
2016-04-18,10
2016-04-19,10
2016-04-20,11
2016-04-21,11
2016-04-22,11
2016-04-23,10
2016-04-24,10
2016-04-25,9
2016-04-26,10
2016-04-27,10
2016-04-28,10
2016-04-29,10
2016-04-30,10
2016-05-01,10
2016-05-02,10
2016-05-03,10
2016-05-04,10
2016-05-05,10
2016-05-06,10
2016-05-07,11
2016-05-08,11
2016-05-09,12
2016-05-10,12
2016-05-11,12
2016-05-12,12
2016-05-13,12
2016-05-14,12
2016-05-15,12
2016-05-16,12
2016-05-17,12
2016-05-18,12
2016-05-19,12
2016-05-22,11
2016-05-23,12
2016-05-24,13
2016-05-25,14
2016-05-26,14
2016-05-27,14
2016-05-28,14
2016-05-29,14
2016-05-30,14
2016-05-31,13
2016-06-01,13
2016-06-02,13
2016-06-03,14
2016-06-04,14
2016-06-05,14
2016-06-06,14
2016-06-07,14
2016-06-08,14
2016-06-09,14
2016-06-10,14
2016-06-11,13
2016-06-12,13
2016-06-13,13
2016-06-14,13
2016-06-15,13
2016-06-16,13
2016-06-17,13
2016-06-18,13
2016-06-19,13
2016-06-20,13
2016-06-21,13
2016-06-22,13
2016-06-23,13
2016-06-24,13
2016-06-25,13
2016-06-26,13
2016-06-27,13
2016-06-28,13
2016-06-29,13
2016-06-30,13
2016-07-01,13
2016-07-02,12
2016-07-03,11
2016-07-04,11
2016-07-05,11
2016-07-06,11
2016-07-07,11
2016-07-08,11
2016-07-09,11
2016-07-10,11
2016-07-11,11
2016-07-12,11
2016-07-13,10
2016-07-14,10
2016-07-15,11
2016-07-16,11
2016-07-17,12
2016-07-18,13
2016-07-23,17
2016-07-24,17
2016-07-25,17
2016-07-26,17
2016-07-27,17
2016-07-28,16
2016-07-29,16
2016-07-30,16
2016-07-31,16
2016-08-01,16
2016-08-02,16
2016-08-03,16
2016-08-04,16
2016-08-05,16
2016-08-06,17
2016-08-07,18
2016-08-08,18
2016-08-09,19
2016-08-10,20
2016-08-11,20
2016-08-12,21
2016-08-13,23
2016-08-14,25
2016-08-15,27
2016-08-16,27
2016-08-17,27
2016-08-18,25
2016-08-19,24
2016-08-20,22
2016-08-21,22
2016-08-22,20
2016-08-23,19
2016-08-24,19
2016-08-25,18
2016-08-26,18
2016-08-28,18
2016-08-31,18
2016-09-01,17
2016-09-02,17
2016-09-03,17
2016-09-04,17
2016-09-05,17
2016-09-06,17
2016-09-07,16
2016-09-08,16
2016-09-09,16
2016-09-10,16
2016-09-11,16
2016-09-12,16
2016-09-13,16
2016-09-14,16
2016-09-15,16
2016-09-16,16
2016-09-17,15
2016-09-18,15
2016-09-19,14
2016-09-20,14
2016-09-21,13
2016-09-22,12
2016-09-23,12
2016-09-24,12
2016-09-25,11
2016-09-26,11
2016-09-27,11
2016-09-28,11
2016-09-29,11
2016-09-30,11
2016-10-01,11
2016-10-02,11
2016-10-03,10
2016-10-04,10
2016-10-05,10
2016-10-06,10
2016-10-07,10
2016-10-08,10
2016-10-09,10
2016-10-10,10
2016-10-11,10
2016-10-12,10
2016-10-13,10
2016-10-14,10
2016-10-15,10
2016-10-16,10
2016-10-17,10
2016-10-18,10
2016-10-19,10
2016-10-20,10
2016-10-21,10
2016-10-22,10
2016-10-23,9
2016-10-24,10
2016-10-25,10
2016-10-26,10
2016-10-27,10
2016-10-28,10
2016-10-29,10
2016-10-30,10
2016-10-31,10
2016-11-01,10
2016-11-02,10
2016-11-03,10
2016-11-04,10
2016-11-05,10
2016-11-06,11
2016-11-07,11
2016-11-08,11
2016-11-09,11
2016-11-10,11
2016-11-11,11
2016-11-12,11
2016-11-13,11
2016-11-14,11
2016-12-08,12
2016-12-09,13
2016-12-10,13
2016-12-11,13
2016-12-12,13
2016-12-13,13
2016-12-14,13
2016-12-15,13
2016-12-16,13
2016-12-17,13
2016-12-18,13
2016-12-19,13
2016-12-20,13
2016-12-21,13
2016-12-22,13
2016-12-23,13
2016-12-24,13
2016-12-25,13
2016-12-26,13
2016-12-27,13
2016-12-28,13
2016-12-29,13
2016-12-30,13
2016-12-31,13
2017-01-01,13
2017-01-02,13
2017-01-03,13
2017-01-04,13
2017-01-05,13
2017-01-06,13
2017-01-07,13
2017-01-08,14
2017-01-09,14
2017-01-10,14
2017-01-11,14
2017-01-12,14
2017-01-13,14
2017-01-14,13
2017-01-15,13
2017-01-16,13
2017-01-17,13
2017-01-18,13
2017-01-19,13
2017-01-20,13
2017-01-21,13
2017-01-22,13
2017-01-27,13
2017-01-28,13
2017-01-29,14
2017-01-30,15
2017-01-31,15
2017-02-01,14
2017-02-02,13
2017-02-03,13
2017-02-04,13
2017-02-05,13
2017-02-06,13
2017-02-07,13
2017-02-08,13
2017-02-09,13
2017-02-10,13
2017-02-11,13
2017-02-12,13
2017-02-13,13
2017-02-14,13
2017-02-15,13
2017-02-16,13
2017-02-18,13
2017-02-19,13
2017-02-20,13
2017-02-21,13
2017-02-22,13
2017-02-23,13
2017-02-24,13
2017-02-25,13
2017-02-26,13
2017-02-27,13
2017-02-28,13
2017-03-01,13
2017-03-02,13
2017-03-03,13
2017-03-04,13
2017-03-05,13
2017-03-06,13
2017-03-07,13
2017-03-08,13
2017-03-09,13
2017-03-10,13
2017-03-11,13
2017-03-12,13
2017-03-13,13
2017-03-14,13
2017-03-15,12
2017-03-16,12
2017-03-17,12
2017-03-18,12
2017-03-19,12
2017-03-20,12
2017-03-21,12
2017-03-22,12
2017-03-23,12
2017-03-24,12
2017-03-25,12
2017-03-26,12
2017-03-27,12
2017-03-28,12
2017-03-29,13
2017-03-30,14
2017-03-31,14
2017-04-01,14
2017-04-02,14
2017-04-03,14
2017-04-04,14
2017-04-12,17
2017-04-13,16
2017-04-14,16
2017-04-15,16
2017-04-16,16
2017-04-17,17
2017-04-18,17
2017-04-19,18
2017-04-20,18
2017-04-21,18
2017-04-22,18
2017-04-23,18
2017-04-24,18
2017-04-25,18
2017-04-26,18
2017-04-27,18
2017-04-28,18
2017-04-29,17
2017-04-30,17
2017-05-01,17
2017-05-02,16
2017-05-03,16
2017-05-04,16
2017-05-05,16
2017-05-06,16
2017-05-07,16
2017-05-08,17
2017-05-09,18
2017-05-10,18
2017-05-11,18
2017-05-12,19
2017-05-13,20
2017-05-14,21
2017-05-15,21
2017-05-16,22
2017-05-17,22
2017-05-18,24
2017-05-19,24
2017-05-20,24
2017-05-21,24
2017-05-22,26
2017-05-23,26
2017-05-24,25
2017-05-25,25
2017-05-26,24
2017-05-27,24
2017-05-28,26
2017-05-29,27
2017-05-30,27
2017-05-31,27
2017-06-01,27
2017-06-02,27
2017-06-03,27
2017-06-06,25
2017-06-07,25
2017-06-08,25
2017-06-09,26
2017-06-10,26
2017-06-11,26
2017-06-12,26
2017-06-13,26
2017-06-14,26
2017-06-15,28
2017-06-16,30
2017-06-17,32
2017-06-18,33
2017-06-19,33
2017-06-20,32
2017-06-21,30
2017-06-22,30
2017-06-23,28
2017-06-24,26
2017-06-25,26
2017-06-26,26
2017-06-27,26
2017-06-28,26
2017-06-29,26
2017-06-30,25
2017-07-01,25
2017-07-02,25
2017-07-03,24
2017-07-04,23
2017-07-05,23
2017-07-06,23
2017-07-07,23
2017-07-08,23
2017-07-13,24
2017-07-14,24
2017-07-15,24
2017-07-16,24
2017-07-17,24
2017-07-18,24
2017-07-19,23
2017-07-20,23
2017-07-21,23
2017-07-22,23
2017-07-23,22
2017-07-24,23
2017-07-25,23
2017-07-26,23
2017-07-27,23
2017-07-28,23
2017-07-29,23
2017-07-30,23
2017-07-31,23
2017-08-01,21
2017-08-02,21
2017-08-03,21
2017-08-04,22
2017-08-05,22
2017-08-06,22
2017-08-09,23
2017-08-10,22
2017-08-11,22
2017-08-12,21
2017-08-13,21
2017-08-14,22
2017-08-15,22
2017-08-16,22
2017-08-17,22
2017-08-18,22
2017-08-19,22
2017-08-20,22
2017-08-22,21
2017-08-23,21
2017-08-24,21
2017-08-25,21
2017-08-26,21
2017-08-27,21
2017-08-28,21
2017-08-29,21
2017-08-30,21
2017-08-31,21
2017-09-01,21
2017-09-02,21
2017-09-03,21
2017-09-04,20
2017-09-05,20
2017-09-06,20
2017-09-07,20
2017-09-08,20
2017-09-09,20
2017-09-10,20
2017-09-11,20
2017-09-12,20
2017-09-13,20
2017-09-14,19
2017-09-15,19
2017-09-16,19
2017-09-17,19
2017-09-19,18
2017-09-20,19
2017-09-21,20
2017-09-22,19
2017-09-23,19
2017-09-24,19
2017-09-25,19
2017-09-26,20
2017-09-27,20
2017-09-28,20
2017-09-29,20
2017-09-30,20
2017-10-01,20
2017-10-02,20
2017-10-03,20
2017-10-04,19
2017-10-05,18
2017-10-06,18
2017-10-07,17
2017-10-08,16
2017-10-09,16
2017-10-10,16
2017-10-11,16
2017-10-12,16
2017-10-13,15
2017-10-14,15
2017-10-15,15
2017-10-16,14
2017-10-17,14
2017-10-18,14
2017-10-19,13
2017-10-20,12
2017-10-21,11
2017-10-22,11
2017-10-23,12
2017-10-24,12
2017-10-25,13
2017-10-26,13
2017-10-27,13
2017-10-28,13
2017-10-29,14
2017-10-30,15
2017-10-31,16
2017-11-01,16
2017-11-02,17
2017-11-03,17
2017-11-04,18
2017-11-05,17
2017-11-06,16
2017-11-07,16
2017-11-08,15
2017-11-09,15
2017-11-10,15
2017-11-11,15
2017-11-12,15
2017-11-13,15
2017-11-14,15
2017-11-15,15
2017-11-16,15
2017-11-17,15
2017-11-18,15
2017-11-19,15
2017-11-20,15
2017-11-21,15
2017-11-22,15
2017-11-23,15
2017-11-24,15
2017-11-25,15
2017-11-26,15
2017-11-27,15
2017-11-28,15
2017-11-29,15
2017-11-30,15
2017-12-01,15
2017-12-02,15
2017-12-03,15
2017-12-04,15
2017-12-05,15
2017-12-06,15
2017-12-07,15
2017-12-08,15
2017-12-09,15
2017-12-10,15
2017-12-11,15
2017-12-12,15
2017-12-14,16
2017-12-15,16
2017-12-16,15
2017-12-17,16
2017-12-18,16
2017-12-19,17
2017-12-20,17
2017-12-21,18
2017-12-22,18
2017-12-23,18
2017-12-24,18
2017-12-25,18
2017-12-26,18
2017-12-27,18
2017-12-28,18
2017-12-29,18
2017-12-30,18
2017-12-31,18
2018-01-01,19
2018-01-02,20
2018-01-03,21
2018-01-04,23
2018-01-05,25
2018-01-06,27
2018-01-07,28
2018-01-08,28
2018-01-09,27
2018-01-10,27
2018-01-11,29
2018-01-12,30
2018-01-13,30
2018-01-14,31
2018-01-15,31
2018-01-16,30
2018-01-17,30
2018-01-18,29
2018-01-19,29
2018-01-20,29
2018-01-21,30
2018-01-22,28
2018-01-23,27
2018-01-24,25
2018-01-25,23
2018-01-26,21
2018-01-27,20
