date_obj,Cooked%20chompy price
2015-03-26,5538
2015-03-27,5538
2015-03-28,5538
2015-03-29,5538
2015-03-30,5538
2015-03-31,5276
2015-04-01,5276
2015-04-02,5276
2015-04-03,5276
2015-04-04,5276
2015-04-05,5276
2015-04-06,5276
2015-04-07,5276
2015-04-08,5276
2015-04-09,5023
2015-04-10,5023
2015-04-11,5023
2015-04-12,5023
2015-04-13,5023
2015-04-14,5023
2015-04-15,5023
2015-04-16,5023
2015-04-17,4774
2015-04-18,4774
2015-04-19,4774
2015-04-20,4774
2015-04-21,4774
2015-04-22,4774
2015-04-23,4774
2015-04-24,4774
2015-04-25,4774
2015-04-26,4545
2015-04-27,4545
2015-04-28,4545
2015-04-29,4545
2015-04-30,4545
2015-05-01,4545
2015-05-02,4545
2015-05-03,4545
2015-05-04,4325
2015-05-05,4325
2015-05-06,4325
2015-05-07,4325
2015-05-08,4325
2015-05-09,4325
2015-05-10,4325
2015-05-11,4325
2015-05-12,4114
2015-05-13,4114
2015-05-14,4114
2015-05-15,4114
2015-05-16,4114
2015-05-17,4114
2015-05-18,4114
2015-05-19,3916
2015-05-20,3916
2015-05-21,3916
2015-05-22,3916
2015-05-23,3916
2015-05-24,3916
2015-05-25,3916
2015-05-26,3916
2015-05-27,3729
2015-05-28,3729
2015-05-29,3729
2015-05-30,3729
2015-05-31,3548
2015-06-01,3548
2015-06-02,3548
2015-06-03,3548
2015-06-04,3548
2015-06-05,3388
2015-06-06,3388
2015-06-07,3388
2015-06-08,3388
2015-06-09,3388
2015-06-10,3225
2015-06-11,3225
2015-06-12,3225
2015-06-13,3225
2015-06-14,3225
2015-06-15,3225
2015-06-16,3095
2015-06-17,3095
2015-06-18,3095
2015-06-19,3095
2015-06-20,3095
2015-06-21,2942
2015-06-22,2942
2015-06-23,2942
2015-06-24,2942
2015-06-25,2942
2015-06-26,2795
2015-06-27,2795
2015-06-28,2795
2015-06-29,2795
2015-06-30,2795
2015-07-01,2795
2015-07-02,2795
2015-07-03,2666
2015-07-04,2666
2015-07-05,2666
2015-07-06,2666
2015-07-07,2666
2015-07-08,2666
2015-07-09,2535
2015-07-10,2535
2015-07-11,2535
2015-07-12,2535
2015-07-13,2535
2015-07-14,2535
2015-07-15,2410
2015-07-16,2410
2015-07-17,2410
2015-07-18,2410
2015-07-19,2410
2015-07-20,2410
2015-07-21,2297
2015-07-22,2297
2015-07-23,2297
2015-07-24,2297
2015-07-25,2297
2015-07-26,2188
2015-07-27,2188
2015-07-28,2188
2015-07-29,2188
2015-07-30,2090
2015-07-31,2090
2015-08-01,2090
2015-08-02,2090
2015-08-03,2090
2015-08-04,1993
2015-08-05,1993
2015-08-06,1993
2015-08-07,1993
2015-08-08,1898
2015-08-09,1898
2015-08-10,1898
2015-08-11,1898
2015-08-12,1898
2015-08-13,1806
2015-08-14,1806
2015-08-15,1806
2015-08-16,1806
2015-08-17,1725
2015-08-18,1725
2015-08-19,1725
2015-08-20,1725
2015-08-21,1725
2015-08-22,1642
2015-08-23,1642
2015-08-24,1642
2015-08-25,1642
2015-08-26,1642
2015-08-27,1563
2015-08-28,1563
2015-08-29,1563
2015-08-30,1563
2015-08-31,1563
2015-09-01,1488
2015-09-02,1488
2015-09-03,1488
2015-09-04,1488
2015-09-05,1488
2015-09-06,1424
2015-09-07,1424
2015-09-08,1424
2015-09-09,1424
2015-09-10,1424
2015-09-11,1359
2015-09-12,1359
2015-09-13,1359
2015-09-14,1359
2015-09-15,1296
2015-09-16,1296
2015-09-17,1296
2015-09-18,1296
2015-09-19,1296
2015-09-20,1235
2015-09-21,1235
2015-09-22,1235
2015-09-23,1235
2015-09-24,1180
2015-09-25,1180
2015-09-27,1180
2015-09-28,1180
2015-09-29,1126
2015-09-30,1126
2015-10-05,1070
2015-10-06,1070
2015-10-07,1070
2015-10-08,1070
2015-10-09,1070
2015-10-10,1070
2015-10-11,1019
2015-10-12,1019
2015-10-13,1019
2015-10-14,1019
2015-10-15,1019
2015-10-16,973
2015-10-17,973
2015-10-18,973
2015-10-19,973
2015-10-20,973
2015-10-22,926
2015-10-23,926
2015-10-24,926
2015-10-25,926
2015-10-26,883
2015-10-27,883
2015-10-29,883
2015-10-30,883
2015-10-31,883
2015-11-01,883
2015-11-02,843
2015-11-03,843
2015-11-04,843
2015-11-05,843
2015-11-06,843
2015-11-07,843
2015-11-08,843
2015-11-09,805
2015-11-10,805
2015-11-11,805
2015-11-12,805
2015-11-13,805
2015-11-14,805
2015-11-15,768
2015-11-16,768
2015-11-17,768
2015-11-18,768
2015-11-19,768
2015-11-20,768
2015-11-21,768
2015-11-22,741
2015-11-23,741
2015-11-24,741
2015-11-25,741
2015-11-26,741
2015-11-27,741
2015-11-28,741
2015-11-29,706
2015-11-30,706
2015-12-01,706
2015-12-02,706
2015-12-03,706
2015-12-04,706
2015-12-05,671
2015-12-06,671
2015-12-07,671
2015-12-08,671
2015-12-09,671
2015-12-10,671
2015-12-11,639
2015-12-12,639
2015-12-13,639
2015-12-14,639
2015-12-15,639
2015-12-16,610
2015-12-17,610
2015-12-18,610
2015-12-19,610
2015-12-20,610
2015-12-21,610
2015-12-22,583
2015-12-23,583
2015-12-24,583
2015-12-25,583
2015-12-26,583
2015-12-27,557
2015-12-28,557
2015-12-29,557
2015-12-30,557
2015-12-31,557
2016-01-01,531
2016-01-02,531
2016-01-03,531
2016-01-04,531
2016-01-05,506
2016-01-06,506
2016-01-07,506
2016-01-08,506
2016-01-09,506
2016-01-10,490
2016-01-11,490
2016-01-12,490
2016-01-13,490
2016-01-14,469
2016-01-15,469
2016-01-16,469
2016-01-17,469
2016-01-18,447
2016-01-19,447
2016-01-20,447
2016-01-21,447
2016-01-22,447
2016-01-23,426
2016-01-24,426
2016-01-25,426
2016-01-26,426
2016-01-27,406
2016-01-28,406
2016-01-29,406
2016-01-30,406
2016-01-31,386
2016-02-01,386
2016-02-02,386
2016-02-03,386
2016-02-04,366
2016-02-05,366
2016-02-06,366
2016-02-07,366
2016-02-08,366
2016-02-09,348
2016-02-10,348
2016-02-11,348
2016-02-12,348
2016-02-13,332
2016-02-14,332
2016-02-15,332
2016-02-16,332
2016-02-17,325
2016-02-18,325
2016-02-19,325
2016-02-20,325
2016-02-21,309
2016-02-22,309
2016-02-23,309
2016-02-24,309
2016-02-25,296
2016-02-26,296
2016-02-27,296
2016-02-28,296
2016-02-29,282
2016-03-01,282
2016-03-02,282
2016-03-03,282
2016-03-04,269
2016-03-05,269
2016-03-06,269
2016-03-07,269
2016-03-08,256
2016-03-09,256
2016-03-10,256
2016-03-11,256
2016-03-12,243
2016-03-13,243
2016-03-14,243
2016-03-15,243
2016-03-16,243
2016-03-17,231
2016-03-18,231
2016-03-19,231
2016-03-20,231
2016-03-21,220
2016-03-22,220
2016-03-23,220
2016-03-24,220
2016-03-25,209
2016-03-26,209
2016-03-27,209
2016-03-28,199
2016-03-29,199
2016-03-30,199
2016-03-31,199
2016-04-01,190
2016-04-02,190
2016-04-03,190
2016-04-04,190
2016-04-05,182
2016-04-06,182
2016-04-07,182
2016-04-08,182
2016-04-09,172
2016-04-10,172
2016-04-11,172
2016-04-12,172
2016-04-13,172
2016-04-14,163
2016-04-15,163
2016-04-16,163
2016-04-17,163
2016-04-18,154
2016-04-19,154
2016-04-20,154
2016-04-21,154
2016-04-22,154
2016-04-23,146
2016-04-24,146
2016-04-25,146
2016-04-26,146
2016-04-27,138
2016-04-28,138
2016-04-29,138
2016-04-30,138
2016-05-01,138
2016-05-02,133
2016-05-03,133
2016-05-04,133
2016-05-05,133
2016-05-06,133
2016-05-07,126
2016-05-08,126
2016-05-09,126
2016-05-10,126
2016-05-11,126
2016-05-12,125
2016-05-13,125
2016-05-14,125
2016-05-15,125
2016-05-16,118
2016-05-17,118
2016-05-18,118
2016-05-19,118
2016-05-22,113
2016-05-23,113
2016-05-24,107
2016-05-25,107
2016-05-26,107
2016-05-27,107
2016-05-28,101
2016-05-29,101
2016-05-30,101
2016-05-31,101
2016-06-01,97
2016-06-02,97
2016-06-03,97
2016-06-04,97
2016-06-05,97
2016-06-06,92
2016-06-07,92
2016-06-08,92
2016-06-09,92
2016-06-10,89
2016-06-11,89
2016-06-12,89
2016-06-13,89
2016-06-14,89
2016-06-15,84
2016-06-16,84
2016-06-17,84
2016-06-18,84
2016-06-19,83
2016-06-20,83
2016-06-21,83
2016-06-22,83
2016-06-23,79
2016-06-24,79
2016-06-25,79
2016-06-26,79
2016-06-27,79
2016-06-28,76
2016-06-29,76
2016-06-30,76
2016-07-01,76
2016-07-02,75
2016-07-03,75
2016-07-04,75
2016-07-05,75
2016-07-06,75
2016-07-07,79
2016-07-08,79
2016-07-09,79
2016-07-10,79
2016-07-11,79
2016-07-12,79
2016-07-13,79
2016-07-14,79
2016-07-15,79
2016-07-16,76
2016-07-17,76
2016-07-18,76
2016-07-23,72
2016-07-24,72
2016-07-25,72
2016-07-26,72
2016-07-27,68
2016-07-28,68
2016-07-29,68
2016-07-30,68
2016-07-31,68
2016-08-01,65
2016-08-02,65
2016-08-03,65
2016-08-04,65
2016-08-05,65
2016-08-06,62
2016-08-07,62
2016-08-08,62
2016-08-09,62
2016-08-10,62
2016-08-11,61
2016-08-12,61
2016-08-13,61
2016-08-14,61
2016-08-15,61
2016-08-16,61
2016-08-17,61
2016-08-18,61
2016-08-19,61
2016-08-20,61
2016-08-21,61
2016-08-22,58
2016-08-23,58
2016-08-24,58
2016-08-25,58
2016-08-26,58
2016-08-28,59
2016-08-31,59
2016-09-01,59
2016-09-02,59
2016-09-03,59
2016-09-04,56
2016-09-05,56
2016-09-06,56
2016-09-07,56
2016-09-08,56
2016-09-09,56
2016-09-10,54
2016-09-11,54
2016-09-12,54
2016-09-13,54
2016-09-14,54
2016-09-15,54
2016-09-16,54
2016-09-17,51
2016-09-18,51
2016-09-19,51
2016-09-20,51
2016-09-21,51
2016-09-22,51
2016-09-23,51
2016-09-24,48
2016-09-25,48
2016-09-26,48
2016-09-27,48
2016-09-28,48
2016-09-29,48
2016-09-30,45
2016-10-01,45
2016-10-02,45
2016-10-03,45
2016-10-04,45
