date_obj,Apple%20mush price
2015-03-26,10
2015-03-27,10
2015-03-28,10
2015-03-29,10
2015-03-30,10
2015-03-31,10
2015-04-01,10
2015-04-02,10
2015-04-03,10
2015-04-04,10
2015-04-05,10
2015-04-06,10
2015-04-07,10
2015-04-08,10
2015-04-09,10
2015-04-10,10
2015-04-11,10
2015-04-12,10
2015-04-13,10
2015-04-14,10
2015-04-15,10
2015-04-16,10
2015-04-17,10
2015-04-18,10
2015-04-19,10
2015-04-20,10
2015-04-21,10
2015-04-22,10
2015-04-23,10
2015-04-24,10
2015-04-25,10
2015-04-26,10
2015-04-27,10
2015-04-28,10
2015-04-29,10
2015-04-30,10
2015-05-01,10
2015-05-02,10
2015-05-03,10
2015-05-04,11
2015-05-05,11
2015-05-06,11
2015-05-07,11
2015-05-08,11
2015-05-09,11
2015-05-10,11
2015-05-11,11
2015-05-12,11
2015-05-13,11
2015-05-14,11
2015-05-15,11
2015-05-16,11
2015-05-17,11
2015-05-18,11
2015-05-19,11
2015-05-20,11
2015-05-21,11
2015-05-22,11
2015-05-23,11
2015-05-24,11
2015-05-25,11
2015-05-26,11
2015-05-27,11
2015-05-28,11
2015-05-29,11
2015-05-30,11
2015-05-31,11
2015-06-01,11
2015-06-02,11
2015-06-03,11
2015-06-04,11
2015-06-05,11
2015-06-06,11
2015-06-07,11
2015-06-08,11
2015-06-09,11
2015-06-10,11
2015-06-11,11
2015-06-12,11
2015-06-13,11
2015-06-14,11
2015-06-15,11
2015-06-16,11
2015-06-17,11
2015-06-18,11
2015-06-19,11
2015-06-20,11
2015-06-21,11
2015-06-22,11
2015-06-23,11
2015-06-24,11
2015-06-25,11
2015-06-26,11
2015-06-27,11
2015-06-28,11
2015-06-29,11
2015-06-30,11
2015-07-01,11
2015-07-02,11
2015-07-03,11
2015-07-04,11
2015-07-05,11
2015-07-06,11
2015-07-07,11
2015-07-08,11
2015-07-09,11
2015-07-10,11
2015-07-11,11
2015-07-12,11
2015-07-13,11
2015-07-14,11
2015-07-15,11
2015-07-16,11
2015-07-17,11
2015-07-18,11
2015-07-19,11
2015-07-20,11
2015-07-21,11
2015-07-22,11
2015-07-23,11
2015-07-24,11
2015-07-25,11
2015-07-26,11
2015-07-27,11
2015-07-28,11
2015-07-29,11
2015-07-30,11
2015-07-31,11
2015-08-01,11
2015-08-02,11
2015-08-03,11
2015-08-04,11
2015-08-05,11
2015-08-06,11
2015-08-07,11
2015-08-08,11
2015-08-09,11
2015-08-10,11
2015-08-11,11
2015-08-12,11
2015-08-13,11
2015-08-14,11
2015-08-15,11
2015-08-16,11
2015-08-17,11
2015-08-18,11
2015-08-19,11
2015-08-20,11
2015-08-21,11
2015-08-22,11
2015-08-23,11
2015-08-24,11
2015-08-25,11
2015-08-26,11
2015-08-27,11
2015-08-28,11
2015-08-29,11
2015-08-30,11
2015-08-31,11
2015-09-01,11
2015-09-02,11
2015-09-03,11
2015-09-04,11
2015-09-05,11
2015-09-06,11
2015-09-07,11
2015-09-08,11
2015-09-09,11
2015-09-10,11
2015-09-11,11
2015-09-12,11
2015-09-13,11
2015-09-14,11
2015-09-15,11
2015-09-16,11
2015-09-17,11
2015-09-18,11
2015-09-19,11
2015-09-20,11
2015-09-21,11
2015-09-22,11
2015-09-23,11
2015-09-24,11
2015-09-25,11
2015-09-27,11
2015-09-28,11
2015-09-29,11
2015-09-30,11
2015-10-05,11
2015-10-06,11
2015-10-07,11
2015-10-08,11
2015-10-09,11
2015-10-10,11
2015-10-11,11
2015-10-12,11
2015-10-13,11
2015-10-14,11
2015-10-15,11
2015-10-16,11
2015-10-17,11
2015-10-18,11
2015-10-19,11
2015-10-20,11
2015-10-22,11
2015-10-23,11
2015-10-24,11
2015-10-25,11
2015-10-26,11
2015-10-27,11
2015-10-28,11
2015-10-29,11
2015-10-30,11
2015-10-31,11
2015-11-01,11
2015-11-02,11
2015-11-03,11
2015-11-04,11
2015-11-05,11
2015-11-06,11
2015-11-07,11
2015-11-08,11
2015-11-09,11
2015-11-10,11
2015-11-11,11
2015-11-12,11
2015-11-13,11
2015-11-14,11
2015-11-15,11
2015-11-16,11
2015-11-17,11
2015-11-18,11
2015-11-19,11
2015-11-20,11
2015-11-21,11
2015-11-22,11
2015-11-23,11
2015-11-24,11
2015-11-25,11
2015-11-26,11
2015-11-27,11
2015-11-28,11
2015-11-29,11
2015-11-30,11
2015-12-01,11
2015-12-02,11
2015-12-03,11
2015-12-04,11
2015-12-05,11
2015-12-06,11
2015-12-07,11
2015-12-08,11
2015-12-09,11
2015-12-10,11
2015-12-11,11
2015-12-12,11
2015-12-13,11
2015-12-14,11
2015-12-15,11
2015-12-16,11
2015-12-17,11
2015-12-18,11
2015-12-19,11
2015-12-20,11
2015-12-21,11
2015-12-22,11
2015-12-23,11
2015-12-24,11
2015-12-25,11
2015-12-26,11
2015-12-27,11
2015-12-28,11
2015-12-29,11
2015-12-30,11
2015-12-31,11
2016-01-01,11
2016-01-02,11
2016-01-03,11
2016-01-04,11
2016-01-05,11
2016-01-06,11
2016-01-07,11
2016-01-08,11
2016-01-09,11
2016-01-10,11
2016-01-11,11
2016-01-12,11
2016-01-13,11
2016-01-14,11
2016-01-15,11
2016-01-16,11
2016-01-17,11
2016-01-18,11
2016-01-19,11
2016-01-20,11
2016-01-21,11
2016-01-22,11
2016-01-23,11
2016-01-24,11
2016-01-25,11
2016-01-26,11
2016-01-27,11
2016-01-28,11
2016-01-29,11
2016-01-30,11
2016-01-31,11
2016-02-01,11
2016-02-02,11
2016-02-03,11
2016-02-04,11
2016-02-05,11
2016-02-06,11
2016-02-07,11
2016-02-08,11
2016-02-09,11
2016-02-10,11
2016-02-11,11
2016-02-12,11
2016-02-13,11
2016-02-14,11
2016-02-15,11
2016-02-16,11
2016-02-17,11
2016-02-18,11
2016-02-19,11
2016-02-20,11
2016-02-21,11
2016-02-22,11
2016-02-23,11
2016-02-24,11
2016-02-25,11
2016-02-26,11
2016-02-27,11
2016-02-28,11
2016-02-29,11
2016-03-01,11
2016-03-02,11
2016-03-03,11
2016-03-04,11
2016-03-05,11
2016-03-06,11
2016-03-07,11
2016-03-08,11
2016-03-09,11
2016-03-10,11
2016-03-11,11
2016-03-12,11
2016-03-13,11
2016-03-14,11
2016-03-15,11
2016-03-16,11
2016-03-17,11
2016-03-18,11
2016-03-19,11
2016-03-20,11
2016-03-21,11
2016-03-22,11
2016-03-23,11
2016-03-24,11
2016-03-25,11
2016-03-26,11
2016-03-27,11
2016-03-28,11
2016-03-29,11
2016-03-30,12
2016-03-31,12
2016-04-01,12
2016-04-02,12
2016-04-03,12
2016-04-04,12
2016-04-05,12
2016-04-06,12
2016-04-07,12
2016-04-08,12
2016-04-09,12
2016-04-10,12
2016-04-11,12
2016-04-12,12
2016-04-13,12
2016-04-14,12
2016-04-15,12
2016-04-16,12
2016-04-17,12
2016-04-18,12
2016-04-19,12
2016-04-20,12
2016-04-21,12
2016-04-22,12
2016-04-23,12
2016-04-24,12
2016-04-25,12
2016-04-26,12
2016-04-27,12
2016-04-28,12
