date_obj,Raw%20yak%20meat price
2015-03-26,3200
2015-03-27,3200
2015-03-28,3200
2015-03-29,3200
2015-03-30,3200
2015-03-31,3200
2015-04-01,3200
2015-04-02,3200
2015-04-03,3200
2015-04-04,3200
2015-04-05,3200
2015-04-06,3200
2015-04-07,3200
2015-04-08,3200
2015-04-09,3200
2015-04-10,3200
2015-04-11,3200
2015-04-12,3200
2015-04-13,3200
2015-04-14,3200
2015-04-15,3200
2015-04-16,3200
2015-04-17,3200
2015-04-18,3200
2015-04-19,3200
2015-04-20,3200
2015-04-21,3200
2015-04-22,3200
2015-04-23,3200
2015-04-24,3200
2015-04-25,3200
2015-04-26,3200
2015-04-27,3043
2015-04-28,3043
2015-04-29,3043
2015-04-30,3043
2015-05-01,3043
2015-05-02,3043
2015-05-03,3043
2015-05-04,3043
2015-05-05,3043
2015-05-06,3043
2015-05-07,3043
2015-05-08,3043
2015-05-09,3043
2015-05-10,3043
2015-05-11,3043
2015-05-12,3043
2015-05-13,3043
2015-05-14,3043
2015-05-15,3043
2015-05-16,3043
2015-05-17,3043
2015-05-18,3043
2015-05-19,3043
2015-05-20,3043
2015-05-21,3043
2015-05-22,3043
2015-05-23,3043
2015-05-24,3043
2015-05-25,3043
2015-05-26,3043
2015-05-27,3043
2015-05-28,3043
2015-05-29,3043
2015-05-30,3043
2015-05-31,3043
2015-06-01,2894
2015-06-02,2894
2015-06-03,2894
2015-06-04,2894
2015-06-05,2894
2015-06-06,2894
2015-06-07,2894
2015-06-08,2894
2015-06-09,2894
2015-06-10,2894
2015-06-11,2894
2015-06-12,2894
2015-06-13,2894
2015-06-14,2894
2015-06-15,2894
2015-06-16,2894
2015-06-17,2894
2015-06-18,2894
2015-06-19,2894
2015-06-20,2894
2015-06-21,2894
2015-06-22,2894
2015-06-23,2894
2015-06-24,2894
2015-06-25,2894
2015-06-26,2894
2015-06-27,2894
2015-06-28,2894
2015-06-29,2894
2015-06-30,2894
2015-07-01,2894
2015-07-02,2894
2015-07-03,2894
2015-07-04,2894
2015-07-05,2894
2015-07-06,2894
2015-07-07,2894
2015-07-08,2894
2015-07-09,2750
2015-07-10,2750
2015-07-11,2750
2015-07-12,2750
2015-07-13,2750
2015-07-14,2750
2015-07-15,2750
2015-07-16,2750
2015-07-17,2750
2015-07-18,2750
2015-07-19,2750
2015-07-20,2750
2015-07-21,2750
2015-07-22,2750
2015-07-23,2750
2015-07-24,2750
2015-07-25,2750
2015-07-26,2750
2015-07-27,2750
2015-07-28,2750
2015-07-29,2750
2015-07-30,2750
2015-07-31,2750
2015-08-01,2750
2015-08-02,2750
2015-08-03,2750
2015-08-04,2750
2015-08-05,2750
2015-08-06,2750
2015-08-07,2750
2015-08-08,2750
2015-08-09,2750
2015-08-10,2750
2015-08-11,2750
2015-08-12,2750
2015-08-13,2613
2015-08-14,2613
2015-08-15,2613
2015-08-16,2613
2015-08-17,2613
2015-08-18,2613
2015-08-19,2613
2015-08-20,2613
2015-08-21,2613
2015-08-22,2613
2015-08-23,2613
2015-08-24,2613
2015-08-25,2613
2015-08-26,2613
2015-08-27,2613
2015-08-28,2613
2015-08-29,2613
2015-08-30,2613
2015-08-31,2613
2015-09-01,2613
2015-09-02,2613
2015-09-03,2613
2015-09-04,2613
2015-09-05,2613
2015-09-06,2613
2015-09-07,2613
2015-09-08,2613
2015-09-09,2613
2015-09-10,2613
2015-09-11,2613
2015-09-12,2613
2015-09-13,2613
2015-09-14,2613
2015-09-15,2485
2015-09-16,2485
2015-09-17,2485
2015-09-18,2485
2015-09-19,2485
2015-09-20,2485
2015-09-21,2485
2015-09-22,2485
2015-09-23,2485
2015-09-24,2485
2015-09-25,2485
2015-09-27,2485
2015-09-28,2485
2015-09-29,2485
2015-09-30,2485
2015-10-05,2485
2015-10-06,2485
2015-10-07,2485
2015-10-08,2485
2015-10-09,2485
2015-10-10,2485
2015-10-11,2485
2015-10-12,2485
2015-10-13,2485
2015-10-14,2485
2015-10-15,2485
2015-10-16,2485
2015-10-17,2485
2015-10-18,2485
2015-10-19,2364
2015-10-20,2364
2015-10-22,2364
2015-10-23,2364
2015-10-24,2364
2015-10-25,2364
2015-10-26,2364
2015-10-27,2364
2015-10-29,2364
2015-10-30,2364
2015-10-31,2364
2015-11-01,2364
2015-11-02,2364
2015-11-03,2364
2015-11-04,2364
2015-11-05,2364
2015-11-06,2364
2015-11-07,2364
2015-11-08,2364
2015-11-09,2364
2015-11-10,2364
2015-11-11,2364
2015-11-12,2364
2015-11-13,2364
2015-11-14,2364
2015-11-15,2364
2015-11-16,2364
2015-11-17,2364
2015-11-18,2364
2015-11-19,2364
2015-11-20,2248
2015-11-21,2248
2015-11-22,2248
2015-11-23,2248
2015-11-24,2248
2015-11-25,2248
2015-11-26,2248
2015-11-27,2248
2015-11-28,2248
2015-11-29,2248
2015-11-30,2248
2015-12-01,2248
2015-12-02,2248
2015-12-03,2248
2015-12-04,2248
2015-12-05,2248
2015-12-06,2248
2015-12-07,2248
2015-12-08,2248
2015-12-09,2248
2015-12-10,2248
2015-12-11,2248
2015-12-12,2248
2015-12-13,2248
2015-12-14,2248
2015-12-15,2141
2015-12-16,2141
2015-12-17,2141
2015-12-18,2141
2015-12-19,2141
2015-12-20,2141
2015-12-21,2141
2015-12-22,2141
2015-12-23,2141
2015-12-24,2141
2015-12-25,2141
2015-12-26,2141
2015-12-27,2141
2015-12-28,2141
2015-12-29,2141
2015-12-30,2141
2015-12-31,2141
2016-01-01,2141
2016-01-02,2141
2016-01-03,2141
2016-01-04,2034
2016-01-05,2034
2016-01-06,2034
2016-01-07,2034
2016-01-08,2034
2016-01-09,2034
2016-01-10,2034
2016-01-11,2034
2016-01-12,2034
2016-01-13,2034
2016-01-14,2034
2016-01-15,2034
2016-01-16,2034
2016-01-17,2034
2016-01-18,2034
2016-01-19,2034
2016-01-20,1934
2016-01-21,1934
2016-01-22,1934
2016-01-23,1934
2016-01-24,1934
2016-01-25,1934
2016-01-26,1934
2016-01-27,1934
2016-01-28,1934
2016-01-29,1934
2016-01-30,1934
2016-01-31,1934
2016-02-01,1934
2016-02-02,1934
2016-02-03,1839
2016-02-04,1839
2016-02-05,1839
2016-02-06,1839
2016-02-07,1839
2016-02-08,1839
2016-02-09,1839
2016-02-10,1839
2016-02-11,1839
2016-02-12,1839
2016-02-13,1839
2016-02-14,1839
2016-02-15,1839
2016-02-16,1839
2016-02-17,1839
2016-02-18,1839
2016-02-19,1839
2016-02-20,1748
2016-02-21,1748
2016-02-22,1748
2016-02-23,1748
2016-02-24,1748
2016-02-25,1748
2016-02-26,1748
2016-02-27,1748
2016-02-28,1748
2016-02-29,1748
2016-03-01,1748
2016-03-03,1748
2016-03-04,1748
2016-03-05,1661
2016-03-06,1661
2016-03-07,1661
2016-03-08,1661
2016-03-09,1661
2016-03-10,1661
2016-03-11,1661
2016-03-12,1661
2016-03-13,1661
2016-03-14,1661
2016-03-15,1661
2016-03-16,1661
2016-03-17,1661
2016-03-18,1661
2016-03-19,1661
2016-03-20,1580
2016-03-21,1580
2016-03-22,1580
2016-03-23,1580
2016-03-24,1580
2016-03-25,1580
2016-03-26,1580
2016-03-27,1580
2016-03-28,1580
2016-03-29,1580
2016-03-30,1580
2016-03-31,1580
2016-04-01,1580
2016-04-02,1580
2016-04-03,1580
2016-04-04,1504
2016-04-05,1504
2016-04-06,1504
2016-04-07,1504
2016-04-08,1504
2016-04-09,1504
2016-04-10,1504
2016-04-11,1504
2016-04-12,1504
2016-04-13,1504
2016-04-14,1504
2016-04-15,1504
2016-04-16,1504
2016-04-17,1504
2016-04-18,1504
2016-04-19,1504
2016-04-20,1434
2016-04-21,1434
2016-04-22,1434
2016-04-23,1434
2016-04-24,1434
2016-04-25,1434
2016-04-26,1434
2016-04-27,1434
2016-04-28,1434
2016-04-29,1434
2016-04-30,1434
2016-05-01,1434
2016-05-02,1434
2016-05-03,1434
2016-05-04,1434
2016-05-05,1434
2016-05-06,1434
2016-05-07,1363
2016-05-08,1363
2016-05-09,1363
2016-05-10,1363
2016-05-11,1363
2016-05-12,1363
2016-05-13,1363
2016-05-14,1363
2016-05-15,1363
