date_obj,Maple%20bird%20house price
2018-01-17,600
2018-01-18,600
2018-01-19,600
2018-01-20,600
2018-01-21,600
2018-01-22,600
2018-01-23,600
2018-01-25,600
2018-01-26,600
2018-01-27,600
2018-01-28,600
2018-01-29,600
2018-01-31,600
2018-02-01,600
2018-02-02,600
2018-02-03,600
2018-02-04,600
2018-02-05,600
2018-02-06,600
2018-02-07,600
2018-02-08,600
2018-02-09,600
2018-02-10,600
2018-02-11,600
2018-02-12,600
2018-02-13,600
2018-02-14,600
2018-02-15,600
2018-02-16,600
2018-02-17,600
2018-02-18,600
2018-02-19,600
2018-02-20,600
2018-02-21,600
2018-02-22,600
2018-02-23,600
2018-02-24,600
2018-02-25,600
2018-02-26,600
2018-02-27,600
2018-02-28,600
2018-03-01,600
2018-03-02,600
2018-03-03,600
2018-03-04,600
2018-03-05,600
2018-03-06,600
2018-03-07,600
2018-03-08,600
2018-03-09,600
2018-03-10,600
2018-03-11,600
2018-03-12,600
2018-03-13,600
2018-03-14,600
2018-03-15,600
2018-03-16,600
2018-03-17,600
2018-03-18,600
2018-03-19,600
2018-03-20,600
2018-03-21,600
2018-03-23,600
2018-03-24,600
2018-03-26,600
2018-03-27,600
2018-03-28,600
2018-03-29,600
2018-03-30,600
2018-03-31,600
2018-04-01,600
2018-04-02,600
2018-04-03,600
2018-04-04,600
2018-04-05,600
2018-04-06,600
2018-04-07,600
2018-04-08,600
2018-04-09,600
2018-04-10,600
2018-04-11,600
2018-04-12,600
2018-04-13,600
2018-04-14,600
2018-04-15,600
2018-04-16,600
2018-04-17,600
2018-04-18,600
2018-04-19,600
2018-04-20,600
2018-04-21,600
2018-04-22,600
2018-04-23,600
2018-04-24,600
2018-04-25,600
2018-04-26,600
2018-04-27,600
2018-04-28,600
2018-04-29,600
2018-04-30,600
2018-05-01,600
2018-05-04,600
2018-05-05,600
2018-05-06,600
2018-05-07,603
2018-05-08,603
2018-05-09,603
2018-05-10,603
2018-05-11,603
2018-05-12,603
2018-05-13,603
2018-05-14,603
2018-05-15,603
2018-05-16,603
2018-05-17,603
2018-05-18,603
2018-05-19,603
2018-05-20,603
2018-05-21,603
2018-05-22,603
2018-05-23,603
2018-05-24,603
2018-05-25,603
2018-05-26,603
2018-05-27,603
2018-05-28,603
2018-05-29,603
2018-05-30,603
2018-05-31,603
2018-06-01,603
2018-06-02,603
2018-06-03,603
2018-06-04,603
2018-06-05,603
2018-06-06,603
2018-06-07,603
2018-06-08,603
2018-06-09,603
2018-06-10,603
2018-06-11,603
2018-06-12,603
2018-06-13,603
2018-06-14,603
2018-06-15,603
2018-06-16,603
2018-06-17,603
2018-06-18,603
2018-06-19,603
2018-06-20,603
2018-06-21,603
2018-06-22,603
2018-06-23,603
2018-06-24,603
2018-06-25,603
2018-06-26,603
2018-06-27,603
2018-06-28,603
2018-06-29,603
2018-06-30,603
2018-07-01,603
2018-07-02,603
2018-07-03,603
2018-07-04,603
2018-07-05,603
2018-07-06,603
2018-07-07,622
2018-07-08,622
2018-07-09,622
2018-07-10,622
2018-07-11,622
2018-07-12,622
2018-07-13,622
2018-07-14,622
2018-07-15,622
2018-07-16,622
2018-07-17,622
2018-07-18,622
2018-07-19,622
2018-07-20,622
2018-07-21,622
2018-07-22,622
2018-07-23,622
2018-07-24,622
2018-07-25,622
2018-07-26,622
2018-07-27,622
2018-07-28,622
2018-07-29,622
2018-07-30,622
2018-07-31,622
2018-08-01,622
2018-08-02,622
2018-08-03,622
2018-08-04,622
2018-08-05,622
2018-08-06,622
2018-08-07,622
2018-08-08,622
2018-08-09,622
2018-08-10,622
2018-08-11,622
2018-08-12,622
2018-08-14,622
2018-08-16,622
2018-08-17,622
2018-08-18,622
2018-08-19,622
2018-08-20,622
2018-08-21,622
2018-08-22,622
2018-08-23,622
2018-08-24,622
2018-08-25,645
2018-08-26,645
2018-08-27,645
2018-08-28,645
2018-08-29,645
2018-08-30,645
2018-08-31,645
2018-09-01,645
2018-09-02,645
2018-09-03,645
2018-09-04,645
2018-09-05,645
2018-09-06,645
2018-09-07,645
2018-09-08,645
2018-09-09,645
2018-09-10,645
2018-09-11,645
2018-09-12,645
2018-09-13,645
2018-09-14,645
2018-09-15,645
2018-09-16,645
2018-09-17,645
2018-09-18,645
2018-09-19,645
2018-09-20,645
2018-09-21,645
2018-09-22,645
2018-09-23,645
2018-09-24,645
2018-09-25,645
2018-09-26,645
2018-09-27,645
2018-09-28,645
2018-09-29,645
2018-09-30,645
2018-10-02,664
2018-10-03,664
2018-10-04,664
2018-10-05,664
2018-10-06,664
2018-10-07,664
2018-10-08,664
2018-10-09,664
2018-10-10,664
2018-10-11,664
2018-10-12,664
2018-10-13,664
2018-10-14,664
2018-10-15,664
2018-10-16,664
2018-10-17,664
2018-10-18,664
2018-10-19,664
2018-10-20,664
2018-10-21,664
2018-10-22,664
2018-10-23,664
2018-10-24,664
2018-10-25,664
2018-10-26,664
2018-10-27,664
2018-10-28,664
2018-10-29,664
2018-10-30,664
2018-10-31,692
2018-11-01,692
2018-11-03,692
2018-11-04,692
2018-11-05,692
2018-11-06,692
2018-11-07,692
2018-11-08,692
2018-11-09,692
2018-11-10,692
2018-11-11,692
2018-11-12,692
2018-11-13,692
2018-11-14,692
2018-11-15,692
2018-11-16,692
2018-11-17,692
2018-11-18,692
2018-11-19,692
2018-11-20,721
2018-11-21,721
2018-11-22,721
2018-11-23,721
2018-11-24,721
2018-11-25,721
