date_obj,Clay price
2015-03-26,209
2015-03-27,209
2015-03-28,202
2015-03-29,197
2015-03-30,204
2015-03-31,209
2015-04-01,206
2015-04-02,208
2015-04-03,209
2015-04-04,203
2015-04-05,195
2015-04-06,187
2015-04-07,179
2015-04-08,172
2015-04-09,164
2015-04-10,156
2015-04-11,152
2015-04-12,146
2015-04-13,146
2015-04-14,140
2015-04-15,137
2015-04-16,142
2015-04-17,143
2015-04-18,144
2015-04-19,139
2015-04-20,136
2015-04-21,139
2015-04-22,145
2015-04-23,153
2015-04-24,153
2015-04-25,149
2015-04-26,147
2015-04-27,151
2015-04-28,154
2015-04-29,154
2015-04-30,155
2015-05-01,161
2015-05-02,164
2015-05-03,162
2015-05-04,159
2015-05-05,156
2015-05-06,154
2015-05-07,153
2015-05-08,152
2015-05-09,147
2015-05-10,139
2015-05-11,139
2015-05-12,133
2015-05-13,133
2015-05-14,129
2015-05-15,123
2015-05-16,118
2015-05-17,115
2015-05-18,110
2015-05-19,105
2015-05-20,104
2015-05-21,103
2015-05-22,101
2015-05-23,97
2015-05-24,93
2015-05-25,88
2015-05-26,91
2015-05-27,96
2015-05-28,96
2015-05-29,97
2015-05-30,100
2015-05-31,104
2015-06-01,110
2015-06-02,116
2015-06-03,115
2015-06-04,112
2015-06-05,113
2015-06-06,113
2015-06-07,114
2015-06-08,118
2015-06-09,123
2015-06-10,128
2015-06-11,133
2015-06-12,140
2015-06-13,147
2015-06-14,155
2015-06-15,162
2015-06-16,164
2015-06-17,161
2015-06-18,153
2015-06-19,153
2015-06-20,161
2015-06-21,170
2015-06-22,178
2015-06-23,185
2015-06-24,190
2015-06-25,196
2015-06-26,205
2015-06-27,209
2015-06-28,210
2015-06-29,212
2015-06-30,219
2015-07-01,228
2015-07-02,233
2015-07-03,229
2015-07-04,218
2015-07-05,213
2015-07-06,208
2015-07-07,200
2015-07-08,191
2015-07-09,185
2015-07-10,176
2015-07-11,167
2015-07-12,158
2015-07-13,150
2015-07-14,151
2015-07-15,156
2015-07-16,155
2015-07-17,148
2015-07-18,140
2015-07-19,134
2015-07-20,134
2015-07-21,133
2015-07-22,130
2015-07-23,130
2015-07-24,128
2015-07-25,133
2015-07-26,137
2015-07-27,132
2015-07-28,133
2015-07-29,136
2015-07-30,136
2015-07-31,137
2015-08-01,131
2015-08-02,127
2015-08-03,126
2015-08-04,126
2015-08-05,124
2015-08-06,125
2015-08-07,128
2015-08-08,125
2015-08-09,124
2015-08-10,122
2015-08-11,121
2015-08-12,119
2015-08-13,120
2015-08-14,121
2015-08-15,119
2015-08-16,117
2015-08-17,113
2015-08-18,107
2015-08-19,102
2015-08-20,100
2015-08-21,104
2015-08-22,110
2015-08-23,111
2015-08-24,108
2015-08-25,108
2015-08-26,107
2015-08-27,105
2015-08-28,104
2015-08-29,104
2015-08-30,101
2015-08-31,99
2015-09-01,94
2015-09-02,93
2015-09-03,90
2015-09-04,85
2015-09-05,80
2015-09-06,76
2015-09-07,72
2015-09-08,68
2015-09-09,64
2015-09-10,66
2015-09-11,70
2015-09-12,74
2015-09-13,78
2015-09-14,81
2015-09-15,86
2015-09-16,86
2015-09-17,87
2015-09-18,91
2015-09-19,95
2015-09-20,94
2015-09-21,98
2015-09-22,99
2015-09-23,99
2015-09-24,99
2015-09-25,99
2015-09-27,95
2015-09-28,93
2015-09-29,92
2015-09-30,90
2015-10-05,84
2015-10-06,85
2015-10-07,89
2015-10-08,88
2015-10-09,87
2015-10-10,87
2015-10-11,84
2015-10-12,83
2015-10-13,83
2015-10-14,81
2015-10-15,80
2015-10-16,83
2015-10-17,83
2015-10-18,88
2015-10-19,91
2015-10-20,94
2015-10-22,96
2015-10-23,96
2015-10-24,94
2015-10-25,95
2015-10-26,98
2015-10-27,98
2015-10-29,102
2015-10-30,99
2015-10-31,95
2015-11-01,95
2015-11-02,90
2015-11-03,85
2015-11-04,85
2015-11-05,90
2015-11-06,95
2015-11-07,94
2015-11-08,89
2015-11-09,84
2015-11-10,79
2015-11-11,76
2015-11-12,77
2015-11-13,76
2015-11-14,76
2015-11-15,78
2015-11-16,78
2015-11-17,79
2015-11-18,80
2015-11-19,83
2015-11-20,81
2015-11-21,81
2015-11-22,81
2015-11-23,81
2015-11-24,83
2015-11-25,84
2015-11-26,84
2015-11-27,89
2015-11-28,93
2015-11-29,98
2015-11-30,97
2015-12-01,98
2015-12-02,102
2015-12-03,105
2015-12-04,109
2015-12-05,115
2015-12-06,116
2015-12-07,120
2015-12-08,121
2015-12-09,126
2015-12-10,130
2015-12-11,137
2015-12-12,138
2015-12-13,143
2015-12-14,143
2015-12-15,151
2015-12-16,152
2015-12-17,149
2015-12-18,146
2015-12-19,153
2015-12-20,156
2015-12-21,158
2015-12-22,161
2015-12-23,169
2015-12-24,176
2015-12-25,174
2015-12-26,177
2015-12-27,170
2015-12-28,161
2015-12-29,152
2015-12-30,155
2015-12-31,160
2016-01-01,167
2016-01-02,175
2016-01-03,180
2016-01-04,188
2016-01-05,198
2016-01-06,208
2016-01-07,218
2016-01-08,226
2016-01-09,234
2016-01-10,246
2016-01-11,255
2016-01-12,265
2016-01-13,274
2016-01-14,287
2016-01-15,302
2016-01-16,306
2016-01-17,295
2016-01-18,285
2016-01-19,272
2016-01-20,258
2016-01-21,245
2016-01-22,232
2016-01-23,224
2016-01-24,215
2016-01-25,207
2016-01-26,207
2016-01-27,200
2016-01-28,198
2016-01-29,201
2016-01-30,203
2016-01-31,205
2016-02-01,194
2016-02-02,187
2016-02-03,192
2016-02-04,199
2016-02-05,197
2016-02-06,197
2016-02-07,196
2016-02-08,200
2016-02-09,197
2016-02-10,195
2016-02-11,192
2016-02-12,187
2016-02-13,178
2016-02-14,175
2016-02-15,169
2016-02-16,161
2016-02-17,159
2016-02-18,158
2016-02-19,161
2016-02-20,165
2016-02-21,161
2016-02-22,168
2016-02-23,164
2016-02-24,159
2016-02-25,162
2016-02-26,162
2016-02-27,165
2016-02-28,167
2016-02-29,167
2016-03-01,166
2016-03-02,159
2016-03-03,151
2016-03-04,143
2016-03-05,139
2016-03-06,136
2016-03-07,138
2016-03-08,136
2016-03-09,134
2016-03-10,129
2016-03-11,125
2016-03-12,119
2016-03-13,113
2016-03-14,109
2016-03-15,108
2016-03-16,109
2016-03-17,104
2016-03-18,103
2016-03-19,105
2016-03-20,110
2016-03-21,115
2016-03-22,118
2016-03-23,123
2016-03-24,130
2016-03-25,130
2016-03-26,124
2016-03-27,120
2016-03-28,115
2016-03-29,117
2016-03-30,117
2016-03-31,119
2016-04-01,117
2016-04-02,115
2016-04-03,112
2016-04-04,107
2016-04-05,103
2016-04-06,100
2016-04-07,103
2016-04-08,103
2016-04-09,107
2016-04-10,111
2016-04-11,111
2016-04-12,113
2016-04-13,115
2016-04-14,118
2016-04-15,123
2016-04-16,128
2016-04-17,125
2016-04-18,131
2016-04-19,136
2016-04-20,138
2016-04-21,142
2016-04-22,146
2016-04-23,149
2016-04-24,154
2016-04-25,160
2016-04-26,164
2016-04-27,167
2016-04-28,173
2016-04-29,180
2016-04-30,179
2016-05-01,182
2016-05-02,179
2016-05-03,181
2016-05-04,190
2016-05-05,197
2016-05-06,194
2016-05-07,186
2016-05-08,176
2016-05-09,167
2016-05-10,165
2016-05-11,163
2016-05-12,156
2016-05-13,149
2016-05-14,142
2016-05-15,138
2016-05-16,136
2016-05-17,137
2016-05-18,136
2016-05-19,132
2016-05-22,130
2016-05-23,131
2016-05-24,132
2016-05-25,135
2016-05-26,137
2016-05-27,144
2016-05-28,147
2016-05-29,152
2016-05-30,160
2016-05-31,166
2016-06-01,173
2016-06-02,182
2016-06-03,190
2016-06-04,196
2016-06-05,199
2016-06-06,190
2016-06-07,180
2016-06-08,173
2016-06-09,170
2016-06-10,167
2016-06-11,162
2016-06-12,154
2016-06-13,146
2016-06-14,138
2016-06-15,136
2016-06-16,135
2016-06-17,138
2016-06-18,141
2016-06-19,145
2016-06-20,148
2016-06-21,151
2016-06-22,158
2016-06-23,159
2016-06-24,158
2016-06-25,163
2016-06-26,164
2016-06-27,170
2016-06-28,168
2016-06-29,166
2016-06-30,159
2016-07-01,156
2016-07-02,157
2016-07-03,161
2016-07-04,158
2016-07-05,159
2016-07-06,162
2016-07-07,167
2016-07-08,160
2016-07-09,155
2016-07-10,150
2016-07-11,149
2016-07-12,148
2016-07-13,152
2016-07-14,145
2016-07-15,145
2016-07-16,141
2016-07-17,134
2016-07-18,131
2016-07-23,119
2016-07-24,120
2016-07-25,125
2016-07-26,129
2016-07-27,130
2016-07-28,130
2016-07-29,126
2016-07-30,124
2016-07-31,124
2016-08-01,128
2016-08-02,126
2016-08-03,125
2016-08-04,122
2016-08-05,128
2016-08-06,126
2016-08-07,123
2016-08-08,126
2016-08-09,127
2016-08-10,124
2016-08-11,123
2016-08-12,129
2016-08-13,133
2016-08-14,131
2016-08-15,126
2016-08-16,125
2016-08-17,126
2016-08-18,128
2016-08-19,124
2016-08-20,122
2016-08-21,117
2016-08-22,115
2016-08-23,116
2016-08-24,119
2016-08-25,115
2016-08-26,115
2016-08-28,103
2016-08-31,99
2016-09-01,95
2016-09-02,95
2016-09-03,96
2016-09-04,95
2016-09-05,98
2016-09-06,97
2016-09-07,96
2016-09-08,95
2016-09-09,95
2016-09-10,94
2016-09-11,95
2016-09-12,94
2016-09-13,91
2016-09-14,92
2016-09-15,91
2016-09-16,90
2016-09-17,86
2016-09-18,81
2016-09-19,76
2016-09-20,72
2016-09-21,69
2016-09-22,69
2016-09-23,68
2016-09-24,68
2016-09-25,67
2016-09-26,71
2016-09-27,75
2016-09-28,79
2016-09-29,83
2016-09-30,88
2016-10-01,85
2016-10-02,81
2016-10-03,85
2016-10-04,83
2016-10-05,85
2016-10-06,88
2016-10-07,91
2016-10-08,86
2016-10-09,81
2016-10-10,78
2016-10-11,76
2016-10-12,77
2016-10-13,79
2016-10-14,80
2016-10-15,82
2016-10-16,80
2016-10-17,83
2016-10-18,86
2016-10-19,87
2016-10-20,92
2016-10-21,94
2016-10-22,95
2016-10-23,96
2016-10-24,95
2016-10-25,94
2016-10-26,94
2016-10-27,92
2016-10-28,93
2016-10-29,89
2016-10-30,84
2016-10-31,79
2016-11-01,75
2016-11-02,73
2016-11-03,75
2016-11-04,77
2016-11-05,81
2016-11-06,83
2016-11-07,78
2016-11-08,77
2016-11-09,78
2016-11-10,81
2016-11-11,84
2016-11-12,86
2016-11-13,87
2016-11-14,91
2016-11-15,93
2016-12-07,135
2016-12-08,131
2016-12-09,129
2016-12-10,128
2016-12-11,124
2016-12-12,121
2016-12-13,127
2016-12-14,130
2016-12-15,134
2016-12-16,136
2016-12-17,133
2016-12-18,127
2016-12-19,128
2016-12-20,131
2016-12-21,136
2016-12-22,143
2016-12-23,145
2016-12-24,151
2016-12-25,144
2016-12-26,139
2016-12-27,132
2016-12-28,132
2016-12-29,126
2016-12-30,120
2016-12-31,116
2017-01-01,110
2017-01-02,104
2017-01-03,98
2017-01-04,102
2017-01-05,108
2017-01-06,111
2017-01-07,113
2017-01-08,111
2017-01-09,105
2017-01-10,104
2017-01-11,110
2017-01-12,112
2017-01-13,106
2017-01-14,100
2017-01-15,96
2017-01-16,93
2017-01-17,97
2017-01-18,95
2017-01-19,91
2017-01-20,93
2017-01-21,89
2017-01-22,90
2017-01-23,93
2017-01-27,105
2017-01-28,100
2017-01-29,96
2017-01-30,93
2017-01-31,91
2017-02-01,87
2017-02-02,82
2017-02-03,87
2017-02-04,92
2017-02-05,97
2017-02-06,101
2017-02-07,100
2017-02-08,103
2017-02-09,107
2017-02-10,111
2017-02-11,116
2017-02-12,122
2017-02-13,125
2017-02-14,130
2017-02-15,129
2017-02-16,133
2017-02-18,140
2017-02-19,135
2017-02-20,128
2017-02-21,129
2017-02-22,134
2017-02-23,141
2017-02-24,148
2017-02-25,155
2017-02-26,163
2017-02-27,170
2017-02-28,178
2017-03-01,178
2017-03-02,178
2017-03-03,182
2017-03-04,176
2017-03-05,171
2017-03-06,162
2017-03-07,154
2017-03-08,153
2017-03-09,153
2017-03-10,159
2017-03-11,167
2017-03-12,172
2017-03-13,173
2017-03-14,177
2017-03-15,177
2017-03-16,185
2017-03-17,183
2017-03-18,181
2017-03-19,172
2017-03-20,163
2017-03-21,155
2017-03-22,151
2017-03-23,158
2017-03-24,162
2017-03-25,171
2017-03-26,170
2017-03-27,171
2017-03-28,178
2017-03-29,180
2017-03-30,179
2017-03-31,186
2017-04-01,185
2017-04-02,176
2017-04-03,168
2017-04-04,163
2017-04-12,163
2017-04-13,163
2017-04-14,162
2017-04-15,159
2017-04-16,153
2017-04-17,145
2017-04-18,137
2017-04-19,143
2017-04-20,144
2017-04-21,143
2017-04-22,147
2017-04-23,142
2017-04-24,138
2017-04-25,132
2017-04-26,131
2017-04-27,131
2017-04-28,132
2017-04-29,128
2017-04-30,129
2017-05-01,129
2017-05-02,129
2017-05-03,132
2017-05-04,134
2017-05-05,138
2017-05-06,142
2017-05-07,140
2017-05-08,143
2017-05-09,135
2017-05-10,134
2017-05-11,137
2017-05-12,132
2017-05-13,125
2017-05-14,119
2017-05-15,118
2017-05-16,116
2017-05-17,116
2017-05-18,113
2017-05-19,107
2017-05-20,103
2017-05-21,109
2017-05-22,111
2017-05-23,113
2017-05-24,113
2017-05-25,113
2017-05-26,114
2017-05-27,115
2017-05-28,113
2017-05-29,114
2017-05-30,113
2017-05-31,115
2017-06-01,114
2017-06-02,111
2017-06-03,108
2017-06-04,104
2017-06-05,103
2017-06-06,106
2017-06-07,107
2017-06-08,108
2017-06-09,108
2017-06-10,103
2017-06-11,98
2017-06-12,97
2017-06-13,96
2017-06-14,94
2017-06-15,93
2017-06-16,96
2017-06-17,99
2017-06-18,101
2017-06-19,107
2017-06-20,109
2017-06-21,109
2017-06-22,110
2017-06-23,107
2017-06-24,107
2017-06-25,106
2017-06-26,100
2017-06-27,98
2017-06-28,99
2017-06-29,98
2017-06-30,97
2017-07-01,96
2017-07-02,92
2017-07-03,91
2017-07-04,92
2017-07-05,96
2017-07-06,95
2017-07-07,94
2017-07-08,93
2017-07-13,95
2017-07-14,94
2017-07-15,94
2017-07-16,92
2017-07-17,89
2017-07-18,88
2017-07-19,90
2017-07-20,94
2017-07-21,94
2017-07-22,93
2017-07-23,89
2017-07-24,87
2017-07-25,90
2017-07-26,92
2017-07-27,96
2017-07-28,100
2017-07-29,104
2017-07-30,102
2017-07-31,100
2017-08-01,101
2017-08-02,103
2017-08-03,105
2017-08-04,106
2017-08-05,104
2017-08-06,99
2017-08-09,101
2017-08-10,104
2017-08-11,104
2017-08-12,106
2017-08-13,103
2017-08-14,99
2017-08-15,97
2017-08-16,101
2017-08-17,101
2017-08-18,104
2017-08-19,104
2017-08-20,100
2017-08-21,98
2017-08-22,100
2017-08-23,100
2017-08-24,103
2017-08-25,103
2017-08-26,99
2017-08-27,96
2017-08-28,96
2017-08-29,98
2017-08-30,98
2017-08-31,98
2017-09-01,97
2017-09-02,95
2017-09-03,95
2017-09-04,93
2017-09-05,90
2017-09-06,87
2017-09-07,85
2017-09-08,84
2017-09-09,84
2017-09-10,88
2017-09-11,89
2017-09-12,89
2017-09-13,89
2017-09-14,87
2017-09-15,85
2017-09-16,81
2017-09-17,83
2017-09-18,87
2017-09-19,91
2017-09-20,91
2017-09-21,92
2017-09-22,93
2017-09-23,95
2017-09-24,92
2017-09-25,90
2017-09-26,89
2017-09-27,85
2017-09-28,85
2017-09-29,83
2017-09-30,81
2017-10-01,78
2017-10-02,75
2017-10-03,73
2017-10-04,74
2017-10-05,72
2017-10-06,73
2017-10-07,75
2017-10-08,76
2017-10-09,74
2017-10-10,73
2017-10-11,74
2017-10-12,74
2017-10-13,73
2017-10-14,71
2017-10-15,71
2017-10-16,72
2017-10-17,73
2017-10-18,73
2017-10-19,73
2017-10-20,73
2017-10-21,72
2017-10-22,72
2017-10-23,72
2017-10-24,72
2017-10-25,72
2017-10-26,72
2017-10-27,72
2017-10-28,72
2017-10-29,71
2017-10-30,71
2017-10-31,71
2017-11-01,71
2017-11-02,71
2017-11-03,70
2017-11-04,71
2017-11-05,70
2017-11-06,69
2017-11-07,70
2017-11-08,70
2017-11-09,69
2017-11-10,70
2017-11-11,70
2017-11-12,70
2017-11-13,70
2017-11-14,70
2017-11-15,70
2017-11-16,70
2017-11-17,70
2017-11-18,70
2017-11-19,70
2017-11-20,70
2017-11-21,70
2017-11-22,70
2017-11-23,70
2017-11-24,70
2017-11-25,71
2017-11-26,70
2017-11-27,71
2017-11-28,71
2017-11-29,71
2017-11-30,71
2017-12-01,71
2017-12-02,71
2017-12-03,70
2017-12-04,70
2017-12-05,70
2017-12-06,72
2017-12-07,72
2017-12-08,72
2017-12-09,71
2017-12-10,71
2017-12-11,71
2017-12-12,71
2017-12-13,71
2017-12-14,71
2017-12-15,71
2017-12-16,71
2017-12-17,71
2017-12-18,71
2017-12-19,71
2017-12-20,71
2017-12-21,71
2017-12-22,71
2017-12-23,71
2017-12-24,71
2017-12-25,71
2017-12-26,70
2017-12-27,69
2017-12-28,70
2017-12-29,68
2017-12-30,68
2017-12-31,69
2018-01-01,69
2018-01-02,70
2018-01-03,70
2018-01-04,70
2018-01-05,70
2018-01-06,70
2018-01-07,70
2018-01-08,70
2018-01-09,70
2018-01-10,70
2018-01-11,69
2018-01-12,69
2018-01-13,71
2018-01-14,71
