date_obj,Cleaning%20cloth price
2015-03-26,17413
2015-03-27,17413
2015-03-28,17413
2015-03-29,16542
2015-03-30,16542
2015-03-31,15743
2015-04-01,15743
2015-04-02,14971
2015-04-03,14971
2015-04-04,14222
2015-04-05,14222
2015-04-06,14222
2015-04-07,13510
2015-04-08,13510
2015-04-09,13510
2015-04-10,12834
2015-04-11,12834
2015-04-12,12194
2015-04-13,12194
2015-04-14,11606
2015-04-15,11606
2015-04-16,11039
2015-04-17,11039
2015-04-18,10493
2015-04-19,10493
2015-04-20,10493
2015-04-21,9968
2015-04-22,9968
2015-04-23,9490
2015-04-24,9490
2015-04-25,9035
2015-04-26,9035
2015-04-27,8583
2015-04-28,8583
2015-04-29,8583
2015-04-30,8153
2015-05-01,8153
2015-05-02,7745
2015-05-03,7745
2015-05-04,7745
2015-05-05,7357
2015-05-06,7357
2015-05-07,6990
2015-05-08,6990
2015-05-09,6651
2015-05-10,6651
2015-05-11,6651
2015-05-12,6318
2015-05-13,6318
2015-05-14,6005
2015-05-15,6005
2015-05-16,6005
2015-05-17,5704
2015-05-18,5704
2015-05-19,5424
2015-05-20,5424
2015-05-21,5424
2015-05-22,5159
2015-05-23,5159
2015-05-24,4923
2015-05-25,4923
2015-05-26,4685
2015-05-27,4685
2015-05-28,4450
2015-05-29,4450
2015-05-30,4227
2015-05-31,4227
2015-06-01,4015
2015-06-02,4015
2015-06-03,3814
2015-06-04,3814
2015-06-05,3623
2015-06-06,3623
2015-06-07,3441
2015-06-08,3441
2015-06-09,3268
2015-06-10,3105
2015-06-11,3105
2015-06-12,2959
2015-06-13,2813
2015-06-14,2813
2015-06-15,2672
2015-06-16,2672
2015-06-17,2538
2015-06-18,2412
2015-06-19,2412
2015-06-20,2291
2015-06-21,2291
2015-06-22,2176
2015-06-23,2176
2015-06-24,2067
2015-06-25,2067
2015-06-26,1963
2015-06-27,1963
2015-06-28,1864
2015-06-29,1864
2015-06-30,1770
2015-07-01,1770
2015-07-02,1684
2015-07-03,1600
2015-07-04,1600
2015-07-05,1520
2015-07-06,1520
2015-07-07,1444
2015-07-08,1444
2015-07-09,1371
2015-07-10,1371
2015-07-11,1302
2015-07-12,1302
2015-07-13,1261
2015-07-14,1261
2015-07-15,1201
2015-07-16,1201
2015-07-17,1216
2015-07-18,1216
2015-07-19,1212
2015-07-20,1250
2015-07-21,1250
2015-07-22,1259
2015-07-23,1259
2015-07-24,1262
2015-07-25,1262
2015-07-26,1198
2015-07-27,1198
2015-07-28,1138
2015-07-29,1081
2015-07-30,1081
2015-07-31,1026
2015-08-01,1026
2015-08-02,980
2015-08-03,980
2015-08-04,1012
2015-08-05,997
2015-08-06,997
2015-08-07,1002
2015-08-08,1002
2015-08-09,981
2015-08-10,981
2015-08-11,949
2015-08-12,949
2015-08-13,949
2015-08-14,944
2015-08-15,944
2015-08-16,954
2015-08-17,977
2015-08-18,977
2015-08-19,973
2015-08-20,973
2015-08-21,927
2015-08-22,927
2015-08-23,920
2015-08-24,920
2015-08-25,941
2015-08-26,941
2015-08-27,916
2015-08-28,916
2015-08-29,907
2015-08-30,907
2015-08-31,861
2015-09-01,861
2015-09-02,823
2015-09-03,823
2015-09-04,799
2015-09-05,799
2015-09-06,797
2015-09-07,797
2015-09-08,757
2015-09-09,757
2015-09-10,719
2015-09-11,719
2015-09-12,683
2015-09-13,683
2015-09-14,648
2015-09-15,615
2015-09-16,615
2015-09-17,615
2015-09-18,615
2015-09-19,616
2015-09-20,616
2015-09-21,641
2015-09-22,641
2015-09-23,663
2015-09-24,663
2015-09-25,686
2015-09-27,709
2015-09-28,709
2015-09-29,728
2015-09-30,747
2015-10-05,736
2015-10-06,750
2015-10-07,750
2015-10-08,740
2015-10-09,720
2015-10-10,720
2015-10-11,691
2015-10-12,691
2015-10-13,664
2015-10-14,664
2015-10-15,658
2015-10-16,658
2015-10-17,678
2015-10-18,678
2015-10-19,670
2015-10-20,670
2015-10-22,663
2015-10-23,635
2015-10-24,635
2015-10-25,603
2015-10-26,603
2015-10-27,577
2015-10-29,572
2015-10-30,572
2015-10-31,548
2015-11-01,548
2015-11-02,540
2015-11-03,540
2015-11-04,551
2015-11-05,551
2015-11-06,563
2015-11-07,566
2015-11-08,566
2015-11-09,591
2015-11-10,591
2015-11-11,614
2015-11-12,614
2015-11-13,635
2015-11-14,635
2015-11-15,656
2015-11-16,656
2015-11-17,673
2015-11-18,673
2015-11-19,696
2015-11-20,696
2015-11-21,727
2015-11-22,725
2015-11-23,725
2015-11-24,725
2015-11-25,746
2015-11-26,746
2015-11-27,771
2015-11-28,771
2015-11-29,764
2015-11-30,764
2015-12-01,750
2015-12-02,750
2015-12-03,784
2015-12-04,784
2015-12-05,755
2015-12-06,739
2015-12-07,739
2015-12-08,723
2015-12-09,700
2015-12-10,700
2015-12-11,678
2015-12-12,678
2015-12-13,644
2015-12-14,644
2015-12-15,611
2015-12-16,611
2015-12-17,594
2015-12-18,594
2015-12-19,574
2015-12-20,557
2015-12-21,557
2015-12-22,529
2015-12-23,529
2015-12-24,502
2015-12-25,502
2015-12-26,496
2015-12-27,496
2015-12-28,496
2015-12-29,495
2015-12-30,495
2015-12-31,501
2016-01-01,501
2016-01-02,475
2016-01-03,451
2016-01-04,428
2016-01-05,428
2016-01-06,406
2016-01-07,406
2016-01-08,385
2016-01-09,385
2016-01-10,365
2016-01-11,365
2016-01-12,346
2016-01-13,346
2016-01-14,329
2016-01-15,329
2016-01-16,317
2016-01-17,302
2016-01-18,286
2016-01-19,286
2016-01-20,279
2016-01-21,279
2016-01-22,273
2016-01-23,273
2016-01-24,287
2016-01-25,297
2016-01-26,297
2016-01-27,310
2016-01-28,310
2016-01-29,319
2016-01-30,319
2016-01-31,316
2016-02-01,326
2016-02-02,326
2016-02-03,327
2016-02-04,327
2016-02-05,335
2016-02-06,337
2016-02-07,337
2016-02-08,336
2016-02-09,336
2016-02-10,319
2016-02-11,319
2016-02-12,319
2016-02-13,309
2016-02-14,309
2016-02-15,299
2016-02-16,299
2016-02-17,286
2016-02-18,286
2016-02-19,271
2016-02-20,271
2016-02-21,263
2016-02-22,263
2016-02-23,275
2016-02-24,275
2016-02-25,274
2016-02-26,274
2016-02-27,261
2016-02-28,261
2016-02-29,250
2016-03-01,250
2016-03-02,247
2016-03-03,246
2016-03-04,246
2016-03-05,250
2016-03-06,260
2016-03-07,260
2016-03-08,269
2016-03-09,269
2016-03-10,278
2016-03-11,278
2016-03-12,279
2016-03-13,279
2016-03-14,285
2016-03-15,285
2016-03-16,293
2016-03-17,293
2016-03-18,302
2016-03-19,302
2016-03-20,312
2016-03-21,312
2016-03-22,320
2016-03-23,328
2016-03-24,328
2016-03-25,336
2016-03-26,336
2016-03-27,349
2016-03-28,364
2016-03-29,364
2016-03-30,377
2016-03-31,377
2016-04-01,392
2016-04-02,392
2016-04-03,397
2016-04-04,397
2016-04-05,402
2016-04-06,408
2016-04-07,408
2016-04-08,413
2016-04-09,428
2016-04-10,443
2016-04-11,443
2016-04-12,434
2016-04-13,434
2016-04-14,443
2016-04-15,445
2016-04-16,445
2016-04-17,461
2016-04-18,483
2016-04-19,483
2016-04-20,501
2016-04-21,501
2016-04-22,517
2016-04-23,517
2016-04-24,503
2016-04-25,477
2016-04-26,477
2016-04-27,458
2016-04-28,458
2016-04-29,470
2016-04-30,453
2016-05-01,453
2016-05-02,460
2016-05-03,463
2016-05-04,463
2016-05-05,439
2016-05-06,439
2016-05-07,455
2016-05-08,455
2016-05-09,475
2016-05-10,484
2016-05-11,484
2016-05-12,488
2016-05-13,499
2016-05-14,499
2016-05-15,489
2016-05-16,489
2016-05-17,482
2016-05-18,490
2016-05-19,490
2016-05-22,495
2016-05-23,470
2016-05-24,459
2016-05-25,459
2016-05-26,472
2016-05-27,478
2016-05-28,478
2016-05-29,454
2016-05-30,454
2016-05-31,431
2016-06-01,409
2016-06-02,409
2016-06-03,388
2016-06-04,368
2016-06-05,368
2016-06-06,349
2016-06-07,349
2016-06-08,331
2016-06-09,319
2016-06-10,306
2016-06-11,306
2016-06-12,315
2016-06-13,315
2016-06-14,317
2016-06-15,317
2016-06-16,323
2016-06-17,329
2016-06-18,329
2016-06-19,338
2016-06-20,338
2016-06-21,350
2016-06-22,350
2016-06-23,361
2016-06-24,361
2016-06-25,357
2016-06-26,357
2016-06-27,352
2016-06-28,344
2016-06-29,344
2016-06-30,350
2016-07-01,358
2016-07-02,358
2016-07-03,348
2016-07-04,330
2016-07-05,330
2016-07-06,313
2016-07-07,304
2016-07-08,315
2016-07-09,327
2016-07-10,316
2016-07-11,313
2016-07-12,313
2016-07-13,311
2016-07-14,307
2016-07-15,307
2016-07-16,295
2016-07-17,295
2016-07-18,300
2016-07-23,270
2016-07-24,256
2016-07-25,256
2016-07-26,243
2016-07-27,243
2016-07-28,230
2016-07-29,233
2016-07-30,233
2016-07-31,240
2016-08-01,240
2016-08-02,251
2016-08-03,264
2016-08-04,264
2016-08-05,278
2016-08-06,292
2016-08-07,307
2016-08-08,307
2016-08-09,313
2016-08-10,313
2016-08-11,322
2016-08-12,322
2016-08-13,337
2016-08-14,337
2016-08-15,347
2016-08-16,347
2016-08-17,341
2016-08-18,341
2016-08-19,330
2016-08-20,324
2016-08-21,324
2016-08-22,336
2016-08-23,320
2016-08-24,320
2016-08-25,304
2016-08-26,304
2016-08-28,295
2016-08-31,266
2016-09-01,252
2016-09-02,252
2016-09-03,258
2016-09-04,258
2016-09-05,265
2016-09-06,265
2016-09-07,271
2016-09-08,271
2016-09-09,272
2016-09-10,275
2016-09-11,275
2016-09-12,280
2016-09-13,280
2016-09-14,284
2016-09-15,284
2016-09-16,284
2016-09-17,284
2016-09-18,275
2016-09-19,275
2016-09-20,282
2016-09-21,282
2016-09-22,292
2016-09-23,292
2016-09-24,295
2016-09-25,297
2016-09-26,297
2016-09-27,297
2016-09-28,297
2016-09-29,289
2016-09-30,293
2016-10-01,293
2016-10-02,302
2016-10-03,302
2016-10-04,310
2016-10-05,310
2016-10-06,316
2016-10-07,316
2016-10-08,309
2016-10-09,309
2016-10-10,318
2016-10-11,318
2016-10-12,314
2016-10-13,314
2016-10-14,315
2016-10-15,315
2016-10-16,314
2016-10-17,300
2016-10-18,300
2016-10-19,292
2016-10-20,292
2016-10-21,283
2016-10-22,283
2016-10-23,280
2016-10-24,287
2016-10-25,287
2016-10-26,291
2016-10-27,291
2016-10-28,298
2016-10-29,292
2016-10-30,292
2016-10-31,300
2016-11-01,300
2016-11-02,306
2016-11-03,306
2016-11-04,308
2016-11-05,308
2016-11-06,313
2016-11-07,313
2016-11-08,300
2016-11-09,300
2016-11-10,304
2016-11-11,304
2016-11-12,303
2016-11-13,303
2016-11-14,297
2016-11-15,297
2016-12-07,297
2016-12-08,289
2016-12-09,289
2016-12-10,297
2016-12-11,302
2016-12-12,302
2016-12-13,317
2016-12-14,330
2016-12-15,330
2016-12-16,340
2016-12-17,351
2016-12-18,351
2016-12-19,363
2016-12-20,363
2016-12-21,375
2016-12-22,375
2016-12-23,384
2016-12-24,384
2016-12-25,396
2016-12-26,396
2016-12-27,387
2016-12-28,394
2016-12-29,394
2016-12-30,403
2016-12-31,403
2017-01-01,414
2017-01-02,425
2017-01-03,425
2017-01-04,423
2017-01-05,423
2017-01-06,416
2017-01-07,425
2017-01-08,427
2017-01-09,417
2017-01-10,417
2017-01-11,411
2017-01-12,423
2017-01-13,423
2017-01-14,410
2017-01-15,389
2017-01-16,369
2017-01-17,350
2017-01-18,344
2017-01-19,344
2017-01-20,346
2017-01-21,341
2017-01-22,341
2017-01-23,349
2017-01-27,311
2017-01-28,315
2017-01-29,305
2017-01-30,305
2017-01-31,289
2017-02-01,274
2017-02-02,274
2017-02-03,272
2017-02-04,267
2017-02-05,267
2017-02-06,261
2017-02-07,261
2017-02-08,247
2017-02-09,247
2017-02-10,234
2017-02-11,222
2017-02-12,222
2017-02-13,210
2017-02-14,199
2017-02-15,199
2017-02-16,195
2017-02-18,195
2017-02-19,195
2017-02-20,195
2017-02-21,194
2017-02-22,194
2017-02-23,196
2017-02-24,196
2017-02-25,202
2017-02-26,202
2017-02-27,213
2017-02-28,224
2017-03-01,224
2017-03-02,235
2017-03-03,235
2017-03-04,246
2017-03-05,246
2017-03-06,255
2017-03-07,261
2017-03-08,261
2017-03-09,269
2017-03-10,282
2017-03-11,297
2017-03-12,297
2017-03-13,312
2017-03-14,300
2017-03-15,285
2017-03-16,270
2017-03-17,277
2017-03-18,277
2017-03-19,272
2017-03-20,269
2017-03-21,274
2017-03-22,274
2017-03-23,272
2017-03-24,264
2017-03-25,264
2017-03-26,272
2017-03-27,281
2017-03-28,281
2017-03-29,288
2017-03-30,288
2017-03-31,296
2017-04-01,296
2017-04-02,305
2017-04-03,305
2017-04-04,292
2017-04-12,314
2017-04-13,308
2017-04-14,308
2017-04-15,292
2017-04-16,278
2017-04-17,285
2017-04-18,285
2017-04-19,292
2017-04-20,292
2017-04-21,298
2017-04-22,298
2017-04-23,307
2017-04-24,314
2017-04-25,316
2017-04-26,316
2017-04-27,323
2017-04-28,331
2017-04-29,340
2017-04-30,340
2017-05-01,342
2017-05-02,347
2017-05-03,347
2017-05-04,352
2017-05-05,354
2017-05-06,354
2017-05-07,362
2017-05-08,362
2017-05-09,364
2017-05-10,364
2017-05-11,370
2017-05-12,381
2017-05-13,386
2017-05-14,386
2017-05-15,397
2017-05-16,383
2017-05-17,383
2017-05-18,363
2017-05-19,363
2017-05-20,344
2017-05-21,344
2017-05-22,345
2017-05-23,345
2017-05-24,347
2017-05-25,351
2017-05-26,351
2017-05-27,339
2017-05-28,339
2017-05-29,322
2017-05-30,322
2017-05-31,308
2017-06-01,312
2017-06-02,321
2017-06-03,321
2017-06-04,329
2017-06-05,329
2017-06-06,329
2017-06-07,345
2017-06-08,345
2017-06-09,342
2017-06-10,346
2017-06-11,354
2017-06-12,354
2017-06-13,363
2017-06-14,373
2017-06-15,373
2017-06-16,379
2017-06-17,379
2017-06-18,365
2017-06-19,365
2017-06-20,373
2017-06-21,373
2017-06-22,362
2017-06-23,362
2017-06-24,343
2017-06-25,343
2017-06-26,325
2017-06-27,326
2017-06-28,326
2017-06-29,336
2017-06-30,336
2017-07-01,326
2017-07-02,310
2017-07-03,318
2017-07-04,333
2017-07-05,333
2017-07-06,350
2017-07-07,350
2017-07-08,360
2017-07-13,349
2017-07-14,347
2017-07-15,347
2017-07-16,359
2017-07-17,364
2017-07-18,364
2017-07-19,368
2017-07-20,373
2017-07-21,371
2017-07-22,377
2017-07-23,386
2017-07-24,386
2017-07-25,396
2017-07-26,401
2017-07-27,415
2017-07-28,415
2017-07-29,424
2017-07-30,432
2017-07-31,432
2017-08-01,437
2017-08-02,427
2017-08-03,427
2017-08-04,424
2017-08-05,422
2017-08-06,422
2017-08-09,391
2017-08-10,371
2017-08-11,371
2017-08-12,381
2017-08-13,381
2017-08-14,389
2017-08-15,389
2017-08-16,400
2017-08-17,408
2017-08-18,408
2017-08-19,418
2017-08-20,402
2017-08-21,402
2017-08-22,406
2017-08-23,406
2017-08-24,413
2017-08-25,413
2017-08-26,417
2017-08-27,410
2017-08-28,410
2017-08-29,421
2017-08-30,415
2017-08-31,415
2017-09-01,397
2017-09-02,377
2017-09-03,377
2017-09-04,358
2017-09-05,340
2017-09-06,340
2017-09-07,323
2017-09-08,323
2017-09-09,306
2017-09-10,290
2017-09-11,290
2017-09-12,275
2017-09-13,262
2017-09-14,248
2017-09-15,248
2017-09-16,235
2017-09-17,223
2017-09-18,223
2017-09-19,214
2017-09-20,215
2017-09-21,215
2017-09-22,216
2017-09-23,216
2017-09-24,214
2017-09-25,214
2017-09-26,214
2017-09-27,214
2017-09-28,214
2017-09-29,211
2017-09-30,211
2017-10-01,220
2017-10-02,227
2017-10-03,227
2017-10-04,232
2017-10-05,232
2017-10-06,241
2017-10-07,241
2017-10-08,248
2017-10-09,248
2017-10-10,257
2017-10-11,257
2017-10-12,265
2017-10-13,271
2017-10-14,271
2017-10-15,275
2017-10-16,283
2017-10-17,283
2017-10-18,292
2017-10-19,292
2017-10-20,293
2017-10-21,293
2017-10-22,302
2017-10-23,302
2017-10-24,308
2017-10-25,292
2017-10-26,292
2017-10-27,281
2017-10-28,281
2017-10-29,269
2017-10-30,269
2017-10-31,264
2017-11-01,264
2017-11-02,264
2017-11-03,264
2017-11-04,269
2017-11-05,269
2017-11-06,265
2017-11-07,265
2017-11-08,273
2017-11-09,278
2017-11-10,278
2017-11-11,277
2017-11-12,263
2017-11-13,263
2017-11-14,258
2017-11-15,258
2017-11-16,249
2017-11-17,236
2017-11-18,236
2017-11-19,241
2017-11-20,241
2017-11-21,248
2017-11-22,248
2017-11-23,252
2017-11-24,252
2017-11-25,256
2017-11-26,260
2017-11-27,260
2017-11-28,268
2017-11-29,268
2017-11-30,265
2017-12-01,269
2017-12-02,269
2017-12-03,270
2017-12-04,270
2017-12-05,277
2017-12-06,277
2017-12-07,283
2017-12-08,283
2017-12-09,289
2017-12-10,295
2017-12-11,307
2017-12-12,307
2017-12-13,320
2017-12-14,320
2017-12-15,315
2017-12-16,315
2017-12-17,323
2017-12-18,316
2017-12-19,316
2017-12-20,305
2017-12-21,295
2017-12-22,295
2017-12-23,291
2017-12-24,291
2017-12-25,278
2017-12-26,274
2017-12-27,263
2017-12-28,263
2017-12-29,262
2017-12-30,272
2017-12-31,272
2018-01-01,278
2018-01-02,285
2018-01-03,287
2018-01-04,287
2018-01-05,282
2018-01-06,271
2018-01-07,269
2018-01-08,283
2018-01-09,283
2018-01-10,283
2018-01-11,298
2018-01-12,298
2018-01-13,308
2018-01-14,324
2018-01-15,341
2018-01-16,354
2018-01-17,365
2018-01-18,373
2018-01-19,373
2018-01-20,376
2018-01-21,376
2018-01-22,388
2018-01-23,402
2018-01-24,423
2018-01-25,445
2018-01-26,466
2018-01-27,490
2018-01-28,503
2018-01-29,514
2018-01-30,503
2018-01-31,489
2018-02-01,488
2018-02-02,473
2018-02-03,456
2018-02-04,433
2018-02-05,411
2018-02-06,402
2018-02-07,392
2018-02-08,390
2018-02-09,374
2018-02-10,374
2018-02-11,382
2018-02-12,375
2018-02-13,378
2018-02-14,372
2018-02-15,358
2018-02-16,362
2018-02-17,358
2018-02-18,360
2018-02-19,350
