date_obj,Iron%20platebody price
2019-08-27,102
2019-08-28,104
2019-08-29,104
2019-08-30,106
2019-08-31,105
2019-09-01,104
2019-09-02,102
2019-09-03,105
2019-09-04,106
2019-09-05,110
2019-09-06,110
2019-09-07,111
2019-09-08,110
2019-09-09,111
2019-09-10,110
2019-09-11,111
2019-09-12,112
2019-09-13,110
2019-09-14,110
2019-09-15,109
2019-09-16,110
2019-09-17,112
2019-09-18,115
2019-09-19,114
2019-09-20,114
2019-09-21,116
2019-09-22,116
2019-09-23,117
2019-09-24,118
2019-09-25,118
2019-09-26,117
2019-09-27,115
2019-09-28,111
2019-09-29,107
2019-09-30,105
2019-10-01,106
2019-10-02,107
2019-10-03,105
2019-10-04,104
2019-10-05,105
2019-10-06,105
2019-10-07,108
2019-10-08,106
2019-10-09,105
2019-10-10,107
2019-10-11,110
2019-10-12,106
2019-10-13,102
2019-10-14,97
2019-10-15,93
2019-10-16,89
2019-10-17,87
2019-10-18,86
2019-10-19,87
2019-10-20,89
2019-10-21,90
2019-10-22,93
2019-10-23,94
2019-10-24,96
2019-10-25,95
2019-10-26,93
2019-10-27,89
2019-10-28,88
2019-10-29,88
2019-10-30,91
2019-10-31,92
2019-11-01,93
2019-11-02,92
2019-11-03,91
2019-11-04,92
2019-11-05,95
2019-11-06,98
2019-11-07,98
2019-11-08,94
2019-11-09,96
2019-11-10,93
2019-11-11,89
2019-11-12,89
2019-11-13,88
2019-11-14,88
2019-11-15,87
2019-11-16,85
2019-11-17,81
2019-11-18,79
2019-11-19,79
2019-11-20,79
2019-11-21,77
2019-11-22,75
2019-11-23,74
2019-11-24,72
2019-11-25,73
2019-11-26,72
2019-11-27,73
2019-11-28,72
2019-11-29,72
2019-11-30,73
2019-12-01,71
2019-12-02,71
2019-12-03,72
2019-12-04,73
2019-12-05,73
2019-12-06,74
2019-12-07,75
2019-12-08,77
2019-12-09,76
2019-12-10,77
2019-12-11,79
2019-12-12,79
2019-12-13,79
2019-12-14,79
2019-12-15,82
2019-12-16,84
2019-12-17,86
2019-12-18,89
2019-12-19,91
2019-12-20,89
2019-12-21,91
2019-12-22,93
2019-12-23,95
2019-12-24,98
2019-12-25,97
2019-12-26,100
2019-12-27,101
2019-12-28,100
2019-12-29,98
2019-12-30,99
2019-12-31,102
2020-01-01,103
2020-01-02,102
2020-01-03,98
2020-01-04,97
2020-01-05,98
2020-01-06,95
2020-01-07,97
2020-01-08,98
2020-01-09,99
2020-01-10,98
2020-01-11,98
2020-01-12,98
2020-01-13,97
2020-01-14,100
2020-01-15,100
2020-01-16,99
2020-01-17,95
2020-01-18,94
2020-01-19,96
2020-01-20,96
2020-01-21,97
2020-01-22,98
2020-01-23,98
2020-01-24,99
2020-01-25,97
2020-01-26,96
2020-01-27,97
2020-01-28,96
2020-01-29,98
2020-01-30,97
2020-01-31,98
2020-02-01,100
2020-02-02,101
2020-02-03,104
2020-02-04,105
2020-02-05,107
2020-02-06,108
2020-02-07,107
2020-02-08,107
2020-02-09,107
2020-02-10,107
2020-02-11,105
2020-02-12,102
2020-02-13,99
2020-02-14,99
2020-02-15,98
2020-02-16,96
2020-02-17,98
2020-02-18,102
2020-02-19,104
2020-02-20,109
2020-02-21,111
2020-02-22,113
2020-02-23,110
2020-02-24,108
2020-02-25,112
2020-02-26,116
2020-02-27,119
2020-02-28,124
2020-02-29,124
2020-03-01,126
2020-03-02,124
2020-03-03,126
2020-03-04,127
2020-03-05,126
2020-03-06,127
2020-03-07,126
2020-03-08,127
2020-03-09,128
2020-03-10,129
2020-03-11,128
2020-03-12,126
2020-03-13,123
2020-03-14,122
2020-03-15,120
2020-03-16,117
2020-03-17,115
2020-03-18,112
2020-03-19,108
2020-03-20,106
2020-03-21,101
2020-03-22,97
2020-03-23,93
2020-03-24,89
2020-03-25,86
2020-03-26,84
2020-03-27,81
2020-03-28,76
2020-03-29,72
2020-03-30,68
2020-03-31,64
2020-04-01,60
2020-04-02,57
2020-04-03,55
2020-04-04,52
2020-04-05,50
2020-04-06,49
2020-04-07,48
2020-04-08,47
2020-04-09,46
2020-04-10,46
2020-04-11,45
2020-04-12,45
2020-04-13,43
2020-04-14,42
2020-04-15,44
2020-04-16,45
2020-04-17,46
2020-04-18,47
2020-04-19,48
2020-04-20,50
2020-04-21,51
2020-04-22,52
2020-04-23,53
2020-04-24,54
2020-04-25,54
2020-04-26,54
2020-04-27,55
2020-04-28,57
2020-04-29,58
2020-04-30,60
2020-05-01,62
2020-05-02,64
2020-05-03,66
2020-05-04,68
2020-05-05,70
2020-05-06,71
2020-05-07,74
2020-05-08,74
2020-05-09,75
2020-05-10,77
2020-05-11,79
2020-05-12,79
2020-05-13,80
