date_obj,Hard%20leather%20shield price
2018-12-15,72
2018-12-16,72
2018-12-17,72
2018-12-18,70
2018-12-19,70
2018-12-20,71
2018-12-21,71
2018-12-22,75
2018-12-23,78
2018-12-24,78
2018-12-25,82
2018-12-26,82
2018-12-27,83
2018-12-28,83
2018-12-29,82
2018-12-30,82
2018-12-31,86
2019-01-01,86
2019-01-02,83
2019-01-03,83
2019-01-04,80
2019-01-05,80
2019-01-06,79
2019-01-08,76
2019-01-10,72
2019-01-11,72
2019-01-12,69
2019-01-13,70
2019-01-14,70
2019-01-15,74
2019-01-16,74
2019-01-17,72
2019-01-18,72
2019-01-19,68
2019-01-20,64
2019-01-21,64
2019-01-22,60
2019-01-23,60
2019-01-24,59
2019-01-25,59
2019-01-26,58
2019-01-27,58
2019-01-28,57
2019-01-29,59
2019-01-30,59
2019-01-31,57
2019-02-01,56
2019-02-02,56
2019-02-03,57
2019-02-04,57
2019-02-05,59
2019-02-06,59
2019-02-07,59
2019-02-08,59
2019-02-09,60
2019-02-10,60
2019-02-11,63
2019-02-12,63
2019-02-13,67
2019-02-14,67
2019-02-15,71
2019-02-16,71
2019-02-17,74
2019-02-18,74
2019-02-19,77
2019-02-20,77
2019-02-21,80
2019-02-22,80
2019-02-23,82
2019-02-24,82
2019-02-25,84
2019-02-26,84
2019-02-27,88
2019-02-28,88
2019-03-01,91
2019-03-02,91
2019-03-03,93
2019-03-04,93
2019-03-05,96
2019-03-06,96
2019-03-07,99
2019-03-08,99
2019-03-09,99
2019-03-10,100
2019-03-11,100
2019-03-12,100
2019-03-13,100
2019-03-14,100
2019-03-15,102
2019-03-16,102
2019-03-17,103
2019-03-18,103
2019-03-19,103
2019-03-20,99
2019-03-21,99
2019-03-22,99
2019-03-23,101
2019-03-24,101
2019-03-25,101
2019-03-26,106
2019-03-27,106
2019-03-28,106
2019-03-29,111
2019-03-30,111
2019-03-31,111
2019-04-01,114
2019-04-02,114
2019-04-03,114
2019-04-04,114
2019-04-05,114
2019-04-06,114
2019-04-07,110
2019-04-08,110
2019-04-09,110
2019-04-10,106
2019-04-11,106
2019-04-12,103
2019-04-13,103
2019-04-14,106
2019-04-15,106
2019-04-16,106
2019-04-17,111
2019-04-18,111
2019-04-19,111
2019-04-20,110
2019-04-21,110
2019-04-22,111
2019-04-23,111
2019-04-24,106
2019-04-25,106
2019-04-26,112
2019-04-27,112
2019-04-28,112
2019-04-29,114
2019-04-30,114
2019-05-01,114
2019-05-02,113
2019-05-03,113
2019-05-04,117
2019-05-05,117
2019-05-06,117
2019-05-07,117
2019-05-08,117
2019-05-09,117
2019-05-10,118
2019-05-11,118
2019-05-12,113
2019-05-13,113
2019-05-14,109
2019-05-15,109
2019-05-16,109
2019-05-17,107
2019-05-18,107
2019-05-19,105
2019-05-20,105
2019-05-21,105
2019-05-22,103
2019-05-23,103
2019-05-24,106
2019-05-25,106
2019-05-26,104
2019-05-27,104
2019-05-28,103
2019-05-29,103
2019-05-30,102
2019-05-31,102
2019-06-01,102
2019-06-02,106
2019-06-03,106
2019-06-04,106
2019-06-05,105
2019-06-06,105
2019-06-07,105
2019-06-08,106
2019-06-09,106
2019-06-10,106
2019-06-11,106
2019-06-12,106
2019-06-13,106
2019-06-14,110
2019-06-15,110
2019-06-16,107
2019-06-17,107
2019-06-18,107
2019-06-19,103
2019-06-20,103
2019-06-21,98
2019-06-22,98
2019-06-23,98
2019-06-24,100
2019-06-25,100
2019-06-26,100
2019-06-27,103
2019-06-28,103
2019-06-29,103
2019-06-30,109
2019-07-01,109
2019-07-02,109
2019-07-03,114
2019-07-04,114
2019-07-05,114
2019-07-06,120
2019-07-07,120
2019-07-08,120
2019-07-09,126
2019-07-10,126
2019-07-11,126
2019-07-12,127
2019-07-13,127
2019-07-14,127
2019-07-15,123
2019-07-16,123
2019-07-17,117
2019-07-18,117
2019-07-19,117
2019-07-20,113
2019-07-21,113
2019-07-22,107
2019-07-23,107
2019-07-24,107
2019-07-25,102
2019-07-26,102
2019-07-27,102
2019-07-28,98
2019-07-29,98
2019-07-30,98
2019-07-31,93
2019-08-01,93
2019-08-02,93
2019-08-03,88
2019-08-04,88
2019-08-05,83
2019-08-06,83
2019-08-07,84
2019-08-08,84
2019-08-09,84
2019-08-10,87
2019-08-11,87
2019-08-12,87
2019-08-13,86
2019-08-14,86
2019-08-15,86
2019-08-16,84
2019-08-17,84
2019-08-18,84
2019-08-19,87
2019-08-20,87
2019-08-21,87
2019-08-22,88
2019-08-23,88
2019-08-24,84
2019-08-24,84
2019-08-25,84
2019-08-25,84
2019-08-26,84
2019-08-26,84
2019-08-27,84
2019-08-27,84
2019-08-28,84
2019-08-29,84
2019-08-30,84
2019-08-31,87
2019-09-01,87
2019-09-02,87
2019-09-03,86
2019-09-04,86
2019-09-05,86
2019-09-06,86
2019-09-07,88
2019-09-08,88
2019-09-09,88
2019-09-10,88
2019-09-11,88
2019-09-12,88
2019-09-13,88
2019-09-14,88
2019-09-15,90
2019-09-16,90
2019-09-17,90
2019-09-18,93
2019-09-19,93
2019-09-20,93
2019-09-21,93
2019-09-22,92
2019-09-23,92
2019-09-24,92
2019-09-25,92
2019-09-26,91
2019-09-27,91
2019-09-28,91
2019-09-29,91
2019-09-30,92
2019-10-01,92
2019-10-02,92
2019-10-03,92
2019-10-04,92
2019-10-05,92
2019-10-06,92
2019-10-07,89
2019-10-08,89
2019-10-09,89
2019-10-10,89
2019-10-11,89
2019-10-12,90
2019-10-13,90
2019-10-14,90
2019-10-15,90
2019-10-16,91
2019-10-17,91
2019-10-18,91
2019-10-19,91
2019-10-20,91
2019-10-21,91
2019-10-22,91
2019-10-23,91
2019-10-24,91
2019-10-25,91
2019-10-26,95
2019-10-27,95
2019-10-28,95
2019-10-29,95
2019-10-30,95
2019-10-31,95
2019-11-01,95
2019-11-02,95
2019-11-03,95
2019-11-04,96
2019-11-05,96
2019-11-06,96
2019-11-07,96
2019-11-08,96
2019-11-09,92
2019-11-10,92
2019-11-11,92
2019-11-12,92
2019-11-13,89
2019-11-14,89
2019-11-15,89
2019-11-16,89
2019-11-17,90
2019-11-18,90
2019-11-19,90
2019-11-20,90
2019-11-21,90
2019-11-22,91
2019-11-23,91
2019-11-24,91
2019-11-25,91
2019-11-26,96
2019-11-27,96
2019-11-28,96
2019-11-29,96
2019-11-30,96
2019-12-01,96
2019-12-02,96
2019-12-03,96
2019-12-04,96
2019-12-05,96
2019-12-06,99
2019-12-07,99
2019-12-08,99
2019-12-09,99
2019-12-10,102
2019-12-11,102
2019-12-12,102
2019-12-13,102
2019-12-14,102
2019-12-15,100
2019-12-16,100
2019-12-17,100
2019-12-18,100
2019-12-19,100
2019-12-20,98
2019-12-21,98
2019-12-22,98
2019-12-23,98
2019-12-24,93
2019-12-25,93
2019-12-26,93
2019-12-27,93
2019-12-28,91
2019-12-29,91
2019-12-30,91
2019-12-31,91
2020-01-01,91
2020-01-02,93
2020-01-03,93
2020-01-04,93
2020-01-05,93
2020-01-06,93
2020-01-07,93
2020-01-08,93
2020-01-09,93
2020-01-10,90
2020-01-11,90
2020-01-12,90
2020-01-13,90
2020-01-14,86
2020-01-15,86
2020-01-16,86
2020-01-17,83
2020-01-18,83
2020-01-19,83
2020-01-20,83
2020-01-21,80
2020-01-22,80
2020-01-23,80
2020-01-24,83
2020-01-25,83
2020-01-26,83
2020-01-27,86
2020-01-28,86
2020-01-29,86
2020-01-30,86
2020-01-31,84
2020-02-01,84
2020-02-02,84
2020-02-03,82
2020-02-04,82
2020-02-05,82
2020-02-06,84
2020-02-07,84
2020-02-08,84
2020-02-09,84
2020-02-10,81
2020-02-11,81
2020-02-12,81
2020-02-13,81
2020-02-14,82
2020-02-15,82
2020-02-16,82
2020-02-17,82
2020-02-18,83
2020-02-19,83
2020-02-20,83
2020-02-21,83
2020-02-22,81
2020-02-23,81
2020-02-24,81
2020-02-25,81
2020-02-26,81
2020-02-27,81
2020-02-28,78
2020-02-29,78
2020-03-01,78
2020-03-02,78
2020-03-03,75
2020-03-04,75
2020-03-05,75
2020-03-06,75
2020-03-07,73
2020-03-08,73
2020-03-09,73
2020-03-10,69
2020-03-11,69
2020-03-12,69
2020-03-13,68
2020-03-14,68
2020-03-15,68
2020-03-16,71
2020-03-17,71
2020-03-18,71
2020-03-19,74
2020-03-20,74
2020-03-21,74
2020-03-22,75
2020-03-23,75
2020-03-24,75
2020-03-25,73
2020-03-26,73
2020-03-27,69
2020-03-28,69
2020-03-29,70
2020-03-30,70
2020-03-31,70
2020-04-01,73
2020-04-02,73
2020-04-03,73
2020-04-04,77
2020-04-05,77
2020-04-06,80
2020-04-07,80
2020-04-08,84
2020-04-09,84
2020-04-10,84
2020-04-11,85
2020-04-12,85
2020-04-13,85
2020-04-14,83
2020-04-15,83
2020-04-16,83
2020-04-17,83
2020-04-18,84
2020-04-19,84
2020-04-20,83
2020-04-21,83
2020-04-22,84
2020-04-23,84
2020-04-24,84
2020-04-25,84
2020-04-26,84
2020-04-27,81
2020-04-28,81
2020-04-29,77
2020-04-30,77
2020-05-01,75
2020-05-02,75
2020-05-03,71
2020-05-04,71
2020-05-05,72
2020-05-06,72
2020-05-07,74
2020-05-08,74
2020-05-09,76
2020-05-10,76
2020-05-11,76
2020-05-12,76
2020-05-13,76
