date_obj,Bronze%20knife price
2015-03-26,42
2015-03-27,42
2015-03-28,43
2015-03-29,44
2015-03-30,44
2015-03-31,43
2015-04-01,43
2015-04-02,43
2015-04-03,43
2015-04-04,43
2015-04-05,43
2015-04-06,42
2015-04-07,43
2015-04-08,43
2015-04-09,43
2015-04-10,43
2015-04-11,43
2015-04-12,43
2015-04-13,43
2015-04-14,41
2015-04-15,41
2015-04-16,41
2015-04-17,41
2015-04-18,41
2015-04-19,41
2015-04-20,40
2015-04-21,40
2015-04-22,40
2015-04-23,40
2015-04-24,40
2015-04-25,40
2015-04-26,40
2015-04-27,40
2015-04-28,40
2015-04-29,40
2015-04-30,40
2015-05-01,41
2015-05-02,41
2015-05-03,43
2015-05-04,43
2015-05-05,44
2015-05-06,44
2015-05-07,45
2015-05-08,45
2015-05-09,45
2015-05-10,45
2015-05-11,44
2015-05-12,44
2015-05-13,43
2015-05-14,43
2015-05-15,42
2015-05-16,42
2015-05-17,41
2015-05-18,41
2015-05-19,40
2015-05-20,40
2015-05-21,40
2015-05-22,40
2015-05-23,40
2015-05-24,40
2015-05-25,40
2015-05-26,40
2015-05-27,40
2015-05-28,41
2015-05-29,41
2015-05-30,42
2015-05-31,42
2015-06-01,43
2015-06-02,43
2015-06-03,43
2015-06-04,43
2015-06-05,42
2015-06-06,41
2015-06-07,41
2015-06-08,41
2015-06-09,41
2015-06-10,42
2015-06-11,42
2015-06-12,42
2015-06-13,43
2015-06-14,43
2015-06-15,44
2015-06-16,44
2015-06-17,44
2015-06-18,44
2015-06-19,44
2015-06-20,45
2015-06-21,45
2015-06-22,45
2015-06-23,45
2015-06-24,45
2015-06-25,45
2015-06-26,45
2015-06-27,45
2015-06-28,45
2015-06-29,45
2015-06-30,46
2015-07-01,46
2015-07-02,46
2015-07-03,46
2015-07-04,46
2015-07-05,46
2015-07-06,46
2015-07-07,45
2015-07-08,45
2015-07-09,45
2015-07-10,45
2015-07-11,45
2015-07-12,45
2015-07-13,46
2015-07-14,46
2015-07-15,45
2015-07-16,45
2015-07-17,44
2015-07-18,44
2015-07-19,43
2015-07-20,42
2015-07-21,42
2015-07-22,42
2015-07-23,42
2015-07-24,42
2015-07-25,42
2015-07-26,41
2015-07-27,41
2015-07-28,41
2015-07-29,41
2015-07-30,41
2015-07-31,42
2015-08-01,42
2015-08-02,42
2015-08-03,42
2015-08-04,43
2015-08-05,42
2015-08-06,42
2015-08-07,42
2015-08-08,42
2015-08-09,41
2015-08-10,41
2015-08-11,42
2015-08-12,42
2015-08-13,41
2015-08-14,41
2015-08-15,41
2015-08-16,40
2015-08-17,40
2015-08-18,40
2015-08-19,40
2015-08-20,40
2015-08-21,41
2015-08-22,42
2015-08-23,42
2015-08-24,42
2015-08-25,42
2015-08-26,42
2015-08-27,39
2015-08-28,39
2015-08-29,39
2015-08-30,39
2015-08-31,39
2015-09-01,39
2015-09-02,41
2015-09-03,41
2015-09-04,42
2015-09-05,42
2015-09-06,42
2015-09-07,42
2015-09-08,41
2015-09-09,41
2015-09-10,41
2015-09-11,41
2015-09-12,42
2015-09-13,42
2015-09-14,42
2015-09-15,43
2015-09-16,43
2015-09-17,44
2015-09-18,44
2015-09-19,46
2015-09-20,46
2015-09-21,47
2015-09-22,47
2015-09-23,47
2015-09-24,47
2015-09-25,47
2015-09-27,46
2015-09-28,45
2015-09-29,45
2015-09-30,43
2015-10-05,41
2015-10-06,41
2015-10-07,41
2015-10-08,41
2015-10-09,41
2015-10-10,42
2015-10-11,42
2015-10-12,42
2015-10-13,42
2015-10-14,42
2015-10-15,42
2015-10-16,42
2015-10-17,42
2015-10-18,42
2015-10-19,42
2015-10-20,42
2015-10-22,42
2015-10-23,43
2015-10-24,43
2015-10-25,42
2015-10-26,42
2015-10-27,43
2015-10-29,44
2015-10-30,44
2015-10-31,43
2015-11-01,43
2015-11-02,43
2015-11-03,43
2015-11-04,43
2015-11-05,44
2015-11-06,44
2015-11-07,45
2015-11-08,45
2015-11-09,46
2015-11-10,46
2015-11-11,46
2015-11-12,46
2015-11-13,47
2015-11-14,47
2015-11-15,48
2015-11-16,48
2015-11-17,48
2015-11-18,48
2015-11-19,48
2015-11-20,48
2015-11-21,48
2015-11-22,49
2015-11-23,49
2015-11-24,50
2015-11-25,51
2015-11-26,51
2015-11-27,52
2015-11-28,52
2015-11-29,52
2015-11-30,52
2015-12-01,54
2015-12-02,54
2015-12-03,56
2015-12-04,56
2015-12-05,58
2015-12-06,59
2015-12-07,59
2015-12-08,60
2015-12-09,61
2015-12-10,61
2015-12-11,60
2015-12-12,60
2015-12-13,60
2015-12-14,60
2015-12-15,59
2015-12-16,59
2015-12-17,58
2015-12-18,58
2015-12-19,56
2015-12-20,54
2015-12-21,54
2015-12-22,53
2015-12-23,52
2015-12-24,52
2015-12-25,52
2015-12-26,52
2015-12-27,52
2015-12-28,52
2015-12-29,51
2015-12-30,51
2015-12-31,51
2016-01-01,51
2016-01-02,50
2016-01-03,50
2016-01-04,50
2016-01-05,50
2016-01-06,49
2016-01-07,49
2016-01-08,49
2016-01-09,49
2016-01-10,49
2016-01-11,49
2016-01-12,49
2016-01-13,49
2016-01-14,49
2016-01-15,49
2016-01-16,50
2016-01-17,50
2016-01-18,50
2016-01-19,50
2016-01-20,51
2016-01-21,51
2016-01-22,52
2016-01-23,52
2016-01-24,53
2016-01-25,55
2016-01-26,55
2016-01-27,56
2016-01-28,56
2016-01-29,57
2016-01-30,57
2016-01-31,58
2016-02-01,59
2016-02-02,59
2016-02-03,59
2016-02-04,59
2016-02-05,59
2016-02-06,59
2016-02-07,59
2016-02-08,59
2016-02-09,59
2016-02-10,59
2016-02-11,59
2016-02-12,59
2016-02-13,57
2016-02-14,57
2016-02-15,55
2016-02-16,55
2016-02-17,55
2016-02-18,55
2016-02-19,55
2016-02-20,55
2016-02-21,56
2016-02-22,56
2016-02-23,57
2016-02-24,56
2016-02-25,54
2016-02-26,54
2016-02-27,52
2016-02-28,52
2016-02-29,51
2016-03-01,50
2016-03-02,50
2016-03-03,50
2016-03-04,50
2016-03-05,50
2016-03-06,50
2016-03-07,50
2016-03-08,50
2016-03-09,50
2016-03-10,50
2016-03-11,50
2016-03-12,50
2016-03-13,50
2016-03-14,51
2016-03-15,52
2016-03-16,52
2016-03-17,52
2016-03-18,52
2016-03-19,52
2016-03-20,52
2016-03-21,52
2016-03-22,53
2016-03-23,52
2016-03-24,52
2016-03-25,51
2016-03-26,50
2016-03-27,50
2016-03-28,50
2016-03-29,50
2016-03-30,50
2016-03-31,50
2016-04-01,50
2016-04-02,50
2016-04-03,49
2016-04-04,48
2016-04-05,48
2016-04-06,48
2016-04-07,48
2016-04-08,48
2016-04-09,48
2016-04-10,48
2016-04-11,48
2016-04-12,48
2016-04-13,48
2016-04-14,48
2016-04-15,49
2016-04-16,49
2016-04-17,50
2016-04-18,50
2016-04-19,50
2016-04-20,51
2016-04-21,51
2016-04-22,52
2016-04-23,52
2016-04-24,52
2016-04-25,52
2016-04-26,52
2016-04-27,52
2016-04-28,52
2016-04-29,52
2016-04-30,53
2016-05-01,53
2016-05-02,54
2016-05-03,54
2016-05-04,54
2016-05-05,54
2016-05-06,54
2016-05-07,54
2016-05-08,54
