date_obj,Redwood%20bird%20house price
2018-01-17,600
2018-01-18,600
2018-01-19,600
2018-01-20,600
2018-01-21,600
2018-01-22,600
2018-01-23,600
2018-01-24,600
2018-01-25,600
2018-01-26,600
2018-01-27,600
2018-01-28,600
2018-01-29,600
2018-01-31,600
2018-02-01,600
2018-02-02,600
2018-02-03,600
2018-02-04,600
2018-02-05,600
2018-02-06,600
2018-02-07,600
2018-02-08,600
2018-02-09,600
2018-02-10,600
2018-02-11,600
2018-02-12,600
2018-02-13,600
2018-02-14,600
2018-02-15,600
2018-02-16,600
2018-02-17,600
2018-02-18,600
2018-02-19,600
2018-02-20,600
2018-02-21,600
2018-02-22,600
2018-02-23,600
2018-02-24,600
2018-02-25,600
2018-02-26,600
2018-02-27,600
2018-02-28,600
2018-03-01,600
2018-03-02,600
2018-03-03,600
2018-03-04,600
2018-03-05,600
2018-03-06,600
2018-03-07,600
2018-03-08,600
2018-03-09,600
2018-03-10,600
2018-03-11,600
2018-03-12,600
2018-03-13,600
2018-03-14,600
2018-03-15,600
2018-03-16,600
2018-03-17,600
2018-03-18,600
2018-03-19,600
2018-03-20,600
2018-03-21,600
2018-03-23,600
2018-03-24,600
2018-03-26,600
2018-03-27,600
2018-03-29,600
2018-03-30,600
2018-03-31,600
2018-04-01,600
2018-04-02,600
2018-04-03,600
2018-04-04,600
2018-04-05,600
2018-04-06,600
2018-04-08,600
2018-04-09,600
2018-04-10,600
2018-04-11,600
2018-04-12,600
2018-04-13,600
2018-04-14,600
2018-04-15,600
2018-04-16,600
2018-04-17,600
2018-04-18,600
2018-04-19,600
2018-04-20,600
2018-04-21,600
2018-04-22,600
2018-04-23,600
2018-04-24,600
2018-04-25,600
2018-04-26,600
2018-04-27,600
2018-04-28,600
2018-04-29,629
2018-04-30,629
2018-05-01,629
2018-05-02,629
2018-05-03,629
2018-05-04,629
2018-05-05,629
2018-05-06,629
2018-05-07,629
2018-05-08,629
2018-05-09,629
2018-05-10,629
2018-05-11,629
2018-05-12,629
2018-05-13,629
2018-05-14,629
2018-05-15,629
2018-05-16,629
2018-05-17,629
2018-05-18,629
2018-05-19,629
2018-05-20,629
2018-05-21,629
2018-05-22,629
2018-05-23,629
2018-05-24,629
2018-05-25,629
2018-05-26,629
2018-05-27,629
2018-05-28,629
2018-05-29,629
2018-05-30,629
2018-05-31,629
2018-06-01,629
2018-06-02,629
2018-06-03,629
2018-06-04,629
2018-06-05,629
2018-06-06,629
2018-06-07,629
2018-06-08,629
2018-06-09,629
2018-06-10,629
2018-06-11,629
2018-06-12,629
2018-06-13,629
2018-06-14,629
2018-06-15,629
2018-06-16,629
2018-06-17,629
2018-06-18,629
2018-06-19,629
2018-06-20,629
2018-06-21,629
2018-06-22,629
2018-06-23,629
2018-06-24,629
2018-06-25,629
2018-06-26,629
2018-06-27,629
2018-06-28,629
2018-06-29,629
2018-06-30,629
2018-07-01,629
2018-07-02,629
2018-07-03,629
2018-07-04,629
2018-07-05,629
2018-07-06,629
2018-07-07,629
2018-07-08,629
2018-07-09,629
2018-07-10,629
2018-07-11,629
2018-07-12,629
2018-07-13,629
2018-07-14,629
2018-07-15,629
2018-07-16,629
2018-07-17,629
2018-07-18,629
2018-07-19,629
2018-07-20,629
2018-07-21,629
2018-07-22,629
2018-07-23,629
2018-07-24,629
2018-07-25,629
2018-07-26,629
2018-07-27,629
2018-07-28,629
2018-07-29,629
2018-07-30,629
2018-07-31,629
2018-08-01,629
2018-08-02,629
2018-08-03,629
2018-08-04,629
2018-08-05,629
2018-08-06,629
2018-08-07,629
2018-08-08,629
2018-08-09,629
2018-08-10,629
2018-08-11,629
2018-08-12,629
2018-08-14,629
2018-08-16,629
2018-08-17,629
2018-08-18,629
2018-08-19,629
2018-08-20,629
2018-08-21,629
2018-08-22,629
2018-08-23,629
2018-08-24,629
2018-08-25,629
2018-08-26,629
2018-08-27,629
2018-08-28,629
2018-08-29,629
2018-08-30,629
2018-08-31,629
2018-09-01,629
2018-09-02,629
2018-09-03,629
2018-09-04,629
2018-09-05,629
2018-09-06,629
2018-09-07,629
2018-09-08,629
2018-09-09,629
2018-09-10,629
2018-09-11,629
2018-09-12,629
2018-09-13,629
2018-09-14,629
2018-09-15,629
2018-09-16,629
2018-09-17,629
2018-09-18,629
2018-09-19,661
2018-09-20,661
2018-09-21,661
2018-09-22,661
2018-09-23,661
2018-09-24,661
2018-09-25,661
2018-09-26,661
2018-09-27,661
2018-09-28,661
2018-09-29,661
2018-09-30,661
2018-10-02,661
2018-10-03,661
2018-10-04,661
2018-10-05,661
2018-10-06,661
2018-10-07,661
2018-10-08,661
2018-10-09,661
2018-10-10,661
2018-10-11,661
2018-10-12,661
2018-10-13,661
2018-10-14,661
2018-10-15,661
2018-10-16,661
2018-10-17,661
2018-10-18,661
2018-10-19,661
2018-10-20,661
2018-10-21,661
2018-10-22,661
2018-10-23,661
2018-10-24,661
2018-10-25,661
2018-10-26,661
2018-10-27,661
2018-10-28,661
2018-10-29,661
2018-10-30,661
2018-10-31,661
2018-11-01,661
2018-11-03,661
2018-11-04,661
2018-11-05,661
2018-11-06,661
2018-11-07,661
2018-11-08,661
2018-11-09,661
2018-11-10,661
2018-11-11,661
2018-11-12,661
2018-11-13,661
2018-11-14,661
2018-11-15,695
2018-11-16,695
2018-11-17,695
2018-11-18,695
2018-11-19,695
2018-11-20,695
2018-11-21,695
2018-11-22,695
2018-11-23,695
2018-11-24,695
