date_obj,Guam%20potion%20(unf) price
2015-03-26,147
2015-03-27,147
2015-03-28,147
2015-03-29,140
2015-03-30,140
2015-03-31,140
2015-04-01,133
2015-04-02,133
2015-04-03,133
2015-04-04,126
2015-04-05,126
2015-04-06,126
2015-04-07,119
2015-04-08,119
2015-04-09,119
2015-04-10,113
2015-04-11,113
2015-04-12,113
2015-04-13,110
2015-04-14,110
2015-04-15,110
2015-04-16,110
2015-04-17,109
2015-04-18,109
2015-04-19,109
2015-04-20,104
2015-04-21,104
2015-04-22,104
2015-04-23,98
2015-04-24,98
2015-04-25,98
2015-04-26,98
2015-04-27,93
2015-04-28,93
2015-04-29,93
2015-04-30,89
2015-05-01,89
2015-05-02,89
2015-05-03,85
2015-05-04,85
2015-05-05,85
2015-05-06,80
2015-05-07,80
2015-05-08,80
2015-05-09,77
2015-05-10,77
2015-05-11,77
2015-05-12,75
2015-05-13,75
2015-05-14,75
2015-05-15,75
2015-05-16,73
2015-05-17,73
2015-05-18,73
2015-05-19,70
2015-05-20,70
2015-05-21,70
2015-05-22,70
2015-05-23,67
2015-05-24,67
2015-05-25,67
2015-05-26,65
2015-05-27,65
2015-05-28,65
2015-05-29,66
2015-05-30,66
2015-05-31,69
2015-06-01,69
2015-06-02,69
2015-06-03,68
2015-06-04,68
2015-06-05,68
2015-06-06,67
2015-06-07,67
2015-06-08,67
2015-06-09,69
2015-06-10,69
2015-06-11,69
2015-06-12,67
2015-06-13,67
2015-06-14,68
2015-06-15,68
2015-06-16,68
2015-06-17,69
2015-06-18,69
2015-06-19,69
2015-06-20,70
2015-06-21,70
2015-06-22,70
2015-06-23,73
2015-06-24,73
2015-06-25,73
2015-06-26,75
2015-06-27,75
2015-06-28,75
2015-06-29,76
2015-06-30,76
2015-07-01,76
2015-07-02,77
2015-07-03,77
2015-07-04,78
2015-07-05,78
2015-07-06,78
2015-07-07,80
2015-07-08,80
2015-07-09,80
2015-07-10,79
2015-07-11,79
2015-07-12,79
2015-07-13,80
2015-07-14,80
2015-07-15,80
2015-07-16,79
2015-07-17,79
2015-07-18,79
2015-07-19,79
2015-07-20,79
2015-07-21,79
2015-07-22,78
2015-07-23,78
2015-07-24,78
2015-07-25,74
2015-07-26,74
2015-07-27,74
2015-07-28,70
2015-07-29,70
2015-07-30,67
2015-07-31,67
2015-08-01,67
2015-08-02,65
2015-08-03,65
2015-08-04,65
2015-08-05,62
2015-08-06,62
2015-08-07,62
2015-08-08,60
2015-08-09,60
2015-08-10,60
2015-08-11,60
2015-08-12,60
2015-08-13,58
2015-08-14,58
2015-08-15,58
2015-08-16,56
2015-08-17,56
2015-08-18,56
2015-08-19,57
2015-08-20,57
2015-08-21,57
2015-08-22,57
2015-08-23,57
2015-08-24,57
2015-08-25,57
2015-08-26,58
2015-08-27,58
2015-08-28,59
2015-08-29,59
2015-08-30,59
2015-08-31,60
2015-09-01,60
2015-09-02,60
2015-09-03,63
2015-09-04,63
2015-09-05,63
2015-09-06,64
2015-09-07,64
2015-09-08,64
2015-09-09,66
2015-09-10,66
2015-09-11,66
2015-09-12,68
2015-09-13,68
2015-09-14,68
2015-09-15,69
2015-09-16,69
2015-09-17,69
2015-09-18,69
2015-09-19,69
2015-09-20,69
2015-09-21,67
2015-09-22,67
2015-09-23,67
2015-09-24,66
2015-09-25,66
2015-09-27,65
2015-09-28,65
2015-09-29,65
2015-09-30,66
2015-10-05,67
2015-10-06,67
2015-10-07,67
2015-10-08,68
2015-10-09,68
2015-10-10,68
2015-10-11,71
2015-10-12,71
2015-10-13,71
2015-10-14,71
2015-10-15,74
2015-10-16,74
2015-10-17,74
2015-10-18,74
2015-10-19,74
2015-10-20,74
2015-10-22,70
2015-10-23,70
2015-10-24,67
2015-10-25,67
2015-10-26,63
2015-10-27,63
2015-10-29,61
2015-10-30,61
2015-10-31,61
2015-11-01,61
2015-11-02,63
2015-11-03,63
2015-11-04,63
2015-11-05,65
2015-11-06,65
2015-11-07,65
2015-11-08,66
2015-11-09,66
2015-11-10,66
2015-11-11,68
2015-11-12,68
2015-11-13,68
2015-11-14,68
2015-11-15,67
2015-11-16,67
2015-11-17,67
2015-11-18,67
2015-11-19,70
2015-11-20,70
2015-11-21,70
2015-11-22,73
2015-11-23,73
2015-11-24,73
2015-11-25,74
2015-11-26,74
2015-11-27,74
2015-11-28,74
2015-11-29,74
2015-11-30,77
2015-12-01,77
2015-12-02,77
2015-12-03,79
2015-12-04,79
2015-12-05,79
2015-12-06,81
2015-12-07,81
2015-12-08,81
2015-12-09,79
2015-12-10,79
2015-12-11,79
2015-12-12,77
2015-12-13,77
2015-12-14,77
2015-12-15,77
2015-12-16,77
2015-12-17,77
2015-12-18,77
2015-12-19,77
2015-12-20,77
2015-12-21,79
2015-12-22,79
2015-12-23,79
2015-12-24,80
2015-12-25,80
2015-12-26,80
2015-12-27,81
2015-12-28,81
2015-12-29,83
2015-12-31,80
2016-01-01,80
2016-01-02,80
2016-01-03,79
2016-01-04,79
2016-01-05,79
2016-01-06,79
2016-01-07,79
2016-01-08,80
2016-01-09,80
2016-01-10,80
2016-01-11,83
2016-01-12,83
2016-01-13,86
2016-01-14,86
2016-01-15,91
2016-01-16,91
2016-01-17,91
2016-01-18,94
2016-01-19,94
2016-01-20,94
2016-01-21,96
2016-01-22,96
2016-01-23,96
2016-01-24,100
2016-01-25,100
2016-01-26,102
2016-01-27,102
2016-01-28,102
2016-01-29,100
2016-01-30,100
2016-01-31,100
2016-02-01,97
2016-02-02,97
2016-02-03,97
2016-02-04,95
2016-02-05,95
2016-02-06,95
2016-02-07,95
2016-02-08,95
2016-02-09,92
2016-02-10,92
2016-02-11,92
2016-02-12,92
2016-02-13,92
2016-02-14,96
2016-02-15,96
2016-02-16,92
2016-02-17,92
2016-02-18,92
2016-02-19,90
2016-02-20,90
2016-02-21,91
2016-02-22,91
2016-02-23,91
2016-02-24,88
2016-02-25,88
2016-02-26,88
2016-02-27,84
2016-02-28,84
2016-02-29,84
2016-03-01,88
2016-03-02,88
2016-03-03,88
2016-03-04,90
2016-03-05,90
2016-03-06,88
2016-03-07,88
2016-03-08,88
2016-03-09,89
2016-03-10,89
2016-03-11,86
2016-03-12,86
2016-03-13,81
2016-03-14,81
2016-03-15,79
2016-03-16,79
2016-03-17,77
2016-03-18,77
2016-03-19,78
2016-03-20,78
2016-03-21,82
2016-03-22,82
2016-03-23,84
2016-03-24,84
2016-03-25,84
2016-03-26,84
2016-03-27,83
2016-03-28,83
2016-03-29,83
2016-03-30,83
2016-03-31,83
2016-04-01,83
2016-04-02,83
2016-04-03,81
2016-04-04,81
2016-04-05,81
2016-04-06,81
2016-04-07,84
2016-04-08,84
2016-04-09,89
2016-04-10,89
2016-04-11,89
2016-04-12,94
2016-04-13,94
2016-04-14,94
2016-04-15,97
2016-04-16,97
2016-04-17,97
2016-04-18,97
2016-04-19,97
2016-04-20,97
2016-04-21,97
2016-04-22,96
2016-04-23,96
2016-04-24,96
2016-04-25,96
2016-04-26,97
2016-04-27,97
2016-04-28,96
2016-04-29,96
2016-04-30,96
2016-05-01,96
2016-05-02,96
2016-05-03,96
2016-05-04,96
2016-05-05,96
2016-05-06,96
2016-05-07,96
2016-05-08,96
2016-05-09,96
2016-05-10,94
2016-05-11,94
2016-05-12,94
2016-05-13,90
2016-05-14,90
2016-05-15,86
2016-05-16,86
2016-05-17,83
2016-05-18,83
2016-05-19,80
2016-05-22,82
2016-05-23,80
2016-05-24,80
2016-05-25,81
2016-05-26,81
2016-05-27,80
2016-05-28,80
2016-05-29,81
2016-05-30,81
2016-05-31,81
2016-06-01,81
2016-06-02,81
2016-06-03,80
2016-06-04,76
2016-06-05,76
2016-06-06,75
2016-06-07,75
2016-06-08,74
2016-06-09,74
2016-06-10,72
2016-06-11,72
2016-06-12,71
2016-06-13,71
2016-06-14,71
2016-06-15,71
2016-06-16,72
2016-06-17,73
2016-06-18,73
2016-06-19,73
2016-06-20,73
2016-06-21,71
2016-06-22,71
2016-06-23,71
2016-06-24,71
2016-06-25,73
2016-06-26,73
2016-06-27,76
2016-06-28,76
2016-06-29,78
2016-06-30,78
2016-07-01,78
2016-07-02,78
2016-07-03,78
2016-07-04,81
2016-07-05,81
2016-07-06,84
2016-07-07,84
2016-07-08,86
2016-07-09,86
2016-07-10,89
2016-07-11,89
2016-07-12,91
2016-07-13,91
2016-07-14,95
2016-07-15,95
2016-07-16,100
2016-07-17,100
2016-07-18,105
2016-07-23,110
2016-07-24,110
2016-07-25,109
2016-07-26,109
2016-07-27,109
2016-07-28,109
2016-07-29,109
2016-07-30,103
2016-07-31,103
2016-08-01,103
2016-08-02,98
2016-08-03,98
2016-08-04,101
2016-08-05,101
2016-08-06,101
2016-08-07,101
2016-08-08,101
2016-08-09,101
2016-08-10,101
2016-08-11,101
2016-08-12,102
2016-08-13,102
2016-08-14,102
2016-08-15,101
2016-08-16,101
2016-08-17,101
2016-08-18,96
2016-08-19,96
2016-08-20,91
2016-08-21,91
2016-08-22,91
2016-08-23,86
2016-08-24,86
2016-08-25,88
2016-08-26,88
2016-08-28,86
2016-08-31,88
2016-09-01,88
2016-09-02,88
2016-09-03,89
2016-09-04,89
2016-09-05,88
2016-09-06,88
2016-09-07,88
2016-09-08,84
2016-09-09,84
2016-09-10,79
2016-09-11,79
2016-09-12,79
2016-09-13,80
2016-09-14,80
2016-09-15,80
2016-09-16,83
2016-09-17,83
2016-09-18,83
2016-09-19,85
2016-09-20,85
2016-09-21,85
2016-09-22,85
2016-09-23,85
2016-09-24,85
2016-09-25,83
2016-09-26,83
2016-09-27,83
2016-09-28,84
2016-09-29,84
2016-09-30,84
2016-10-01,84
2016-10-02,84
2016-10-03,84
2016-10-04,84
2016-10-05,83
2016-10-06,83
2016-10-07,83
2016-10-08,83
2016-10-09,83
2016-10-10,83
2016-10-11,83
2016-10-12,83
2016-10-13,83
2016-10-14,82
2016-10-15,82
2016-10-16,82
2016-10-17,79
2016-10-18,79
2016-10-19,79
2016-10-20,77
2016-10-21,77
2016-10-22,77
2016-10-23,76
2016-10-24,76
2016-10-25,76
2016-10-26,76
2016-10-27,76
2016-10-28,76
2016-10-29,77
2016-10-30,77
2016-10-31,77
2016-11-01,76
2016-11-02,76
2016-11-03,76
2016-11-04,75
2016-11-05,75
2016-11-06,75
2016-11-07,74
2016-11-08,74
2016-11-09,72
2016-11-10,72
2016-11-11,72
2016-11-12,71
2016-11-13,71
2016-11-14,71
2016-11-15,72
2016-12-07,84
2016-12-08,83
2016-12-09,83
2016-12-10,85
2016-12-11,85
2016-12-12,85
2016-12-13,85
2016-12-14,84
2016-12-15,84
2016-12-16,84
2016-12-17,86
2016-12-18,86
2016-12-19,86
2016-12-20,87
2016-12-21,87
2016-12-22,87
2016-12-23,87
2016-12-24,83
2016-12-25,83
2016-12-26,78
2016-12-27,78
2016-12-28,77
2016-12-29,77
2016-12-30,79
2016-12-31,79
2017-01-01,80
2017-01-02,80
2017-01-03,79
2017-01-04,78
2017-01-05,78
2017-01-06,79
2017-01-07,82
2017-01-08,82
2017-01-09,85
2017-01-10,85
2017-01-11,87
2017-01-12,91
2017-01-13,91
2017-01-14,92
2017-01-15,95
2017-01-16,95
2017-01-17,95
2017-01-18,95
2017-01-19,93
2017-01-20,93
2017-01-21,91
2017-01-22,91
2017-01-23,90
2017-01-27,88
2017-01-28,88
2017-01-29,87
2017-01-30,87
2017-01-31,84
2017-02-01,84
2017-02-02,84
2017-02-03,84
2017-02-04,84
2017-02-05,83
2017-02-06,83
2017-02-07,78
2017-02-08,78
2017-02-09,80
2017-02-10,81
2017-02-11,81
2017-02-12,81
2017-02-13,81
2017-02-14,78
2017-02-15,78
2017-02-16,78
2017-02-18,78
2017-02-19,78
2017-02-20,78
2017-02-21,80
2017-02-22,80
2017-02-23,80
2017-02-24,80
2017-02-25,80
2017-02-26,80
2017-02-27,81
2017-02-28,81
2017-03-01,82
2017-03-02,82
2017-03-03,80
2017-03-04,80
2017-03-05,79
2017-03-06,76
2017-03-07,76
2017-03-08,77
2017-03-09,77
2017-03-10,76
2017-03-11,76
2017-03-12,79
2017-03-13,83
2017-03-14,83
2017-03-15,88
2017-03-16,88
2017-03-17,88
2017-03-18,88
2017-03-19,89
2017-03-20,89
2017-03-21,87
2017-03-22,87
2017-03-23,87
2017-03-24,87
2017-03-25,85
2017-03-26,85
2017-03-27,84
2017-03-28,84
2017-03-29,79
2017-03-30,79
2017-03-31,77
2017-04-01,77
2017-04-02,76
2017-04-03,74
2017-04-04,74
2017-04-12,65
2017-04-13,67
2017-04-14,67
2017-04-15,68
2017-04-16,69
2017-04-17,69
2017-04-18,72
2017-04-19,72
2017-04-20,73
2017-04-21,73
2017-04-22,76
2017-04-23,76
2017-04-24,79
2017-04-25,82
2017-04-26,82
2017-04-27,78
2017-04-28,78
2017-04-29,75
2017-04-30,75
2017-05-01,75
2017-05-02,75
2017-05-03,75
2017-05-04,75
2017-05-05,78
2017-05-06,78
2017-05-07,81
2017-05-08,81
2017-05-09,85
2017-05-10,85
2017-05-11,83
2017-05-12,83
2017-05-13,83
2017-05-14,83
2017-05-15,80
2017-05-16,80
2017-05-17,76
2017-05-18,78
2017-05-19,78
2017-05-20,78
2017-05-21,78
2017-05-22,77
2017-05-23,77
2017-05-24,75
2017-05-25,75
2017-05-26,72
2017-05-27,72
2017-05-28,72
2017-05-29,72
2017-05-30,73
2017-05-31,73
2017-06-01,72
2017-06-02,72
2017-06-03,70
2017-06-04,71
2017-06-05,71
2017-06-06,69
2017-06-07,69
2017-06-08,73
2017-06-09,73
2017-06-10,76
2017-06-11,76
2017-06-12,73
2017-06-13,73
2017-06-14,71
2017-06-15,71
2017-06-16,74
2017-06-17,74
2017-06-18,78
2017-06-19,78
2017-06-20,81
2017-06-21,81
2017-06-22,82
2017-06-23,82
2017-06-24,84
2017-06-25,84
2017-06-26,83
2017-06-27,83
2017-06-28,84
2017-06-29,84
2017-06-30,83
2017-07-01,83
2017-07-02,82
2017-07-03,82
2017-07-04,79
2017-07-05,79
2017-07-06,78
2017-07-07,78
2017-07-08,78
2017-07-13,80
2017-07-14,79
2017-07-15,79
2017-07-16,82
2017-07-17,82
2017-07-18,86
2017-07-19,86
2017-07-20,84
2017-07-21,84
2017-07-22,79
2017-07-23,79
2017-07-24,81
2017-07-25,81
2017-07-26,77
2017-07-27,77
2017-07-28,74
2017-07-29,74
2017-07-30,71
2017-07-31,71
2017-08-01,72
2017-08-02,72
