date_obj,Pineapple%20sapling price
2015-03-26,7055
2015-03-27,7055
2015-03-28,7055
2015-03-29,7055
2015-03-30,6718
2015-03-31,6718
2015-04-01,6718
2015-04-02,6718
2015-04-03,6718
2015-04-04,6382
2015-04-05,6382
2015-04-06,6382
2015-04-07,6382
2015-04-08,6382
2015-04-09,6066
2015-04-10,6066
2015-04-11,6066
2015-04-12,6066
2015-04-13,6066
2015-04-14,5762
2015-04-15,5762
2015-04-16,5762
2015-04-17,5762
2015-04-18,5478
2015-04-19,5478
2015-04-20,5478
2015-04-21,5478
2015-04-22,5478
2015-04-23,5210
2015-04-24,5210
2015-04-25,5210
2015-04-26,5210
2015-04-27,5210
2015-04-28,4949
2015-04-29,4949
2015-04-30,4949
2015-05-01,4949
2015-05-02,4949
2015-05-03,4949
2015-05-04,4701
2015-05-05,4701
2015-05-06,4701
2015-05-07,4701
2015-05-08,4701
2015-05-09,4471
2015-05-10,4471
2015-05-11,4471
2015-05-12,4471
2015-05-13,4471
2015-05-14,4338
2015-05-15,4338
2015-05-16,4338
2015-05-17,4338
2015-05-18,4338
2015-05-19,4338
2015-05-20,4230
2015-05-21,4230
2015-05-22,4230
2015-05-23,4230
2015-05-24,4230
2015-05-25,4230
2015-05-26,4238
2015-05-27,4238
2015-05-28,4238
2015-05-29,4238
2015-05-30,4376
2015-05-31,4376
2015-06-01,4376
2015-06-02,4376
2015-06-03,4588
2015-06-04,4588
2015-06-05,4588
2015-06-06,4623
2015-06-07,4623
2015-06-08,4623
2015-06-09,4623
2015-06-10,4749
2015-06-11,4749
2015-06-12,4749
2015-06-13,4749
2015-06-14,4749
2015-06-15,4976
2015-06-16,4976
2015-06-17,4976
2015-06-18,4976
2015-06-19,4976
2015-06-20,4960
2015-06-21,4960
2015-06-22,4960
2015-06-23,4960
2015-06-24,4960
2015-06-25,4876
2015-06-26,4876
2015-06-27,4876
2015-06-28,4876
2015-06-29,4876
2015-06-30,4753
2015-07-01,4753
2015-07-02,4753
2015-07-03,4753
2015-07-04,4753
2015-07-05,4690
2015-07-06,4690
2015-07-07,4690
2015-07-08,4690
2015-07-09,4690
2015-07-10,4686
2015-07-11,4686
2015-07-12,4686
2015-07-13,4686
2015-07-14,4686
2015-07-15,4860
2015-07-16,4860
2015-07-17,4860
2015-07-18,4860
2015-07-19,4860
2015-07-20,5045
2015-07-21,5045
2015-07-22,5045
2015-07-23,5045
2015-07-24,5045
2015-07-25,5099
2015-07-26,5099
2015-07-27,5099
2015-07-28,5099
2015-07-29,5041
2015-07-30,5041
2015-07-31,5041
2015-08-01,5041
2015-08-02,5041
2015-08-03,4928
2015-08-04,4928
2015-08-05,4928
2015-08-06,4928
2015-08-07,4928
2015-08-08,4818
2015-08-09,4818
2015-08-10,4818
2015-08-11,4818
2015-08-12,4818
2015-08-13,4799
2015-08-14,4799
2015-08-15,4799
2015-08-16,4799
2015-08-17,4716
2015-08-18,4716
2015-08-19,4716
2015-08-20,4716
2015-08-21,4830
2015-08-22,4830
2015-08-23,4830
2015-08-24,4830
2015-08-25,4830
2015-08-26,5016
2015-08-27,5016
2015-08-28,5016
2015-08-29,5016
2015-08-30,5049
2015-08-31,5049
2015-09-01,5049
2015-09-02,5049
2015-09-03,5049
2015-09-04,5094
2015-09-05,5094
2015-09-06,5094
2015-09-07,5094
2015-09-08,5094
2015-09-09,5094
2015-09-10,5184
2015-09-11,5184
2015-09-12,5184
2015-09-13,5184
2015-09-14,5184
2015-09-15,5029
2015-09-16,5029
2015-09-17,5029
2015-09-18,5029
2015-09-19,5029
2015-09-20,5029
2015-09-21,4977
2015-09-22,4977
2015-09-23,4977
2015-09-24,4977
2015-09-25,4977
2015-09-27,5032
2015-09-28,5032
2015-09-29,5032
2015-09-30,5032
2015-10-05,5196
2015-10-06,5196
2015-10-07,5213
2015-10-08,5213
2015-10-09,5213
2015-10-10,5213
2015-10-11,5435
2015-10-12,5435
2015-10-13,5435
2015-10-14,5435
2015-10-15,5435
2015-10-16,5657
2015-10-17,5657
2015-10-18,5657
2015-10-19,5657
2015-10-20,5657
2015-10-22,5845
2015-10-23,5845
2015-10-24,5845
2015-10-25,5845
2015-10-26,6041
2015-10-27,6041
2015-10-29,6041
2015-10-30,6041
2015-10-31,6041
2015-11-01,6041
2015-11-02,6074
2015-11-03,6074
2015-11-04,6074
2015-11-05,6074
2015-11-06,6074
2015-11-07,6074
2015-11-08,5796
2015-11-09,5796
2015-11-10,5796
2015-11-11,5796
2015-11-12,5796
2015-11-13,5796
2015-11-14,5703
2015-11-15,5703
2015-11-16,5703
2015-11-17,5703
2015-11-18,5703
2015-11-19,5487
2015-11-20,5487
2015-11-21,5487
2015-11-22,5487
2015-11-23,5487
2015-11-24,5487
2015-11-25,5231
2015-11-26,5231
2015-11-27,5231
2015-11-28,5231
2015-11-29,5231
2015-11-30,5081
2015-12-01,5081
2015-12-02,5081
2015-12-03,5081
2015-12-04,5081
2015-12-05,5188
2015-12-06,5188
2015-12-07,5188
2015-12-08,5188
2015-12-09,5426
2015-12-10,5426
2015-12-11,5426
2015-12-12,5426
2015-12-13,5680
2015-12-14,5680
2015-12-15,5680
2015-12-16,5680
2015-12-17,5680
2015-12-18,5946
2015-12-19,5946
2015-12-20,5946
2015-12-21,5946
2015-12-22,5946
2015-12-23,6086
2015-12-24,6086
2015-12-25,6086
2015-12-26,6086
2015-12-27,6255
2015-12-28,6255
2015-12-29,6255
2015-12-30,6342
2015-12-31,6342
2016-01-01,6342
2016-01-02,6342
2016-01-03,6123
2016-01-04,6123
2016-01-05,6123
2016-01-06,5969
2016-01-07,5969
2016-01-08,5969
2016-01-09,5969
2016-01-10,5719
2016-01-11,5719
2016-01-12,5719
2016-01-13,5696
2016-01-14,5696
2016-01-15,5696
2016-01-16,5787
2016-01-17,5787
2016-01-18,5787
2016-01-19,5787
2016-01-20,5563
2016-01-21,5563
2016-01-22,5563
2016-01-23,5563
2016-01-24,5753
2016-01-25,5753
2016-01-26,5753
2016-01-27,5916
2016-01-28,5916
2016-01-29,5916
2016-01-30,5916
2016-01-31,6178
2016-02-01,6178
2016-02-02,6178
2016-02-03,6313
2016-02-04,6313
2016-02-05,6313
2016-02-06,6185
2016-02-07,6185
2016-02-08,6185
2016-02-09,6185
2016-02-10,6010
2016-02-11,6010
2016-02-12,6010
2016-02-13,6010
2016-02-14,5772
2016-02-15,5772
2016-02-16,5772
2016-02-17,5772
2016-02-18,5668
2016-02-19,5668
2016-02-20,5668
2016-02-21,5474
2016-02-22,5474
2016-02-23,5474
2016-02-24,5474
2016-02-25,5437
2016-02-26,5437
2016-02-27,5437
2016-02-28,5437
2016-02-29,5191
2016-03-01,5191
2016-03-02,5191
2016-03-03,5191
2016-03-04,5220
2016-03-05,5220
2016-03-06,5220
2016-03-07,5220
2016-03-08,5123
2016-03-09,5123
2016-03-10,5123
2016-03-11,5123
2016-03-12,5206
2016-03-13,5206
2016-03-14,5206
2016-03-15,5206
2016-03-16,5329
2016-03-17,5329
2016-03-18,5329
2016-03-19,5329
2016-03-20,5130
2016-03-21,5130
2016-03-22,5130
2016-03-23,5130
2016-03-24,4873
2016-03-25,4873
2016-03-26,4873
2016-03-27,4631
2016-03-28,4631
2016-03-29,4631
2016-03-30,4485
2016-03-31,4485
2016-04-01,4485
2016-04-02,4485
2016-04-03,4614
2016-04-04,4614
2016-04-05,4614
2016-04-06,4612
2016-04-07,4612
2016-04-08,4612
2016-04-09,4612
2016-04-10,4456
2016-04-11,4456
2016-04-12,4456
2016-04-14,4243
2016-04-15,4243
2016-04-16,4243
2016-04-17,4094
2016-04-18,4094
2016-04-19,4094
2016-04-20,3944
2016-04-21,3944
2016-04-22,3944
2016-04-23,3944
2016-04-24,3746
2016-04-25,3746
2016-04-26,3746
2016-04-27,3571
2016-04-28,3571
2016-04-29,3571
2016-04-30,3571
2016-05-01,3490
2016-05-02,3490
2016-05-03,3490
2016-05-04,3445
2016-05-05,3445
2016-05-06,3445
2016-05-07,3576
2016-05-08,3576
2016-05-09,3576
2016-05-10,3747
2016-05-11,3747
2016-05-12,3747
2016-05-13,3808
2016-05-14,3808
2016-05-15,3808
2016-05-16,3756
