date_obj,Cocktail%20shaker price
2015-03-26,10
2015-03-27,10
2015-03-28,11
2015-03-29,11
2015-03-30,11
2015-03-31,11
2015-04-01,12
2015-04-02,12
2015-04-03,12
2015-04-04,12
2015-04-05,13
2015-04-06,13
2015-04-07,13
2015-04-08,13
2015-04-09,13
2015-04-10,14
2015-04-11,14
2015-04-12,14
2015-04-13,14
2015-04-14,14
2015-04-15,15
2015-04-16,15
2015-04-17,15
2015-04-18,15
2015-04-19,15
2015-04-20,16
2015-04-21,16
2015-04-22,16
2015-04-23,16
2015-04-24,16
2015-04-25,17
2015-04-26,17
2015-04-27,17
2015-04-28,17
2015-04-29,17
2015-04-30,18
2015-05-01,18
2015-05-02,18
2015-05-03,18
2015-05-04,18
2015-05-05,19
2015-05-06,19
2015-05-07,19
2015-05-08,19
2015-05-09,19
2015-05-10,20
2015-05-11,20
2015-05-12,20
2015-05-13,20
2015-05-14,20
2015-05-15,21
2015-05-16,21
2015-05-17,21
2015-05-18,21
2015-05-19,21
2015-05-20,23
2015-05-21,23
2015-05-22,23
2015-05-23,23
2015-05-24,23
2015-05-25,24
2015-05-26,24
2015-05-27,24
2015-05-28,24
2015-05-29,26
2015-05-30,26
2015-05-31,26
2015-06-01,27
2015-06-02,27
2015-06-03,27
2015-06-04,27
2015-06-05,27
2015-06-06,29
2015-06-07,29
2015-06-08,29
2015-06-09,29
2015-06-10,30
2015-06-11,30
2015-06-12,30
2015-06-13,30
2015-06-14,30
2015-06-15,32
2015-06-16,32
2015-06-17,32
2015-06-18,32
2015-06-19,34
2015-06-20,34
2015-06-21,34
2015-06-22,34
2015-06-23,34
2015-06-24,36
2015-06-25,36
2015-06-26,36
2015-06-27,36
2015-06-28,36
2015-06-29,38
2015-06-30,38
2015-07-01,38
2015-07-02,38
2015-07-03,38
2015-07-04,40
2015-07-05,40
2015-07-06,40
2015-07-07,40
2015-07-08,42
2015-07-09,42
2015-07-10,42
2015-07-11,42
2015-07-12,42
2015-07-13,45
2015-07-14,45
2015-07-15,45
2015-07-16,45
2015-07-17,48
2015-07-18,48
2015-07-19,48
2015-07-20,48
2015-07-21,51
2015-07-22,51
2015-07-23,51
2015-07-24,51
2015-07-25,54
2015-07-26,54
2015-07-27,54
2015-07-28,54
2015-07-29,56
2015-07-30,56
2015-07-31,56
2015-08-01,56
2015-08-02,58
2015-08-03,58
2015-08-04,58
2015-08-05,58
2015-08-06,60
2015-08-07,60
2015-08-08,60
2015-08-09,60
2015-08-10,62
2015-08-11,62
2015-08-12,62
2015-08-13,62
2015-08-14,62
2015-08-15,62
2015-08-16,65
2015-08-17,65
2015-08-18,65
2015-08-19,65
2015-08-20,65
2015-08-21,65
2015-08-22,68
2015-08-23,68
2015-08-24,68
2015-08-25,68
2015-08-26,68
2015-08-27,68
2015-08-28,68
2015-08-29,71
2015-08-30,71
2015-08-31,71
2015-09-01,71
2015-09-02,71
2015-09-03,71
2015-09-04,71
2015-09-05,71
2015-09-06,74
2015-09-07,74
2015-09-08,74
2015-09-09,74
2015-09-10,74
2015-09-11,74
2015-09-12,74
2015-09-13,75
2015-09-14,75
2015-09-15,75
2015-09-16,75
2015-09-17,75
2015-09-18,75
2015-09-19,75
2015-09-20,75
2015-09-21,76
2015-09-22,76
2015-09-23,76
2015-09-24,76
2015-09-25,76
2015-09-27,76
2015-09-28,76
2015-09-29,78
2015-09-30,78
2015-10-05,78
2015-10-06,81
2015-10-07,81
2015-10-08,81
2015-10-09,81
2015-10-10,81
2015-10-11,81
2015-10-12,81
2015-10-13,81
2015-10-14,83
2015-10-15,83
2015-10-16,83
2015-10-17,83
2015-10-18,83
2015-10-19,83
2015-10-20,83
2015-10-22,87
2015-10-23,87
2015-10-24,87
2015-10-25,87
2015-10-26,87
2015-10-27,87
2015-10-29,90
2015-10-30,90
2015-10-31,90
2015-11-01,90
2015-11-02,90
2015-11-03,90
2015-11-04,90
2015-11-05,90
2015-11-06,95
2015-11-07,95
2015-11-08,95
2015-11-09,95
2015-11-10,95
2015-11-11,95
2015-11-12,95
2015-11-13,95
2015-11-14,95
2015-11-15,100
2015-11-16,100
2015-11-17,100
2015-11-18,100
2015-11-19,100
2015-11-20,100
2015-11-21,100
2015-11-22,100
2015-11-23,100
2015-11-24,104
2015-11-25,104
2015-11-26,104
2015-11-27,104
2015-11-28,104
2015-11-29,104
2015-11-30,104
2015-12-01,104
2015-12-02,104
2015-12-03,108
2015-12-04,108
2015-12-05,108
2015-12-06,108
2015-12-07,108
2015-12-08,108
2015-12-09,108
2015-12-10,108
2015-12-11,108
2015-12-12,113
2015-12-13,113
2015-12-14,113
2015-12-15,113
2015-12-16,113
2015-12-17,113
2015-12-18,113
2015-12-19,113
2015-12-20,117
2015-12-21,117
2015-12-22,117
2015-12-23,117
2015-12-24,117
2015-12-25,117
2015-12-26,117
2015-12-27,117
2015-12-28,117
2015-12-29,117
2015-12-30,117
2015-12-31,117
2016-01-01,117
2016-01-02,117
2016-01-03,122
2016-01-04,122
2016-01-05,122
2016-01-06,122
2016-01-07,122
2016-01-08,122
2016-01-09,122
2016-01-10,126
2016-01-11,126
2016-01-12,126
2016-01-13,126
2016-01-14,126
2016-01-15,126
2016-01-16,126
2016-01-17,125
2016-01-18,125
2016-01-19,125
2016-01-20,125
2016-01-21,125
2016-01-22,125
2016-01-23,125
2016-01-24,126
2016-01-25,126
2016-01-26,126
2016-01-27,126
2016-01-28,126
2016-01-29,126
2016-01-30,126
2016-01-31,130
2016-02-01,130
2016-02-02,130
2016-02-03,130
2016-02-04,130
2016-02-05,130
2016-02-06,130
2016-02-07,135
2016-02-08,135
2016-02-09,135
2016-02-10,135
2016-02-11,135
2016-02-12,135
2016-02-13,135
2016-02-14,136
2016-02-15,136
2016-02-16,136
2016-02-17,136
2016-02-18,136
2016-02-19,136
2016-02-20,136
2016-02-21,133
2016-02-22,133
2016-02-23,133
2016-02-24,133
2016-02-25,133
2016-02-26,133
2016-02-27,133
2016-02-28,134
2016-02-29,134
2016-03-01,134
2016-03-02,134
2016-03-03,134
2016-03-04,134
2016-03-05,134
2016-03-06,137
2016-03-07,137
2016-03-08,137
2016-03-09,137
2016-03-10,137
2016-03-11,137
2016-03-12,137
2016-03-13,139
2016-03-14,139
2016-03-15,139
2016-03-16,139
2016-03-17,139
2016-03-18,139
2016-03-19,139
2016-03-20,140
2016-03-21,140
2016-03-22,140
2016-03-23,140
2016-03-24,140
2016-03-25,140
2016-03-26,140
2016-03-27,140
2016-03-28,140
2016-03-29,140
2016-03-30,140
2016-03-31,140
2016-04-01,140
2016-04-02,140
2016-04-03,144
2016-04-04,144
2016-04-05,144
2016-04-06,144
2016-04-07,144
2016-04-08,144
2016-04-09,144
2016-04-10,141
2016-04-11,141
2016-04-12,141
2016-04-13,141
2016-04-14,141
2016-04-15,141
2016-04-16,141
2016-04-17,133
2016-04-18,133
2016-04-19,133
2016-04-20,133
2016-04-21,133
2016-04-22,133
2016-04-23,133
2016-04-24,126
2016-04-25,126
2016-04-26,126
2016-04-27,126
2016-04-28,126
