date_obj,Iron%20full%20helm price
2019-08-27,37
2019-08-27,37
2019-08-28,37
2019-08-29,35
2019-08-30,36
2019-08-31,37
2019-09-01,38
2019-09-02,38
2019-09-03,39
2019-09-04,40
2019-09-05,41
2019-09-06,43
2019-09-07,42
2019-09-08,42
2019-09-09,43
2019-09-10,44
2019-09-11,43
2019-09-12,43
2019-09-13,43
2019-09-14,44
2019-09-15,45
2019-09-16,45
2019-09-17,47
2019-09-18,47
2019-09-19,48
2019-09-20,48
2019-09-21,47
2019-09-22,45
2019-09-23,47
2019-09-24,47
2019-09-25,48
2019-09-26,47
2019-09-27,47
2019-09-28,49
2019-09-29,48
2019-09-30,50
2019-10-01,52
2019-10-02,53
2019-10-03,52
2019-10-04,53
2019-10-05,54
2019-10-06,54
2019-10-07,53
2019-10-08,53
2019-10-09,52
2019-10-10,52
2019-10-11,52
2019-10-12,52
2019-10-13,53
2019-10-14,53
2019-10-15,54
2019-10-16,54
2019-10-17,55
2019-10-18,55
2019-10-19,55
2019-10-20,54
2019-10-21,55
2019-10-22,55
2019-10-23,56
2019-10-24,56
2019-10-25,56
2019-10-26,57
2019-10-27,56
2019-10-28,56
2019-10-29,56
2019-10-30,56
2019-10-31,56
2019-11-01,56
2019-11-02,55
2019-11-03,55
2019-11-04,54
2019-11-05,52
2019-11-06,53
2019-11-07,51
2019-11-08,52
2019-11-09,52
2019-11-10,51
2019-11-11,50
2019-11-12,51
2019-11-13,51
2019-11-14,49
2019-11-15,46
2019-11-16,46
2019-11-17,44
2019-11-18,45
2019-11-19,44
2019-11-20,44
2019-11-21,44
2019-11-22,43
2019-11-23,45
2019-11-24,44
2019-11-25,44
2019-11-26,44
2019-11-27,45
2019-11-28,46
2019-11-29,46
2019-11-30,47
2019-12-01,47
2019-12-02,48
2019-12-03,49
2019-12-04,50
2019-12-05,49
2019-12-06,49
2019-12-07,49
2019-12-08,49
2019-12-09,48
2019-12-10,45
2019-12-11,44
2019-12-12,45
2019-12-13,46
2019-12-14,46
2019-12-15,44
2019-12-16,43
2019-12-17,43
2019-12-18,43
2019-12-19,44
2019-12-20,45
2019-12-21,44
2019-12-22,44
2019-12-23,44
2019-12-24,44
2019-12-25,43
2019-12-26,42
2019-12-27,41
2019-12-28,41
2019-12-29,40
2019-12-30,38
2019-12-31,37
2020-01-01,38
2020-01-02,39
2020-01-03,38
2020-01-04,36
2020-01-05,37
2020-01-06,37
2020-01-07,37
2020-01-08,37
2020-01-09,37
2020-01-10,37
2020-01-11,38
2020-01-12,39
2020-01-13,40
2020-01-14,41
2020-01-15,43
2020-01-16,44
2020-01-17,47
2020-01-18,49
2020-01-19,51
2020-01-20,52
2020-01-21,53
2020-01-22,54
2020-01-23,53
2020-01-24,51
2020-01-25,50
2020-01-26,49
2020-01-27,50
2020-01-28,50
2020-01-29,50
2020-01-30,49
2020-01-31,51
2020-02-01,51
2020-02-02,52
2020-02-03,52
2020-02-04,53
2020-02-05,53
2020-02-06,53
2020-02-07,53
2020-02-08,53
2020-02-09,53
2020-02-10,54
2020-02-11,54
2020-02-12,53
2020-02-13,53
2020-02-14,52
2020-02-15,53
2020-02-16,56
2020-02-17,59
2020-02-18,61
2020-02-19,62
2020-02-20,63
2020-02-21,62
2020-02-22,63
2020-02-23,62
2020-02-24,62
2020-02-25,62
2020-02-26,61
2020-02-27,61
2020-02-28,61
2020-02-29,61
2020-03-01,62
2020-03-02,62
2020-03-03,62
2020-03-04,61
2020-03-05,62
2020-03-06,63
2020-03-07,63
2020-03-08,62
2020-03-09,60
2020-03-10,59
2020-03-11,57
2020-03-12,57
2020-03-13,55
2020-03-14,53
2020-03-15,51
2020-03-16,49
2020-03-17,47
2020-03-18,46
2020-03-19,46
2020-03-20,44
2020-03-21,42
2020-03-22,41
2020-03-23,39
2020-03-24,38
2020-03-25,37
2020-03-26,36
2020-03-27,35
2020-03-28,34
2020-03-29,34
2020-03-30,35
2020-03-31,36
2020-04-01,37
2020-04-02,38
2020-04-03,38
2020-04-04,39
2020-04-05,40
2020-04-06,41
2020-04-07,40
2020-04-08,40
2020-04-09,39
2020-04-10,38
2020-04-11,37
2020-04-12,36
2020-04-13,35
2020-04-14,34
2020-04-15,35
2020-04-16,34
2020-04-17,34
2020-04-18,33
2020-04-19,33
2020-04-20,33
2020-04-21,33
2020-04-22,34
2020-04-23,34
2020-04-24,35
2020-04-25,34
2020-04-26,33
2020-04-27,32
2020-04-28,30
2020-04-29,28
2020-04-30,27
2020-05-01,27
2020-05-02,27
2020-05-03,25
2020-05-04,24
2020-05-05,24
2020-05-06,24
2020-05-07,25
2020-05-08,24
2020-05-09,24
2020-05-10,25
2020-05-11,26
2020-05-12,28
2020-05-13,29
