date_obj,Topaz%20ring price
2018-03-28,1898
2018-03-29,1898
2018-03-30,1898
2018-03-31,1898
2018-04-01,1898
2018-04-02,1898
2018-04-03,1898
2018-04-04,1898
2018-04-05,1898
2018-04-06,1898
2018-04-08,1898
2018-04-09,1898
2018-04-10,1898
2018-04-11,1898
2018-04-12,1898
2018-04-13,1898
2018-04-14,1898
2018-04-16,1949
2018-04-17,1949
2018-04-18,1949
2018-04-19,1949
2018-04-20,1949
2018-04-21,1949
2018-04-22,1949
2018-04-23,1949
2018-04-24,1949
2018-04-25,1949
2018-04-26,1949
2018-04-27,1949
2018-04-28,1949
2018-04-29,1949
2018-04-30,1949
2018-05-01,1949
2018-05-02,1949
2018-05-03,1949
2018-05-04,1949
2018-05-05,1949
2018-05-06,1949
2018-05-07,1949
2018-05-08,1949
2018-05-09,1949
2018-05-10,1949
2018-05-11,1949
2018-05-12,1949
2018-05-13,1949
2018-05-14,1949
2018-05-15,1949
2018-05-16,1949
2018-05-17,1949
2018-05-18,1949
2018-05-19,1949
2018-05-20,1949
2018-05-21,1949
2018-05-22,1949
2018-05-23,1949
2018-05-24,1949
2018-05-25,1949
2018-05-26,1949
2018-05-27,1949
2018-05-28,2034
2018-05-29,2034
2018-05-30,2034
2018-05-31,2034
2018-06-01,2034
2018-06-02,2034
2018-06-03,2034
2018-06-04,2034
2018-06-05,2034
2018-06-06,2034
2018-06-07,2034
2018-06-08,2034
2018-06-09,2034
2018-06-10,2034
2018-06-11,2034
2018-06-12,2034
2018-06-13,2034
2018-06-14,2034
2018-06-15,2034
2018-06-16,2034
2018-06-17,2034
2018-06-18,2034
2018-06-19,2034
2018-06-20,2034
2018-06-21,2034
2018-06-22,2034
2018-06-23,2034
2018-06-24,2034
2018-06-25,2034
2018-06-26,2034
2018-06-27,2034
2018-06-28,2034
2018-06-29,2034
2018-06-30,2034
2018-07-01,2034
2018-07-02,2034
2018-07-03,2034
2018-07-04,2034
2018-07-05,2034
2018-07-06,2034
2018-07-07,2034
2018-07-08,2034
2018-07-09,2034
2018-07-10,2034
2018-07-11,2034
2018-07-12,2034
2018-07-13,2034
2018-07-14,2034
2018-07-15,2034
2018-07-16,2034
2018-07-17,2034
2018-07-18,2034
2018-07-19,2034
2018-07-20,2034
2018-07-21,2034
2018-07-22,2034
2018-07-23,2034
2018-07-24,2034
2018-07-25,2034
2018-07-26,2034
2018-07-27,2034
2018-07-28,2034
2018-07-29,2034
2018-07-30,2034
2018-07-31,2034
2018-08-01,2034
2018-08-02,2034
2018-08-03,2034
2018-08-04,2034
2018-08-05,2034
2018-08-06,2034
2018-08-07,2034
2018-08-08,2034
2018-08-09,2034
2018-08-10,2034
2018-08-11,2034
2018-08-12,2034
2018-08-14,2034
2018-08-16,2034
2018-08-17,2034
2018-08-18,2034
2018-08-19,2034
2018-08-20,2034
2018-08-21,2034
2018-08-22,2034
2018-08-23,2034
2018-08-24,2034
2018-08-25,2034
2018-08-26,2034
2018-08-27,2034
2018-08-28,2034
2018-08-29,2034
2018-08-30,2034
2018-08-31,2034
2018-09-01,2034
2018-09-02,2034
2018-09-03,2034
2018-09-04,2034
2018-09-05,2034
2018-09-06,2034
2018-09-07,2034
2018-09-08,2034
2018-09-09,2034
2018-09-10,2034
2018-09-11,2034
2018-09-12,2034
2018-09-13,2034
2018-09-14,2034
2018-09-15,2034
2018-09-16,2034
2018-09-17,2034
2018-09-18,2034
2018-09-19,2034
2018-09-20,2069
2018-09-21,2069
2018-09-22,2069
2018-09-23,2069
2018-09-24,2069
2018-09-25,2069
2018-09-26,2069
2018-09-27,2069
2018-09-28,2069
2018-09-29,2069
2018-09-30,2069
2018-10-02,2069
2018-10-03,2069
2018-10-04,2069
2018-10-05,2069
2018-10-06,2069
2018-10-07,2069
2018-10-08,2069
2018-10-09,2069
2018-10-10,2069
2018-10-11,2069
2018-10-12,2069
2018-10-13,2069
2018-10-14,2069
2018-10-15,2069
2018-10-16,2069
2018-10-17,2069
2018-10-18,2069
2018-10-19,2069
2018-10-20,2069
2018-10-21,2069
2018-10-22,2069
2018-10-23,2069
2018-10-24,2069
2018-10-25,2069
2018-10-26,2069
2018-10-27,2069
2018-10-28,2069
2018-10-29,2069
2018-10-30,2069
2018-10-31,2069
2018-11-01,2069
2018-11-03,2069
2018-11-04,2069
2018-11-05,2069
2018-11-06,2069
2018-11-07,2069
2018-11-08,2069
2018-11-09,2069
2018-11-10,2069
2018-11-11,2069
2018-11-12,2069
2018-11-13,2069
2018-11-14,2069
2018-11-15,2087
2018-11-16,2087
2018-11-17,2087
2018-11-18,2087
2018-11-19,2087
2018-11-20,2087
2018-11-21,2087
2018-11-22,2087
2018-11-23,2087
2018-11-24,2087
2018-11-25,2087
2018-11-26,2087
2018-11-27,2087
2018-11-28,2087
2018-11-29,2087
2018-12-01,2087
2018-12-02,2087
2018-12-03,2087
2018-12-04,2087
2018-12-05,2087
2018-12-07,2087
2018-12-09,2087
2018-12-10,2087
2018-12-11,2087
2018-12-12,2070
2018-12-13,2070
2018-12-14,2070
2018-12-15,2070
2018-12-16,2070
2018-12-17,2070
2018-12-18,2070
2018-12-19,2070
2018-12-20,2070
2018-12-21,2070
2018-12-22,2070
2018-12-23,2070
2018-12-24,2070
2018-12-25,2070
2018-12-26,2070
2018-12-27,2070
2018-12-28,2070
2018-12-29,2070
2018-12-30,2070
2018-12-31,2070
2019-01-01,2070
2019-01-02,2070
2019-01-03,2070
2019-01-04,2070
2019-01-05,2070
2019-01-06,2070
2019-01-08,2070
2019-01-10,2124
2019-01-11,2124
2019-01-12,2124
2019-01-13,2124
2019-01-14,2124
2019-01-15,2124
2019-01-16,2124
2019-01-17,2124
2019-01-18,2124
2019-01-19,2124
2019-01-20,2124
2019-01-21,2124
2019-01-22,2124
2019-01-23,2124
2019-01-24,2124
2019-01-25,2124
2019-01-26,2124
2019-01-27,2124
2019-01-28,2124
2019-01-29,2124
2019-01-30,2124
2019-01-31,2124
2019-02-01,2124
2019-02-02,2124
2019-02-03,2124
2019-02-04,2203
2019-02-05,2203
2019-02-06,2203
2019-02-07,2203
2019-02-08,2203
2019-02-09,2203
2019-02-10,2203
2019-02-11,2203
2019-02-12,2203
2019-02-13,2203
2019-02-14,2203
2019-02-15,2203
2019-02-16,2203
2019-02-17,2203
2019-02-18,2203
2019-02-19,2203
2019-02-20,2203
2019-02-21,2203
2019-02-22,2203
2019-02-23,2203
2019-02-24,2203
2019-02-25,2203
2019-02-26,2203
2019-02-27,2203
2019-02-28,2203
2019-03-01,2203
2019-03-02,2203
2019-03-03,2203
2019-03-04,2203
2019-03-05,2203
2019-03-06,2203
2019-03-07,2203
2019-03-08,2203
2019-03-09,2203
2019-03-10,2203
2019-03-11,2203
2019-03-12,2203
2019-03-13,2203
2019-03-14,2203
2019-03-15,2203
2019-03-16,2203
2019-03-17,2203
2019-03-18,2203
2019-03-19,2203
2019-03-20,2203
2019-03-21,2203
2019-03-22,2203
2019-03-23,2203
2019-03-24,2203
2019-03-25,2203
2019-03-26,2203
2019-03-27,2203
2019-03-28,2203
2019-03-29,2203
2019-03-30,2203
2019-03-31,2203
2019-04-01,2203
2019-04-02,2203
2019-04-03,2203
2019-04-04,2203
2019-04-05,2203
2019-04-06,2203
2019-04-07,2233
2019-04-08,2233
2019-04-09,2233
2019-04-10,2233
2019-04-11,2233
2019-04-12,2233
2019-04-13,2233
2019-04-14,2233
2019-04-15,2233
2019-04-16,2233
2019-04-17,2233
2019-04-18,2233
2019-04-19,2233
2019-04-20,2233
2019-04-21,2233
2019-04-22,2233
2019-04-23,2233
2019-04-24,2233
2019-04-25,2233
2019-04-26,2233
2019-04-27,2233
2019-04-28,2233
2019-04-29,2233
2019-04-30,2233
2019-05-01,2233
2019-05-02,2233
2019-05-03,2233
2019-05-04,2233
2019-05-05,2233
2019-05-06,2233
2019-05-07,2233
2019-05-08,2233
2019-05-09,2233
2019-05-10,2233
2019-05-11,2233
2019-05-12,2233
2019-05-13,2233
2019-05-14,2233
2019-05-15,2233
2019-05-16,2233
2019-05-17,2233
2019-05-18,2233
2019-05-19,2233
2019-05-20,2233
2019-05-21,2233
2019-05-22,2233
2019-05-23,2255
2019-05-24,2255
2019-05-25,2255
2019-05-26,2255
2019-05-27,2255
2019-05-28,2255
2019-05-29,2255
2019-05-30,2255
2019-05-31,2255
2019-06-01,2255
2019-06-02,2255
2019-06-03,2255
2019-06-04,2255
2019-06-05,2255
2019-06-06,2255
2019-06-07,2255
2019-06-08,2255
2019-06-09,2255
2019-06-10,2255
2019-06-11,2255
2019-06-12,2255
2019-06-13,2255
2019-06-14,2255
2019-06-15,2255
2019-06-16,2255
2019-06-17,2255
2019-06-18,2255
2019-06-19,2255
2019-06-20,2255
2019-06-21,2255
2019-06-22,2255
2019-06-23,2255
2019-06-24,2255
2019-06-25,2255
2019-06-26,2255
2019-06-27,2255
2019-06-28,2255
2019-06-29,2255
2019-06-30,2255
2019-07-01,2255
2019-07-02,2255
2019-07-03,2255
2019-07-04,2255
2019-07-05,2255
2019-07-06,2255
2019-07-07,2255
2019-07-08,2255
2019-07-09,2255
2019-07-10,2267
2019-07-11,2267
2019-07-12,2267
2019-07-13,2267
2019-07-14,2267
2019-07-15,2267
2019-07-16,2267
2019-07-17,2267
2019-07-18,2267
2019-07-19,2267
2019-07-20,2267
2019-07-21,2267
2019-07-22,2267
2019-07-23,2267
2019-07-24,2267
2019-07-25,2267
2019-07-26,2267
2019-07-27,2267
2019-07-28,2267
2019-07-29,2267
2019-07-30,2267
2019-07-31,2267
2019-08-01,2267
2019-08-02,2267
2019-08-03,2267
2019-08-04,2267
2019-08-05,2267
2019-08-06,2267
2019-08-07,2267
2019-08-08,2267
2019-08-09,2267
2019-08-10,2267
2019-08-11,2267
2019-08-12,2267
2019-08-13,2267
2019-08-14,2267
2019-08-15,2267
2019-08-16,2267
2019-08-17,2267
2019-08-18,2267
2019-08-19,2267
2019-08-20,2267
2019-08-21,2267
2019-08-22,2267
2019-08-23,2267
2019-08-24,2267
2019-08-24,2267
2019-08-25,2267
2019-08-25,2267
2019-08-26,2320
2019-08-26,2320
2019-08-27,2320
2019-08-27,2320
2019-08-28,2320
2019-08-29,2320
2019-08-30,2320
2019-08-31,2320
2019-09-01,2320
2019-09-02,2320
2019-09-03,2320
2019-09-04,2320
2019-09-05,2320
2019-09-06,2320
2019-09-07,2320
2019-09-08,2320
2019-09-09,2320
2019-09-10,2320
2019-09-11,2320
2019-09-12,2320
2019-09-13,2320
2019-09-14,2320
2019-09-15,2320
2019-09-16,2320
2019-09-17,2320
2019-09-18,2320
2019-09-19,2320
2019-09-20,2320
2019-09-21,2320
2019-09-22,2320
2019-09-23,2320
2019-09-24,2320
2019-09-25,2320
2019-09-26,2320
2019-09-27,2320
2019-09-28,2320
2019-09-29,2320
2019-09-30,2320
2019-10-01,2320
2019-10-02,2320
2019-10-03,2320
2019-10-04,2397
2019-10-05,2397
2019-10-06,2397
2019-10-07,2397
2019-10-08,2397
2019-10-09,2397
2019-10-10,2397
2019-10-11,2397
2019-10-12,2397
2019-10-13,2397
2019-10-14,2397
2019-10-15,2397
2019-10-16,2397
2019-10-17,2397
2019-10-18,2397
2019-10-19,2397
2019-10-20,2397
2019-10-21,2397
2019-10-22,2397
2019-10-23,2397
2019-10-24,2397
2019-10-25,2397
2019-10-26,2397
2019-10-27,2397
2019-10-28,2397
2019-10-29,2397
2019-10-30,2397
2019-10-31,2397
2019-11-01,2397
2019-11-02,2397
2019-11-03,2397
2019-11-04,2397
2019-11-05,2397
2019-11-06,2397
2019-11-07,2397
2019-11-08,2397
2019-11-09,2397
2019-11-10,2397
2019-11-11,2397
2019-11-12,2397
2019-11-13,2397
2019-11-14,2397
2019-11-15,2397
2019-11-16,2397
2019-11-17,2397
2019-11-18,2489
2019-11-19,2489
2019-11-20,2489
2019-11-21,2489
2019-11-22,2489
2019-11-23,2489
2019-11-24,2489
2019-11-25,2489
2019-11-26,2489
2019-11-27,2489
2019-11-28,2489
2019-11-29,2489
2019-11-30,2489
2019-12-01,2489
2019-12-02,2489
2019-12-03,2489
2019-12-04,2489
2019-12-05,2489
2019-12-06,2489
2019-12-07,2489
2019-12-08,2489
2019-12-09,2489
2019-12-10,2489
2019-12-11,2489
2019-12-12,2489
2019-12-13,2489
2019-12-14,2489
2019-12-15,2489
2019-12-16,2489
2019-12-17,2489
2019-12-18,2489
2019-12-19,2489
2019-12-20,2489
2019-12-21,2489
2019-12-22,2555
2019-12-23,2555
2019-12-24,2555
2019-12-25,2555
2019-12-26,2555
2019-12-27,2555
2019-12-28,2555
2019-12-29,2555
2019-12-30,2555
2019-12-31,2555
2020-01-01,2555
2020-01-02,2555
2020-01-03,2555
2020-01-04,2555
2020-01-05,2555
2020-01-06,2555
2020-01-07,2555
2020-01-08,2555
2020-01-09,2555
2020-01-10,2555
2020-01-11,2555
2020-01-12,2555
2020-01-13,2555
2020-01-14,2555
2020-01-15,2555
2020-01-16,2555
2020-01-17,2555
2020-01-18,2555
2020-01-19,2622
2020-01-20,2622
2020-01-21,2622
2020-01-22,2622
2020-01-23,2622
2020-01-24,2622
2020-01-25,2622
2020-01-26,2622
2020-01-27,2622
2020-01-28,2622
2020-01-29,2622
2020-01-30,2622
2020-01-31,2622
2020-02-01,2622
2020-02-02,2622
2020-02-03,2622
2020-02-04,2711
2020-02-05,2711
2020-02-06,2711
2020-02-07,2711
2020-02-08,2711
2020-02-09,2711
2020-02-10,2711
2020-02-11,2711
2020-02-12,2711
2020-02-13,2711
2020-02-14,2711
2020-02-15,2711
2020-02-16,2711
2020-02-17,2711
2020-02-18,2810
2020-02-19,2810
2020-02-20,2810
2020-02-21,2810
2020-02-22,2810
2020-02-23,2810
2020-02-24,2810
2020-02-25,2810
2020-02-26,2810
2020-02-27,2810
2020-02-28,2810
2020-02-29,2810
2020-03-01,2810
2020-03-02,2911
2020-03-03,2911
2020-03-04,2911
2020-03-05,2911
2020-03-06,2911
2020-03-07,2911
2020-03-08,2911
2020-03-09,2911
2020-03-10,2911
2020-03-11,2911
2020-03-12,2911
2020-03-13,2911
2020-03-14,3020
2020-03-15,3020
2020-03-16,3020
2020-03-17,3020
2020-03-18,3020
2020-03-19,3020
2020-03-20,3020
2020-03-21,3020
2020-03-22,3020
2020-03-23,3020
2020-03-24,3119
2020-03-25,3119
2020-03-26,3119
2020-03-27,3119
2020-03-28,3119
2020-03-29,3119
2020-03-30,3119
2020-03-31,3119
2020-04-01,3214
2020-04-02,3214
2020-04-03,3214
2020-04-04,3214
2020-04-05,3214
2020-04-06,3214
2020-04-07,3214
2020-04-08,3214
2020-04-09,3214
2020-04-10,3214
2020-04-11,3323
2020-04-12,3323
2020-04-13,3323
2020-04-14,3323
2020-04-15,3323
2020-04-16,3323
2020-04-17,3323
2020-04-18,3323
2020-04-19,3439
2020-04-20,3439
2020-04-21,3439
2020-04-22,3439
2020-04-23,3439
2020-04-24,3439
2020-04-25,3439
2020-04-26,3439
2020-04-27,3439
2020-04-28,3564
2020-04-29,3564
2020-04-30,3564
2020-05-01,3564
2020-05-02,3564
2020-05-03,3564
2020-05-04,3564
2020-05-05,3564
2020-05-06,3564
2020-05-07,3564
2020-05-08,3564
2020-05-09,3564
2020-05-10,3564
2020-05-11,3564
2020-05-12,3564
2020-05-13,3564
