date_obj,Turquoise%20robe%20bottoms price
2015-03-04,11500
2015-03-05,11500
2015-03-06,10942
2015-03-07,10942
2015-03-08,10942
2015-03-09,10942
2015-03-10,10942
2015-03-11,10942
2015-03-12,10942
2015-03-13,10942
2015-03-14,10401
2015-03-15,10401
2015-03-16,10401
2015-03-17,10401
2015-03-18,10401
2015-03-19,10401
2015-03-20,10401
2015-03-21,10401
2015-03-22,9880
2015-03-23,9880
2015-03-24,9880
2015-03-25,9880
2015-03-26,9880
2015-03-27,9880
2015-03-28,9880
2015-03-29,9880
2015-03-30,9423
2015-03-31,9423
2015-04-01,9423
2015-04-02,9423
2015-04-03,9423
2015-04-04,9423
2015-04-05,9423
2015-04-06,8960
2015-04-07,8960
2015-04-08,8960
2015-04-09,8960
2015-04-10,8960
2015-04-11,8960
2015-04-12,8960
2015-04-13,8534
2015-04-14,8534
2015-04-15,8534
2015-04-16,8534
2015-04-17,8534
2015-04-18,8534
2015-04-19,8534
2015-04-20,8534
2015-04-21,8117
2015-04-22,8117
2015-04-23,8117
2015-04-24,8117
2015-04-25,8117
2015-04-26,8117
2015-04-27,8117
2015-04-28,8117
2015-04-29,7715
2015-04-30,7715
2015-05-01,7715
2015-05-02,7715
2015-05-03,7715
2015-05-04,7329
2015-05-05,7329
2015-05-06,7329
2015-05-07,7329
2015-05-08,6967
2015-05-09,6967
2015-05-10,6967
2015-05-11,6967
2015-05-12,6622
2015-05-13,6622
2015-05-14,6622
2015-05-15,6622
2015-05-16,6622
2015-05-17,6622
2015-05-18,6290
2015-05-19,6290
2015-05-20,6290
2015-05-21,6290
2015-05-22,6290
2015-05-23,6290
2015-05-24,6290
2015-05-25,5983
2015-05-26,5983
2015-05-27,5983
2015-05-28,5983
2015-05-29,5983
2015-05-30,5702
2015-05-31,5702
2015-06-01,5702
2015-06-02,5702
2015-06-03,5702
2015-06-04,5702
2015-06-05,5702
2015-06-06,5418
2015-06-07,5418
2015-06-08,5418
2015-06-09,5418
2015-06-10,5418
2015-06-11,5418
2015-06-12,5418
2015-06-13,5154
2015-06-14,5154
2015-06-15,5154
2015-06-16,5154
2015-06-17,5154
2015-06-18,5154
2015-06-19,5154
2015-06-20,4915
2015-06-21,4915
2015-06-22,4915
2015-06-23,4915
2015-06-24,4915
2015-06-25,4915
2015-06-26,4915
2015-06-27,4915
2015-06-28,4669
2015-06-29,4669
2015-06-30,4669
2015-07-01,4669
2015-07-02,4669
2015-07-03,4669
2015-07-04,4669
2015-07-05,4438
2015-07-06,4438
2015-07-07,4438
2015-07-08,4438
2015-07-09,4438
2015-07-10,4438
2015-07-11,4223
2015-07-12,4223
2015-07-13,4223
2015-07-14,4223
2015-07-15,4223
2015-07-16,4223
2015-07-17,4015
2015-07-18,4015
2015-07-19,4015
2015-07-20,4015
2015-07-21,4015
2015-07-22,4015
2015-07-23,4015
2015-07-24,3818
2015-07-25,3818
2015-07-26,3818
2015-07-27,3818
2015-07-28,3818
2015-07-29,3818
2015-07-30,3627
2015-07-31,3627
2015-08-01,3627
2015-08-02,3627
2015-08-03,3627
2015-08-04,3627
2015-08-05,3449
2015-08-06,3449
2015-08-07,3449
2015-08-08,3449
2015-08-09,3449
2015-08-10,3336
2015-08-11,3336
2015-08-12,3336
2015-08-13,3336
2015-08-14,3336
2015-08-15,3336
2015-08-16,3336
2015-08-17,3169
2015-08-18,3169
2015-08-19,3169
2015-08-20,3169
2015-08-21,3169
2015-08-22,3012
2015-08-23,3012
2015-08-24,3012
2015-08-25,3012
2015-08-26,3012
2015-08-27,3012
2015-08-28,2865
2015-08-29,2865
2015-08-30,2865
2015-08-31,2865
2015-09-01,83
2015-09-02,2865
2015-09-07,2726
2015-09-08,2726
2015-09-10,2726
2015-09-14,2594
2015-09-16,2594
2015-09-22,2474
2015-09-23,2474
2015-09-24,2474
2015-09-25,2378
2015-09-27,2378
2015-09-28,2378
2015-09-29,2378
2015-09-30,2378
2015-10-05,2261
2015-10-06,2261
2015-10-07,2261
2015-10-08,2261
2015-10-09,2261
2015-10-10,2261
2015-10-11,2147
2015-10-12,2147
2015-10-13,2147
2015-10-14,2147
2015-10-15,2147
2015-10-16,2147
2015-10-17,2147
2015-10-18,2147
2015-10-19,2041
2015-10-20,2041
2015-10-22,2041
2015-10-23,2041
2015-10-24,2041
2015-10-25,2041
2015-10-26,1940
2015-10-27,1940
2015-10-29,1940
2015-10-30,1940
2015-10-31,1940
2015-11-01,1940
2015-11-02,1940
2015-11-03,1940
2015-11-04,1864
2015-11-05,1864
2015-11-06,1864
2015-11-07,1864
2015-11-08,1864
2015-11-09,1864
2015-11-10,1864
2015-11-11,1864
2015-11-12,1779
2015-11-13,1779
2015-11-14,1779
2015-11-15,1779
2015-11-16,1779
2015-11-17,1779
2015-11-18,1779
2015-11-19,1779
2015-11-20,1779
2015-11-21,1694
2015-11-22,1694
2015-11-23,1694
2015-11-24,1694
2015-11-25,1694
2015-11-26,1694
2015-11-27,1694
2015-11-28,1618
2015-11-29,1618
2015-11-30,1618
2015-12-01,1618
2015-12-02,1618
2015-12-03,1618
2015-12-04,1618
2015-12-05,1618
2015-12-06,1537
2015-12-07,1537
2015-12-08,1537
2015-12-09,1537
2015-12-10,1537
2015-12-11,1537
2015-12-13,1475
2015-12-14,1475
2015-12-15,1475
2015-12-16,1475
2015-12-17,1475
2015-12-18,1475
2015-12-19,1475
2015-12-20,1443
2015-12-21,1443
2015-12-22,1443
2015-12-23,1443
2015-12-24,1443
2015-12-25,1443
2015-12-26,1443
2015-12-27,1370
2015-12-28,1370
2015-12-29,1370
2015-12-30,1370
2015-12-31,1370
2016-01-01,1370
2016-01-02,1370
2016-01-03,1301
2016-01-04,1301
2016-01-05,1301
2016-01-07,1301
2016-01-08,1301
2016-01-09,1249
2016-01-10,1249
2016-01-11,1249
2016-01-12,1249
2016-01-13,1249
2016-01-14,1249
2016-01-15,1190
2016-01-16,1190
2016-01-17,1190
2016-01-18,1190
2016-01-19,1190
2016-01-20,1190
2016-01-21,1137
2016-01-22,1137
2016-01-23,1137
2016-01-24,1137
2016-01-25,1137
2016-01-26,1137
2016-01-27,1095
2016-01-28,1095
2016-01-29,1095
2016-01-30,1095
2016-01-31,1095
2016-02-01,1095
2016-02-02,1095
2016-02-03,1057
2016-02-04,1057
2016-02-05,1057
2016-02-06,1057
2016-02-07,1057
2016-02-08,1057
2016-02-09,1017
2016-02-10,1017
2016-02-11,1017
2016-02-12,1017
2016-02-13,1017
2016-02-14,1017
2016-02-15,1007
2016-02-16,1007
2016-02-17,1007
2016-02-18,1007
2016-02-19,1007
2016-02-20,1007
2016-02-21,985
2016-02-22,985
2016-02-23,985
2016-02-24,985
2016-02-25,985
2016-02-26,985
2016-02-27,985
2016-02-28,969
2016-02-29,969
2016-03-01,969
2016-03-02,969
2016-03-03,969
2016-03-04,969
2016-03-05,972
2016-03-06,972
2016-03-07,972
2016-03-08,972
2016-03-09,972
2016-03-10,990
2016-03-11,990
2016-03-12,990
2016-03-13,990
2016-03-14,990
2016-03-15,985
2016-03-16,985
2016-03-17,985
2016-03-18,985
2016-03-19,985
2016-03-20,995
2016-03-21,995
2016-03-22,995
2016-03-23,995
2016-03-24,995
2016-03-25,990
2016-03-26,990
2016-03-27,990
2016-03-28,990
2016-03-29,990
2016-03-30,991
2016-03-31,991
2016-04-01,991
2016-04-02,991
2016-04-03,991
2016-04-04,1006
2016-04-05,1006
2016-04-06,1006
2016-04-07,1006
2016-04-08,1006
2016-04-09,1003
2016-04-10,1003
2016-04-11,1003
2016-04-12,1003
2016-04-13,1003
2016-04-14,1003
2016-04-15,983
2016-04-16,983
2016-04-17,983
2016-04-18,983
2016-04-19,983
2016-04-20,949
2016-04-21,949
2016-04-22,949
2016-04-23,949
2016-04-24,949
2016-04-25,952
2016-04-26,952
2016-04-27,952
2016-04-28,952
2016-04-29,952
2016-04-30,945
2016-05-01,945
2016-05-02,945
2016-05-03,945
2016-05-04,945
2016-05-05,947
2016-05-06,947
2016-05-07,947
2016-05-08,947
2016-05-09,947
2016-05-10,951
2016-05-11,951
2016-05-12,951
2016-05-13,951
2016-05-14,951
2016-05-15,944
2016-05-16,944
2016-05-17,944
2016-05-18,944
2016-05-19,944
2016-05-22,947
2016-05-23,947
2016-05-24,947
2016-05-25,947
2016-05-26,946
2016-05-27,946
2016-05-28,946
2016-05-29,946
2016-05-30,946
2016-05-31,946
2016-06-01,946
2016-06-02,946
2016-06-03,946
2016-06-04,946
2016-06-05,946
2016-06-06,922
2016-06-07,922
2016-06-08,922
2016-06-09,922
2016-06-10,922
2016-06-11,922
2016-06-12,900
2016-06-13,900
2016-06-14,900
2016-06-15,900
2016-06-16,900
2016-06-17,869
2016-06-18,869
2016-06-19,869
2016-06-20,869
2016-06-21,869
2016-06-22,869
2016-06-23,834
2016-06-24,834
2016-06-25,834
2016-06-26,834
2016-06-27,834
2016-06-28,834
2016-06-29,820
2016-06-30,820
2016-07-01,820
2016-07-02,820
2016-07-03,820
2016-07-04,808
2016-07-05,808
2016-07-06,832
2016-07-07,832
2016-07-08,801
2016-07-09,801
2016-07-10,800
2016-07-11,800
