date_obj,Onion price
2015-03-26,147
2015-03-27,147
2015-03-28,141
2015-03-29,141
2015-03-30,140
2015-03-31,136
2015-04-01,132
2015-04-02,131
2015-04-03,129
2015-04-04,125
2015-04-05,124
2015-04-06,117
2015-04-07,116
2015-04-08,116
2015-04-09,114
2015-04-10,114
2015-04-11,112
2015-04-12,112
2015-04-13,109
2015-04-14,109
2015-04-15,103
2015-04-16,97
2015-04-17,92
2015-04-18,87
2015-04-19,82
2015-04-20,82
2015-04-21,77
2015-04-22,73
2015-04-23,69
2015-04-24,65
2015-04-25,61
2015-04-26,57
2015-04-27,54
2015-04-28,51
2015-04-29,51
2015-04-30,48
2015-05-01,45
2015-05-02,42
2015-05-03,42
2015-05-04,39
2015-05-05,38
2015-05-06,38
2015-05-07,36
2015-05-08,35
2015-05-09,36
2015-05-10,37
2015-05-11,37
2015-05-12,38
2015-05-13,38
2015-05-14,38
2015-05-15,38
2015-05-16,37
2015-05-17,38
2015-05-18,40
2015-05-19,41
2015-05-20,41
2015-05-21,43
2015-05-22,44
2015-05-23,47
2015-05-24,48
2015-05-25,49
2015-05-26,49
2015-05-27,51
2015-05-28,48
2015-05-29,45
2015-05-30,42
2015-05-31,42
2015-06-01,42
2015-06-02,42
2015-06-03,40
2015-06-04,38
2015-06-05,36
2015-06-06,35
2015-06-07,34
2015-06-08,35
2015-06-09,36
2015-06-10,36
2015-06-11,37
2015-06-12,35
2015-06-13,35
2015-06-14,36
2015-06-15,36
2015-06-16,38
2015-06-17,38
2015-06-18,39
2015-06-19,38
2015-06-20,37
2015-06-21,38
2015-06-22,39
2015-06-23,40
2015-06-24,42
2015-06-25,42
2015-06-26,45
2015-06-27,45
2015-06-28,47
2015-06-29,48
2015-06-30,50
2015-07-01,52
2015-07-02,52
2015-07-03,55
2015-07-04,57
2015-07-05,59
2015-07-06,60
2015-07-07,61
2015-07-08,61
2015-07-09,61
2015-07-10,60
2015-07-11,60
2015-07-12,58
2015-07-13,58
2015-07-14,57
2015-07-15,57
2015-07-16,56
2015-07-17,56
2015-07-18,54
2015-07-19,54
2015-07-20,53
2015-07-21,52
2015-07-22,50
2015-07-23,50
2015-07-24,49
2015-07-25,48
2015-07-26,46
2015-07-27,46
2015-07-28,45
2015-07-29,44
2015-07-30,44
2015-07-31,43
2015-08-01,43
2015-08-02,43
2015-08-03,42
2015-08-04,41
2015-08-05,41
2015-08-06,39
2015-08-07,40
2015-08-08,38
2015-08-09,37
2015-08-10,36
2015-08-11,35
2015-08-12,35
2015-08-13,35
2015-08-14,33
2015-08-15,31
2015-08-16,30
2015-08-17,30
2015-08-18,29
2015-08-19,29
2015-08-20,31
2015-08-21,31
2015-08-22,31
2015-08-23,30
2015-08-24,28
2015-08-25,28
2015-08-26,28
2015-08-27,27
2015-08-28,27
2015-08-29,27
2015-08-30,27
2015-08-31,26
2015-09-01,26
2015-09-02,26
2015-09-03,25
2015-09-04,25
2015-09-05,25
2015-09-06,24
2015-09-07,23
2015-09-08,24
2015-09-09,24
2015-09-10,25
2015-09-11,26
2015-09-12,26
2015-09-13,26
2015-09-14,27
2015-09-15,28
2015-09-16,28
2015-09-17,28
2015-09-18,28
2015-09-19,27
2015-09-20,27
2015-09-21,29
2015-09-22,31
2015-09-23,31
2015-09-24,31
2015-09-25,31
2015-09-27,31
2015-09-28,30
2015-09-29,31
2015-09-30,30
2015-10-05,28
2015-10-06,29
2015-10-07,29
2015-10-08,29
2015-10-09,28
2015-10-10,28
2015-10-11,28
2015-10-12,30
2015-10-13,30
2015-10-14,31
2015-10-15,32
2015-10-16,31
2015-10-17,31
2015-10-18,31
2015-10-19,30
2015-10-20,29
2015-10-22,28
2015-10-23,27
2015-10-24,26
2015-10-25,26
2015-10-26,26
2015-10-27,26
2015-10-29,23
2015-10-30,21
2015-10-31,20
2015-11-01,20
2015-11-02,20
2015-11-03,21
2015-11-04,19
2015-11-05,20
2015-11-06,20
2015-11-07,20
2015-11-08,20
2015-11-09,21
2015-11-10,22
2015-11-11,23
2015-11-12,24
2015-11-13,24
2015-11-14,26
2015-11-15,27
2015-11-16,29
2015-11-17,31
2015-11-18,32
2015-11-19,33
2015-11-20,33
2015-11-21,33
2015-11-22,34
2015-11-23,34
2015-11-24,35
2015-11-25,35
2015-11-26,35
2015-11-27,36
2015-11-28,36
2015-11-29,38
2015-11-30,38
2015-12-01,40
2015-12-02,41
2015-12-03,44
2015-12-04,44
2015-12-05,47
2015-12-06,50
2015-12-07,52
2015-12-08,55
2015-12-09,57
2015-12-10,59
2015-12-11,62
2015-12-12,65
2015-12-13,68
2015-12-14,68
2015-12-15,70
2015-12-16,74
2015-12-17,74
2015-12-18,74
2015-12-19,75
2015-12-20,76
2015-12-21,75
2015-12-22,77
2015-12-23,78
2015-12-24,77
2015-12-25,75
2015-12-26,73
2015-12-27,72
2015-12-28,68
2015-12-29,66
2015-12-30,64
2015-12-31,63
2016-01-01,60
2016-01-02,59
2016-01-03,59
2016-01-04,59
2016-01-05,57
2016-01-06,56
2016-01-07,54
2016-01-08,51
2016-01-09,49
2016-01-10,48
2016-01-11,47
2016-01-12,46
2016-01-13,45
2016-01-14,43
2016-01-15,43
2016-01-16,44
2016-01-17,46
2016-01-18,47
2016-01-19,50
2016-01-20,53
2016-01-21,56
2016-01-22,58
2016-01-23,61
2016-01-24,63
2016-01-25,67
2016-01-26,71
2016-01-27,71
2016-01-28,71
2016-01-29,72
2016-01-30,72
2016-01-31,70
2016-02-01,69
2016-02-02,69
2016-02-03,69
2016-02-04,72
2016-02-05,70
2016-02-06,71
2016-02-07,72
2016-02-08,72
2016-02-09,73
2016-02-10,75
2016-02-11,76
2016-02-12,76
2016-02-13,75
2016-02-14,75
2016-02-15,71
2016-02-16,69
2016-02-17,67
2016-02-18,63
2016-02-19,62
2016-02-20,61
2016-02-21,60
2016-02-22,60
2016-02-23,61
2016-02-24,62
2016-02-25,62
2016-02-26,62
2016-02-27,62
2016-02-28,62
2016-02-29,66
2016-03-01,68
2016-03-02,69
2016-03-03,72
2016-03-04,75
2016-03-05,79
2016-03-06,83
2016-03-07,87
2016-03-08,92
2016-03-09,97
2016-03-10,102
2016-03-11,108
2016-03-12,113
2016-03-13,119
2016-03-14,121
2016-03-15,123
2016-03-16,117
2016-03-17,112
2016-03-18,110
2016-03-19,104
2016-03-20,98
2016-03-21,93
2016-03-22,88
2016-03-23,88
2016-03-24,86
2016-03-25,83
2016-03-26,81
2016-03-27,81
2016-03-28,79
2016-03-29,80
2016-03-30,80
2016-03-31,81
2016-04-01,80
2016-04-02,79
2016-04-03,78
2016-04-04,78
2016-04-05,81
2016-04-06,84
2016-04-07,85
2016-04-08,84
2016-04-09,82
2016-04-10,85
2016-04-11,85
2016-04-12,86
2016-04-13,84
2016-04-14,82
2016-04-15,82
2016-04-16,85
2016-04-17,83
2016-04-18,87
2016-04-19,90
2016-04-20,95
2016-04-21,94
2016-04-22,94
2016-04-23,89
2016-04-24,84
2016-04-25,79
2016-04-26,75
2016-04-27,71
2016-04-28,68
2016-04-29,66
2016-04-30,68
2016-05-01,66
2016-05-02,65
2016-05-03,64
2016-05-04,64
2016-05-05,65
2016-05-06,65
2016-05-07,64
2016-05-08,63
2016-05-09,65
2016-05-10,69
2016-05-11,73
2016-05-12,75
2016-05-13,71
2016-05-14,67
2016-05-15,63
2016-05-16,60
2016-05-17,60
2016-05-18,62
2016-05-19,62
2016-05-22,66
2016-05-23,64
2016-05-24,63
2016-05-25,63
2016-05-26,64
2016-05-27,63
2016-05-28,63
2016-05-29,63
2016-05-30,63
2016-05-31,65
2016-06-01,68
2016-06-02,72
2016-06-03,76
2016-06-04,80
2016-06-05,80
2016-06-06,82
2016-06-07,82
2016-06-08,86
2016-06-09,91
2016-06-10,94
2016-06-11,97
2016-06-12,102
2016-06-13,108
2016-06-14,114
2016-06-15,118
2016-06-16,115
2016-06-17,110
2016-06-18,108
2016-06-19,102
2016-06-20,96
2016-06-21,91
2016-06-22,86
2016-06-23,81
2016-06-24,76
2016-06-25,74
2016-06-26,73
2016-06-27,70
2016-06-28,68
2016-06-29,64
2016-06-30,60
2016-07-01,60
2016-07-02,61
2016-07-03,64
2016-07-04,64
2016-07-05,68
2016-07-06,72
2016-07-07,76
2016-07-08,79
2016-07-09,80
2016-07-10,83
2016-07-11,88
2016-07-12,93
2016-07-13,96
2016-07-14,96
2016-07-15,96
2016-07-16,93
2016-07-17,92
2016-07-18,93
2016-07-23,97
2016-07-24,99
2016-07-25,103
2016-07-26,103
2016-07-27,103
2016-07-28,106
2016-07-29,103
2016-07-30,102
2016-07-31,102
2016-08-01,97
2016-08-02,97
2016-08-03,95
2016-08-04,98
2016-08-05,98
2016-08-06,98
2016-08-07,100
2016-08-08,103
2016-08-09,109
2016-08-10,112
2016-08-11,112
2016-08-12,118
2016-08-13,123
2016-08-14,126
2016-08-15,127
2016-08-16,127
2016-08-17,125
2016-08-18,127
2016-08-19,129
2016-08-20,129
2016-08-21,129
2016-08-22,131
2016-08-23,138
2016-08-24,144
2016-08-25,152
2016-08-26,152
2016-08-28,142
2016-08-31,127
2016-09-01,120
2016-09-02,120
2016-09-03,114
2016-09-04,108
2016-09-05,102
2016-09-06,97
2016-09-07,97
2016-09-08,95
2016-09-09,95
2016-09-10,93
2016-09-11,93
2016-09-12,90
2016-09-13,85
2016-09-14,85
2016-09-15,82
2016-09-16,82
2016-09-17,77
2016-09-18,76
2016-09-19,76
2016-09-20,76
2016-09-21,76
2016-09-22,78
2016-09-23,75
2016-09-24,75
2016-09-25,73
2016-09-26,73
2016-09-27,71
2016-09-28,69
2016-09-29,69
2016-09-30,68
2016-10-01,66
2016-10-02,66
2016-10-03,66
2016-10-04,64
2016-10-05,64
2016-10-06,65
2016-10-07,65
2016-10-08,68
2016-10-09,68
2016-10-10,70
2016-10-11,73
2016-10-12,75
2016-10-13,79
2016-10-14,82
2016-10-15,87
2016-10-16,92
2016-10-17,97
2016-10-18,98
2016-10-19,93
2016-10-20,94
2016-10-21,93
2016-10-22,93
2016-10-23,93
2016-10-24,91
2016-10-25,91
2016-10-26,95
2016-10-27,95
2016-10-28,94
2016-10-29,91
2016-10-30,87
2016-10-31,85
2016-11-01,85
2016-11-02,81
2016-11-03,81
2016-11-04,77
2016-11-05,77
2016-11-06,73
2016-11-07,69
2016-11-08,68
2016-11-09,67
2016-11-10,67
2016-11-11,66
2016-11-12,66
2016-11-13,70
2016-11-14,73
2016-12-07,40
2016-12-08,42
2016-12-09,39
2016-12-10,37
2016-12-11,37
2016-12-12,37
2016-12-13,38
2016-12-14,40
2016-12-15,40
2016-12-16,39
2016-12-17,38
2016-12-18,39
2016-12-19,38
2016-12-20,37
2016-12-21,37
2016-12-22,35
2016-12-23,34
2016-12-24,34
2016-12-25,33
2016-12-26,32
2016-12-27,31
2016-12-28,32
2016-12-29,33
2016-12-30,33
2016-12-31,35
2017-01-01,37
2017-01-02,39
2017-01-03,41
2017-01-04,42
2017-01-05,42
2017-01-06,43
2017-01-07,45
2017-01-08,45
2017-01-09,44
2017-01-10,47
2017-01-11,46
2017-01-12,47
2017-01-13,47
2017-01-14,49
2017-01-15,49
2017-01-16,52
2017-01-17,54
2017-01-18,57
2017-01-19,60
2017-01-20,63
2017-01-21,66
2017-01-22,70
2017-01-27,66
2017-01-28,63
2017-01-29,61
2017-01-30,61
2017-01-31,59
2017-02-01,57
2017-02-02,56
2017-02-03,54
2017-02-04,54
2017-02-05,52
2017-02-06,50
2017-02-07,50
2017-02-08,50
2017-02-09,50
2017-02-10,52
2017-02-11,52
2017-02-12,50
2017-02-13,48
2017-02-14,48
2017-02-15,46
2017-02-16,43
2017-02-18,43
2017-02-19,41
2017-02-20,39
2017-02-21,39
2017-02-22,38
2017-02-23,37
2017-02-24,36
2017-02-25,34
2017-02-26,34
2017-02-27,33
2017-02-28,32
2017-03-01,32
2017-03-02,30
2017-03-03,31
2017-03-04,32
2017-03-05,32
2017-03-06,32
2017-03-07,34
2017-03-08,34
2017-03-09,35
2017-03-10,35
2017-03-11,34
2017-03-12,33
2017-03-13,32
2017-03-14,34
2017-03-15,35
2017-03-16,36
2017-03-17,36
2017-03-18,38
2017-03-19,39
2017-03-20,41
2017-03-21,42
2017-03-22,40
2017-03-23,41
2017-03-24,44
2017-03-25,44
2017-03-26,47
2017-03-27,49
2017-03-28,49
2017-03-29,50
2017-03-30,47
2017-03-31,45
2017-04-01,43
2017-04-02,40
2017-04-03,42
2017-04-04,45
2017-04-12,52
2017-04-13,55
2017-04-14,58
2017-04-15,61
2017-04-16,65
2017-04-17,66
2017-04-18,66
2017-04-19,67
2017-04-20,68
2017-04-21,72
2017-04-22,76
2017-04-23,80
2017-04-24,83
2017-04-25,87
2017-04-26,87
2017-04-27,88
2017-04-28,85
2017-04-29,87
2017-04-30,86
2017-05-01,90
2017-05-02,90
2017-05-03,92
2017-05-04,91
2017-05-05,95
2017-05-06,91
2017-05-07,94
2017-05-08,92
2017-05-09,93
2017-05-10,91
2017-05-11,94
2017-05-12,92
2017-05-13,91
2017-05-14,87
2017-05-15,85
2017-05-16,80
2017-05-17,76
2017-05-18,72
2017-05-19,72
2017-05-20,73
2017-05-21,73
2017-05-22,74
2017-05-23,77
2017-05-24,80
2017-05-25,84
2017-05-26,89
2017-05-27,93
2017-05-28,96
2017-05-29,100
2017-05-30,103
2017-05-31,98
2017-06-01,99
2017-06-02,102
2017-06-03,97
2017-06-06,99
2017-06-07,99
2017-06-08,99
2017-06-09,95
2017-06-10,91
2017-06-11,89
2017-06-12,87
2017-06-13,88
2017-06-14,87
2017-06-15,92
2017-06-16,90
2017-06-17,93
2017-06-18,95
2017-06-19,95
2017-06-20,95
2017-06-21,94
2017-06-22,92
2017-06-23,91
2017-06-24,89
2017-06-25,88
2017-06-26,84
2017-06-27,80
2017-06-28,77
2017-06-29,73
2017-06-30,73
2017-07-01,73
2017-07-02,69
2017-07-03,68
2017-07-04,66
2017-07-05,66
2017-07-06,62
2017-07-07,62
2017-07-08,58
2017-07-13,47
2017-07-14,45
2017-07-15,45
2017-07-16,43
2017-07-17,40
2017-07-18,38
2017-07-19,38
2017-07-20,37
2017-07-21,38
2017-07-22,38
2017-07-23,40
2017-07-24,40
2017-07-25,42
2017-07-26,45
2017-07-27,46
2017-07-28,48
2017-07-29,49
2017-07-30,48
2017-07-31,48
2017-08-01,49
2017-08-02,50
2017-08-03,51
2017-08-04,49
2017-08-05,47
2017-08-06,45
