date_obj,Pie%20dish price
2015-03-26,42
2015-03-27,45
2015-03-28,47
2015-03-29,50
2015-03-30,49
2015-03-31,50
2015-04-01,51
2015-04-02,50
2015-04-03,51
2015-04-04,49
2015-04-05,52
2015-04-06,54
2015-04-07,55
2015-04-08,52
2015-04-09,54
2015-04-10,55
2015-04-11,53
2015-04-12,53
2015-04-13,52
2015-04-14,54
2015-04-15,54
2015-04-16,55
2015-04-17,58
2015-04-18,61
2015-04-19,63
2015-04-20,67
2015-04-21,67
2015-04-22,63
2015-04-23,59
2015-04-24,59
2015-04-25,61
2015-04-26,63
2015-04-27,67
2015-04-28,71
2015-04-29,75
2015-04-30,78
2015-05-01,79
2015-05-02,81
2015-05-03,84
2015-05-04,85
2015-05-05,88
2015-05-06,92
2015-05-07,96
2015-05-08,98
2015-05-09,99
2015-05-10,98
2015-05-11,94
2015-05-12,93
2015-05-13,88
2015-05-14,83
2015-05-15,84
2015-05-16,83
2015-05-17,84
2015-05-18,84
2015-05-19,84
2015-05-20,85
2015-05-21,84
2015-05-22,84
2015-05-23,84
2015-05-24,79
2015-05-25,75
2015-05-26,71
2015-05-27,67
2015-05-28,63
2015-05-29,61
2015-05-30,63
2015-05-31,65
2015-06-01,65
2015-06-02,67
2015-06-03,69
2015-06-04,70
2015-06-05,66
2015-06-06,62
2015-06-07,58
2015-06-08,55
2015-06-09,52
2015-06-10,50
2015-06-11,52
2015-06-12,54
2015-06-13,57
2015-06-14,60
2015-06-15,57
2015-06-16,57
2015-06-17,60
2015-06-18,62
2015-06-19,65
2015-06-20,62
2015-06-21,58
2015-06-22,60
2015-06-23,60
2015-06-24,62
2015-06-25,65
2015-06-26,66
2015-06-27,62
2015-06-28,62
2015-06-29,62
2015-06-30,66
2015-07-01,70
2015-07-02,68
2015-07-03,69
2015-07-04,73
2015-07-05,75
2015-07-06,71
2015-07-07,67
2015-07-08,63
2015-07-09,59
2015-07-10,56
2015-07-11,53
2015-07-12,50
2015-07-13,47
2015-07-14,44
2015-07-15,41
2015-07-16,38
2015-07-17,36
2015-07-18,34
2015-07-19,32
2015-07-20,30
2015-07-21,28
2015-07-22,29
2015-07-23,31
2015-07-24,33
2015-07-25,35
2015-07-26,37
2015-07-27,39
2015-07-28,41
2015-07-29,44
2015-07-30,47
2015-07-31,49
2015-08-01,52
2015-08-02,55
2015-08-03,57
2015-08-04,60
2015-08-05,62
2015-08-06,65
2015-08-07,69
2015-08-08,73
2015-08-09,77
2015-08-10,81
2015-08-11,83
2015-08-12,88
2015-08-13,87
2015-08-14,92
2015-08-15,97
2015-08-16,102
2015-08-17,106
2015-08-18,109
2015-08-19,115
2015-08-20,116
2015-08-21,119
2015-08-22,124
2015-08-23,127
2015-08-24,134
2015-08-25,138
2015-08-26,143
2015-08-27,149
2015-08-28,150
2015-08-29,151
2015-08-30,153
2015-08-31,148
2015-09-01,143
2015-09-02,139
2015-09-03,140
2015-09-04,143
2015-09-05,146
2015-09-06,145
2015-09-07,145
2015-09-08,145
2015-09-09,145
2015-09-10,145
2015-09-11,145
2015-09-12,144
2015-09-13,144
2015-09-14,145
2015-09-15,144
2015-09-16,143
2015-09-17,144
2015-09-18,145
2015-09-19,145
2015-09-20,143
2015-09-21,142
2015-09-22,142
2015-09-23,140
2015-09-24,133
2015-09-25,126
2015-09-27,113
2015-09-28,107
2015-09-29,101
2015-09-30,95
2015-10-05,72
2015-10-06,68
2015-10-07,64
2015-10-08,60
2015-10-09,57
2015-10-10,57
2015-10-11,57
2015-10-12,59
2015-10-13,60
2015-10-14,58
2015-10-15,59
2015-10-16,60
2015-10-17,59
2015-10-18,61
2015-10-19,63
2015-10-20,64
2015-10-22,67
2015-10-23,69
2015-10-24,71
2015-10-25,71
2015-10-26,71
2015-10-27,69
2015-10-29,69
2015-10-30,70
2015-10-31,73
2015-11-01,75
2015-11-02,77
2015-11-03,75
2015-11-04,73
2015-11-05,73
2015-11-06,70
2015-11-07,66
2015-11-08,65
2015-11-09,68
2015-11-10,71
2015-11-11,71
2015-11-12,72
2015-11-13,71
2015-11-14,73
2015-11-15,73
2015-11-16,73
2015-11-17,71
2015-11-18,69
2015-11-19,71
2015-11-20,71
2015-11-21,73
2015-11-22,74
2015-11-23,70
2015-11-24,69
2015-11-25,68
2015-11-26,67
2015-11-27,66
2015-11-28,63
2015-11-29,62
2015-11-30,63
2015-12-01,61
2015-12-02,61
2015-12-03,62
2015-12-04,63
2015-12-05,63
2015-12-06,60
2015-12-07,60
2015-12-08,59
2015-12-09,60
2015-12-10,59
2015-12-11,59
2015-12-12,58
2015-12-13,58
2015-12-14,58
2015-12-15,58
2015-12-16,57
2015-12-17,58
2015-12-18,58
2015-12-19,58
2015-12-20,57
2015-12-21,58
2015-12-22,58
2015-12-23,58
2015-12-24,55
2015-12-25,54
2015-12-26,54
2015-12-27,54
2015-12-28,53
2015-12-29,53
2015-12-30,54
2015-12-31,54
2016-01-01,54
2016-01-02,54
2016-01-03,54
2016-01-04,54
2016-01-05,53
2016-01-06,53
2016-01-07,53
2016-01-08,54
2016-01-09,54
2016-01-10,54
2016-01-11,54
2016-01-12,54
2016-01-13,54
2016-01-14,54
2016-01-15,53
2016-01-16,53
2016-01-17,51
2016-01-18,51
2016-01-19,50
2016-01-20,50
2016-01-21,51
2016-01-22,51
2016-01-23,53
2016-01-24,53
2016-01-25,53
2016-01-26,53
2016-01-27,54
2016-01-28,54
2016-01-29,51
2016-01-30,51
2016-01-31,53
2016-02-01,53
2016-02-02,53
2016-02-03,53
2016-02-04,54
2016-02-05,54
2016-02-06,54
2016-02-07,54
2016-02-08,54
2016-02-09,53
2016-02-10,53
2016-02-11,54
2016-02-12,54
2016-02-13,54
2016-02-14,54
2016-02-15,56
2016-02-16,56
2016-02-17,56
2016-02-18,56
2016-02-19,56
2016-02-20,59
2016-02-21,59
2016-02-22,59
2016-02-23,59
2016-02-24,59
2016-02-25,59
2016-02-26,59
2016-02-27,59
2016-02-28,59
2016-02-29,59
2016-03-01,59
2016-03-02,59
2016-03-03,59
2016-03-04,59
2016-03-05,58
2016-03-06,58
2016-03-07,58
2016-03-08,58
2016-03-09,58
2016-03-10,58
2016-03-11,58
2016-03-12,58
2016-03-13,58
2016-03-14,58
2016-03-15,59
2016-03-16,59
2016-03-17,59
2016-03-18,59
2016-03-19,58
2016-03-20,58
2016-03-21,58
2016-03-22,58
2016-03-23,57
2016-03-24,57
2016-03-25,58
2016-03-26,58
2016-03-27,58
2016-03-28,58
2016-03-29,58
2016-03-30,58
2016-03-31,56
2016-04-01,56
2016-04-02,56
2016-04-03,56
2016-04-04,56
2016-04-05,55
2016-04-06,55
2016-04-07,52
2016-04-08,52
2016-04-09,49
2016-04-10,49
2016-04-11,46
2016-04-12,46
2016-04-14,43
2016-04-15,45
2016-04-16,45
2016-04-17,47
2016-04-18,47
2016-04-19,49
2016-04-20,49
2016-04-21,52
2016-04-22,52
2016-04-23,52
2016-04-24,54
2016-04-25,54
2016-04-26,56
2016-04-27,56
2016-04-28,58
2016-04-29,58
2016-04-30,58
2016-05-01,58
2016-05-02,57
2016-05-03,57
2016-05-04,54
2016-05-05,54
2016-05-06,52
2016-05-07,52
2016-05-08,52
2016-05-09,52
2016-05-10,49
2016-05-11,49
2016-05-12,46
2016-05-13,46
2016-05-14,43
2016-05-15,43
2016-05-16,41
2016-05-17,41
2016-05-18,38
2016-05-19,38
2016-05-22,37
2016-05-23,37
2016-05-24,38
2016-05-25,38
2016-05-26,40
2016-05-27,42
2016-05-28,42
2016-05-29,44
2016-05-30,44
2016-05-31,45
2016-06-01,45
2016-06-02,45
2016-06-03,45
2016-06-04,45
2016-06-05,45
2016-06-06,45
2016-06-07,45
2016-06-08,45
2016-06-09,44
2016-06-10,44
2016-06-11,44
2016-06-12,45
2016-06-13,45
2016-06-14,46
2016-06-15,46
2016-06-16,47
2016-06-17,50
2016-06-18,50
2016-06-19,52
2016-06-20,52
2016-06-21,55
2016-06-22,55
2016-06-23,57
2016-06-24,57
2016-06-25,54
2016-06-26,54
2016-06-27,51
2016-06-28,51
2016-06-29,48
2016-06-30,48
2016-07-01,45
2016-07-02,45
2016-07-03,44
2016-07-04,44
2016-07-05,44
2016-07-06,45
2016-07-07,45
2016-07-08,46
2016-07-09,46
2016-07-10,47
2016-07-11,47
2016-07-12,48
2016-07-13,48
2016-07-14,49
2016-07-15,49
2016-07-16,47
2016-07-17,47
2016-07-18,47
2016-07-23,50
2016-07-24,50
2016-07-25,50
2016-07-26,50
2016-07-27,49
2016-07-28,49
2016-07-29,49
2016-07-30,49
2016-07-31,52
2016-08-01,52
2016-08-02,55
2016-08-03,55
2016-08-04,58
2016-08-05,58
2016-08-06,61
2016-08-07,61
2016-08-08,65
2016-08-09,69
2016-08-10,69
2016-08-11,73
2016-08-12,73
2016-08-13,75
2016-08-14,75
2016-08-15,77
2016-08-16,77
2016-08-17,73
2016-08-18,73
2016-08-19,76
2016-08-20,76
2016-08-21,75
2016-08-22,75
2016-08-23,78
2016-08-24,78
2016-08-25,80
2016-08-26,80
2016-08-28,81
2016-08-31,83
2016-09-01,81
2016-09-02,81
2016-09-03,81
2016-09-04,78
2016-09-05,78
2016-09-06,80
2016-09-07,80
2016-09-08,80
2016-09-09,81
2016-09-10,81
2016-09-11,80
2016-09-12,80
2016-09-13,84
2016-09-14,84
2016-09-15,89
2016-09-16,89
2016-09-17,94
2016-09-18,94
2016-09-19,91
2016-09-20,91
2016-09-21,91
2016-09-22,92
2016-09-23,92
2016-09-24,92
2016-09-25,96
2016-09-26,96
2016-09-27,96
2016-09-28,96
2016-09-29,96
