date_obj,Iron%20chainbody price
2015-03-26,898
2015-03-27,898
2015-03-28,854
2015-03-29,818
2015-03-30,778
2015-03-31,739
2015-04-01,702
2015-04-02,666
2015-04-03,632
2015-04-04,600
2015-04-05,570
2015-04-06,542
2015-04-07,515
2015-04-08,489
2015-04-09,472
2015-04-10,463
2015-04-11,454
2015-04-12,441
2015-04-13,429
2015-04-14,419
2015-04-15,418
2015-04-16,416
2015-04-17,414
2015-04-18,407
2015-04-19,402
2015-04-20,396
2015-04-21,395
2015-04-22,393
2015-04-23,393
2015-04-24,398
2015-04-25,394
2015-04-26,394
2015-04-27,384
2015-04-28,369
2015-04-29,369
2015-04-30,369
2015-05-01,365
2015-05-02,363
2015-05-03,362
2015-05-04,365
2015-05-05,373
2015-05-06,375
2015-05-07,382
2015-05-08,387
2015-05-09,388
2015-05-10,395
2015-05-11,405
2015-05-12,405
2015-05-13,412
2015-05-14,398
2015-05-15,391
2015-05-16,390
2015-05-17,383
2015-05-18,380
2015-05-19,372
2015-05-20,379
2015-05-21,373
2015-05-22,370
2015-05-23,374
2015-05-24,383
2015-05-25,390
2015-05-26,394
2015-05-27,391
2015-05-28,394
2015-05-29,397
2015-05-30,389
2015-05-31,390
2015-06-01,380
2015-06-02,380
2015-06-03,381
2015-06-04,372
2015-06-05,363
2015-06-06,360
2015-06-07,348
2015-06-08,345
2015-06-09,337
2015-06-10,340
2015-06-11,335
2015-06-12,336
2015-06-13,343
2015-06-14,346
2015-06-15,346
2015-06-16,349
2015-06-17,365
2015-06-18,373
2015-06-19,369
2015-06-20,364
2015-06-21,345
2015-06-22,327
2015-06-23,325
2015-06-24,331
2015-06-25,329
2015-06-26,331
2015-06-27,336
2015-06-28,340
2015-06-29,341
2015-06-30,335
2015-07-01,336
2015-07-02,336
2015-07-03,325
2015-07-04,331
2015-07-05,338
2015-07-06,339
2015-07-07,349
2015-07-08,354
2015-07-09,364
2015-07-10,360
2015-07-11,361
2015-07-12,371
2015-07-13,364
2015-07-14,368
2015-07-15,366
2015-07-16,364
2015-07-17,366
2015-07-18,375
2015-07-19,381
2015-07-20,387
2015-07-21,385
2015-07-22,382
2015-07-23,382
2015-07-24,380
2015-07-25,366
2015-07-26,360
2015-07-27,361
2015-07-28,369
2015-07-29,376
2015-07-30,370
2015-07-31,377
2015-08-01,393
2015-08-02,405
2015-08-03,408
2015-08-04,420
2015-08-05,418
2015-08-06,427
2015-08-07,421
2015-08-08,422
2015-08-09,417
2015-08-10,405
2015-08-11,399
2015-08-12,401
2015-08-13,402
2015-08-14,399
2015-08-15,405
2015-08-16,413
2015-08-17,430
2015-08-18,435
2015-08-19,423
2015-08-20,418
2015-08-21,414
2015-08-22,412
2015-08-23,414
2015-08-24,409
2015-08-25,409
2015-08-26,407
2015-08-27,398
2015-08-28,401
2015-08-29,407
2015-08-30,387
2015-08-31,384
2015-09-01,374
2015-09-02,363
2015-09-03,366
2015-09-04,357
2015-09-05,355
2015-09-06,353
2015-09-07,348
2015-09-08,334
2015-09-09,334
2015-09-10,338
2015-09-11,337
2015-09-12,323
2015-09-13,325
2015-09-14,322
2015-09-15,325
2015-09-16,336
2015-09-17,335
2015-09-18,336
2015-09-19,337
2015-09-20,335
2015-09-21,334
2015-09-22,334
2015-09-23,334
2015-09-24,334
2015-09-25,334
2015-09-27,336
2015-09-28,338
2015-09-29,336
2015-09-30,341
2015-10-05,334
2015-10-06,337
2015-10-07,336
2015-10-08,333
2015-10-09,334
2015-10-10,334
2015-10-11,333
2015-10-12,334
2015-10-13,335
2015-10-14,330
2015-10-15,328
2015-10-16,325
2015-10-17,325
2015-10-18,317
2015-10-19,309
2015-10-20,294
2015-10-22,299
2015-10-23,299
2015-10-24,299
2015-10-25,308
2015-10-26,312
2015-10-27,321
2015-10-29,318
2015-10-30,326
2015-10-31,338
2015-11-01,342
2015-11-02,352
2015-11-03,361
2015-11-04,358
2015-11-05,355
2015-11-06,350
2015-11-07,338
2015-11-08,340
2015-11-09,341
2015-11-10,332
2015-11-11,328
2015-11-12,322
2015-11-13,329
2015-11-14,331
2015-11-15,332
2015-11-16,328
2015-11-17,334
2015-11-18,334
2015-11-19,323
2015-11-20,322
2015-11-21,322
2015-11-22,316
2015-11-23,316
2015-11-24,310
2015-11-25,305
2015-11-26,319
2015-11-27,324
2015-11-28,324
2015-11-29,315
2015-11-30,312
2015-12-01,317
2015-12-02,315
2015-12-03,314
2015-12-04,318
2015-12-05,316
2015-12-06,317
2015-12-07,312
2015-12-08,307
2015-12-10,307
2015-12-11,311
2015-12-12,306
2015-12-13,295
2015-12-14,293
2015-12-15,290
2015-12-16,303
2015-12-17,311
2015-12-18,319
2015-12-19,328
2015-12-20,343
2015-12-21,352
2015-12-22,365
2015-12-23,378
2015-12-24,366
2015-12-25,373
2015-12-26,383
2015-12-27,397
2015-12-28,417
2015-12-29,427
2015-12-30,429
2015-12-31,436
2016-01-01,435
2016-01-02,424
2016-01-03,406
2016-01-04,396
2016-01-05,382
2016-01-06,362
2016-01-07,358
2016-01-08,348
2016-01-09,341
2016-01-10,338
2016-01-11,337
2016-01-12,339
2016-01-13,348
2016-01-14,348
2016-01-15,341
2016-01-16,344
2016-01-17,346
2016-01-18,338
2016-01-19,333
2016-01-20,328
2016-01-21,311
2016-01-22,295
2016-01-23,284
2016-01-24,277
2016-01-25,271
2016-01-26,271
2016-01-27,266
2016-01-28,266
2016-01-29,269
2016-01-30,271
2016-01-31,266
2016-02-01,260
2016-02-02,247
2016-02-03,234
2016-02-04,225
2016-02-05,223
2016-02-06,221
2016-02-07,222
2016-02-08,220
2016-02-09,225
2016-02-10,226
2016-02-11,227
2016-02-12,224
2016-02-13,226
2016-02-14,232
2016-02-15,244
2016-02-16,254
2016-02-17,266
2016-02-18,280
2016-02-19,288
2016-02-20,291
2016-02-21,303
2016-02-22,306
2016-02-23,314
2016-02-24,329
2016-02-25,339
2016-02-26,342
2016-02-27,343
2016-02-28,348
2016-02-29,347
2016-03-01,352
2016-03-02,353
2016-03-03,354
2016-03-04,352
2016-03-05,345
2016-03-06,340
2016-03-07,327
2016-03-08,319
2016-03-09,317
2016-03-10,321
2016-03-11,315
2016-03-12,313
2016-03-13,318
2016-03-14,321
2016-03-15,329
2016-03-16,331
2016-03-17,333
2016-03-18,334
2016-03-19,334
2016-03-20,336
2016-03-21,349
2016-03-22,350
2016-03-23,349
2016-03-24,355
2016-03-25,366
2016-03-26,369
2016-03-27,372
2016-03-28,377
2016-03-29,383
2016-03-30,385
2016-03-31,394
2016-04-01,393
2016-04-02,395
2016-04-03,403
2016-04-04,413
2016-04-05,415
2016-04-06,424
2016-04-07,422
2016-04-08,416
2016-04-09,410
2016-04-10,410
2016-04-11,410
2016-04-12,393
2016-04-13,386
2016-04-14,377
2016-04-15,378
2016-04-16,366
2016-04-17,358
2016-04-18,349
2016-04-19,343
2016-04-20,334
2016-04-21,333
2016-04-22,327
2016-04-23,321
2016-04-24,327
2016-04-25,335
2016-04-26,338
2016-04-27,344
2016-04-28,351
2016-04-29,341
2016-04-30,328
2016-05-01,324
2016-05-02,323
2016-05-03,308
2016-05-04,298
2016-05-05,287
2016-05-06,278
2016-05-07,272
2016-05-08,265
2016-05-09,267
2016-05-10,267
2016-05-11,269
2016-05-12,269
2016-05-13,275
2016-05-14,281
2016-05-15,288
2016-05-16,293
2016-05-17,295
2016-05-18,295
2016-05-19,292
2016-05-22,287
2016-05-23,287
2016-05-24,294
2016-05-25,295
2016-05-26,300
2016-05-27,296
2016-05-28,281
2016-05-29,280
2016-05-30,284
2016-05-31,284
2016-06-01,288
2016-06-02,292
2016-06-03,292
2016-06-04,289
2016-06-05,284
2016-06-06,282
2016-06-07,278
2016-06-08,279
2016-06-09,280
2016-06-10,276
2016-06-11,273
2016-06-12,272
2016-06-13,274
2016-06-14,278
2016-06-15,281
2016-06-16,280
2016-06-17,274
2016-06-18,272
2016-06-19,271
2016-06-20,264
2016-06-21,261
2016-06-22,258
2016-06-23,258
2016-06-24,259
2016-06-25,259
2016-06-26,254
2016-06-27,253
2016-06-28,254
2016-06-29,257
2016-06-30,260
2016-07-01,259
2016-07-02,266
2016-07-03,269
2016-07-04,277
2016-07-05,273
2016-07-06,277
2016-07-07,279
2016-07-08,276
2016-07-09,277
2016-07-10,283
2016-07-11,294
2016-07-12,307
2016-07-13,323
2016-07-14,340
2016-07-15,357
2016-07-16,370
2016-07-17,387
2016-07-18,402
2016-07-23,463
2016-07-24,467
2016-07-25,465
2016-07-26,442
2016-07-27,434
2016-07-28,418
2016-07-29,422
2016-07-30,402
2016-07-31,387
2016-08-01,376
2016-08-02,363
2016-08-03,348
2016-08-04,330
2016-08-05,332
2016-08-06,329
2016-08-07,327
2016-08-08,311
2016-08-09,302
2016-08-10,286
2016-08-11,286
2016-08-12,294
2016-08-13,292
2016-08-14,282
2016-08-15,273
2016-08-16,278
2016-08-17,282
2016-08-18,273
2016-08-19,282
2016-08-20,287
2016-08-21,296
2016-08-22,302
2016-08-23,310
2016-08-24,308
2016-08-25,318
2016-08-26,318
2016-08-28,328
2016-08-31,325
2016-09-01,316
2016-09-02,316
2016-09-03,320
2016-09-04,318
2016-09-05,319
2016-09-06,309
2016-09-07,301
2016-09-08,300
2016-09-09,303
2016-09-10,303
2016-09-11,303
2016-09-12,308
2016-09-13,311
2016-09-14,316
2016-09-15,317
2016-09-16,311
2016-09-17,297
2016-09-18,283
2016-09-19,274
2016-09-20,265
2016-09-21,258
2016-09-22,256
2016-09-23,254
2016-09-24,254
2016-09-25,255
2016-09-26,258
2016-09-27,263
2016-09-28,266
2016-09-29,272
2016-09-30,270
2016-10-01,276
2016-10-02,279
2016-10-03,283
2016-10-04,281
2016-10-05,279
2016-10-06,265
2016-10-07,265
2016-10-08,259
2016-10-09,251
2016-10-10,248
2016-10-11,256
2016-10-12,261
2016-10-13,265
2016-10-14,269
2016-10-15,269
2016-10-16,272
2016-10-17,274
2016-10-18,270
2016-10-19,269
2016-10-20,267
2016-10-21,266
2016-10-22,261
2016-10-23,266
2016-10-24,263
2016-10-25,262
2016-10-26,265
2016-10-27,268
2016-10-28,263
2016-10-29,266
2016-10-30,266
2016-10-31,259
2016-11-01,259
2016-11-02,261
2016-11-03,260
2016-11-04,251
2016-11-05,243
2016-11-06,240
2016-11-07,242
2016-11-08,242
2016-11-09,241
2016-11-10,238
2016-11-11,242
2016-11-12,241
2016-11-13,235
2016-11-14,227
2016-12-07,204
2016-12-08,205
2016-12-09,204
2016-12-10,207
2016-12-11,205
2016-12-12,205
2016-12-13,201
2016-12-14,197
2016-12-15,196
2016-12-16,192
2016-12-17,185
2016-12-18,175
2016-12-19,173
2016-12-20,170
2016-12-21,167
2016-12-22,164
2016-12-23,163
2016-12-24,166
2016-12-25,166
2016-12-26,166
2016-12-27,166
2016-12-28,170
2016-12-29,174
2016-12-30,177
2016-12-31,178
2017-01-01,184
2017-01-02,181
2017-01-03,182
2017-01-04,185
2017-01-05,181
2017-01-06,174
2017-01-07,168
2017-01-08,159
2017-01-09,159
2017-01-10,155
2017-01-11,152
2017-01-12,151
2017-01-13,144
2017-01-14,146
2017-01-15,144
2017-01-16,148
2017-01-17,150
2017-01-18,146
2017-01-19,144
2017-01-20,144
2017-01-21,144
2017-01-22,145
2017-01-23,148
2017-01-27,167
2017-01-28,174
2017-01-29,178
2017-01-30,184
2017-01-31,181
2017-02-01,186
2017-02-02,191
2017-02-03,194
2017-02-04,198
2017-02-05,200
2017-02-06,203
2017-02-07,206
2017-02-08,205
2017-02-09,208
2017-02-10,204
2017-02-11,208
2017-02-12,207
2017-02-13,210
2017-02-14,211
2017-02-15,210
2017-02-16,207
2017-02-18,204
2017-02-19,203
2017-02-20,202
2017-02-21,202
2017-02-22,203
2017-02-23,199
2017-02-24,196
2017-02-25,202
2017-02-26,208
2017-02-27,213
2017-02-28,210
2017-03-01,206
2017-03-02,200
2017-03-03,203
2017-03-04,208
2017-03-05,212
2017-03-06,219
2017-03-07,225
2017-03-08,234
2017-03-09,239
2017-03-10,244
2017-03-11,246
2017-03-12,251
2017-03-13,262
2017-03-14,267
2017-03-15,266
2017-03-16,270
2017-03-17,269
2017-03-18,274
2017-03-19,271
2017-03-20,269
2017-03-21,270
2017-03-22,264
2017-03-23,269
2017-03-24,261
2017-03-25,247
2017-03-26,242
2017-03-27,230
2017-03-28,222
2017-03-29,219
2017-03-30,217
2017-03-31,226
2017-04-01,232
2017-04-02,228
2017-04-03,224
2017-04-04,220
2017-04-12,199
2017-04-13,201
2017-04-14,198
2017-04-15,198
2017-04-16,198
2017-04-17,193
2017-04-18,191
2017-04-19,186
2017-04-20,185
2017-04-21,187
2017-04-22,187
2017-04-23,191
2017-04-24,196
2017-04-25,203
2017-04-26,214
2017-04-27,221
2017-04-28,230
2017-04-29,239
2017-04-30,241
2017-05-01,237
2017-05-02,235
2017-05-03,232
2017-05-04,235
2017-05-05,235
2017-05-06,235
2017-05-07,233
2017-05-08,242
2017-05-09,247
2017-05-10,247
2017-05-11,251
2017-05-12,254
2017-05-13,249
2017-05-14,258
2017-05-15,259
2017-05-16,248
2017-05-17,248
2017-05-18,253
2017-05-19,251
2017-05-20,247
2017-05-21,247
2017-05-22,245
2017-05-23,246
2017-05-24,246
2017-05-25,244
2017-05-26,242
2017-05-27,241
2017-05-28,243
2017-05-29,240
2017-05-30,244
2017-05-31,242
2017-06-01,249
2017-06-02,244
2017-06-03,244
2017-06-04,244
2017-06-06,233
2017-06-07,228
2017-06-08,216
2017-06-09,206
2017-06-10,201
2017-06-11,205
2017-06-12,206
2017-06-13,201
2017-06-14,196
2017-06-15,195
2017-06-16,190
2017-06-17,181
2017-06-18,171
2017-06-19,163
2017-06-20,155
2017-06-21,150
2017-06-22,144
2017-06-23,143
2017-06-24,143
2017-06-25,139
2017-06-26,138
2017-06-27,139
2017-06-28,136
2017-06-29,131
2017-06-30,129
2017-07-01,130
2017-07-02,130
2017-07-03,131
2017-07-04,128
2017-07-05,127
2017-07-06,129
2017-07-07,133
2017-07-08,131
2017-07-13,124
2017-07-14,122
2017-07-15,121
2017-07-16,121
2017-07-17,118
2017-07-18,114
2017-07-19,114
2017-07-20,113
2017-07-21,112
2017-07-22,111
2017-07-23,109
2017-07-24,105
2017-07-25,107
2017-07-26,105
2017-07-27,100
2017-07-28,100
2017-07-29,98
2017-07-30,94
2017-07-31,91
2017-08-01,88
2017-08-02,86
2017-08-03,88
2017-08-04,90
2017-08-05,92
2017-08-06,96
2017-08-09,103
2017-08-10,99
2017-08-11,99
2017-08-12,99
2017-08-13,98
2017-08-14,97
2017-08-15,98
2017-08-16,96
2017-08-17,98
2017-08-18,103
2017-08-19,104
2017-08-20,106
2017-08-21,111
2017-08-22,114
2017-08-23,120
2017-08-24,125
2017-08-25,129
2017-08-26,132
2017-08-27,137
2017-08-28,138
2017-08-29,137
2017-08-30,140
2017-08-31,141
2017-09-01,143
2017-09-02,142
2017-09-03,140
2017-09-04,144
2017-09-05,144
2017-09-06,149
2017-09-07,149
2017-09-08,150
2017-09-09,154
2017-09-10,158
2017-09-11,158
2017-09-12,159
2017-09-13,158
2017-09-14,159
2017-09-15,156
2017-09-16,150
2017-09-17,149
2017-09-19,141
2017-09-20,140
2017-09-21,143
2017-09-22,146
2017-09-23,141
2017-09-24,137
2017-09-25,133
2017-09-26,130
2017-09-27,128
2017-09-28,127
2017-09-29,130
2017-09-30,133
2017-10-01,137
2017-10-02,139
2017-10-03,143
2017-10-04,148
2017-10-05,153
2017-10-06,154
2017-10-07,157
2017-10-08,154
2017-10-09,154
2017-10-10,151
2017-10-11,151
2017-10-12,144
2017-10-13,137
2017-10-14,131
2017-10-15,129
2017-10-16,125
2017-10-17,122
2017-10-18,123
2017-10-19,122
2017-10-20,124
2017-10-21,123
2017-10-22,124
2017-10-23,124
2017-10-24,123
2017-10-25,127
2017-10-26,129
2017-10-27,132
2017-10-28,137
2017-10-29,141
2017-10-30,138
2017-10-31,137
2017-11-01,130
2017-11-02,126
2017-11-03,123
2017-11-04,124
2017-11-05,120
2017-11-06,115
2017-11-07,110
2017-11-08,107
2017-11-09,106
2017-11-10,104
2017-11-11,101
2017-11-12,100
2017-11-13,98
2017-11-14,99
2017-11-15,96
2017-11-16,96
2017-11-17,99
2017-11-18,101
2017-11-19,101
2017-11-20,100
2017-11-21,99
2017-11-22,99
2017-11-23,99
2017-11-24,100
2017-11-25,103
2017-11-26,106
2017-11-27,107
2017-11-28,110
2017-11-29,113
2017-11-30,116
2017-12-01,118
2017-12-02,120
2017-12-03,123
2017-12-04,124
2017-12-05,128
2017-12-06,123
2017-12-07,122
2017-12-08,122
2017-12-09,127
2017-12-10,130
2017-12-11,129
2017-12-12,130
2017-12-13,124
