date_obj,Black%20claws price
2015-03-26,18750
2015-03-27,18750
2015-03-28,18750
2015-03-29,18750
2015-03-30,18750
2015-03-31,18750
2015-04-01,18750
2015-04-02,18750
2015-04-03,18750
2015-04-04,18750
2015-04-05,18750
2015-04-06,18750
2015-04-07,18750
2015-04-08,18750
2015-04-09,18750
2015-04-10,18750
2015-04-11,18750
2015-04-12,18750
2015-04-13,18750
2015-04-14,18750
2015-04-15,18750
2015-04-16,18750
2015-04-17,18750
2015-04-18,18750
2015-04-19,18750
2015-04-20,18750
2015-04-21,18750
2015-04-22,18750
2015-04-23,18750
2015-04-24,18750
2015-04-25,18750
2015-04-26,18750
2015-04-27,18750
2015-04-28,18750
2015-04-29,18750
2015-04-30,19184
2015-05-01,19184
2015-05-02,19184
2015-05-03,19184
2015-05-04,19184
2015-05-05,19184
2015-05-06,19184
2015-05-07,19184
2015-05-08,19184
2015-05-09,19184
2015-05-10,19184
2015-05-11,19184
2015-05-12,19184
2015-05-13,19184
2015-05-14,19184
2015-05-15,19184
2015-05-16,19184
2015-05-17,19184
2015-05-18,19184
2015-05-19,19184
2015-05-20,19184
2015-05-21,19184
2015-05-22,19184
2015-05-23,19184
2015-05-24,19184
2015-05-25,19184
2015-05-26,19184
2015-05-27,19184
2015-05-28,19184
2015-05-29,19184
2015-05-30,19184
2015-05-31,19184
2015-06-01,19184
2015-06-02,19184
2015-06-03,19184
2015-06-04,19184
2015-06-05,19184
2015-06-06,19184
2015-06-07,19184
2015-06-08,19184
2015-06-09,19184
2015-06-10,19184
2015-06-11,19184
2015-06-12,19184
2015-06-13,19184
2015-06-14,19184
2015-06-15,19184
2015-06-16,19184
2015-06-17,19184
2015-06-18,19184
2015-06-19,19184
2015-06-20,19184
2015-06-21,19184
2015-06-22,19184
2015-06-23,19184
2015-06-24,19184
2015-06-25,19184
2015-06-26,19184
2015-06-27,19184
2015-06-28,19184
2015-06-29,19184
2015-06-30,19184
2015-07-01,19184
2015-07-02,19184
2015-07-03,19184
2015-07-04,19569
2015-07-05,19569
2015-07-06,19569
2015-07-07,19569
2015-07-08,19569
2015-07-09,19569
2015-07-10,19569
2015-07-11,19569
2015-07-12,19569
2015-07-13,19569
2015-07-14,19569
2015-07-15,19569
2015-07-16,19569
2015-07-17,19569
2015-07-18,19569
2015-07-19,19569
2015-07-20,19569
2015-07-21,19569
2015-07-22,19569
2015-07-23,19569
2015-07-24,19569
2015-07-25,19569
2015-07-26,19569
2015-07-27,19569
2015-07-28,19569
2015-07-29,19569
2015-07-30,19569
2015-07-31,19569
2015-08-01,19569
2015-08-02,19569
2015-08-03,19569
2015-08-04,19569
2015-08-05,19569
2015-08-06,19569
2015-08-07,19569
2015-08-08,19569
2015-08-09,19569
2015-08-10,19569
2015-08-11,19569
2015-08-12,19569
2015-08-13,19569
2015-08-14,19569
2015-08-15,19569
2015-08-16,19569
2015-08-17,19569
2015-08-18,19569
2015-08-19,19569
2015-08-20,19569
2015-08-21,19569
2015-08-22,19569
2015-08-23,19569
2015-08-24,19569
2015-08-25,19569
2015-08-26,19569
2015-08-27,19569
2015-08-28,19569
2015-08-29,19569
2015-08-30,19569
2015-08-31,19569
2015-09-01,19569
2015-09-02,19569
2015-09-03,19569
2015-09-04,20353
2015-09-05,20353
2015-09-06,20353
2015-09-07,20353
2015-09-08,20353
2015-09-09,20353
2015-09-10,20353
2015-09-11,20353
2015-09-12,20353
2015-09-13,20353
2015-09-14,20353
2015-09-15,20353
2015-09-16,20353
2015-09-17,20353
2015-09-18,20353
2015-09-19,20353
2015-09-20,20353
2015-09-21,20353
2015-09-22,20353
2015-09-23,20353
2015-09-24,20353
2015-09-25,20353
2015-09-27,20353
2015-09-28,20353
2015-09-29,20353
2015-09-30,20353
2015-10-05,20353
2015-10-06,20353
2015-10-07,20353
2015-10-08,20353
2015-10-09,20353
2015-10-10,20353
2015-10-11,20353
2015-10-12,20353
2015-10-13,20353
2015-10-14,20353
2015-10-15,20353
2015-10-16,20353
2015-10-17,20353
2015-10-18,20353
2015-10-19,20353
2015-10-20,20353
2015-10-22,20353
2015-10-23,20353
2015-10-24,20353
2015-10-25,20353
2015-10-26,20353
2015-10-27,20353
2015-10-28,20353
2015-10-29,20353
2015-10-30,20353
2015-10-31,21197
2015-11-01,21197
2015-11-02,21197
2015-11-03,21197
2015-11-04,21197
2015-11-05,21197
2015-11-06,21197
2015-11-07,21197
2015-11-08,21197
2015-11-09,21197
2015-11-10,21197
2015-11-11,21197
2015-11-12,21197
2015-11-13,21197
2015-11-14,21197
2015-11-15,21197
2015-11-16,21197
2015-11-17,21197
2015-11-18,21197
2015-11-19,21197
2015-11-20,21197
2015-11-21,21197
2015-11-22,21197
2015-11-23,21197
2015-11-24,21197
2015-11-25,21197
2015-11-26,21197
2015-11-27,21197
2015-11-28,21197
2015-11-29,21197
2015-11-30,21197
2015-12-01,21197
2015-12-02,21197
2015-12-03,21197
2015-12-04,21197
2015-12-05,21197
2015-12-06,21197
2015-12-07,21197
2015-12-08,21197
2015-12-09,21997
2015-12-10,21997
2015-12-11,21997
2015-12-12,21997
2015-12-13,21997
2015-12-14,21997
2015-12-15,21997
2015-12-16,21997
2015-12-17,21997
2015-12-18,21997
2015-12-19,21997
2015-12-20,21997
2015-12-21,21997
2015-12-22,21997
2015-12-23,21997
2015-12-24,21997
2015-12-25,21997
2015-12-26,21997
2015-12-27,21997
2015-12-28,21997
2015-12-29,21997
2015-12-30,21997
2015-12-31,21997
2016-01-01,21997
2016-01-02,21997
2016-01-03,21997
2016-01-04,21997
2016-01-05,21997
2016-01-06,21997
2016-01-07,21997
2016-01-08,21997
2016-01-09,21997
2016-01-10,21997
2016-01-11,21997
2016-01-12,21997
2016-01-13,21997
2016-01-14,21997
2016-01-15,21997
2016-01-16,21997
2016-01-17,21997
2016-01-18,21997
2016-01-19,21997
2016-01-20,21997
2016-01-21,21997
2016-01-22,21997
2016-01-23,21997
2016-01-24,21997
2016-01-25,21997
2016-01-26,21997
2016-01-27,21997
2016-01-28,21997
2016-01-29,21997
2016-01-30,21997
2016-01-31,22310
2016-02-01,22310
2016-02-02,22310
2016-02-03,22310
2016-02-04,22310
2016-02-05,22310
2016-02-06,22310
2016-02-07,22310
2016-02-08,22310
2016-02-09,22310
2016-02-10,22310
2016-02-11,22310
2016-02-12,22310
2016-02-13,22310
2016-02-14,22310
2016-02-15,22310
2016-02-16,22310
2016-02-17,22310
2016-02-18,22310
2016-02-19,22310
2016-02-20,22310
2016-02-21,22310
2016-02-22,22310
2016-02-23,22310
2016-02-24,22310
2016-02-25,22310
2016-02-26,22310
2016-02-27,22310
2016-02-28,22310
2016-02-29,22310
2016-03-01,22310
2016-03-02,22310
2016-03-03,22310
2016-03-04,22310
2016-03-05,22310
2016-03-06,22310
2016-03-07,22310
2016-03-08,22310
2016-03-09,22310
2016-03-10,22310
2016-03-11,22310
2016-03-12,22310
2016-03-13,22310
2016-03-14,22310
2016-03-15,22310
2016-03-16,22310
2016-03-17,22310
2016-03-18,22310
2016-03-19,22310
2016-03-20,22310
2016-03-21,22169
2016-03-22,22169
2016-03-23,22169
2016-03-24,22169
2016-03-25,22169
2016-03-26,22169
2016-03-27,22169
2016-03-28,22169
2016-03-29,22169
2016-03-30,22169
2016-03-31,22169
2016-04-01,22169
2016-04-02,22169
2016-04-03,22169
2016-04-04,22169
2016-04-05,22169
2016-04-06,22169
2016-04-07,22169
2016-04-08,22169
2016-04-09,22169
2016-04-10,22169
2016-04-11,22169
2016-04-12,22169
2016-04-13,22169
2016-04-14,22169
2016-04-15,22169
2016-04-16,22169
2016-04-17,22169
2016-04-18,22169
2016-04-19,22169
2016-04-20,22169
2016-04-21,22169
2016-04-22,22169
2016-04-23,22169
2016-04-24,22169
2016-04-25,22169
2016-04-26,22169
2016-04-27,22169
2016-04-28,22169
2016-04-29,22169
2016-04-30,22169
2016-05-01,22169
2016-05-02,22169
2016-05-03,22169
2016-05-04,22169
2016-05-05,22169
2016-05-06,22169
2016-05-07,22169
2016-05-08,22169
2016-05-09,22169
2016-05-10,22169
2016-05-11,22169
2016-05-12,22169
2016-05-13,22169
2016-05-14,22169
2016-05-15,22169
2016-05-16,22169
2016-05-17,22744
2016-05-18,22744
2016-05-19,22744
2016-05-22,22744
2016-05-23,22744
2016-05-24,22744
2016-05-25,22744
2016-05-26,22744
2016-05-27,22744
2016-05-28,22744
2016-05-29,22744
2016-05-30,22744
2016-05-31,22744
2016-06-01,22744
2016-06-02,22744
2016-06-03,22744
2016-06-04,22744
2016-06-05,22744
2016-06-06,22744
2016-06-07,22744
2016-06-08,22744
2016-06-09,22744
2016-06-10,22406
2016-06-11,22406
2016-06-12,22406
2016-06-13,22406
2016-06-14,22406
2016-06-15,22406
2016-06-16,22406
2016-06-17,22406
2016-06-18,22406
2016-06-19,21300
2016-06-20,21300
2016-06-21,21300
2016-06-22,21300
2016-06-23,21300
2016-06-24,21300
2016-06-25,21300
2016-06-26,21300
2016-06-27,21300
2016-06-28,21300
2016-06-29,21300
2016-06-30,21300
2016-07-01,20259
2016-07-02,20259
2016-07-03,20259
2016-07-04,20259
2016-07-05,20259
2016-07-06,20259
2016-07-07,20259
2016-07-08,20259
2016-07-09,20259
2016-07-10,20259
2016-07-11,20259
2016-07-12,20259
2016-07-13,20259
2016-07-14,20259
2016-07-15,20259
2016-07-16,20259
2016-07-17,20259
2016-07-18,19268
2016-07-23,19268
2016-07-24,19268
2016-07-25,19268
2016-07-26,19268
2016-07-27,19268
2016-07-28,19268
2016-07-29,19268
2016-07-30,19268
2016-07-31,19268
2016-08-01,19268
2016-08-02,19268
2016-08-03,19268
2016-08-04,19268
2016-08-05,19268
2016-08-06,19268
2016-08-07,19268
2016-08-08,19268
2016-08-09,19268
2016-08-10,19268
2016-08-11,19268
2016-08-12,19268
2016-08-13,19268
2016-08-14,18323
2016-08-15,18323
2016-08-16,18323
2016-08-17,18323
2016-08-18,18323
2016-08-19,18323
2016-08-20,18323
2016-08-21,18323
2016-08-22,18323
2016-08-23,18323
2016-08-24,18323
2016-08-25,18323
2016-08-26,18323
2016-08-28,18323
2016-08-31,18323
2016-09-01,18323
2016-09-02,18323
2016-09-03,18323
2016-09-04,18323
2016-09-05,18323
2016-09-06,18323
2016-09-07,18323
2016-09-08,18323
2016-09-09,18323
2016-09-10,18323
2016-09-11,18323
2016-09-12,18323
2016-09-13,18323
2016-09-14,17423
2016-09-15,17423
2016-09-16,17423
2016-09-17,17423
2016-09-18,17423
2016-09-19,17423
2016-09-20,17423
2016-09-21,17423
2016-09-22,17423
2016-09-23,17423
2016-09-24,17423
2016-09-25,17423
2016-09-26,17423
2016-09-27,17423
2016-09-28,17423
2016-09-29,17423
2016-09-30,17423
2016-10-01,17423
2016-10-02,17423
2016-10-03,17423
2016-10-04,17423
2016-10-05,17423
2016-10-06,17423
2016-10-07,17423
2016-10-08,17423
2016-10-09,17423
2016-10-10,16557
2016-10-11,16557
2016-10-12,16557
2016-10-13,16557
2016-10-14,16557
2016-10-15,16557
2016-10-16,16557
2016-10-17,16557
2016-10-18,16557
2016-10-19,16557
2016-10-20,16557
2016-10-21,16557
2016-10-22,16557
2016-10-23,16557
2016-10-24,16557
2016-10-25,16557
2016-10-26,16557
2016-10-27,16557
2016-10-28,16557
2016-10-29,15735
2016-10-30,15735
2016-10-31,15735
2016-11-01,15735
2016-11-02,15735
2016-11-03,15735
2016-11-04,15735
2016-11-05,15735
2016-11-06,15735
2016-11-07,15735
2016-11-08,15735
2016-11-09,15735
2016-11-10,15735
2016-11-11,15735
2016-11-12,15735
2016-11-13,15735
2016-11-14,15735
2016-11-15,15735
2016-12-07,14975
2016-12-08,14975
2016-12-09,14975
2016-12-10,14975
2016-12-11,14234
2016-12-12,14234
2016-12-13,14234
2016-12-14,14234
2016-12-15,14234
2016-12-16,14234
2016-12-17,14234
2016-12-18,14234
2016-12-19,14234
2016-12-20,14234
2016-12-21,14234
2016-12-22,14234
2016-12-23,14234
2016-12-24,14234
2016-12-25,14234
2016-12-26,14234
2016-12-27,14234
2016-12-28,14234
2016-12-29,14234
2016-12-30,14234
2016-12-31,13541
2017-01-01,13541
2017-01-02,13541
2017-01-03,13541
2017-01-04,13541
2017-01-05,13541
2017-01-06,13541
2017-01-07,13541
2017-01-08,13541
2017-01-09,13541
